EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,Points,OpponentPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefTwoPtRebounds,DefRebounds,Rebounds,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,OffRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,PenaltyFg3Pct,Fg2Pct,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,TwoPtAssists,AtRimAssists,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,OffTwoPtRebounds,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,ShootingFouls,Offensive Fouls,Blocked2s,BlockedShortMidRange,Blocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Corner3FGA,PenaltyCorner3FGA,FTDefRebounds,Loose Ball Fouls Drawn,DefFTReboundPct,Corner3Frequency,PenaltyCorner3Frequency,LongMidRangeFGA,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3A,BadPassOutOfBoundsTurnovers,BadPassTurnovers,SecondChanceTurnovers,LongMidRangeFrequency,Corner3Accuracy,UnblockedCorner3Accuracy,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,Fg3aBlocked,ShortMidRangeAssists,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,BlockedAtRim,RecoveredBlocks,BlocksRecoveredPct,Corner3PctAssisted,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,OffLongMidRangeReboundPct,Corner3PctBlocked,Corner3Assists,Transition Take Fouls Drawn,on,LongMidRangeFGM,SecondChanceCorner3FGM,HeaveAttempts,LongMidRangeAssists,SelfOReb,LostBallSteals,Charge Fouls,Loose Ball Fouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,OffShortMidRangeReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,FTOffRebounds,Charge Fouls Drawn,OffensiveGoaltends,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,Transition Take Fouls,BlockedLongMidRange,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,HeaveMakes,Clear Path Fouls,Blocked3s,BlockedArc3,BlockedCorner3,LongMidRangePctBlocked,3SecondViolations
1628366,1610612741,Lonzo Ball,Lonzo Ball,1628366,CHI,119.0,2,4,4,4,1.0,8,1.0,1.0,1.0,1.0,3.0,4,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,25.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.52425,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629659,1610612741,Talen Horton-Tucker,Talen Horton-Tucker,1629659,CHI,1626.0,27,9,62,62,33.0,124,6.0,9.0,6.0,9.0,36.0,76,6.0,9.0,6.0,3.0,5.0,6.0,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.9,0.5,32.35294117647059,0.2,0.1724137931034483,,0.5,0.6666666666666666,0.6666666666666666,0.9444444444444444,0.6666666666666666,0.5849083333333334,26.533333333333335,31.0,6.0,6.0,8.0,3.0,4.0,1.0,1.0,2.0,4.0,7.0,9.0,4.0,1.0,1.0,3.0,4.0,2.0,4.0,2.0,14.0,6.0,8.0,12.0,3.0,3.0,3.0,9.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,2.0,1.0,14.0,31.0,1.0,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.5,0.7777777777777778,0.75,0.75,0.5,0.7777777777777778,0.14285714285714285,0.07142857142857142,0.05,0.09090909090909091,0.3333333333333333,1.0,0.15384615384615385,0.4444444444444444,0.75,0.75,0.3333333333333333,0.05555555555555555,1.0,1.0,1.0,0.6666666666666666,0.5,0.75,0.5,0.5,0.6142,0.10526315789473684,0.2,0.027777777777777776,0.3888888888888889,2.4555555555555557,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630245,1610612741,Ayo Dosunmu,Ayo Dosunmu,1630245,CHI,610.0,10,-2,22,23,10.0,45,,1.0,,1.0,6.0,30,,1.0,,2.0,3.0,3.0,,,0.75,0.6,0.25,20.0,0.3333333333333333,0.2727272727272727,0.5,0.25,,,1.0,,0.6353625,26.6,3.0,3.0,3.0,3.0,,,,,,,3.0,3.0,,,,,,,,,,4.0,2.0,,1.0,2.0,1.0,5.0,,1.0,,,,,,,,1.0,2.0,,1.0,,,3.0,,0.6666666666666666,0.6666666666666666,,,1.0,,,,,0.2,,,,,,0.3333333333333333,0.75,1.0,1.0,0.6666666666666666,,,,,,,,,,,0.2,0.25,,,2.1666666666666665,0.13636363636363635,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630604,1610612741,E.J. Liddell,E.J. Liddell,1630604,CHI,3171.0,53,-8,117,120,67.0,237,3.0,10.0,3.0,10.0,21.0,153,,10.0,3.0,1.0,6.0,9.0,0.3,0.3,0.6333333333333333,0.65625,0.6666666666666666,13.740458015267174,0.03571428571428571,0.10714285714285714,,0.6666666666666666,0.3,0.3,0.8,0.3,0.5018,27.2,56.0,12.0,2.0,2.0,,,3.0,3.0,2.0,5.0,5.0,5.0,2.0,,2.0,2.0,2.0,2.0,5.0,2.0,12.0,6.0,4.0,9.0,3.0,3.0,3.0,9.0,2.0,5.0,3.0,1.0,,,2.0,1.0,11.0,1.0,2.0,,1.0,,12.0,56.0,,0.6,0.75,1.0,0.4,1.0,1.0,0.7142857142857143,1.0,0.75,0.17857142857142858,0.0625,0.06818181818181818,0.041666666666666664,0.0625,,0.17391304347826086,0.13333333333333333,1.0,1.0,0.5,0.2,1.0,1.0,0.6666666666666666,1.0,,,0.7142857142857143,0.4,0.4640142857142857,0.0625,0.16666666666666666,0.09523809523809523,0.5714285714285714,6.56,0.47863247863247865,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,0.08333333333333333,0.1111111111111111,0.125,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203897,1610612741,Zach LaVine,Zach LaVine,203897,CHI,373.0,6,-2,13,13,4.0,26,,,,,2.0,18,,,,,,,,,1.0,1.0,,14.285714285714285,,,,,,,1.0,,0.6333,,2.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,2.0,,,1.0,,2.0,,,,1.0,1.0,,1.0,,1.0,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,2.3,0.15384615384615385,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628380,1610612741,Zach Collins,Zach Collins,1628380,CHI,769.0,13,2,26,30,22.0,56,,,,1.0,2.0,33,,,,3.0,4.0,4.0,,,,0.3333333333333333,0.5,13.793103448275863,0.42857142857142855,0.25,0.6,,,,0.5,,0.531975,23.2,11.0,3.0,,,,,,1.0,,,,1.0,2.0,,,,,,1.0,2.0,2.0,,,,,2.0,,4.0,,,,,,,1.0,,1.0,1.0,2.0,,,1.0,2.0,11.0,1.0,,,,,,,,,0.5,,,,,,,,,,,,0.5,,,,,,,,,0.61545,,,,1.0,12.6,0.4230769230769231,2.0,2.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628975,1610612741,Jevon Carter,Jevon Carter,1628975,CHI,1640.0,27,10,60,62,38.0,122,1.0,6.0,2.0,9.0,10.0,61,3.0,6.0,1.0,,4.0,4.0,0.2222222222222222,0.2222222222222222,0.38461538461538464,0.38461538461538464,0.6923076923076923,26.086956521739133,,0.09090909090909091,,0.46153846153846156,0.16666666666666666,0.16666666666666666,0.8461538461538461,0.16666666666666666,0.5331846153846154,25.166666666666668,41.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,,,,1.0,2.0,2.0,6.0,,8.0,,4.0,3.0,1.0,2.0,1.0,5.0,,3.0,,3.0,1.0,1.0,5.0,5.0,,,,,,,8.0,41.0,,,,0.5,0.3333333333333333,0.5,0.5,0.5,,0.5,0.16666666666666666,,,,,,0.125,0.15384615384615385,0.5,0.5,,0.07692307692307693,1.0,1.0,,1.0,0.125,1.0,0.375,0.3333333333333333,0.54106875,,,,0.8,7.225,0.6833333333333333,1.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,0.4,,,,0.5,,,3.0,3.0,1.0,,0.5,0.23076923076923078,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07692307692307693,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.49995,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641801,1610612741,Emanuel Miller,Emanuel Miller,1641801,CHI,958.0,16,-13,35,37,27.0,72,,1.0,,1.0,10.0,51,,1.0,,1.0,2.0,4.0,,,0.5714285714285714,0.625,0.14285714285714285,20.0,0.14285714285714285,0.11764705882352941,,0.14285714285714285,,,0.8571428571428571,,0.6721571428571428,26.1,25.0,4.0,3.0,5.0,2.0,4.0,1.0,1.0,,1.0,4.0,6.0,2.0,,2.0,2.0,4.0,,1.0,2.0,6.0,6.0,2.0,,,1.0,,2.0,2.0,1.0,2.0,,,,,,2.0,1.0,2.0,,1.0,,6.0,25.0,,0.75,1.0,,,0.6666666666666666,0.5,0.4,0.5,0.5,0.1,0.18181818181818182,0.13333333333333333,0.2222222222222222,,1.0,0.1111111111111111,0.7142857142857143,0.6,0.6,0.6666666666666666,0.14285714285714285,1.0,1.0,1.0,,0.8,0.5,0.2,,0.71822,0.125,0.14285714285714285,0.2,0.6,1.8499999999999999,0.7142857142857143,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,1.0,1.0,,,,,,,,,,0.5,0.5,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642443,1610612741,Jahmir Young,Jahmir Young,1642443,CHI,1070.0,18,-9,38,42,31.0,80,1.0,2.0,1.0,2.0,9.0,56,3.0,2.0,1.0,1.0,2.0,3.0,0.5,0.5,0.875,0.9,0.5,11.904761904761905,0.125,0.11764705882352941,0.2,0.5,0.5,1.0,1.0,0.5,0.53325,26.1,18.0,4.0,2.0,2.0,,,,,1.0,2.0,2.0,2.0,2.0,,3.0,,,1.0,2.0,,3.0,,4.0,,,3.0,,6.0,1.0,1.0,1.0,,,,,,1.0,1.0,2.0,,1.0,,3.0,18.0,,,,,0.5,1.0,,0.75,1.5,0.75,0.1111111111111111,0.09090909090909091,0.07142857142857142,,,,0.125,0.5,1.0,1.0,,,,,,,,,1.0,0.5,0.4596,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.1,0.47368421052631576,3.0,2.0,,,,,,,,,,,1.0,,,,,,,,1.5,,,,0.3333333333333333,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641763,1610612741,Julian Phillips,Julian Phillips,1641763,CHI,1395.0,23,8,52,53,26.0,105,,2.0,1.0,4.0,8.0,61,,2.0,,,1.0,2.0,0.25,0.25,0.5833333333333334,0.5714285714285714,0.6666666666666666,12.06896551724138,,0.041666666666666664,,0.3333333333333333,,,1.0,,0.61245,24.549999999999997,12.0,5.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,1.0,,2.0,1.0,1.0,,1.0,1.0,3.0,2.0,2.0,3.0,,1.0,,2.0,1.0,1.0,1.0,,,,,,1.0,1.0,2.0,,1.0,,3.0,12.0,,0.5,0.5,1.0,,1.0,1.0,0.5,1.0,0.5,0.06666666666666667,0.07142857142857142,0.05263157894736842,0.09090909090909091,,,,0.3333333333333333,1.0,1.0,0.5,,,,,,0.5,1.0,0.5,,0.577625,0.14285714285714285,0.3333333333333333,0.25,0.375,1.25,0.23076923076923078,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,2.0,,2.0,,1.0,1.0,1.0,,,,,0.2,1.0,1.0,2.0,,,,,0.3333333333333333,,,1.0,,,,,,,,0.5,0.5,,,0.6766,,,,,1.0,,,,,,2.0,2.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
