EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Travels,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,Offensive Fouls Drawn,HeaveAttempts,Charge Fouls,Transition Take Fouls,Charge Fouls Drawn,BlockedLongMidRange,DefensiveGoaltends,StepOutOfBoundsTurnovers,BlockedCorner3,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,on,HeaveMakes,3SecondViolations
1626172,1610612744,Kevon Looney,Kevon Looney,1626172,GSW,24908.0,415,51.0,852,858,202.0,243,127,1710,33.0,51.0,13.0,25.0,7.0,10.0,4.0,17.0,1.0,6.0,38.0,74.0,19.0,95.0,929,13.0,31.0,3.0,29.0,9.0,16.0,7.0,25.0,42.0,34.0,24.0,3.0,18.0,26.0,44.0,22.0,4.0,6.0,9.0,3.0,114.0,17.0,40.0,3.0,37.0,56.0,6.0,99.0,60.0,159,6.0,16.0,6.0,10.0,4.0,1.0,3.0,9.0,1.0,1.0,13.0,4.0,3.0,34.0,57.0,7.0,6.0,30.0,6.0,39.0,4.0,18.0,4.0,10.0,1.0,1.0,1.0,9.0,11.0,6.0,1.0,25.0,201.0,2.0,3.0,0.5526315789473685,0.8076923076923077,0.5135135135135135,0.41935483870967744,0.5625,0.5135135135135135,0.41935483870967744,0.5625,0.5163043478260869,0.4027777777777778,0.5434782608695652,0.04054054054054054,0.0196078431372549,0.11764705882352941,10.420841683366733,0.3076923076923077,0.2222222222222222,0.07894736842105263,0.2679425837320574,0.18691588785046728,0.18781725888324874,0.07981220657276995,0.229064039408867,0.13348946135831383,0.18032786885245902,0.23076923076923078,0.10204081632653061,0.05555555555555555,0.1568627450980392,0.28846153846153844,0.2682926829268293,0.23529411764705882,0.20512820512820512,0.12195121951219512,0.18181818181818182,0.5454545454545454,0.6891891891891891,0.6470588235294118,0.66,0.5151515151515151,0.22972972972972974,0.23529411764705882,0.26666666666666666,1.0,0.08108108108108109,0.16666666666666666,0.16666666666666666,0.8064516129032258,0.52,0.07692307692307693,0.625,0.7,0.6891891891891891,0.5596378378378377,0.5554159999999999,0.5515562499999999,0.20454545454545456,0.20454545454545456,0.30526315789473685,0.2631578947368421,4.160810810810811,0.23708920187793428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1627741,1610612744,Buddy Hield,Buddy Hield,1627741,GSW,41276.0,688,43.0,1412,1398,342.0,343,185,2810,24.0,35.0,2.0,7.0,2.0,3.0,16.0,28.0,5.0,18.0,45.0,81.0,16.0,349.0,1532,3.0,11.0,2.0,32.0,3.0,8.0,9.0,60.0,62.0,28.0,4.0,7.0,15.0,18.0,33.0,13.0,5.0,7.0,8.0,,84.0,14.0,6.0,1.0,34.0,41.0,2.0,77.0,21.0,98,1.0,29.0,17.0,12.0,16.0,3.0,8.0,12.0,5.0,8.0,28.0,3.0,4.0,27.0,57.0,3.0,2.0,13.0,1.0,18.0,1.0,3.0,3.0,9.0,,,4.0,5.0,9.0,5.0,,60.0,341.0,8.0,3.0,0.6888888888888889,0.7209302325581395,0.5555555555555556,0.2727272727272727,0.375,0.5842105263157895,0.40540540540540543,0.49038461538461536,0.5945017182130584,0.40540540540540543,0.5267857142857143,0.08641975308641975,0.05714285714285714,0.14285714285714285,19.642857142857146,0.5714285714285714,0.04,0.023809523809523808,0.11202185792349727,0.01764705882352941,0.10828025477707007,0.03856749311294766,0.11029411764705882,0.02844950213371266,0.019230769230769232,0.023121387283236993,,0.04609929078014184,0.012345679012345678,0.06382978723404255,0.13392857142857142,0.10416666666666667,0.10756972111553785,0.1111111111111111,0.006944444444444444,0.5555555555555556,0.12280701754385964,0.6857142857142857,0.7272727272727273,0.7083333333333334,0.09824561403508772,0.5714285714285714,0.6666666666666666,0.625,0.06315789473684211,0.2777777777777778,0.29411764705882354,0.1891891891891892,0.2857142857142857,,0.057692307692307696,0.6666666666666666,0.8385964912280702,0.5426093525179857,0.5512805555555554,0.5377303921568627,0.013888888888888888,0.03614457831325301,0.09169054441260745,0.17191977077363896,7.1950617283950615,0.24220963172804533,25.0,53.0,3.0,5.0,4.0,12.0,56.0,151.0,5.0,21.0,11.0,32.0,81.0,204.0,8.0,26.0,15.0,44.0,219.0,24.0,151.0,56.0,4.0,1.0,4.0,1.0,0.9012345679012346,0.39705882352941174,0.3076923076923077,0.3409090909090909,0.39705882352941174,0.7157894736842105,0.0196078431372549,0.05555555555555555,0.018867924528301886,0.019867549668874173,0.8,0.18596491228070175,0.4716981132075472,0.4807692307692308,0.96,0.5298245614035088,0.3708609271523179,0.3783783783783784,0.875,0.13513513513513514,0.6,0.6666666666666666,0.5675675675675675,0.23809523809523808,1.0,0.23076923076923078,0.3333333333333333,0.6153846153846154,0.34375,0.3708609271523179,0.004878048780487805,25.6406862745098,,,,,,,,,,,,True,,
1627780,1610612744,Gary Payton II,Gary Payton II,1627780,GSW,12991.0,217,-22.0,434,450,96.0,161,57,884,24.0,30.0,6.0,8.0,2.0,6.0,1.0,9.0,,,25.0,39.0,2.0,70.0,493,6.0,8.0,,12.0,2.0,8.0,,7.0,34.0,16.0,8.0,2.0,11.0,6.0,17.0,5.0,1.0,5.0,4.0,2.0,40.0,6.0,8.0,1.0,12.0,10.0,1.0,23.0,15.0,38,2.0,10.0,8.0,2.0,5.0,2.0,5.0,5.0,,,10.0,1.0,1.0,8.0,22.0,2.0,3.0,7.0,,5.0,3.0,4.0,,4.0,1.0,1.0,1.0,3.0,5.0,3.0,,7.0,94.0,3.0,,0.68,0.8095238095238095,0.6410256410256411,0.75,0.25,0.5573770491803278,0.75,0.2692307692307692,0.5645161290322581,0.75,0.2692307692307692,0.05128205128205128,0.03333333333333333,0.1111111111111111,14.545454545454545,0.5,0.07692307692307693,0.047619047619047616,0.08264462809917356,0.08163265306122448,0.10810810810810811,0.05555555555555555,0.09482758620689655,0.06796116504854369,0.06060606060606061,0.12,,0.06097560975609756,0.038461538461538464,0.11428571428571428,0.045454545454545456,0.15,0.0989010989010989,0.15,0.07142857142857142,0.6,0.4918032786885246,0.8,0.8275862068965517,0.7083333333333334,0.14754098360655737,0.1111111111111111,0.125,,,,,1.0,0.75,0.16666666666666666,0.46153846153846156,0.3333333333333333,0.8524590163934426,0.5680245901639345,0.6258571428571429,0.5788846153846154,0.06451612903225806,0.1,0.17142857142857143,0.1,2.861538461538461,0.22119815668202766,4.0,13.0,,,1.0,3.0,2.0,9.0,,,,2.0,6.0,22.0,,,1.0,5.0,18.0,,9.0,2.0,,,,,1.0,0.2727272727272727,,0.2,0.2727272727272727,0.36065573770491804,,,,,,0.21311475409836064,0.3076923076923077,0.3076923076923077,1.0,0.14754098360655737,0.2222222222222222,0.2222222222222222,1.0,,,,,,,0.23076923076923078,0.3333333333333333,0.15384615384615385,,0.2222222222222222,,24.36818181818182,1.0,,,,,,,,,,,True,,
1630228,1610612744,Jonathan Kuminga,Jonathan Kuminga,1630228,GSW,68652.0,1144,8.0,2334,2341,566.0,587,309,4675,126.0,176.0,22.0,35.0,22.0,35.0,78.0,211.0,8.0,30.0,212.0,417.0,157.0,719.0,2610,26.0,48.0,17.0,78.0,42.0,83.0,49.0,154.0,220.0,204.0,28.0,47.0,46.0,58.0,104.0,36.0,22.0,27.0,15.0,4.0,266.0,32.0,23.0,1.0,77.0,63.0,20.0,160.0,56.0,216,10.0,38.0,22.0,16.0,39.0,14.0,20.0,32.0,5.0,19.0,71.0,3.0,20.0,39.0,90.0,4.0,4.0,144.0,6.0,235.0,11.0,113.0,10.0,20.0,1.0,1.0,9.0,10.0,21.0,15.0,,153.0,559.0,12.0,9.0,0.5188679245283019,0.5555555555555556,0.5083932853717026,0.5416666666666666,0.5060240963855421,0.49471830985915494,0.4485294117647059,0.4525862068965517,0.5286764705882353,0.4875,0.5099337748344371,0.11270983213429256,0.11363636363636363,0.11848341232227488,27.887114741923504,0.5492957746478874,0.31746031746031744,0.012658227848101266,0.1111111111111111,0.04159132007233273,0.1423290203327172,0.05414551607445008,0.1263537906137184,0.04807692307692308,0.047058823529411764,0.03754266211604096,0.044444444444444446,0.053811659192825115,0.05517241379310345,0.10416666666666667,0.11494252873563218,0.10666666666666667,0.1357142857142857,0.1652892561983471,0.0390625,0.7142857142857143,0.30985915492957744,0.7159090909090909,0.8076923076923077,0.6031746031746031,0.3714788732394366,0.3696682464454976,0.41935483870967744,0.41025641025641024,0.0528169014084507,0.26666666666666666,0.2857142857142857,0.5147058823529411,0.6285714285714286,0.2727272727272727,0.3017241379310345,0.6285714285714286,0.5757042253521126,0.5179587230215827,0.5464115384615386,0.5123183035714287,0.16865671641791044,0.21772639691714837,0.10848400556328233,0.2141863699582754,6.060431654676261,0.24250214224507283,13.0,46.0,1.0,8.0,2.0,11.0,33.0,105.0,2.0,12.0,5.0,22.0,46.0,151.0,3.0,20.0,7.0,33.0,123.0,15.0,103.0,33.0,1.0,4.0,,,0.8913043478260869,0.304635761589404,0.15,0.21212121212121213,0.3087248322147651,0.2658450704225352,0.006622516556291391,0.06666666666666667,0.021739130434782608,,0.25,0.08098591549295775,0.2826086956521739,0.28888888888888886,0.9230769230769231,0.18485915492957747,0.3142857142857143,0.3142857142857143,0.8787878787878788,0.11764705882352941,0.125,1.0,0.17647058823529413,0.16666666666666666,1.0,0.09482758620689655,0.18181818181818182,0.1896551724137931,0.22727272727272727,0.32038834951456313,,25.825165562913902,3.0,2.0,4.0,1.0,1.0,1.0,2.0,,,,,True,,
1630311,1610612744,Pat Spencer,Pat Spencer,1630311,GSW,1908.0,32,-15.0,60,64,17.0,19,7,124,2.0,3.0,,,1.0,1.0,2.0,5.0,1.0,1.0,5.0,9.0,,10.0,82,,,,,2.0,2.0,,4.0,4.0,6.0,,,4.0,1.0,5.0,1.0,,2.0,2.0,,11.0,,2.0,,,,,,2.0,2,,5.0,3.0,2.0,2.0,,1.0,,,1.0,2.0,,,2.0,3.0,1.0,,2.0,,,,,,,,,,,,,,4.0,17.0,,,0.4,0.4,0.5555555555555556,,1.0,0.5,,1.0,0.5,,1.0,,,,17.39130434782609,1.0,,,,0.13333333333333333,,,,0.08,,0.07692307692307693,1.0,,,,,,,,,,0.3,0.6666666666666666,0.6666666666666666,0.5,0.5,0.4,0.4,,0.1,1.0,1.0,,,,0.5,1.0,0.4,0.44769375,,0.3523,,,,0.4,6.677777777777778,0.2833333333333333,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,0.1,,,,,1.0,,,,,0.1,,,,,,,,,,,,,,,,26.3,1.0,,,,,,,,,,,True,,
1630322,1610612744,Lindy Waters III,Lindy Waters III,1630322,GSW,12408.0,207,16.0,415,412,78.0,90,51,827,2.0,3.0,,,,,3.0,5.0,2.0,6.0,7.0,14.0,3.0,62.0,469,,,2.0,14.0,1.0,2.0,,8.0,12.0,2.0,,2.0,10.0,7.0,17.0,2.0,5.0,7.0,2.0,1.0,41.0,5.0,2.0,,12.0,9.0,2.0,23.0,7.0,30,,9.0,1.0,8.0,1.0,,1.0,,,,1.0,,,12.0,19.0,2.0,,4.0,,4.0,,2.0,,2.0,,,,2.0,2.0,1.0,,8.0,78.0,,,0.8571428571428571,0.8571428571428571,0.5,,0.5,0.5175438596491229,0.75,0.5,0.5254237288135594,0.7777777777777778,0.5,0.14285714285714285,,0.4,12.631578947368421,1.0,0.16666666666666666,,0.0989010989010989,0.01818181818181818,0.13333333333333333,0.05434782608695652,0.11602209944751381,0.034653465346534656,0.07142857142857142,,,0.07246376811594203,,,0.1,0.21428571428571427,0.15151515151515152,0.08333333333333333,,0.5,0.05263157894736842,0.6666666666666666,0.6666666666666666,1.0,0.08771929824561403,0.6,1.0,1.0,0.10526315789473684,0.3333333333333333,0.3333333333333333,,,,,,0.8070175438596491,0.5273166666666667,0.52023,0.49935624999999995,0.03389830508474576,0.125,0.22580645161290322,0.12903225806451613,11.35,0.18795180722891566,5.0,16.0,1.0,3.0,1.0,2.0,10.0,27.0,3.0,5.0,1.0,4.0,15.0,43.0,4.0,8.0,2.0,6.0,39.0,6.0,27.0,10.0,,,,,0.8666666666666667,0.3488372093023256,0.5,0.3333333333333333,0.3488372093023256,0.7543859649122807,,,,,0.5,0.2807017543859649,0.3125,0.3125,0.8,0.47368421052631576,0.37037037037037035,0.37037037037037035,0.9,0.375,0.3333333333333333,,0.625,0.6,1.0,0.25,0.5,0.5,0.25,0.37037037037037035,,25.206976744186044,,,,,2.0,,,,,,,True,,
1630611,1610612744,Gui Santos,Gui Santos,1630611,GSW,8075.0,135,-1.0,261,260,65.0,41,47,521,7.0,8.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,9.0,11.0,3.0,36.0,300,4.0,4.0,,11.0,2.0,3.0,,7.0,14.0,4.0,2.0,,8.0,4.0,12.0,3.0,1.0,4.0,3.0,1.0,28.0,5.0,4.0,2.0,11.0,6.0,1.0,18.0,11.0,29,,4.0,2.0,2.0,3.0,2.0,3.0,4.0,1.0,,7.0,,,5.0,12.0,3.0,,5.0,,7.0,1.0,3.0,1.0,2.0,,,,2.0,2.0,,,7.0,65.0,1.0,1.0,0.7777777777777778,0.875,0.8181818181818182,1.0,0.6666666666666666,0.532258064516129,0.9166666666666666,0.5,0.5294117647058824,0.9166666666666666,0.4375,,,,13.183279742765274,0.42857142857142855,0.25,0.125,0.0967741935483871,0.07142857142857142,0.1864406779661017,0.07042253521126761,0.14049586776859505,0.07086614173228346,0.14285714285714285,0.06060606060606061,,0.06779661016949153,0.08333333333333333,0.08333333333333333,0.09302325581395349,0.14285714285714285,0.1956521739130435,0.15384615384615385,,,0.25806451612903225,0.875,0.875,0.8571428571428571,0.06451612903225806,0.5,0.5,1.0,0.03225806451612903,1.0,1.0,0.5,1.0,0.6666666666666666,0.2857142857142857,0.5,0.9032258064516129,0.5516456521739129,0.5421,0.5569200000000001,0.09090909090909091,0.23076923076923078,0.3055555555555556,0.19444444444444445,4.3545454545454545,0.24904214559386972,2.0,7.0,,,1.0,1.0,3.0,13.0,1.0,2.0,,3.0,5.0,20.0,1.0,2.0,1.0,4.0,15.0,,12.0,3.0,2.0,,,,1.0,0.25,0.5,0.25,0.2631578947368421,0.6451612903225806,0.1,,0.14285714285714285,0.07692307692307693,,0.22580645161290322,0.2857142857142857,0.3333333333333333,1.0,0.41935483870967744,0.23076923076923078,0.25,1.0,,,,0.3333333333333333,0.5,1.0,0.14285714285714285,1.0,0.42857142857142855,,0.25,,26.673684210526318,1.0,1.0,,,,,,1.0,,,,True,,
1641764,1610612744,Brandin Podziemski,Brandin Podziemski,1641764,GSW,32034.0,534,-12.0,1067,1077,277.0,268,145,2144,16.0,33.0,5.0,9.0,4.0,8.0,27.0,48.0,7.0,21.0,50.0,102.0,18.0,193.0,1186,6.0,14.0,2.0,32.0,14.0,30.0,7.0,65.0,50.0,50.0,8.0,7.0,30.0,31.0,61.0,22.0,9.0,20.0,8.0,2.0,153.0,10.0,13.0,1.0,34.0,33.0,3.0,70.0,24.0,94,3.0,19.0,14.0,5.0,12.0,2.0,7.0,4.0,,5.0,16.0,1.0,2.0,13.0,26.0,2.0,,31.0,2.0,25.0,4.0,11.0,2.0,2.0,2.0,1.0,,2.0,4.0,3.0,1.0,64.0,271.0,2.0,1.0,0.5,0.5434782608695652,0.49019607843137253,0.42857142857142855,0.4666666666666667,0.5147058823529411,0.5769230769230769,0.5370370370370371,0.5361111111111111,0.5925925925925926,0.5508474576271186,0.06862745098039216,0.09090909090909091,0.0625,15.831987075928916,0.75,0.12,0.030303030303030304,0.12992125984251968,0.048327137546468404,0.14225941422594143,0.03571428571428571,0.1359026369168357,0.04189435336976321,0.07317073170731707,0.045454545454545456,0.01818181818181818,0.033816425120772944,0.0410958904109589,0.08064516129032258,0.13496932515337423,0.20689655172413793,0.13829787234042554,0.1568627450980392,0.03571428571428571,0.75,0.19411764705882353,0.48484848484848486,0.5333333333333333,0.5,0.2823529411764706,0.5625,0.6,0.48148148148148145,0.12352941176470589,0.3333333333333333,0.35,0.34615384615384615,0.5555555555555556,,0.14814814814814814,0.5,0.5941176470588235,0.507854938271605,0.5790633333333333,0.4957209999999999,0.06741573033707865,0.10091743119266056,0.16580310880829016,0.33678756476683935,8.223529411764707,0.25960637300843487,3.0,10.0,1.0,3.0,2.0,3.0,22.0,58.0,5.0,9.0,8.0,21.0,25.0,68.0,6.0,12.0,10.0,24.0,60.0,15.0,57.0,22.0,2.0,,,1.0,0.8,0.36764705882352944,0.5,0.4166666666666667,0.373134328358209,0.4,0.029411764705882353,0.047619047619047616,0.1,0.017241379310344827,0.5714285714285714,0.058823529411764705,0.3,0.3333333333333333,1.0,0.3411764705882353,0.3793103448275862,0.38596491228070173,0.7727272727272727,0.11538461538461539,0.3333333333333333,1.0,0.34615384615384615,0.5555555555555556,1.0,0.05555555555555555,0.6666666666666666,0.3888888888888889,0.38095238095238093,0.38596491228070173,0.014492753623188406,26.48382352941177,1.0,1.0,,,6.0,,,2.0,1.0,,,True,,
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,32685.0,545,104.0,1140,1117,262.0,277,143,2257,26.0,39.0,2.0,3.0,3.0,6.0,34.0,58.0,17.0,27.0,77.0,124.0,56.0,414.0,1278,4.0,8.0,3.0,47.0,13.0,29.0,27.0,107.0,56.0,98.0,4.0,6.0,71.0,26.0,97.0,15.0,11.0,49.0,20.0,2.0,220.0,3.0,5.0,,28.0,34.0,,62.0,8.0,70,1.0,20.0,14.0,6.0,33.0,9.0,25.0,19.0,4.0,8.0,52.0,2.0,13.0,13.0,27.0,1.0,3.0,60.0,,63.0,9.0,20.0,11.0,11.0,1.0,1.0,4.0,5.0,12.0,3.0,,103.0,260.0,2.0,7.0,0.36363636363636365,0.37333333333333335,0.6209677419354839,0.5,0.4482758620689655,0.5966666666666667,0.6875,0.5194805194805194,0.6338461538461538,0.7121212121212122,0.5944444444444444,0.04838709677419355,0.10256410256410256,0.034482758620689655,28.801843317972352,0.6346153846153846,,,0.12408759124087591,0.022123893805309734,0.10606060606060606,0.010948905109489052,0.11524163568773234,0.016,0.05405405405405406,0.008264462809917356,,0.004975124378109453,0.0273972602739726,0.14084507042253522,0.1,0.18604651162790697,0.1076923076923077,0.10144927536231885,0.006802721088435374,0.25,0.13,0.6666666666666666,0.7428571428571429,0.5,0.19333333333333333,0.5862068965517241,0.6071428571428571,0.35294117647058826,0.09,0.6296296296296297,0.6296296296296297,0.09375,0.6666666666666666,1.0,0.07792207792207792,0.5,0.7166666666666667,0.5087005016722408,0.5343924999999999,0.48984342105263173,0.0732484076433121,0.14814814814814814,0.11352657004830918,0.2584541062801932,8.252419354838713,0.22982456140350876,11.0,19.0,5.0,6.0,2.0,5.0,57.0,157.0,7.0,18.0,16.0,43.0,68.0,176.0,12.0,24.0,18.0,48.0,135.0,69.0,156.0,57.0,,,3.0,3.0,0.6617647058823529,0.38636363636363635,0.5,0.375,0.38857142857142857,0.5866666666666667,,,,,0.17647058823529413,0.06333333333333334,0.5789473684210527,0.5789473684210527,0.9090909090909091,0.5233333333333333,0.3630573248407643,0.3630573248407643,0.6140350877192983,0.1875,0.8333333333333334,0.8,0.5625,0.3888888888888889,0.7142857142857143,0.06493506493506493,0.4,0.5584415584415584,0.37209302325581395,0.36538461538461536,0.01675977653631285,27.044318181818184,2.0,1.0,2.0,,3.0,2.0,,,,,,True,,
202710,1610612744,Jimmy Butler III,Jimmy Butler III,202710,GSW,7510.0,125,-20.0,245,253,120.0,102,41,498,7.0,13.0,3.0,4.0,3.0,6.0,5.0,13.0,,,12.0,26.0,26.0,62.0,289,3.0,6.0,4.0,13.0,5.0,10.0,14.0,30.0,10.0,14.0,4.0,3.0,10.0,8.0,18.0,5.0,3.0,5.0,4.0,1.0,44.0,5.0,6.0,1.0,6.0,8.0,,14.0,12.0,26,3.0,4.0,4.0,,6.0,2.0,2.0,2.0,,4.0,8.0,1.0,4.0,2.0,2.0,,,22.0,2.0,32.0,3.0,12.0,4.0,1.0,,,,1.0,1.0,,,29.0,117.0,,3.0,0.4166666666666667,0.5,0.46153846153846156,0.5,0.5,0.45,0.6428571428571429,0.4444444444444444,0.5740740740740741,0.65,0.6,0.11538461538461539,0.07692307692307693,0.15384615384615385,21.08843537414966,0.75,,0.09090909090909091,0.12121212121212122,0.1016949152542373,0.10714285714285714,0.07936507936507936,0.11475409836065574,0.09016393442622951,0.16666666666666666,0.10344827586206896,,0.06976744186046512,0.1,0.1111111111111111,0.12195121951219512,0.14285714285714285,0.10869565217391304,0.1,0.16666666666666666,,0.325,0.5384615384615384,0.5833333333333334,0.42857142857142855,0.325,0.38461538461538464,0.45454545454545453,0.4,,,,0.5714285714285714,0.75,0.3333333333333333,0.3333333333333333,0.5,0.675,0.5121947368421053,0.58425,0.52255,0.26,0.34285714285714286,0.20967741935483872,0.4838709677419355,4.707692307692307,0.4897959183673469,2.0,6.0,,,,3.0,2.0,8.0,1.0,1.0,2.0,5.0,4.0,14.0,1.0,1.0,2.0,8.0,9.0,3.0,8.0,2.0,,,,1.0,0.75,0.2857142857142857,1.0,0.25,0.2857142857142857,0.35,,,,,,0.15,0.3333333333333333,0.3333333333333333,1.0,0.2,0.25,0.25,0.5,,,,0.14285714285714285,1.0,1.0,0.16666666666666666,,0.2777777777777778,0.4,0.25,0.06666666666666667,25.935714285714287,,,,,,,,,,,,True,,
