EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyOffPossExcludingTakeFouls,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Arc3Assists,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,Steals,LostBallSteals,DeadBallTurnovers,ShootingFouls,Fouls,Offensive Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,FoulsDrawn,PtsUnassisted3s,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BadPassSteals,LostBallTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,BlocksRecoveredPct,LongMidRangeFGA,SecondChanceArc3FGA,FtPoints,SecondChanceFG3A,PenaltyFtPoints,OffThreePtRebounds,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,LongMidRangeFrequency,SecondChanceArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,on,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,Corner3Assists,LongMidRangeAssists,SelfOReb,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,BlockedShortMidRange,SecondChanceFg3Pct,AtRimPctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3FGM,Fg3aBlocked,FTOffRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Loose Ball Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Charge Fouls Drawn,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked,HeaveAttempts,Transition Take Fouls Drawn,Transition Take Fouls
1626153,1610612752,Delon Wright,Delon Wright,1626153,NYK,634.0,11,-16,24,24,5.0,18,1.0,48,35,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,0.3333333333333333,0.2,0.3333333333333333,0.20833333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626166,1610612752,Cameron Payne,Cameron Payne,1626166,NYK,220.0,4,8,9,6,8.0,6,,15,9,1.0,1.0,,2.0,,,,,,,8.0,22.22222222222222,,,,,0.8888888888888888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.25,1.25,1.25,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.52165,0.52165,1.0,3.4,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641817,1610612752,Anton Watson,Anton Watson,1641817,NYK,1330.0,22,-9,51,50,24.0,41,4.0,101,62,1.0,2.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,2.0,24.0,18.18181818181818,0.5,0.08333333333333333,0.11764705882352941,,0.47058823529411764,2.0,3.0,2.0,3.0,,1.0,,1.0,3.0,7.0,,1.0,6.0,2.0,3.0,,1.0,4.0,4.0,,1.0,,,4.0,0.6666666666666666,1.0,,,,,0.42857142857142855,0.6666666666666666,0.375,0.5,0.375,0.5,0.125,0.375,0.6666666666666666,0.6666666666666666,0.5,0.125,,,,0.75,0.6666666666666666,0.25,,0.5,,0.5249375,0.63405,0.6666666666666666,4.471428571428571,25.8,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.25,0.1,0.2,0.05555555555555555,0.125,0.125,0.25,0.5,0.25,0.3333333333333333,1.0,1.0,1.0,0.6992,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642278,1610612752,Tyler Kolek,Tyler Kolek,1642278,NYK,1242.0,21,-12,47,47,20.0,38,4.0,94,58,3.0,5.0,2.0,12.0,,,,,,,20.0,11.76470588235294,,,,,0.425531914893617,2.0,2.0,,,,2.0,,1.0,3.0,4.0,,2.0,6.0,1.0,2.0,,1.0,2.0,4.0,,2.0,,1.0,2.0,0.6666666666666666,0.6666666666666666,,,,,0.75,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,,,,,,0.3333333333333333,,0.6666666666666666,,0.50897,0.45868333333333333,0.3333333333333333,3.325,26.299999999999997,,,1.0,2.0,,,,2.0,,,2.0,2.0,,,,,,,2.0,2.0,,,,,,,,,,,,,0.3333333333333333,0.5,0.5,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200782,1610612752,P.J. Tucker,P.J. Tucker,200782,NYK,107.0,2,2,4,3,4.0,3,,7,5,,,,,,,,,,,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629013,1610612752,Landry Shamet,Landry Shamet,1629013,NYK,1034.0,17,-2,39,40,20.0,35,4.0,79,42,,,,,1.0,2.0,2.0,,,,20.0,9.30232558139535,,0.08333333333333333,0.11764705882352941,,0.5128205128205128,,,,,4.0,4.0,1.0,1.0,,,4.0,4.0,12.0,,,1.0,1.0,3.0,,9.0,4.0,4.0,,3.0,,,0.75,1.0,1.0,1.0,,,1.5,1.5,1.5,1.5,1.0,,,,,1.0,1.0,1.0,0.75,,,1.0,1.0,1.0,1.0,0.5345,0.53655,0.25,,25.875,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,0.2,,,,,,,,,,,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630173,1610612752,Precious Achiuwa,Precious Achiuwa,1630173,NYK,512.0,9,-3,20,20,13.0,12,3.0,40,24,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,,1.0,13.0,17.391304347826086,1.0,,0.16666666666666666,,0.65,1.0,1.0,1.0,1.0,,1.0,,,1.0,2.0,,1.0,2.0,1.0,2.0,,,2.0,2.0,,1.0,,,2.0,1.0,1.0,,,,,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,0.5,1.0,,,0.6666666666666666,,0.5781333333333333,0.626,1.0,2.65,25.7,,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630699,1610612752,MarJon Beauchamp,MarJon Beauchamp,1630699,NYK,807.0,13,-1,31,32,20.0,29,4.0,63,31,,1.0,,3.0,3.0,4.0,6.0,1.0,1.0,1.0,20.0,40.0,1.0,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.6451612903225806,4.0,4.0,4.0,4.0,1.0,5.0,,3.0,4.0,6.0,1.0,5.0,15.0,4.0,5.0,,3.0,12.0,4.0,,5.0,1.0,,12.0,0.5,0.6666666666666666,,0.2,,0.2,0.6666666666666666,0.8,0.5,0.5,0.5769230769230769,0.6,0.45454545454545453,0.36363636363636365,1.0,1.0,0.5,0.45454545454545453,0.2,0.2,,0.5,1.0,0.375,,0.8181818181818182,0.2,0.5905363636363636,0.63435625,0.8,5.6000000000000005,25.74,1.0,1.0,,1.0,1.0,1.0,2.0,4.0,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,,,,2.0,,1.0,0.5,0.5,,,0.125,0.2,0.13333333333333333,,0.3333333333333333,0.25,0.09090909090909091,,,,0.5,1.0,0.5968249999999999,0.13333333333333333,2.0,3.0,,,1.0,,,,,,,1.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,0.14285714285714285,0.09090909090909091,0.5,0.08333333333333333,0.14285714285714285,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641755,1610612752,Kevin McCullar Jr.,Kevin McCullar Jr.,1641755,NYK,277.0,5,-6,12,10,4.0,6,,22,19,1.0,1.0,1.0,2.0,,,,,,,4.0,25.0,,,,,0.3333333333333333,,,,,,,,,1.0,3.0,,,2.0,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,,,,,0.3571,0.3571,,8.466666666666667,,,,1.0,3.0,,,,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642359,1610612752,Pacôme Dadiet,Pacôme Dadiet,1642359,NYK,267.0,4,-6,10,9,,9,,19,15,,,,,,,,1.0,,1.0,,20.0,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,0.49035,,,,25.9,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626157,1610612752,Karl-Anthony Towns,Karl-Anthony Towns,1626157,NYK,46.0,1,2,2,3,2.0,2,,5,1,,,,,1.0,1.0,1.0,,,,2.0,100.0,,0.5,0.5,,1.0,,,,,,,,,,,,,3.0,,,,,3.0,,,,,,3.0,,,,,,,,,,,0.75,0.75,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,2.0,,,,,,,,,,,,,3.0,,3.0,,4.0,2.0,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630540,1610612752,Miles McBride,Miles McBride,1630540,NYK,174.0,3,-2,6,6,,6,,12,9,,,,,,,,,,,,16.666666666666668,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4363,,,7.5,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626153,1610612752,Delon Wright,Delon Wright,1626153,NYK,13159.0,219,9,432,431,139.0,79,59.0,863,492,14.0,28.0,7.0,70.0,,7.0,19.0,4.0,2.0,7.0,139.0,12.024048096192384,0.5714285714285714,,0.03932584269662921,,0.32175925925925924,12.0,19.0,5.0,6.0,5.0,16.0,1.0,5.0,15.0,25.0,8.0,24.0,60.0,6.0,8.0,1.0,6.0,17.0,16.0,24.0,16.0,5.0,3.0,17.0,0.5333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.6,0.75,0.5510204081632653,0.5357142857142857,0.5660377358490566,0.5666666666666667,0.4897959183673469,0.3877551020408163,0.631578947368421,0.6666666666666666,0.5833333333333334,0.32653061224489793,0.3125,0.3125,1.0,0.42857142857142855,0.8333333333333334,0.35714285714285715,0.2,0.8775510204081632,0.3125,0.5912979591836734,0.5919857142857143,0.2833333333333333,3.392,24.854166666666668,4.0,7.0,2.0,5.0,4.0,8.0,15.0,14.0,6.0,1.0,14.0,10.0,7.0,7.0,12.0,12.0,3.0,3.0,7.0,8.0,,0.5,0.5,0.5,0.04,,0.06086956521739131,0.0707070707070707,0.061224489795918366,0.06666666666666667,,0.05555555555555555,0.10204081632653061,0.4,0.4,0.5,0.5,0.5714285714285714,0.6135649999999999,0.25,11.0,,,0.1111111111111111,9.0,2.0,3.0,2.0,3.0,2.0,0.6666666666666666,1.0,4.0,6.0,6.0,2.0,5.0,9.0,5.0,,,,0.06172839506172839,0.04878048780487805,0.07272727272727272,0.02040816326530612,0.2857142857142857,0.09433962264150944,0.1724137931034483,False,1.0,3.0,8.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.05263157894736842,0.07142857142857142,0.038461538461538464,0.041666666666666664,1.0,1.0,0.16326530612244897,0.375,0.375,1.0,0.14285714285714285,0.5,1.0,0.25,1.0,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626157,1610612752,Karl-Anthony Towns,Karl-Anthony Towns,1626157,NYK,150964.0,2516,376,5105,5065,1017.0,730,582.0,10170,5849,171.0,220.0,124.0,489.0,347.0,707.0,919.0,86.0,54.0,192.0,1014.0,27.190855559404223,0.4479166666666667,0.28940783986655544,0.28181041844577287,0.3145454545454546,0.19921645445641528,342.0,511.0,69.0,110.0,135.0,316.0,22.0,56.0,497.0,877.0,142.0,338.0,1756.0,87.0,173.0,23.0,59.0,333.0,582.0,414.0,316.0,135.0,39.0,333.0,0.5855130784708249,0.6995192307692307,0.971830985915493,0.42011834319526625,0.3898305084745763,0.42011834319526625,0.5667046750285063,0.5028901734104047,0.5843621399176955,0.5237068965517241,0.6334300217548948,0.6102941176470589,0.2781893004115226,0.4205761316872428,0.6692759295499021,0.7434782608695653,0.5964912280701754,0.26008230452674896,0.4272151898734177,0.4299363057324841,0.9703703703703703,0.47413793103448276,0.6272727272727273,0.2413793103448276,0.39285714285714285,0.6987654320987654,0.4272151898734177,0.5549132107023409,0.5544402222222223,0.1896355353075171,4.731927023945268,26.45473372781065,97.0,139.0,134.0,302.0,112.0,180.0,308.0,412.0,162.0,81.0,49.0,27.0,141.0,313.0,212.0,71.0,20.0,106.0,131.0,249.0,37.0,0.6222222222222222,0.6151960784313726,0.6652173913043479,0.09236031927023945,0.09602649006622517,0.11463414634146342,0.27384076990376205,0.09234828496042216,0.1227106227106227,0.24480369515011546,0.26887871853546913,0.248559670781893,0.44370860927152317,0.4908424908424908,0.5223880597014925,0.6813725490196079,0.697841726618705,0.5897074324324324,0.17539863325740318,343.0,12.0,0.3148148148148148,0.2899628252788104,51.0,32.0,50.0,34.0,50.0,31.0,0.62,64.0,20.0,336.0,24.0,90.0,69.0,405.0,216.0,11.0,15.0,11.0,0.06609195402298851,0.11967545638945233,0.047106325706594884,0.05267489711934156,0.09803921568627451,0.15862573099415206,0.2099125364431487,False,21.0,7.0,22.0,,4.0,3.0,9.0,9.0,57.0,22.0,8.0,36.0,25.0,25.0,39.0,19.0,5.0,64.0,15.0,0.375,0.09980430528375733,0.07853403141361257,0.11295681063122924,0.0743801652892562,0.328125,0.3333333333333333,0.01810699588477366,0.3181818181818182,0.3181818181818182,1.0,0.0196078431372549,,,0.45,1.0,0.01293103448275862,1.0,2.0,2.0,47.0,10.0,5.0,12.0,10.0,22.0,13.0,1.0,1.0,2.0,1.0,3.0,1.0,0.005917159763313609,0.015625,0.006329113924050633,0.4351851851851852,0.019417475728155338,0.8095238095238095,0.15463917525773196,0.3333333333333333,0.0029498525073746312,,,,,,,,,,
1626166,1610612752,Cameron Payne,Cameron Payne,1626166,NYK,65177.0,1086,196,2195,2208,433.0,406,267.0,4403,2439,129.0,202.0,84.0,477.0,39.0,90.0,104.0,33.0,22.0,52.0,432.0,20.686900958466456,0.6346153846153846,0.07169117647058823,0.08445297504798464,0.055793991416309016,0.19726651480637813,35.0,75.0,6.0,15.0,83.0,227.0,18.0,40.0,85.0,189.0,92.0,255.0,495.0,14.0,33.0,20.0,46.0,109.0,50.0,177.0,227.0,83.0,33.0,109.0,0.29411764705882354,0.29411764705882354,0.6413043478260869,0.3607843137254902,0.43478260869565216,0.3607843137254902,0.4497354497354497,0.42424242424242425,0.5022522522522522,0.5569620253164557,0.528969957081545,0.6123595505617978,0.5743243243243243,0.16891891891891891,0.4666666666666667,0.49295774647887325,0.22857142857142856,0.5112612612612613,0.3656387665198238,0.3688888888888889,0.6144578313253012,0.189873417721519,0.4,0.5063291139240507,0.45,0.7432432432432432,0.3656387665198238,0.5284013605442177,0.5241443037974683,0.2202020202020202,6.604761904761904,26.038823529411758,1.0,7.0,44.0,96.0,5.0,15.0,31.0,120.0,,9.0,73.0,42.0,9.0,49.0,14.0,39.0,21.0,19.0,52.0,111.0,4.0,0.3333333333333333,0.3888888888888889,0.40540540540540543,0.047619047619047616,0.041666666666666664,0.017013232514177693,0.09839357429718876,0.013461538461538462,0.022727272727272728,0.08962264150943396,0.10079575596816977,0.21621621621621623,0.4583333333333333,0.4782608695652174,0.3409090909090909,0.19444444444444445,0.14285714285714285,0.52685,0.06262626262626263,61.0,99.0,0.0707070707070707,0.09090909090909091,18.0,11.0,14.0,6.0,16.0,7.0,0.4375,18.0,17.0,49.0,21.0,21.0,5.0,54.0,18.0,6.0,5.0,6.0,0.009784735812133072,0.012605042016806723,0.0078125,0.04054054054054054,0.4722222222222222,0.04565217391304348,0.08866995073891626,False,6.0,9.0,28.0,2.0,4.0,6.0,4.0,6.0,3.0,31.0,12.0,6.0,5.0,3.0,12.0,4.0,6.0,4.0,7.0,0.2857142857142857,0.05333333333333334,0.014084507042253521,0.015748031496062992,0.023715415019762844,0.3333333333333333,0.35294117647058826,0.06306306306306306,0.32142857142857145,0.3333333333333333,0.8888888888888888,0.1111111111111111,0.5,1.0,0.23529411764705882,1.0,0.0759493670886076,2.0,3.0,,2.0,3.0,5.0,,,5.0,3.0,3.0,1.0,,,,,0.011764705882352941,0.05555555555555555,0.00881057268722467,0.043478260869565216,,0.3333333333333333,1.0,0.3333333333333333,0.011673151750972763,1.0,12.0,1.0,2.0,1.0,1.0,0.03571428571428571,,,
