EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Transition Take Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg2Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,FTOffRebounds,Offensive Fouls Drawn,Corner3PctBlocked,OffFTReboundPct,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,3SecondViolations,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Charge Fouls Drawn,Technical Free Throw Trips,Charge Fouls,BlockedCorner3,BlockedLongMidRange,HeaveMakes,on
1626153,1610612749,Delon Wright,Delon Wright,1626153,MIL,2686.0,45,-2.0,89,87,27,38.0,8.0,176,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,12,97,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,9.0,5.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,27,1.0,1.0,1.0,1.0,0.6,1.0,0.6,0.5,1.0,0.7857142857142857,1.0,1.5,0.75,1.0,1.0,0.7142857142857143,9.278350515463918,1.0,0.037037037037037035,0.10526315789473684,0.06521739130434782,0.08333333333333333,0.0625,0.3333333333333333,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,0.7142857142857143,0.6,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.6,0.5067642857142857,0.45975,0.16666666666666666,0.3333333333333333,5.7,26.48,0.30337078651685395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1626171,1610612749,Bobby Portis,Bobby Portis,1626171,MIL,38722.0,645,15.0,1329,1327,301,248.0,133.0,2656,50.0,77.0,18.0,32.0,76.0,21.0,66.0,3.0,17.0,105.0,215.0,31.0,90.0,30.0,333,1544,23.0,42.0,62.0,5.0,23.0,10.0,65.0,116.0,90.0,66.0,21.0,24.0,47.0,15.0,118.0,81.0,90.0,185.0,239.0,19.0,10.0,35.0,29.0,50.0,39.0,37.0,4.0,65.0,297,4.0,0.5523809523809524,0.651685393258427,0.967741935483871,0.34444444444444444,0.21739130434782608,0.34444444444444444,0.4883720930232558,0.5476190476190477,0.4967213114754098,0.5851063829787234,0.4661016949152542,0.5203125,0.6078431372549019,0.5078125,0.29508196721311475,23.986486486486484,0.5428571428571428,0.2795031055900621,0.23684210526315788,0.2575301204819277,0.2807017543859649,0.2209737827715356,0.29333333333333333,0.25245901639344265,0.6493506493506493,0.7142857142857143,0.58,0.24918032786885247,0.21639344262295082,0.3181818181818182,0.3230769230769231,0.9523809523809523,0.6808510638297872,0.5625,0.05555555555555555,0.288135593220339,0.17647058823529413,0.5475409836065573,0.3181818181818182,0.5215960655737705,0.5241161016949152,0.18618618618618618,0.19519519519519518,8.730697674418606,25.511111111111106,0.22648607975921745,11.0,13.0,31.0,24.0,62.0,10.0,24.0,1.0,1.0,2.0,6.0,2.0,4.0,3.0,5.0,7.0,20.0,36.0,94.0,3.0,32.0,16.0,1.0,23.0,9.0,18.0,2.0,3.0,25.0,29.0,14.0,54.0,5.0,21.0,13.0,8.0,4.0,9.0,16.0,1.0,2.0,5.0,2.0,11.0,4.0,3.0,1.0,9.0,7.0,18.0,14.0,1.0,1.0,7.0,7.0,15.0,10.0,1.0,1.0,1.0,3.0,0.6,0.5555555555555556,0.011111111111111112,0.07441860465116279,0.09090909090909091,0.10526315789473684,0.016129032258064516,0.015151515151515152,0.4117647058823529,0.09477124183006536,0.07668711656441718,0.08544303797468354,0.13131313131313133,0.09734513274336283,0.05319148936170213,0.05622489959839357,0.14285714285714285,0.2733812949640288,0.2898550724637681,0.03333333333333333,0.6666666666666666,0.40789473684210525,0.45588235294117646,0.4838709677419355,0.20327868852459016,0.3870967741935484,0.39344262295081966,0.5833333333333334,0.07868852459016394,0.4166666666666667,0.4166666666666667,1.0,0.02127659574468085,1.0,1.0,0.0851063829787234,0.5,1.0,0.22033898305084745,0.8461538461538461,0.1016949152542373,0.3333333333333333,0.5741859375,0.056962025316455694,0.07964601769911504,,,,,,,,,,,,,,,,True
1626192,1610612749,Pat Connaughton,Pat Connaughton,1626192,MIL,11549.0,192,-16.0,388,384,104,116.0,49.0,772,13.0,16.0,3.0,3.0,7.0,5.0,17.0,,2.0,16.0,23.0,7.0,27.0,4.0,57,468,3.0,3.0,9.0,1.0,4.0,,11.0,28.0,21.0,17.0,5.0,10.0,20.0,6.0,50.0,10.0,13.0,26.0,35.0,5.0,2.0,6.0,12.0,18.0,3.0,4.0,,11.0,104,,0.875,1.0,1.0,0.25925925925925924,0.25,0.25925925925925924,0.6956521739130435,1.0,0.53,0.5625,0.55,0.5480769230769231,0.5625,0.55,0.54,13.09255079006772,0.8333333333333334,0.1326530612244898,0.10638297872340426,0.11979166666666667,0.1,0.10810810810810811,0.1,0.32,0.8125,0.8125,0.8461538461538461,0.14,0.34,0.29411764705882354,0.29411764705882354,1.0,0.375,1.0,0.3333333333333333,0.2,,0.86,0.29411764705882354,0.5766840000000001,0.5864999999999999,0.15789473684210525,0.19298245614035087,3.217391304347826,25.08518518518518,0.26804123711340205,4.0,4.0,3.0,,,2.0,10.0,,,1.0,2.0,1.0,5.0,1.0,5.0,,4.0,6.0,4.0,,4.0,1.0,1.0,10.0,4.0,6.0,4.0,,4.0,4.0,3.0,9.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,,,,1.0,3.0,,,,,,2.0,3.0,4.0,4.0,2.0,1.0,7.0,5.0,,,,2.0,0.2,0.6666666666666666,0.037037037037037035,0.043478260869565216,,0.14285714285714285,,,0.21428571428571427,0.04040404040404041,0.043478260869565216,0.041884816753926704,0.058823529411764705,0.022727272727272728,0.047619047619047616,0.03225806451612903,0.06666666666666667,0.1590909090909091,0.14285714285714285,0.08333333333333333,0.7142857142857143,0.42857142857142855,0.5,1.0,,,,,0.2,0.2,0.2222222222222222,1.0,,,,0.625,0.2,1.0,0.4,1.0,0.2,0.5,0.5505142857142857,0.038461538461538464,0.08,1.0,1.0,0.1,0.08333333333333333,,,,,,,,,,,,True
1629018,1610612749,Gary Trent Jr.,Gary Trent Jr.,1629018,MIL,47457.0,791,-36.0,1644,1622,369,329.0,139.0,3266,14.0,23.0,1.0,2.0,33.0,50.0,124.0,8.0,24.0,36.0,75.0,70.0,170.0,18.0,300,1974,2.0,5.0,17.0,13.0,36.0,7.0,56.0,34.0,186.0,124.0,50.0,16.0,34.0,6.0,84.0,43.0,15.0,60.0,68.0,11.0,6.0,21.0,20.0,66.0,23.0,23.0,2.0,54.0,363,1.0,0.4722222222222222,0.4857142857142857,0.8857142857142857,0.4117647058823529,0.3611111111111111,0.4117647058823529,0.48,0.4,0.5755102040816327,0.4444444444444444,0.5444444444444444,0.5905511811023622,0.4722222222222222,0.5714285714285714,0.6938775510204082,15.269294836202109,0.5238095238095238,0.03787878787878788,0.1021377672209026,0.07099143206854346,0.03875968992248062,0.09705882352941177,0.12345679012345678,0.09387755102040816,0.6086956521739131,0.6363636363636364,0.5714285714285714,0.1346938775510204,0.5061224489795918,0.4032258064516129,0.4032258064516129,0.88,0.1111111111111111,0.5,1.0,0.5333333333333333,0.3333333333333333,0.7877551020408163,0.4032258064516129,0.5390744897959185,0.5379233333333333,0.056666666666666664,0.18666666666666668,8.954666666666665,25.52529411764706,0.22445255474452555,2.0,2.0,17.0,5.0,19.0,20.0,46.0,2.0,6.0,5.0,12.0,2.0,7.0,4.0,13.0,1.0,5.0,9.0,38.0,24.0,2.0,2.0,1.0,18.0,10.0,12.0,1.0,5.0,5.0,3.0,2.0,8.0,2.0,24.0,12.0,12.0,,5.0,10.0,3.0,1.0,1.0,2.0,5.0,2.0,4.0,,1.0,4.0,11.0,2.0,,,1.0,1.0,2.0,1.0,,,,4.0,0.3076923076923077,0.5555555555555556,0.0058823529411764705,0.02666666666666667,0.043478260869565216,0.030303030303030304,,,0.05714285714285714,0.008823529411764706,0.012987012987012988,0.011034482758620689,0.01694915254237288,,0.010869565217391304,0.006514657980456026,0.038461538461538464,0.037037037037037035,0.038461538461538464,0.014705882352941176,0.5,0.5151515151515151,0.53125,0.4117647058823529,0.07755102040816327,0.2631578947368421,0.2631578947368421,0.4,0.18775510204081633,0.43478260869565216,0.4444444444444444,0.9,0.3333333333333333,0.3333333333333333,0.5,0.3888888888888889,0.2857142857142857,1.0,0.044444444444444446,1.0,0.26666666666666666,0.4166666666666667,0.5467208333333333,0.047619047619047616,0.13414634146341464,,4.0,0.021739130434782608,,1.0,1.0,1.0,0.0058823529411764705,,,,,,,,True
203081,1610612749,Damian Lillard,Damian Lillard,203081,MIL,110797.0,1847,97.0,3831,3809,763,700.0,352.0,7640,109.0,179.0,5.0,11.0,106.0,163.0,429.0,30.0,91.0,223.0,417.0,178.0,468.0,322.0,1302,4430,9.0,20.0,74.0,33.0,100.0,93.0,270.0,70.0,300.0,425.0,163.0,143.0,367.0,104.0,877.0,121.0,84.0,209.0,236.0,110.0,30.0,148.0,47.0,85.0,262.0,349.0,29.0,264.0,751,25.0,0.15695067264573992,0.1590909090909091,0.5617977528089888,0.3803418803418803,0.33,0.38362068965517243,0.5347721822541966,0.45,0.5536723163841808,0.5789473684210527,0.5396341463414634,0.6259727626459144,0.6065573770491803,0.6339712918660287,0.5288135593220339,27.784346181130292,0.7432432432432432,0.08945686900958466,0.12696747114375656,0.1083509513742072,0.07301587301587302,0.13297150610583447,0.10648148148148148,0.20225988700564973,0.6089385474860335,0.6770186335403726,0.11926605504587157,0.11977401129943503,0.4847457627118644,0.37995337995337997,0.38534278959810875,0.5460122699386503,0.19298245614035087,0.45454545454545453,0.4,0.5548780487804879,0.32967032967032966,0.7310734463276836,0.3835294117647059,0.5388604903078679,0.5208600628930816,0.05683563748079877,0.2073732718894009,8.53956834532374,27.200854700854695,0.1991647089532759,25.0,37.0,47.0,67.0,132.0,15.0,39.0,2.0,5.0,3.0,9.0,14.0,32.0,16.0,37.0,8.0,39.0,64.0,376.0,234.0,6.0,31.0,7.0,224.0,39.0,153.0,51.0,20.0,12.0,14.0,4.0,27.0,9.0,63.0,34.0,29.0,26.0,80.0,38.0,5.0,2.0,3.0,6.0,35.0,5.0,1.0,,2.0,17.0,103.0,8.0,1.0,1.0,3.0,5.0,9.0,7.0,,,,8.0,0.43243243243243246,0.609375,0.014957264957264958,0.07434052757793765,0.1005586592178771,0.12264150943396226,,0.013986013986013986,0.047619047619047616,0.01701093560145808,0.013636363636363636,0.015267175572519083,0.020202020202020204,0.019543973941368076,0.0091324200913242,0.010279001468428781,0.02512562814070352,0.10022779043280182,0.0918918918918919,0.020930232558139535,0.7777777777777778,0.44339622641509435,0.5053763440860215,0.23404255319148937,0.14915254237288136,0.5075757575757576,0.5075757575757576,0.16417910447761194,0.04406779661016949,0.38461538461538464,0.39473684210526316,0.7333333333333333,0.08771929824561403,0.4,0.5,0.5614035087719298,0.4375,0.7857142857142857,0.22560975609756098,0.6756756756756757,0.054878048780487805,0.3333333333333333,0.5193102941176472,0.13613613613613615,0.2047713717693837,1.0,5.0,0.02564102564102564,0.00980392156862745,5.0,33.0,,0.06653225806451613,4.0,2.0,15.0,,,,,True
201572,1610612749,Brook Lopez,Brook Lopez,201572,MIL,91001.0,1517,90.0,3137,3119,495,452.0,268.0,6256,88.0,117.0,25.0,36.0,84.0,64.0,211.0,13.0,30.0,130.0,218.0,78.0,235.0,59.0,553,3618,28.0,44.0,85.0,14.0,32.0,16.0,106.0,186.0,234.0,211.0,64.0,40.0,89.0,34.0,218.0,69.0,98.0,171.0,235.0,22.0,11.0,47.0,56.0,104.0,80.0,70.0,3.0,106.0,489,3.0,0.7153846153846154,0.8378378378378378,1.0,0.33191489361702126,0.4375,0.33191489361702126,0.5963302752293578,0.6363636363636364,0.5452538631346578,0.6574074074074074,0.6521739130434783,0.5748440748440748,0.7203389830508474,0.6794871794871795,0.5187637969094923,15.322112594312246,0.46808510638297873,0.12645161290322582,0.08972691807542263,0.10816062176165803,0.13229571984435798,0.10135135135135136,0.05084745762711865,0.2582781456953642,0.7521367521367521,0.7927927927927928,0.6818181818181818,0.18543046357615894,0.46578366445916114,0.3033175355450237,0.3033175355450237,1.0,0.6666666666666666,0.6944444444444444,0.08,0.43478260869565216,0.43333333333333335,0.7770419426048565,0.3033175355450237,0.5527570640176598,0.5550384057971014,0.15370705244122965,0.19168173598553345,5.6041284403669716,26.688510638297874,0.15779407076824992,21.0,25.0,36.0,6.0,17.0,14.0,24.0,1.0,1.0,1.0,2.0,4.0,9.0,5.0,10.0,14.0,24.0,37.0,74.0,,38.0,11.0,,49.0,6.0,30.0,9.0,10.0,19.0,38.0,4.0,64.0,9.0,29.0,18.0,11.0,3.0,11.0,25.0,,1.0,1.0,,10.0,11.0,17.0,,5.0,14.0,39.0,92.0,2.0,1.0,49.0,42.0,94.0,61.0,1.0,,5.0,5.0,0.5,0.6486486486486487,,0.05045871559633028,0.05128205128205128,0.05952380952380952,,,0.06779661016949153,0.056296296296296296,0.026462395543175487,0.040918880114860015,0.06224066390041494,0.07421875,0.02247191011235955,0.017543859649122806,0.060810810810810814,0.12771739130434784,0.11333333333333333,0.03879310344827586,0.648936170212766,0.42857142857142855,0.45569620253164556,0.7777777777777778,0.037527593818984545,0.35294117647058826,0.35294117647058826,0.8333333333333334,0.052980132450331126,0.5833333333333334,0.5833333333333334,1.0,0.018518518518518517,1.0,1.0,0.16666666666666666,0.4444444444444444,1.0,0.36231884057971014,0.84,0.028985507246376812,0.5,0.5621281250000001,0.08158995815899582,0.16049382716049382,7.0,3.0,,0.09859154929577464,,,2.0,,,,,1.0,1.0,1.0,,True
203507,1610612749,Giannis Antetokounmpo,Giannis Antetokounmpo,203507,MIL,69227.0,1154,168.0,2400,2389,474,468.0,231.0,4789,295.0,406.0,42.0,57.0,135.0,5.0,26.0,,3.0,406.0,665.0,5.0,28.0,218.0,1045,2700,46.0,74.0,123.0,,3.0,71.0,209.0,386.0,6.0,26.0,5.0,120.0,192.0,81.0,504.0,169.0,156.0,348.0,432.0,53.0,24.0,106.0,38.0,88.0,262.0,366.0,25.0,200.0,462,17.0,0.4753694581280788,0.516042780748663,0.4,0.17857142857142858,,0.17857142857142858,0.6105263157894737,0.6216216216216216,0.5966810966810967,0.6168831168831169,0.6330275229357798,0.6147058823529412,0.6275510204081632,0.6371951219512195,0.04040404040404041,36.06186344775556,0.5,0.26621160409556316,0.2816666666666667,0.2740303541315346,0.19444444444444445,0.28199566160520606,0.2805755395683453,0.5858585858585859,0.7266009852216748,0.7866666666666666,0.535593220338983,0.19480519480519481,0.03751803751803752,0.19230769230769232,0.19230769230769232,0.4,0.7402597402597403,0.7368421052631579,0.11904761904761904,0.027522935779816515,,0.6262626262626263,0.19230769230769232,0.5962610549132947,0.5815625000000001,0.11770334928229666,0.2,5.8930827067669185,26.392857142857142,0.1975,45.0,62.0,52.0,59.0,124.0,,2.0,,,,,1.0,3.0,1.0,3.0,28.0,69.0,106.0,426.0,9.0,64.0,49.0,,72.0,39.0,51.0,12.0,9.0,25.0,58.0,23.0,84.0,18.0,24.0,15.0,9.0,7.0,29.0,53.0,5.0,2.0,15.0,3.0,21.0,6.0,12.0,1.0,7.0,49.0,180.0,37.0,,,23.0,14.0,37.0,25.0,3.0,,1.0,10.0,0.3333333333333333,0.6509433962264151,,0.07368421052631578,0.07635467980295567,0.13333333333333333,,,0.46938775510204084,0.1124031007751938,0.04892367906066536,0.08081791626095423,0.135,0.1366120218579235,0.045112781954887216,0.05263157894736842,0.03571428571428571,0.2787456445993031,0.3445378151260504,0.07792207792207792,0.6756756756756757,0.3851851851851852,0.4444444444444444,0.28846153846153844,0.17893217893217894,0.47580645161290325,0.47580645161290325,0.3389830508474576,0.002886002886002886,,,,,,,0.03896103896103896,0.3333333333333333,,0.5688073394495413,0.7258064516129032,,,0.5726703389830508,0.2193939393939394,0.22613065326633167,1.0,2.0,,0.01098901098901099,,1.0,1.0,0.034482758620689655,,,,5.0,,,,True
1627752,1610612749,Taurean Prince,Taurean Prince,1627752,MIL,69347.0,1156,37.0,2404,2397,448,377.0,209.0,4801,25.0,44.0,3.0,5.0,23.0,40.0,88.0,6.0,11.0,36.0,73.0,87.0,185.0,19.0,352,2797,4.0,7.0,22.0,12.0,26.0,10.0,58.0,54.0,255.0,88.0,40.0,23.0,82.0,11.0,187.0,69.0,68.0,140.0,161.0,23.0,6.0,37.0,44.0,91.0,31.0,20.0,4.0,56.0,441,3.0,0.75,0.7941176470588235,0.9770114942528736,0.4702702702702703,0.46153846153846156,0.4702702702702703,0.4931506849315068,0.5714285714285714,0.6453488372093024,0.5882352941176471,0.6153846153846154,0.6591760299625468,0.6111111111111112,0.6590909090909091,0.7170542635658915,11.502080968596292,0.6216216216216216,0.11314475873544093,0.11461794019933555,0.11388196176226101,0.11594202898550725,0.11158798283261803,0.125,0.17054263565891473,0.5681818181818182,0.6944444444444444,0.76,0.08914728682170543,0.34108527131782945,0.45454545454545453,0.45454545454545453,0.975,0.29411764705882354,0.6,0.3333333333333333,0.28205128205128205,0.5454545454545454,0.8875968992248062,0.45454545454545453,0.5743203488372092,0.5384512820512821,0.0625,0.16477272727272727,5.060273972602739,24.580000000000002,0.18635607321131448,1.0,7.0,8.0,3.0,6.0,47.0,97.0,2.0,5.0,6.0,15.0,2.0,5.0,4.0,10.0,2.0,6.0,13.0,18.0,6.0,4.0,10.0,1.0,59.0,12.0,35.0,14.0,10.0,11.0,7.0,3.0,21.0,6.0,31.0,22.0,9.0,6.0,17.0,14.0,1.0,,4.0,4.0,8.0,6.0,2.0,,1.0,1.0,6.0,7.0,,,5.0,1.0,7.0,4.0,1.0,,,7.0,0.4,0.46153846153846156,0.005405405405405406,0.136986301369863,0.18181818181818182,0.08695652173913043,,,0.07692307692307693,0.014,0.019855595667870037,0.017077798861480076,0.01639344262295082,0.02040816326530612,,0.01639344262295082,0.031496062992125984,0.11538461538461539,0.10185185185185185,0.04838709677419355,0.5714285714285714,0.34782608695652173,0.38095238095238093,0.75,0.023255813953488372,0.5,0.5,0.6666666666666666,0.375968992248062,0.4845360824742268,0.4895833333333333,0.9787234042553191,0.29411764705882354,0.4,1.0,0.29411764705882354,0.4,0.5,0.1794871794871795,0.14285714285714285,0.38461538461538464,0.4,0.5999033333333333,0.026615969581749048,0.07692307692307693,3.0,9.0,0.010309278350515464,0.046153846153846156,1.0,1.0,,0.005405405405405406,,3.0,,,,1.0,,True
1631260,1610612749,AJ Green,AJ Green,1631260,MIL,37678.0,628,130.0,1296,1276,293,253.0,114.0,2572,4.0,6.0,,,1.0,30.0,76.0,6.0,15.0,7.0,19.0,60.0,137.0,11.0,205,1415,,2.0,31.0,13.0,30.0,6.0,47.0,12.0,168.0,74.0,29.0,24.0,28.0,21.0,80.0,24.0,30.0,65.0,72.0,3.0,,9.0,40.0,72.0,18.0,13.0,2.0,47.0,292,2.0,0.8571428571428571,0.8571428571428571,0.9333333333333333,0.43795620437956206,0.43333333333333335,0.4338235294117647,0.3684210526315789,,0.6217948717948718,0.7894736842105263,0.6029411764705882,0.6366459627329193,0.775,0.6351351351351351,0.8782051282051282,11.980267794221284,0.3333333333333333,0.08771929824561403,0.07667731629392971,0.08244274809160305,0.07207207207207207,0.08196721311475409,0.057971014492753624,0.038461538461538464,0.6666666666666666,0.6666666666666666,0.75,0.00641025641025641,0.48717948717948717,0.39473684210526316,0.39473684210526316,0.9333333333333333,,,,0.4411764705882353,0.4,0.9166666666666666,0.3918918918918919,0.544347039473684,0.5074562499999998,0.15121951219512195,0.22926829268292684,10.763157894736842,25.6992700729927,0.22608024691358025,,,,3.0,12.0,30.0,61.0,6.0,10.0,7.0,15.0,4.0,7.0,10.0,17.0,1.0,1.0,4.0,2.0,12.0,,,,4.0,3.0,4.0,,,2.0,2.0,11.0,7.0,1.0,15.0,7.0,8.0,1.0,3.0,6.0,,2.0,,,1.0,4.0,3.0,,,1.0,2.0,4.0,,,1.0,3.0,4.0,1.0,,,,7.0,0.5882352941176471,0.25,,,,,,,0.3142857142857143,0.00749063670411985,0.006644518272425249,0.007042253521126761,0.010526315789473684,,0.011904761904761904,0.00909090909090909,,0.08280254777070063,0.12162162162162163,0.011764705882352941,0.25,,,,0.07692307692307693,0.25,0.25,1.0,0.391025641025641,0.4918032786885246,0.4918032786885246,0.9333333333333333,0.5263157894736842,0.6,0.8333333333333334,0.3684210526315789,0.5714285714285714,1.0,,,0.4411764705882353,0.4666666666666667,0.5071266666666667,0.025157232704402517,0.1,3.0,8.0,,0.09090909090909091,,2.0,,0.014388489208633094,1.0,3.0,,,,,1.0,True
1641748,1610612749,Andre Jackson Jr.,Andre Jackson Jr.,1641748,MIL,35897.0,598,-29.0,1227,1231,133,168.0,110.0,2458,29.0,41.0,2.0,6.0,24.0,7.0,19.0,1.0,1.0,38.0,66.0,13.0,39.0,3.0,118,1474,5.0,9.0,16.0,2.0,4.0,,12.0,54.0,39.0,19.0,7.0,28.0,51.0,18.0,130.0,39.0,31.0,73.0,112.0,15.0,,31.0,36.0,70.0,13.0,5.0,,12.0,129,,0.7105263157894737,0.75,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5757575757575758,0.5555555555555556,0.5476190476190477,0.6153846153846154,0.6666666666666666,0.5514018691588785,0.6153846153846154,0.6666666666666666,0.37142857142857144,10.176991150442477,0.4838709677419355,0.10580204778156997,0.13780918727915195,0.12152777777777778,0.1111111111111111,0.12195121951219512,0.1794871794871795,0.3904761904761905,0.7073170731707317,0.7435897435897436,0.7241379310344828,0.22857142857142856,0.18095238095238095,0.3684210526315789,0.3684210526315789,1.0,0.46153846153846156,0.3333333333333333,0.5,0.1111111111111111,1.0,0.7619047619047619,0.3684210526315789,0.5978733333333334,0.5899722222222223,0.13559322033898305,0.1016949152542373,4.251515151515152,24.566666666666666,0.10839445802770986,2.0,2.0,9.0,,1.0,6.0,20.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,,3.0,5.0,22.0,,4.0,4.0,,23.0,10.0,14.0,3.0,6.0,20.0,19.0,3.0,39.0,2.0,22.0,13.0,9.0,3.0,15.0,16.0,3.0,1.0,2.0,4.0,5.0,3.0,6.0,,3.0,1.0,3.0,6.0,1.0,1.0,4.0,2.0,7.0,4.0,,1.0,,4.0,0.5,0.6,,0.06060606060606061,0.04878048780487805,0.08333333333333333,,,0.15,0.07335907335907337,0.06993006993006994,0.07155963302752294,0.10752688172043011,0.07291666666666667,0.02857142857142857,0.06986899563318777,0.07017543859649122,0.10071942446043165,0.10869565217391304,0.04,0.5714285714285714,0.375,0.4090909090909091,0.6666666666666666,0.009523809523809525,,,,0.19047619047619047,0.3,0.3,1.0,0.15384615384615385,0.5,1.0,0.15384615384615385,0.5,1.0,0.2222222222222222,1.0,0.3333333333333333,0.3333333333333333,0.5593071428571428,0.028037383177570093,0.04411764705882353,,4.0,,,,,,,,,,,,,,True
