EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,Fg2aBlocked,Fg3aBlocked,LostBallTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,LongMidRangeAssists,FTOffRebounds,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Transition Take Fouls,Transition Take Fouls Drawn,Technical Free Throw Trips,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,DefensiveGoaltends,Blocked3s,BlockedArc3,BlockedCorner3,on,HeaveMakes
1626204,1610612737,Larry Nance Jr.,Larry Nance Jr.,1626204,ATL,8642.0,144,307,297,31,31,42,604,9.0,11.0,3.0,3.0,5.0,7.0,3.0,7.0,1.0,6.0,12.0,1.0,1.0,1.0,14.0,18.0,9.0,19.0,3.0,58.0,365,4.0,5.0,1.0,1.0,11.0,2.0,24.0,4.0,27.0,4.0,1.0,11.0,6.0,7.0,8.0,15.0,5.0,3.0,4.0,3.0,38.0,4.0,7.0,17.0,11.0,1.0,29.0,11.0,40.0,1.0,9.0,6.0,3.0,4.0,1.0,4.0,3.0,1.0,7.0,3.0,4.0,11.0,1.0,1.0,7.0,2.0,4.0,2.0,3.0,2.0,1.0,3.0,3.0,31,0.8571428571428571,1.0,1.0,0.47368421052631576,1.0,0.5,0.7777777777777778,0.8,0.7432432432432432,0.9166666666666666,0.7435897435897436,0.9166666666666666,0.5135135135135135,12.813370473537605,0.5714285714285714,0.3333333333333333,0.18333333333333332,0.1076923076923077,0.2537313432835821,0.04938271604938271,0.2204724409448819,0.07534246575342465,0.03333333333333333,0.17647058823529413,0.07017543859649122,0.11538461538461539,0.17391304347826086,0.36363636363636365,0.25,0.26666666666666666,0.07692307692307693,1.0,0.2972972972972973,0.8181818181818182,0.8181818181818182,0.7777777777777778,0.1891891891891892,0.7142857142857143,0.7142857142857143,1.0,0.1891891891891892,0.42857142857142855,0.42857142857142855,1.0,0.32432432432432434,0.5,0.5,1.0,0.5,1.0,0.3333333333333333,0.16666666666666666,1.0,1.0,0.5,0.5,0.8108108108108109,0.5454545454545454,0.5630597222222221,0.5977,0.5991,0.05128205128205128,0.1,0.1896551724137931,4.177777777777778,27.410526315789472,0.10097719869706841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1627747,1610612737,Caris LeVert,Caris LeVert,1627747,ATL,10120.0,169,357,352,65,110,47,709,12.0,17.0,,1.0,12.0,15.0,4.0,10.0,2.0,10.0,25.0,,,3.0,26.0,36.0,14.0,35.0,12.0,106.0,427,2.0,3.0,,,6.0,5.0,28.0,24.0,27.0,,,25.0,10.0,12.0,13.0,25.0,10.0,3.0,8.0,4.0,63.0,4.0,1.0,4.0,9.0,1.0,14.0,5.0,19.0,1.0,7.0,4.0,3.0,6.0,,5.0,2.0,,8.0,1.0,9.0,16.0,,,10.0,,16.0,6.0,4.0,2.0,2.0,4.0,2.0,65,0.5384615384615384,0.5384615384615384,0.6428571428571429,0.4,,0.4,0.7222222222222222,0.6666666666666666,0.6619718309859155,0.6666666666666666,0.6794871794871795,0.6,0.49295774647887325,20.52505966587112,0.75,0.14285714285714285,0.0989010989010989,0.010416666666666666,0.057971014492753624,0.05333333333333334,0.08125,0.029239766081871343,0.02702702702702703,,0.058823529411764705,0.08571428571428572,0.09523809523809523,0.14285714285714285,0.05555555555555555,0.06666666666666667,0.03571428571428571,0.5,0.23943661971830985,0.7058823529411765,0.8,0.75,0.2112676056338028,0.8,0.8,0.3333333333333333,0.14084507042253522,0.4,0.4444444444444444,0.75,0.352112676056338,0.4,0.4,0.6,0.3333333333333333,,,,,,0.2222222222222222,0.3333333333333333,0.7323943661971831,0.4,0.5850387323943661,0.5063,0.5895722222222222,0.09090909090909091,0.14634146341463414,0.05660377358490566,6.311111111111111,24.782857142857146,0.18207282913165265,-4.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,4.0,1.0,1.0,10.0,15.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,2.0,1.0,0.2,0.75,0.5,0.5,0.02857142857142857,0.05555555555555555,0.11764705882352941,0.1,0.041666666666666664,0.056338028169014086,0.5,0.5,0.5,0.2222222222222222,1.0,0.3333333333333333,0.027777777777777776,0.09433962264150944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1629027,1610612737,Trae Young,Trae Young,1629027,ATL,72908.0,1215,2620,2613,273,258,321,5233,43.0,90.0,3.0,5.0,83.0,190.0,12.0,28.0,3.0,81.0,238.0,5.0,16.0,27.0,142.0,321.0,93.0,266.0,159.0,722.0,3149,10.0,20.0,10.0,26.0,63.0,30.0,84.0,200.0,81.0,2.0,1.0,237.0,81.0,290.0,118.0,408.0,66.0,52.0,210.0,71.0,934.0,10.0,9.0,51.0,31.0,3.0,85.0,20.0,105.0,9.0,42.0,20.0,22.0,127.0,24.0,107.0,41.0,4.0,168.0,6.0,36.0,67.0,4.0,3.0,149.0,1.0,175.0,63.0,2.0,2.0,,2.0,1.0,269,0.29577464788732394,0.2978723404255319,0.2903225806451613,0.34962406015037595,0.38461538461538464,0.35094339622641507,0.4423676012461059,0.5,0.479557069846678,0.5434782608695652,0.5380517503805176,0.5980392156862745,0.45315161839863716,27.363515312916114,0.7559523809523809,0.06382978723404255,0.05326460481099656,0.013782542113323124,0.09497206703910614,0.018018018018018018,0.07327971403038427,0.015728476821192054,0.003816793893129771,0.014450867052023121,0.024752475247524754,0.05128205128205128,0.041353383458646614,0.0975609756097561,0.09523809523809523,0.09420289855072464,0.028125,0.5,0.15332197614991483,0.4777777777777778,0.5308641975308642,0.3023255813953488,0.32367972742759793,0.4368421052631579,0.47701149425287354,0.3253012048192771,0.04770017035775128,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.40545144804088584,0.3403361344537815,0.34177215189873417,0.2345679012345679,0.10869565217391304,0.6,0.3333333333333333,0.34782608695652173,0.3125,0.6,0.046153846153846156,0.4153846153846154,0.606473594548552,0.34177215189873417,0.5196744791666668,0.5124846153846154,0.48064920634920627,0.107981220657277,0.17166212534059946,0.08725761772853186,8.014953271028036,27.195112781954887,0.10419847328244275,-70.0,4.0,6.0,16.0,41.0,13.0,13.0,13.0,35.0,16.0,47.0,121.0,198.0,27.0,1.0,20.0,,2.0,,9.0,17.0,6.0,18.0,117.0,5.0,12.0,0.5333333333333333,0.37142857142857144,0.5692307692307692,0.6761363636363636,0.0037593984962406013,0.08411214953271028,0.1,,,0.06984667802385008,0.3902439024390244,0.41025641025641024,0.125,0.09230769230769231,0.6666666666666666,0.48148148148148145,0.022058823529411766,0.16759002770083103,5.0,10.0,3.0,9.0,1.0,6.0,18.0,1.0,1.0,15.0,0.08421052631578947,0.04878048780487805,0.004201680672268907,0.017241379310344827,0.06666666666666667,0.21739130434782608,0.5,1.0,1.0,,,,,,,,,,True,
1629611,1610612737,Terance Mann,Terance Mann,1629611,ATL,11466.0,191,387,390,39,47,50,777,12.0,15.0,3.0,4.0,11.0,19.0,6.0,13.0,,11.0,20.0,3.0,3.0,3.0,27.0,41.0,17.0,33.0,4.0,109.0,527,5.0,8.0,4.0,4.0,22.0,3.0,20.0,34.0,48.0,6.0,,20.0,11.0,13.0,9.0,22.0,2.0,7.0,6.0,6.0,53.0,3.0,7.0,5.0,8.0,1.0,14.0,10.0,24.0,,3.0,,3.0,7.0,,5.0,,,7.0,,8.0,17.0,2.0,,5.0,,5.0,3.0,1.0,1.0,,1.0,,38,0.37037037037037035,0.4166666666666667,0.9411764705882353,0.5151515151515151,1.0,0.5151515151515151,0.6585365853658537,0.625,0.7094594594594594,0.9166666666666666,0.7171052631578947,0.9166666666666666,0.44594594594594594,18.73589164785553,1.0,0.14285714285714285,0.0975609756097561,0.07692307692307693,0.06756756756756757,0.033707865168539325,0.08333333333333333,0.05555555555555555,0.043478260869565216,0.08771929824561403,0.03333333333333333,0.11428571428571428,0.08823529411764706,0.07692307692307693,0.061224489795918366,0.08,,,0.20270270270270271,0.8,0.9230769230769231,0.5,0.25675675675675674,0.5789473684210527,0.6470588235294118,0.36363636363636365,0.17567567567567569,0.46153846153846156,0.46153846153846156,0.8333333333333334,0.2702702702702703,0.55,0.55,1.0,0.3333333333333333,0.75,,0.25,1.0,1.0,,0.42857142857142855,0.6486486486486487,0.55,0.5254,0.51145625,0.4875083333333334,0.039473684210526314,0.06976744186046512,0.2018348623853211,7.802439024390245,24.45151515151515,0.10077519379844961,-67.0,1.0,2.0,4.0,7.0,,,2.0,4.0,,,4.0,3.0,4.0,,2.0,,,,,1.0,,,4.0,,,,0.5,0.2857142857142857,0.2857142857142857,,0.0975609756097561,0.13333333333333333,,0.034482758620689655,0.0945945945945946,0.5714285714285714,0.5714285714285714,,0.2857142857142857,0.5,,,0.03669724770642202,1.0,1.0,,1.0,,,1.0,,,,0.10526315789473684,,,,0.09090909090909091,0.08333333333333333,1.0,1.0,,,,,,,,,,,True,
1642258,1610612737,Zaccharie Risacher,Zaccharie Risacher,1642258,ATL,104101.0,1735,3706,3705,440,462,437,7411,146.0,242.0,30.0,53.0,61.0,143.0,60.0,132.0,15.0,50.0,187.0,4.0,15.0,21.0,215.0,408.0,110.0,319.0,100.0,860.0,4366,35.0,64.0,10.0,27.0,109.0,36.0,312.0,118.0,321.0,38.0,,187.0,50.0,42.0,45.0,87.0,27.0,18.0,22.0,20.0,219.0,39.0,47.0,75.0,87.0,8.0,170.0,87.0,257.0,14.0,50.0,33.0,17.0,49.0,9.0,21.0,39.0,9.0,88.0,8.0,85.0,137.0,5.0,3.0,99.0,,139.0,62.0,35.0,21.0,12.0,35.0,12.0,435,0.7255813953488373,0.7959183673469388,0.9727272727272728,0.3448275862068966,0.37037037037037035,0.3448275862068966,0.5269607843137255,0.546875,0.5226960110041265,0.5494505494505495,0.5471938775510204,0.5677083333333334,0.43878954607977994,20.619531804209032,0.5568181818181818,0.125,0.10469314079422383,0.05119825708061002,0.09398496240601503,0.04797047970479705,0.09944751381215469,0.04968226458694396,0.075,0.04065040650406504,0.051666666666666666,0.09876543209876543,0.10471204188481675,0.12,0.09628378378378379,0.08737864077669903,0.040229885057471264,0.34285714285714286,0.3328748280605227,0.6033057851239669,0.6854460093896714,0.7397260273972602,0.19669876203576342,0.42657342657342656,0.488,0.6885245901639344,0.1815680880330124,0.45454545454545453,0.46153846153846156,1.0,0.25722145804676755,0.26737967914438504,0.2702702702702703,0.94,0.5824175824175825,0.5660377358490566,0.3,0.16483516483516483,0.26666666666666666,1.0,0.17647058823529413,0.24705882352941178,0.7716643741403026,0.26737967914438504,0.5810762640449441,0.5885966101694916,0.5777536144578312,0.08611825192802057,0.13656387665198239,0.12674418604651164,4.6321078431372555,24.774528301886797,0.11872638963842418,-156.0,18.0,31.0,8.0,23.0,5.0,9.0,26.0,49.0,11.0,14.0,99.0,9.0,47.0,4.0,28.0,5.0,3.0,6.0,8.0,16.0,5.0,6.0,97.0,5.0,5.0,0.3055555555555556,0.5306122448979592,0.5,0.532258064516129,0.012539184952978056,0.11519607843137254,0.11983471074380166,0.015151515151515152,0.03755868544600939,0.03163686382393398,0.34782608695652173,0.34782608695652173,0.75,0.36470588235294116,0.5806451612903226,0.23809523809523808,0.015432098765432098,0.11511627906976744,6.0,12.0,6.0,,1.0,7.0,10.0,1.0,,2.0,0.1258741258741259,,0.0106951871657754,0.012048192771084338,,0.13186813186813187,0.5,1.0,0.4,2.0,2.0,1.0,1.0,,,,,,True,
1630249,1610612737,Vít Krejčí,Vít Krejčí,1630249,ATL,21599.0,360,762,752,127,103,81,1514,9.0,11.0,4.0,4.0,7.0,16.0,5.0,10.0,1.0,24.0,58.0,4.0,7.0,9.0,16.0,27.0,29.0,68.0,10.0,129.0,834,4.0,4.0,4.0,8.0,21.0,10.0,22.0,10.0,81.0,2.0,,58.0,24.0,25.0,18.0,43.0,11.0,7.0,16.0,8.0,104.0,1.0,3.0,21.0,26.0,1.0,48.0,4.0,52.0,1.0,12.0,7.0,5.0,11.0,4.0,7.0,7.0,,18.0,,18.0,36.0,1.0,,14.0,,15.0,5.0,9.0,6.0,3.0,9.0,4.0,127,0.6875,0.7333333333333333,0.9310344827586207,0.4264705882352941,0.5,0.4264705882352941,0.5925925925925926,1.0,0.6263157894736842,0.8333333333333334,0.6323529411764706,0.8076923076923077,0.7157894736842105,14.016489988221437,0.6111111111111112,0.1,0.13978494623655913,0.017142857142857144,0.12574850299401197,0.0055248618784530384,0.13314447592067988,0.011235955056179775,,0.030927835051546393,,0.16923076923076924,0.1411764705882353,0.08333333333333333,0.13274336283185842,0.1111111111111111,0.02127659574468085,0.4444444444444444,0.11578947368421053,0.8181818181818182,0.8181818181818182,0.6666666666666666,0.16842105263157894,0.4375,0.5384615384615384,0.7142857142857143,0.10526315789473684,0.5,0.5,1.0,0.6105263157894737,0.41379310344827586,0.41379310344827586,0.9166666666666666,0.3333333333333333,1.0,0.75,0.5833333333333334,0.5714285714285714,1.0,0.058823529411764705,0.5294117647058824,0.8315789473684211,0.41379310344827586,0.5573568421052632,0.6289071428571428,0.526879411764706,0.06930693069306931,0.15625,0.16279069767441862,4.614814814814815,25.80735294117647,0.16666666666666666,-31.0,2.0,2.0,,,2.0,1.0,3.0,7.0,2.0,2.0,14.0,6.0,3.0,,4.0,1.0,,,2.0,,2.0,1.0,14.0,1.0,,0.2,0.42857142857142855,0.35294117647058826,0.3888888888888889,,0.1111111111111111,,,0.025,,,,,0.11764705882352941,1.0,0.2222222222222222,0.028985507246376812,0.10852713178294573,,1.0,,1.0,,1.0,4.0,,,,0.1875,,,,,0.08333333333333333,,,,,,,,1.0,1.0,,,,True,
1629631,1610612737,De'Andre Hunter,De'Andre Hunter,1629631,ATL,9977.0,166,354,358,98,93,38,712,9.0,15.0,,1.0,7.0,15.0,3.0,9.0,2.0,11.0,25.0,,,6.0,18.0,34.0,14.0,34.0,23.0,101.0,458,1.0,2.0,,,5.0,8.0,26.0,10.0,39.0,,,25.0,11.0,9.0,8.0,17.0,6.0,2.0,6.0,3.0,42.0,4.0,3.0,8.0,8.0,2.0,18.0,7.0,25.0,,5.0,3.0,2.0,6.0,2.0,1.0,5.0,,11.0,,9.0,18.0,,,27.0,,25.0,11.0,,,,,,98,0.7222222222222222,0.7222222222222222,0.9285714285714286,0.4117647058823529,,0.4117647058823529,0.5294117647058824,0.5,0.5735294117647058,0.5,0.63125,0.8333333333333334,0.5,23.037974683544302,0.5454545454545454,0.25,0.11764705882352941,0.0375,0.11267605633802817,0.058823529411764705,0.11510791366906475,0.0472972972972973,0.08,0.02040816326530612,0.0784313725490196,0.08333333333333333,0.17647058823529413,,0.11764705882352941,0.1,,,0.22058823529411764,0.6,0.6923076923076923,0.7777777777777778,0.22058823529411764,0.4666666666666667,0.5,0.7142857142857143,0.1323529411764706,0.3333333333333333,0.3333333333333333,1.0,0.36764705882352944,0.44,0.44,0.9090909090909091,0.5,,,,,,0.125,0.375,0.7205882352941176,0.44,0.5491000000000001,0.3819,0.5446187499999999,0.14102564102564102,0.25,0.04950495049504951,6.497058823529411,25.308823529411768,0.2768361581920904,-48.0,2.0,4.0,2.0,4.0,1.0,3.0,4.0,8.0,1.0,9.0,20.0,3.0,3.0,,5.0,1.0,,1.0,2.0,1.0,,2.0,20.0,3.0,2.0,0.125,0.5,0.34375,0.47619047619047616,,0.08823529411764706,0.13333333333333333,,,0.058823529411764705,0.5,0.5,0.5,0.25,0.5,0.16666666666666666,,0.19801980198019803,,,,,,2.0,2.0,,,,0.06666666666666667,,,,,,,,,,,,,,,,,,True,
1629726,1610612737,Garrison Mathews,Garrison Mathews,1629726,ATL,14099.0,235,491,495,92,80,57,986,,3.0,,1.0,2.0,5.0,11.0,19.0,7.0,9.0,41.0,,3.0,3.0,3.0,10.0,20.0,60.0,12.0,78.0,581,1.0,2.0,,4.0,2.0,10.0,6.0,,60.0,,,41.0,9.0,17.0,2.0,19.0,1.0,1.0,9.0,8.0,40.0,5.0,1.0,9.0,11.0,1.0,21.0,6.0,27.0,3.0,7.0,4.0,3.0,7.0,,4.0,6.0,1.0,13.0,1.0,9.0,23.0,1.0,1.0,16.0,2.0,13.0,5.0,4.0,2.0,2.0,6.0,2.0,92,1.0,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.3,0.5,0.4714285714285714,0.16666666666666666,0.52,0.16666666666666666,0.8571428571428571,15.798922800718133,0.5384615384615384,0.125,0.09322033898305085,0.009345794392523364,0.07692307692307693,0.03816793893129771,0.0851063829787234,0.025210084033613446,,,0.02857142857142857,0.0851063829787234,0.08333333333333333,0.18181818181818182,0.056818181818181816,0.13793103448275862,0.06976744186046512,0.3333333333333333,0.04285714285714286,,,,0.07142857142857142,0.4,0.4,1.0,0.2714285714285714,0.5789473684210527,0.5789473684210527,1.0,0.5857142857142857,0.21951219512195122,0.225,1.0,0.16666666666666666,,,0.5,,,0.7,0.3,0.9,0.21951219512195122,0.5579884057971015,,0.5589299999999999,0.09333333333333334,0.35714285714285715,0.02564102564102564,7.360000000000001,24.955000000000002,0.18737270875763748,-42.0,,,1.0,2.0,1.0,,,,7.0,1.0,22.0,,1.0,1.0,3.0,2.0,,,2.0,1.0,2.0,,22.0,1.0,,0.7,,1.05,1.1,0.016666666666666666,0.1,0.3333333333333333,,0.07692307692307693,0.02857142857142857,0.5,0.5,1.0,,,0.3333333333333333,0.03278688524590164,0.28205128205128205,,1.0,6.0,,,2.0,1.0,,,,,,0.024390243902439025,,0.1111111111111111,0.16666666666666666,,,0.8571428571428571,,,,,1.0,,2.0,1.0,1.0,True,
1630700,1610612737,Dyson Daniels,Dyson Daniels,1630700,ATL,73851.0,1231,2632,2643,237,284,323,5275,95.0,134.0,17.0,24.0,86.0,194.0,11.0,28.0,1.0,30.0,84.0,2.0,7.0,6.0,183.0,334.0,41.0,112.0,41.0,530.0,3134,21.0,38.0,2.0,9.0,53.0,7.0,186.0,180.0,114.0,28.0,2.0,82.0,30.0,109.0,62.0,171.0,38.0,24.0,64.0,42.0,404.0,22.0,30.0,70.0,65.0,7.0,142.0,55.0,197.0,12.0,119.0,76.0,43.0,46.0,10.0,34.0,25.0,2.0,71.0,8.0,42.0,84.0,1.0,2.0,60.0,,69.0,36.0,22.0,11.0,11.0,23.0,11.0,232,0.5081967213114754,0.5502958579881657,0.926829268292683,0.36607142857142855,0.2222222222222222,0.37272727272727274,0.5479041916167665,0.5526315789473685,0.5482062780269058,0.5106382978723404,0.5555555555555556,0.53,0.25112107623318386,18.12768772742309,0.647887323943662,0.14893617021276595,0.11092150170648464,0.043478260869565216,0.1263537906137184,0.04007285974499089,0.11842105263157894,0.041969330104923326,0.04428044280442804,0.03753351206434316,0.0375,0.09130434782608696,0.11235955056179775,0.15730337078651685,0.12709832134292565,0.12408759124087591,0.06217616580310881,0.4782608695652174,0.3004484304932735,0.7089552238805971,0.7480314960629921,0.49473684210526314,0.4349775784753363,0.44329896907216493,0.48044692737430167,0.5232558139534884,0.06278026905829596,0.39285714285714285,0.4074074074074074,1.0,0.18834080717488788,0.35714285714285715,0.3614457831325301,0.9,0.5106382978723404,0.7083333333333334,0.17647058823529413,0.14893617021276595,0.2857142857142857,1.0,0.02857142857142857,0.17142857142857143,0.5515695067264574,0.36585365853658536,0.5536537844036697,0.5584888888888888,0.6052409090909091,0.07578947368421053,0.09917355371900827,0.1,5.388622754491019,25.87589285714285,0.09004559270516717,-138.0,12.0,20.0,2.0,6.0,,5.0,13.0,28.0,1.0,5.0,34.0,9.0,22.0,2.0,12.0,1.0,2.0,2.0,6.0,7.0,,2.0,34.0,5.0,2.0,0.14285714285714285,0.4642857142857143,0.4142857142857143,0.4473684210526316,0.017857142857142856,0.0658682634730539,0.05223880597014925,0.03571428571428571,0.04697986577181208,0.013452914798206279,0.3333333333333333,0.3333333333333333,0.5,0.5714285714285714,0.6,,,0.06415094339622641,,2.0,1.0,3.0,3.0,6.0,6.0,,1.0,,0.07731958762886598,,0.011904761904761904,0.045454545454545456,0.08695652173913043,0.0425531914893617,,,1.0,,1.0,,,,2.0,1.0,1.0,,True,
1630552,1610612737,Jalen Johnson,Jalen Johnson,1630552,ATL,33977.0,566,1230,1226,130,112,144,2456,72.0,99.0,13.0,20.0,22.0,71.0,9.0,20.0,1.0,20.0,57.0,3.0,6.0,4.0,99.0,180.0,29.0,77.0,44.0,329.0,1414,14.0,28.0,5.0,10.0,45.0,5.0,126.0,72.0,81.0,16.0,,57.0,20.0,78.0,22.0,100.0,13.0,9.0,52.0,24.0,222.0,13.0,14.0,63.0,58.0,5.0,126.0,27.0,153.0,5.0,22.0,15.0,7.0,27.0,8.0,19.0,20.0,3.0,47.0,3.0,17.0,32.0,1.0,6.0,47.0,,63.0,33.0,13.0,7.0,6.0,15.0,10.0,126,0.6363636363636364,0.6923076923076923,0.9310344827586207,0.37662337662337664,0.5,0.37662337662337664,0.55,0.5,0.5544747081712063,0.5657894736842105,0.5771929824561404,0.5625,0.29961089494163423,23.596304193319117,0.574468085106383,0.3125,0.2078853046594982,0.044444444444444446,0.22419928825622776,0.052,0.21607142857142858,0.047787610619469026,0.05185185185185185,0.04294478527607362,0.04371584699453552,0.22033898305084745,0.1724137931034483,0.26666666666666666,0.22535211267605634,0.22058823529411764,0.04504504504504504,0.6666666666666666,0.3852140077821012,0.7272727272727273,0.7659574468085106,0.6111111111111112,0.27626459143968873,0.30985915492957744,0.36666666666666664,0.6818181818181818,0.07782101167315175,0.45,0.47368421052631576,1.0,0.22178988326848248,0.3508771929824561,0.3508771929824561,0.9,0.5263157894736842,0.65,0.38461538461538464,0.15789473684210525,0.5,1.0,0.0625,0.25,0.6848249027237354,0.3508771929824561,0.5773424124513618,0.59955,0.583115625,0.11619718309859155,0.15942028985507245,0.13677811550151975,5.083333333333333,25.07662337662337,0.10569105691056911,-14.0,5.0,7.0,5.0,10.0,1.0,2.0,6.0,11.0,2.0,4.0,22.0,6.0,16.0,1.0,8.0,,1.0,1.0,3.0,6.0,,1.0,22.0,,1.0,0.4,0.5454545454545454,0.5625,0.6111111111111112,0.012987012987012988,0.08888888888888889,0.050505050505050504,0.05,0.07462686567164178,0.038910505836575876,0.5,0.5,0.8,0.4375,0.7142857142857143,0.25,,0.0668693009118541,2.0,4.0,1.0,2.0,,2.0,6.0,,,1.0,0.15492957746478872,,,,,0.10526315789473684,0.5,1.0,1.0,,,,,,1.0,2.0,,2.0,True,
