EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Transition Take Fouls,BlockedCorner3,FTOffRebounds,Defensive 3 Seconds Violations,OffFTReboundPct,HeaveAttempts,Transition Take Fouls Drawn,Corner3PctBlocked,on,OffensiveGoaltends
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,129478.0,2158,402,4363,4356,915,646,504,8719,203.0,300.0,35.0,48.0,46.0,68.0,140.0,320.0,59.0,140.0,31.0,71.0,4.0,9.0,6.0,15.0,85.0,287.0,6.0,19.0,12.0,49.0,402.0,760.0,116.0,358.0,246.0,1398,4957,45.0,74.0,10.0,28.0,17.0,137.0,81.0,166.0,18.0,64.0,71.0,287.0,310.0,494.0,252.0,96.0,42.0,287.0,85.0,67.0,1.0,131.0,155.0,286.0,123.0,32.0,97.0,29.0,5.0,727.0,30.0,52.0,136.0,117.0,32.0,285,82.0,367,36.0,73.0,41.0,32.0,105.0,12.0,45.0,57.0,14.0,60.0,1.0,5.0,162.0,13.0,32.0,68.0,154.0,9.0,7.0,14.0,292.0,3.0,6.0,8.0,322.0,41.0,1.0,3.0,156.0,4.0,18.0,18.0,1.0,1.0,11.0,1.0,6.0,19.0,12.0,1.0,1.0,281.0,898,10.0,13.0,0.3855721393034826,0.4068241469816273,0.7241379310344828,0.3240223463687151,0.35714285714285715,0.28125,0.3240223463687151,0.5289473684210526,0.6081081081081081,0.4879518072289157,0.5152057245080501,0.5882352941176471,0.46956521739130436,0.55622009569378,0.6061946902654868,0.5257352941176471,0.32021466905187834,0.002793296089385475,0.0881578947368421,0.11,0.090625,0.03571428571428571,0.003484320557491289,28.681385456755116,0.6481481481481481,0.367816091954023,0.1055956678700361,0.0611764705882353,0.13089509143407121,0.024213075060532687,0.11783884489986027,0.03925323121110579,0.04929577464788732,0.07196029776674938,0.05521472392638037,0.023373983739837397,0.027450980392156862,0.09803921568627451,0.09888059701492537,0.13488372093023257,0.11858190709046455,0.17647058823529413,0.06857142857142857,0.631578947368421,0.26833631484794274,0.6766666666666666,0.7602996254681648,0.4433497536945813,0.28622540250447226,0.4375,0.48109965635738833,0.3142857142857143,0.1252236135957066,0.42142857142857143,0.43703703703703706,0.3559322033898305,0.06350626118067978,0.43661971830985913,0.43661971830985913,0.9354838709677419,0.2567084078711986,0.2961672473867596,0.2972027972027972,0.6470588235294118,0.47058823529411764,0.7291666666666666,0.2571428571428571,0.08823529411764706,0.4444444444444444,0.75,0.18627450980392157,0.3157894736842105,1.0,0.2956521739130435,0.6764705882352942,0.06521739130434782,0.4,0.21304347826086956,0.24489795918367346,0.5885509838998211,0.2961672473867596,0.51834533632287,0.5507733333333333,0.503070305676856,0.12944983818770225,0.1782857142857143,0.0110803324099723,0.09799713876967096,0.20529327610872675,7.356315789473684,26.065083798882686,0.20971808388723356,,,,,,,,,True,
1628369,1610612738,Jayson Tatum,Jayson Tatum,1628369,BOS,84578.0,1410,239,2897,2885,670,490,314,5782,122.0,170.0,12.0,15.0,34.0,45.0,53.0,110.0,28.0,65.0,8.0,26.0,1.0,7.0,2.0,2.0,107.0,303.0,8.0,23.0,24.0,69.0,203.0,345.0,115.0,329.0,170.0,921,3263,18.0,28.0,9.0,30.0,9.0,72.0,57.0,90.0,26.0,71.0,83.0,275.0,164.0,242.0,195.0,150.0,14.0,303.0,107.0,23.0,2.0,110.0,140.0,250.0,114.0,26.0,70.0,26.0,14.0,640.0,19.0,11.0,178.0,153.0,17.0,348,30.0,378,11.0,34.0,15.0,19.0,66.0,13.0,41.0,39.0,11.0,25.0,1.0,2.0,105.0,5.0,23.0,36.0,89.0,1.0,4.0,10.0,139.0,,5.0,2.0,219.0,17.0,,18.0,74.0,10.0,19.0,17.0,7.0,7.0,11.0,,6.0,24.0,18.0,1.0,,267.0,654,6.0,12.0,0.4039408866995074,0.41836734693877553,0.5652173913043478,0.3495440729483283,0.3,0.36619718309859156,0.3495440729483283,0.5884057971014492,0.6428571428571429,0.6333333333333333,0.5571216617210683,0.5431034482758621,0.5962732919254659,0.5967105263157895,0.5645161290322581,0.6609756097560976,0.48813056379821956,0.0060790273556231,0.06666666666666667,0.08823529411764706,0.07272727272727272,,0.006600660066006601,26.53751537515375,0.6285714285714286,0.288135593220339,0.20619946091644206,0.020146520146520148,0.26176470588235295,0.022974607013301087,0.23277074542897327,0.021849963583394028,0.03684210526315789,0.015444015444015444,,0.026113671274961597,0.011363636363636364,0.1721311475409836,0.22969187675070027,0.20567375886524822,0.2737430167597765,0.21678321678321677,0.033846153846153845,0.75,0.2522255192878338,0.7176470588235294,0.7870967741935484,0.4672131147540984,0.1632047477744807,0.4818181818181818,0.5196078431372549,0.20754716981132076,0.09643916913946587,0.4307692307692308,0.4307692307692308,0.5,0.03857566765578635,0.3076923076923077,0.3076923076923077,0.75,0.4495548961424332,0.35313531353135313,0.3554817275747508,0.5514018691588785,0.25862068965517243,0.8,0.4166666666666667,0.1206896551724138,0.14285714285714285,1.0,0.39655172413793105,0.34782608695652173,0.875,0.2795031055900621,0.7555555555555555,0.012422360248447204,1.0,0.42857142857142855,0.34782608695652173,0.7403560830860534,0.35313531353135313,0.5341476968796434,0.5539849999999998,0.5130756249999998,0.11216216216216217,0.18407960199004975,0.026627218934911243,0.0781758957654723,0.2985884907709012,6.820579710144927,26.66231003039514,0.2312737314463238,4.0,,,,,,,,True,
1628401,1610612738,Derrick White,Derrick White,1628401,BOS,98890.0,1648,306,3341,3335,617,444,366,6676,48.0,66.0,4.0,8.0,9.0,13.0,28.0,57.0,8.0,20.0,37.0,79.0,2.0,9.0,6.0,11.0,129.0,320.0,14.0,32.0,16.0,38.0,84.0,143.0,166.0,399.0,74.0,740,3807,10.0,19.0,16.0,41.0,7.0,75.0,11.0,22.0,22.0,49.0,19.0,107.0,94.0,74.0,420.0,78.0,8.0,320.0,129.0,13.0,,123.0,98.0,221.0,75.0,23.0,77.0,37.0,9.0,540.0,28.0,15.0,80.0,85.0,5.0,170,43.0,213,6.0,46.0,24.0,22.0,48.0,8.0,37.0,20.0,5.0,11.0,3.0,2.0,68.0,5.0,9.0,66.0,88.0,1.0,3.0,1.0,93.0,5.0,9.0,6.0,86.0,5.0,,1.0,28.0,6.0,8.0,45.0,4.0,3.0,19.0,4.0,22.0,49.0,29.0,,,103.0,600,3.0,6.0,0.5595238095238095,0.5875,0.8433734939759037,0.41604010025062654,0.3902439024390244,0.4489795918367347,0.41604010025062654,0.5874125874125874,0.5263157894736842,0.5,0.6143911439114391,0.5666666666666667,0.6197183098591549,0.6381692573402418,0.5873015873015873,0.6524390243902439,0.7361623616236163,,0.09090909090909091,0.09090909090909091,0.12280701754385964,,,17.230359520639148,0.7058823529411765,0.07575757575757576,0.09815242494226328,0.024469820554649267,0.10282776349614396,0.029045643153526972,0.10036496350364964,0.027266962587190868,0.03980099502487562,0.013468013468013467,0.02608695652173913,0.028132992327365727,0.03296703296703297,0.07434944237918216,0.0979020979020979,0.13690476190476192,0.10372771474878444,0.09937888198757763,0.021660649819494584,0.5918367346938775,0.12177121771217712,0.7272727272727273,0.8,0.6875,0.10516605166051661,0.49122807017543857,0.56,0.2857142857142857,0.03690036900369004,0.4,0.4,0.75,0.14575645756457564,0.46835443037974683,0.46835443037974683,1.0,0.5904059040590406,0.403125,0.403125,0.7984496124031008,0.13333333333333333,0.5,0.5,0.15,0.2222222222222222,1.0,0.5333333333333333,0.4375,0.9285714285714286,0.18309859154929578,0.6923076923076923,0.15492957746478872,0.5454545454545454,0.5352112676056338,0.42105263157894735,0.8579335793357934,0.403125,0.5466373616236161,0.5414890625000001,0.5357521126760562,0.0595446584938704,0.1686746987951807,0.014814814814814815,0.10135135135135136,0.1445945945945946,6.344755244755245,25.95563909774436,0.18467524693205628,,1.0,,,,,,,True,
1628436,1610612738,Luke Kornet,Luke Kornet,1628436,BOS,36045.0,601,136,1180,1182,248,152,172,2362,88.0,117.0,32.0,48.0,15.0,19.0,7.0,19.0,,,,,,,,,,,,,,,95.0,136.0,,,30.0,220,1365,34.0,51.0,,,12.0,80.0,16.0,24.0,,,7.0,39.0,130.0,60.0,,,56.0,,,8.0,,20.0,30.0,50.0,25.0,5.0,12.0,4.0,4.0,130.0,43.0,46.0,30.0,42.0,2.0,74,94.0,168,7.0,17.0,14.0,3.0,7.0,2.0,4.0,6.0,1.0,3.0,,,13.0,2.0,2.0,37.0,54.0,,5.0,3.0,51.0,,15.0,2.0,46.0,4.0,,,24.0,,1.0,35.0,3.0,1.0,16.0,,19.0,38.0,26.0,1.0,,39.0,247,1.0,1.0,0.6842105263157895,0.9701492537313433,,,,,,0.6985294117647058,0.6666666666666666,0.6666666666666666,0.6985294117647058,0.6666666666666666,0.6666666666666666,0.7006369426751592,0.6896551724137931,0.6290322580645161,,,0.058823529411764705,0.05128205128205128,0.10526315789473684,,,12.274368231046932,0.5384615384615384,0.09090909090909091,0.14046822742474915,0.19246861924686193,0.1048951048951049,0.13069908814589665,0.12307692307692308,0.15669014084507044,0.275,0.1619047619047619,0.12962962962962962,0.13909774436090225,0.09523809523809523,0.1485148514851485,0.13138686131386862,0.14754098360655737,0.10176991150442478,0.11666666666666667,0.21212121212121213,0.6842105263157895,0.8602941176470589,0.7521367521367521,0.7927927927927928,0.6818181818181818,0.13970588235294118,0.3684210526315789,0.4117647058823529,0.7142857142857143,,,,,,,,,,,,,0.9411764705882353,0.6666666666666666,0.15625,,,,,,,0.7916666666666666,0.7894736842105263,,,,,0.8602941176470589,,0.6322117647058823,0.6141064516129034,0.6215041666666666,0.15384615384615385,0.15384615384615385,,0.36363636363636365,0.17727272727272728,2.1411764705882357,,0.21016949152542372,,2.0,5.0,2.0,0.15625,,,,True,
1630202,1610612738,Payton Pritchard,Payton Pritchard,1630202,BOS,54355.0,906,138,1804,1798,425,331,242,3602,32.0,43.0,5.0,8.0,3.0,6.0,9.0,14.0,8.0,12.0,22.0,57.0,2.0,9.0,4.0,10.0,83.0,187.0,8.0,24.0,19.0,48.0,49.0,69.0,105.0,244.0,20.0,433,2098,8.0,15.0,10.0,33.0,8.0,54.0,7.0,12.0,23.0,58.0,9.0,92.0,28.0,70.0,261.0,54.0,12.0,183.0,83.0,3.0,4.0,57.0,49.0,106.0,29.0,20.0,36.0,17.0,4.0,261.0,27.0,13.0,40.0,41.0,1.0,82,41.0,123,5.0,23.0,15.0,8.0,14.0,1.0,10.0,12.0,2.0,4.0,4.0,1.0,26.0,4.0,8.0,17.0,40.0,1.0,1.0,3.0,27.0,1.0,2.0,3.0,21.0,1.0,,2.0,6.0,1.0,3.0,6.0,3.0,2.0,,1.0,5.0,9.0,7.0,,,92.0,424,,2.0,0.2857142857142857,0.32558139534883723,0.8285714285714286,0.430327868852459,0.30303030303030304,0.39655172413793105,0.4375,0.7101449275362319,0.5333333333333333,0.5833333333333334,0.6597444089456869,0.4791666666666667,0.5928571428571429,0.6692546583850931,0.5192307692307693,0.6148648648648649,0.7795527156549521,0.01639344262295082,0.043478260869565216,0.023255813953488372,0.07142857142857142,0.08333333333333333,0.0106951871657754,16.682692307692307,0.5384615384615384,0.02702702702702703,0.09534883720930233,0.03551912568306011,0.09216589861751152,0.05162523900573614,0.09375,0.04499437570303712,0.024193548387096774,0.029940119760479042,0.06666666666666667,0.050239234449760764,0.05714285714285714,0.1111111111111111,0.05660377358490566,0.1686746987951807,0.09090909090909091,0.09615384615384616,0.035211267605633804,0.7777777777777778,0.13738019169329074,0.7441860465116279,0.7619047619047619,0.3125,0.04472843450479233,0.6428571428571429,0.6923076923076923,0.2222222222222222,0.038338658146964855,0.6666666666666666,0.7272727272727273,0.25,0.18210862619808307,0.38596491228070173,0.4,1.0,0.597444089456869,0.44385026737967914,0.4486486486486487,0.7831325301204819,0.16666666666666666,0.625,,0.1875,0.2222222222222222,1.0,0.5,0.3333333333333333,1.0,0.08571428571428572,0.5,0.14285714285714285,0.4,0.6857142857142857,0.3958333333333333,0.9169329073482428,0.453551912568306,0.5394838762214984,0.533587037037037,0.5133429687500001,0.0219435736677116,0.08108108108108109,0.004081632653061225,0.12471131639722864,0.21247113163972287,5.75217391304348,26.829508196721317,0.23558758314855877,2.0,1.0,1.0,,0.021739130434782608,4.0,1.0,0.03508771929824561,True,
1630531,1610612738,Jaden Springer,Jaden Springer,1630531,BOS,2186.0,36,-4,74,72,21,12,6,146,,1.0,,,,,,,,,2.0,6.0,,,1.0,2.0,1.0,3.0,,,,2.0,,1.0,3.0,9.0,2.0,11,82,,,,,,,,,1.0,4.0,2.0,5.0,,,9.0,,,3.0,1.0,,,,,,,,,,,,,,4.0,3.0,,7,,7,,3.0,,3.0,1.0,,1.0,1.0,,,,,2.0,,1.0,,6.0,,,1.0,2.0,,,,2.0,,,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,5.0,21,,,,,1.0,0.3333333333333333,,0.25,0.3333333333333333,,,,0.45,,0.375,0.5,,0.5,0.9,,,,,,,16.25,0.5,,0.17647058823529413,,0.2222222222222222,,0.2,,,,,,,0.125,0.14285714285714285,0.5,0.18181818181818182,0.2857142857142857,,1.0,0.1,,,,,,,,,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,0.3,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,0.5,0.5,0.5,,1.0,0.3333333333333333,0.55414,,0.5560125,0.09090909090909091,0.5,,,0.45454545454545453,3.6,25.066666666666666,0.28378378378378377,,,,,,,,,True,
1630573,1610612738,Sam Hauser,Sam Hauser,1630573,BOS,32829.0,547,126,1079,1066,213,146,147,2145,7.0,11.0,2.0,2.0,,1.0,8.0,11.0,3.0,5.0,10.0,30.0,,3.0,5.0,6.0,44.0,101.0,6.0,14.0,10.0,17.0,18.0,27.0,54.0,131.0,4.0,202,1271,6.0,8.0,6.0,17.0,2.0,32.0,1.0,5.0,15.0,23.0,2.0,49.0,28.0,8.0,159.0,3.0,2.0,101.0,44.0,,2.0,11.0,16.0,27.0,9.0,7.0,8.0,2.0,1.0,70.0,10.0,5.0,39.0,27.0,4.0,70,15.0,85,1.0,11.0,8.0,3.0,7.0,,5.0,2.0,,2.0,1.0,,9.0,,1.0,12.0,24.0,,,,12.0,,3.0,2.0,4.0,2.0,,,2.0,,1.0,4.0,,,1.0,,3.0,4.0,4.0,,,49.0,206,,1.0,0.7777777777777778,0.8235294117647058,0.9814814814814815,0.4122137404580153,0.35294117647058826,0.6521739130434783,0.4122137404580153,0.6666666666666666,0.75,0.2,0.6265822784810127,0.6,0.8392857142857143,0.6352201257861635,0.6153846153846154,0.8448275862068966,0.8291139240506329,0.015267175572519083,,,,,0.019801980198019802,13.450760608486789,0.7777777777777778,0.19047619047619047,0.10465116279069768,0.023255813953488372,0.16115702479338842,0.03205128205128205,0.132,0.028462998102466792,0.029850746268656716,0.010101010101010102,0.04081632653061224,0.03187250996015936,0.03278688524590164,0.07894736842105263,0.10526315789473684,0.14285714285714285,0.19047619047619047,0.05660377358490566,0.012195121951219513,1.0,0.06962025316455696,0.6363636363636364,0.6363636363636364,0.5714285714285714,0.06962025316455696,0.7272727272727273,0.7272727272727273,0.875,0.03164556962025317,0.6,0.6,1.0,0.189873417721519,0.3333333333333333,0.3333333333333333,1.0,0.6392405063291139,0.43564356435643564,0.4444444444444444,0.9772727272727273,0.08,1.0,,0.12,,,0.56,0.42857142857142855,1.0,0.03571428571428571,,0.21428571428571427,0.8333333333333334,0.6071428571428571,0.5882352941176471,0.8987341772151899,0.43564356435643564,0.5441389240506329,0.527626923076923,0.5061875000000001,0.012658227848101266,0.07407407407407407,,0.15841584158415842,0.24257425742574257,9.040740740740741,25.703816793893132,0.1974050046339203,,,,,,,,,True,
1641775,1610612738,Jordan Walsh,Jordan Walsh,1641775,BOS,4496.0,75,38,156,157,47,29,17,313,,,,,,,,,,,2.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,,,,,,,4.0,7.0,3.0,15,161,,,1.0,1.0,2.0,5.0,,,1.0,3.0,1.0,4.0,,,12.0,,,2.0,2.0,,,,1.0,1.0,1.0,,,,,3.0,3.0,1.0,3.0,2.0,,5,4.0,9,1.0,,,,2.0,,2.0,1.0,,,,1.0,3.0,,1.0,2.0,4.0,,,,2.0,,1.0,,4.0,,,,1.0,,1.0,3.0,,,1.0,,2.0,3.0,2.0,,,4.0,47,,1.0,,,1.0,0.5714285714285714,1.0,0.3333333333333333,0.5714285714285714,,,,0.8571428571428571,1.5,0.5,0.8333333333333334,1.25,0.5,1.0,,,,,,,6.857142857142857,0.6666666666666666,,0.04878048780487805,0.043478260869565216,0.08108108108108109,0.08108108108108109,0.0641025641025641,0.06666666666666667,,0.09090909090909091,,0.06060606060606061,0.25,0.06666666666666667,0.045454545454545456,,0.09090909090909091,,0.3333333333333333,0.6666666666666666,,,,,,,,,,,,,0.7142857142857143,0.4,0.4,1.0,0.2857142857142857,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,1.0,0.3333333333333333,,,1.0,1.0,0.5730000000000001,,0.5899,0.125,1.0,,0.3333333333333333,0.26666666666666666,,24.014285714285712,0.30128205128205127,,,,,,,,,True,
201143,1610612738,Al Horford,Al Horford,201143,BOS,54727.0,912,267,1827,1824,373,267,210,3651,25.0,33.0,4.0,8.0,5.0,5.0,9.0,29.0,1.0,5.0,20.0,48.0,2.0,4.0,3.0,15.0,47.0,121.0,4.0,10.0,6.0,23.0,35.0,67.0,67.0,169.0,20.0,291,2045,5.0,10.0,6.0,14.0,2.0,30.0,8.0,13.0,9.0,38.0,7.0,50.0,64.0,6.0,201.0,,4.0,121.0,47.0,3.0,,25.0,47.0,72.0,30.0,17.0,10.0,8.0,7.0,191.0,26.0,5.0,68.0,84.0,3.0,155,31.0,186,4.0,21.0,15.0,6.0,14.0,6.0,12.0,11.0,1.0,2.0,,,25.0,4.0,5.0,37.0,52.0,1.0,4.0,2.0,23.0,,2.0,,22.0,2.0,,,10.0,,2.0,22.0,4.0,3.0,9.0,1.0,12.0,26.0,16.0,,,48.0,364,1.0,1.0,0.9142857142857143,0.9696969696969697,1.0,0.39644970414201186,0.42857142857142855,0.23684210526315788,0.39644970414201186,0.5223880597014925,0.5,0.6153846153846154,0.5741525423728814,0.5833333333333334,0.4215686274509804,0.5914634146341463,0.6,0.45454545454545453,0.7161016949152542,,0.04477611940298507,,0.10344827586206896,,,13.085465958474167,0.56,0.06976744186046512,0.18625277161862527,0.013404825737265416,0.1514476614699332,0.050387596899224806,0.1688888888888889,0.03487064116985377,0.022727272727272728,0.0058823529411764705,0.014084507042253521,0.04834605597964377,0.056910569105691054,0.16260162601626016,0.21333333333333335,0.1553398058252427,0.1440677966101695,0.17894736842105263,0.030534351145038167,0.6153846153846154,0.13983050847457626,0.7575757575757576,0.7575757575757576,0.92,0.1228813559322034,0.3103448275862069,0.34615384615384615,0.8888888888888888,0.0211864406779661,0.2,0.2,1.0,0.2033898305084746,0.4166666666666667,0.4166666666666667,1.0,0.5127118644067796,0.3884297520661157,0.3884297520661157,1.0,0.3333333333333333,0.5,0.5,0.16666666666666666,0.5,1.0,0.4166666666666667,0.4,1.0,0.09803921568627451,1.0,0.29411764705882354,0.2,0.45098039215686275,0.2608695652173913,0.8559322033898306,0.3884297520661157,0.5527847457627119,0.5606611111111112,0.5440960784313725,0.040983606557377046,0.13333333333333333,,0.10309278350515463,0.1718213058419244,5.4791044776119415,25.410650887573972,0.20415982484948003,,1.0,,2.0,,,,,True,
201950,1610612738,Jrue Holiday,Jrue Holiday,201950,BOS,73214.0,1220,205,2508,2506,512,338,252,5014,50.0,72.0,8.0,13.0,11.0,15.0,24.0,63.0,7.0,15.0,22.0,71.0,2.0,9.0,3.0,12.0,58.0,140.0,3.0,14.0,14.0,22.0,81.0,150.0,80.0,211.0,47.0,449,2769,10.0,21.0,5.0,23.0,4.0,39.0,15.0,27.0,17.0,34.0,15.0,96.0,88.0,74.0,201.0,39.0,16.0,140.0,58.0,8.0,5.0,80.0,62.0,142.0,49.0,13.0,59.0,13.0,8.0,346.0,39.0,16.0,64.0,58.0,1.0,123,56.0,179,8.0,44.0,25.0,19.0,29.0,12.0,22.0,16.0,,7.0,1.0,2.0,45.0,6.0,7.0,39.0,72.0,,3.0,1.0,45.0,1.0,1.0,4.0,53.0,5.0,,,20.0,1.0,8.0,18.0,1.0,1.0,7.0,,11.0,19.0,10.0,,,88.0,497,5.0,3.0,0.5432098765432098,0.6027397260273972,0.8375,0.3791469194312796,0.21739130434782608,0.5,0.3791469194312796,0.54,0.47619047619047616,0.5555555555555556,0.556786703601108,0.3977272727272727,0.6639344262295082,0.5831168831168831,0.42391304347826086,0.6956521739130435,0.5844875346260388,0.023696682464454975,0.05333333333333334,0.041666666666666664,0.07936507936507936,,0.02857142857142857,15.370834826227158,0.6444444444444445,0.020833333333333332,0.0882800608828006,0.032388663967611336,0.10355987055016182,0.0546984572230014,0.09568627450980392,0.045567522783761395,0.03680981595092025,0.02100840336134454,0.053763440860215055,0.05008944543828265,0.07142857142857142,0.06167400881057269,0.11295681063122924,0.07751937984496124,0.10869565217391304,0.08035714285714286,0.0427807486631016,0.5263157894736842,0.1994459833795014,0.6944444444444444,0.7246376811594203,0.56,0.1745152354570637,0.38095238095238093,0.41379310344827586,0.5416666666666666,0.04155124653739612,0.4666666666666667,0.4666666666666667,0.42857142857142855,0.19667590027700832,0.30985915492957744,0.3142857142857143,0.9545454545454546,0.3878116343490305,0.4142857142857143,0.4264705882352941,0.7931034482758621,0.29545454545454547,0.6153846153846154,0.125,0.20454545454545456,0.2222222222222222,1.0,0.3181818181818182,0.21428571428571427,1.0,0.2459016393442623,0.7333333333333333,0.19672131147540983,0.25,0.36065573770491804,0.6363636363636364,0.7839335180055401,0.4142857142857143,0.5427310249307479,0.5794090909090909,0.5498229508196721,0.05570291777188329,0.12121212121212122,0.0047169811320754715,0.08685968819599109,0.21380846325167038,5.798666666666665,25.209478672985778,0.20414673046251994,,,1.0,,0.017543859649122806,,1.0,0.014084507042253521,True,
