EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Corner3PctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,BadPassOutOfBoundsTurnovers,Travels,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,HeaveAttempts,BlockedCorner3,Defensive 3 Seconds Violations,FTOffRebounds,OffensiveGoaltends,OffFTReboundPct,3SecondViolations,on,LongMidRangePctBlocked,Transition Take Fouls Drawn,HeaveMakes,Transition Take Fouls,Clear Path Fouls
1626204,1610612737,Larry Nance Jr.,Larry Nance Jr.,1626204,ATL,1707.0,28.0,6.0,61.0,60.0,19.0,27.0,2.0,121.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,6.0,7.0,1.0,4.0,15.0,69.0,4.0,4.0,8.0,10.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,4,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,8.0,19.0,0.8333333333333334,0.8333333333333334,1.0,0.25,0.25,0.8571428571428571,1.0,0.6818181818181818,1.0,0.6818181818181818,1.0,0.3636363636363636,19.047619047619047,0.125,0.15,0.09375,0.0434782608695652,0.2,0.1333333333333333,0.2,0.3636363636363636,1.0,1.0,0.75,0.1818181818181818,0.5,0.5,1.0,0.0909090909090909,1.0,1.0,1.0,0.3636363636363636,0.25,0.25,1.0,0.75,1.0,0.7272727272727273,0.25,0.5147545454545455,0.55115,0.0909090909090909,0.1428571428571428,0.5333333333333333,5.557142857142856,26.4,0.3114754098360656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1627747,1610612737,Caris LeVert,Caris LeVert,1627747,ATL,41517.0,692.0,22.0,1475.0,1468.0,453.0,622.0,182.0,2943.0,67.0,95.0,15.0,20.0,30.0,61.0,2.0,9.0,32.0,100.0,99.0,165.0,46.0,136.0,388.0,1752.0,19.0,33.0,105.0,138.0,60.0,105.0,100.0,32.0,34.0,75.0,18.0,184.0,8.0,34.0,77.0,19.0,96,5.0,24.0,25.0,51.0,,52.0,,72.0,10.0,34.0,,105.0,446.0,0.696969696969697,0.7040816326530612,0.7608695652173914,0.3382352941176471,0.3382352941176471,0.6,0.5757575757575758,0.5581395348837209,0.6142857142857143,0.5878787878787879,0.6481481481481481,0.4518272425249169,20.99644128113879,0.0243161094224924,0.1107491856677524,0.1186708860759493,0.0287009063444108,0.0116959064327485,0.1184210526315789,0.0886075949367088,0.3156146179401993,0.7052631578947368,0.788235294117647,0.7611940298507462,0.2026578073089701,0.4918032786885246,0.4918032786885246,0.5666666666666667,0.0299003322259136,0.2222222222222222,0.2222222222222222,0.5,0.3322259136212624,0.32,0.3232323232323232,0.6875,0.2857142857142857,0.75,0.7674418604651163,0.32,0.5900592465753426,0.5846427536231885,0.1134969325153374,0.1798941798941798,0.2706185567010309,4.877575757575758,24.910447761194025,0.3071186440677966,8.0,13.0,14.0,36.0,1.0,3.0,8.0,13.0,2.0,8.0,8.0,24.0,52.0,10.0,16.0,3.0,11.0,10.0,39.0,16.0,37.0,19.0,33.0,2.0,10.0,2.0,41.0,16.0,22.0,16.0,3.0,11.0,41.0,2.0,5.0,24.0,14.0,10.0,19.0,15.0,1.0,4.0,2.0,1.0,7.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,4.0,13.0,1.0,1.0,7.0,1.0,5.0,14.0,8.0,6.0,4.0,0.2727272727272727,0.4324324324324324,0.625,0.5370370370370371,0.5909090909090909,0.0147058823529411,0.0606060606060606,0.1052631578947368,0.0277777777777777,0.01,0.7916666666666666,0.0555555555555555,0.1261538461538461,0.033033033033033,0.0458015267175572,0.0371900826446281,0.0219780219780219,0.1025641025641025,0.1290322580645161,0.1698113207547169,0.0349650349650349,0.5714285714285714,0.1196013289036544,0.3888888888888889,0.4,0.9285714285714286,0.4814814814814814,0.6153846153846154,0.625,0.1111111111111111,0.3333333333333333,1.0,0.2962962962962963,0.25,0.5,0.1857142857142857,0.6153846153846154,0.3428571428571428,0.3333333333333333,0.6219566666666669,0.0218978102189781,0.1005154639175257,,,,,,,,,,,,True,,,,,
1627777,1610612737,Georges Niang,Georges Niang,1627777,ATL,22993.0,383.0,-8.0,824.0,821.0,270.0,317.0,92.0,1645.0,14.0,24.0,3.0,8.0,8.0,22.0,1.0,3.0,32.0,69.0,23.0,49.0,40.0,98.0,182.0,994.0,5.0,18.0,70.0,42.0,4.0,117.0,69.0,32.0,7.0,26.0,2.0,59.0,5.0,24.0,47.0,6.0,53,11.0,18.0,21.0,43.0,,16.0,1.0,18.0,3.0,7.0,,70.0,266.0,0.9130434782608696,0.9545454545454546,0.975,0.4081632653061224,0.4081632653061224,0.4693877551020408,0.2777777777777778,0.564625850340136,0.5614035087719298,0.5909090909090909,0.5833333333333334,0.6666666666666666,18.494623655913976,0.0284090909090909,0.1340782122905028,0.1204481792717086,0.0164383561643835,0.032258064516129,0.1481481481481481,0.0909090909090909,0.1632653061224489,0.5833333333333334,0.5833333333333334,0.9285714285714286,0.1496598639455782,0.3636363636363636,0.3809523809523809,0.875,0.0204081632653061,0.3333333333333333,0.3333333333333333,1.0,0.4693877551020408,0.463768115942029,0.463768115942029,0.96875,0.1403508771929824,0.375,0.8299319727891157,0.463768115942029,0.5469714788732395,0.5495777777777778,0.0526315789473684,0.1320754716981132,0.3846153846153846,5.089795918367347,24.867346938775505,0.3276699029126214,1.0,5.0,8.0,29.0,,1.0,5.0,10.0,2.0,5.0,13.0,29.0,16.0,2.0,10.0,2.0,6.0,1.0,11.0,18.0,39.0,6.0,3.0,2.0,1.0,2.0,19.0,5.0,11.0,8.0,,1.0,19.0,4.0,2.0,6.0,3.0,3.0,7.0,3.0,1.0,4.0,1.0,2.0,2.0,3.0,5.0,2.0,1.0,,,1.0,2.0,4.0,,,3.0,,1.0,4.0,1.0,5.0,2.0,0.3333333333333333,0.4615384615384615,0.2,0.3125,0.34375,0.0204081632653061,0.0204081632653061,,0.0689655172413793,,0.3888888888888889,0.1818181818181818,0.1067415730337078,0.0052910052910052,0.0144927536231884,,0.0204081632653061,0.0869565217391304,0.1184210526315789,0.1212121212121212,0.0253164556962025,0.25,0.1972789115646258,0.2758620689655172,0.2962962962962963,1.0,0.3125,0.2,,0.0625,,,0.3125,0.4,1.0,0.175438596491228,0.5,0.5087719298245614,0.4482758620689655,0.503565,0.0101010101010101,0.0604395604395604,4.0,2.0,0.0454545454545454,0.0714285714285714,,,,,,,,True,,,,,
1629027,1610612737,Trae Young,Trae Young,1629027,ATL,27635.0,461.0,13.0,991.0,984.0,366.0,505.0,130.0,1975.0,19.0,37.0,9.0,14.0,42.0,81.0,11.0,22.0,28.0,100.0,72.0,140.0,29.0,103.0,358.0,1190.0,33.0,63.0,164.0,36.0,108.0,18.0,95.0,28.0,44.0,148.0,30.0,340.0,3.0,19.0,30.0,5.0,35,16.0,49.0,6.0,21.0,2.0,94.0,2.0,140.0,10.0,40.0,,155.0,359.0,0.25,0.2535211267605634,0.2068965517241379,0.2815533980582524,0.2959183673469387,0.5142857142857142,0.5238095238095238,0.4753086419753086,0.5051020408163265,0.5819672131147541,0.6212121212121212,0.4238683127572016,31.04661389621812,0.0140845070422535,0.0984455958549222,0.072139303482587,0.0113895216400911,0.0094339622641509,0.0985915492957746,0.0980392156862745,0.1522633744855967,0.5135135135135135,0.59375,0.3684210526315789,0.3333333333333333,0.5185185185185185,0.56,0.1904761904761904,0.0905349794238683,0.5,0.5,0.2727272727272727,0.411522633744856,0.28,0.2857142857142857,0.1785714285714285,0.1428571428571428,0.6428571428571429,0.5761316872427984,0.2947368421052631,0.4937837004405288,0.4730794736842105,0.1588447653429603,0.2352941176470588,0.4581005586592179,8.503571428571428,28.60776699029126,0.3693239152371342,3.0,5.0,1.0,3.0,,,,2.0,,5.0,11.0,33.0,127.0,7.0,9.0,,5.0,10.0,24.0,11.0,35.0,65.0,69.0,2.0,11.0,2.0,104.0,14.0,79.0,23.0,2.0,2.0,10.0,1.0,2.0,10.0,5.0,5.0,33.0,24.0,2.0,9.0,1.0,5.0,17.0,1.0,1.0,1.0,2.0,,3.0,4.0,28.0,,1.0,,,,,1.0,1.0,4.0,22.0,,0.3142857142857143,0.7777777777777778,0.5,0.6666666666666666,0.0194174757281553,0.0785714285714285,0.1351351351351351,,0.02,0.673469387755102,0.04,0.0478468899521531,0.0088495575221238,0.0116279069767441,,0.032258064516129,0.0547945205479452,0.048076923076923,0.03125,0.0165289256198347,1.0,0.0123456790123456,0.3333333333333333,0.3333333333333333,1.0,0.3571428571428571,0.6,0.6666666666666666,,,,0.3571428571428571,,,0.0204081632653061,,0.336734693877551,0.3333333333333333,0.5449300000000001,0.0373831775700934,0.0670391061452514,7.0,3.0,0.074074074074074,0.0476190476190476,5.0,1.0,,,,,,True,,,,,
1629611,1610612737,Terance Mann,Terance Mann,1629611,ATL,21219.0,354.0,23.0,741.0,748.0,218.0,296.0,106.0,1489.0,21.0,27.0,7.0,9.0,8.0,17.0,2.0,5.0,7.0,22.0,31.0,49.0,18.0,45.0,129.0,867.0,10.0,13.0,30.0,38.0,24.0,51.0,22.0,7.0,12.0,29.0,6.0,70.0,12.0,12.0,29.0,23.0,52,5.0,12.0,14.0,34.0,1.0,18.0,,22.0,1.0,7.0,,30.0,217.0,0.6129032258064516,0.76,0.9444444444444444,0.4,0.4,0.6326530612244898,0.7692307692307693,0.6170212765957447,0.4791666666666667,0.6201923076923077,0.5357142857142857,0.4787234042553192,13.50407450523865,0.0727272727272727,0.0769230769230769,0.0817610062893081,0.066860465116279,0.0952380952380952,0.0689655172413793,0.1,0.2872340425531915,0.7777777777777778,0.8076923076923077,0.6190476190476191,0.1808510638297872,0.4705882352941176,0.4705882352941176,0.625,0.0531914893617021,0.4,0.4,0.5,0.2340425531914893,0.3181818181818182,0.3181818181818182,0.8571428571428571,0.375,0.7777777777777778,0.7659574468085106,0.3181818181818182,0.5542293478260869,0.5588613636363636,0.0792079207920792,0.1272727272727272,0.2325581395348837,5.50204081632653,24.390909090909087,0.2941970310391363,5.0,8.0,11.0,23.0,1.0,2.0,1.0,4.0,1.0,3.0,,7.0,13.0,5.0,10.0,2.0,5.0,1.0,17.0,1.0,11.0,7.0,3.0,12.0,1.0,1.0,17.0,6.0,10.0,6.0,1.0,11.0,14.0,3.0,,14.0,9.0,5.0,7.0,4.0,1.0,3.0,,,2.0,,3.0,1.0,2.0,,,1.0,3.0,2.0,,,2.0,,,2.0,,6.0,3.0,0.4,0.0909090909090909,0.5,0.5333333333333333,0.5,0.0222222222222222,0.0204081632653061,0.037037037037037,0.0434782608695652,,0.5833333333333334,0.2142857142857142,0.0864197530864197,0.0614525139664804,0.0634920634920634,0.0451127819548872,0.108695652173913,0.1186440677966101,0.0632911392405063,0.0833333333333333,,,0.2446808510638297,0.4782608695652174,0.5,1.0,0.5333333333333333,0.625,,0.1333333333333333,0.5,1.0,0.2,0.3333333333333333,1.0,0.1666666666666666,0.25,0.2916666666666667,,0.5888277777777778,0.0217391304347826,0.1317829457364341,3.0,,,,,,1.0,,,,,True,,,,,
1630700,1610612737,Dyson Daniels,Dyson Daniels,1630700,ATL,28039.0,467.0,31.0,993.0,985.0,295.0,407.0,110.0,1978.0,39.0,60.0,16.0,22.0,35.0,76.0,1.0,3.0,4.0,17.0,75.0,139.0,8.0,28.0,188.0,1144.0,28.0,45.0,67.0,78.0,72.0,24.0,17.0,4.0,29.0,70.0,20.0,169.0,13.0,37.0,77.0,23.0,100,13.0,36.0,20.0,33.0,1.0,17.0,,22.0,,9.0,,67.0,288.0,0.52,0.5571428571428572,1.0,0.2857142857142857,0.2857142857142857,0.539568345323741,0.6222222222222222,0.5209580838323353,0.5961538461538461,0.5280898876404494,0.6090909090909091,0.1676646706586826,19.022222222222226,0.0570175438596491,0.1705069124423963,0.1550561797752809,0.0482758620689655,0.0333333333333333,0.1296296296296296,0.2909090909090909,0.3592814371257485,0.65,0.6842105263157895,0.5128205128205128,0.4550898203592814,0.4605263157894737,0.4861111111111111,0.5142857142857142,0.0179640718562874,0.3333333333333333,0.3333333333333333,1.0,0.1017964071856287,0.2352941176470588,0.2352941176470588,1.0,0.4230769230769231,0.7272727272727273,0.5269461077844312,0.2352941176470588,0.5564887195121951,0.5717692307692308,0.0511363636363636,0.0608108108108108,0.3563829787234042,5.237410071942446,24.817857142857143,0.297079556898288,6.0,10.0,4.0,11.0,,,2.0,3.0,,3.0,,4.0,14.0,9.0,16.0,,3.0,1.0,19.0,2.0,7.0,5.0,,10.0,7.0,,41.0,9.0,24.0,15.0,2.0,8.0,32.0,8.0,7.0,38.0,24.0,14.0,23.0,19.0,2.0,4.0,1.0,4.0,9.0,1.0,,1.0,1.0,,,,2.0,5.0,1.0,1.0,2.0,,3.0,6.0,4.0,3.0,2.0,,0.2857142857142857,0.5625,0.4736842105263157,0.4523809523809524,,0.0503597122302158,0.05,,,0.6388888888888888,0.32,0.1403508771929824,0.038647342995169,0.0869565217391304,0.0410958904109589,0.0327868852459016,0.1204819277108433,0.125,0.2195121951219512,0.0945945945945946,0.6666666666666666,0.0658682634730539,0.3636363636363636,0.3636363636363636,1.0,0.5263157894736842,0.6,0.3333333333333333,,,,0.1578947368421052,,,0.0576923076923076,0.6666666666666666,0.0769230769230769,,0.5479375,,0.101063829787234,5.0,1.0,0.0526315789473684,0.0625,,,,2.0,1.0,0.074074074074074,,True,,,,,
1630249,1610612737,Vít Krejčí,Vít Krejčí,1630249,ATL,8688.0,145.0,21.0,312.0,308.0,86.0,136.0,22.0,620.0,5.0,5.0,2.0,2.0,2.0,4.0,,,8.0,17.0,7.0,9.0,15.0,25.0,63.0,368.0,3.0,4.0,12.0,14.0,,45.0,17.0,8.0,5.0,20.0,2.0,45.0,,9.0,24.0,3.0,27,2.0,4.0,6.0,9.0,,8.0,,4.0,,2.0,,12.0,86.0,1.0,1.0,1.0,0.6,0.6,0.7777777777777778,0.75,0.8676470588235294,0.8571428571428571,0.875,0.8571428571428571,0.7352941176470589,11.799410029498524,,0.1428571428571428,0.1693548387096774,0.0241935483870967,,0.0930232558139534,0.25,0.1470588235294117,1.0,1.0,1.0,0.1176470588235294,0.5,0.5,1.0,,,,,0.5,0.4705882352941176,0.4705882352941176,1.0,0.2857142857142857,1.0,0.8823529411764706,0.4705882352941176,0.5847691176470589,0.6006285714285715,0.0555555555555555,0.1818181818181818,0.1904761904761904,4.644444444444444,24.988,0.2756410256410256,,,7.0,8.0,,,2.0,3.0,1.0,1.0,,,4.0,,,1.0,1.0,,3.0,2.0,3.0,,,,,,15.0,3.0,8.0,7.0,,3.0,12.0,3.0,,3.0,2.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,2.0,,,2.0,,,2.0,1.0,,,1.0,0.6666666666666666,,1.5,1.5,,,,,,0.5,0.3,0.1967213114754098,0.044776119402985,,0.0204081632653061,0.1111111111111111,0.3333333333333333,0.1621621621621621,0.1111111111111111,,0.5,0.2352941176470588,0.875,0.875,1.0,,,,,,,1.0,1.0,1.0,0.4285714285714285,0.6666666666666666,,,0.5334,,0.0476190476190476,,1.0,,,,,,,,,,True,,,,,
1642258,1610612737,Zaccharie Risacher,Zaccharie Risacher,1642258,ATL,11564.0,193.0,-7.0,409.0,405.0,86.0,120.0,48.0,814.0,19.0,29.0,4.0,7.0,7.0,16.0,1.0,1.0,6.0,20.0,27.0,46.0,17.0,38.0,115.0,494.0,6.0,11.0,31.0,36.0,18.0,51.0,20.0,6.0,3.0,11.0,1.0,25.0,6.0,7.0,16.0,9.0,25,3.0,4.0,8.0,12.0,,10.0,,15.0,,5.0,,31.0,86.0,0.6666666666666666,0.72,1.0,0.4473684210526316,0.4473684210526316,0.5869565217391305,0.5454545454545454,0.625,0.7105263157894737,0.6318681318681318,0.7045454545454546,0.4523809523809524,20.042194092827003,0.058252427184466,0.0853658536585365,0.081967213114754,0.0478723404255319,0.0357142857142857,0.109375,,0.3452380952380952,0.6551724137931034,0.6785714285714286,0.7368421052631579,0.1904761904761904,0.4375,0.5384615384615384,0.4285714285714285,0.0119047619047619,1.0,1.0,1.0,0.238095238095238,0.3,0.3,1.0,0.3684210526315789,0.5714285714285714,0.7976190476190477,0.3,0.5883138554216868,0.5788552631578948,0.0666666666666666,0.0980392156862745,0.2695652173913043,3.582608695652175,24.518421052631584,0.2102689486552567,3.0,8.0,11.0,18.0,1.0,1.0,5.0,5.0,1.0,3.0,,3.0,10.0,4.0,9.0,2.0,4.0,,14.0,5.0,8.0,4.0,,4.0,4.0,,8.0,2.0,6.0,2.0,,3.0,8.0,1.0,3.0,8.0,5.0,3.0,1.0,,,1.0,,1.0,,,1.0,,2.0,,,1.0,1.0,6.0,,,3.0,,3.0,6.0,4.0,1.0,1.0,0.5,0.625,0.4444444444444444,0.5384615384615384,0.5384615384615384,,0.0869565217391304,0.0344827586206896,,,0.25,0.1111111111111111,0.0792079207920792,0.0352941176470588,0.1,0.0350877192982456,0.0357142857142857,0.025,0.0851063829787234,0.2142857142857142,0.0833333333333333,0.6666666666666666,0.2142857142857142,0.6111111111111112,0.6111111111111112,1.0,0.6153846153846154,0.375,,0.0769230769230769,1.0,1.0,0.2307692307692307,0.3333333333333333,1.0,0.2631578947368421,1.0,0.1578947368421052,,0.587255,0.0256410256410256,0.1217391304347826,,3.0,0.1875,,,,,,,,,True,,,,,
1630168,1610612737,Onyeka Okongwu,Onyeka Okongwu,1630168,ATL,24518.0,409.0,47.0,866.0,857.0,255.0,370.0,100.0,1723.0,47.0,66.0,12.0,15.0,21.0,34.0,,1.0,4.0,19.0,68.0,101.0,8.0,34.0,205.0,1008.0,17.0,25.0,55.0,104.0,32.0,24.0,18.0,4.0,11.0,30.0,8.0,71.0,30.0,38.0,96.0,43.0,139,8.0,20.0,21.0,32.0,3.0,40.0,,58.0,6.0,28.0,,51.0,248.0,0.7647058823529411,0.912280701754386,1.0,0.2352941176470588,0.2424242424242424,0.6732673267326733,0.68,0.5925925925925926,0.5,0.6366459627329193,0.625,0.2518518518518518,18.450560652395517,0.1570680628272251,0.2134831460674157,0.2401055408970976,0.1155913978494623,0.1717171717171717,0.2442748091603053,0.1276595744680851,0.4888888888888889,0.7121212121212122,0.7580645161290323,0.7446808510638298,0.2518518518518518,0.6176470588235294,0.6774193548387096,0.8095238095238095,0.0074074074074074,,,,0.1407407407407407,0.2105263157894736,0.2105263157894736,1.0,0.4411764705882353,0.8,0.7407407407407407,0.2222222222222222,0.5810047619047619,0.571560606060606,0.1783439490445859,0.2276422764227642,0.2682926829268293,3.792079207920792,25.53939393939394,0.2944572748267898,11.0,22.0,4.0,15.0,1.0,3.0,,3.0,,2.0,,6.0,45.0,13.0,24.0,1.0,5.0,6.0,35.0,,9.0,21.0,,22.0,7.0,,19.0,3.0,14.0,5.0,,13.0,53.0,5.0,3.0,10.0,5.0,5.0,12.0,10.0,1.0,2.0,1.0,2.0,4.0,,3.0,2.0,,,,,4.0,14.0,1.0,,6.0,,8.0,15.0,7.0,5.0,2.0,0.2,,0.5416666666666666,0.5,0.5303030303030303,,0.0693069306930693,0.0606060606060606,,,0.6,0.2,0.263681592039801,0.0718232044198895,0.1392405063291139,0.056,0.1071428571428571,0.2816901408450704,0.303030303030303,0.0967741935483871,0.0612244897959183,0.4666666666666667,0.1111111111111111,0.2666666666666666,0.2666666666666666,1.0,0.7586206896551724,0.5,0.0909090909090909,0.1034482758620689,0.3333333333333333,1.0,0.0689655172413793,,,0.088235294117647,,0.1764705882352941,,0.5735891304347825,,0.1707317073170731,1.0,,0.088235294117647,0.1538461538461538,1.0,1.0,,,1.0,,1.0,True,,,,,
1631230,1610612737,Dominick Barlow,Dominick Barlow,1631230,ATL,7126.0,119.0,-2.0,260.0,261.0,86.0,131.0,36.0,521.0,12.0,18.0,2.0,2.0,2.0,5.0,1.0,2.0,2.0,4.0,15.0,25.0,3.0,11.0,49.0,309.0,3.0,5.0,15.0,24.0,6.0,9.0,4.0,2.0,3.0,9.0,1.0,21.0,11.0,5.0,15.0,17.0,32,2.0,3.0,15.0,18.0,1.0,12.0,,14.0,2.0,5.0,1.0,15.0,86.0,0.8,1.0,1.0,0.2727272727272727,0.2727272727272727,0.6,0.6,0.5416666666666666,0.5,0.5833333333333334,0.5769230769230769,0.3055555555555556,14.802631578947368,0.1896551724137931,0.1282051282051282,0.15625,0.1382113821138211,0.2142857142857142,0.1034482758620689,0.2,0.5,0.6666666666666666,0.7058823529411765,0.8333333333333334,0.1388888888888889,0.4,0.5,0.5,0.0555555555555555,0.5,0.5,1.0,0.1111111111111111,0.5,0.5,1.0,0.2222222222222222,1.0,0.8055555555555556,0.5,0.5938318181818182,0.5073187499999999,0.1282051282051282,0.1785714285714285,0.3061224489795918,3.868,23.62,0.3307692307692307,2.0,6.0,1.0,7.0,,1.0,1.0,3.0,1.0,1.0,,1.0,10.0,3.0,8.0,1.0,2.0,2.0,11.0,1.0,4.0,6.0,,6.0,2.0,,6.0,2.0,2.0,3.0,1.0,6.0,10.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,3.0,,,,,3.0,3.0,,,1.0,,2.0,3.0,2.0,1.0,3.0,0.5,0.25,0.375,0.45,0.5,,0.08,0.0555555555555555,,,0.3333333333333333,,0.175438596491228,0.0923076923076923,0.1666666666666666,0.12,,0.2352941176470588,0.1071428571428571,0.25,0.0625,0.6666666666666666,0.1944444444444444,0.1428571428571428,0.1428571428571428,1.0,0.6,0.3333333333333333,,0.1,,,0.1,1.0,1.0,0.3333333333333333,0.3333333333333333,0.1111111111111111,,0.5481374999999999,,0.2244897959183673,,1.0,0.2,0.1666666666666666,,,1.0,,,,,True,,,,,
