EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,FG3M,PtsUnassisted3s,NonHeaveArc3FGM,BadPassTurnovers,Blocked3s,BlockedArc3,Blocks,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,Corner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,Blocked2s,BlockedShortMidRange,RecoveredBlocks,Assisted3sPct,PenaltyFg3Pct,PenaltyEfgPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChancePoints,PenaltyFG2M,PtsUnassisted2s,PtsPutbacks,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,LostBallOutOfBoundsTurnovers,ShootingFouls,Loose Ball Fouls Drawn,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,LongMidRangeFGM,SecondChanceFtPoints,Fg2aBlocked,FTDefRebounds,Travels,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Offensive Fouls Drawn,Offensive Fouls,Fg3aBlocked,SelfOReb,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,SelfORebPct,2pt And 1 Free Throw Trips,BlockedAtRim,DefensiveGoaltends,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,OffShortMidRangeReboundPct,on,StepOutOfBoundsTurnovers,Charge Fouls,Charge Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,3SecondViolations,LongMidRangePctBlocked,HeaveAttempts,Transition Take Fouls,Transition Take Fouls Drawn,BlockedCorner3,Defensive 3 Seconds Violations,FTOffRebounds,OffensiveGoaltends,OffFTReboundPct,Corner3PctBlocked
1628369,1610612738,Jayson Tatum,Jayson Tatum,1628369,BOS,589.0,10,3,19,18,10.0,7.0,4.0,37,1.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,4.0,2.0,4.0,17,1.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,0.25,0.125,0.2222222222222222,0.2,0.5,45.833333333333336,0.5,0.25,0.14285714285714285,0.25,0.125,0.125,1.0,1.0,1.0,0.25,0.5,0.75,0.625,0.47799375000000005,0.449325,0.5,10.95,28.975,0.5263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1628401,1610612738,Derrick White,Derrick White,1628401,BOS,217.0,4,-1,8,6,2.0,1.0,,14,,,,,3.0,1.0,,,3.0,,3.0,9,,1.0,,,,3.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,2.0,,,,,0.5,0.5,,1.0,50.0,1.0,,,,,,,,,,1.0,1.0,1.0,0.47325,0.38355,,,25.900000000000002,0.25,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1630573,1610612738,Sam Hauser,Sam Hauser,1630573,BOS,900.0,15,-2,29,25,12.0,3.0,5.0,54,,,,,5.0,2.0,,,6.0,,6.0,30,,2.0,,3.0,,5.0,,,,,,,,,,,,,,,,,,,1.0,,,3.0,12.0,,,,,0.5,0.5,0.75,1.0,17.64705882352941,,,,,,,,,,,0.8333333333333334,1.0,1.0,0.5515500000000001,0.561975,0.5,,26.650000000000002,0.41379310344827586,1.0,2.0,,1.0,,,,1.0,0.3333333333333333,0.3333333333333333,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,0.5,0.75,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1631120,1610612738,JD Davison,JD Davison,1631120,BOS,5574.0,93,-28,179,181,49.0,49.0,30.0,360,6.0,4.0,6.0,4.0,15.0,4.0,8.0,16.0,18.0,5.0,33.0,194,6.0,5.0,4.0,10.0,4.0,15.0,7.0,6.0,13.0,4.0,3.0,32.0,7.0,11.0,13.0,8.0,3.0,5.0,4.0,13.0,,3.0,2.0,,5.0,7.0,,10.0,48.0,,0.25,0.2857142857142857,0.5,0.4117647058823529,0.44594594594594594,0.38461538461538464,0.5294117647058824,23.36448598130841,0.6153846153846154,0.15217391304347827,0.13095238095238096,0.16216216216216217,0.17647058823529413,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.25,0.11764705882352941,0.4411764705882353,0.36363636363636365,0.7058823529411765,0.5122205882352941,0.5078590909090909,0.30303030303030304,8.1125,26.35,0.2737430167597765,3.0,4.0,3.0,3.0,4.0,,,1.0,0.2222222222222222,0.2222222222222222,0.2,0.2,0.2,1.0,3.0,8.0,,9.0,,9.0,1.0,1.0,,0.75,,0.2727272727272727,,0.08823529411764706,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.7272727272727273,,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,13.0,3.0,12.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,0.3333333333333333,1.0,0.5,0.5909090909090909,0.5909090909090909,0.10526315789473684,0.034482758620689655,0.015384615384615385,0.02127659574468085,0.1111111111111111,0.01818181818181818,0.07142857142857142,0.10526315789473684,0.2,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.25,0.09090909090909091,1.0,0.09090909090909091,1.0,1.0,0.25,1.0,0.2727272727272727,0.6666666666666666,0.09090909090909091,0.5227625,0.08108108108108109,0.1111111111111111,0.05263157894736842,0.3939393939393939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1631248,1610612738,Baylor Scheierman,Baylor Scheierman,1631248,BOS,4532.0,76,-24,144,146,44.0,39.0,27.0,290,4.0,1.0,4.0,3.0,16.0,3.0,5.0,11.0,19.0,5.0,27.0,150,3.0,4.0,3.0,5.0,6.0,16.0,,3.0,3.0,2.0,,9.0,4.0,8.0,14.0,,,2.0,,2.0,,,3.0,,4.0,6.0,1.0,5.0,43.0,1.0,0.6,0.6,0.45454545454545453,0.36666666666666664,0.4090909090909091,0.2777777777777778,0.6333333333333333,20.0,,0.10810810810810811,0.109375,0.034482758620689655,0.13333333333333333,0.13333333333333333,0.25,0.3333333333333333,1.0,0.1,0.5333333333333333,0.42857142857142855,0.7666666666666667,0.520865,0.47412857142857134,0.18518518518518517,8.163636363636364,26.652631578947375,0.3055555555555556,4.0,4.0,3.0,4.0,,,,1.0,0.21052631578947367,0.21052631578947367,0.25,0.25,0.25,,3.0,1.0,,2.0,,9.0,1.0,1.0,,0.75,,0.14285714285714285,,0.1,,,,0.75,0.3333333333333333,,3.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,6.0,1.0,4.0,,1.0,,,4.0,2.0,3.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,0.5,,0.3333333333333333,0.5,0.6,0.1111111111111111,0.07692307692307693,0.07407407407407407,0.075,0.14285714285714285,0.06382978723404255,,0.25,,0.375,0.75,0.75,0.3333333333333333,0.3333333333333333,,0.3333333333333333,,,1.0,1.0,0.14285714285714285,,0.14285714285714285,0.6058749999999999,0.0625,0.15384615384615385,,0.2222222222222222,1.0,3.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.25,0.25,0.09090909090909091,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1628436,1610612738,Luke Kornet,Luke Kornet,1628436,BOS,1056.8,18,21,31,31,3.0,6.0,8.0,62,3.0,,,1.0,,,4.0,4.0,,,8.0,25,,,,,6.0,,1.0,,1.0,,,2.0,1.0,1.0,4.0,,,,,,,,1.0,,1.0,,,,2.0,,0.75,1.0,1.0,1.0,1.0,,,10.0,,0.09090909090909091,0.05,0.125,0.75,,,,,0.25,,,0.75,0.5979,,,4.9750000000000005,,0.0967741935483871,,,,,,,,2.0,,,,,,,,,,,,,2.0,2.0,1.0,,,,0.5,,,,,,,,3.0,1.0,1.0,,,,,,,1.0,1.0,,2.0,,2.0,2.0,,1.0,,,3.0,,3.0,,,,,1.0,,,,,1.0,,1.0,1.0,,0.375,,0.16666666666666666,0.5,,,,,,1.0,1.0,0.6666666666666666,1.0,1.0,,,,,,,,,0.6093,,,,0.25,1.0,,,,,,,,,0.5,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1628470,1610612738,Torrey Craig,Torrey Craig,1628470,BOS,606.0,10,4,20,21,3.0,11.0,2.0,41,,,,,,,,,1.0,,,20,,,,,,,2.0,1.0,3.0,,2.0,7.0,,2.0,5.0,,,1.0,,1.0,,,1.0,,,,,,3.0,,,,,,,,1.0,8.333333333333334,,,0.2222222222222222,,,,,,,,,,1.0,0.6126,,,,22.6,0.15,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,0.5,0.3333333333333333,0.4,0.375,,0.3333333333333333,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1630202,1610612738,Payton Pritchard,Payton Pritchard,1630202,BOS,1566.0,26,8,48,49,7.0,6.0,10.0,97,4.0,,,1.0,9.0,,3.0,5.0,11.0,4.0,25.0,47,,,4.0,4.0,,9.0,5.0,1.0,6.0,1.0,3.0,13.0,1.0,1.0,2.0,3.0,,,1.0,3.0,,,1.0,1.0,2.0,4.0,2.0,2.0,6.0,1.0,,,0.6,0.65625,0.6944444444444444,1.0,0.6875,35.59322033898305,1.0,0.0625,0.03571428571428571,0.08333333333333333,0.25,,,,,0.0625,0.5625,,0.9375,0.50755625,,0.16,5.640000000000001,26.79090909090909,0.14583333333333334,4.0,5.0,3.0,4.0,2.0,,,,0.45454545454545453,0.45454545454545453,0.4444444444444444,0.5,0.4444444444444444,1.0,2.0,2.0,,2.0,,12.0,,,,0.8,,,,0.125,0.5,0.5,1.0,0.75,1.0,,3.0,,,,,,,,1.0,,,1.0,3.0,,6.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,0.5,,,0.75,0.75,,,0.07692307692307693,0.038461538461538464,,0.1,,,,,0.75,1.0,,,,,,,0.5,1.0,,,,0.5197499999999999,,,,0.12,,,1.0,,,,0.2,,,,,,,,,,1.0,1.0,0.09090909090909091,0.25,0.1111111111111111,0.16666666666666666,,,,,,,,True,,,,,,,,,,,,,,,,,
1629674,1610612738,Neemias Queta,Neemias Queta,1629674,BOS,3302.0,55,-10,105,107,26.0,18.0,18.0,212,7.0,2.0,4.0,,1.0,,8.0,11.0,1.0,4.0,20.0,120,1.0,,1.0,1.0,16.0,1.0,2.0,4.0,6.0,3.0,1.0,16.0,5.0,9.0,13.0,,,1.0,,1.0,,,6.0,1.0,3.0,5.0,1.0,1.0,25.0,1.0,1.0,1.0,0.7272727272727273,0.6666666666666666,0.7142857142857143,0.25,0.08333333333333333,11.904761904761905,,0.18518518518518517,0.19148936170212766,0.23809523809523808,0.5833333333333334,0.3333333333333333,0.5,0.5,1.0,,0.08333333333333333,,0.6666666666666666,0.5747125,0.5903,0.05,3.4454545454545458,27.6,0.24761904761904763,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,2.0,1.0,2.0,,,,0.6666666666666666,,,,,,,,6.0,1.0,2.0,,1.0,,,,,1.0,3.0,,4.0,,,,1.0,1.0,,3.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,5.0,,2.0,,,0.3333333333333333,,0.3333333333333333,0.5,0.2,0.06666666666666667,0.08333333333333333,0.0784313725490196,,0.03333333333333333,0.3333333333333333,0.2,,,0.8571428571428571,1.0,1.0,0.6666666666666666,0.5,,,,,,1.0,,,0.51955,0.15384615384615385,0.16666666666666666,,0.2,,2.0,1.0,,,,0.09090909090909091,,,0.16666666666666666,0.3333333333333333,,,,,,,,,0.14285714285714285,,,1.0,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,
1641775,1610612738,Jordan Walsh,Jordan Walsh,1641775,BOS,3226.2,54,-33,107,112,38.0,37.0,17.0,219,5.0,,,,7.0,,2.0,5.0,10.0,,10.0,127,4.0,2.0,,10.0,2.0,7.0,,3.0,3.0,3.0,,9.0,3.0,5.0,10.0,4.0,,1.0,1.0,5.0,1.0,2.0,5.0,,2.0,,,10.0,38.0,,0.5,1.0,0.4,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.6666666666666666,15.748031496062993,0.8,0.10714285714285714,0.07692307692307693,0.08333333333333333,0.3333333333333333,,,,,,0.4666666666666667,,1.0,0.5820833333333333,0.655475,1.0,2.1399999999999997,25.9,0.35514018691588783,,2.0,,,3.0,1.0,1.0,2.0,0.2,0.2,,,,2.0,3.0,,,1.0,2.0,6.0,1.0,,,1.0,1.0,0.8333333333333334,,0.2,0.6666666666666666,0.6666666666666666,1.0,,,,2.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,,2.0,3.0,1.0,7.0,2.0,2.0,2.0,,,,4.0,1.0,1.0,5.0,3.0,2.0,1.0,,3.0,,,,1.0,0.6666666666666666,0.5,0.875,0.875,0.041666666666666664,0.07142857142857142,0.10526315789473684,0.09615384615384616,0.25,0.12903225806451613,,0.1,,0.25,0.4,0.4,0.5,0.75,0.6666666666666666,0.25,1.0,1.0,,,0.6666666666666666,0.5,0.3333333333333333,0.5352,,,,0.7,,,,1.0,1.0,,,,0.25,,,,,,,,,1.0,,,,0.09090909090909091,,1.0,,0.5,2.0,1.0,,True,,,,,,,,,,,,,,,,,
