EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTDefRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Transition Take Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,Fg3aBlocked,FTOffRebounds,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,Transition Take Fouls,Corner3PctBlocked,Charge Fouls Drawn,on
1626179,1610612748,Terry Rozier,Terry Rozier,1626179,MIA,39586.0,660,-86,1326,1337,279.0,200.0,142.0,2663,35.0,56.0,4.0,10.0,9.0,12.0,23.0,49.0,8.0,21.0,12.0,58.0,2.0,6.0,4.0,12.0,20.0,72.0,2.0,7.0,3.0,18.0,66.0,126.0,32.0,130.0,37.0,265.0,1517.0,7.0,16.0,4.0,13.0,4.0,30.0,14.0,23.0,7.0,30.0,9.0,58.0,60.0,72.0,75.0,21.0,6.0,1.0,71.0,20.0,12.0,33.0,29.0,62.0,20.0,9.0,10.0,18.0,5.0,153.0,12.0,12.0,50.0,23.0,73.0,24.0,97.0,5.0,18.0,13.0,5.0,19.0,6.0,13.0,14.0,6.0,2.0,1.0,33.0,8.0,14.0,29.0,2.0,1.0,3.0,38.0,1.0,5.0,42.0,3.0,1.0,20.0,1.0,2.0,7.0,1.0,1.0,2.0,5.0,8.0,6.0,58.0,278.0,2.0,2.0,0.45454545454545453,0.47619047619047616,0.78125,0.24615384615384617,0.3076923076923077,0.23333333333333334,0.24806201550387597,0.5238095238095238,0.4375,0.6086956521739131,0.4453125,0.4482758620689655,0.46226415094339623,0.4818181818181818,0.4838709677419355,0.5,0.5078125,0.09523809523809523,0.05357142857142857,0.16326530612244897,0.047619047619047616,20.64343163538874,0.5757575757575758,0.07371794871794872,0.03870967741935484,0.15432098765432098,0.03488372093023256,0.11477987421383648,0.03669724770642202,0.030612244897959183,0.04,0.05405405405405406,0.03347280334728033,0.0380952380952381,0.04081632653061224,0.08928571428571429,0.08695652173913043,0.13414634146341464,0.21794871794871795,0.03496503496503497,0.75,0.21875,0.625,0.660377358490566,0.4857142857142857,0.19140625,0.46938775510204084,0.5609756097560976,0.391304347826087,0.08203125,0.38095238095238093,0.4,0.5,0.2265625,0.20689655172413793,0.20689655172413793,1.0,0.28125,0.2777777777777778,0.2777777777777778,0.65,0.3448275862068966,0.4,0.25,0.20689655172413793,0.3333333333333333,1.0,0.2413793103448276,0.2857142857142857,1.0,0.22641509433962265,0.75,0.22641509433962265,0.3333333333333333,0.33962264150943394,0.16666666666666666,0.7265625,0.28169014084507044,0.5460725490196077,0.5193954545454545,0.5386471153846154,0.07692307692307693,0.13986013986013987,0.007692307692307693,0.11320754716981132,0.2188679245283019,7.128571428571428,24.815384615384612,0.21040723981900453,,,,,,,,,,,,,,,,,,,,,True
1626196,1610612748,Josh Richardson,Josh Richardson,1626196,MIA,2165.0,36,-30,78,81,10.0,19.0,6.0,159,1.0,2.0,,1.0,,,,,,1.0,,,,,,,2.0,5.0,,,,1.0,1.0,3.0,2.0,5.0,4.0,12.0,104.0,,1.0,,,,,,,,1.0,,,2.0,,6.0,,,,5.0,2.0,,3.0,1.0,4.0,1.0,,3.0,,,9.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,,2.0,1.0,1.0,,1.0,,1.0,,,,1.0,,3.0,4.0,,,,3.0,,,4.0,,,2.0,,,,,,,,,,,10.0,1.0,,1.0,1.0,1.0,0.4,,,0.4,0.3333333333333333,,,0.5,,,0.6,,,0.625,,,,,12.790697674418604,,0.07692307692307693,0.0625,0.11764705882352941,0.05263157894736842,0.1,0.05714285714285714,,,0.5,0.07142857142857142,,,0.25,,0.07692307692307693,0.25,,,0.25,0.5,0.5,1.0,,,,,0.125,,,,,,,,0.625,0.4,0.4,1.0,1.0,,,,,,,,,,,,,1.0,,0.875,0.4,0.57485,0.623,,0.2,0.4,,,,5.733333333333333,27.919999999999998,0.1282051282051282,,,,,,,,,,,,,,,,,,,,,True
1628389,1610612748,Bam Adebayo,Bam Adebayo,1628389,MIA,75395.0,1257,16,2476,2494,402.0,336.0,269.0,4970,84.0,122.0,22.0,40.0,12.0,18.0,106.0,241.0,27.0,62.0,11.0,28.0,2.0,4.0,1.0,4.0,26.0,80.0,,4.0,4.0,18.0,217.0,425.0,37.0,108.0,126.0,671.0,2801.0,31.0,67.0,2.0,8.0,17.0,85.0,34.0,66.0,5.0,22.0,34.0,117.0,268.0,166.0,102.0,9.0,34.0,,80.0,26.0,23.0,92.0,87.0,179.0,72.0,15.0,61.0,24.0,7.0,445.0,36.0,54.0,132.0,143.0,293.0,90.0,383.0,14.0,52.0,34.0,18.0,38.0,13.0,22.0,45.0,16.0,1.0,4.0,83.0,13.0,39.0,73.0,3.0,5.0,10.0,149.0,16.0,1.0,165.0,17.0,,77.0,,13.0,22.0,1.0,1.0,9.0,12.0,23.0,16.0,115.0,399.0,3.0,11.0,0.6175115207373272,0.67,0.918918918918919,0.3425925925925926,0.25,0.22727272727272727,0.3425925925925926,0.5105882352941177,0.4626865671641791,0.5151515151515151,0.5112570356472795,0.4533333333333333,0.4715909090909091,0.5511551155115512,0.4941860465116279,0.5321100917431193,0.2026266416510319,0.05411764705882353,0.06557377049180328,0.058091286307053944,0.016129032258064516,24.659498207885306,0.4578313253012048,0.24444444444444444,0.09490333919156414,0.22837370242214533,0.05834683954619125,0.236457437661221,0.07588532883642496,0.10982658959537572,0.0911854103343465,0.07462686567164178,0.05357142857142857,0.07100591715976332,0.22404371584699453,0.2532894736842105,0.25510204081632654,0.2394678492239468,0.1889763779527559,0.056,0.6956521739130435,0.22889305816135083,0.6885245901639344,0.7368421052631579,0.6547619047619048,0.4521575984990619,0.43983402489626555,0.4669603524229075,0.5943396226415094,0.11632270168855535,0.43548387096774194,0.4426229508196721,0.5925925925925926,0.0525328330206379,0.39285714285714285,0.39285714285714285,1.0,0.150093808630394,0.325,0.325,0.8846153846153846,0.5333333333333333,0.55,0.18181818181818182,0.05333333333333334,0.5,1.0,0.05333333333333334,,,0.20454545454545456,0.6666666666666666,0.045454545454545456,0.25,0.20454545454545456,0.2222222222222222,0.43151969981238275,0.325,0.5113254285714287,0.557180909090909,0.5023370588235295,0.12984822934232715,0.15876288659793814,,0.12667660208643816,0.17436661698956782,7.915294117647059,25.333333333333332,0.16235864297253635,18.0,8.0,7.0,1.0,3.0,1.0,6.0,2.0,1.0,1.0,0.375,,,,,,,,,,True
1629312,1610612748,Haywood Highsmith,Haywood Highsmith,1629312,MIA,109097.0,1818,61,3605,3624,675.0,563.0,376.0,7229,62.0,93.0,13.0,22.0,11.0,17.0,27.0,61.0,1.0,4.0,50.0,111.0,5.0,9.0,12.0,20.0,39.0,122.0,4.0,11.0,4.0,20.0,90.0,158.0,89.0,233.0,31.0,478.0,4065.0,20.0,36.0,9.0,20.0,9.0,76.0,19.0,30.0,16.0,40.0,8.0,94.0,120.0,60.0,261.0,6.0,26.0,,122.0,39.0,14.0,63.0,49.0,112.0,36.0,13.0,43.0,17.0,3.0,273.0,42.0,28.0,84.0,90.0,180.0,72.0,252.0,8.0,68.0,42.0,26.0,29.0,5.0,18.0,25.0,11.0,10.0,2.0,54.0,9.0,80.0,164.0,1.0,7.0,3.0,47.0,10.0,8.0,43.0,5.0,,18.0,,5.0,32.0,5.0,4.0,9.0,23.0,37.0,18.0,94.0,672.0,11.0,5.0,0.6666666666666666,0.7792207792207793,0.9775280898876404,0.38197424892703863,0.45,0.4,0.38197424892703863,0.569620253164557,0.5555555555555556,0.6333333333333333,0.571611253196931,0.5982142857142857,0.6142857142857143,0.5843520782396088,0.6229508196721312,0.6266666666666667,0.5959079283887468,0.08860759493670886,0.08602150537634409,0.08196721311475409,0.25,11.406750431140674,0.5370370370370371,0.10600706713780919,0.03469640644361834,0.0967741935483871,0.047244094488188976,0.10133954571927781,0.041273584905660375,0.03103448275862069,0.0397196261682243,0.02247191011235955,0.0483619344773791,0.04435483870967742,0.10877192982456141,0.1087962962962963,0.09090909090909091,0.09174311926605505,0.11214953271028037,0.041025641025641026,0.4864864864864865,0.23785166240409208,0.6666666666666666,0.7294117647058823,0.6612903225806451,0.15601023017902813,0.4426229508196721,0.48214285714285715,0.7037037037037037,0.010230179028132993,0.25,0.3333333333333333,,0.28388746803069054,0.45045045045045046,0.45045045045045046,1.0,0.31202046035805625,0.319672131147541,0.32231404958677684,0.9487179487179487,0.39285714285714285,0.5909090909090909,0.15384615384615385,0.16071428571428573,0.5555555555555556,1.0,0.19642857142857142,0.36363636363636365,1.0,0.24285714285714285,0.6470588235294118,0.2857142857142857,0.6,0.2857142857142857,0.2,0.8337595907928389,0.319672131147541,0.5691777634961441,0.5304,0.5618171428571429,0.04455445544554455,0.10526315789473684,,0.1589958158995816,0.19665271966527198,4.238607594936708,24.69442060085836,0.18723994452149792,6.0,3.0,10.0,,,,1.0,,,1.0,0.08571428571428572,1.0,2.0,1.0,0.004291845493562232,0.00819672131147541,0.027777777777777776,,,,True
1629639,1610612748,Tyler Herro,Tyler Herro,1629639,MIA,83731.0,1396,90,2788,2780,497.0,428.0,288.0,5568,86.0,131.0,5.0,8.0,12.0,20.0,105.0,196.0,23.0,41.0,19.0,39.0,3.0,6.0,3.0,7.0,113.0,302.0,7.0,23.0,18.0,53.0,214.0,368.0,132.0,341.0,148.0,972.0,3132.0,15.0,25.0,10.0,29.0,11.0,71.0,42.0,71.0,21.0,60.0,26.0,173.0,168.0,260.0,297.0,99.0,6.0,,302.0,113.0,30.0,114.0,108.0,222.0,68.0,40.0,72.0,37.0,5.0,552.0,9.0,6.0,99.0,82.0,187.0,15.0,202.0,6.0,43.0,31.0,12.0,72.0,14.0,36.0,35.0,36.0,4.0,4.0,107.0,19.0,19.0,39.0,1.0,1.0,3.0,113.0,1.0,2.0,166.0,15.0,4.0,56.0,16.0,7.0,2.0,2.0,2.0,2.0,,4.0,3.0,172.0,495.0,3.0,5.0,0.3925233644859813,0.3981042654028436,0.75,0.3870967741935484,0.3448275862068966,0.35,0.3870967741935484,0.5815217391304348,0.6,0.5915492957746479,0.5811001410437235,0.5555555555555556,0.5610687022900763,0.6235370611183355,0.5847457627118644,0.5957446808510638,0.4809590973201692,0.08152173913043478,0.08396946564885496,0.08673469387755102,0.04878048780487805,27.91959157626037,0.6728971962616822,0.12184249628528974,0.009538950715421303,0.15325077399380804,0.013313609467455622,0.1372251705837756,0.011494252873563218,,0.017804154302670624,,0.011976047904191617,0.017142857142857144,0.09009009009009009,0.11078717201166181,0.2222222222222222,0.14634146341463414,0.17532467532467533,0.018404907975460124,0.75,0.1847672778561354,0.6564885496183206,0.7166666666666667,0.3953488372093023,0.2764456981664316,0.5357142857142857,0.5865921787709497,0.38095238095238093,0.05782792665726375,0.5609756097560976,0.5897435897435898,0.43478260869565216,0.05500705218617771,0.48717948717948717,0.5,1.0,0.42595204513399154,0.3741721854304636,0.37919463087248323,0.7079646017699115,0.14814814814814814,0.625,0.2,0.1111111111111111,0.5,1.0,0.42592592592592593,0.30434782608695654,0.7142857142857143,0.15267175572519084,0.6,0.05343511450381679,0.42857142857142855,0.40458015267175573,0.33962264150943394,0.6657263751763046,0.3741721854304636,0.5311885877318115,0.5673320000000001,0.5154255725190838,0.09329829172141918,0.13691931540342298,0.04261363636363636,0.07304526748971193,0.1779835390946502,6.861956521739135,26.37147058823529,0.17826398852223815,6.0,6.0,1.0,,16.0,,1.0,,,,0.1111111111111111,5.0,,,0.01466275659824047,0.013245033112582781,,1.0,0.02564102564102564,,True
1641796,1610612748,Pelle Larsson,Pelle Larsson,1641796,MIA,11070.0,184,-39,370,392,122.0,102.0,34.0,762,11.0,19.0,1.0,4.0,3.0,6.0,4.0,7.0,,,2.0,6.0,,,1.0,1.0,1.0,10.0,,1.0,1.0,2.0,15.0,26.0,3.0,16.0,12.0,51.0,432.0,1.0,4.0,,1.0,3.0,5.0,3.0,8.0,2.0,3.0,4.0,16.0,24.0,6.0,9.0,,,,10.0,1.0,4.0,12.0,9.0,21.0,5.0,4.0,6.0,5.0,1.0,51.0,2.0,5.0,8.0,7.0,16.0,8.0,24.0,1.0,6.0,5.0,1.0,3.0,,2.0,1.0,1.0,1.0,,4.0,1.0,17.0,20.0,,1.0,,11.0,,,19.0,1.0,,5.0,2.0,2.0,2.0,,,2.0,,2.0,1.0,16.0,120.0,,2.0,0.8,0.8,1.0,0.1875,,0.6666666666666666,0.1875,0.5769230769230769,0.25,0.375,0.4642857142857143,0.2,0.5454545454545454,0.51,0.35714285714285715,0.5333333333333333,0.38095238095238093,0.15384615384615385,0.15789473684210525,0.14285714285714285,,12.826603325415677,0.75,0.08860759493670886,0.05747126436781609,0.08888888888888889,0.020833333333333332,0.08875739644970414,0.03825136612021858,0.05714285714285714,0.024390243902439025,0.18181818181818182,0.028169014084507043,,0.07692307692307693,0.09090909090909091,0.1111111111111111,0.08450704225352113,0.10526315789473684,0.05,0.5,0.4523809523809524,0.5789473684210527,0.6875,0.9090909090909091,0.16666666666666666,0.5714285714285714,0.6666666666666666,0.5,,,,,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.23809523809523808,0.1,0.1,1.0,0.8,0.25,1.0,,,,0.2,,,0.5454545454545454,0.5,0.09090909090909091,1.0,0.18181818181818182,0.5,0.8333333333333334,0.1,0.6041857142857141,0.54797,0.6187318181818182,0.14583333333333334,0.16666666666666666,0.1111111111111111,0.09803921568627451,0.3137254901960784,2.4884615384615385,24.6375,0.32972972972972975,1.0,,,,,,,,,,0.1111111111111111,,1.0,,,,0.06666666666666667,,,,True
1642276,1610612748,Kel'el Ware,Kel'el Ware,1642276,MIA,27587.0,460,13,904,916,164.0,155.0,87.0,1820,53.0,76.0,10.0,20.0,7.0,15.0,17.0,34.0,2.0,7.0,1.0,5.0,,,,,11.0,30.0,,1.0,3.0,7.0,72.0,117.0,12.0,35.0,15.0,195.0,1032.0,10.0,24.0,,1.0,2.0,22.0,13.0,22.0,3.0,7.0,3.0,38.0,118.0,26.0,36.0,,16.0,,30.0,11.0,8.0,13.0,7.0,20.0,3.0,4.0,6.0,4.0,3.0,47.0,13.0,21.0,59.0,46.0,116.0,34.0,150.0,2.0,13.0,11.0,2.0,6.0,3.0,5.0,14.0,1.0,,2.0,20.0,5.0,24.0,34.0,,1.0,5.0,16.0,,2.0,19.0,1.0,,9.0,,1.0,27.0,,,19.0,8.0,27.0,13.0,36.0,163.0,1.0,,0.8194444444444444,0.921875,1.0,0.34285714285714286,,0.42857142857142855,0.34285714285714286,0.6153846153846154,0.4166666666666667,0.5909090909090909,0.5921052631578947,0.4,0.603448275862069,0.6055900621118012,0.4230769230769231,0.6333333333333333,0.23026315789473684,0.06837606837606838,0.05263157894736842,0.11764705882352941,,17.92079207920792,0.3,0.21296296296296297,0.11052631578947368,0.24481327800829875,0.06467661691542288,0.22975929978118162,0.08695652173913043,0.09210526315789473,0.14130434782608695,0.045454545454545456,0.0684931506849315,0.05454545454545454,0.22666666666666666,0.19642857142857142,0.2413793103448276,0.24293785310734464,0.25,0.03508771929824561,0.48148148148148145,0.5,0.6973684210526315,0.7361111111111112,0.8113207547169812,0.2236842105263158,0.5,0.5666666666666667,0.8235294117647058,0.046052631578947366,0.2857142857142857,0.2857142857142857,1.0,0.03289473684210526,0.2,0.2,1.0,0.19736842105263158,0.36666666666666664,0.36666666666666664,1.0,0.8,0.5,0.1,,,,0.04,,,0.5172413793103449,0.4666666666666667,,,0.2413793103448276,0.42857142857142855,0.7302631578947368,0.36666666666666664,0.5618684027777777,0.5893933333333333,0.5297275862068966,0.05625,0.072,,0.11282051282051282,0.19487179487179487,4.4914529914529915,25.48857142857143,0.18141592920353983,11.0,3.0,3.0,,,,2.0,1.0,,1.0,0.6111111111111112,,,,,,,,,,True
1629130,1610612748,Duncan Robinson,Duncan Robinson,1629130,MIA,54338.0,906,63,1786,1785,266.0,235.0,179.0,3571,32.0,48.0,4.0,4.0,1.0,3.0,20.0,46.0,,1.0,17.0,44.0,1.0,4.0,1.0,6.0,76.0,211.0,7.0,18.0,10.0,26.0,52.0,95.0,93.0,255.0,24.0,407.0,1990.0,4.0,8.0,8.0,22.0,5.0,37.0,5.0,9.0,11.0,32.0,2.0,45.0,76.0,28.0,240.0,39.0,4.0,,211.0,76.0,10.0,56.0,30.0,86.0,16.0,14.0,29.0,25.0,2.0,202.0,8.0,7.0,48.0,33.0,81.0,15.0,96.0,2.0,21.0,14.0,7.0,23.0,7.0,16.0,15.0,7.0,1.0,3.0,38.0,2.0,38.0,63.0,,2.0,2.0,31.0,2.0,1.0,30.0,,,6.0,4.0,2.0,1.0,,,,,1.0,,45.0,266.0,4.0,2.0,0.7307692307692307,0.76,0.8602150537634409,0.36470588235294116,0.36363636363636365,0.34375,0.36470588235294116,0.5473684210526316,0.5,0.5555555555555556,0.5471428571428572,0.5333333333333333,0.524390243902439,0.5593922651933702,0.578125,0.5232558139534884,0.7285714285714285,0.10526315789473684,0.10416666666666667,0.10869565217391304,,20.0,0.6052631578947368,0.07819905213270142,0.01832460732984293,0.1111111111111111,0.01762114537444934,0.09484777517564402,0.017942583732057416,0.02877697841726619,0.014563106796116505,,0.018518518518518517,0.015384615384615385,0.06666666666666667,0.08928571428571429,0.06349206349206349,0.09480122324159021,0.1619047619047619,0.010526315789473684,,0.13714285714285715,0.6666666666666666,0.7441860465116279,0.78125,0.13142857142857142,0.43478260869565216,0.4878048780487805,0.65,0.002857142857142857,,,,0.12571428571428572,0.38636363636363635,0.38636363636363635,0.8235294117647058,0.6028571428571429,0.36018957345971564,0.36538461538461536,0.868421052631579,0.13333333333333333,1.0,0.5,0.13333333333333333,0.25,,0.6,0.3888888888888889,1.0,0.07317073170731707,0.3333333333333333,0.14634146341463414,0.16666666666666666,0.6341463414634146,0.38461538461538464,0.8657142857142858,0.36018957345971564,0.5461867142857144,0.5432999999999999,0.5080926829268293,0.027777777777777776,0.0594059405940594,0.015444015444015444,0.09090909090909091,0.11056511056511056,4.8589473684210525,25.598431372549015,0.14893617021276595,,2.0,2.0,,2.0,1.0,,,,,,3.0,,,0.011764705882352941,0.014218009478672985,,,,3.0,True
1631107,1610612748,Nikola Jović,Nikola Jović,1631107,MIA,16474.0,275,25,548,548,114.0,106.0,52.0,1096,16.0,22.0,1.0,3.0,3.0,3.0,7.0,18.0,1.0,1.0,9.0,19.0,,,4.0,5.0,17.0,37.0,2.0,3.0,1.0,3.0,24.0,41.0,26.0,56.0,17.0,143.0,606.0,1.0,5.0,2.0,3.0,,8.0,6.0,7.0,5.0,8.0,4.0,31.0,26.0,22.0,72.0,6.0,2.0,,37.0,17.0,1.0,19.0,14.0,33.0,7.0,7.0,12.0,6.0,1.0,80.0,4.0,3.0,17.0,13.0,32.0,7.0,39.0,2.0,10.0,8.0,2.0,8.0,4.0,7.0,14.0,1.0,1.0,3.0,22.0,3.0,5.0,14.0,1.0,2.0,1.0,18.0,2.0,,20.0,3.0,1.0,10.0,1.0,,3.0,,,3.0,,3.0,2.0,31.0,113.0,1.0,,0.5416666666666666,0.5652173913043478,0.9230769230769231,0.4642857142857143,0.6666666666666666,0.625,0.4642857142857143,0.5853658536585366,0.2,0.8571428571428571,0.6494845360824743,0.5,0.9,0.6778846153846154,0.5,0.90625,0.5773195876288659,0.024390243902439025,,0.05555555555555555,,20.689655172413794,0.36363636363636365,0.09558823529411764,0.02830188679245283,0.11971830985915492,0.027777777777777776,0.1079136690647482,0.028,0.05128205128205128,0.02040816326530612,,0.02912621359223301,0.024390243902439025,0.11428571428571428,0.06493506493506493,0.16666666666666666,0.12871287128712872,0.0975609756097561,0.043478260869565216,0.6666666666666666,0.2268041237113402,0.7272727272727273,0.7272727272727273,0.625,0.18556701030927836,0.3888888888888889,0.4117647058823529,0.42857142857142855,0.010309278350515464,1.0,1.0,,0.1958762886597938,0.47368421052631576,0.47368421052631576,1.0,0.38144329896907214,0.4594594594594595,0.4594594594594595,0.8823529411764706,0.375,0.3333333333333333,,,,,0.375,0.6666666666666666,1.0,0.2,1.0,0.3333333333333333,0.8,0.2,0.3333333333333333,0.8041237113402062,0.4594594594594595,0.5452469072164948,0.5231625,0.51057,0.10576923076923077,0.20833333333333334,0.017857142857142856,0.055944055944055944,0.21678321678321677,4.54390243902439,25.396428571428572,0.20802919708029197,2.0,4.0,,,2.0,,,,,,0.18181818181818182,,,,,,,,,,True
1631170,1610612748,Jaime Jaquez Jr.,Jaime Jaquez Jr.,1631170,MIA,28763.0,479,-63,958,944,130.0,141.0,107.0,1902,40.0,75.0,7.0,15.0,5.0,11.0,17.0,39.0,1.0,3.0,6.0,27.0,,1.0,,5.0,7.0,16.0,1.0,2.0,2.0,4.0,58.0,117.0,13.0,43.0,41.0,196.0,1107.0,7.0,16.0,1.0,3.0,4.0,21.0,7.0,18.0,2.0,9.0,6.0,26.0,56.0,60.0,33.0,6.0,8.0,1.0,15.0,7.0,27.0,32.0,27.0,59.0,17.0,10.0,15.0,12.0,5.0,145.0,19.0,13.0,28.0,38.0,74.0,33.0,107.0,3.0,24.0,15.0,9.0,21.0,6.0,12.0,14.0,9.0,,,35.0,4.0,19.0,30.0,2.0,2.0,1.0,39.0,1.0,,56.0,7.0,1.0,29.0,1.0,2.0,6.0,1.0,,5.0,1.0,7.0,4.0,26.0,129.0,,2.0,0.4827586206896552,0.5185185185185185,0.8461538461538461,0.3023255813953488,0.3333333333333333,0.2222222222222222,0.30952380952380953,0.49572649572649574,0.4375,0.3888888888888889,0.484375,0.4473684210526316,0.37037037037037035,0.532608695652174,0.5,0.40625,0.26875,0.23076923076923078,0.22666666666666666,0.23076923076923078,0.3333333333333333,20.14719411223551,0.6,0.16379310344827586,0.05963302752293578,0.12173913043478261,0.07169811320754717,0.14285714285714285,0.06625258799171843,0.10256410256410256,0.04065040650406504,,0.07608695652173914,0.06172839506172839,0.14634146341463414,0.1826086956521739,0.14285714285714285,0.13333333333333333,0.08,0.05084745762711865,0.5714285714285714,0.46875,0.5333333333333333,0.6896551724137931,0.55,0.24375,0.4358974358974359,0.5666666666666667,0.29411764705882354,0.01875,0.3333333333333333,0.5,1.0,0.16875,0.2222222222222222,0.2222222222222222,0.8333333333333334,0.1,0.4375,0.4666666666666667,0.8571428571428571,0.7894736842105263,0.4666666666666667,0.2857142857142857,0.05263157894736842,,,0.10526315789473684,0.5,1.0,0.4074074074074074,0.45454545454545453,0.18518518518518517,,0.14814814814814814,0.5,0.7375,0.4666666666666667,0.5564911949685535,0.6244,0.5116037037037037,0.16483516483516483,0.20863309352517986,0.023255813953488372,0.10714285714285714,0.1326530612244898,4.148717948717948,24.904651162790696,0.13569937369519833,8.0,4.0,3.0,,,,,,1.0,,0.47058823529411764,1.0,1.0,1.0,0.023255813953488372,0.0625,0.05555555555555555,,,,True
