EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGA,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,DefTwoPtRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls,Charge Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,OffFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceCorner3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,PenaltyCorner3FGM,PtsUnassisted3s,HeaveAttempts,SecondChanceTurnovers,OffShortMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,Fg3aBlocked,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,DefensiveGoaltends,StepOutOfBoundsTurnovers,BlockedCorner3,Defensive 3 Seconds Violations,on,Transition Take Fouls,Corner3PctBlocked,3SecondViolations,OffensiveGoaltends,Clear Path Fouls
1626162,1610612755,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,PHI,5808.0,97,-44.0,200,201,27.0,32.0,24.0,401,13.0,16.0,2.0,2.0,1.0,1.0,2.0,12.0,1.0,4.0,1.0,1.0,7.0,1.0,2.0,1.0,15.0,28.0,2.0,11.0,9.0,45.0,244,2.0,3.0,1.0,2.0,7.0,2.0,3.0,2.0,3.0,7.0,22.0,8.0,6.0,4.0,7.0,1.0,4.0,2.0,3.0,5.0,1.0,2.0,1.0,1.0,13.0,3.0,10.0,1.0,11.0,3.0,14.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,6.0,13.0,1.0,1.0,11.0,2.0,1.0,15.0,1.0,8.0,2.0,2.0,2.0,7.0,27.0,1.0,0.7333333333333333,0.8461538461538461,1.0,0.1818181818181818,0.5,0.1818181818181818,0.5357142857142857,0.6666666666666666,0.6666666666666666,0.4615384615384615,0.7,0.4,0.4891304347826087,0.7,0.5,0.282051282051282,0.1428571428571428,0.125,0.1666666666666666,22.123893805309734,0.25,0.5,0.0625,0.2040816326530612,0.108695652173913,0.0297029702970297,0.1875,0.2121212121212121,0.1875,0.0555555555555555,0.4102564102564102,0.8125,0.9285714285714286,0.7692307692307693,0.3076923076923077,0.1666666666666666,0.2,0.5,0.1025641025641025,0.25,0.25,1.0,0.1794871794871795,0.1428571428571428,0.1428571428571428,1.0,0.4,1.0,0.4,0.5,1.0,0.2,1.0,0.2,0.2,0.6923076923076923,0.1428571428571428,0.5850397435897436,0.6142625,0.5606099999999999,0.1739130434782608,0.2285714285714285,0.1555555555555555,0.1555555555555555,3.635714285714286,25.345454545454547,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1627824,1610612755,Guerschon Yabusele,Guerschon Yabusele,1627824,PHI,16551.0,276,-19.0,544,548,85.0,93.0,60.0,1092,28.0,41.0,2.0,3.0,4.0,8.0,2.0,6.0,1.0,9.0,1.0,11.0,31.0,2.0,2.0,3.0,31.0,50.0,12.0,40.0,19.0,117.0,653,3.0,5.0,2.0,3.0,16.0,4.0,8.0,4.0,4.0,18.0,42.0,20.0,36.0,4.0,31.0,11.0,5.0,15.0,7.0,22.0,3.0,4.0,10.0,3.0,51.0,6.0,16.0,3.0,40.0,15.0,55.0,,7.0,6.0,5.0,4.0,8.0,3.0,13.0,11.0,20.0,,1.0,21.0,2.0,,24.0,3.0,12.0,1.0,,1.0,18.0,83.0,2.0,0.6774193548387096,0.7241379310344828,1.0,0.3,0.6666666666666666,0.3,0.62,0.6,0.5,0.5444444444444444,0.75,0.5833333333333334,0.58,0.8,0.6428571428571429,0.4444444444444444,0.1,0.0975609756097561,0.1666666666666666,18.43393148450245,0.3846153846153846,0.1666666666666666,0.0545454545454545,0.125,0.147410358565737,0.0557768924302788,0.0925925925925925,0.1382978723404255,0.088235294117647,,0.4555555555555555,0.6829268292682927,0.7567567567567568,0.6785714285714286,0.0666666666666666,0.3333333333333333,0.4,1.0,0.1,0.1111111111111111,0.1111111111111111,1.0,0.3444444444444444,0.3548387096774194,0.3548387096774194,1.0,0.375,0.6666666666666666,0.25,1.0,1.0,0.6666666666666666,0.5,0.0833333333333333,0.25,0.9,0.3548387096774194,0.5850294444444444,0.5638875,0.5968874999999999,0.1212121212121212,0.2033898305084746,0.1367521367521367,0.1538461538461538,3.3100000000000005,25.3825,0.15625,1.0,3.0,1.0,2.0,4.0,2.0,2.0,8.0,1.0,21.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0769230769230769,0.1707317073170731,0.0567375886524822,0.0625,0.063063063063063,0.0333333333333333,0.1206896551724138,0.196078431372549,0.2857142857142857,1.0,0.0333333333333333,0.3333333333333333,0.3333333333333333,0.125,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1629022,1610612755,Lonnie Walker IV,Lonnie Walker IV,1629022,PHI,13892.0,232,-23.0,499,492,78.0,94.0,55.0,991,15.0,26.0,2.0,2.0,3.0,4.0,4.0,10.0,3.0,7.0,1.0,18.0,46.0,1.0,3.0,4.0,23.0,46.0,21.0,53.0,10.0,119.0,568,2.0,3.0,2.0,4.0,10.0,4.0,5.0,5.0,3.0,17.0,30.0,16.0,45.0,,45.0,18.0,4.0,17.0,9.0,26.0,9.0,,14.0,2.0,61.0,3.0,14.0,1.0,33.0,3.0,36.0,2.0,4.0,4.0,8.0,6.0,4.0,,12.0,12.0,15.0,,,10.0,1.0,,14.0,1.0,5.0,2.0,1.0,2.0,17.0,76.0,,0.6521739130434783,0.6521739130434783,0.7142857142857143,0.3962264150943396,0.5,0.4038461538461538,0.5,0.6666666666666666,0.8,0.5505050505050505,0.7142857142857143,0.7,0.5666666666666667,0.7142857142857143,0.7083333333333334,0.5353535353535354,0.0869565217391304,0.0769230769230769,0.2,20.930232558139537,0.6666666666666666,0.0769230769230769,0.0265486725663716,0.1372549019607843,0.1367521367521367,0.0133928571428571,0.0196078431372549,0.1232876712328767,0.1724137931034483,0.04,0.2626262626262626,0.5769230769230769,0.625,0.7333333333333333,0.101010101010101,0.4,0.5,0.5,0.0707070707070707,0.4285714285714285,0.4285714285714285,1.0,0.4646464646464646,0.391304347826087,0.391304347826087,0.6666666666666666,0.2857142857142857,1.0,0.4285714285714285,0.3333333333333333,,0.4,0.75,0.1,0.4,0.797979797979798,0.4,0.5677413265306125,0.6182125,0.5905666666666667,0.0485436893203883,0.1,0.0840336134453781,0.1428571428571428,6.293478260869566,26.505660377358492,0.156312625250501,4.0,10.0,1.0,1.0,,2.0,1.0,,,18.0,,1.0,2.0,1.0,5.0,,,1.0,2.0,1.0,2.0,2.0,0.4,,0.1363636363636363,,,,,0.1509433962264151,0.0606060606060606,0.4615384615384615,1.0,0.101010101010101,0.4,0.4,0.1428571428571428,0.25,1.0,1.0,18.0,1.0,2.0,0.0434782608695652,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,
1629656,1610612755,Quentin Grimes,Quentin Grimes,1629656,PHI,23979.0,400,-80.0,832,829,181.0,169.0,83.0,1661,46.0,62.0,2.0,3.0,11.0,13.0,5.0,19.0,13.0,27.0,8.0,29.0,72.0,3.0,6.0,14.0,63.0,113.0,42.0,99.0,53.0,305.0,1016,4.0,7.0,3.0,10.0,19.0,13.0,24.0,22.0,21.0,68.0,58.0,68.0,84.0,6.0,72.0,29.0,11.0,30.0,21.0,51.0,16.0,5.0,18.0,8.0,123.0,1.0,29.0,3.0,53.0,8.0,61.0,1.0,24.0,12.0,29.0,15.0,12.0,6.0,41.0,14.0,28.0,1.0,,44.0,1.0,,67.0,5.0,20.0,5.0,2.0,6.0,66.0,177.0,4.0,0.4603174603174603,0.4833333333333333,0.6666666666666666,0.4242424242424242,0.3,0.4242424242424242,0.5575221238938053,0.5714285714285714,0.5416666666666666,0.5943396226415094,0.5,0.5108695652173914,0.63125,0.5277777777777778,0.5775862068965517,0.4669811320754717,0.0973451327433628,0.0806451612903225,0.3157894736842105,30.194805194805195,0.7073170731707317,0.1363636363636363,0.0055865921787709,0.1494845360824742,0.1262626262626262,0.0185676392572944,,0.1376811594202898,0.1785714285714285,0.0106382978723404,0.2924528301886792,0.7419354838709677,0.8070175438596491,0.4782608695652174,0.0896226415094339,0.2631578947368421,0.3846153846153846,0.8,0.1273584905660377,0.4814814814814814,0.4814814814814814,0.6923076923076923,0.3396226415094339,0.4027777777777778,0.4027777777777778,0.6551724137931034,0.1764705882352941,0.6666666666666666,0.3529411764705882,0.5,1.0,0.2826086956521739,0.8461538461538461,0.1739130434782608,0.3043478260869565,0.7594339622641509,0.4027777777777778,0.5669294811320753,0.511990909090909,0.5649586956521739,0.108695652173913,0.15625,0.0622950819672131,0.2229508196721311,6.917699115044249,25.709090909090907,0.2175480769230769,12.0,32.0,4.0,4.0,2.0,7.0,4.0,6.0,1.0,21.0,12.0,3.0,14.0,2.0,13.0,2.0,,3.0,10.0,3.0,1.0,7.0,0.3181818181818182,0.05,0.1039603960396039,0.0303030303030303,,0.0272108843537414,0.0392156862745098,0.0777777777777777,0.1149425287356321,0.16,0.1666666666666666,0.1509433962264151,0.375,0.375,0.2352941176470588,0.2857142857142857,,3.0,42.0,,2.0,0.0133333333333333,0.25,,,,0.375,1.0,2.0,5.0,1.0,1.0,0.0490196078431372,,,,,,,,,,True,,,,,
1630215,1610612755,Jared Butler,Jared Butler,1630215,PHI,40903.0,682,-92.0,1421,1422,303.0,330.0,150.0,2843,34.0,55.0,3.0,3.0,9.0,12.0,33.0,79.0,15.0,33.0,9.0,30.0,95.0,2.0,11.0,20.0,73.0,149.0,45.0,128.0,40.0,321.0,1673,5.0,7.0,5.0,17.0,27.0,16.0,30.0,29.0,18.0,74.0,42.0,104.0,108.0,,95.0,30.0,16.0,94.0,44.0,138.0,27.0,17.0,70.0,18.0,320.0,5.0,35.0,2.0,58.0,11.0,69.0,3.0,30.0,18.0,40.0,32.0,11.0,3.0,51.0,28.0,57.0,,,37.0,,1.0,46.0,3.0,22.0,7.0,5.0,7.0,72.0,299.0,7.0,0.2876712328767123,0.2876712328767123,0.8,0.3515625,0.2941176470588235,0.3515625,0.4899328859060403,0.7142857142857143,0.5333333333333333,0.5072202166064982,0.5208333333333334,0.4745762711864407,0.5369127516778524,0.54,0.5362318840579711,0.4620938628158845,0.1073825503355704,0.1636363636363636,0.0759493670886076,21.93588937774984,0.7843137254901961,0.0512820512820512,0.0157232704402515,0.1051051051051051,0.0825958702064896,0.0165912518853695,0.0229007633587786,0.097457627118644,0.1237113402061855,0.0215827338129496,0.1985559566787003,0.6181818181818182,0.7391304347826086,0.2941176470588235,0.2851985559566787,0.4177215189873418,0.4520547945205479,0.303030303030303,0.1191335740072202,0.4545454545454545,0.4545454545454545,0.9333333333333332,0.3429602888086642,0.3157894736842105,0.3157894736842105,0.7333333333333333,0.125,1.0,0.4583333333333333,0.1818181818181818,1.0,0.2033898305084746,0.75,0.1525423728813559,0.3389830508474576,0.6606498194945848,0.3157894736842105,0.5326067272727274,0.51311,0.5229561403508771,0.0743243243243243,0.1309523809523809,0.0841121495327102,0.2305295950155763,6.831543624161076,26.011718750000004,0.2132301196340605,6.0,15.0,6.0,6.0,2.0,8.0,6.0,6.0,,21.0,12.0,6.0,8.0,2.0,7.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,0.2758620689655172,,0.0608695652173913,0.017391304347826,,0.0185873605947955,0.0131578947368421,0.0576923076923076,0.0604026845637583,0.075,0.5714285714285714,0.0541516245487364,0.4,0.4285714285714285,0.25,0.3,3.0,2.0,27.0,,4.0,0.0157480314960629,0.1666666666666666,,0.5,1.0,0.2222222222222222,,,,,,,0.0666666666666666,,,,,,,,,True,,,,,
1630288,1610612755,Jeff Dowtin Jr.,Jeff Dowtin Jr.,1630288,PHI,6516.0,109,-16.0,225,227,92.0,93.0,24.0,452,7.0,14.0,1.0,2.0,4.0,8.0,6.0,10.0,1.0,5.0,2.0,2.0,7.0,,,4.0,18.0,32.0,3.0,12.0,6.0,51.0,268,2.0,3.0,,1.0,4.0,7.0,12.0,6.0,6.0,26.0,12.0,24.0,6.0,,7.0,2.0,5.0,4.0,5.0,9.0,5.0,,2.0,1.0,23.0,1.0,3.0,1.0,7.0,3.0,10.0,,8.0,4.0,1.0,,,,1.0,1.0,4.0,,,7.0,,1.0,7.0,1.0,3.0,3.0,1.0,3.0,26.0,92.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.25,,0.25,0.5625,0.6666666666666666,0.5833333333333334,0.5113636363636364,0.5,0.5555555555555556,0.5425531914893617,0.5,0.6190476190476191,0.2727272727272727,0.15625,0.2142857142857142,0.2,18.67704280155642,1.0,0.0909090909090909,0.0192307692307692,0.0612244897959183,0.0618556701030927,0.0277777777777777,,0.0606060606060606,0.0625,,0.3181818181818182,0.5,0.6363636363636364,0.2857142857142857,0.2272727272727272,0.6,0.75,0.1666666666666666,0.1136363636363636,0.2,0.2,1.0,0.1590909090909091,0.2857142857142857,0.2857142857142857,0.5,0.5,0.5,,,,0.4444444444444444,0.5,0.1111111111111111,0.2222222222222222,0.5909090909090909,0.2857142857142857,0.5416693181818183,0.55925,0.600261111111111,0.0652173913043478,0.088235294117647,0.0784313725490196,0.5098039215686274,7.5625,25.258333333333336,0.4088888888888889,5.0,8.0,1.0,2.0,,2.0,1.0,2.0,,3.0,4.0,,1.0,,1.0,,,,1.0,2.0,1.0,1.0,0.3333333333333333,,0.0625,0.0357142857142857,0.125,0.0465116279069767,,,0.0454545454545454,0.2857142857142857,0.3333333333333333,0.1818181818181818,0.625,0.625,0.25,0.5,,,3.0,,,,0.6,,,,,,,,,,,,,,,,,,,,True,,,,,
1642348,1610612755,Justin Edwards,Justin Edwards,1642348,PHI,18151.0,303,-80.0,619,631,114.0,132.0,59.0,1250,17.0,31.0,4.0,8.0,5.0,9.0,14.0,26.0,6.0,15.0,6.0,13.0,38.0,,3.0,4.0,39.0,71.0,19.0,53.0,12.0,147.0,784,6.0,13.0,,5.0,12.0,6.0,15.0,10.0,3.0,18.0,46.0,32.0,51.0,6.0,38.0,13.0,6.0,11.0,12.0,23.0,9.0,3.0,8.0,2.0,58.0,8.0,13.0,1.0,30.0,10.0,40.0,5.0,15.0,9.0,9.0,6.0,2.0,1.0,11.0,12.0,20.0,,,12.0,1.0,,17.0,1.0,8.0,4.0,,4.0,16.0,112.0,1.0,0.5897435897435898,0.6388888888888888,0.8947368421052632,0.3584905660377358,,0.3584905660377358,0.5492957746478874,0.4615384615384615,0.4,0.5443548387096774,0.3333333333333333,0.3,0.5568181818181818,0.3333333333333333,0.3461538461538461,0.4274193548387097,0.0845070422535211,0.0967741935483871,0.0769230769230769,20.84548104956268,0.8181818181818182,0.0625,0.0544217687074829,0.0878378378378378,0.0996563573883161,0.0346020761245674,0.1052631578947368,0.0471698113207547,0.1904761904761904,0.0847457627118644,0.25,0.5483870967741935,0.6071428571428571,0.4705882352941176,0.2096774193548387,0.5384615384615384,0.5833333333333334,0.5714285714285714,0.1209677419354838,0.4,0.4,1.0,0.3064516129032258,0.3421052631578947,0.3513513513513513,0.8461538461538461,0.4444444444444444,0.5,0.1666666666666666,,,0.36,0.5555555555555556,0.24,0.16,0.6774193548387096,0.3421052631578947,0.5385592741935484,0.5208392857142857,0.543648,0.0610687022900763,0.1025641025641025,0.0816326530612244,0.1224489795918367,7.485915492957745,25.08490566037735,0.1841680129240711,8.0,14.0,2.0,,,1.0,1.0,2.0,,16.0,6.0,1.0,3.0,,2.0,,1.0,,1.0,3.0,2.0,,0.1,,0.1118881118881118,0.0140845070422535,0.0384615384615384,0.019047619047619,,0.1549295774647887,0.087719298245614,,0.5,0.1129032258064516,0.5714285714285714,0.6153846153846154,0.1111111111111111,,,1.0,6.0,,,0.015625,0.875,0.25,,,0.1666666666666666,,,,,,,0.0714285714285714,1.0,1.0,0.0188679245283018,0.0263157894736842,,,,,True,,,,,
202331,1610612755,Paul George,Paul George,202331,PHI,2569.0,43,,89,88,18.0,11.0,6.0,177,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,,1.0,,,6.0,,,,3.0,7.0,,7.0,,6.0,84,1.0,1.0,,,2.0,,2.0,,,,,6.0,,,6.0,,1.0,5.0,,5.0,,,5.0,,10.0,,4.0,,9.0,,9.0,,4.0,3.0,1.0,,1.0,,2.0,,2.0,1.0,,,,,,,,1.0,,1.0,,18.0,,,,,,,,0.4285714285714285,1.0,,0.2142857142857142,1.0,,0.2142857142857142,1.0,,0.5,0.1428571428571428,0.5,,16.842105263157894,0.5,,,0.16,0.2195121951219512,,,0.2352941176470588,,,0.1428571428571428,0.5,1.0,,0.1428571428571428,0.5,0.5,,0.0714285714285714,,,,0.4285714285714285,,,,1.0,1.0,,,,0.5,,,,0.6428571428571429,,0.5399607142857142,,0.566,,,0.3333333333333333,,10.685714285714283,25.85714285714286,0.2022471910112359,1.0,3.0,,,,,,,,5.0,1.0,,1.0,,,,,,,1.0,1.0,,,,0.3125,,,,,,0.8,0.5,1.0,0.2142857142857142,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1630178,1610612755,Tyrese Maxey,Tyrese Maxey,1630178,PHI,738.0,12,-11.0,26,27,6.0,9.0,3.0,53,,,,,,,,,,,,1.0,2.0,,,2.0,,,1.0,2.0,,3.0,34,,,,,,,,2.0,,3.0,,,,,2.0,1.0,,,1.0,1.0,1.0,,,,3.0,,1.0,,1.0,,1.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,3.0,6.0,,,,,0.5,,0.5,,,,0.75,,0.75,0.75,,0.75,1.0,,,,10.714285714285714,1.0,,,0.1111111111111111,0.0769230769230769,,,,0.5,,,,,,,,,,,,,,1.0,0.5,0.5,,,,,,,,,,1.0,1.0,0.5,0.445125,,0.445125,,,,1.0,,28.0,0.2307692307692307,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.5,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1641741,1610612755,Ricky Council IV,Ricky Council IV,1641741,PHI,17131.0,286,-17.0,612,610,129.0,184.0,62.0,1222,16.0,28.0,1.0,3.0,1.0,3.0,9.0,23.0,1.0,2.0,,9.0,41.0,2.0,3.0,10.0,28.0,59.0,10.0,43.0,33.0,119.0,691,1.0,3.0,2.0,3.0,10.0,4.0,6.0,10.0,10.0,24.0,36.0,20.0,30.0,2.0,38.0,9.0,6.0,7.0,16.0,23.0,9.0,7.0,7.0,,62.0,3.0,25.0,6.0,48.0,8.0,56.0,3.0,6.0,4.0,10.0,4.0,4.0,2.0,14.0,6.0,13.0,,,33.0,4.0,,41.0,6.0,22.0,5.0,4.0,5.0,24.0,127.0,2.0,0.6428571428571429,0.6666666666666666,1.0,0.2325581395348837,0.6666666666666666,0.25,0.4745762711864407,0.3333333333333333,0.6666666666666666,0.4215686274509804,0.6666666666666666,0.4375,0.5,0.7142857142857143,0.5454545454545454,0.4215686274509804,0.1016949152542373,0.1071428571428571,0.1304347826086956,19.416058394160583,0.7142857142857143,0.3157894736842105,0.0209790209790209,0.1666666666666666,0.1390728476821192,0.0279720279720279,0.0151515151515151,0.1651376146788991,0.1707317073170731,0.0545454545454545,0.2745098039215686,0.5714285714285714,0.64,0.875,0.2254901960784313,0.391304347826087,0.45,0.3333333333333333,0.0196078431372549,0.5,0.5,1.0,0.4019607843137255,0.2195121951219512,0.2195121951219512,1.0,0.5,0.3333333333333333,0.5,0.6666666666666666,1.0,0.1875,0.3333333333333333,,0.625,0.696078431372549,0.2368421052631578,0.5664242424242424,0.5214166666666666,0.5515928571428571,0.1864406779661017,0.2933333333333333,0.0840336134453781,0.2016806722689075,6.105084745762712,28.63023255813954,0.2107843137254902,3.0,8.0,,2.0,2.0,2.0,,5.0,,17.0,2.0,1.0,6.0,1.0,7.0,4.0,,1.0,1.0,,3.0,1.0,0.2,,0.1118421052631579,0.0349650349650349,0.0384615384615384,0.0258620689655172,0.074074074074074,0.125,0.109375,0.0625,0.6,0.0784313725490196,0.375,0.375,,0.2,,,,3.0,1.0,0.0196078431372549,0.3333333333333333,,,,,,,,,,,,,1.0,,,,,,,True,,,,,
