EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChancePoints,PenaltyFG3M,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFtPoints,PtsUnassisted3s,PtsPutbacks,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Loose Ball Fouls Drawn,Blocked3s,BlockedCorner3,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,OffLongMidRangeReboundPct,OffCorner3ReboundPct,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls,DefensiveGoaltends,HeaveAttempts,Fg3aBlocked,LongMidRangeAssists,FG3APctBlocked,Arc3PctBlocked,LongMidRangePctBlocked,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,on,BlockedArc3,Transition Take Fouls,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,Clear Path Fouls,OffensiveGoaltends,BlockedLongMidRange,3SecondViolations,HeaveMakes
1627747,1610612739,Caris LeVert,Caris LeVert,1627747,CLE,1328.0,22,3.0,46,46,14.0,7,4,92,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3,1.0,1.0,3.0,5.0,1.0,4,6.0,15.0,52,1.0,1.0,2.0,1.0,4.0,6.0,2.0,4.0,3.0,3,1.0,1.0,2.0,5.0,7.0,3.0,2.0,1.0,1.0,19.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,3.0,6.0,14.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.25,0.6,0.5,0.5,0.3333333333333333,0.625,0.6,0.4444444444444444,0.2,0.5,25.0,0.13333333333333333,0.09090909090909091,0.15384615384615385,0.2222222222222222,0.5,1.0,0.2222222222222222,1.0,1.0,0.5,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5775777777777777,0.49455,0.5665833333333333,0.25,0.375,0.4,6.859999999999999,24.625,0.30434782608695654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1627777,1610612739,Georges Niang,Georges Niang,1627777,CLE,5831.0,97,-5.0,189,188,60.0,55,29,377,5.0,6.0,1.0,3.0,8.0,,4.0,5.0,14,2.0,3.0,8.0,14.0,8.0,18,2.0,42.0,214,2.0,1.0,4.0,5.0,2.0,19.0,14.0,2.0,24.0,14,5.0,,2.0,1.0,3.0,,1.0,1.0,1.0,7.0,2.0,5.0,19.0,1.0,2.0,5.0,5.0,12.0,1.0,2.0,,19.0,60.0,0.875,0.875,1.0,0.4444444444444444,0.4444444444444444,0.5714285714285714,0.25,0.625,0.9444444444444444,0.6363636363636364,0.95,0.5625,,,17.04035874439462,0.03636363636363636,0.039603960396039604,0.044444444444444446,0.1875,0.8333333333333334,0.8333333333333334,0.25,0.375,0.375,0.6666666666666666,,0.125,0.4375,0.35714285714285715,0.35714285714285715,1.0,0.6666666666666666,0.1111111111111111,0.3333333333333333,0.75,0.35714285714285715,0.5502171875,0.4384,0.5425777777777778,,,0.4523809523809524,6.778571428571429,24.872222222222224,0.31746031746031744,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,5.0,9.0,14.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.5,1.0,1.0,0.8333333333333334,0.8333333333333334,0.6,0.125,0.19148936170212766,0.043478260869565216,0.10416666666666667,0.14736842105263157,0.08695652173913043,0.3333333333333333,0.11538461538461539,0.25,0.11764705882352941,0.07142857142857142,0.125,1.0,0.75,0.75,1.0,0.5,1.0,1.0,0.2222222222222222,1.0,1.0,0.11904761904761904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1628378,1610612739,Donovan Mitchell,Donovan Mitchell,1628378,CLE,4987.0,83,14.0,165,167,37.0,25,24,332,9.0,11.0,2.0,11.0,18.0,7.0,6.0,10.0,23,2.0,6.0,22.0,36.0,15.0,29,6.0,95.0,186,4.0,5.0,9.0,9.0,,28.0,16.0,28.0,18.0,23,10.0,2.0,5.0,8.0,13.0,5.0,3.0,5.0,,34.0,,4.0,12.0,1.0,1.0,6.0,,1.0,10.0,8.0,4.0,28.0,37.0,0.36363636363636365,0.38095238095238093,0.4,0.5172413793103449,0.5172413793103449,0.6111111111111112,0.5555555555555556,0.6846153846153846,0.7777777777777778,0.6911764705882353,0.7777777777777778,0.4461538461538462,0.05555555555555555,0.09090909090909091,38.3419689119171,,0.05063291139240506,,0.16923076923076924,0.8181818181818182,0.9,0.27692307692307694,0.6111111111111112,0.6470588235294118,0.36363636363636365,0.1076923076923077,0.09230769230769231,0.35384615384615387,0.43478260869565216,0.43478260869565216,0.2,0.25,0.1111111111111111,0.3333333333333333,0.6153846153846154,0.43478260869565216,0.5193407692307694,0.5448785714285714,0.4774805555555555,0.058823529411764705,0.10256410256410256,0.29473684210526313,8.008333333333333,25.662068965517243,0.22424242424242424,1.0,5.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,19.0,6.0,4.0,,6.0,1.0,8.0,2.0,5.0,2.0,3.0,,1.0,3.0,,,,0.75,0.6666666666666666,1.0,1.0625,1.0555555555555556,0.8333333333333334,,0.020833333333333332,0.1111111111111111,0.15,0.07954545454545454,0.15,0.08333333333333333,,,0.17857142857142858,0.08333333333333333,0.07692307692307693,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.8,0.5,,0.5,0.16666666666666666,1.0,0.5,0.2,3.0,3.0,2.0,2.0,2.0,2.0,27.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05555555555555555,0.125,0.09090909090909091,1.0,0.2857142857142857,0.2857142857142857,0.5,0.375,1.0,0.6666666666666666,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1630241,1610612739,Sam Merrill,Sam Merrill,1630241,CLE,8684.0,145,10.0,301,296,97.0,69,45,597,2.0,6.0,,1.0,3.0,,6.0,15.0,45,6.0,13.0,3.0,9.0,18.0,51,4.0,64.0,307,7.0,1.0,3.0,15.0,4.0,9.0,6.0,,54.0,45,15.0,5.0,11.0,5.0,16.0,3.0,2.0,5.0,6.0,37.0,2.0,3.0,16.0,,1.0,4.0,3.0,5.0,10.0,4.0,1.0,9.0,97.0,1.0,1.0,1.0,0.35294117647058826,0.35294117647058826,0.3333333333333333,0.3333333333333333,0.5,0.1388888888888889,0.5161290322580645,0.225,0.85,0.5555555555555556,0.6666666666666666,18.69688385269122,0.02127659574468085,0.018867924528301886,0.012987012987012988,0.1,0.3333333333333333,1.0,0.05,0.3333333333333333,0.5,1.0,,0.1,0.75,0.3333333333333333,0.3333333333333333,1.0,0.8571428571428571,,0.7222222222222222,0.95,0.3333333333333333,0.5571991666666667,0.52605,0.4992194444444445,0.01639344262295082,0.1,0.140625,2.8777777777777778,25.98823529411764,0.3222591362126246,,3.0,,2.0,2.0,1.0,,,2.0,6.0,1.0,1.0,,9.0,4.0,13.0,,3.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,0.2857142857142857,0.06666666666666667,,0.42857142857142855,0.42857142857142855,0.75,,0.05,0.015384615384615385,0.1111111111111111,0.08074534161490683,,0.05263157894736842,0.041666666666666664,0.07692307692307693,0.12698412698412698,0.05555555555555555,,1.0,0.5,0.5,1.0,0.3333333333333333,1.0,,0.1111111111111111,,0.07692307692307693,0.09375,,,,,1.0,,,,,5.0,3.0,2.0,3.0,,,1.0,,2.0,1.0,,0.3333333333333333,,,0.5,,,,,,,0.14285714285714285,,,1.0,1.0,1.0,1.0,1.0,0.1,0.058823529411764705,,,,,,,,,,,,,,,,True,,,,,,,,,
202684,1610612739,Tristan Thompson,Tristan Thompson,202684,CLE,19691.0,328,-85.0,675,674,245.0,183,99,1349,21.0,37.0,15.0,10.0,28.0,3.0,1.0,,2,,,31.0,68.0,,3,7.0,69.0,754,1.0,14.0,32.0,1.0,1.0,29.0,44.0,18.0,,2,,7.0,11.0,13.0,24.0,11.0,2.0,5.0,6.0,61.0,12.0,32.0,134.0,2.0,8.0,14.0,12.0,36.0,22.0,30.0,13.0,29.0,245.0,0.7096774193548387,0.8148148148148148,,,,0.45588235294117646,0.4375,0.43661971830985913,0.42424242424242425,0.40588235294117647,0.3625,0.04225352112676056,0.10294117647058823,0.13513513513513514,12.563451776649746,0.06521739130434782,0.09195402298850575,0.0625,0.5211267605633803,0.5675675675675675,0.65625,0.39436619718309857,0.35714285714285715,0.38461538461538464,0.8,0.04225352112676056,0.014084507042253521,0.028169014084507043,,,,,0.45454545454545453,,0.5633802816901409,,0.5510225352112677,0.5883863636363637,0.5283227272727273,0.15853658536585366,0.16455696202531644,0.42028985507246375,4.863235294117647,25.5,0.362962962962963,10.0,,,1.0,,,7.0,17.0,,18.0,,20.0,,37.0,55.0,102.0,4.0,6.0,3.0,3.0,1.0,3.0,4.0,11.0,3.0,3.0,,,0.4117647058823529,0.3888888888888889,0.4090909090909091,0.42857142857142855,,0.3374233128834356,0.12195121951219512,0.19786096256684493,0.26285714285714284,0.12048192771084337,0.2641509433962264,0.3902439024390244,0.32142857142857145,0.19548872180451127,0.2037037037037037,0.12121212121212122,0.6666666666666666,,,,,,0.6666666666666666,0.030303030303030304,,,0.2608695652173913,6.0,14.0,,,1.0,4.0,,8.0,10.0,2.0,1.0,1.0,,2.0,,11.0,6.0,11.0,9.0,1.0,0.07142857142857142,0.47619047619047616,0.140625,0.8181818181818182,,,,0.7777777777777778,0.42857142857142855,0.3333333333333333,0.05555555555555555,,,6.0,,,5.0,5.0,0.058823529411764705,0.075,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,True,,,,,,,,,
1629636,1610612739,Darius Garland,Darius Garland,1629636,CLE,1001.0,17,,35,33,19.0,10,4,68,1.0,1.0,,1.0,3.0,,,2.0,5,,2.0,2.0,4.0,2.0,5,1.0,11.0,38,,,2.0,2.0,1.0,1.0,2.0,2.0,,5,2.0,,3.0,,3.0,,,3.0,,6.0,,,2.0,1.0,1.0,2.0,,,2.0,2.0,1.0,1.0,19.0,0.5,0.5,,0.4,0.4,0.5,,0.5555555555555556,,0.55,0.1,0.5555555555555556,,,31.57894736842105,,,,0.1111111111111111,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,0.5555555555555556,0.4,0.4,,,,0.5,0.6666666666666666,0.4,0.5239944444444444,,0.48202500000000004,0.1,0.2,0.09090909090909091,5.95,26.74,0.5428571428571428,,,,,,,,,,,,,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,0.5,,0.125,,0.14285714285714285,0.13333333333333333,,,0.16666666666666666,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,6.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1629660,1610612739,Ty Jerome,Ty Jerome,1629660,CLE,9536.0,159,-50.0,331,329,117.0,108,41,660,5.0,8.0,1.0,11.0,27.0,3.0,2.0,15.0,37,8.0,14.0,19.0,38.0,16.0,39,9.0,95.0,384,8.0,7.0,10.0,15.0,7.0,42.0,10.0,28.0,30.0,36,15.0,2.0,10.0,9.0,19.0,6.0,3.0,7.0,2.0,47.0,2.0,5.0,18.0,1.0,7.0,20.0,1.0,6.0,9.0,9.0,5.0,42.0,117.0,0.2631578947368421,0.2777777777777778,0.625,0.41025641025641024,0.42105263157894735,0.5,0.7,0.5584415584415584,0.7,0.5864197530864198,0.75,0.5064935064935064,0.05263157894736842,0.125,26.649076517150394,0.024691358024691357,0.025157232704402517,0.029411764705882353,0.1038961038961039,0.625,0.7142857142857143,0.35064935064935066,0.4074074074074074,0.4230769230769231,0.36363636363636365,0.03896103896103896,0.025974025974025976,0.4805194805194805,0.40540540540540543,0.4166666666666667,0.6,0.8,0.04,0.56,0.6103896103896104,0.4166666666666667,0.5040401315789472,0.4110875,0.477248,0.06172839506172839,0.11904761904761904,0.4421052631578947,7.647368421052632,27.23333333333333,0.35347432024169184,1.0,1.0,1.0,1.0,4.0,6.0,2.0,2.0,4.0,18.0,7.0,2.0,1.0,6.0,6.0,13.0,1.0,13.0,7.0,6.0,2.0,2.0,9.0,1.0,,,0.5,0.4666666666666667,1.0,0.8,0.8181818181818182,0.65,0.08333333333333333,0.08108108108108109,0.02564102564102564,0.06818181818181818,0.07407407407407407,0.05128205128205128,0.1111111111111111,0.06976744186046512,0.07692307692307693,0.08196721311475409,0.037037037037037035,0.02631578947368421,0.2,0.5,0.5,1.0,0.5,1.0,1.0,0.04,1.0,0.42857142857142855,0.18947368421052632,,,3.0,,,2.0,18.0,2.0,1.0,9.0,5.0,4.0,,1.0,,,,,,,0.037037037037037035,0.1,,,1.0,1.0,,,,,,,,,,,,2.0,,,2.0,1.0,1.0,,,1.0,1.0,1.0,0.02564102564102564,0.02702702702702703,,,,,,True,,,,,,,,,
1629731,1610612739,Dean Wade,Dean Wade,1629731,CLE,2160.0,36,-25.0,77,79,37.0,28,7,156,,,,,,,1.0,,1,,,,,1.0,2,,3.0,95,,,,,,,,,3.0,1,,,1.0,2.0,3.0,1.0,1.0,1.0,,8.0,1.0,1.0,8.0,,,1.0,,,,,,,37.0,,,1.0,0.5,0.5,,,0.75,,0.75,,1.0,,,3.5294117647058822,0.041666666666666664,0.02702702702702703,0.05263157894736842,,,,,,,,,0.5,0.5,,,,,,,1.0,,0.589725,,,,,,,23.8,0.4805194805194805,,1.0,,,,,,,,,,,,5.0,2.0,7.0,,1.0,,1.0,,,,,,,,,,,,1.0,,0.10526315789473684,,0.2631578947368421,0.18421052631578946,,0.14285714285714285,0.1,,0.35714285714285715,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,2.0,1.0,2.0,1.0,,,,,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
1641854,1610612739,Craig Porter Jr.,Craig Porter Jr.,1641854,CLE,11451.0,191,-91.0,394,393,168.0,109,63,787,14.0,24.0,5.0,7.0,15.0,4.0,8.0,6.0,15,1.0,4.0,22.0,43.0,8.0,23,7.0,75.0,441,2.0,8.0,14.0,4.0,4.0,26.0,22.0,22.0,12.0,15,6.0,13.0,15.0,10.0,25.0,9.0,1.0,9.0,5.0,60.0,4.0,7.0,23.0,5.0,6.0,16.0,4.0,8.0,7.0,11.0,4.0,26.0,168.0,0.5,0.5,0.5,0.34782608695652173,0.34782608695652173,0.5116279069767442,0.5714285714285714,0.5151515151515151,0.6111111111111112,0.528169014084507,0.6190476190476191,0.3484848484848485,0.3023255813953488,0.2916666666666667,18.709677419354836,0.03669724770642202,0.03271028037383177,0.05,0.36363636363636365,0.5833333333333334,0.8235294117647058,0.22727272727272727,0.4666666666666667,0.7,0.14285714285714285,0.06060606060606061,0.12121212121212122,0.22727272727272727,0.4,0.42857142857142855,0.5,0.16666666666666666,0.2777777777777778,0.2222222222222222,0.7121212121212122,0.4,0.5435659090909091,0.5304749999999999,0.5055611111111111,0.057971014492753624,0.08695652173913043,0.3466666666666667,5.520930232558139,25.417391304347827,0.4263959390862944,4.0,2.0,,,,2.0,2.0,4.0,,6.0,2.0,3.0,,10.0,4.0,16.0,1.0,10.0,8.0,2.0,,1.0,5.0,,2.0,2.0,,0.5,0.5,0.3333333333333333,0.42857142857142855,0.625,,0.044444444444444446,0.02857142857142857,0.08849557522123894,0.06896551724137931,0.057692307692307696,0.05405405405405406,,0.1111111111111111,0.0641025641025641,0.14285714285714285,0.047619047619047616,0.7142857142857143,0.25,0.25,0.5,,,0.8,,,0.5,0.08,2.0,3.0,1.0,,1.0,2.0,12.0,,2.0,2.0,2.0,,,1.0,,7.0,4.0,7.0,4.0,,0.3333333333333333,0.2,,0.5714285714285714,0.25,0.3333333333333333,,0.5,0.6666666666666666,1.0,0.16666666666666666,,,,,,3.0,2.0,,,1.0,,,,,,1.0,1.0,0.043478260869565216,0.06666666666666667,0.25,,,,,True,,,,,,,,,
1642281,1610612739,Jaylon Tyson,Jaylon Tyson,1642281,CLE,11508.0,192,-74.0,394,398,170.0,117,61,792,10.0,21.0,7.0,9.0,24.0,3.0,12.0,7.0,22,5.0,9.0,20.0,48.0,10.0,34,8.0,78.0,450,5.0,7.0,16.0,16.0,6.0,32.0,20.0,20.0,24.0,22,7.0,8.0,14.0,9.0,23.0,5.0,4.0,10.0,4.0,55.0,9.0,14.0,47.0,,3.0,14.0,6.0,12.0,13.0,10.0,4.0,32.0,170.0,0.5,0.5,0.8,0.29411764705882354,0.29411764705882354,0.4166666666666667,0.4375,0.4268292682926829,0.40625,0.4482758620689655,0.45714285714285713,0.4146341463414634,0.16666666666666666,0.2857142857142857,21.767241379310345,0.09,0.06467661691542288,0.07792207792207792,0.25609756097560976,0.47619047619047616,0.6666666666666666,0.2926829268292683,0.375,0.4090909090909091,0.3333333333333333,0.036585365853658534,0.14634146341463414,0.2682926829268293,0.3181818181818182,0.3181818181818182,0.7142857142857143,0.35714285714285715,0.21875,0.28125,0.6707317073170732,0.3181818181818182,0.5309195121951218,0.47289444444444445,0.5220937499999999,0.046511627906976744,0.07692307692307693,0.41025641025641024,5.610416666666666,25.099999999999998,0.43147208121827413,3.0,3.0,1.0,7.0,1.0,3.0,2.0,9.0,1.0,7.0,4.0,4.0,1.0,21.0,12.0,33.0,,11.0,3.0,8.0,,,4.0,1.0,1.0,1.0,0.2,0.25,0.2222222222222222,0.25,0.25,0.7857142857142857,0.07692307692307693,0.12903225806451613,0.039603960396039604,0.1926605504587156,0.16336633663366337,0.0392156862745098,0.058823529411764705,0.14285714285714285,0.23529411764705882,0.16455696202531644,0.26666666666666666,,0.6,0.25,0.25,1.0,0.2,1.0,0.42857142857142855,0.21875,0.14285714285714285,0.3333333333333333,0.08974358974358974,1.0,4.0,1.0,,,,6.0,,,3.0,2.0,1.0,1.0,,,2.0,2.0,2.0,2.0,1.0,0.08333333333333333,,0.047619047619047616,1.0,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.25,,,,,1.0,,,,2.0,,0.13043478260869565,2.0,1.0,,,,,,,,,,1.0,,,,True,,,,,,,,,
