EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,OffThreePtRebounds,DefThreePtRebounds,OffRebounds,LostBallTurnovers,ShootingFouls,Fouls,BlockedAtRim,PenaltyFg2Pct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,DefAtRimReboundPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,FTOffRebounds,Steals,LostBallSteals,DeadBallTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffFTReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,Fg3aBlocked,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,Arc3PctBlocked,DefCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,BadPassSteals,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffTwoPtRebounds,SelfOReb,BlockedLongMidRange,OffTwoPtReboundPct,OffShortMidRangeReboundPct,SelfORebPct,Offensive Fouls,BadPassOutOfBoundsTurnovers,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFtPoints,HeaveAttempts,Fg2aBlocked,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Transition Take Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Transition Take Fouls,Blocked3s,BlockedCorner3,DefensiveGoaltends,3SecondViolations,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,BlockedArc3,OffensiveGoaltends
1628988,1610612745,Aaron Holiday,Aaron Holiday,1628988,HOU,1326.0,22,-2,50,51,17.0,27.0,4.0,101,1.0,1.0,2.0,8.0,1.0,1.0,3.0,1.0,1.0,2.0,8.0,1.0,9.0,41,1.0,1.0,3.0,3.0,2.0,3.0,3.0,8.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,17.0,1.0,1.0,1.0,0.5,0.25,0.3333333333333333,0.25,1.0,0.4444444444444444,0.5,0.45,0.375,0.8888888888888888,23.636363636363633,1.0,0.5,0.1111111111111111,0.041666666666666664,0.2,0.5,0.1111111111111111,1.0,1.0,1.0,0.8888888888888888,0.25,0.25,0.5,1.0,1.0,0.3333333333333333,1.0,0.25,0.533611111111111,0.53505,0.52335,0.1111111111111111,1.0,0.3333333333333333,2.3,26.275000000000002,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629098,1610612745,Jack McVeigh,Jack McVeigh,1629098,HOU,2595.0,43,-10,97,98,54.0,44.0,9.0,195,,1.0,1.0,7.0,,1.0,5.0,1.0,4.0,4.0,13.0,,14.0,93,,3.0,8.0,11.0,,12.0,,7.0,1.0,,1.0,1.0,1.0,,,,3.0,2.0,,3.0,5.0,2.0,,2.0,2.0,,,,,,,2.0,1.0,2.0,1.0,11.0,54.0,,,,1.0,0.3076923076923077,0.375,0.3076923076923077,0.25,0.4117647058823529,0.5,0.4117647058823529,0.5,0.7647058823529411,17.75700934579439,1.0,,0.08695652173913043,0.061224489795918366,0.13333333333333333,0.5,0.058823529411764705,,,,0.4117647058823529,0.14285714285714285,0.14285714285714285,1.0,,0.45454545454545453,0.2,0.8235294117647058,0.14285714285714285,0.5129529411764706,0.3658,0.48286818181818175,,,0.7857142857142857,9.975,24.97692307692308,0.5567010309278351,1.0,1.0,1.0,2.0,3.0,6.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,0.3333333333333333,0.038461538461538464,0.07142857142857142,0.043478260869565216,0.043478260869565216,0.2,0.045454545454545456,0.058823529411764705,0.11764705882352941,0.5,0.5,0.35294117647058826,0.5,0.5,1.0,0.5,0.2727272727272727,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629111,1610612745,Jock Landale,Jock Landale,1629111,HOU,753.0,13,2,31,29,15.0,12.0,3.0,60,,,,1.0,,,1.0,,,,1.0,,,22,,,1.0,,,,,1.0,,,,,,,,,,1.0,,3.0,3.0,,,,,1.0,,2.0,,,1.0,1.0,1.0,1.0,,,15.0,1.0,,,,,,,,,,,,1.0,5.714285714285714,,,0.14285714285714285,0.17647058823529413,,,,,,,1.0,,,,,1.0,,1.0,,0.45735,,0.45735,,,,,25.9,0.4838709677419355,,,,,,,,,,,,,,2.0,,,1.0,1.0,,,0.2,,,,,0.2,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630256,1610612745,Jae'Sean Tate,Jae'Sean Tate,1630256,HOU,1285.0,21,2,51,51,32.0,32.0,6.0,102,2.0,2.0,,1.0,,,1.0,3.0,5.0,,1.0,3.0,9.0,35,,,1.0,8.0,2.0,,,1.0,,1.0,,1.0,,,1.0,,2.0,4.0,2.0,12.0,15.0,3.0,2.0,6.0,2.0,3.0,,5.0,1.0,2.0,1.0,,,,,8.0,32.0,,0.3333333333333333,1.0,,,,,0.6,0.5,0.75,0.5625,0.8,0.16666666666666666,24.13793103448276,0.5,0.6666666666666666,0.4,0.38461538461538464,0.2,,0.3333333333333333,1.0,1.0,,0.16666666666666666,,,,,0.25,,0.5,,0.5420999999999999,,0.5867,0.2857142857142857,0.3333333333333333,0.8888888888888888,4.38,27.9,0.6274509803921569,2.0,3.0,,,,,,,2.0,3.0,3.0,4.0,2.0,6.0,3.0,1.0,1.0,4.0,,1.0,0.375,0.1111111111111111,0.08,0.125,,0.375,0.5,,,,,,,,1.0,,,0.3333333333333333,2.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.25,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,1.0,0.4444444444444444,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642263,1610612745,Reed Sheppard,Reed Sheppard,1642263,HOU,1933.0,32,-15,71,72,37.0,28.0,6.0,143,,,1.0,6.0,,,1.0,2.0,6.0,1.0,6.0,,7.0,80,,,1.0,4.0,,3.0,,6.0,1.0,4.0,5.0,9.0,3.0,2.0,3.0,1.0,23.0,1.0,,4.0,4.0,3.0,3.0,3.0,3.0,1.0,,,,,,2.0,2.0,2.0,1.0,4.0,37.0,,,,1.0,0.16666666666666666,,0.16666666666666666,0.3333333333333333,0.2916666666666667,0.5,0.2916666666666667,0.5,0.5,19.48051948051948,1.0,,0.05555555555555555,0.11428571428571428,0.09090909090909091,0.5,,,,,0.5,0.16666666666666666,0.2,1.0,,0.25,,0.5,0.16666666666666666,0.48523333333333335,,0.4653625,,,0.5714285714285714,14.25,26.71666666666667,0.5211267605633803,,3.0,1.0,3.0,,,,,,2.0,3.0,4.0,,3.0,,,,1.0,,0.6666666666666666,0.17647058823529413,,,,,0.15384615384615385,0.25,0.25,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,1.0,1.0,0.16666666666666666,0.16666666666666666,0.25,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201145,1610612745,Jeff Green,Jeff Green,201145,HOU,890.0,15,12,34,34,25.0,21.0,5.0,68,,,2.0,2.0,1.0,1.0,1.0,,1.0,2.0,2.0,,6.0,16,1.0,1.0,1.0,3.0,,6.0,,2.0,2.0,,,,,,,,,,,3.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,3.0,25.0,,,,1.0,1.0,1.0,1.0,,1.0,1.5,1.0,1.5,0.6666666666666666,10.0,1.0,,,0.15,,,,,,,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.46398333333333336,,0.5031,,,0.5,8.7,26.15,0.7352941176470589,,1.0,,,,,,,,,,,,3.0,,1.0,1.0,1.0,,,0.25,,,,,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,1.5,1.5,,,,,,,,,0.5,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631466,1610612745,Nate Williams,Nate Williams,1631466,HOU,1204.0,20,-8,45,46,35.0,25.0,4.0,91,3.0,4.0,,1.0,,,1.0,4.0,7.0,,2.0,3.0,11.0,49,,,1.0,8.0,4.0,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,3.0,,4.0,,1.0,1.0,,,,,8.0,35.0,1.0,0.5,0.5,,,,,0.5714285714285714,0.4444444444444444,0.42857142857142855,0.5,0.5,0.2222222222222222,22.448979591836736,,,,0.043478260869565216,,,0.4444444444444444,0.75,0.75,0.6666666666666666,0.1111111111111111,,,,,0.14285714285714285,,0.6666666666666666,,0.5485111111111112,,0.5519428571428572,0.1,0.125,0.7272727272727273,3.685714285714286,24.9,0.7777777777777778,,3.0,,,,1.0,,,,3.0,6.0,4.0,,1.0,,,,,,0.5,0.1,,,,,0.14285714285714285,0.3333333333333333,,,,0.1111111111111111,,,,,,,,,2.0,3.0,1.0,,,2.0,,,2.0,2.0,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,0.42857142857142855,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641708,1610612745,Amen Thompson,Amen Thompson,1641708,HOU,109.0,2,-3,3,4,,4.0,1.0,7,1.0,1.0,,,,,,1.0,2.0,,,,2.0,5,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,0.5,0.5,,0.5,,,50.0,,,,,,1.0,0.5,1.0,1.0,,,,,,,,,0.5,,0.5665,0.7073,,,,,6.05,,,1.0,1.0,,,,,,,1.0,,,2.0,,,1.0,,,1.0,,,,,0.5,,,,0.5,,,,,,,,1.0,,,,1.0,,,,1.0,2.0,,2.0,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,0.5,0.5,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641715,1610612745,Cam Whitmore,Cam Whitmore,1641715,HOU,1124.0,19,-12,39,40,26.0,15.0,4.0,79,1.0,1.0,1.0,3.0,,1.0,2.0,1.0,4.0,2.0,4.0,1.0,9.0,47,,1.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,,1.0,1.0,,1.0,,,3.0,2.0,,4.0,4.0,,,,,1.0,,2.0,,1.0,,2.0,2.0,2.0,,4.0,26.0,,1.0,1.0,0.5,0.5,0.5,0.5,0.25,0.5,0.375,0.5,0.4,0.5,20.930232558139537,,,0.18181818181818182,0.21052631578947367,0.2222222222222222,,0.125,1.0,1.0,1.0,0.375,0.3333333333333333,0.3333333333333333,,,0.5,0.5,0.625,0.3333333333333333,0.5165124999999999,,0.4645375,0.1111111111111111,0.2,0.4444444444444444,5.425,26.749999999999996,0.6666666666666666,,3.0,,,1.0,1.0,,,,,2.0,,,2.0,,,2.0,2.0,,,0.25,,,,,0.2,0.375,,,,0.125,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631223,1610612745,David Roddy,David Roddy,1631223,HOU,720.0,12,-11,24,25,2.0,,1.0,49,,,,1.0,,,1.0,2.0,2.0,,2.0,2.0,6.0,33,,,1.0,,2.0,,,1.0,,2.0,,2.0,,,2.0,,4.0,,,1.0,1.0,,,,,1.0,,2.0,,1.0,,,,,,,2.0,,0.5,0.5,,,,,1.0,0.5,,0.6,,0.5,20.0,,,,0.1,,,,,,,0.25,,,,,1.0,,0.5,,0.466175,,0.4746,0.2,0.3333333333333333,,6.35,24.700000000000003,0.08333333333333333,,2.0,,,,1.0,,,,,,2.0,,1.0,,,,,,,0.25,,,,,,0.5,,,,0.25,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,0.5,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
