EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,FTDefRebounds,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,Charge Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,SecondChanceArc3FGA,SecondChanceFG3A,PtsPutbacks,LongMidRangeAssists,SelfOReb,LostBallTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,3SecondViolations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,OffLongMidRangeReboundPct,SelfORebPct,SecondChanceArc3Frequency,PenaltyCorner3FGM,Fg3aBlocked,Loose Ball Fouls,Blocked3s,BlockedArc3,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked,PenaltyCorner3Accuracy,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,SecondChanceFg3Pct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,FTOffRebounds,DefensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,HeaveAttempts,Technical Free Throw Trips,LongMidRangePctBlocked,OffensiveGoaltends,on,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,Transition Take Fouls,BlockedLongMidRange,Clear Path Fouls
1628408,1610612750,PJ Dozier,PJ Dozier,1628408,MIN,1160.0,19,-6,45,43,34,16.0,2.0,88,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,50,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2,1.0,2.0,1.0,3.0,34,1.0,0.5,0.5,0.5,0.75,0.75,0.6666666666666666,0.75,1.0,6.382978723404256,0.14285714285714285,0.1,0.14285714285714285,0.11764705882352941,0.09090909090909091,0.16666666666666666,0.25,0.16666666666666666,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5229,0.5229,0.3333333333333333,1.0,0.75,25.4,0.7555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1630545,1610612750,Terrence Shannon Jr.,Terrence Shannon Jr.,1630545,MIN,9924.0,165,29,353,354,130,121.0,41.0,707,1.0,3.0,1.0,2.0,3.0,14.0,15.0,70.0,366,1.0,4.0,29.0,9.0,3.0,1.0,10.0,18.0,9.0,44.0,3.0,12.0,10.0,25.0,6.0,31.0,5.0,2.0,7.0,12,12.0,18.0,10.0,29.0,130,1.0,0.21428571428571427,0.25,0.21428571428571427,0.5188679245283019,0.5,0.5737704918032787,0.6041666666666666,0.2641509433962264,16.708229426433917,0.11494252873563218,0.13793103448275862,0.037037037037037035,0.12643678160919541,0.0379746835443038,0.03278688524590164,0.10526315789473684,0.1,0.05660377358490566,0.3333333333333333,0.3333333333333333,1.0,0.10526315789473684,0.5,0.7735849056603774,0.3333333333333333,0.5944150943396226,0.5999473684210526,0.16393442622950818,0.2127659574468085,0.4142857142857143,23.74285714285714,0.36827195467422097,18.0,27.0,1.0,1.0,6.0,9.0,5.0,9.0,3.0,2.0,11.0,2.0,23.0,39.0,2.0,2.0,2.0,6.0,8.0,15.0,10.0,42.0,4.0,11.0,8.0,6.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,0.9130434782608695,0.9130434782608695,0.5897435897435898,1.0,0.5333333333333333,1.0,1.0,0.28205128205128205,0.2962962962962963,0.3333333333333333,0.3333333333333333,0.375,0.03896103896103896,0.05714285714285714,0.029411764705882353,0.05,0.05263157894736842,0.36363636363636365,0.2222222222222222,0.75,0.5094339622641509,0.6666666666666666,0.9473684210526315,0.8888888888888888,0.16981132075471697,0.5555555555555556,0.8333333333333334,1.0,0.05660377358490566,0.20754716981132076,0.18181818181818182,0.18181818181818182,1.0,0.5,1.0,1.0,0.47368421052631576,0.6666666666666666,0.10526315789473684,0.5036,0.08571428571428572,4.161538461538461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1630568,1610612750,Luka Garza,Luka Garza,1630568,MIN,9441.0,157,8,337,340,121,144.0,41.0,677,7.0,23.0,,3.0,7.0,25.0,13.0,90.0,368,,4.0,20.0,21.0,23.0,7.0,3.0,8.0,1.0,21.0,4.0,9.0,7.0,19.0,19.0,38.0,3.0,1.0,10.0,17,19.0,19.0,8.0,20.0,121,1.0,0.28,,0.28,0.5133333333333333,0.4375,0.5357142857142857,0.5,0.3333333333333333,24.54780361757106,0.10294117647058823,0.10975609756097561,0.058823529411764705,0.10666666666666667,0.12666666666666668,0.07017543859649122,0.11538461538461539,0.10606060606060606,0.30666666666666664,0.30434782608695654,0.30434782608695654,1.0,0.1875,,0.68,0.30434782608695654,0.5290386666666665,0.53848125,0.0975609756097561,0.14035087719298245,0.2222222222222222,25.24,0.3590504451038576,16.0,26.0,6.0,10.0,4.0,8.0,12.0,24.0,,,2.0,1.0,28.0,50.0,7.0,14.0,2.0,16.0,7.0,12.0,6.0,42.0,14.0,6.0,5.0,3.0,2.0,1.0,15.0,3.0,2.0,5.0,,2.0,6.0,,,11.0,6.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.75,0.9130434782608695,0.56,0.5,0.5833333333333334,0.4666666666666667,0.5,0.12,0.19230769230769232,0.041666666666666664,0.45454545454545453,0.25,0.18292682926829268,0.2,0.1951219512195122,,0.125,,0.125,0.5,0.3466666666666667,0.6153846153846154,0.7619047619047619,0.6875,0.32,0.5,0.5217391304347826,0.8333333333333334,,0.02666666666666667,,,,0.6666666666666666,0.6,0.16666666666666666,0.5,0.5,0.0625,0.5203136363636364,0.17777777777777778,4.774,1.0,1.0,10.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,0.09090909090909091,0.029411764705882353,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1631169,1610612750,Josh Minott,Josh Minott,1631169,MIN,6511.0,109,-27,230,233,84,86.0,24.0,463,3.0,7.0,,2.0,7.0,14.0,9.0,52.0,262,1.0,3.0,10.0,21.0,7.0,3.0,3.0,4.0,3.0,9.0,4.0,9.0,2.0,12.0,6.0,18.0,7.0,2.0,3.0,9,8.0,10.0,4.0,10.0,84,1.0,0.5,0.3333333333333333,0.5,0.5972222222222222,0.5833333333333334,0.6341463414634146,0.625,0.3888888888888889,18.076923076923077,0.047619047619047616,0.13636363636363635,0.09090909090909091,0.10185185185185185,0.0625,0.10526315789473684,,0.12244897959183673,0.19444444444444445,0.42857142857142855,0.42857142857142855,1.0,0.3333333333333333,,0.9166666666666666,0.42857142857142855,0.6397527777777778,0.6791333333333333,0.1,0.15384615384615385,0.19230769230769232,24.492857142857144,0.3652173913043478,10.0,19.0,,2.0,2.0,3.0,1.0,3.0,,4.0,7.0,1.0,11.0,22.0,,3.0,2.0,2.0,2.0,3.0,3.0,16.0,6.0,2.0,1.0,1.0,,,2.0,1.0,5.0,4.0,1.0,2.0,2.0,,,6.0,3.0,,1.0,,2.0,2.0,,5.0,4.0,0.7272727272727273,0.7272727272727273,0.5,,0.6666666666666666,,0.25,0.09090909090909091,0.05263157894736842,0.3333333333333333,0.6666666666666666,0.14285714285714285,0.038461538461538464,0.07407407407407407,,,0.09090909090909091,,0.17647058823529413,0.8,0.5277777777777778,0.5263157894736842,0.5555555555555556,0.7,0.08333333333333333,0.3333333333333333,0.5,1.0,,0.19444444444444445,0.5714285714285714,0.6666666666666666,1.0,0.6666666666666666,,,0.5,0.6666666666666666,0.16666666666666666,0.3927,0.038461538461538464,2.45,,,,,1.0,2.0,,1.0,1.0,,,1.0,,2.0,1.0,,0.06666666666666667,,1.0,1.0,1.0,3.0,1.0,2.0,0.07142857142857142,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1642265,1610612750,Rob Dillingham,Rob Dillingham,1642265,MIN,30963.0,516,19,1072,1067,326,293.0,125.0,2139,19.0,62.0,4.0,14.0,25.0,74.0,8.0,219.0,1213,4.0,17.0,53.0,36.0,62.0,19.0,59.0,98.0,40.0,235.0,6.0,25.0,13.0,38.0,12.0,50.0,20.0,11.0,20.0,37,28.0,15.0,7.0,53.0,326,0.48,0.33783783783783783,0.23529411764705882,0.33783783783783783,0.5,0.4528301886792453,0.5046082949308756,0.4649122807017544,0.35071090047393366,22.13114754098361,0.05371900826446281,0.0992063492063492,0.02510460251046025,0.07692307692307693,0.02404809619238477,0.031578947368421054,0.05825242718446602,0.11578947368421053,0.2938388625592417,0.3064516129032258,0.3064516129032258,0.3157894736842105,0.2641509433962264,0.2857142857142857,0.6255924170616114,0.3064516129032258,0.5196127962085308,0.5364726415094341,0.03255813953488372,0.04964539007092199,0.2420091324200913,25.459459459459453,0.3041044776119403,36.0,58.0,,2.0,12.0,18.0,26.0,54.0,25.0,6.0,12.0,3.0,68.0,137.0,2.0,7.0,2.0,18.0,18.0,36.0,5.0,42.0,94.0,8.0,39.0,31.0,8.0,14.0,6.0,,9.0,34.0,9.0,22.0,19.0,4.0,1.0,53.0,16.0,,2.0,3.0,1.0,,1.0,1.0,,0.3088235294117647,0.3181818181818182,0.49635036496350365,0.2857142857142857,0.5,0.5333333333333333,0.5625,0.058394160583941604,0.06896551724137931,0.07407407407407407,0.6415094339622641,,0.023076923076923078,0.028846153846153848,0.023809523809523808,,0.058823529411764705,0.02702702702702703,0.04838709677419355,,0.27488151658767773,0.6206896551724138,0.6666666666666666,0.3611111111111111,0.2559241706161137,0.48148148148148145,0.52,0.15384615384615385,0.11848341232227488,0.05687203791469194,0.5,0.5,1.0,0.13333333333333333,,,0.33962264150943394,0.6666666666666666,0.05660377358490566,0.4892722222222223,0.0821917808219178,7.6459854014598525,6.0,8.0,4.0,5.0,2.0,12.0,4.0,1.0,,,,2.0,,5.0,2.0,,0.018691588785046728,0.4,,,1.0,,,,,,,6.0,2.0,2.0,2.0,4.0,39.0,0.5,0.24,0.24,0.6666666666666666,0.13333333333333333,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,True,,,,,
1631159,1610612750,Leonard Miller,Leonard Miller,1631159,MIN,1632.0,27,-4,61,58,38,30.0,9.0,119,,4.0,,2.0,,4.0,8.0,20.0,57,,2.0,16.0,,4.0,,,,,,,1.0,3.0,6.0,2.0,8.0,2.0,1.0,1.0,1,4.0,8.0,3.0,16.0,38,,,,,0.46153846153846156,0.625,0.5882352941176471,0.7272727272727273,0.3076923076923077,23.684210526315788,0.5,0.05263157894736842,,0.16,0.06060606060606061,,,0.0625,0.3076923076923077,,,,0.25,,0.8461538461538461,,0.5742730769230769,0.59889375,0.1875,0.25,0.8,25.075,0.6229508196721312,5.0,7.0,1.0,3.0,4.0,5.0,1.0,2.0,,,,,6.0,9.0,1.0,4.0,2.0,4.0,5.0,6.0,6.0,8.0,4.0,1.0,,,,,2.0,2.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,1.0,,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,0.8333333333333334,0.2,0.3333333333333333,0.1111111111111111,0.14285714285714285,,,0.5,0.08695652173913043,0.1,0.1111111111111111,,0.25,1.0,,,0.5384615384615384,0.7142857142857143,0.8333333333333334,0.8,0.15384615384615385,0.5,0.5,,,,,,,0.6,0.3333333333333333,1.0,0.625,0.8,,0.5790125,0.2,2.6444444444444444,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,1.0,,0.16666666666666666,0.2,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
1628978,1610612750,Donte DiVincenzo,Donte DiVincenzo,1628978,MIN,5166.0,86,-29,186,190,59,42.0,21.0,376,9.0,23.0,2.0,5.0,9.0,26.0,2.0,35.0,223,2.0,5.0,10.0,24.0,23.0,9.0,6.0,10.0,3.0,24.0,,5.0,5.0,10.0,,10.0,6.0,3.0,3.0,5,4.0,2.0,1.0,10.0,59,0.8888888888888888,0.34615384615384615,0.4,0.34615384615384615,0.5,0.5555555555555556,0.5147058823529411,0.5555555555555556,0.7878787878787878,18.26923076923077,0.12195121951219512,0.125,,0.12345679012345678,,,0.05263157894736842,0.08,0.696969696969697,0.391304347826087,0.391304347826087,0.8888888888888888,0.5555555555555556,0.4,0.9696969696969697,0.391304347826087,0.5493242424242425,0.5842611111111111,0.029411764705882353,0.125,0.2857142857142857,26.173076923076927,0.3172043010752688,3.0,6.0,,,2.0,4.0,,1.0,,,3.0,,3.0,7.0,,,,6.0,2.0,4.0,,,6.0,1.0,4.0,1.0,3.0,3.0,,,3.0,3.0,1.0,3.0,1.0,,,4.0,1.0,,2.0,,1.0,,1.0,1.0,1.0,,,0.42857142857142855,,0.5,0.75,0.75,0.14285714285714285,0.16666666666666666,,0.75,,,,,,0.23076923076923078,0.1111111111111111,0.2,1.0,0.18181818181818182,0.5,0.6,,0.030303030303030304,,,,,0.09090909090909091,,,,,,,0.4444444444444444,0.5,,0.51795,0.17142857142857143,2.6285714285714286,4.0,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,2.0,3.0,0.5,,,,,,,0.5,1.0,,,,,,,,,,,,True,,,,,
1629638,1610612750,Nickeil Alexander-Walker,Nickeil Alexander-Walker,1629638,MIN,18547.0,309,-1,628,628,164,152.0,80.0,1256,9.0,33.0,2.0,5.0,26.0,61.0,15.0,125.0,739,4.0,9.0,23.0,75.0,33.0,9.0,15.0,24.0,11.0,57.0,7.0,11.0,14.0,27.0,10.0,37.0,3.0,1.0,8.0,19,21.0,16.0,4.0,23.0,164,0.9615384615384616,0.4262295081967213,0.4444444444444444,0.4262295081967213,0.55,0.5333333333333333,0.5841121495327103,0.6052631578947368,0.61,16.272600834492348,0.09090909090909091,0.07971014492753623,0.04697986577181208,0.08561643835616438,0.032467532467532464,0.04310344827586207,0.056338028169014086,0.07547169811320754,0.33,0.2727272727272727,0.28125,0.8888888888888888,0.3333333333333333,0.4,0.74,0.2727272727272727,0.5409904999999999,0.5353733333333334,0.04854368932038835,0.0975609756097561,0.184,24.485245901639345,0.2611464968152866,4.0,13.0,1.0,6.0,1.0,1.0,5.0,17.0,9.0,17.0,28.0,4.0,16.0,39.0,2.0,9.0,,22.0,2.0,6.0,7.0,20.0,12.0,3.0,9.0,7.0,2.0,3.0,3.0,2.0,2.0,8.0,1.0,5.0,3.0,,,11.0,4.0,1.0,6.0,2.0,7.0,3.0,4.0,7.0,5.0,0.625,0.625,0.41025641025641024,0.2222222222222222,0.3333333333333333,0.6111111111111112,0.6111111111111112,0.07692307692307693,0.15384615384615385,0.058823529411764705,0.7272727272727273,0.1111111111111111,0.018867924528301886,0.016129032258064516,0.024390243902439025,0.06060606060606061,0.11864406779661017,0.125,0.09375,0.7142857142857143,0.13,0.3076923076923077,0.36363636363636365,,0.17,0.29411764705882354,0.3125,1.0,0.09,0.28,0.6071428571428571,0.6071428571428571,1.0,0.3333333333333333,0.16666666666666666,,0.06666666666666667,1.0,0.26666666666666666,0.5562312500000001,0.176,8.287179487179486,4.0,9.0,,1.0,1.0,3.0,1.0,4.0,,,1.0,4.0,,,3.0,,0.018867924528301886,0.2222222222222222,2.0,1.0,,,,,0.01639344262295082,,0.5,7.0,4.0,5.0,2.0,6.0,3.0,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.7142857142857143,0.2777777777777778,0.8,1.0,0.5,1.0,1.0,0.030303030303030304,0.016129032258064516,,,,,,,,,True,,,,,
1629675,1610612750,Naz Reid,Naz Reid,1629675,MIN,17898.0,298,68,613,611,181,125.0,67.0,1224,30.0,58.0,6.0,10.0,33.0,68.0,20.0,199.0,671,6.0,13.0,46.0,75.0,58.0,30.0,17.0,32.0,9.0,79.0,7.0,19.0,33.0,53.0,15.0,68.0,6.0,1.0,15.0,24,19.0,24.0,13.0,46.0,181,0.7575757575757576,0.4852941176470588,0.46153846153846156,0.4852941176470588,0.6438848920863309,0.6285714285714286,0.6633333333333333,0.6388888888888888,0.4892086330935252,23.478260869565215,0.22448979591836735,0.1357142857142857,0.051094890510948905,0.18118466898954705,0.05017921146953405,0.028846153846153848,0.24193548387096775,0.1509433962264151,0.4172661870503597,0.5172413793103449,0.5172413793103449,0.7666666666666667,0.2857142857142857,0.6,0.7194244604316546,0.5172413793103449,0.5276701438848921,0.5120242857142857,0.08666666666666667,0.15853658536585366,0.23115577889447236,25.835294117647052,0.29526916802610115,25.0,32.0,4.0,6.0,6.0,7.0,13.0,37.0,2.0,3.0,10.0,3.0,40.0,71.0,6.0,13.0,3.0,21.0,13.0,22.0,2.0,58.0,22.0,3.0,15.0,3.0,12.0,7.0,7.0,1.0,5.0,6.0,2.0,3.0,6.0,1.0,,12.0,5.0,,1.0,2.0,7.0,3.0,4.0,7.0,6.0,0.725,0.8055555555555556,0.5633802816901409,0.46153846153846156,0.5909090909090909,0.5294117647058824,0.5526315789473685,0.04225352112676056,,0.08108108108108109,0.5,0.0625,0.04929577464788732,0.03508771929824561,0.05405405405405406,0.12121212121212122,0.21875,0.19047619047619047,0.08823529411764706,0.8571428571428571,0.2302158273381295,0.78125,0.78125,0.72,0.26618705035971224,0.35135135135135137,0.38235294117647056,0.7692307692307693,0.014388489208633094,0.07194244604316546,0.3,0.3,0.6666666666666666,0.35294117647058826,0.6666666666666666,,0.2,0.8571428571428571,0.08571428571428572,0.5106458333333334,0.10552763819095477,5.146478873239438,4.0,4.0,8.0,1.0,4.0,3.0,2.0,,1.0,2.0,1.0,,,2.0,,0.09090909090909091,0.06349206349206349,0.23529411764705882,,,,,,,,,,2.0,,,2.0,2.0,24.0,0.5,1.0,1.0,0.5,,,,0.5,1.0,,,,1.0,2.0,1.0,0.058823529411764705,,,,,True,,,,,
1630162,1610612750,Anthony Edwards,Anthony Edwards,1630162,MIN,11357.0,189,47,399,391,173,153.0,50.0,790,20.0,57.0,12.0,32.0,20.0,60.0,44.0,156.0,453,12.0,34.0,78.0,21.0,55.0,20.0,13.0,26.0,5.0,65.0,2.0,17.0,15.0,33.0,5.0,38.0,2.0,1.0,2.0,6,30.0,48.0,21.0,78.0,173,0.35,0.3333333333333333,0.35294117647058826,0.3448275862068966,0.5233644859813084,0.5849056603773585,0.6015625,0.6311475409836066,0.5607476635514018,30.463576158940395,0.16853932584269662,0.18478260869565216,0.022727272727272728,0.17679558011049723,0.028089887640449437,0.029411764705882353,0.09523809523809523,0.1780821917808219,0.5327102803738317,0.3508771929824561,0.3508771929824561,0.35,0.6037735849056604,0.375,0.8037383177570093,0.36363636363636365,0.5372795238095238,0.5316696078431372,0.1746031746031746,0.3230769230769231,0.5,26.63333333333333,0.43358395989974935,17.0,26.0,2.0,3.0,8.0,10.0,6.0,14.0,7.0,,3.0,2.0,26.0,47.0,2.0,5.0,8.0,18.0,13.0,19.0,16.0,22.0,30.0,2.0,13.0,9.0,4.0,7.0,3.0,1.0,1.0,7.0,1.0,2.0,3.0,,,10.0,8.0,,,3.0,6.0,5.0,1.0,7.0,3.0,0.4230769230769231,0.44,0.5531914893617021,0.4,0.6842105263157895,0.625,0.7727272727272727,0.0425531914893617,0.038461538461538464,0.07142857142857142,0.7,0.07142857142857142,0.03333333333333333,0.029411764705882353,0.024390243902439025,,0.20588235294117646,0.3076923076923077,0.21052631578947367,0.42857142857142855,0.24299065420560748,0.6538461538461539,0.68,0.5294117647058824,0.1308411214953271,0.42857142857142855,0.46153846153846156,0.16666666666666666,0.06542056074766354,0.028037383177570093,,,,0.375,0.6666666666666666,0.5,0.18867924528301888,0.8,0.03773584905660377,0.51788125,0.11538461538461539,6.368085106382979,3.0,3.0,2.0,1.0,2.0,5.0,1.0,,,,,2.0,,2.0,2.0,0.06666666666666667,0.03773584905660377,0.375,,,,1.0,1.0,,,,,3.0,,,2.0,2.0,39.0,0.6666666666666666,0.42857142857142855,0.42857142857142855,0.3333333333333333,,,,0.6666666666666666,0.5,1.0,,0.01639344262295082,,,,,2.0,2.0,,,True,,,,,
