EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,LongMidRangeFGM,LongMidRangeFGA,PenaltyCorner3FGM,SecondChanceFtPoints,PtsUnassisted3s,Fg3aBlocked,FTOffRebounds,DefTwoPtRebounds,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,Transition Take Fouls Drawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,Corner3PctBlocked,HeaveAttempts,Transition Take Fouls,OffensiveGoaltends,3pt And 1 Free Throw Trips,on,Clear Path Fouls
1626153,1610612752,Delon Wright,Delon Wright,1626153,NYK,8955.0,149,295,292,84.0,52.0,44.0,587,9.0,15.0,3.0,6.0,3.0,4.0,1.0,3.0,3.0,8.0,1.0,2.0,1.0,4.0,10.0,1.0,3.0,1.0,3.0,10.0,18.0,7.0,18.0,2.0,43.0,355,3.0,6.0,2.0,5.0,12.0,3.0,4.0,1.0,4.0,2.0,11.0,12.0,8.0,21.0,4.0,10.0,4.0,1.0,9.0,8.0,17.0,5.0,3.0,5.0,1.0,3.0,42.0,3.0,4.0,6.0,6.0,7.0,13.0,9.0,8.0,1.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,5.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,11.0,84.0,0.6,0.75,1.0,0.3888888888888889,0.4,0.25,0.3888888888888889,0.5555555555555556,0.5,0.75,0.5694444444444444,0.5454545454545454,0.5625,0.581081081081081,0.5454545454545454,0.6111111111111112,0.5,0.05555555555555555,0.06666666666666667,12.5,0.6666666666666666,0.047619047619047616,0.08823529411764706,0.061224489795918366,0.049586776859504134,0.05263157894736842,0.03125,0.047619047619047616,0.1,0.0625,0.058823529411764705,0.06976744186046512,0.12,1.0,0.4166666666666667,0.6,0.6428571428571429,0.5555555555555556,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.375,0.375,1.0,0.2777777777777778,0.4,0.4,1.0,0.5454545454545454,0.5,0.18181818181818182,0.5,1.0,0.2727272727272727,0.3333333333333333,1.0,0.5,0.75,0.125,0.375,0.3333333333333333,0.9166666666666666,0.4,0.6125791666666666,0.6135649999999999,0.593225,0.02702702702702703,0.05263157894736842,0.27906976744186046,0.2558139534883721,2.427777777777778,24.555555555555557,0.2847457627118644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1626157,1610612752,Karl-Anthony Towns,Karl-Anthony Towns,1626157,NYK,121167.0,2019,4078,4054,803.0,542.0,457.0,8132,270.0,401.0,81.0,113.0,53.0,86.0,105.0,242.0,4.0,16.0,,3.0,3.0,114.0,258.0,9.0,18.0,19.0,43.0,385.0,685.0,118.0,274.0,258.0,1382.0,4677,95.0,147.0,9.0,21.0,261.0,65.0,131.0,20.0,46.0,63.0,253.0,448.0,322.0,342.0,134.0,258.0,114.0,68.0,137.0,38.0,175.0,23.0,15.0,99.0,31.0,7.0,388.0,48.0,117.0,250.0,561.0,166.0,727.0,60.0,42.0,18.0,61.0,17.0,39.0,73.0,22.0,134.0,18.0,32.0,108.0,198.0,261.0,3.0,309.0,164.0,41.0,29.0,41.0,28.0,253.0,800.0,0.5818181818181818,0.7044025157232704,0.9661016949152542,0.4306569343065693,0.42857142857142855,0.43478260869565216,0.4306569343065693,0.5620437956204379,0.6462585034013606,0.4961832061068702,0.5860271115745568,0.6458333333333334,0.536723163841808,0.6337638376383764,0.6925133689839572,0.6176470588235294,0.2857142857142857,0.09927007299270073,0.10224438902743142,26.42779587404995,0.4552238805970149,0.11806256306760847,0.27262813522355506,0.0587515299877601,0.27633668607728956,0.09126106194690266,0.12144702842377261,0.12808988764044943,0.08176100628930817,0.036521739130434785,0.1115702479338843,0.2714285714285714,0.2764976958525346,0.6829268292682927,0.4181438998957247,0.6733167082294265,0.75,0.5962962962962963,0.2523461939520334,0.43388429752066116,0.4861111111111111,0.5333333333333333,0.016684045881126174,0.25,0.25,1.0,0.26903023983315955,0.4418604651162791,0.4453125,0.9649122807017544,0.6726190476190477,0.7168141592920354,0.017857142857142856,,,0.10714285714285714,0.5,1.0,0.4858757062146893,0.6162790697674418,0.01694915254237288,0.24293785310734464,0.4418604651162791,0.7038581856100105,0.4418604651162791,0.5567433651804671,0.5895544,0.5578317647058824,0.1532033426183844,0.20448877805486285,0.18885672937771347,0.18306801736613604,4.553138686131387,26.416058394160583,0.19691025012260913,335.0,10.0,42.0,1.0,44.0,12.0,2.0,1.0,272.0,39.0,26.0,2.0,5.0,7.0,9.0,13.0,29.0,13.0,47.0,12.0,1.0,7.0,12.0,2.0,2.0,1.0,9.0,7.0,0.0072992700729927005,0.10743801652892562,0.023809523809523808,0.007751937984496124,0.4482758620689655,0.012658227848101266,0.27983539094650206,0.23615160349854228,0.29694323144104806,0.3216374269005848,0.06824146981627296,0.043795620437956206,0.23809523809523808,0.24390243902439024,0.7,0.1728395061728395,0.3333333333333333,0.0036363636363636364,,,,,,,,,,,,True,
1628384,1610612752,OG Anunoby,OG Anunoby,1628384,NYK,125713.0,2095,4183,4178,895.0,681.0,492.0,8361,202.0,300.0,20.0,35.0,42.0,60.0,31.0,83.0,61.0,171.0,5.0,18.0,42.0,69.0,182.0,6.0,20.0,12.0,28.0,244.0,427.0,130.0,353.0,129.0,1007.0,4868,22.0,44.0,11.0,38.0,88.0,47.0,82.0,26.0,70.0,27.0,199.0,360.0,128.0,357.0,28.0,182.0,69.0,65.0,79.0,44.0,123.0,25.0,19.0,51.0,25.0,3.0,290.0,36.0,39.0,114.0,191.0,76.0,267.0,81.0,49.0,32.0,42.0,7.0,23.0,38.0,19.0,80.0,11.0,15.0,79.0,136.0,136.0,11.0,163.0,85.0,35.0,20.0,48.0,30.0,199.0,892.0,0.7377049180327869,0.782608695652174,0.9153846153846154,0.36827195467422097,0.2894736842105263,0.37142857142857144,0.36827195467422097,0.5714285714285714,0.5,0.573170731707317,0.5628205128205128,0.4695121951219512,0.5657894736842105,0.5916568742655699,0.5,0.5993975903614458,0.45256410256410257,0.1522248243559719,0.17,19.59175084175084,0.525,0.0375,0.1168032786885246,0.04225352112676056,0.09270833333333334,0.03964059196617336,0.05185185185185185,0.032679738562091505,0.017045454545454544,0.04421768707482993,0.03787878787878788,0.10887096774193548,0.14224137931034483,0.625,0.38461538461538464,0.6733333333333333,0.8112449799196787,0.7425742574257426,0.1064102564102564,0.37349397590361444,0.4492753623188406,0.7096774193548387,0.21923076923076923,0.3567251461988304,0.3609467455621302,0.9344262295081968,0.23333333333333334,0.3791208791208791,0.38333333333333336,0.8985507246376812,0.4268292682926829,0.5714285714285714,0.21951219512195122,0.2777777777777778,0.8,0.24390243902439024,0.3,1.0,0.39473684210526316,0.7,0.27631578947368424,0.18421052631578946,0.42857142857142855,0.8371794871794872,0.3791208791208791,0.5992948567708332,0.5608749999999998,0.5973598639455782,0.1016548463356974,0.17276422764227642,0.08738828202581926,0.19761668321747766,4.2374707259953155,24.54857954545455,0.2139612718144872,130.0,11.0,44.0,14.0,11.0,33.0,4.0,1.0,64.0,13.0,14.0,9.0,6.0,5.0,6.0,7.0,4.0,3.0,20.0,,1.0,5.0,13.0,,,2.0,6.0,5.0,0.0113314447592068,0.1686746987951807,,0.01098901098901099,0.16049382716049382,0.011235955056179775,0.06779661016949153,0.04709141274238227,0.072992700729927,0.09883720930232558,0.0425531914893617,0.05641025641025641,0.25,0.25,0.7272727272727273,0.25,0.3333333333333333,0.002824858757062147,3.0,1.0,13.0,7.0,6.0,2.0,0.011695906432748537,,,,,True,
1628404,1610612752,Josh Hart,Josh Hart,1628404,NYK,173809.0,2897,5795,5817,1301.0,992.0,679.0,11612,245.0,346.0,40.0,67.0,54.0,82.0,56.0,127.0,20.0,66.0,,3.0,16.0,64.0,186.0,11.0,18.0,13.0,41.0,319.0,517.0,84.0,252.0,159.0,1049.0,6752,47.0,83.0,11.0,21.0,139.0,71.0,120.0,16.0,57.0,51.0,241.0,392.0,246.0,219.0,64.0,184.0,64.0,55.0,263.0,189.0,452.0,130.0,59.0,179.0,62.0,22.0,1093.0,64.0,95.0,238.0,576.0,161.0,737.0,119.0,71.0,48.0,102.0,25.0,74.0,56.0,28.0,158.0,8.0,36.0,109.0,201.0,182.0,10.0,205.0,103.0,26.0,14.0,27.0,14.0,239.0,1296.0,0.6144200626959248,0.6829268292682927,0.8690476190476191,0.3333333333333333,0.5238095238095238,0.2807017543859649,0.336,0.6170212765957447,0.5662650602409639,0.5916666666666667,0.5786736020806242,0.6105769230769231,0.536723163841808,0.6120186697782963,0.6150442477876106,0.5878048780487805,0.32769830949284784,0.10638297872340426,0.11560693641618497,15.420844728046188,0.6455696202531646,0.06606397774687066,0.18057663125948406,0.053691275167785234,0.20216741405082211,0.06045627376425856,0.0812274368231047,0.06542056074766354,0.03305785123966942,0.04342581423401689,0.07713498622589532,0.17889447236180905,0.18575851393188855,0.5185185185185185,0.44993498049414826,0.708092485549133,0.8006535947712419,0.5959183673469388,0.16514954486345904,0.4409448818897638,0.49557522123893805,0.6785714285714286,0.0858257477243173,0.30303030303030304,0.3076923076923077,0.95,0.24187256176853056,0.34408602150537637,0.34972677595628415,0.84375,0.6442307692307693,0.5970149253731343,0.028846153846153848,,,0.17307692307692307,0.6111111111111112,0.7272727272727273,0.4632768361581921,0.6585365853658537,0.0903954802259887,0.23163841807909605,0.3170731707317073,0.7776332899869961,0.34782608695652173,0.5846714097496706,0.5810006097560976,0.5789644508670518,0.1221826809015421,0.17428087986463622,0.1325071496663489,0.22974261201143947,4.494197292069631,25.223015873015868,0.22450388265746332,203.0,18.0,44.0,3.0,12.0,33.0,4.0,2.0,303.0,35.0,9.0,7.0,5.0,12.0,,21.0,4.0,17.0,29.0,,,14.0,12.0,,,,11.0,13.0,0.015873015873015872,0.11023622047244094,0.022727272727272728,0.016129032258064516,0.2892561983471074,0.01694915254237288,0.22312223858615612,0.19659735349716445,0.22521008403361345,0.2777777777777778,0.030716723549488054,0.05721716514954486,0.4090909090909091,0.4186046511627907,0.6666666666666666,0.1,0.1875,,2.0,,1.0,1.0,,,0.015151515151515152,2.0,1.0,1.0,,True,
1628969,1610612752,Mikal Bridges,Mikal Bridges,1628969,NYK,141261.0,2354,4707,4730,1037.0,803.0,554.0,9437,136.0,178.0,20.0,25.0,15.0,21.0,140.0,269.0,71.0,162.0,5.0,17.0,36.0,53.0,181.0,4.0,14.0,13.0,44.0,325.0,548.0,124.0,343.0,76.0,1098.0,5492,43.0,64.0,9.0,31.0,125.0,44.0,80.0,29.0,80.0,26.0,201.0,430.0,220.0,369.0,36.0,171.0,53.0,19.0,149.0,100.0,249.0,66.0,34.0,95.0,48.0,6.0,598.0,28.0,24.0,91.0,143.0,52.0,195.0,58.0,41.0,17.0,60.0,20.0,44.0,43.0,16.0,103.0,9.0,28.0,41.0,94.0,99.0,6.0,94.0,38.0,30.0,20.0,34.0,23.0,201.0,1034.0,0.6615384615384615,0.7003257328990228,0.9919354838709677,0.36151603498542273,0.2903225806451613,0.3625,0.37237237237237236,0.593065693430657,0.671875,0.55,0.5735129068462402,0.5947368421052631,0.546875,0.5885193133047211,0.6188118811881188,0.5747126436781609,0.38496071829405165,0.03467153284671533,0.06179775280898876,19.363891487371372,0.5825242718446602,0.020671834625323,0.08488805970149253,0.029442691903259727,0.06555863342566944,0.02462121212121212,0.02745995423340961,0.011560693641618497,0.02926829268292683,0.029503105590062112,0.029315960912052116,0.09191176470588236,0.0625,0.6764705882352942,0.19977553310886645,0.7640449438202247,0.8143712574850299,0.7720588235294118,0.30190796857463525,0.5204460966542751,0.5363984674329502,0.5785714285714286,0.18181818181818182,0.4382716049382716,0.4382716049382716,1.0,0.2031425364758698,0.292817679558011,0.292817679558011,0.9811320754716981,0.2631578947368421,0.8,0.17894736842105263,0.29411764705882354,1.0,0.14736842105263157,0.2857142857142857,1.0,0.13125,0.7142857142857143,0.225,0.275,0.29545454545454547,0.5847362514029181,0.30994152046783624,0.5378597926267282,0.5380759999999999,0.516784693877551,0.04333694474539545,0.0657439446366782,0.11384335154826958,0.1830601092896175,8.041058394160585,25.43450292397661,0.2203101763331209,166.0,49.0,101.0,16.0,12.0,3.0,,,51.0,1.0,6.0,15.0,3.0,,2.0,2.0,3.0,2.0,8.0,2.0,2.0,9.0,10.0,,,1.0,5.0,9.0,,0.02973977695167286,,,0.010526315789473684,,0.04661791590493602,0.04608294930875576,0.04068522483940043,0.06217616580310881,0.014705882352941176,0.11335578002244669,0.48514851485148514,0.48514851485148514,0.5918367346938775,0.45,0.4444444444444444,0.005797101449275362,,1.0,4.0,3.0,1.0,,,10.0,,,,True,
1629013,1610612752,Landry Shamet,Landry Shamet,1629013,NYK,19795.0,330,666,668,196.0,132.0,75.0,1334,8.0,15.0,,1.0,1.0,3.0,10.0,17.0,17.0,32.0,2.0,3.0,10.0,11.0,38.0,,5.0,6.0,11.0,19.0,36.0,28.0,70.0,2.0,124.0,747,,2.0,2.0,8.0,6.0,8.0,12.0,12.0,21.0,2.0,54.0,38.0,,78.0,,38.0,11.0,6.0,6.0,5.0,11.0,4.0,1.0,3.0,3.0,,27.0,4.0,1.0,10.0,18.0,5.0,23.0,6.0,2.0,4.0,6.0,2.0,4.0,5.0,2.0,11.0,,4.0,19.0,32.0,14.0,4.0,4.0,1.0,1.0,,1.0,1.0,54.0,196.0,1.0,1.0,0.9285714285714286,0.4,0.25,0.5714285714285714,0.4,0.5277777777777778,,0.6666666666666666,0.5754716981132075,0.3,0.7878787878787878,0.5794392523364486,0.3,0.7941176470588235,0.660377358490566,0.16666666666666666,0.2,15.754339118825099,0.5454545454545454,0.00625,0.06896551724137931,0.028169014084507043,0.054838709677419356,0.016556291390728478,0.015873015873015872,,,0.027777777777777776,0.029411764705882353,0.057692307692307696,0.0975609756097561,1.0,0.14150943396226415,0.5333333333333333,0.6666666666666666,1.0,0.16037735849056603,0.5882352941176471,0.7142857142857143,1.0,0.3018867924528302,0.53125,0.5666666666666667,1.0,0.3584905660377358,0.2894736842105263,0.2894736842105263,0.8181818181818182,0.1,,0.3,0.6666666666666666,1.0,0.5,,,0.09090909090909091,0.3333333333333333,0.30303030303030304,0.3333333333333333,0.5454545454545454,0.8018867924528302,0.2894736842105263,0.5397115384615385,0.5429785714285714,0.5208848484848486,0.018691588785046728,0.027777777777777776,0.04838709677419355,0.43548387096774194,7.291666666666667,24.63,0.29429429429429427,25.0,1.0,4.0,6.0,,6.0,2.0,,7.0,1.0,1.0,2.0,,,,,1.0,2.0,1.0,,1.0,,1.0,,,,1.0,,0.02857142857142857,0.17647058823529413,,,0.07692307692307693,,0.04242424242424243,0.10344827586206896,0.012195121951219513,,0.02040816326530612,0.03773584905660377,0.25,0.25,1.0,,0.6,0.014084507042253521,1.0,,,,,,0.0625,,,,,True,
1630173,1610612752,Precious Achiuwa,Precious Achiuwa,1630173,NYK,37568.0,626,1259,1292,358.0,291.0,160.0,2551,63.0,103.0,17.0,37.0,22.0,32.0,16.0,50.0,5.0,16.0,,,5.0,,1.0,,,,,81.0,156.0,5.0,17.0,23.0,200.0,1522,20.0,45.0,,,52.0,28.0,46.0,2.0,5.0,5.0,67.0,110.0,52.0,15.0,30.0,1.0,,16.0,19.0,10.0,29.0,9.0,1.0,12.0,5.0,2.0,68.0,15.0,46.0,39.0,102.0,62.0,164.0,23.0,15.0,8.0,13.0,3.0,4.0,12.0,9.0,25.0,4.0,7.0,31.0,45.0,29.0,,41.0,20.0,24.0,18.0,26.0,19.0,67.0,357.0,0.6790123456790124,0.8333333333333334,1.0,0.29411764705882354,,0.4,0.29411764705882354,0.5192307692307693,0.4444444444444444,0.6086956521739131,0.5115606936416185,0.4444444444444444,0.6078431372549019,0.5263157894736842,0.49056603773584906,0.5982142857142857,0.09826589595375723,0.10256410256410256,0.10679611650485436,14.81736733287388,0.52,0.1318051575931232,0.1482889733840304,0.0635593220338983,0.16666666666666666,0.10427350427350428,0.16083916083916083,0.11464968152866242,0.10204081632653061,0.07317073170731707,0.041666666666666664,0.15135135135135136,0.14102564102564102,0.7307692307692307,0.5953757225433526,0.6116504854368932,0.6847826086956522,0.6666666666666666,0.28901734104046245,0.32,0.35555555555555557,0.75,0.09248554913294797,0.3125,0.3125,1.0,0.005780346820809248,,,,0.8222222222222222,0.4594594594594595,,,,,,,0.6274509803921569,0.6875,0.09803921568627451,,,0.6936416184971098,,0.5874041916167664,0.5590342105263159,0.5836255102040817,0.10638297872340426,0.11695906432748537,0.26,0.335,3.953846153846155,23.341176470588238,0.28435266084193805,-72.0,2.0,3.0,2.0,12.0,,,1.0,57.0,6.0,7.0,2.0,,2.0,2.0,2.0,3.0,5.0,5.0,,,2.0,6.0,3.0,,1.0,2.0,2.0,,0.1,,,0.3157894736842105,0.030303030303030304,0.18210862619808307,0.15037593984962405,0.19827586206896552,0.21875,0.09859154929577464,0.017341040462427744,0.6666666666666666,0.6666666666666666,0.5,0.11764705882352941,0.4,,,,2.0,2.0,,,,,,,,True,
1629011,1610612752,Mitchell Robinson,Mitchell Robinson,1629011,NYK,11180.0,186,355,371,108.0,95.0,53.0,726,18.0,29.0,8.0,16.0,5.0,6.0,,1.0,,,,,,,,,,,,18.0,30.0,,,7.0,43.0,429,8.0,16.0,,,20.0,5.0,6.0,,,2.0,12.0,16.0,20.0,,14.0,,,,4.0,5.0,9.0,3.0,2.0,2.0,1.0,1.0,23.0,9.0,24.0,13.0,28.0,33.0,61.0,9.0,6.0,3.0,4.0,,3.0,4.0,1.0,8.0,3.0,3.0,14.0,19.0,8.0,,9.0,4.0,6.0,6.0,7.0,4.0,12.0,108.0,0.4444444444444444,0.7272727272727273,,,,,,0.6,0.5,0.8333333333333334,0.6,0.5,0.8333333333333334,0.6323529411764706,0.5555555555555556,0.8571428571428571,,,,10.047846889952154,0.5,0.25263157894736843,0.15853658536585366,0.11392405063291139,0.16447368421052633,0.1896551724137931,0.24242424242424243,0.20512820512820512,0.34782608695652173,0.12280701754385964,0.09090909090909091,0.14925373134328357,0.2,0.5714285714285714,0.9666666666666667,0.6206896551724138,0.6206896551724138,0.4444444444444444,0.03333333333333333,,,,,,,,,,,,1.0,0.5,,,,,,,1.0,0.8333333333333334,,,,0.9666666666666667,,0.6785333333333335,0.6424090909090909,0.6201666666666666,0.12121212121212122,0.12121212121212122,0.46511627906976744,0.27906976744186046,1.0533333333333332,,0.30422535211267604,-18.0,,,,4.0,,,,12.0,3.0,4.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,2.0,2.0,,,1.0,,,,,0.3333333333333333,,0.17142857142857143,0.1875,0.13793103448275862,0.2222222222222222,0.3333333333333333,,,,,,,,,,1.0,1.0,,,,,,1.0,,True,
1626166,1610612752,Cameron Payne,Cameron Payne,1626166,NYK,35769.0,596,1203,1212,231.0,190.0,138.0,2415,16.0,35.0,1.0,5.0,,3.0,20.0,48.0,4.0,14.0,1.0,2.0,3.0,49.0,135.0,1.0,9.0,13.0,27.0,38.0,91.0,53.0,149.0,26.0,261.0,1345,2.0,8.0,2.0,11.0,10.0,3.0,12.0,14.0,30.0,11.0,59.0,32.0,44.0,105.0,,135.0,49.0,3.0,56.0,34.0,90.0,23.0,11.0,33.0,18.0,5.0,214.0,2.0,3.0,26.0,45.0,5.0,50.0,20.0,9.0,11.0,14.0,2.0,9.0,9.0,5.0,23.0,3.0,5.0,28.0,53.0,30.0,2.0,29.0,10.0,6.0,2.0,7.0,4.0,59.0,230.0,0.42105263157894735,0.42105263157894735,0.660377358490566,0.35570469798657717,0.18181818181818182,0.4666666666666667,0.35570469798657717,0.4175824175824176,0.25,0.25,0.4895833333333333,0.2631578947368421,0.5714285714285714,0.5178571428571429,0.2631578947368421,0.6276595744680851,0.6208333333333333,0.03296703296703297,0.02857142857142857,20.11704462326262,0.6086956521739131,0.010067114093959731,0.09558823529411764,0.007067137809187279,0.07557117750439367,0.008605851979345954,0.015267175572519083,0.0078125,,0.0045662100456621,0.015625,0.1073170731707317,0.05970149253731343,0.5714285714285714,0.14583333333333334,0.45714285714285713,0.47058823529411764,0.4375,0.2,0.4166666666666667,0.43478260869565216,0.4,0.058333333333333334,0.2857142857142857,0.2857142857142857,0.75,0.5625,0.362962962962963,0.3656716417910448,0.6530612244897959,0.2631578947368421,0.2,0.10526315789473684,0.5,1.0,0.47368421052631576,0.1111111111111111,1.0,0.07142857142857142,,0.07142857142857142,0.6428571428571429,0.48148148148148145,0.7666666666666667,0.362962962962963,0.5309677215189872,0.5910375,0.514977380952381,0.04819277108433735,0.10101010101010101,0.038314176245210725,0.2260536398467433,6.735164835164835,25.994630872483228,0.19201995012468828,86.0,2.0,8.0,1.0,,54.0,1.0,,17.0,2.0,2.0,2.0,3.0,,,2.0,2.0,4.0,2.0,1.0,2.0,3.0,4.0,,,,2.0,3.0,0.006711409395973154,0.041666666666666664,,0.007407407407407408,0.07142857142857142,,0.05723905723905724,0.07692307692307693,0.047244094488188976,0.03773584905660377,0.013888888888888888,0.03333333333333333,0.25,0.25,0.5,1.0,0.3333333333333333,0.013333333333333334,4.0,,1.0,,1.0,,,,,,1.0,True,
1642278,1610612752,Tyler Kolek,Tyler Kolek,1642278,NYK,7940.0,132,266,276,44.0,51.0,33.0,542,3.0,5.0,,,1.0,2.0,1.0,4.0,2.0,7.0,1.0,3.0,,4.0,14.0,2.0,2.0,,4.0,4.0,9.0,6.0,21.0,5.0,31.0,305,,1.0,3.0,5.0,9.0,1.0,4.0,,4.0,2.0,4.0,,8.0,18.0,,13.0,4.0,1.0,12.0,12.0,24.0,7.0,5.0,6.0,5.0,1.0,60.0,2.0,2.0,4.0,9.0,5.0,14.0,5.0,4.0,1.0,4.0,1.0,3.0,1.0,1.0,5.0,,,10.0,13.0,7.0,,9.0,4.0,2.0,,2.0,2.0,4.0,44.0,,,1.0,0.2857142857142857,0.6,,0.3,0.4444444444444444,,0.25,0.43333333333333335,0.75,0.125,0.45588235294117646,0.75,0.2,0.7,0.1111111111111111,0.2,12.871287128712872,0.8,0.03076923076923077,0.057971014492753624,0.030303030303030304,0.06569343065693431,0.030534351145038167,,,0.11764705882352941,0.043478260869565216,,0.05084745762711865,0.1,1.0,0.16666666666666666,0.6,0.75,,0.13333333333333333,0.25,0.25,,0.23333333333333334,0.2857142857142857,0.2857142857142857,1.0,0.4666666666666667,0.2857142857142857,0.2857142857142857,1.0,,,0.5,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.25,0.5,,0.5,,0.8666666666666667,0.3076923076923077,0.546380357142857,0.46898,0.5106,0.12121212121212122,0.3333333333333333,0.2903225806451613,0.12903225806451613,5.022222222222222,26.25238095238095,0.16541353383458646,13.0,,,,,,,1.0,5.0,,,,,,,1.0,,,1.0,,,1.0,2.0,,,,1.0,1.0,,,,,,0.16666666666666666,0.07352941176470588,0.08695652173913043,0.05714285714285714,0.1,,,,,,,,,,,,,,,,1.0,,,,True,
