EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyArc3FGA,FG2M,FtPoints,PenaltyFG3A,PtsAssisted2s,DefThreePtRebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,DefThreePtReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFtPoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,OffThreePtRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,Corner3FGA,PtsUnassisted2s,TwoPtAssists,AtRimAssists,SelfOReb,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,SecondChanceShotQualityAvg,ShortMidRangeFGM,LiveBallTurnovers,LostBallTurnovers,Loose Ball Fouls,LiveBallTurnoverPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Fg2aBlocked,BadPassTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,FG2APctBlocked,ShortMidRangePctBlocked,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,NonShootingPenaltyNonTakeFouls,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Charge Fouls,Offensive Fouls,Transition Take Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,FG3APctBlocked,AtRimPctBlocked,Corner3PctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,Transition Take Fouls Drawn,Defensive 3 Seconds Violations,OffensiveGoaltends,3pt And 1 Free Throw Trips
1629022,1610612755,Lonnie Walker IV,Lonnie Walker IV,1629022,PHI,619.0,10,-3,21,20,4,1,3.0,41,1.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,3.0,6.0,9.0,27,1.0,1.0,3.0,1.0,6.0,3.0,6.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,4,0.6666666666666666,0.5,1.0,0.5,0.5,1.5,0.5,1.5,0.6666666666666666,36.0,0.16666666666666666,0.125,0.09090909090909091,0.07142857142857142,0.5,1.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6666666666666666,0.5,0.5,0.6666666666666666,1.0,1.0,1.0,0.7777777777777778,0.5,0.48370555555555556,0.3479,0.3333333333333333,11.6,27.05,0.19047619047619047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629656,1610612755,Quentin Grimes,Quentin Grimes,1629656,PHI,472.0,8,-4,18,19,3,13,2.0,37,2.0,,,,2.0,,,2.0,,2.0,4.0,20,,,,,,,2.0,,,,,,,1.0,3.0,,3.0,3,,,,,0.25,,0.4,,0.5,25.0,0.16666666666666666,,0.3333333333333333,,,,0.5,,,0.5,,,,,,,1.0,,0.5783,0.5208,,2.3,25.75,0.16666666666666666,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.5,0.5,1.0,1.0,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630542,1610612755,Marcus Bagley,Marcus Bagley,1630542,PHI,896.0,15,-5,34,32,10,11,4.0,66,2.0,,1.0,,,,,3.0,,,4.0,41,,,2.0,2.0,,,,,,,,,,2.0,4.0,1.0,5.0,10,,,,,0.3333333333333333,,0.5,1.0,,12.82051282051282,0.2222222222222222,,0.25,0.05263157894736842,,,0.6666666666666666,,0.3333333333333333,,,,,,,,0.6666666666666666,,0.5463,0.53965,0.5,7.7,,0.29411764705882354,1.0,,1.0,2.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.2857142857142857,0.16666666666666666,0.3333333333333333,0.5,0.5,1.0,,0.25,0.25,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.5,0.5,0.6666666666666666,0.125,0.14285714285714285,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630600,1610612755,Isaiah Mobley,Isaiah Mobley,1630600,PHI,1042.0,17,-6,40,38,13,17,4.0,78,1.0,3.0,,1.0,2.0,,1.0,4.0,1.0,3.0,6.0,44,,1.0,1.0,,3.0,,2.0,1.0,3.0,5.0,3.0,13.0,,3.0,3.0,1.0,4.0,13,1.0,0.3333333333333333,,0.3333333333333333,0.35714285714285715,,0.375,0.25,0.42857142857142855,17.77777777777778,0.3,,0.15789473684210525,0.041666666666666664,,,0.14285714285714285,0.42857142857142855,,0.2857142857142857,0.5,0.5,1.0,1.0,,,0.5714285714285714,0.5,0.5374214285714286,,0.16666666666666666,5.725,26.099999999999998,0.325,1.0,,1.0,1.0,,,,1.0,2.0,1.0,,,0.25,,0.42857142857142855,,1.0,1.0,,,0.125,0.2,,,1.0,,,,1.0,1.0,1.0,,,,,2.0,3.0,,,,,0.09090909090909091,0.1,,,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.14285714285714285,0.5361,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641720,1610612755,Jalen Hood-Schifino,Jalen Hood-Schifino,1641720,PHI,918.0,15,-3,34,33,7,14,4.0,67,,1.0,1.0,1.0,3.0,,,2.0,1.0,3.0,5.0,36,,,,1.0,,3.0,3.0,1.0,1.0,1.0,1.0,3.0,,,1.0,,1.0,7,,0.3333333333333333,,0.3333333333333333,0.5,,0.5,,0.6,15.384615384615383,,,0.05555555555555555,,,,,0.2,0.2,0.6,0.3333333333333333,0.3333333333333333,,,,,0.6,0.3333333333333333,0.51861,0.4721,,11.45,26.633333333333336,0.20588235294117646,,,1.0,,,,1.0,,,,,,0.5,0.125,,,,,,,,,,,,1.0,,2.0,,,,,,1.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,0.4,,2.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641741,1610612755,Ricky Council IV,Ricky Council IV,1641741,PHI,869.0,14,-2,35,32,13,17,3.0,67,1.0,1.0,,1.0,3.0,,,2.0,1.0,3.0,5.0,33,,,,,3.0,,3.0,1.0,,,,,,1.0,1.0,1.0,2.0,13,1.0,0.3333333333333333,,0.3333333333333333,0.3,,0.4166666666666667,,0.6,17.94871794871795,0.125,,0.058823529411764705,0.047619047619047616,,,0.2,0.2,,0.6,0.3333333333333333,0.3333333333333333,1.0,,,,0.8,0.3333333333333333,0.518,0.46995,,3.0,27.133333333333336,0.37142857142857144,,2.0,,2.0,2.0,,,2.0,2.0,1.0,,,,,0.2,,,,,1.0,0.16666666666666666,0.3333333333333333,,,,,,,1.0,,,,,1.0,,,,,,,,0.09090909090909091,0.1,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630215,1610612755,Jared Butler,Jared Butler,1630215,PHI,270.0,4,-4,12,11,9,9,,23,2.0,,,1.0,1.0,,,2.0,1.0,1.0,5.0,11,,,,2.0,3.0,,1.0,1.0,,,,,,,,,,9,1.0,1.0,,1.0,0.5,,0.625,,0.3333333333333333,33.333333333333336,,,,,,,0.6666666666666666,,,0.3333333333333333,1.0,1.0,1.0,,,,1.0,1.0,0.5369666666666667,0.5369666666666667,,2.5999999999999996,25.6,0.75,,1.0,,2.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,0.3333333333333333,0.25,0.3333333333333333,,2.0,,,2.0,5.0,,,,,,,,,,5.0,,0.5,0.625,,,,0.6666666666666666,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641737,1610612755,Adem Bona,Adem Bona,1641737,PHI,124.0,2,-3,6,5,6,3,,11,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626162,1610612755,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,PHI,124690.0,2078,-258,4189,4213,768,882,461.0,8402,288.0,197.0,14.0,41.0,157.0,1.0,11.0,499.0,71.0,242.0,906.0,4981,5.0,19.0,125.0,87.0,207.0,6.0,157.0,41.0,51.0,108.0,42.0,267.0,71.0,108.0,271.0,97.0,368.0,747,0.971830985915493,0.29338842975206614,0.2631578947368421,0.29338842975206614,0.5175438596491229,0.5095238095238095,0.5538555691554468,0.5434782608695652,0.3265856950067476,19.028425965210012,0.1288782816229117,0.07114228456913828,0.139470782800441,0.04836272040302267,0.030120481927710843,0.19148936170212766,0.38866396761133604,0.2658569500674764,0.018893387314439947,0.21187584345479082,0.2611464968152866,0.2645161290322581,0.9512195121951219,0.10476190476190476,0.09090909090909091,1.0,0.7152496626180836,0.2611464968152866,0.563851079622132,0.5513645161290323,0.13796909492273732,4.4813627254509,25.395867768595032,0.18333731200763906,193.0,23.0,277.0,139.0,37.0,296.0,145.0,168.0,185.0,94.0,0.5342960288808665,0.6040816326530613,0.5551102204408818,0.14856557377049182,0.09264305177111716,0.1592797783933518,0.6701388888888888,0.7451737451737451,0.5906735751295337,0.18548387096774194,0.11895910780669144,0.1669626998223801,35.0,51.0,18.0,51.0,45.0,183.0,25.0,92.0,36.0,3.0,27.0,80.0,5.0,84.0,180.0,179.0,0.5862068965517241,0.5564516129032258,0.6140939597315436,0.025329280648429583,0.026923076923076925,0.14242424242424243,0.4112903225806452,0.6862745098039216,0.20198675496688742,85.0,258.0,57.0,45.0,19.0,24.0,16.0,30.0,11.0,0.058823529411764705,0.36666666666666664,0.11470985155195682,0.5773466216216216,78.0,53.0,28.0,9.0,0.6625,0.11811023622047244,0.39593908629441626,0.4785276073619632,63.0,25.0,12.0,20.0,0.12625250501002003,0.17258883248730963,8.0,12.0,0.32432432432432434,0.34782608695652173,15.0,False,40.0,69.0,6.0,30.0,4.0,8.0,4.0,14.0,46.0,86.0,64.0,3.0,9.0,9.0,3.0,1.0,18.0,56.0,9.0,2.0,2.0,4.0,5.0,1.0,2.0,14.0,30.0,1.0,2.0,10.0,6.0,4.0,2.0,8.0,7.0,0.5348837209302325,0.012396694214876033,0.10069444444444445,0.011764705882352941,0.012738853503184714,0.20454545454545456,0.010309278350515464,0.10810810810810811,0.05176470588235294,0.01932367149758454,0.3974358974358974,0.42857142857142855,0.42857142857142855,0.5,0.35294117647058826,0.35714285714285715,1.0,0.6571428571428571,0.5797101449275363,0.225,0.0761904761904762,0.5,1.0,0.11290322580645161,0.2857142857142857,0.00819672131147541,,,,,,,,,
1627824,1610612755,Guerschon Yabusele,Guerschon Yabusele,1627824,PHI,113762.0,1896,-119,3767,3768,744,842,429.0,7535,216.0,63.0,10.0,79.0,203.0,4.0,12.0,289.0,104.0,274.0,768.0,4483,6.0,20.0,90.0,64.0,312.0,,199.0,79.0,61.0,148.0,41.0,357.0,52.0,120.0,261.0,134.0,395.0,728,1.0,0.3795620437956204,0.3,0.3851851851851852,0.5932504440497336,0.5,0.6145833333333334,0.5555555555555556,0.4866785079928952,16.745171926519077,0.158311345646438,0.06257521058965103,0.14917127071823205,0.07029478458049887,0.05970149253731343,0.21818181818181817,0.3836589698046181,0.11190053285968028,0.017761989342806393,0.3605683836589698,0.3891625615763547,0.3891625615763547,1.0,0.17647058823529413,0.3333333333333333,1.0,0.8703374777975134,0.3969849246231156,0.5755832437275985,0.5743587962962963,0.1171875,3.3107266435986156,26.00510948905109,0.19750464560658348,154.0,32.0,178.0,100.0,48.0,258.0,123.0,131.0,138.0,62.0,0.7247191011235955,0.7962962962962963,0.615916955017301,0.14121699196326062,0.12968299711815562,0.138801261829653,0.7129629629629629,0.7897435897435897,0.7402597402597403,0.2857142857142857,0.10130718954248366,0.1834319526627219,34.0,53.0,22.0,39.0,29.0,155.0,72.0,58.0,33.0,10.0,49.0,87.0,9.0,76.0,164.0,151.0,0.609375,0.5625,0.5871212121212122,0.07717041800643087,0.07894736842105263,0.16943521594684385,0.4732142857142857,0.6415094339622641,0.20182291666666666,71.0,98.0,87.0,62.0,8.0,24.0,14.0,24.0,13.0,0.0326530612244898,0.5416666666666666,0.1261101243339254,0.5743328947368421,21.0,38.0,22.0,21.0,0.4367816091954023,0.14767932489451477,0.3333333333333333,0.3888888888888889,31.0,16.0,14.0,5.0,0.10726643598615918,0.14285714285714285,13.0,16.0,0.3333333333333333,0.40625,21.0,False,22.0,35.0,3.0,25.0,2.0,8.0,3.0,16.0,25.0,48.0,32.0,,20.0,14.0,11.0,10.0,18.0,25.0,11.0,,10.0,3.0,14.0,,8.0,18.0,13.0,1.0,,12.0,,,,8.0,9.0,0.5208333333333334,,0.09722222222222222,,,0.20454545454545456,0.09615384615384616,0.0782122905027933,0.0471976401179941,0.06936416184971098,0.6666666666666666,0.3,0.3333333333333333,0.3333333333333333,0.352112676056338,0.352112676056338,1.0,0.5147058823529411,0.6285714285714286,0.18181818181818182,0.11764705882352941,0.25,1.0,0.14285714285714285,0.1875,,4.0,2.0,1.0,1.0,0.1,,,,
