EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,ShortMidRangeFrequency,Corner3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,PenaltyCorner3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG3M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,OffRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,PenaltyArc3Frequency,Arc3FGM,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,LiveBallTurnovers,LostBallTurnovers,TwoPtShootingFoulsDrawn,Assisted3sPct,LiveBallTurnoverPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,PtsPutbacks,OffTwoPtRebounds,Steals,BadPassSteals,SecondChanceFg2Pct,OffTwoPtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,NonShootingPenaltyNonTakeFouls,Fg3aBlocked,ShortMidRangeAssists,FG3APctBlocked,Arc3PctBlocked,Fg2aBlocked,BadPassOutOfBoundsTurnovers,FG2APctBlocked,AtRimPctBlocked,SecondChanceFtPoints,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,Corner3Assists,FTDefRebounds,SelfOReb,LostBallSteals,BadPassTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Corner3PctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,FTOffRebounds,Charge Fouls Drawn,OffensiveGoaltends,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,Transition Take Fouls,BlockedLongMidRange,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,HeaveMakes,Clear Path Fouls,Transition Take Fouls Drawn,Blocked3s,BlockedArc3,BlockedCorner3,LongMidRangePctBlocked,DefensiveGoaltends,3SecondViolations
1628380,1610612741,Zach Collins,Zach Collins,1628380,CHI,612.0,10,-3.0,21,23,12.0,15.0,4.0,44,2.0,1.0,1.0,2.0,1.0,2.0,2.0,26,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,12.0,1.0,0.25,0.5,0.3333333333333333,16.0,0.25,0.1111111111111111,0.5,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.49755,0.61545,1.0,9.45,23.2,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628975,1610612741,Jevon Carter,Jevon Carter,1628975,CHI,1136.0,19,1.0,40,42,19.0,18.0,7.0,82,1.0,2.0,2.0,4.0,6.0,,7.0,48,3.0,,5.0,1.0,1.0,,2.0,1.0,4.0,5.0,2.0,2.0,,,,,5.0,19.0,,0.35,0.5,0.6,25.0,0.08333333333333333,0.18181818181818182,0.14285714285714285,0.1,0.2,0.4,0.7,0.52852,0.55671,0.7142857142857143,11.05,25.599999999999998,0.475,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,0.5,0.35,0.5,0.3,0.09090909090909091,0.05263157894736842,0.3333333333333333,0.375,0.1,1.0,1.0,0.2,0.5,0.5,1.0,0.5,0.5,0.4,0.2,1.0,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629659,1610612741,Talen Horton-Tucker,Talen Horton-Tucker,1629659,CHI,671.0,11,-3.0,26,26,8.0,4.0,5.0,52,,,,2.0,1.0,2.0,9.0,38,,,4.0,2.0,4.0,1.0,10.0,,,,,,1.0,,2.0,,4.0,8.0,,1.125,1.0,0.3333333333333333,16.129032258064516,,,,,,,1.0,0.61455,0.65625,0.4444444444444444,2.0,25.0,0.3076923076923077,2.0,2.0,2.0,2.0,,,,,1.0,,2.0,1.0,,2.0,2.0,,,4.0,,1.0,1.0,,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,1.1666666666666667,1.0,,,,,,0.6666666666666666,1.0,1.0,,,,,,,0.3333333333333333,1.0,1.0,,,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631207,1610612741,Dalen Terry,Dalen Terry,1631207,CHI,385.0,6,-7.0,13,13,8.0,8.0,2.0,26,,,,3.0,2.0,2.0,11.0,20,2.0,2.0,7.0,,,,,1.0,1.0,1.0,,,1.0,,2.0,,7.0,8.0,,0.9166666666666666,0.875,0.4,37.5,0.3333333333333333,0.14285714285714285,0.3333333333333333,,,,1.0,0.67369,0.59505,0.6363636363636364,1.1666666666666667,25.0,0.6153846153846154,3.0,3.0,1.0,1.0,,,,,2.0,2.0,3.0,1.0,,1.0,1.0,1.0,4.0,2.0,,2.0,,,,,,,,,,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,1.0,1.0,0.9,0.8333333333333334,,,,,,0.6,1.0,1.0,,,,,,,0.4,0.3333333333333333,1.0,,0.6666666666666666,1.0,3.0,1.0,,,,,1.0,1.0,,0.5,0.5,1.0,0.5,0.16666666666666666,0.25,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.5,1.5,0.6666666666666666,1.0,1.0,1.0,0.5,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641801,1610612741,Emanuel Miller,Emanuel Miller,1641801,CHI,1484.0,25,-8.0,54,56,26.0,27.0,8.0,110,1.0,,,7.0,1.0,2.0,10.0,73,1.0,2.0,6.0,1.0,2.0,1.0,5.0,2.0,4.0,8.0,1.0,3.0,1.0,,2.0,,6.0,26.0,,0.5555555555555556,0.5,0.125,14.285714285714286,0.15384615384615385,0.14285714285714285,,0.125,,,0.875,0.6665875000000001,0.71822,0.6,1.5857142857142856,26.1,0.48148148148148145,3.0,6.0,2.0,4.0,,,,,1.0,1.0,4.0,,3.0,2.0,4.0,,6.0,2.0,,1.0,,3.0,2.0,4.0,,,,,,0.75,1.0,,,,0.5714285714285714,0.5,0.5,0.4,0.13333333333333333,0.2,0.16666666666666666,,0.08333333333333333,0.75,0.5,0.5,,,,,,,0.125,0.8,0.5,,0.2,,,,1.0,1.0,,,1.0,,,,,,,0.1111111111111111,0.125,,,,,,2.0,,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,,0.2,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.1111111111111111,0.2,0.25,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,0.6276,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641763,1610612741,Julian Phillips,Julian Phillips,1641763,CHI,266.0,4,-8.0,9,9,,5.0,1.0,18,,1.0,,,1.0,,,12,,,,,,,,,,,,,,,,,,,,,,1.0,10.0,,,,,1.0,,1.0,0.58425,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630604,1610612741,E.J. Liddell,E.J. Liddell,1630604,CHI,958.0,16,-13.0,35,37,25.0,27.0,4.0,72,,,,,3.0,,,51,1.0,,,,,,,,1.0,2.0,2.0,3.0,,,,,,25.0,,,,1.0,7.5,,0.058823529411764705,,,,,1.0,0.50045,0.48765,,,26.733333333333334,0.7142857142857143,,,,,,,,,3.0,1.0,,,,,,,,,,3.0,,,1.0,1.0,,,,,,,,,,,,,,,0.1,,0.06666666666666667,,0.1111111111111111,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.25,0.5,,,,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642443,1610612741,Jahmir Young,Jahmir Young,1642443,CHI,800.0,13,-7.0,30,32,18.0,24.0,3.0,62,,,,,2.0,2.0,5.0,43,2.0,,3.0,3.0,3.0,2.0,6.0,,1.0,2.0,1.0,1.0,1.0,,2.0,,3.0,18.0,,0.8333333333333334,0.75,1.0,9.09090909090909,,0.07692307692307693,,,,,1.0,0.4596,0.4596,0.6,,26.1,0.6,,,,,,,,,2.0,2.0,,1.0,,,,1.0,,,3.0,2.0,,1.0,1.0,1.0,,,,,,,,0.5,0.5,0.5,,,0.75,0.75,0.1111111111111111,0.1111111111111111,0.09090909090909091,0.5,0.125,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,1.0,,,0.5,1.0,,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.5,1.5,,1.0,1.0,,0.5,0.6,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630172,1610612741,Patrick Williams,Patrick Williams,1630172,CHI,319.0,5,8.0,12,12,,,2.0,24,,,,2.0,2.0,,8.0,12,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,0.5,35.71428571428571,,0.125,,,,,1.0,0.6335625,,,1.4,26.95,,1.0,2.0,,,,,,,2.0,,1.0,2.0,,,,,2.0,,3.0,2.0,,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,1.0,0.5,,1.0,,0.3333333333333333,,,,,0.5,0.5,1.0,,,,,,,0.5,,,,,2.0,3.0,2.0,,,,,,0.5,,1.0,1.0,0.5,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,0.5,,,,,,,,,,,,1.0,1.0,0.5,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630188,1610612741,Jalen Smith,Jalen Smith,1630188,CHI,729.0,12,-2.0,28,28,14.0,7.0,4.0,56,,,,5.0,3.0,1.0,12.0,40,2.0,,4.0,1.0,2.0,1.0,5.0,2.0,5.0,7.0,,1.0,1.0,,2.0,,4.0,14.0,,0.6666666666666666,0.5,0.375,27.27272727272727,0.2222222222222222,0.29411764705882354,0.3333333333333333,,,,0.875,0.594625,0.616475,0.3333333333333333,5.680000000000001,25.53333333333333,0.5,3.0,4.0,2.0,2.0,1.0,1.0,,,3.0,2.0,4.0,1.0,1.0,2.0,2.0,,4.0,4.0,,3.0,,,3.0,2.0,,,,,,0.5,0.6666666666666666,0.3333333333333333,,0.3333333333333333,0.8,1.0,0.6875,0.5,0.375,,0.2,,0.5,0.5,0.75,0.75,0.125,1.0,1.0,1.0,,,0.375,0.5,1.0,,0.5,1.0,3.0,1.0,1.0,1.0,,,1.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.1111111111111111,0.16666666666666666,,1.0,,,1.0,3.0,,0.5,0.5,0.3333333333333333,0.5,,,,0.25,1.0,1.0,,1.0,2.0,2.0,,,1.0,0.3333333333333333,0.4,,,,,,,,0.5,1.0,0.56525,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
