EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,Steals,LostBallSteals,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,ShortMidRangeFGM,FG2M,PtsAssisted2s,TwoPtAssists,AtRimAssists,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,ShootingFouls,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,Fg2aBlocked,ShortMidRangeAssists,Travels,Loose Ball Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyArc3FGM,PenaltyFG3M,PtsPutbacks,OffTwoPtRebounds,PenaltyFg3Pct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Accuracy,Corner3FGA,PenaltyCorner3FGA,Corner3Frequency,PenaltyCorner3Frequency,on,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PenaltyFtPoints,Fg3aBlocked,Corner3Assists,LongMidRangeAssists,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,SecondChanceFtPoints,FTOffRebounds,StepOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,SecondChanceAtRimPctAssisted,Charge Fouls,Charge Fouls Drawn,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,LongMidRangePctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,BlockedCorner3,OffensiveGoaltends
1628975,1610612753,Jevon Carter,Jevon Carter,1628975,ORL,285.0,5,7,8,10,3.0,1,18,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.5,22.22222222222222,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.460225,8.5,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630658,1610612753,Colin Castleton,Colin Castleton,1630658,ORL,922.0,15,5,29,31,17.0,5,60,3.0,,,3.0,,,2.0,30,,,,,1.0,,2.0,,,,,,0.3333333333333333,0.3333333333333333,,14.705882352941176,1.0,,,,,,,0.4432,8.433333333333334,,12.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.6,0.16666666666666666,0.2,0.36363636363636365,0.08333333333333333,1.0,0.5,0.5,1.0,0.2,0.3333333333333333,0.3333333333333333,1.0,0.41379310344827586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631288,1610612753,Jamal Cain,Jamal Cain,1631288,ORL,619.0,10,12,21,21,8.0,2,42,1.0,2.0,4.0,2.0,2.0,4.0,10.0,15,3.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.5,0.5,0.5,0.8333333333333334,0.8333333333333334,0.6666666666666666,30.434782608695652,0.16666666666666666,0.6666666666666666,0.5,0.5,0.5,0.8333333333333334,0.5,0.4920833333333334,4.95,26.875,7.0,1.0,2.0,4.0,,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,7.0,1.0,1.0,1.0,1.0,,0.25,,,0.1111111111111111,,,0.5,,,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,0.5,0.5,0.16666666666666666,1.0,1.0,1.0,1.0,0.5,0.4866,0.452775,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631457,1610612753,Alex Morales,Alex Morales,1631457,ORL,922.0,15,5,29,31,17.0,5,60,1.0,,,6.0,,,8.0,30,,,,2.0,4.0,2.0,10.0,,,,,,0.5,0.5714285714285714,,26.470588235294116,0.16666666666666666,,,,,0.6666666666666666,,0.5141666666666667,5.416666666666667,,12.0,,3.0,,2.0,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,5.0,,1.0,12.0,,,0.5,0.5,,,0.16666666666666666,,0.09090909090909091,,,,,,,,,,0.41379310344827586,2.0,4.0,,,,2.0,3.0,,4.0,,2.0,,4.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,,,,0.3873,0.5438666666666666,0.5,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.25,1.0,0.16666666666666666,1.0,1.0,0.6666666666666666,0.5,0.14285714285714285,0.14285714285714285,0.25,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642869,1610612753,Noah Penda,Noah Penda,1642869,ORL,922.0,15,5,29,31,17.0,5,60,1.0,2.0,4.0,2.0,2.0,4.0,8.0,30,6.0,4.0,2.0,,,,,,,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,17.64705882352941,0.16666666666666666,0.6666666666666666,0.5,0.5,1.0,0.8333333333333334,0.5,0.5145416666666667,3.6,27.000000000000004,12.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,12.0,,,0.5,,,,,,,0.08333333333333333,,,,,,,,,0.41379310344827586,1.0,1.0,1.0,1.0,1.0,,,1.0,3.0,,,,3.0,,1.5,1.5,0.16666666666666666,1.0,1.0,,0.5,1.0,0.5581,0.5229,0.375,,,,,,1.0,1.0,2.0,2.0,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,0.25,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.14285714285714285,0.2,0.5,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642859,1610612753,Jase Richardson,Jase Richardson,1642859,ORL,747.0,12,-2,23,25,17.0,5,48,,,,2.0,,1.0,4.0,26,,,,,,,,1.0,1.0,,,,0.6666666666666666,0.6666666666666666,0.3333333333333333,10.714285714285714,,,,,,0.6666666666666666,,0.5341166666666667,9.25,23.3,12.0,,2.0,,,,,1.0,,,1.0,,1.0,,,,,,1.0,,1.0,12.0,,,1.0,,,,0.25,,0.1111111111111111,,,,,,0.3333333333333333,,,,0.5217391304347826,1.0,1.0,,,,1.0,1.0,1.0,2.0,,,,2.0,1.0,0.5,0.5,0.3333333333333333,1.0,1.0,,,,,0.49302500000000005,0.5,,,1.0,1.0,,,,,4.0,,,,,,,1.0,,,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629021,1610612753,Moritz Wagner,Moritz Wagner,1629021,ORL,193.0,3,-7,6,6,6.0,2,12,,,1.0,,,1.0,,13,,1.0,,,,,,,,,,,,,1.0,12.5,,1.0,,,,1.0,,0.4998,,27.0,5.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,0.8333333333333334,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,0.4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626145,1610612753,Tyus Jones,Tyus Jones,1626145,ORL,45242.2,754,-94,1553,1541,394.0,195,3094,36.0,22.0,77.0,57.0,30.0,102.0,144.0,1798,75.0,77.0,22.0,41.0,116.0,24.0,273.0,33.0,13.0,0.8333333333333334,0.29411764705882354,0.29411764705882354,0.4339622641509434,0.4444444444444444,0.6415094339622641,9.80392156862745,0.22641509433962265,0.48427672955974843,0.2857142857142857,0.2894736842105263,0.7727272727272727,0.7358490566037735,0.2857142857142857,0.5302229559748426,7.896491228070177,25.400000000000006,395.0,15.0,24.0,26.0,75.0,43.0,4.0,18.0,26.0,,44.0,9.0,53.0,8.0,7.0,5.0,13.0,1.0,25.0,,11.0,394.0,0.5416666666666666,0.5652173913043478,0.42105263157894735,0.6153846153846154,,0.07084468664850137,0.05309734513274336,0.011235955056179775,0.06232294617563739,0.011292346298619825,0.010869565217391304,0.08333333333333333,0.04371584699453552,0.125,0.046875,0.4166666666666667,0.46875,0.4,0.25434642627173215,7.0,15.0,11.0,25.0,13.0,5.0,6.0,34.0,48.0,15.0,14.0,3.0,48.0,0.8333333333333334,0.575,0.5853658536585366,0.09433962264150944,0.4666666666666667,0.5833333333333334,0.7142857142857143,0.7333333333333333,0.625,0.52323125,0.546365,0.3333333333333333,3.0,3.0,2.0,6.0,6.0,1.0,2.0,17.0,22.0,7.0,24.0,,2.0,6.0,3.0,,0.5,0.5666666666666667,0.5666666666666667,0.12280701754385964,0.2,0.07228915662650602,0.03773584905660377,0.3333333333333333,0.3333333333333333,0.075,1.0,0.018518518518518517,0.05,0.11805555555555555,,,6.0,12.0,2.0,5.0,0.35294117647058826,0.011337868480725623,0.00980392156862745,,,0.24,25.0,9.0,0.15723270440251572,0.225,False,8.0,1.0,2.0,6.0,4.0,5.0,2.0,1.0,17.0,8.0,2.0,20.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,0.38461538461538464,0.00980392156862745,0.1111111111111111,0.012987012987012988,0.011834319526627219,0.014705882352941176,0.011363636363636364,0.020618556701030927,0.3333333333333333,1.0,0.32,0.32,1.0,0.13333333333333333,0.5,1.0,0.36363636363636365,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,
1628371,1610612753,Jonathan Isaac,Jonathan Isaac,1628371,ORL,31253.600000000006,521,-35,1061,1093,414.0,159,2154,14.0,1.0,11.0,71.0,7.0,38.0,134.0,1191,21.0,11.0,1.0,10.0,22.0,7.0,54.0,20.0,10.0,1.0,0.18421052631578946,0.18421052631578946,0.4541284403669725,0.48905109489051096,0.3486238532110092,12.370311252992819,0.12844036697247707,0.10091743119266056,0.09090909090909091,0.09090909090909091,1.0,0.8165137614678899,0.09090909090909091,0.5653646788990826,4.043661971830987,23.989473684210527,347.0,4.0,39.0,50.0,12.0,6.0,17.0,34.0,41.0,14.0,89.0,43.0,132.0,8.0,3.0,10.0,18.0,9.0,41.0,2.0,52.0,347.0,0.6410256410256411,0.8928571428571429,0.5492957746478874,0.4444444444444444,0.5185185185185185,0.15471698113207547,0.14977973568281938,0.06367041198501873,0.1524390243902439,0.07090909090909091,0.07575757575757576,0.13095238095238096,0.14893617021276595,0.225,0.1511627906976744,0.2857142857142857,0.3333333333333333,1.0,0.32704995287464655,33.0,51.0,,6.0,4.0,12.0,23.0,11.0,49.0,,29.0,2.0,49.0,0.5217391304347826,0.39705882352941174,0.4803921568627451,0.46788990825688076,0.6470588235294118,0.66,0.5757575757575758,,0.17647058823529413,0.5640238095238095,0.5491,0.3656716417910448,10.0,16.0,2.0,6.0,35.0,15.0,28.0,48.0,28.0,3.0,5.0,,1.0,58.0,19.0,4.0,0.5357142857142857,0.515625,0.5581395348837209,0.04225352112676056,0.0196078431372549,0.14545454545454545,0.05504587155963303,0.3333333333333333,0.3333333333333333,0.47058823529411764,0.625,0.15079365079365079,0.2159090909090909,0.3582089552238806,14.0,25.0,1.0,1.0,22.0,22.0,0.09090909090909091,0.07773851590106007,0.07633587786259542,0.78125,0.56,0.16666666666666666,27.0,5.0,0.24770642201834864,0.14705882352941177,False,6.0,1.0,4.0,,,1.0,22.0,,3.0,1.0,4.0,10.0,,2.0,5.0,3.0,14.0,31.0,11.0,20.0,31.0,17.0,0.25,,0.14285714285714285,,0.08928571428571429,0.05,0.05970149253731343,0.06779661016949153,0.5483870967741935,1.0,0.2222222222222222,0.2222222222222222,1.0,0.125,0.25,1.0,,,,15.0,4.0,5.0,2.0,11.0,11.0,0.12121212121212122,0.14285714285714285,,,,,,,,,,,,,,,
1628976,1610612753,Wendell Carter Jr.,Wendell Carter Jr.,1628976,ORL,133915.1,2232,75,4634,4662,1065.0,502,9296,106.0,47.0,146.0,402.0,72.0,223.0,908.0,5284,216.0,146.0,47.0,65.0,152.0,45.0,369.0,60.0,36.0,1.0,0.32286995515695066,0.32286995515695066,0.5728,0.6168478260869565,0.3568,15.937320848461686,0.1696,0.2336,0.3219178082191781,0.3219178082191781,1.0,0.7408,0.3219178082191781,0.5609692,5.589054726368159,24.988340807174886,1196.0,43.0,250.0,366.0,87.0,39.0,60.0,181.0,198.0,26.0,405.0,158.0,563.0,40.0,20.0,58.0,98.0,25.0,264.0,26.0,219.0,1180.0,0.732,0.915,0.6218905472636815,0.40816326530612246,0.20967741935483872,0.17398945518453426,0.18375634517766498,0.059940059940059943,0.1785209609043806,0.07421503330161751,0.06614785992217899,0.18181818181818182,0.1956882255389718,0.0975609756097561,0.1845949535192563,0.4056603773584906,0.4574468085106383,0.8837209302325582,0.25809236081139403,183.0,240.0,12.0,43.0,15.0,53.0,84.0,57.0,238.0,,152.0,6.0,237.0,0.6309523809523809,0.5460992907801419,0.6329787234042553,0.384,0.7625,0.8632075471698113,0.6775956284153005,0.11428571428571428,0.3049645390070922,0.575529605263158,0.5561843971631203,0.2621145374449339,43.0,55.0,24.0,56.0,192.0,66.0,90.0,212.0,134.0,40.0,35.0,6.0,24.0,242.0,108.0,16.0,0.7333333333333333,0.7,0.7464788732394366,0.09950248756218906,0.11666666666666667,0.1810344827586207,0.0896,0.42857142857142855,0.42857142857142855,0.3900709219858156,0.7818181818181819,0.1514726507713885,0.22040816326530613,0.23348017621145375,60.0,78.0,15.0,16.0,100.0,96.0,0.2807017543859649,0.08719346049046321,0.07171314741035857,0.7428571428571429,0.7692307692307693,0.3488372093023256,77.0,14.0,0.1232,0.09929078014184398,False,25.0,2.0,3.0,1.0,3.0,5.0,84.0,,20.0,13.0,9.0,24.0,10.0,7.0,20.0,13.0,29.0,46.0,14.0,32.0,46.0,34.0,0.3333333333333333,,0.11320754716981132,,0.11940298507462686,0.06091370558375635,0.05779569892473118,0.03461538461538462,0.7391304347826086,0.875,0.3246753246753247,0.3246753246753247,1.0,0.02857142857142857,0.6666666666666666,1.0,0.25,1.0,0.07142857142857142,65.0,2.0,3.0,20.0,23.0,21.0,0.01652892561983471,0.16666666666666666,1.0,2.0,10.0,,,,,,,,,,,,
