EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceFtPoints,PtsPutbacks,Fg2aBlocked,Fg3aBlocked,OffTwoPtRebounds,FTOffRebounds,SelfOReb,LostBallSteals,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LongMidRangeFGM,LongMidRangeFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,PenaltyFG3M,PenaltyFG3A,FTDefRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Blocked3s,BlockedCorner3,SecondChanceFg3Pct,PenaltyFg3Pct,AtRimPctBlocked,DefFTReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyCorner3FGM,PenaltyCorner3FGA,Charge Fouls,BlockedLongMidRange,OffLongMidRangeReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LongMidRangePctBlocked,Travels,Offensive Fouls Drawn,Arc3PctBlocked,on,StepOutOfBoundsTurnovers,OffensiveGoaltends,Defensive 3 Seconds Violations,BlockedArc3
1629027,1610612764,Trae Young,Trae Young,1629027,WAS,2378.0,40,1,82,82,9,20,13,164,4.0,4,1.0,1.0,1.0,1.0,1.0,2.0,4.0,11.0,1.0,5,6,4.0,11.0,4.0,26,98,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,6.0,4.0,3.0,9.0,11.0,4.0,6.0,9.0,15,5.0,4.0,4.0,1.0,1.0,39,1.0,1.0,1,2,1.0,3,2.0,2.0,4,2.0,3.0,2.0,1.0,6,2.0,1,2,6.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,9,1.0,0.6,0.6,0.25,0.36363636363636365,0.36363636363636365,0.8333333333333334,1.0,1.0,0.6470588235294118,0.6666666666666666,1.0,0.6578947368421053,0.6666666666666666,0.75,0.6470588235294118,25.252525252525253,0.6666666666666666,0.043478260869565216,0.058823529411764705,0.04,0.05,0.022727272727272728,0.05555555555555555,0.07692307692307693,0.25,0.23529411764705882,1.0,1.0,0.5,0.11764705882352941,0.5,0.5,1.0,0.6470588235294118,0.36363636363636365,0.36363636363636365,0.25,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.8823529411764706,0.36363636363636365,0.5537882352941177,0.5865750000000001,0.7758,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.15384615384615385,0.11538461538461539,4.05,28.581818181818186,0.10975609756097561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1630264,1610612764,Anthony Gill,Anthony Gill,1630264,WAS,10913.9,182,-59,379,387,100,142,44,766,22.0,23,4.0,5.0,3.0,4.0,8.0,11.0,2.0,6.0,,30,34,4.0,11.0,4.0,76,474,7.0,8.0,,15.0,4.0,6.0,2.0,10.0,38.0,22.0,12.0,,6.0,2.0,6.0,7.0,13,6.0,1.0,4.0,,2.0,33,5.0,8.0,5,13,10.0,23,7.0,6.0,3,2.0,3.0,3.0,,6,,10,19,13.0,1.0,8.0,2.0,,,4.0,,1.0,10.0,100,1.0,0.6333333333333333,0.76,1.0,0.36363636363636365,0.36363636363636365,0.8823529411764706,0.875,0.6666666666666666,0.8,0.875,0.6666666666666666,0.7916666666666666,0.9375,0.625,0.24444444444444444,12.616822429906541,0.5,0.06097560975609756,0.09302325581395349,0.060240963855421686,0.07738095238095238,0.05454545454545454,0.06060606060606061,0.02702702702702703,0.11764705882352941,0.5111111111111111,0.9565217391304348,0.9565217391304348,0.5909090909090909,0.24444444444444444,0.7272727272727273,0.8,0.75,0.13333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.625,0.8,0.25,,0.6666666666666666,0.75,0.7555555555555555,0.3333333333333333,0.5708577777777777,0.5323833333333333,0.5856333333333333,0.0851063829787234,0.1111111111111111,,0.19736842105263158,0.13157894736842105,3.320588235294118,24.79090909090909,0.2638522427440633,2.0,5.0,1.0,10.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.09090909090909091,0.029411764705882353,0.09090909090909091,0.2,0.07692307692307693,0.04878048780487805,0.07894736842105263,0.030303030303030304,0.058823529411764705,0.1111111111111111,0.08695652173913043,0.1111111111111111,0.5,0.1111111111111111,0.4,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1641731,1610612764,Bilal Coulibaly,Bilal Coulibaly,1641731,WAS,8679.900000000001,145,-23,306,307,64,101,47,613,11.0,21,4.0,6.0,4.0,4.0,9.0,19.0,9.0,26.0,4.0,22,47,11.0,33.0,12.0,89,367,4.0,7.0,5.0,20.0,8.0,12.0,3.0,28.0,8.0,36.0,27.0,6.0,26.0,9.0,8.0,3.0,11,2.0,1.0,5.0,3.0,,25,3.0,9.0,5,17,6.0,23,8.0,4.0,6,,2.0,1.0,4.0,7,1.0,3,10,12.0,,18.0,2.0,,,10.0,,,28.0,64,,0.18181818181818182,0.2,0.8181818181818182,0.3333333333333333,0.3333333333333333,0.46808510638297873,0.5714285714285714,0.6666666666666666,0.48125,0.7083333333333334,0.7352941176470589,0.5056818181818182,0.7692307692307693,0.7777777777777778,0.4125,26.46239554317549,0.8571428571428571,0.06666666666666667,0.12857142857142856,0.0410958904109589,0.09655172413793103,0.03821656050955414,0.01639344262295082,0.08108108108108109,0.13333333333333333,0.2625,0.5238095238095238,0.6111111111111112,0.18181818181818182,0.2375,0.47368421052631576,0.5625,0.1111111111111111,0.325,0.34615384615384615,0.34615384615384615,0.7777777777777778,0.5,0.6666666666666666,0.5,0.3333333333333333,0.23529411764705882,1.0,0.675,0.34615384615384615,0.5214212500000001,0.5758928571428571,0.48477058823529406,0.11363636363636363,0.18181818181818182,,0.2247191011235955,0.3146067415730337,7.087234042553191,25.94242424242424,0.20915032679738563,2.0,7.0,3.0,4.0,6.0,,3.0,,2.0,4.0,,,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,,0.1276595744680851,0.15789473684210525,,,0.03571428571428571,,0.08108108108108109,0.16666666666666666,0.038461538461538464,0.12727272727272726,0.04878048780487805,1.0,0.0875,0.2857142857142857,0.2857142857142857,1.0,2.0,7.0,1.0,1.0,2.0,3.0,5.0,3.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,0.6,0.6,0.14285714285714285,0.375,0.08333333333333333,0.0875,0.2857142857142857,0.2857142857142857,0.5,0.08333333333333333,1.0,1.0,0.5,1.0,0.29411764705882354,0.6,,,,,,,,,,,,True,,,,
1641778,1610612764,Leaky Black,Leaky Black,1641778,WAS,21069.1,351,-76,741,751,171,267,101,1492,5.0,12,1.0,4.0,1.0,2.0,6.0,14.0,4.0,18.0,,16,38,15.0,37.0,7.0,84,908,4.0,9.0,2.0,12.0,3.0,9.0,2.0,20.0,18.0,14.0,42.0,3.0,18.0,4.0,4.0,14.0,18,8.0,6.0,3.0,1.0,,50,7.0,28.0,19,50,13.0,63,13.0,6.0,6,,4.0,3.0,2.0,9,2.0,16,32,6.0,,8.0,,,,4.0,,,20.0,171,,0.5625,0.6428571428571429,0.9333333333333333,0.40540540540540543,0.40540540540540543,0.42105263157894735,0.4444444444444444,0.3333333333333333,0.5133333333333333,0.5,0.5,0.5316455696202531,0.5,0.5263157894736842,0.49333333333333335,10.2803738317757,0.6666666666666666,0.11377245508982035,0.17177914110429449,0.03932584269662921,0.14242424242424243,0.03757225433526012,0.05185185185185185,0.13253012048192772,0.24242424242424243,0.16,0.4166666666666667,0.45454545454545453,0.8,0.18666666666666668,0.42857142857142855,0.46153846153846156,0.5,0.24,0.2222222222222222,0.2222222222222222,1.0,0.36363636363636365,0.25,,,0.1111111111111111,0.5,0.6533333333333333,0.2222222222222222,0.5350093333333334,0.5054700000000001,0.5181333333333333,0.05063291139240506,0.09523809523809523,,0.14285714285714285,0.23809523809523808,9.726315789473686,24.71891891891892,0.23076923076923078,11.0,19.0,1.0,4.0,2.0,,6.0,,,7.0,1.0,,,7.0,5.0,1.0,7.0,5.0,1.0,3.0,,0.05263157894736842,0.07142857142857142,,,0.03571428571428571,0.015151515151515152,0.013888888888888888,,0.12121212121212122,0.15384615384615385,,0.7142857142857143,0.25333333333333335,0.5789473684210527,0.5789473684210527,0.9090909090909091,5.0,12.0,1.0,2.0,,1.0,3.0,1.0,4.0,9.0,3.0,2.0,,,,0.5,0.4444444444444444,0.08333333333333333,0.1875,,0.16,0.4166666666666667,0.4166666666666667,0.4,0.18181818181818182,0.5,1.0,,,0.16666666666666666,0.3333333333333333,3.0,6.0,1.0,1.0,0.13333333333333333,0.3333333333333333,0.5,,,,,True,,,,
1642267,1610612764,Bub Carrington,Bub Carrington,1642267,WAS,8598.400000000001,143,-39,310,314,66,134,42,624,2.0,4,,,1.0,2.0,4.0,6.0,7.0,20.0,,14,22,9.0,25.0,6.0,61,359,1.0,1.0,1.0,5.0,5.0,6.0,4.0,20.0,,28.0,12.0,15.0,20.0,7.0,17.0,8.0,25,5.0,3.0,10.0,7.0,,58,2.0,9.0,10,19,4.0,23,2.0,2.0,8,5.0,4.0,9.0,4.0,17,4.0,5,15,9.0,,7.0,,,,1.0,,2.0,20.0,66,2.0,,,0.4444444444444444,0.36,0.36,0.6363636363636364,1.0,0.8333333333333334,0.5851063829787234,1.25,0.6153846153846154,0.61,1.25,0.6666666666666666,0.5319148936170213,18.71508379888268,0.47058823529411764,0.13157894736842105,0.1232876712328767,0.025974025974025976,0.12751677852348994,0.02564102564102564,0.01818181818181818,0.07894736842105263,,0.0851063829787234,0.5,0.5,,0.1276595744680851,0.6666666666666666,0.6666666666666666,,0.425531914893617,0.35,0.35,0.2857142857142857,,,,,0.15384615384615385,0.5,0.6170212765957447,0.35,0.5195372340425533,,0.5086807692307692,0.020833333333333332,0.043478260869565216,,0.08196721311475409,0.32786885245901637,12.968181818181819,25.912,0.2129032258064516,2.0,5.0,,,1.0,,2.0,,1.0,,1.0,3.0,1.0,1.0,,1.0,1.0,,,4.0,,0.045454545454545456,,,,0.02531645569620253,0.03333333333333333,,0.045454545454545456,0.2222222222222222,0.15,0.045454545454545456,,0.10638297872340426,0.4,0.4,1.0,8.0,12.0,1.0,1.0,,2.0,6.0,1.0,2.0,7.0,,1.0,,,,1.0,0.2857142857142857,,,0.09090909090909091,0.2553191489361702,0.6666666666666666,0.7272727272727273,,0.5,1.0,1.0,,,0.46153846153846156,0.3333333333333333,,1.0,,,0.06666666666666667,0.07692307692307693,,0.08333333333333333,,,,True,,,,
1642848,1610612764,Tre Johnson,Tre Johnson,1642848,WAS,4355.7,73,-12,157,157,21,42,26,314,1.0,2,,,,1.0,4.0,12.0,9.0,19.0,6.0,8,20,10.0,22.0,6.0,52,178,2.0,2.0,6.0,16.0,,3.0,,3.0,10.0,6.0,21.0,9.0,19.0,9.0,2.0,1.0,3,,1.0,1.0,,1.0,7,,5.0,5,11,2.0,13,1.0,1.0,6,1.0,4.0,2.0,2.0,8,2.0,4,9,5.0,,6.0,,,,3.0,,,3.0,21,,0.625,0.625,0.7,0.45454545454545453,0.45454545454545453,0.4,1.0,,0.5476190476190477,1.0,0.21428571428571427,0.5777777777777777,1.0,0.21428571428571427,0.5238095238095238,28.042328042328045,0.75,0.14285714285714285,0.1388888888888889,,0.14084507042253522,0.02197802197802198,,0.05,0.125,0.047619047619047616,0.5,0.5,1.0,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.75,0.4523809523809524,0.47368421052631576,0.47368421052631576,0.6666666666666666,,,,0.75,0.14285714285714285,,0.5714285714285714,0.47368421052631576,0.5114571428571428,0.48518999999999995,0.5631642857142857,0.06666666666666667,0.13043478260869565,,0.3076923076923077,0.057692307692307696,11.629999999999999,27.027272727272734,0.1337579617834395,1.0,3.0,,,,,2.0,,1.0,,,,,,,,,,,1.0,,,,,,0.04878048780487805,0.07142857142857142,0.05263157894736842,,0.25,0.14285714285714285,0.041666666666666664,,0.07142857142857142,0.3333333333333333,0.3333333333333333,1.0,3.0,6.0,,,4.0,,2.0,4.0,1.0,4.0,1.0,1.0,1.0,,,0.6666666666666666,0.25,,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.5,0.5,0.3333333333333333,,,,0.6666666666666666,0.5,0.2857142857142857,,1.0,2.0,,,,0.2857142857142857,0.5,,,,,True,,,,
1630551,1610612764,Justin Champagnie,Justin Champagnie,1630551,WAS,5093.1,85,-21,186,179,57,76,22,365,17.0,23,6.0,8.0,6.0,7.0,,3.0,2.0,11.0,,17,26,2.0,14.0,6.0,46,223,6.0,9.0,,14.0,6.0,10.0,,12.0,16.0,18.0,6.0,,11.0,2.0,2.0,5.0,7,4.0,1.0,1.0,1.0,,19,3.0,4.0,3,8,12.0,20,2.0,2.0,2,,1.0,1.0,1.0,3,2.0,5,7,6.0,,7.0,1.0,,,4.0,,,12.0,57,,0.47058823529411764,0.7272727272727273,1.0,0.14285714285714285,0.14285714285714285,0.6538461538461539,0.6666666666666666,0.6,0.5,0.6666666666666666,0.5,0.5348837209302325,0.7,0.5,0.35,21.904761904761905,0.6666666666666666,0.0967741935483871,0.10526315789473684,0.061224489795918366,0.10144927536231885,0.1348314606741573,0.08333333333333333,0.1111111111111111,0.25,0.575,0.7391304347826086,0.85,0.47058823529411764,0.075,,,,0.275,0.18181818181818182,0.2,1.0,0.8888888888888888,0.75,,,0.5833333333333334,0.8571428571428571,0.925,0.18181818181818182,0.5818725,0.5720571428571429,0.5368624999999999,0.09302325581395349,0.13793103448275862,,0.30434782608695654,0.2608695652173913,2.4038461538461537,25.692857142857143,0.3064516129032258,,3.0,2.0,12.0,4.0,1.0,9.0,,2.0,,,,1.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,0.07142857142857142,0.15384615384615385,0.3333333333333333,,,0.225,0.2,0.2631578947368421,,0.08333333333333333,0.06666666666666667,0.125,0.75,0.075,,,,,,,,,,1.0,,,2.0,1.0,,1.0,,,,,0.13043478260869565,1.0,,,,,,,,,,,0.08333333333333333,,,1.0,,,0.16666666666666666,0.08333333333333333,,,1.0,1.0,0.09090909090909091,True,,,,
1642259,1610612764,Alex Sarr,Alex Sarr,1642259,WAS,2557.0,43,-11,92,93,1,19,13,185,3.0,6,1.0,1.0,,,1.0,4.0,1.0,6.0,,4,10,2.0,7.0,,14,108,2.0,4.0,,4.0,,,,,6.0,2.0,6.0,,6.0,1.0,2.0,2.0,4,1.0,1.0,1.0,1.0,,10,3.0,8.0,3,11,5.0,16,,,2,,,1.0,2.0,3,1.0,3,8,,,,,,,,,,,1,,0.75,0.75,1.0,0.2857142857142857,0.2857142857142857,0.4,0.5,,0.4117647058823529,0.5,,0.4117647058823529,0.5,,0.4117647058823529,18.69158878504673,0.6666666666666666,0.13636363636363635,0.3333333333333333,0.1,0.2391304347826087,0.09615384615384616,0.08333333333333333,0.1875,1.0,0.35294117647058826,0.5,0.6,1.0,0.23529411764705882,0.25,0.3333333333333333,,0.35294117647058826,0.16666666666666666,0.16666666666666666,1.0,0.25,1.0,1.0,,,,0.7647058823529411,0.16666666666666666,0.5335735294117646,0.4462,,,,,0.2857142857142857,,4.4,26.25714285714286,0.010869565217391304,1.0,1.0,,,2.0,,2.0,,,,,,,4.0,4.0,,4.0,4.0,,1.0,,0.2,0.25,,,0.09090909090909091,,0.1,0.16666666666666666,,0.2727272727272727,,1.0,0.058823529411764705,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,0.2,,,,,,,True,,,,
1642860,1610612764,Will Riley,Will Riley,1642860,WAS,10671.3,178,-18,367,373,122,131,42,740,14.0,17,2.0,2.0,5.0,5.0,10.0,22.0,9.0,26.0,1.0,26,43,12.0,30.0,21.0,109,467,6.0,6.0,2.0,15.0,9.0,12.0,3.0,36.0,16.0,36.0,33.0,3.0,26.0,9.0,20.0,7.0,27,6.0,1.0,13.0,6.0,1.0,61,1.0,13.0,7,20,4.0,24,4.0,4.0,8,2.0,4.0,8.0,4.0,16,7.0,8,14,16.0,,26.0,2.0,,2.0,9.0,2.0,1.0,36.0,122,1.0,0.3076923076923077,0.34782608695652173,0.9166666666666666,0.4,0.4,0.6046511627906976,1.0,0.75,0.6027397260273972,0.75,0.6875,0.6445783132530121,0.75,0.6666666666666666,0.410958904109589,23.91304347826087,0.5,0.09859154929577464,0.1511627906976744,0.013333333333333334,0.12738853503184713,0.02666666666666667,,0.0967741935483871,0.10526315789473684,0.2328767123287671,0.8235294117647058,0.875,0.2857142857142857,0.3013698630136986,0.45454545454545453,0.5,0.3,0.3561643835616438,0.34615384615384615,0.34615384615384615,0.8888888888888888,0.25,1.0,,0.125,0.20833333333333334,1.0,0.6438356164383562,0.34615384615384615,0.5259479452054794,0.5321642857142858,0.5234541666666667,0.13414634146341464,0.18,0.0625,0.13761467889908258,0.3302752293577982,6.190697674418605,25.933333333333334,0.33242506811989103,3.0,4.0,3.0,6.0,3.0,,3.0,,2.0,,,,,1.0,,1.0,1.0,1.0,,2.0,,0.06976744186046512,0.09090909090909091,,,0.04,0.07407407407407407,0.025,0.06666666666666667,0.0625,0.16417910447761194,0.0625,1.0,0.0547945205479452,0.75,0.75,1.0,2.0,4.0,,1.0,,4.0,11.0,,5.0,12.0,,2.0,,,,,0.4166666666666667,0.058823529411764705,,0.25,0.0547945205479452,0.5,0.5,0.5,0.125,,,,,0.4583333333333333,0.36363636363636365,1.0,1.0,1.0,,,0.041666666666666664,1.0,,1.0,,,True,,,,
1642882,1610612764,Julian Reese,Julian Reese,1642882,WAS,10252.0,171,-54,353,364,105,103,52,717,27.0,42,10.0,15.0,8.0,14.0,5.0,12.0,,,,33,58,,,10.0,76,470,10.0,15.0,,22.0,10.0,19.0,7.0,27.0,40.0,26.0,,,,,5.0,4.0,9,1.0,3.0,2.0,3.0,,22,10.0,13.0,25,41,27.0,68,5.0,4.0,7,1.0,4.0,3.0,3.0,10,,6,12,22.0,,22.0,,,,8.0,,3.0,27.0,105,3.0,0.6060606060606061,0.7407407407407407,,,,0.5689655172413793,0.6666666666666666,0.5263157894736842,0.5689655172413793,0.6666666666666666,0.5263157894736842,0.5507246376811594,0.6875,0.5625,,19.03614457831325,0.7,0.3246753246753247,0.16883116883116883,0.14925373134328357,0.24675324675324675,0.15436241610738255,0.1568627450980392,0.3611111111111111,0.1,0.7241379310344828,0.6428571428571429,0.8709677419354839,0.5555555555555556,0.20689655172413793,0.4166666666666667,0.7142857142857143,1.0,,,,,1.0,0.6666666666666666,0.1,,0.7368421052631579,0.5714285714285714,0.7241379310344828,,0.5735344827586207,0.5861818181818182,0.5889315789473685,0.12121212121212122,0.12121212121212122,,0.2894736842105263,0.35526315789473684,4.175862068965517,,0.29745042492917845,,,2.0,12.0,16.0,,13.0,4.0,1.0,1.0,4.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,,,0.27586206896551724,0.4166666666666667,,0.2222222222222222,0.15853658536585366,0.25,0.11428571428571428,0.125,0.32142857142857145,0.19298245614035087,0.1111111111111111,0.5,,,,,1.0,4.0,,,,,,,,,3.0,1.0,,,,,,0.2619047619047619,0.3333333333333333,0.23076923076923078,0.06896551724137931,0.25,0.25,,,,,,,,,,,,,0.10526315789473684,,,,,,,True,,,,
