EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsUnassisted3s,LongMidRangeFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,LongMidRangeFrequency,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangeFGM,FTOffRebounds,Charge Fouls,Charge Fouls Drawn,Technical Free Throw Trips,OffFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,LongMidRangePctBlocked,Arc3PctBlocked,on,Defensive 3 Seconds Violations
1626162,1610612755,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,PHI,32437.8,541,81,1105,1107,280,264,111.0,2212,33.0,46.0,7.0,9.0,6.0,7.0,13.0,32.0,13.0,24.0,4.0,8.0,16.0,38.0,1.0,3.0,3.0,7.0,46.0,78.0,29.0,62.0,27.0,206.0,1317.0,8.0,14.0,1.0,3.0,2.0,21.0,9.0,12.0,7.0,15.0,3.0,42.0,46.0,46.0,87.0,12.0,38.0,16.0,11.0,20.0,7.0,27.0,4.0,3.0,13.0,5.0,2.0,61.0,3.0,9.0,34.0,34.0,9.0,77.0,12.0,89.0,3.0,17.0,10.0,7.0,9.0,6.0,7.0,1.0,3.0,2.0,16.0,2.0,4.0,21.0,47.0,1.0,3.0,34.0,2.0,7.0,38.0,4.0,19.0,1.0,1.0,5.0,2.0,4.0,2.0,1.0,7.0,2.0,1.0,42.0,276,6.0,0.5,0.575,1.0,0.46774193548387094,0.3333333333333333,0.4666666666666667,0.46774193548387094,0.5897435897435898,0.5714285714285714,0.75,0.6392857142857142,0.5588235294117647,0.7222222222222222,0.6560509554140127,0.5833333333333334,0.7241379310344828,0.44285714285714284,0.14102564102564102,0.10869565217391304,0.1875,14.052287581699346,0.5625,0.2727272727272727,0.13026819923371646,0.035856573705179286,0.12686567164179105,0.013888888888888888,0.1285444234404537,0.02569593147751606,0.06097560975609756,0.038834951456310676,0.016483516483516484,0.09900990099009901,0.13725490196078433,0.1724137931034483,0.12745098039215685,0.125,0.05660377358490566,0.2857142857142857,0.32857142857142857,0.717391304347826,0.8048780487804879,0.5151515151515151,0.22857142857142856,0.40625,0.5,0.46153846153846156,0.17142857142857143,0.5416666666666666,0.5416666666666666,1.0,0.2714285714285714,0.42105263157894735,0.42105263157894735,1.0,0.5294117647058824,0.7777777777777778,0.17647058823529413,0.3333333333333333,1.0,0.25925925925925924,0.8571428571428571,0.2962962962962963,0.5,0.25925925925925924,0.42857142857142855,0.7714285714285715,0.42105263157894735,0.5802974999999999,0.5875181818181818,0.5658611111111111,0.1282051282051282,0.20430107526881722,0.015873015873015872,0.10194174757281553,0.20388349514563106,3.785897435897436,25.241935483870968,0.25339366515837103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1626166,1610612755,Cameron Payne,Cameron Payne,1626166,PHI,1472.0,25,22,53,51,17,17,5.0,104,,,,,,,,,,1.0,,,3.0,4.0,,,2.0,2.0,,,3.0,5.0,,9.0,52.0,,,,,,,,,2.0,2.0,,6.0,,,3.0,,4.0,3.0,,2.0,,2.0,,,1.0,,1.0,4.0,,,4.0,,,4.0,,4.0,,1.0,,1.0,,,1.0,,,,1.0,,,1.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,6.0,17,,,,0.3333333333333333,0.6,,1.0,0.6,,,,0.9,,1.5,0.9,,1.5,1.0,,,,10.16949152542373,,,,,0.2,,0.13793103448275862,,,,,,,,0.25,,,,,,,,,,,,0.2,,,,0.8,0.75,0.75,0.3333333333333333,,,,,,,,,,1.0,1.0,1.0,0.75,0.5343600000000001,,0.49305,,,,,0.6666666666666666,,26.32,0.32075471698113206,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1629656,1610612755,Quentin Grimes,Quentin Grimes,1629656,PHI,31544.000000000004,526,79,1106,1097,354,310,120.0,2203,28.0,46.0,6.0,9.0,9.0,16.0,,1.0,20.0,38.0,7.0,12.0,14.0,46.0,2.0,6.0,5.0,19.0,28.0,48.0,34.0,84.0,25.0,183.0,1240.0,6.0,9.0,4.0,10.0,2.0,26.0,9.0,16.0,12.0,31.0,12.0,66.0,38.0,18.0,102.0,6.0,46.0,14.0,7.0,17.0,27.0,44.0,19.0,8.0,11.0,5.0,1.0,115.0,7.0,7.0,36.0,20.0,1.0,57.0,14.0,71.0,5.0,14.0,8.0,6.0,11.0,6.0,8.0,4.0,5.0,,19.0,1.0,3.0,20.0,35.0,2.0,1.0,29.0,1.0,5.0,32.0,1.0,13.0,1.0,3.0,10.0,1.0,3.0,1.0,7.0,11.0,7.0,,66.0,353,4.0,0.6785714285714286,0.76,1.0,0.40476190476190477,0.4,0.3870967741935484,0.40476190476190477,0.5833333333333334,0.6666666666666666,0.5625,0.5984848484848485,0.631578947368421,0.574468085106383,0.6224489795918368,0.65,0.6111111111111112,0.6363636363636364,0.14583333333333334,0.15217391304347827,,13.301282051282051,0.5789473684210527,0.030303030303030304,0.07142857142857142,0.02702702702702703,0.13688212927756654,0.028925619834710745,0.10313075506445672,0.027944111776447105,0.039603960396039604,0.02197802197802198,0.03208556149732621,0.06870229007633588,0.06956521739130435,0.08823529411764706,0.1497326203208556,0.10526315789473684,0.0847457627118644,0.6363636363636364,0.3484848484848485,0.6086956521739131,0.717948717948718,0.6785714285714286,0.007575757575757576,,,,0.2878787878787879,0.5263157894736842,0.5405405405405406,1.0,0.3484848484848485,0.30434782608695654,0.30434782608695654,1.0,0.47368421052631576,0.6666666666666666,0.3157894736842105,0.3333333333333333,1.0,0.3404255319148936,0.5625,0.2553191489361702,0.5833333333333334,0.40425531914893614,0.2631578947368421,0.9848484848484849,0.30434782608695654,0.5906534090909092,0.570655,0.5795382978723405,0.09722222222222222,0.21666666666666667,0.011904761904761904,0.14207650273224043,0.36065573770491804,2.141666666666667,24.907142857142855,0.32007233273056057,,1.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,0.011904761904761904,0.02631578947368421,0.014925373134328358,0.01818181818181818,0.007575757575757576,0.3333333333333333,0.21052631578947367,0.5,1.0,,,,,,,,,,,,,,,True,
202331,1610612755,Paul George,Paul George,202331,PHI,33475.1,558,56,1142,1146,257,249,124.0,2288,14.0,30.0,2.0,3.0,1.0,3.0,18.0,43.0,15.0,33.0,4.0,9.0,24.0,68.0,3.0,6.0,3.0,12.0,43.0,106.0,39.0,101.0,44.0,247.0,1300.0,2.0,5.0,6.0,10.0,4.0,26.0,4.0,14.0,7.0,21.0,11.0,40.0,26.0,60.0,90.0,4.0,68.0,24.0,9.0,42.0,22.0,64.0,14.0,8.0,28.0,8.0,6.0,150.0,3.0,7.0,41.0,38.0,11.0,90.0,12.0,102.0,1.0,33.0,18.0,15.0,10.0,7.0,13.0,3.0,3.0,2.0,23.0,1.0,4.0,21.0,46.0,2.0,3.0,38.0,2.0,1.0,52.0,5.0,21.0,1.0,5.0,5.0,,2.0,,3.0,5.0,1.0,,39.0,255,2.0,0.3023255813953488,0.3170731707317073,0.7692307692307693,0.38613861386138615,0.6,0.3333333333333333,0.38613861386138615,0.4056603773584906,0.4,0.2857142857142857,0.49033816425120774,0.7333333333333333,0.4142857142857143,0.5349344978165939,0.7647058823529411,0.4634146341463415,0.48792270531400966,0.08490566037735849,0.2,0.06976744186046512,19.626168224299064,0.43478260869565216,0.4230769230769231,0.12582781456953643,0.024390243902439025,0.15708812260536398,0.012195121951219513,0.14031971580817051,0.01876172607879925,0.03773584905660377,0.01,0.010526315789473684,0.12213740458015267,0.12844036697247707,0.12903225806451613,0.16304347826086957,0.14285714285714285,0.008695652173913044,0.2,0.14492753623188406,0.4666666666666667,0.5833333333333334,0.2857142857142857,0.20772946859903382,0.4186046511627907,0.45,0.3333333333333333,0.15942028985507245,0.45454545454545453,0.46875,0.9333333333333333,0.3285024154589372,0.35294117647058826,0.35294117647058826,0.6666666666666666,0.2,0.6666666666666666,0.4,0.5,1.0,0.08571428571428572,0.3333333333333333,0.2571428571428571,0.4444444444444444,0.34285714285714286,0.25,0.6328502415458938,0.35294117647058826,0.5210492753623188,0.50019375,0.4907971428571429,0.09821428571428571,0.1721311475409836,0.00980392156862745,0.10526315789473684,0.16194331983805668,9.730188679245282,25.28019801980198,0.22504378283712784,27.0,33.0,3.0,4.0,1.0,4.0,,,3.0,0.009900990099009901,0.030303030303030304,0.024691358024691357,0.017857142857142856,0.15942028985507245,,0.26666666666666666,0.75,1.0,11.0,2.0,1.0,1.0,2.0,0.09090909090909091,0.3333333333333333,0.3333333333333333,0.2727272727272727,,,,,,True,
203954,1610612755,Joel Embiid,Joel Embiid,203954,PHI,72038.29999999999,1201,153,2481,2481,615,581,270.0,4962,119.0,175.0,34.0,54.0,37.0,47.0,81.0,173.0,2.0,8.0,,1.0,51.0,151.0,3.0,9.0,11.0,35.0,288.0,538.0,53.0,159.0,286.0,1021.0,2850.0,48.0,83.0,3.0,10.0,33.0,138.0,67.0,131.0,11.0,36.0,104.0,271.0,350.0,226.0,138.0,54.0,151.0,51.0,37.0,84.0,66.0,150.0,50.0,16.0,61.0,12.0,11.0,366.0,21.0,54.0,78.0,117.0,23.0,218.0,75.0,293.0,22.0,21.0,15.0,6.0,63.0,28.0,46.0,9.0,35.0,4.0,109.0,5.0,25.0,46.0,82.0,10.0,9.0,231.0,13.0,1.0,335.0,26.0,145.0,5.0,27.0,44.0,2.0,26.0,1.0,17.0,46.0,20.0,,268.0,610,9.0,0.6076388888888888,0.6704980842911877,0.8679245283018868,0.3333333333333333,0.3,0.3055555555555556,0.3333333333333333,0.5353159851301115,0.5783132530120482,0.5114503816793893,0.5272596843615495,0.5645161290322581,0.5,0.6008254716981132,0.6272727272727273,0.5973451327433629,0.22812051649928264,0.0687732342007435,0.10285714285714286,0.07514450867052024,34.30211697165411,0.5779816513761468,0.3382352941176471,0.1902439024390244,0.0907563025210084,0.13287904599659284,0.04061895551257253,0.1622296173044925,0.06744604316546762,0.14883720930232558,0.08035714285714286,0.038834951456310676,0.140625,0.21991701244813278,0.23728813559322035,0.1388888888888889,0.11612903225806452,0.07051282051282051,0.43478260869565216,0.25107604017216645,0.68,0.7579617834394905,0.6218487394957983,0.24820659971305595,0.4682080924855491,0.50625,0.6049382716049383,0.011477761836441894,0.25,0.2857142857142857,1.0,0.21664275466284075,0.33774834437086093,0.34,0.8627450980392157,0.5806451612903226,0.6296296296296297,0.0967741935483871,0.3333333333333333,1.0,0.281437125748503,0.7872340425531915,0.005988023952095809,,0.20958083832335328,0.3142857142857143,0.47919655667144906,0.33774834437086093,0.5083068965517242,0.560930281690141,0.5026841317365268,0.18270401948842874,0.2207001522070015,0.03048780487804878,0.13516160626836435,0.2654260528893242,9.622304832713752,26.26100628930818,0.2478839177750907,21.0,190.0,,1.0,2.0,18.0,,,25.0,0.012578616352201259,0.125,0.02564102564102564,0.047619047619047616,0.27259684361549497,0.11764705882352941,0.010752688172043012,,,88.0,,2.0,1.0,3.0,,0.4631578947368421,0.4782608695652174,0.5909090909090909,1.0,1.0,5.0,0.031578947368421054,0.006622516556291391,True,
1630570,1610612755,Trendon Watford,Trendon Watford,1630570,PHI,7878.799999999999,131,35,272,272,96,98,35.0,544,11.0,16.0,4.0,6.0,4.0,4.0,2.0,2.0,,1.0,,,2.0,3.0,1.0,1.0,,,13.0,18.0,2.0,4.0,2.0,34.0,309.0,5.0,7.0,1.0,1.0,,13.0,5.0,5.0,,,1.0,11.0,12.0,14.0,6.0,8.0,3.0,2.0,2.0,15.0,6.0,21.0,3.0,3.0,13.0,1.0,1.0,48.0,7.0,4.0,13.0,5.0,3.0,21.0,12.0,33.0,1.0,1.0,1.0,,,,5.0,,,,5.0,,2.0,7.0,15.0,,2.0,7.0,1.0,,4.0,,2.0,,,2.0,,2.0,,,2.0,2.0,,11.0,95,2.0,0.46153846153846156,0.6666666666666666,1.0,0.5,1.0,,0.5,0.7222222222222222,0.7142857142857143,1.0,0.7272727272727273,0.8125,1.0,0.7083333333333334,0.8125,0.9166666666666666,0.18181818181818182,0.1111111111111111,0.125,,9.119496855345911,,0.375,0.10638297872340426,0.05263157894736842,0.16666666666666666,0.15217391304347827,0.144,0.09016393442622951,0.08,0.06666666666666667,0.15384615384615385,0.12,0.1111111111111111,,0.18333333333333332,0.1111111111111111,0.2,1.0,0.7272727272727273,0.6875,0.7857142857142857,0.5454545454545454,0.09090909090909091,1.0,1.0,,0.045454545454545456,,,,0.13636363636363635,0.6666666666666666,0.6666666666666666,1.0,0.75,0.6666666666666666,0.125,1.0,1.0,0.8,1.0,,,,,0.9090909090909091,0.6666666666666666,0.6006818181818182,0.57142,0.6522600000000001,0.08333333333333333,0.1,,0.38235294117647056,0.3235294117647059,2.3277777777777775,25.700000000000003,0.35294117647058826,,,,,,,,,,,,,0.14285714285714285,,0.25,,,,,1.0,1.0,,,0.1111111111111111,,,,,,1.0,,,True,
1642845,1610612755,VJ Edgecombe,VJ Edgecombe,1642845,PHI,57779.4,963,66,1979,1978,414,411,208.0,3957,53.0,79.0,5.0,9.0,8.0,16.0,13.0,31.0,11.0,31.0,1.0,4.0,42.0,105.0,3.0,9.0,11.0,29.0,78.0,134.0,53.0,136.0,41.0,356.0,2295.0,6.0,14.0,3.0,9.0,,21.0,12.0,24.0,12.0,33.0,13.0,73.0,74.0,82.0,135.0,12.0,105.0,42.0,12.0,75.0,37.0,112.0,27.0,10.0,45.0,20.0,10.0,261.0,15.0,19.0,57.0,44.0,3.0,104.0,34.0,138.0,5.0,46.0,30.0,16.0,26.0,16.0,13.0,3.0,10.0,4.0,39.0,1.0,6.0,52.0,84.0,2.0,1.0,40.0,5.0,3.0,52.0,6.0,22.0,2.0,5.0,9.0,3.0,7.0,1.0,2.0,12.0,6.0,,73.0,410,6.0,0.47435897435897434,0.5138888888888888,0.8490566037735849,0.3897058823529412,0.3333333333333333,0.36363636363636365,0.3897058823529412,0.582089552238806,0.42857142857142855,0.5,0.5833333333333334,0.45652173913043476,0.5263157894736842,0.6095890410958904,0.45652173913043476,0.5703125,0.5037037037037037,0.08955223880597014,0.11392405063291139,0.0967741935483871,14.957071848169905,0.6666666666666666,0.05660377358490566,0.08695652173913043,0.039832285115303984,0.12337662337662338,0.035545023696682464,0.10433884297520661,0.03781979977753059,0.03550295857988166,0.0446927374301676,0.03571428571428571,0.09268292682926829,0.07389162561576355,0.10204081632653061,0.12968299711815562,0.10434782608695652,0.03968253968253968,0.5,0.29259259259259257,0.6708860759493671,0.7571428571428571,0.49056603773584906,0.11481481481481481,0.41935483870967744,0.4642857142857143,0.5384615384615384,0.11481481481481481,0.3548387096774194,0.3548387096774194,1.0,0.3888888888888889,0.4,0.40384615384615385,0.8095238095238095,0.391304347826087,0.5555555555555556,0.391304347826087,0.3333333333333333,1.0,0.2807017543859649,0.5,0.07017543859649122,0.25,0.5087719298245614,0.3793103448275862,0.7962962962962963,0.4,0.5688455555555557,0.5673607142857142,0.5425780701754385,0.08362369337979095,0.14666666666666667,0.014598540145985401,0.05898876404494382,0.2050561797752809,5.742537313432837,25.77426470588235,0.2091965639211723,24.0,24.0,,,1.0,3.0,1.0,1.0,5.0,0.007352941176470588,,0.03875968992248062,0.03488372093023256,0.08888888888888889,,,,,12.0,,1.0,,,,0.5,0.5,0.3333333333333333,2.0,,4.0,,0.009523809523809525,True,
1630178,1610612755,Tyrese Maxey,Tyrese Maxey,1630178,PHI,57687.9,961,154,1985,1979,472,465,224.0,3964,83.0,128.0,4.0,7.0,29.0,45.0,27.0,80.0,7.0,12.0,,1.0,80.0,205.0,8.0,13.0,16.0,37.0,128.0,243.0,87.0,217.0,89.0,606.0,2263.0,5.0,9.0,9.0,14.0,2.0,39.0,38.0,66.0,16.0,38.0,37.0,161.0,124.0,132.0,147.0,4.0,205.0,80.0,18.0,125.0,65.0,190.0,42.0,23.0,66.0,27.0,32.0,445.0,1.0,7.0,45.0,49.0,2.0,96.0,8.0,104.0,3.0,43.0,28.0,15.0,36.0,24.0,20.0,4.0,12.0,,56.0,1.0,11.0,26.0,56.0,,3.0,73.0,2.0,1.0,102.0,7.0,39.0,2.0,9.0,20.0,1.0,8.0,,12.0,21.0,16.0,,159.0,468,5.0,0.484375,0.49206349206349204,0.5632183908045977,0.4009216589861751,0.6428571428571429,0.42105263157894735,0.4009216589861751,0.5267489711934157,0.5555555555555556,0.5757575757575758,0.5619565217391305,0.8043478260869565,0.5961538461538461,0.5956175298804781,0.8125,0.6411290322580645,0.4717391304347826,0.07407407407407407,0.0859375,0.075,24.955277280858677,0.6428571428571429,0.03571428571428571,0.10425531914893617,0.01443298969072165,0.1,0.0024154589371980675,0.10217391304347827,0.008898776418242492,0.005494505494505495,0.016129032258064516,0.0030303030303030303,0.109375,0.10112359550561797,0.1,0.09734513274336283,0.10810810810810811,0.013333333333333334,0.7619047619047619,0.2782608695652174,0.6484375,0.7094017094017094,0.5060240963855421,0.17391304347826086,0.3375,0.36486486486486486,0.4074074074074074,0.02608695652173913,0.5833333333333334,0.5833333333333334,0.7142857142857143,0.44565217391304346,0.3902439024390244,0.39215686274509803,0.55,0.30434782608695654,0.5714285714285714,0.5652173913043478,0.6153846153846154,0.875,0.4326923076923077,0.6444444444444445,0.009615384615384616,,0.3557692307692308,0.43243243243243246,0.75,0.3902439024390244,0.5434003267973856,0.5361192307692307,0.5519601941747572,0.08316430020283976,0.14181818181818182,0.009174311926605505,0.06435643564356436,0.26567656765676567,6.486831275720164,26.90092165898617,0.23778337531486146,114.0,35.0,1.0,1.0,1.0,11.0,,1.0,7.0,0.004608294930875576,,0.02564102564102564,,0.07608695652173914,0.5,0.043478260869565216,1.0,1.0,18.0,,1.0,1.0,9.0,,0.5142857142857142,0.5294117647058824,0.5,1.0,,,0.02857142857142857,0.004878048780487805,True,
1631133,1610612755,Jabari Walker,Jabari Walker,1631133,PHI,8798.2,147,13,309,308,87,65,33.0,617,10.0,16.0,5.0,9.0,3.0,7.0,,,2.0,8.0,,2.0,1.0,2.0,,,,,10.0,16.0,3.0,10.0,6.0,35.0,360.0,5.0,9.0,1.0,1.0,2.0,15.0,3.0,7.0,,2.0,1.0,7.0,8.0,12.0,9.0,10.0,2.0,1.0,3.0,3.0,4.0,7.0,3.0,1.0,3.0,,,18.0,5.0,11.0,12.0,9.0,5.0,26.0,17.0,43.0,,4.0,2.0,2.0,2.0,,1.0,1.0,2.0,,3.0,1.0,,7.0,16.0,3.0,,8.0,1.0,,10.0,,5.0,,,4.0,,3.0,,1.0,4.0,2.0,,7.0,86,1.0,0.4,0.8,1.0,0.3,1.0,,0.3,0.625,0.5555555555555556,0.42857142857142855,0.5576923076923077,0.65,0.3333333333333333,0.5645161290322581,0.625,0.35,0.38461538461538464,0.1875,0.1875,,9.855072463768115,0.6666666666666666,0.7142857142857143,0.15254237288135594,0.16666666666666666,0.1518987341772152,0.07692307692307693,0.15217391304347827,0.12213740458015267,0.2222222222222222,0.18181818181818182,0.08928571428571429,0.13636363636363635,0.13043478260869565,0.21428571428571427,0.14285714285714285,0.17391304347826086,,0.5,0.6153846153846154,0.625,0.7692307692307693,0.4,,,,,0.3076923076923077,0.25,0.25,1.0,0.07692307692307693,0.5,0.5,1.0,0.9,0.5555555555555556,,,,0.7777777777777778,0.42857142857142855,0.2222222222222222,,,,1.0,0.5,0.6114692307692307,0.5671350000000001,0.5883055555555556,0.16129032258064516,0.23809523809523808,,0.42857142857142855,0.2,1.7125,23.76,0.2815533980582524,,,1.0,1.0,,,,,,,,0.058823529411764705,,,,0.1,1.0,1.0,,1.0,,1.0,,0.125,,,,,,,,,True,
1631230,1610612755,Dominick Barlow,Dominick Barlow,1631230,PHI,36250.399999999994,604,74,1241,1251,201,195,139.0,2492,72.0,94.0,19.0,30.0,9.0,12.0,3.0,15.0,3.0,19.0,1.0,4.0,2.0,4.0,1.0,1.0,,1.0,75.0,109.0,5.0,23.0,28.0,193.0,1414.0,19.0,33.0,1.0,2.0,10.0,51.0,9.0,15.0,1.0,5.0,6.0,27.0,102.0,48.0,15.0,34.0,4.0,2.0,11.0,8.0,15.0,23.0,14.0,1.0,3.0,2.0,3.0,61.0,21.0,41.0,38.0,40.0,1.0,79.0,62.0,141.0,6.0,27.0,18.0,9.0,2.0,1.0,6.0,,1.0,3.0,8.0,3.0,1.0,30.0,53.0,4.0,2.0,35.0,4.0,,42.0,8.0,24.0,,1.0,14.0,1.0,11.0,,3.0,15.0,8.0,,27.0,199,3.0,0.68,0.8793103448275862,1.0,0.21739130434782608,0.5,0.2,0.21739130434782608,0.6880733944954128,0.5757575757575758,0.6,0.625,0.5857142857142857,0.525,0.6476510067114094,0.6375,0.5625,0.17424242424242425,0.10091743119266056,0.07446808510638298,0.26666666666666666,11.278735632183908,0.25,0.038461538461538464,0.11695906432748537,0.13804713804713806,0.13058419243986255,0.07835820895522388,0.12322274881516587,0.10973451327433628,0.20430107526881722,0.11290322580645161,0.0825242718446602,0.11267605633802817,0.12307692307692308,0.11428571428571428,0.1380952380952381,0.1111111111111111,0.15,0.5333333333333333,0.7121212121212122,0.7659574468085106,0.8275862068965517,0.6666666666666666,0.11363636363636363,0.2,0.2727272727272727,1.0,0.14393939393939395,0.15789473684210525,0.15789473684210525,1.0,0.030303030303030304,0.5,0.5,1.0,0.8571428571428571,0.6333333333333333,0.02857142857142857,1.0,1.0,0.6,0.75,0.2,0.25,0.05,,0.8863636363636364,0.5,0.6403867424242424,0.6147722222222223,0.622755,0.16216216216216217,0.192,,0.26424870466321243,0.13989637305699482,2.1311926605504583,23.97391304347826,0.16196615632554393,,,,1.0,,1.0,,,1.0,,,0.1,0.06451612903225806,,0.05263157894736842,0.02857142857142857,,,,,,,,,,,,1.0,,1.0,,,True,
