EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,BlockedLongMidRange,OffFTReboundPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFG3M,Charge Fouls Drawn,DefensiveGoaltends,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGM,BlockedCorner3,Corner3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffensiveGoaltends,on,3pt And 1 Free Throw Trips
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,35915.2,599.0,-1.0,1177.0,1189,282.0,217.0,178.0,2366,44.0,70.0,4.0,9.0,8.0,15.0,55.0,120.0,47.0,89.0,6.0,13.0,3.0,1.0,28.0,92.0,6.0,7.0,20.0,146.0,279.0,34.0,105.0,106.0,500.0,1416.0,8.0,24.0,9.0,16.0,32.0,26.0,52.0,7.0,21.0,26.0,99.0,90.0,202.0,45.0,57.0,4.0,92.0,28.0,23.0,1.0,48.0,47.0,95.0,37.0,10.0,34.0,11.0,3.0,237.0,16.0,14.0,52.0,48.0,8.0,108.0,30.0,138.0,12.0,18.0,11.0,7.0,30.0,9.0,11.0,41.0,10.0,19.0,1.0,4.0,71.0,4.0,21.0,19.0,43.0,3.0,6.0,8.0,109.0,1.0,1.0,132.0,14.0,4.0,62.0,4.0,3.0,8.0,1.0,1.0,2.0,6.0,9.0,6.0,1.0,99.0,278.0,2.0,3.0,0.3082191780821918,0.3125,0.4411764705882353,0.3238095238095238,0.3333333333333333,0.3238095238095238,0.5232974910394266,0.3333333333333333,0.5,0.5130208333333334,0.24242424242424243,0.5,0.5649202733485194,0.38461538461538464,0.5511363636363636,0.2734375,0.009523809523809525,0.08243727598566308,0.14285714285714285,0.1,0.011235955056179775,0.010869565217391304,36.664270309130124,0.4225352112676056,0.3076923076923077,0.1518987341772152,0.05204460966542751,0.1716171617161716,0.05128205128205128,0.16155088852988692,0.05163511187607573,0.04,0.061068702290076333,0.047619047619047616,0.05384615384615385,0.038461538461538464,0.10679611650485436,0.1437125748502994,0.2826086956521739,0.1724137931034483,0.16901408450704225,0.06666666666666667,0.6666666666666666,0.18229166666666666,0.6285714285714286,0.7333333333333333,0.4772727272727273,0.3125,0.4583333333333333,0.5092592592592593,0.2,0.23177083333333334,0.5280898876404494,0.5340909090909091,0.2765957446808511,0.033854166666666664,0.46153846153846156,0.46153846153846156,0.6666666666666666,0.23958333333333334,0.30434782608695654,0.3076923076923077,0.39285714285714285,0.2727272727272727,0.4444444444444444,0.25,0.09090909090909091,0.18181818181818182,0.2054794520547945,0.5333333333333333,0.0136986301369863,0.273972602739726,0.35,0.4557291666666667,0.30434782608695654,0.49539479166666683,0.48233499999999996,0.4813883561643836,0.15137614678899083,0.18960244648318042,0.03669724770642202,0.064,0.198,9.484229390681001,26.177142857142865,0.23959218351741715,,,,,,,,,,,,,,,,,,,True,
1628369,1610612738,Jayson Tatum,Jayson Tatum,1628369,BOS,4527.6,75.0,-3.0,148.0,149,37.0,33.0,21.0,297,4.0,8.0,,,,1.0,5.0,15.0,3.0,7.0,,,,,6.0,19.0,,,3.0,12.0,30.0,6.0,19.0,7.0,49.0,181.0,,1.0,,,,2.0,7.0,,3.0,2.0,6.0,2.0,22.0,3.0,15.0,,19.0,6.0,2.0,,12.0,6.0,18.0,5.0,1.0,8.0,3.0,1.0,42.0,,,8.0,10.0,3.0,21.0,1.0,22.0,,2.0,,2.0,3.0,,3.0,,,,,,3.0,,,3.0,4.0,,,,10.0,1.0,,12.0,1.0,,4.0,1.0,1.0,1.0,,,,,1.0,1.0,,6.0,37.0,,1.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.3157894736842105,,0.3157894736842105,0.4,,0.2857142857142857,0.42857142857142855,,0.2,0.4537037037037037,,0.25,0.3877551020408163,,0.06666666666666667,0.125,0.06666666666666667,,,32.947976878612714,1.0,1.0,0.3125,,0.18604651162790697,,0.24,,,,,,,0.375,0.2631578947368421,0.4,0.2,0.125,,1.0,0.16326530612244897,0.5,0.5714285714285714,,0.30612244897959184,0.3333333333333333,0.35714285714285715,,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.3333333333333333,,,,,0.3877551020408163,0.3157894736842105,0.3157894736842105,0.16666666666666666,,,,,,0.1,,,0.3,,0.5510204081632653,0.3157894736842105,0.5006520408163266,0.387,0.47769000000000006,0.09433962264150944,0.12121212121212122,0.05,,0.12244897959183673,9.096666666666668,26.436842105263157,0.25,1.0,1.0,0.5,,,,,,,,,,,,,,,,True,
1628401,1610612738,Derrick White,Derrick White,1628401,BOS,40518.0,675.0,98.0,1295.0,1319,235.0,223.0,186.0,2614,16.0,24.0,2.0,3.0,3.0,3.0,25.0,59.0,15.0,36.0,6.0,17.0,3.0,4.0,55.0,158.0,17.0,13.0,29.0,56.0,119.0,61.0,175.0,53.0,348.0,1492.0,5.0,9.0,20.0,12.0,25.0,13.0,23.0,15.0,33.0,21.0,92.0,44.0,68.0,111.0,72.0,6.0,158.0,55.0,6.0,2.0,66.0,42.0,108.0,28.0,14.0,44.0,16.0,6.0,258.0,17.0,8.0,22.0,35.0,1.0,58.0,25.0,83.0,1.0,18.0,10.0,8.0,30.0,4.0,19.0,13.0,4.0,11.0,,2.0,43.0,4.0,8.0,20.0,34.0,,2.0,2.0,59.0,3.0,9.0,59.0,7.0,1.0,22.0,2.0,7.0,24.0,2.0,2.0,9.0,14.0,26.0,18.0,,90.0,231.0,1.0,6.0,0.39285714285714285,0.41509433962264153,0.6065573770491803,0.3485714285714286,0.45454545454545453,0.3485714285714286,0.47058823529411764,0.5555555555555556,0.5652173913043478,0.5017006802721088,0.22413793103448276,0.6339285714285714,0.5471698113207547,0.36764705882352944,0.7076923076923077,0.5952380952380952,0.011428571428571429,0.05042016806722689,,0.1016949152542373,,0.012658227848101266,23.57935989549314,0.6976744186046512,0.038461538461538464,0.10115606936416185,0.02888086642599278,0.06606606606606606,0.04735376044568245,0.08394698085419734,0.03930817610062893,0.038461538461538464,0.03676470588235294,,0.049019607843137254,0.03773584905660377,0.0594059405940594,0.11827956989247312,0.11864406779661017,0.05952380952380952,0.08641975308641975,0.006060606060606061,0.6923076923076923,0.08163265306122448,0.6666666666666666,0.6666666666666666,0.375,0.20068027210884354,0.423728813559322,0.4716981132075472,0.36,0.12244897959183673,0.4166666666666667,0.4166666666666667,0.4666666666666667,0.05782312925170068,0.35294117647058826,0.35294117647058826,0.8333333333333334,0.5374149659863946,0.34810126582278483,0.3525641025641026,0.5818181818181818,0.10344827586206896,0.6666666666666666,,0.10344827586206896,0.5862068965517241,0.05357142857142857,1.0,0.07142857142857142,0.5178571428571429,0.4482758620689655,0.6768707482993197,0.34810126582278483,0.5049920068027214,0.5111249999999999,0.4759232142857144,0.07717041800643087,0.16417910447761194,0.011299435028248588,0.07183908045977011,0.26436781609195403,10.106722689075628,26.560000000000006,0.18146718146718147,,1.0,,1.0,2.0,1.0,2.0,1.0,0.05,0.3333333333333333,1.0,0.5,,,,,,,True,
1629674,1610612738,Neemias Queta,Neemias Queta,1629674,BOS,30470.5,508.0,131.0,962.0,972,151.0,118.0,145.0,1934,68.0,92.0,22.0,31.0,4.0,11.0,22.0,43.0,,1.0,,,,,,3.0,1.0,,,90.0,136.0,,3.0,29.0,209.0,1081.0,27.0,40.0,1.0,9.0,63.0,5.0,17.0,,,14.0,24.0,136.0,44.0,,,42.0,3.0,,11.0,,16.0,14.0,30.0,11.0,3.0,4.0,8.0,4.0,74.0,23.0,43.0,43.0,46.0,2.0,91.0,67.0,158.0,8.0,19.0,15.0,4.0,7.0,3.0,3.0,15.0,1.0,4.0,,1.0,22.0,5.0,3.0,27.0,54.0,1.0,4.0,8.0,49.0,11.0,,48.0,4.0,,19.0,,7.0,31.0,1.0,1.0,21.0,10.0,32.0,17.0,1.0,24.0,151.0,,7.0,0.7555555555555555,0.9855072463768116,,,,,0.6617647058823529,0.675,0.29411764705882354,0.6474820143884892,0.6585365853658537,0.29411764705882354,0.6490683229813664,0.65625,0.4444444444444444,0.02158273381294964,,0.08088235294117647,0.05434782608695652,0.13953488372093023,,,16.052631578947366,0.3181818181818182,0.09523809523809523,0.16974169741697417,0.2037914691943128,0.17479674796747968,0.08914728682170543,0.172147001934236,0.14072494669509594,0.17857142857142858,0.22857142857142856,0.18,0.10138248847926268,0.024390243902439025,0.16666666666666666,0.14925373134328357,0.22641509433962265,0.19170984455958548,0.11320754716981132,0.21052631578947367,0.53125,0.6618705035971223,0.7391304347826086,0.7816091954022989,0.75,0.30935251798561153,0.5116279069767442,0.5945945945945946,0.7727272727272727,0.007194244604316547,,,,,,,,0.02158273381294964,,,,0.7560975609756098,0.7096774193548387,0.22727272727272727,,0.024390243902439025,0.6470588235294118,0.36363636363636365,,,,0.6834532374100719,,0.5700982014388489,0.5637589285714285,0.5519058823529412,0.12337662337662338,0.12582781456953643,,0.3014354066985646,0.11483253588516747,3.510294117647058,26.333333333333332,0.15696465696465697,1.0,,0.047619047619047616,,,,,2.0,,,,,,,,,,,True,
1641775,1610612738,Jordan Walsh,Jordan Walsh,1641775,BOS,69410.59999999998,1157.0,92.0,2217.0,2263,515.0,495.0,350.0,4480,75.0,100.0,24.0,36.0,11.0,15.0,11.0,36.0,1.0,3.0,17.0,45.0,3.0,6.0,28.0,70.0,13.0,7.0,17.0,87.0,139.0,45.0,115.0,40.0,349.0,2618.0,27.0,46.0,16.0,13.0,88.0,14.0,25.0,10.0,23.0,14.0,72.0,104.0,70.0,135.0,,36.0,70.0,28.0,16.0,1.0,21.0,28.0,49.0,21.0,7.0,13.0,6.0,2.0,126.0,46.0,38.0,93.0,73.0,12.0,178.0,84.0,262.0,2.0,47.0,15.0,32.0,15.0,6.0,9.0,19.0,3.0,6.0,5.0,1.0,34.0,9.0,5.0,61.0,131.0,1.0,12.0,3.0,53.0,12.0,6.0,53.0,10.0,,27.0,1.0,3.0,24.0,5.0,4.0,10.0,14.0,29.0,18.0,,72.0,511.0,8.0,3.0,0.5977011494252874,0.7536231884057971,1.0,0.391304347826087,0.43478260869565216,0.391304347826087,0.6258992805755396,0.5869565217391305,0.56,0.6082677165354331,0.6048387096774194,0.6041666666666666,0.6345454545454545,0.6376811594202898,0.6428571428571429,0.452755905511811,0.008695652173913044,0.11510791366906475,0.08,0.2222222222222222,,,11.71341925701289,0.4411764705882353,0.21052631578947367,0.1282952548330404,0.07692307692307693,0.1631578947368421,0.0749185667752443,0.14574187884108866,0.07581227436823104,0.078125,0.08203125,0.06363636363636363,0.07528957528957529,0.07291666666666667,0.1329479768786127,0.13175675675675674,0.11,0.14350797266514806,0.22900763358778625,0.01904761904761905,0.6206896551724138,0.3937007874015748,0.75,0.8152173913043478,0.56,0.14173228346456693,0.3055555555555556,0.39285714285714285,0.9090909090909091,0.011811023622047244,0.3333333333333333,0.3333333333333333,,0.17716535433070865,0.37777777777777777,0.38636363636363635,1.0,0.2755905511811024,0.4,0.4,1.0,0.5806451612903226,0.6666666666666666,0.25,0.04838709677419355,0.20967741935483872,0.3125,0.7333333333333333,0.125,0.3541666666666667,0.4117647058823529,0.8464566929133859,0.4,0.5861094488188976,0.5730955882352943,0.5420145833333335,0.10294117647058823,0.17307692307692307,0.008620689655172414,0.2521489971346705,0.20630372492836677,2.955395683453238,24.986956521739135,0.2322958953540821,,,,1.0,3.0,7.0,,1.0,0.4375,0.3333333333333333,1.0,0.5,6.0,1.0,0.022222222222222223,0.46153846153846156,1.0,,True,
202696,1610612738,Nikola Vučević,Nikola Vučević,202696,BOS,4947.3,82.0,-5.0,163.0,159,56.0,45.0,31.0,322,5.0,7.0,1.0,1.0,1.0,2.0,9.0,19.0,,,1.0,3.0,,1.0,5.0,13.0,,4.0,6.0,14.0,26.0,6.0,16.0,4.0,50.0,179.0,2.0,5.0,,,4.0,1.0,7.0,4.0,7.0,3.0,17.0,26.0,2.0,18.0,,2.0,13.0,5.0,2.0,,5.0,2.0,7.0,1.0,1.0,1.0,4.0,,16.0,3.0,2.0,10.0,11.0,1.0,22.0,5.0,27.0,1.0,1.0,1.0,,1.0,1.0,1.0,4.0,,,,,5.0,,2.0,5.0,10.0,,1.0,3.0,10.0,,,6.0,,,2.0,,1.0,1.0,,,,1.0,1.0,,,17.0,56.0,,1.0,0.9285714285714286,1.0,1.0,0.375,0.5714285714285714,0.375,0.5384615384615384,0.4,0.14285714285714285,0.5476190476190477,0.4,0.5,0.5555555555555556,0.4,0.53125,0.38095238095238093,,0.07692307692307693,0.14285714285714285,0.05263157894736842,,,24.509803921568626,0.2,0.5,0.2619047619047619,0.05128205128205128,0.23255813953488372,0.046153846153846156,0.24705882352941178,0.04807692307692308,0.07692307692307693,0.05555555555555555,,0.057692307692307696,,0.38461538461538464,0.21739130434782608,0.16666666666666666,0.23684210526315788,0.2,0.05,,0.16666666666666666,0.7142857142857143,0.8333333333333334,1.0,0.4523809523809524,0.47368421052631576,0.5,0.8888888888888888,,,,,0.07142857142857142,0.3333333333333333,0.3333333333333333,1.0,0.30952380952380953,0.38461538461538464,0.38461538461538464,1.0,0.2,1.0,1.0,,,0.14285714285714285,0.5,0.07142857142857142,0.42857142857142855,0.6666666666666666,0.5476190476190477,0.38461538461538464,0.5088880952380952,0.5485,0.4878678571428572,0.045454545454545456,0.07142857142857142,,0.08,0.34,6.457692307692308,25.775,0.34355828220858897,,,,,,,1.0,,,,,,,,,,,,True,
1630202,1610612738,Payton Pritchard,Payton Pritchard,1630202,BOS,46741.799999999996,779.0,41.0,1494.0,1516,296.0,302.0,232.0,3010,41.0,55.0,9.0,10.0,10.0,12.0,56.0,95.0,15.0,37.0,4.0,10.0,1.0,2.0,64.0,177.0,27.0,6.0,23.0,112.0,187.0,68.0,187.0,33.0,461.0,1790.0,16.0,25.0,28.0,1.0,66.0,23.0,37.0,6.0,25.0,25.0,89.0,52.0,172.0,150.0,54.0,10.0,177.0,64.0,14.0,1.0,59.0,68.0,127.0,58.0,10.0,34.0,20.0,5.0,322.0,8.0,9.0,40.0,40.0,2.0,82.0,17.0,99.0,3.0,13.0,11.0,2.0,15.0,1.0,7.0,16.0,3.0,8.0,2.0,4.0,31.0,2.0,7.0,9.0,30.0,,3.0,6.0,34.0,2.0,1.0,36.0,5.0,,10.0,1.0,9.0,2.0,1.0,1.0,,2.0,3.0,1.0,1.0,87.0,294.0,2.0,8.0,0.23214285714285715,0.24299065420560748,0.7352941176470589,0.36363636363636365,0.24,0.36363636363636365,0.5989304812834224,0.64,0.6216216216216216,0.5721925133689839,0.6132075471698113,0.5161290322580645,0.5925449871465296,0.6226415094339622,0.6013513513513513,0.5,0.0053475935828877,0.0748663101604278,0.07272727272727272,0.10526315789473684,,0.005649717514124294,23.675310033821873,0.4838709677419355,0.058823529411764705,0.1038961038961039,0.026392961876832845,0.1078167115902965,0.019704433497536946,0.10582010582010581,0.022757697456492636,0.012048192771084338,0.022727272727272728,0.04878048780487805,0.020172910662824207,0.01694915254237288,0.1206896551724138,0.09852216748768473,0.09090909090909091,0.10689655172413794,0.1111111111111111,0.017241379310344827,0.3333333333333333,0.14705882352941177,0.7454545454545455,0.803921568627451,0.2926829268292683,0.2540106951871658,0.5894736842105263,0.6588235294117647,0.16071428571428573,0.09893048128342247,0.40540540540540543,0.40540540540540543,0.3333333333333333,0.026737967914438502,0.4,0.4,1.0,0.4732620320855615,0.3615819209039548,0.36363636363636365,0.71875,0.18867924528301888,0.9,0.3333333333333333,0.018867924528301886,0.5094339622641509,0.1935483870967742,0.8333333333333334,0.03225806451612903,0.3709677419354839,0.2608695652173913,0.6470588235294118,0.3615819209039548,0.49918315508021394,0.4861827586206897,0.4824854838709677,0.02894736842105263,0.052083333333333336,0.005319148936170213,0.14316702819956617,0.19305856832971802,8.938502673796789,27.129411764705882,0.19812583668005354,,,,1.0,,11.0,1.0,,0.39285714285714285,1.0,1.0,,10.0,,,0.37037037037037035,0.8,,True,
1628449,1610612738,Chris Boucher,Chris Boucher,1628449,BOS,966.0,16.0,-14.0,28.0,32,11.0,6.0,8.0,60,1.0,3.0,1.0,2.0,1.0,1.0,,,,,,1.0,,1.0,1.0,3.0,,,,1.0,3.0,1.0,4.0,,5.0,48.0,1.0,2.0,,,2.0,1.0,1.0,,1.0,,2.0,,2.0,3.0,,2.0,3.0,1.0,1.0,,,,,,,,,,,2.0,,1.0,1.0,1.0,3.0,2.0,5.0,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,2.0,11.0,,,,,1.0,0.25,,0.25,0.3333333333333333,0.5,1.0,0.35714285714285715,0.5,0.5,0.35714285714285715,0.5,0.5,0.5714285714285714,,0.3333333333333333,0.3333333333333333,,,,18.91891891891892,,1.0,0.1,,0.25,0.18181818181818182,0.14285714285714285,0.10526315789473684,,,,0.2222222222222222,,0.25,,,0.3333333333333333,,,,0.42857142857142855,0.3333333333333333,0.5,,,,,,,,,,0.14285714285714285,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,,,,0.5,1.0,0.5,,,1.0,0.3333333333333333,0.5331785714285714,,0.649175,,,,0.4,0.4,2.466666666666667,24.6,0.39285714285714285,,,,,,,,,,,,,,,,,,,True,
1629014,1610612738,Anfernee Simons,Anfernee Simons,1629014,BOS,20950.699999999997,349.0,11.0,662.0,669,188.0,164.0,113.0,1331,10.0,14.0,1.0,1.0,2.0,3.0,16.0,29.0,8.0,21.0,3.0,8.0,3.0,2.0,34.0,86.0,14.0,8.0,21.0,34.0,64.0,37.0,94.0,21.0,200.0,797.0,3.0,3.0,17.0,2.0,38.0,11.0,17.0,9.0,23.0,10.0,59.0,10.0,58.0,78.0,33.0,2.0,86.0,34.0,5.0,1.0,16.0,12.0,28.0,9.0,3.0,11.0,4.0,1.0,68.0,5.0,2.0,10.0,15.0,2.0,27.0,7.0,34.0,,6.0,2.0,4.0,12.0,5.0,6.0,8.0,1.0,6.0,,,20.0,,6.0,11.0,20.0,,1.0,1.0,15.0,,,22.0,2.0,1.0,8.0,1.0,2.0,1.0,,,1.0,,1.0,,,57.0,187.0,2.0,1.0,0.14705882352941177,0.15151515151515152,0.7027027027027027,0.39361702127659576,0.391304347826087,0.39361702127659576,0.53125,1.0,0.6470588235294118,0.5664556962025317,0.9,0.6125,0.5958083832335329,0.9047619047619048,0.6590909090909091,0.5949367088607594,0.010638297872340425,0.078125,0.14285714285714285,0.06896551724137931,0.047619047619047616,0.011627906976744186,23.52201257861635,0.6,0.11764705882352941,0.09433962264150944,0.012345679012345678,0.06329113924050633,0.026737967914438502,0.07886435331230283,0.02005730659025788,,0.011764705882352941,0.02564102564102564,0.03205128205128205,,0.11764705882352941,0.0684931506849315,0.11428571428571428,0.06611570247933884,0.05405405405405406,,,0.08860759493670886,0.7142857142857143,0.8333333333333334,,0.18354430379746836,0.5517241379310345,0.5925925925925926,0.25,0.13291139240506328,0.38095238095238093,0.4,0.125,0.05063291139240506,0.375,0.375,1.0,0.5443037974683544,0.3953488372093023,0.4,0.6764705882352942,0.05,1.0,,0.15,0.7,0.075,0.6666666666666666,0.05,0.525,0.38095238095238093,0.6835443037974683,0.3953488372093023,0.49788101265822793,0.5089142857142858,0.48155500000000007,0.05454545454545454,0.11428571428571428,0.010526315789473684,0.19,0.295,10.275,26.341489361702127,0.283987915407855,,,,2.0,1.0,10.0,,,0.5882352941176471,0.6666666666666666,1.0,0.5,8.0,,,0.5714285714285714,0.875,,True,
1630568,1610612738,Luka Garza,Luka Garza,1630568,BOS,19868.699999999997,331.0,-5.0,631.0,645,158.0,168.0,101.0,1276,34.0,46.0,15.0,23.0,6.0,10.0,9.0,19.0,1.0,3.0,,6.0,1.0,1.0,13.0,24.0,2.0,5.0,7.0,44.0,68.0,13.0,30.0,38.0,165.0,761.0,17.0,29.0,3.0,15.0,52.0,8.0,18.0,5.0,8.0,17.0,48.0,56.0,32.0,36.0,3.0,24.0,24.0,13.0,8.0,,13.0,8.0,21.0,6.0,2.0,6.0,3.0,4.0,50.0,18.0,33.0,12.0,22.0,2.0,36.0,51.0,87.0,5.0,8.0,4.0,4.0,3.0,1.0,1.0,8.0,,2.0,,,11.0,5.0,5.0,26.0,44.0,1.0,8.0,4.0,45.0,6.0,2.0,55.0,5.0,,28.0,,2.0,6.0,,,2.0,4.0,6.0,2.0,,48.0,158.0,1.0,2.0,0.6363636363636364,0.875,0.9230769230769231,0.43333333333333335,0.625,0.43333333333333335,0.6470588235294118,0.5862068965517241,0.4444444444444444,0.6479591836734694,0.578125,0.5961538461538461,0.6707317073170732,0.6190476190476191,0.631578947368421,0.30612244897959184,,0.11764705882352941,0.06521739130434782,0.2631578947368421,,,17.795484727755642,0.2727272727272727,0.1,0.14965986394557823,0.2088607594936709,0.07547169811320754,0.11320754716981132,0.1111111111111111,0.1608832807570978,0.25,0.24358974358974358,0.08333333333333333,0.11851851851851852,0.08333333333333333,0.14634146341463414,0.12345679012345678,0.24,0.06779661016949153,0.0975609756097561,0.15151515151515152,0.3333333333333333,0.46938775510204084,0.7391304347826086,0.7906976744186046,0.5882352941176471,0.19387755102040816,0.47368421052631576,0.6428571428571429,0.7777777777777778,0.030612244897959183,0.3333333333333333,0.3333333333333333,1.0,0.061224489795918366,,,,0.24489795918367346,0.5416666666666666,0.5416666666666666,0.9230769230769231,0.71875,0.6521739130434783,0.13333333333333333,0.03125,0.0625,0.38461538461538464,0.6,0.038461538461538464,0.2692307692307692,0.7142857142857143,0.7755102040816326,0.5416666666666666,0.559027551020408,0.5561636363636363,0.5489230769230771,0.23140495867768596,0.3076923076923077,,0.3151515151515151,0.2909090909090909,3.994117647058825,25.980000000000004,0.25039619651347067,,,,,,1.0,1.0,,0.3333333333333333,,,,1.0,,,0.5,1.0,1.0,True,
