EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,OffAtRimReboundPct,OffShortMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,Corner3Assists,ShortMidRangeAssists,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,DefensiveGoaltends,SecondChanceFg3Pct,PenaltyFg3Pct,LongMidRangePctBlocked,OffArc3ReboundPct,DefLongMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Charge Fouls,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,Technical Free Throw Trips,Blocked3s,BlockedCorner3,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,Charge Fouls Drawn,ThreePtShootingFoulsDrawnPct,on,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,BlockedArc3,OffensiveGoaltends
1627783,1610612754,Pascal Siakam,Pascal Siakam,1627783,IND,5838.400000000001,97,-23.0,210,208,75.0,112.0,17.0,418,12.0,15.0,1.0,1.0,4.0,5.0,8.0,16.0,6.0,13.0,1.0,1.0,7.0,17.0,2.0,26.0,44.0,8.0,18.0,9.0,85.0,267,1.0,1.0,1.0,3.0,8.0,17.0,2.0,2.0,18.0,22.0,30.0,15.0,9.0,17.0,7.0,2.0,8.0,5.0,13.0,5.0,7.0,1.0,31.0,1.0,1.0,6.0,8.0,1.0,15.0,2.0,17.0,1.0,4.0,3.0,1.0,7.0,1.0,5.0,3.0,2.0,2.0,10.0,4.0,1.0,3.0,15.0,1.0,13.0,3.0,6.0,2.0,18.0,75.0,2.0,2.0,0.4230769230769231,0.4230769230769231,0.625,0.4444444444444444,0.4444444444444444,0.5909090909090909,1.0,0.47058823529411764,0.6129032258064516,1.0,0.42105263157894735,0.6343283582089553,0.75,0.42857142857142855,0.2903225806451613,0.045454545454545456,0.06666666666666667,0.0625,33.333333333333336,0.7,0.16666666666666666,0.1702127659574468,0.02564102564102564,0.15789473684210525,0.018867924528301886,0.16470588235294117,0.021739130434782608,0.1,0.125,0.2222222222222222,0.19047619047619047,0.16129032258064516,0.14285714285714285,0.038461538461538464,0.24193548387096775,0.8,0.8571428571428571,0.5833333333333334,0.25806451612903225,0.5,0.5333333333333333,0.375,0.20967741935483872,0.46153846153846156,0.46153846153846156,0.16666666666666666,0.016129032258064516,1.0,1.0,1.0,0.27419354838709675,0.4117647058823529,0.4117647058823529,0.5714285714285714,1.0,1.0,1.0,0.2631578947368421,0.8,0.10526315789473684,0.532258064516129,0.4117647058823529,0.511383064516129,0.7842,0.5121368421052632,0.09230769230769231,0.1276595744680851,0.03529411764705882,0.21176470588235294,9.411363636363637,25.855555555555554,0.35714285714285715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1628396,1610612754,Tony Bradley,Tony Bradley,1628396,IND,806.0,13,-9.0,28,29,18.0,18.0,4.0,57,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,2.0,2.0,,,,4.0,37,1.0,1.0,,2.0,2.0,2.0,,,4.0,2.0,2.0,,,,,,,,,,,,,,2.0,,,,,2.0,2.0,,,,,,,,,,,,,3.0,3.0,1.0,,1.0,1.0,1.0,,4.0,18.0,,,0.5,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,6.0606060606060606,,,,0.2857142857142857,,,,0.11764705882352941,,,,,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,0.5481499999999999,0.6144,0.5481499999999999,0.5,0.5,0.5,1.0,1.8,,0.6428571428571429,2.0,0.3333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1630167,1610612754,Obi Toppin,Obi Toppin,1630167,IND,22057.5,368,-46.0,769,772,214.0,276.0,72.0,1541,36.0,49.0,10.0,13.0,12.0,17.0,11.0,20.0,3.0,8.0,7.0,21.0,22.0,67.0,21.0,50.0,77.0,29.0,88.0,38.0,225.0,944,12.0,18.0,6.0,54.0,13.0,21.0,27.0,16.0,72.0,68.0,32.0,87.0,,67.0,22.0,7.0,28.0,20.0,48.0,14.0,18.0,1.0,116.0,6.0,5.0,38.0,32.0,7.0,77.0,11.0,88.0,1.0,12.0,8.0,4.0,14.0,6.0,9.0,10.0,,5.0,24.0,7.0,17.0,26.0,38.0,,42.0,4.0,17.0,3.0,72.0,214.0,,3.0,0.68,0.7555555555555555,1.0,0.32954545454545453,0.32954545454545453,0.6493506493506493,0.6666666666666666,0.6190476190476191,0.5666666666666667,0.8,0.5833333333333334,0.6147540983606558,0.8181818181818182,0.6428571428571429,0.5333333333333333,0.09090909090909091,0.08163265306122448,0.1,24.439197166469892,0.5833333333333334,0.3181818181818182,0.1711229946524064,0.032467532467532464,0.2360248447204969,0.031088082901554404,0.20114942528735633,0.03170028818443804,0.03125,0.024390243902439025,0.12903225806451613,0.17346938775510204,0.2184873949579832,0.2857142857142857,0.013513513513513514,0.296969696969697,0.7346938775510204,0.8,0.7222222222222222,0.12121212121212122,0.55,0.6111111111111112,0.5454545454545454,0.048484848484848485,0.375,0.42857142857142855,0.6666666666666666,0.12727272727272726,0.3333333333333333,0.3333333333333333,1.0,0.40606060606060607,0.3283582089552239,0.3283582089552239,1.0,0.43333333333333335,0.7692307692307693,0.5,0.3541666666666667,0.7058823529411765,0.4375,0.8303030303030303,0.3283582089552239,0.5606939393939394,0.5627823529411764,0.5586906250000001,0.09550561797752809,0.18888888888888888,0.24,0.32,5.280519480519481,25.709090909090904,0.27828348504551365,10.0,0.01694915254237288,0.047619047619047616,2.0,4.0,2.0,6.0,6.0,8.0,8.0,8.0,12.0,10.0,6.0,9.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.37037037037037035,0.125,0.03289473684210526,0.25925925925925924,0.13333333333333333,0.5,1.0,0.26666666666666666,0.75,1.0,0.125,0.3333333333333333,0.38095238095238093,,,,,,,,,,,,,True,,,,,,,,
1630174,1610612754,Aaron Nesmith,Aaron Nesmith,1630174,IND,7987.8,133,-2.0,280,275,89.0,100.0,27.0,555,6.0,14.0,,,1.0,5.0,2.0,9.0,1.0,5.0,5.0,9.0,8.0,20.0,5.0,9.0,28.0,13.0,29.0,8.0,65.0,335,,1.0,,3.0,2.0,6.0,10.0,1.0,23.0,18.0,,39.0,,20.0,8.0,7.0,1.0,4.0,5.0,3.0,1.0,,14.0,3.0,1.0,6.0,8.0,,14.0,4.0,18.0,,1.0,1.0,,4.0,1.0,4.0,2.0,,,6.0,3.0,10.0,16.0,8.0,1.0,9.0,1.0,5.0,,23.0,89.0,2.0,,1.0,1.0,1.0,0.4482758620689655,0.4482758620689655,0.32142857142857145,,0.3333333333333333,0.5,0.375,0.6875,0.5327868852459017,0.375,0.6764705882352942,0.5087719298245614,0.25,0.2857142857142857,0.2222222222222222,21.54340836012862,0.6666666666666666,,0.10256410256410256,0.017241379310344827,0.10909090909090909,0.043478260869565216,0.10526315789473684,0.031496062992125984,,,,0.1,0.09523809523809523,0.15384615384615385,,0.24561403508771928,0.42857142857142855,0.6,1.0,0.15789473684210525,0.2222222222222222,0.2857142857142857,1.0,0.08771929824561403,0.2,0.25,1.0,0.15789473684210525,0.5555555555555556,0.5555555555555556,1.0,0.3508771929824561,0.4,0.4,1.0,,,,0.3125,0.2,0.3125,0.7543859649122807,0.4,0.5534780701754386,0.5712,0.561803125,0.08196721311475409,0.15625,0.046153846153846156,0.35384615384615387,7.242857142857143,25.44827586206896,0.31785714285714284,,,0.045454545454545456,,,3.0,5.0,1.0,3.0,3.0,1.0,3.0,6.0,1.0,,,,1.0,1.0,,,,1.0,,1.0,,0.3333333333333333,0.6,0.2,0.05172413793103448,0.25,,,,0.75,0.3333333333333333,1.0,0.3125,0.6,0.6,1.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,
1641767,1610612754,Ben Sheppard,Ben Sheppard,1641767,IND,9908.1,165,-19.0,339,343,110.0,130.0,36.0,682,9.0,13.0,,1.0,1.0,2.0,2.0,2.0,,2.0,4.0,9.0,7.0,20.0,5.0,11.0,17.0,11.0,29.0,2.0,57.0,420,,1.0,,,1.0,2.0,7.0,,5.0,18.0,4.0,33.0,,20.0,7.0,2.0,9.0,6.0,15.0,3.0,6.0,,36.0,4.0,4.0,10.0,9.0,3.0,22.0,8.0,30.0,1.0,6.0,4.0,2.0,5.0,,2.0,,,3.0,5.0,3.0,13.0,21.0,5.0,1.0,2.0,1.0,1.0,,5.0,110.0,2.0,,0.8181818181818182,0.8181818181818182,1.0,0.3793103448275862,0.3793103448275862,0.6470588235294118,,0.5,0.5978260869565217,,0.2777777777777778,0.6086956521739131,,0.2777777777777778,0.6304347826086957,0.11764705882352941,0.15384615384615385,,13.385826771653543,1.0,0.42857142857142855,0.10714285714285714,0.056338028169014086,0.15873015873015872,0.04597701149425287,0.1292517006802721,0.05063291139240506,0.05,0.047619047619047616,0.037037037037037035,0.16279069767441862,0.15555555555555556,0.16666666666666666,0.045454545454545456,0.2826086956521739,0.6923076923076923,0.8181818181818182,0.7777777777777778,0.043478260869565216,1.0,1.0,1.0,0.043478260869565216,,,,0.1956521739130435,0.4444444444444444,0.4444444444444444,1.0,0.43478260869565216,0.35,0.35,1.0,0.3333333333333333,,,0.2222222222222222,0.5,0.5555555555555556,0.9130434782608695,0.35,0.6020554347826088,0.5672333333333334,0.5850277777777778,0.021739130434782608,0.058823529411764705,,0.08771929824561403,3.6352941176470597,25.327586206896555,0.32448377581120946,,0.08,0.038461538461538464,,,,2.0,,2.0,1.0,,2.0,1.0,3.0,3.0,,,,2.0,,1.0,,,,,,,0.14285714285714285,,0.045454545454545456,0.07142857142857142,,,,0.6666666666666666,,,0.2222222222222222,,0.2,,,,,1.0,,,,,,,,True,,,,,,,,
1629614,1610612754,Andrew Nembhard,Andrew Nembhard,1629614,IND,5770.0,96,-15.0,199,201,55.0,75.0,20.0,400,1.0,2.0,,,,,2.0,8.0,4.0,10.0,,2.0,3.0,15.0,7.0,7.0,20.0,3.0,17.0,11.0,34.0,227,,,,3.0,,5.0,7.0,,6.0,6.0,8.0,3.0,6.0,15.0,3.0,1.0,16.0,8.0,24.0,5.0,10.0,,56.0,,1.0,1.0,1.0,,2.0,1.0,3.0,,3.0,1.0,2.0,3.0,1.0,2.0,4.0,,1.0,7.0,3.0,2.0,6.0,8.0,,11.0,1.0,6.0,,6.0,55.0,,,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.17647058823529413,0.17647058823529413,0.35,,,0.3108108108108108,0.75,0.25,0.40476190476190477,0.75,0.25,0.4594594594594595,0.05,,0.125,22.477064220183486,0.42857142857142855,,0.022727272727272728,0.02702702702702703,0.02631578947368421,,0.024390243902439025,0.010526315789473684,0.07142857142857142,,,0.038461538461538464,0.03225806451612903,,,0.05405405405405406,0.5,0.5,1.0,0.21621621621621623,0.25,0.2857142857142857,0.5,0.2702702702702703,0.4,0.4,0.25,0.05405405405405406,,,,0.40540540540540543,0.2,0.2,0.3333333333333333,,,,,,0.5833333333333334,0.5135135135135135,0.2,0.48459054054054057,0.54285,0.47223750000000003,0.14285714285714285,0.24,0.08823529411764706,0.17647058823529413,12.43,27.22352941176471,0.27638190954773867,,,,,,,,1.0,2.0,2.0,1.0,2.0,2.0,3.0,6.0,,,,,1.0,,,1.0,1.0,1.0,,0.5,0.2857142857142857,,,,,,,1.0,0.5,1.0,,,0.2857142857142857,,,1.0,1.0,,,,,,,,,True,,,,,,,,
1630643,1610612754,Jay Huff,Jay Huff,1630643,IND,7532.6,126,14.0,264,265,46.0,75.0,23.0,529,14.0,17.0,3.0,3.0,1.0,3.0,4.0,7.0,,,1.0,3.0,2.0,15.0,,18.0,24.0,3.0,18.0,,45.0,301,4.0,4.0,,8.0,1.0,4.0,,,2.0,30.0,6.0,9.0,,15.0,2.0,1.0,4.0,3.0,7.0,3.0,2.0,2.0,17.0,2.0,4.0,5.0,11.0,2.0,18.0,6.0,24.0,,2.0,2.0,,3.0,,2.0,,,1.0,3.0,,6.0,12.0,2.0,,2.0,,,1.0,2.0,46.0,,1.0,0.8333333333333334,0.9375,1.0,0.16666666666666666,0.16666666666666666,0.75,1.0,0.25,0.5357142857142857,0.5714285714285714,0.25,0.5232558139534884,0.5714285714285714,0.2,0.42857142857142855,0.041666666666666664,0.058823529411764705,,16.083916083916083,1.0,0.2857142857142857,0.14666666666666667,0.07272727272727272,0.08928571428571429,0.03076923076923077,0.12213740458015267,0.05,0.1111111111111111,0.06666666666666667,0.10714285714285714,0.18421052631578946,0.075,0.125,,0.40476190476190477,0.8235294117647058,0.875,0.7857142857142857,0.16666666666666666,0.5714285714285714,0.5714285714285714,1.0,,,,,0.07142857142857142,0.3333333333333333,0.3333333333333333,1.0,0.35714285714285715,0.13333333333333333,0.13333333333333333,1.0,0.42857142857142855,1.0,0.3333333333333333,0.75,0.3333333333333333,,0.8333333333333334,0.13333333333333333,0.5832095238095238,0.54754,0.5425,,,0.17777777777777778,0.044444444444444446,3.15,26.07777777777778,0.17424242424242425,4.0,0.05263157894736842,0.07407407407407407,,,,,,3.0,,,3.0,,,,,,,5.0,,2.0,,6.0,5.0,7.0,,,,,0.02,0.1111111111111111,,,,0.42857142857142855,,,,,,,1.0,5.0,0.7142857142857143,,1.0,1.0,2.0,,,,,True,,,,,,,,
1631097,1610612754,Bennedict Mathurin,Bennedict Mathurin,1631097,IND,2453.3999999999996,41,-4.0,87,84,40.0,45.0,10.0,171,7.0,9.0,,1.0,2.0,3.0,1.0,1.0,1.0,2.0,,,1.0,6.0,3.0,9.0,12.0,1.0,6.0,17.0,38.0,112,,2.0,4.0,4.0,3.0,4.0,3.0,9.0,18.0,8.0,10.0,,3.0,6.0,1.0,,1.0,2.0,3.0,1.0,1.0,,8.0,1.0,1.0,2.0,4.0,,6.0,2.0,8.0,,,,,,1.0,,2.0,,,2.0,1.0,2.0,5.0,16.0,,20.0,4.0,11.0,1.0,18.0,40.0,1.0,1.0,0.4444444444444444,0.4444444444444444,,0.16666666666666666,0.16666666666666666,0.75,,0.75,0.5833333333333334,,0.6428571428571429,0.7307692307692307,0.5,0.75,0.3333333333333333,,,,28.571428571428573,,,0.2222222222222222,0.0625,0.11764705882352941,0.04,0.17142857142857143,0.04878048780487805,,,,0.2,0.07692307692307693,0.25,,0.5,0.7777777777777778,0.7777777777777778,0.42857142857142855,0.05555555555555555,1.0,1.0,,0.1111111111111111,0.5,0.5,1.0,,,,,0.3333333333333333,0.16666666666666666,0.16666666666666666,,0.5,,,0.42857142857142855,0.6666666666666666,0.42857142857142855,0.8333333333333334,0.16666666666666666,0.5458777777777777,0.3522,0.5258999999999999,0.44,0.5789473684210527,0.10526315789473684,0.47368421052631576,6.241666666666666,26.733333333333334,0.45977011494252873,,0.14285714285714285,,,,,,,,1.0,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,0.3333333333333333,,0.047619047619047616,0.5,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,True,,,,,,,,
1631245,1610612754,Quenton Jackson,Quenton Jackson,1631245,IND,5119.900000000001,85,15.0,172,174,30.0,55.0,16.0,346,8.0,15.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,4.0,1.0,2.0,1.0,7.0,,12.0,23.0,2.0,9.0,8.0,38.0,194,1.0,1.0,,2.0,3.0,6.0,,1.0,7.0,12.0,12.0,6.0,,7.0,1.0,3.0,4.0,5.0,9.0,3.0,1.0,,23.0,,2.0,3.0,6.0,,9.0,2.0,11.0,,1.0,1.0,,2.0,2.0,1.0,4.0,1.0,1.0,6.0,,2.0,5.0,14.0,3.0,13.0,3.0,7.0,1.0,7.0,30.0,,1.0,0.5,0.5454545454545454,1.0,0.2222222222222222,0.2222222222222222,0.5217391304347826,1.0,0.5,0.46875,1.0,0.5,0.5135135135135135,1.0,0.5,0.28125,0.13043478260869565,0.06666666666666667,0.5,22.751322751322753,0.3333333333333333,,0.16666666666666666,0.06060606060606061,0.05660377358490566,,0.10112359550561797,0.027777777777777776,,,0.14285714285714285,0.18181818181818182,0.05555555555555555,0.058823529411764705,,0.46875,0.5333333333333333,0.5714285714285714,0.625,0.125,0.25,0.5,,0.125,0.75,0.75,0.3333333333333333,0.0625,0.5,0.5,1.0,0.21875,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,,0.3333333333333333,0.5,,0.75,0.14285714285714285,0.5936296874999999,0.5749,0.5298833333333334,0.19444444444444445,0.25925925925925924,0.05263157894736842,0.18421052631578946,5.291304347826087,26.455555555555556,0.1744186046511628,2.0,0.058823529411764705,0.09090909090909091,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1641716,1610612754,Jarace Walker,Jarace Walker,1641716,IND,9135.3,152,-49.0,311,315,76.0,117.0,29.0,626,9.0,13.0,1.0,2.0,3.0,3.0,7.0,12.0,2.0,5.0,3.0,4.0,6.0,24.0,4.0,18.0,30.0,9.0,28.0,3.0,66.0,388,2.0,3.0,2.0,9.0,5.0,5.0,4.0,,16.0,22.0,14.0,27.0,,24.0,6.0,1.0,15.0,6.0,21.0,4.0,11.0,1.0,48.0,1.0,1.0,7.0,16.0,5.0,28.0,3.0,31.0,1.0,3.0,1.0,2.0,5.0,1.0,4.0,3.0,1.0,1.0,8.0,3.0,6.0,11.0,5.0,,3.0,1.0,2.0,,16.0,76.0,1.0,,0.6111111111111112,0.6111111111111112,1.0,0.32142857142857145,0.32142857142857145,0.6,0.6666666666666666,1.0,0.5431034482758621,0.875,0.8888888888888888,0.559322033898305,0.9,0.8888888888888888,0.4827586206896552,0.03333333333333333,0.07692307692307693,,19.42028985507246,0.625,0.45454545454545453,0.1927710843373494,0.015625,0.1044776119402985,0.010869565217391304,0.15333333333333332,0.01282051282051282,,,0.08333333333333333,0.22916666666666666,0.1276595744680851,0.05,0.03333333333333333,0.22413793103448276,0.6923076923076923,0.75,0.7777777777777778,0.20689655172413793,0.5833333333333334,0.5833333333333334,0.42857142857142855,0.08620689655172414,0.4,0.4,0.5,0.06896551724137931,0.75,0.75,1.0,0.41379310344827586,0.25,0.25,1.0,0.5,0.5,1.0,0.3333333333333333,1.0,0.4444444444444444,0.7068965517241379,0.25,0.5315655172413793,0.49485,0.5129611111111112,0.03389830508474576,0.06451612903225806,0.13636363636363635,0.24242424242424243,7.443333333333332,25.724999999999998,0.24437299035369775,,,0.03333333333333333,,,,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,,,,,,,2.0,1.0,2.0,,1.0,0.5,,0.013333333333333334,0.2727272727272727,,,,0.25,1.0,1.0,,,0.5,,1.0,1.0,0.5,,,,,1.0,0.125,,,True,,,,,,,,
