EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,FTDefRebounds,Fouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,LongMidRangeFGM,Corner3FGA,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,PenaltyFG3A,Arc3Assists,ShortMidRangeAssists,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,LiveBallTurnoverPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,LostBallSteals,DeadBallTurnovers,BlockedShortMidRange,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,PtsUnassisted3s,FTOffRebounds,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,OffFTReboundPct,OffThreePtRebounds,Travels,AtRimPctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,LongMidRangeAssists,Offensive Fouls,BlockedAtRim,LostBallOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,OffLongMidRangeReboundPct,SecondChanceFtPoints,on,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,DefensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,OffensiveGoaltends
1627783,1610612754,Pascal Siakam,Pascal Siakam,1627783,IND,668.0,11,-11.0,22,22,6.0,6.0,1.0,44,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,4,1.0,3.0,6.0,13,31,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,6.0,3.0,2.0,6.0,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,0.5,0.65,0.5,1.0,0.42857142857142855,40.0,0.14285714285714285,0.125,0.08333333333333333,0.08333333333333333,0.2,0.25,0.25,0.14285714285714285,1.0,1.0,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.5,0.5714285714285714,0.3333333333333333,0.5256714285714286,0.6016999999999999,0.3,0.42857142857142855,0.15384615384615385,0.15384615384615385,9.5,26.433333333333334,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1628396,1610612754,Tony Bradley,Tony Bradley,1628396,IND,928.0,15,-8.0,31,32,10.0,16.0,8.0,63,2.0,5.0,1.0,4.0,1.0,2.0,,,,,3.0,7,,,2.0,8,37,1.0,4.0,,2.0,,2.0,4.0,2.0,,2.0,,,5.0,,3.0,5.0,8.0,1.0,1.0,2.0,1.0,2.0,10.0,0.6666666666666666,1.0,,,,0.42857142857142855,0.25,0.42857142857142855,0.25,0.5,0.25,0.5,,18.181818181818183,,0.3125,0.11764705882352941,0.2,,,0.3333333333333333,0.7142857142857143,0.4,0.4,0.2857142857142857,0.5,1.0,1.0,,,,,,1.0,0.25,,0.7142857142857143,,0.5173428571428572,0.5465500000000001,0.125,0.125,0.25,0.25,2.1714285714285713,,0.3225806451612903,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.14285714285714285,0.5,1.0,0.2222222222222222,0.5,0.5,0.5,1.0,0.5,0.6235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1628420,1610612754,Monté Morris,Monté Morris,1628420,IND,3877.0,65,-29.0,138,143,66.0,79.0,21.0,281,4.0,6.0,,,,4.0,2.0,2.0,5.0,1.0,5.0,12,2.0,8.0,2.0,18,149,,,2.0,3.0,1.0,7.0,6.0,4.0,6.0,,5.0,2.0,1.0,2.0,6.0,1.0,7.0,,3.0,4.0,1.0,7.0,66.0,0.6,0.6,1.0,0.25,0.25,0.4166666666666667,,0.4,0.75,0.4090909090909091,0.75,0.35,0.4,14.723926380368098,0.06451612903225806,0.023255813953488372,0.08695652173913043,0.012658227848101266,,0.058823529411764705,,0.3,0.6666666666666666,0.6666666666666666,0.2,,,,0.1,0.25,0.4,0.4,1.0,,,0.5,0.7,0.4,0.5476125,0.555675,0.047619047619047616,0.07692307692307693,0.16666666666666666,0.3888888888888889,6.416666666666668,24.887500000000003,0.4782608695652174,2.0,3.0,3.0,7.0,1.0,6.0,3.0,9.0,,2.0,21.0,4.0,,3.0,1.0,1.0,0.42857142857142855,0.3333333333333333,0.08333333333333333,0.25,,0.10526315789473684,0.05555555555555555,0.16666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.5424666666666667,1.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.25,0.07692307692307693,1.0,0.5,0.5,1.0,0.15,0.5,1.0,1.0,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1630174,1610612754,Aaron Nesmith,Aaron Nesmith,1630174,IND,763.0,13,-2.0,27,27,13.0,14.0,5.0,54,,1.0,,,1.0,1.0,1.0,1.0,2.0,,1.0,3,2.0,3.0,6.0,14,29,,,1.0,3.0,2.0,8.0,2.0,,6.0,,2.0,1.0,,,1.0,,1.0,,3.0,6.0,2.0,8.0,13.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,,0.6666666666666666,1.5,0.7777777777777778,1.5,0.8,0.5,28.571428571428573,,,0.0625,,,,,0.16666666666666666,,,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.5,0.5,1.0,,,,0.6666666666666666,0.5,0.5088333333333334,0.5493,0.25,0.4,0.21428571428571427,0.5714285714285714,9.5,25.133333333333336,0.48148148148148145,,1.0,,1.0,,,,,,,,1.0,,2.0,1.0,1.0,,0.75,,,,0.1111111111111111,,,,0.25,,0.567,,1.0,1.0,,2.0,1.0,3.0,,,3.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,0.14285714285714285,1.0,,,,0.16666666666666666,1.0,,,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1641716,1610612754,Jarace Walker,Jarace Walker,1641716,IND,2342.0,39,-16.0,85,84,35.0,34.0,12.0,169,,3.0,,1.0,2.0,7.0,,3.0,7.0,,2.0,10,3.0,9.0,7.0,20,89,,3.0,,,7.0,14.0,2.0,2.0,6.0,,7.0,3.0,,2.0,5.0,1.0,6.0,,6.0,8.0,5.0,14.0,35.0,0.5,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.2,,0.34210526315789475,,0.45454545454545453,,0.7777777777777778,0.47368421052631576,27.272727272727273,0.13333333333333333,,0.125,,,0.2222222222222222,,0.15789473684210525,,,0.3684210526315789,0.2857142857142857,0.2857142857142857,0.5,,0.3684210526315789,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.3333333333333333,,,0.631578947368421,0.42857142857142855,0.5250026315789473,0.6398,0.22727272727272727,0.38461538461538464,,0.7,5.49,25.61111111111111,0.4117647058823529,,1.0,2.0,4.0,,,,,,,,3.0,,3.0,,,0.5,0.5833333333333334,,,,0.12,,,,0.16666666666666666,,0.49038333333333334,,2.0,,,1.0,,2.0,,,1.0,,4.0,1.0,3.0,5.0,3.0,2.0,,1.0,1.0,1.0,,,,0.8,,0.21428571428571427,,,,,0.10526315789473684,,,,0.16666666666666666,,,,1.0,1.0,1.0,1.0,1.0,,0.5,,,,,,0.16666666666666666,,1.0,3.0,1.0,1.0,1.0,2.0,0.3333333333333333,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1628998,1610612754,Cody Martin,Cody Martin,1628998,IND,1338.1,22,-11.0,47,50,24.0,36.0,10.0,97,,,,,,2.0,,,2.0,,,2,,2.0,3.0,3,48,,,,,2.0,2.0,,,,,2.0,,1.0,,4.0,1.0,5.0,,3.0,6.0,2.0,2.0,24.0,,,,,,,,,,0.21428571428571427,,0.3333333333333333,0.5,14.035087719298247,,0.07142857142857142,0.12121212121212122,0.034482758620689655,,,,,,,0.5,,,,,0.5,,,,,,,0.5,,0.4596375,,0.3333333333333333,0.5,,0.6666666666666666,9.1,25.35,0.5106382978723404,,,,,1.0,,1.0,1.0,,,3.0,4.0,,2.0,,1.0,,,0.5,0.5,,0.23529411764705882,0.14285714285714285,0.16666666666666666,,,,0.44865,,,,,1.0,,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,0.2727272727272727,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1630526,1610612754,Jeremiah Robinson-Earl,Jeremiah Robinson-Earl,1630526,IND,2362.4000000000005,39,-19.0,80,88,34.0,47.0,15.0,168,2.0,7.0,,1.0,,1.0,,,2.0,,2.0,8,,2.0,,4,97,,1.0,,,,4.0,4.0,,,,2.0,,,5.0,7.0,2.0,9.0,,1.0,,,4.0,34.0,1.0,1.0,,,,0.25,,0.2,,0.2,,0.5,0.2,11.34020618556701,0.22727272727272727,,0.13953488372093023,0.041666666666666664,,0.2727272727272727,,0.7,0.2857142857142857,0.3333333333333333,0.1,,,,,0.2,,,,1.0,,,0.9,,0.5517,,,,,1.0,3.0375000000000005,25.6,0.425,2.0,3.0,2.0,3.0,1.0,2.0,,2.0,,1.0,4.0,1.0,1.0,3.0,,1.0,0.6666666666666666,0.5,0.125,,0.3333333333333333,0.047619047619047616,,,1.0,0.75,0.6666666666666666,0.6750125,,,,,1.0,,1.0,,1.0,2.0,1.0,,,,1.0,,1.0,,,,,,,,,,0.06666666666666667,,,,,,,,,0.25,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,2.0,1.0,0.14285714285714285,0.10526315789473684,0.07142857142857142,0.2,0.2222222222222222,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1630543,1610612754,Isaiah Jackson,Isaiah Jackson,1630543,IND,908.6,15,-1.0,35,34,24.0,21.0,3.0,69,3.0,3.0,1.0,1.0,,2.0,,,,,3.0,5,,,1.0,7,36,1.0,1.0,,2.0,,2.0,4.0,2.0,,2.0,,,,1.0,3.0,1.0,4.0,,1.0,2.0,1.0,2.0,24.0,0.6666666666666666,1.0,,,,0.6,1.0,0.6,1.0,0.5833333333333334,1.0,0.3333333333333333,,18.91891891891892,0.2,,0.16666666666666666,0.08333333333333333,,0.5,,0.6,1.0,1.0,0.4,,,,,,,,,1.0,1.0,,0.6,,0.5513,,0.16666666666666666,0.16666666666666666,0.2857142857142857,0.2857142857142857,3.34,,0.6857142857142857,1.0,1.0,1.0,3.0,,1.0,,1.0,,,2.0,2.0,,4.0,,,0.3333333333333333,0.3333333333333333,,,,0.15384615384615385,,0.25,0.6666666666666666,0.3333333333333333,1.0,0.5375666666666666,,,,,,,,,,2.0,2.0,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,0.16666666666666666,,1.0,,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,
1629614,1610612754,Andrew Nembhard,Andrew Nembhard,1629614,IND,590.9,10,-9.0,21,21,7.0,14.0,1.0,42,,,,,,,2.0,,2.0,,,2,,2.0,2.0,2,23,,1.0,,,2.0,2.0,,,,,2.0,,,,1.0,,1.0,,3.0,2.0,1.0,2.0,7.0,,,,,,,,,,0.2,,0.5,0.5,30.434782608695652,,,0.1111111111111111,,,,,,,,,,,,0.5,0.5,,,,,,,0.5,,0.48405,0.3771,0.2,0.3333333333333333,,1.0,18.15,27.15,0.3333333333333333,,,,1.0,,2.0,1.0,3.0,,2.0,7.0,1.0,,3.0,,1.0,,,,,,0.14285714285714285,,0.5,,,,0.4593,,,,,,,,1.0,,,,1.0,,1.0,2.0,2.0,1.0,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,
1630643,1610612754,Jay Huff,Jay Huff,1630643,IND,2359.0,39,-16.0,85,88,44.0,53.0,11.0,173,3.0,4.0,1.0,2.0,2.0,3.0,,1.0,7.0,1.0,5.0,7,1.0,7.0,2.0,15,83,1.0,2.0,1.0,5.0,2.0,9.0,4.0,6.0,3.0,2.0,7.0,1.0,2.0,2.0,5.0,4.0,9.0,,5.0,6.0,2.0,9.0,44.0,0.4,0.5,1.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.5,0.4642857142857143,0.8333333333333334,0.4411764705882353,0.5,0.4090909090909091,0.5,20.833333333333336,0.10526315789473684,0.08333333333333333,0.075,0.0851063829787234,,0.18181818181818182,,0.2857142857142857,0.75,0.75,0.21428571428571427,0.6666666666666666,0.6666666666666666,,,0.5,0.14285714285714285,0.14285714285714285,1.0,0.6666666666666666,0.5,0.3333333333333333,0.7857142857142857,0.14285714285714285,0.5116428571428572,0.6727,0.125,0.2222222222222222,0.3333333333333333,0.6,3.028571428571429,25.642857142857142,0.5176470588235295,1.0,2.0,2.0,4.0,,,1.0,1.0,,,3.0,1.0,2.0,6.0,,,0.5,0.4375,,,0.6666666666666666,0.047619047619047616,0.125,,0.6666666666666666,0.25,0.5,0.50339375,,,,1.0,4.0,1.0,4.0,1.0,,,,1.0,,1.0,3.0,2.0,3.0,1.0,7.0,,8.0,5.0,1.0,1.0,0.3333333333333333,,0.0625,0.625,,,,,,1.0,1.0,0.5,,,,,1.0,1.0,,2.0,5.0,0.25,,,,,,,,0.25,,,,,,,2.0,,,0.08695652173913043,0.05263157894736842,0.25,,,,2.0,1.0,1.0,2.0,1.0,1.0,0.25,,True,,,,,,,,,,,,,,,,,
