EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyArc3FGM,PtsUnassisted3s,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,PenaltyArc3Accuracy,SecondChanceFtPoints,FTOffRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,BlockedCorner3,LongMidRangePctBlocked,DefensiveGoaltends,OffensiveGoaltends,Corner3PctBlocked,on
1628379,1610612737,Luke Kennard,Luke Kennard,1628379,ATL,25673.699999999997,428,57,866,879,146.0,192.0,98.0,1745,7.0,13.0,3.0,4.0,4.0,4.0,8.0,16.0,5.0,8.0,14.0,22.0,1.0,2.0,2.0,5.0,17.0,38.0,2.0,4.0,3.0,20.0,37.0,31.0,60.0,15.0,148.0,968,4.0,6.0,3.0,6.0,17.0,7.0,8.0,2.0,8.0,5.0,25.0,26.0,14.0,93.0,4.0,38.0,17.0,3.0,2.0,29.0,24.0,53.0,14.0,10.0,15.0,13.0,1.0,130.0,5.0,5.0,20.0,17.0,37.0,10.0,47.0,3.0,13.0,11.0,2.0,12.0,3.0,7.0,6.0,5.0,1.0,1.0,18.0,2.0,4.0,12.0,21.0,1.0,12.0,17.0,1.0,6.0,3.0,1.0,2.0,25.0,146.0,2.0,2.0,0.65,0.7222222222222222,1.0,0.5166666666666667,0.5,0.25,0.5166666666666667,0.5405405405405406,0.6666666666666666,0.875,0.6855670103092784,0.7083333333333334,0.625,0.7058823529411765,0.7083333333333334,0.6666666666666666,0.6185567010309279,0.03333333333333333,0.08108108108108109,0.23076923076923078,0.05263157894736842,12.219959266802444,0.6666666666666666,0.08095238095238096,0.02403846153846154,0.08733624454148471,0.02824858757062147,0.08428246013667426,0.025974025974025976,0.04838709677419355,0.017241379310344827,0.03007518796992481,0.022727272727272728,0.06593406593406594,0.09375,0.08695652173913043,0.09467455621301775,0.06666666666666667,0.07317073170731707,0.13402061855670103,0.5384615384615384,0.7,0.7142857142857143,0.16494845360824742,0.5,0.5,0.5,0.08247422680412371,0.625,0.625,0.8,0.2268041237113402,0.6363636363636364,0.6363636363636364,1.0,0.3917525773195876,0.4473684210526316,0.4722222222222222,1.0,0.3333333333333333,0.75,0.3333333333333333,0.16666666666666666,0.5,1.0,0.3333333333333333,0.5,1.0,0.25,1.0,0.3125,0.4,0.1875,0.7525773195876289,0.4473684210526316,0.5458319587628865,0.6169428571428572,0.551175,0.04,0.075,0.016666666666666666,0.11486486486486487,0.16891891891891891,8.048648648648651,24.96,0.16859122401847576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1629027,1610612737,Trae Young,Trae Young,1629027,ATL,10575.3,176,-62,388,392,106.0,101.0,29.0,780,8.0,14.0,,,2.0,4.0,10.0,21.0,4.0,9.0,2.0,3.0,1.0,1.0,1.0,2.0,7.0,26.0,,1.0,8.0,22.0,44.0,9.0,29.0,42.0,113.0,521,1.0,2.0,1.0,2.0,5.0,5.0,10.0,2.0,10.0,18.0,34.0,18.0,26.0,18.0,,26.0,7.0,1.0,,34.0,14.0,48.0,8.0,6.0,24.0,9.0,1.0,110.0,,,4.0,2.0,6.0,,6.0,,6.0,3.0,3.0,17.0,2.0,15.0,2.0,2.0,,,19.0,1.0,4.0,5.0,10.0,,37.0,48.0,,1.0,19.0,1.0,5.0,34.0,106.0,,5.0,0.4090909090909091,0.4090909090909091,0.6666666666666666,0.3103448275862069,0.5,0.2,0.3103448275862069,0.5,0.5,0.5,0.4863013698630137,0.625,0.4,0.5957446808510638,0.625,0.5862068965517241,0.3972602739726027,,0.022727272727272728,0.07142857142857142,,26.904761904761905,0.8947368421052632,0.03636363636363636,,0.045454545454545456,,0.04195804195804196,,,,,,0.038461538461538464,,0.2,0.056338028169014086,,,0.1917808219178082,0.5714285714285714,0.6153846153846154,0.375,0.2876712328767123,0.47619047619047616,0.47619047619047616,0.3,0.1232876712328767,0.4444444444444444,0.4444444444444444,0.75,0.0410958904109589,0.6666666666666666,0.6666666666666666,1.0,0.3561643835616438,0.2692307692307692,0.2692307692307692,0.5714285714285714,,,,0.25,1.0,1.0,0.25,,,0.2,0.5,0.1,0.5,0.4,0.589041095890411,0.2692307692307692,0.5178075342465753,0.511525,0.4831075,0.2247191011235955,0.3220338983050847,0.03333333333333333,0.04424778761061947,0.3008849557522124,8.354545454545455,26.851724137931036,0.27319587628865977,1.0,9.0,6.0,4.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1630168,1610612737,Onyeka Okongwu,Onyeka Okongwu,1630168,ATL,66506.4,1108,-88,2359,2381,461.0,516.0,249.0,4740,87.0,121.0,20.0,32.0,16.0,19.0,54.0,127.0,,1.0,23.0,53.0,3.0,6.0,4.0,8.0,53.0,143.0,8.0,13.0,26.0,141.0,249.0,76.0,196.0,72.0,582.0,2764,24.0,41.0,11.0,19.0,95.0,24.0,36.0,11.0,34.0,24.0,105.0,206.0,76.0,228.0,32.0,143.0,53.0,24.0,1.0,72.0,42.0,114.0,31.0,11.0,41.0,26.0,5.0,270.0,22.0,37.0,91.0,99.0,193.0,60.0,253.0,11.0,40.0,20.0,20.0,27.0,6.0,15.0,32.0,12.0,4.0,7.0,59.0,3.0,9.0,70.0,120.0,12.0,77.0,93.0,,1.0,46.0,1.0,5.0,103.0,453.0,3.0,2.0,0.7304964539007093,0.824,1.0,0.3877551020408163,0.5789473684210527,0.3235294117647059,0.3877551020408163,0.5662650602409639,0.5853658536585366,0.6666666666666666,0.5730337078651685,0.675,0.5785714285714286,0.6002066115702479,0.6985294117647058,0.6341463414634146,0.4404494382022472,0.00510204081632653,0.0963855421686747,0.09917355371900827,0.006993006993006993,20.521541950113377,0.4576271186440678,0.193359375,0.06560283687943262,0.16455696202531644,0.04230769230769231,0.1784037558685446,0.0544280442804428,0.07462686567164178,0.056291390728476824,0.03015075376884422,0.08196721311475409,0.18719211822660098,0.21367521367521367,0.14666666666666667,0.15274463007159905,0.20149253731343283,0.05472636815920398,0.27191011235955054,0.71900826446281,0.7981651376146789,0.7471264367816092,0.2853932584269663,0.4251968503937008,0.46956521739130436,0.7037037037037037,0.0022471910112359553,,,,0.11910112359550562,0.4339622641509434,0.4339622641509434,1.0,0.32134831460674157,0.3706293706293706,0.3732394366197183,1.0,0.5333333333333333,0.625,0.25,0.1,0.5,1.0,0.21666666666666667,0.6153846153846154,1.0,0.2714285714285714,0.8421052631578947,0.11428571428571428,0.5,0.37142857142857144,0.7123595505617978,0.3706293706293706,0.5463235955056179,0.5620380952380952,0.5409285714285714,0.09812108559498957,0.16312056737588654,0.005076142131979695,0.16323024054982818,0.18041237113402062,4.7385542168674695,25.18418367346939,0.19542178889359899,7.0,,1.0,13.0,0.2692307692307692,14.0,1.0,3.0,2.0,1.0,15.0,1.0,7.0,31.0,1.0,1.0,13.0,1.0,17.0,32.0,21.0,1.0,0.09448818897637795,0.06521739130434782,0.01818181818181818,0.08196721311475409,0.65625,,,,,,True
1630552,1610612737,Jalen Johnson,Jalen Johnson,1630552,ATL,85918.6,1432,37,3052,3070,576.0,657.0,324.0,6122,158.0,224.0,29.0,42.0,34.0,41.0,99.0,228.0,15.0,43.0,5.0,16.0,1.0,1.0,,,62.0,176.0,6.0,16.0,32.0,272.0,495.0,67.0,192.0,188.0,933.0,3528,34.0,63.0,7.0,17.0,115.0,52.0,80.0,7.0,32.0,38.0,163.0,284.0,260.0,168.0,44.0,176.0,62.0,49.0,,178.0,138.0,316.0,87.0,51.0,121.0,48.0,9.0,770.0,22.0,41.0,160.0,158.0,345.0,64.0,409.0,18.0,53.0,44.0,9.0,87.0,16.0,60.0,41.0,27.0,,11.0,128.0,4.0,27.0,44.0,85.0,7.0,160.0,236.0,,3.0,121.0,,11.0,160.0,568.0,5.0,9.0,0.5220588235294118,0.568,0.835820895522388,0.3489583333333333,0.4117647058823529,0.21875,0.3489583333333333,0.5494949494949495,0.5396825396825397,0.65,0.5422125181950509,0.55625,0.5580357142857143,0.5907360406091371,0.6318681318681318,0.6127819548872181,0.2794759825327511,,0.09898989898989899,0.11607142857142858,,26.72112018669778,0.6796875,0.22507122507122507,0.056241426611796985,0.22857142857142856,0.03293413173652695,0.2268188302425107,0.04509663564781675,0.06273062730627306,0.05994550408719346,0.027777777777777776,0.04878048780487805,0.16666666666666666,0.2356687898089172,0.3490566037735849,0.22988505747126436,0.2247191011235955,0.060810810810810814,0.3260553129548763,0.7053571428571429,0.797979797979798,0.5822784810126582,0.3318777292576419,0.4342105263157895,0.48058252427184467,0.4444444444444444,0.06259097525473072,0.3488372093023256,0.35714285714285715,0.4,0.023289665211062592,0.3125,0.3125,1.0,0.2561863173216885,0.3522727272727273,0.3522727272727273,0.8225806451612904,0.525,0.6904761904761905,0.27586206896551724,0.0125,1.0,1.0,0.2,0.375,0.8333333333333334,0.36607142857142855,0.8292682926829268,,,0.2857142857142857,0.6055312954876274,0.3522727272727273,0.5423126637554585,0.5488317307692308,0.5278669642857143,0.15572715572715573,0.20683760683760682,,0.1232583065380493,0.17470525187566988,6.299595959595959,25.851562499999996,0.18872870249017037,7.0,33.0,4.0,31.0,0.21875,26.0,1.0,27.0,2.0,4.0,5.0,2.0,4.0,15.0,2.0,1.0,12.0,1.0,2.0,17.0,8.0,1.0,0.09649122807017543,0.4153846153846154,0.014925373134328358,0.02197802197802198,0.47058823529411764,1.0,0.023255813953488372,,,,True
1630700,1610612737,Dyson Daniels,Dyson Daniels,1630700,ATL,110765.6,1846,4,3897,3930,716.0,820.0,429.0,7827,181.0,271.0,31.0,51.0,25.0,42.0,92.0,218.0,,2.0,3.0,24.0,,,2.0,3.0,7.0,54.0,,1.0,8.0,273.0,491.0,10.0,78.0,57.0,633.0,4525,42.0,71.0,,1.0,85.0,44.0,80.0,3.0,11.0,16.0,113.0,318.0,228.0,30.0,58.0,54.0,7.0,34.0,,185.0,148.0,333.0,110.0,38.0,115.0,57.0,13.0,814.0,54.0,67.0,120.0,95.0,234.0,121.0,355.0,22.0,100.0,56.0,44.0,80.0,9.0,51.0,28.0,29.0,1.0,5.0,108.0,12.0,16.0,61.0,122.0,4.0,102.0,95.0,,,52.0,,4.0,112.0,708.0,5.0,2.0,0.5824175824175825,0.6516393442622951,1.0,0.1282051282051282,,0.2727272727272727,0.1282051282051282,0.5560081466395111,0.5915492957746479,0.55,0.5061511423550088,0.5833333333333334,0.532967032967033,0.5197044334975369,0.5821917808219178,0.5432692307692307,0.13708260105448156,,0.06924643584521385,0.06642066420664207,,16.325136612021858,0.7407407407407407,0.10567296996662959,0.07089947089947089,0.13274336283185842,0.06242774566473988,0.1192457016084304,0.06685082872928177,0.07352941176470588,0.07392197125256673,0.06431852986217458,0.05660377358490566,0.09392265193370165,0.11194029850746269,0.11851851851851852,0.12445095168374817,0.1583710407239819,0.0873015873015873,0.47627416520210897,0.6678966789667896,0.7154150197628458,0.5580110497237569,0.38312829525483305,0.42201834862385323,0.45544554455445546,0.6304347826086957,0.0035149384885764497,,,,0.0421792618629174,0.125,0.125,1.0,0.09490333919156414,0.12962962962962962,0.12962962962962962,1.0,0.7083333333333334,0.6078431372549019,0.06451612903225806,,,,0.013888888888888888,,,0.46153846153846156,0.5952380952380952,0.03296703296703297,0.6666666666666666,0.08791208791208792,0.6133567662565905,0.12962962962962962,0.5596608084358524,0.562785,0.5562351648351647,0.0859504132231405,0.09867172675521822,,0.13428120063191154,0.17851500789889416,4.347454175152749,25.383333333333326,0.18373107518604054,1.0,,13.0,16.0,0.125,1.0,,19.0,4.0,3.0,2.0,3.0,9.0,22.0,,,13.0,1.0,8.0,22.0,14.0,1.0,0.07339449541284404,0.22093023255813954,,0.05084745762711865,0.6363636363636364,,,2.0,1.0,,True
1631243,1610612737,Mouhamed Gueye,Mouhamed Gueye,1631243,ATL,25287.5,421,33,849,880,146.0,179.0,106.0,1729,27.0,37.0,4.0,8.0,5.0,5.0,8.0,23.0,1.0,3.0,11.0,36.0,3.0,5.0,,5.0,4.0,14.0,,1.0,,36.0,63.0,15.0,50.0,11.0,128.0,986,4.0,10.0,3.0,6.0,22.0,6.0,7.0,,5.0,1.0,13.0,62.0,10.0,45.0,6.0,14.0,4.0,3.0,,16.0,14.0,30.0,11.0,3.0,10.0,6.0,,74.0,14.0,12.0,28.0,22.0,58.0,26.0,84.0,1.0,27.0,15.0,12.0,10.0,3.0,6.0,4.0,4.0,,1.0,14.0,1.0,1.0,30.0,52.0,,23.0,20.0,,,12.0,,,13.0,146.0,4.0,,0.8611111111111112,0.9393939393939394,1.0,0.3,0.5,,0.3,0.5714285714285714,0.4,0.8571428571428571,0.5176991150442478,0.53125,0.5,0.5333333333333333,0.55,0.5416666666666666,0.4424778761061947,,0.047619047619047616,0.08108108108108109,,13.743589743589743,0.7142857142857143,0.11891891891891893,0.06030150753768844,0.12844036697247707,0.06451612903225806,0.12406947890818859,0.0625,,0.1,0.0784313725490196,0.03125,0.027777777777777776,0.1724137931034483,0.19230769230769232,0.14204545454545456,0.07142857142857142,0.01694915254237288,0.3274336283185841,0.7297297297297297,0.7941176470588235,0.8518518518518519,0.20353982300884957,0.34782608695652173,0.34782608695652173,0.875,0.02654867256637168,0.3333333333333333,0.3333333333333333,1.0,0.3185840707964602,0.3055555555555556,0.3055555555555556,1.0,0.12389380530973451,0.2857142857142857,0.2857142857142857,1.0,0.5,0.5,0.25,0.3125,0.6,1.0,0.0625,,,0.4166666666666667,1.0,0.4166666666666667,,,0.7699115044247787,0.2857142857142857,0.5769026548672567,0.55986,0.5782583333333333,0.1,0.17142857142857143,,0.171875,0.1015625,4.950793650793651,24.096000000000004,0.17196702002355713,,,1.0,5.0,,5.0,,8.0,,,7.0,,4.0,17.0,1.0,1.0,12.0,,5.0,18.0,11.0,,,0.25806451612903225,,,0.6111111111111112,,,1.0,,,True
1642854,1610612737,Asa Newell,Asa Newell,1642854,ATL,10157.699999999999,169,21,360,365,44.0,60.0,49.0,725,21.0,27.0,5.0,6.0,,1.0,3.0,8.0,,,7.0,14.0,,,1.0,2.0,4.0,10.0,1.0,1.0,1.0,24.0,35.0,11.0,24.0,4.0,85.0,414,7.0,8.0,1.0,1.0,17.0,1.0,4.0,2.0,3.0,,8.0,34.0,14.0,33.0,14.0,10.0,4.0,5.0,,4.0,3.0,7.0,3.0,,2.0,2.0,,17.0,6.0,8.0,5.0,8.0,14.0,14.0,28.0,1.0,8.0,3.0,5.0,,1.0,,6.0,,1.0,,6.0,,1.0,26.0,34.0,2.0,12.0,8.0,,,6.0,,,8.0,44.0,1.0,,0.7083333333333334,1.0,1.0,0.4583333333333333,1.0,0.6666666666666666,0.4583333333333333,0.6857142857142857,0.875,0.25,0.6864406779661016,0.9444444444444444,0.5714285714285714,0.6967213114754098,0.85,0.5714285714285714,0.4067796610169492,,0.14285714285714285,0.14814814814814814,,16.222760290556902,,0.1111111111111111,0.09195402298850575,0.060240963855421686,0.07792207792207792,0.08387096774193549,0.08536585365853659,0.06896551724137931,0.10416666666666667,0.08620689655172414,0.05263157894736842,0.15151515151515152,0.06896551724137931,0.1,0.06451612903225806,0.047619047619047616,0.05263157894736842,0.4576271186440678,0.7777777777777778,0.9130434782608695,0.7619047619047619,0.13559322033898305,0.375,0.42857142857142855,0.3333333333333333,,,,,0.23728813559322035,0.5,0.5,1.0,0.1694915254237288,0.4,0.4,1.0,0.6666666666666666,0.8333333333333334,,,,,0.1111111111111111,1.0,1.0,0.14285714285714285,,0.2857142857142857,0.5,0.14285714285714285,0.864406779661017,0.4,0.614643220338983,0.5897857142857142,0.50315,0.09836065573770492,0.16216216216216217,,0.2,0.09411764705882353,2.64,24.270833333333332,0.12222222222222222,1.0,,,4.0,1.0,,,1.0,1.0,1.0,3.0,,3.0,4.0,,,2.0,,2.0,4.0,2.0,1.0,0.125,0.16666666666666666,,0.1,0.5,,,,,,True
204001,1610612737,Kristaps Porziņģis,Kristaps Porziņģis,204001,ATL,19315.0,322,33,683,681,132.0,161.0,79.0,1364,23.0,38.0,7.0,12.0,2.0,5.0,16.0,32.0,10.0,28.0,5.0,8.0,,,1.0,1.0,14.0,51.0,1.0,4.0,10.0,49.0,98.0,19.0,59.0,58.0,213.0,795,8.0,15.0,1.0,4.0,32.0,8.0,15.0,3.0,11.0,22.0,47.0,62.0,36.0,57.0,12.0,51.0,14.0,3.0,,28.0,9.0,37.0,7.0,2.0,20.0,7.0,1.0,83.0,5.0,11.0,24.0,25.0,51.0,16.0,67.0,2.0,7.0,6.0,1.0,9.0,,5.0,2.0,4.0,,1.0,11.0,3.0,1.0,22.0,42.0,1.0,60.0,69.0,,,29.0,,7.0,47.0,132.0,6.0,7.0,0.6326530612244898,0.7209302325581395,1.0,0.3220338983050847,0.25,0.2727272727272727,0.3220338983050847,0.5,0.5333333333333333,0.5333333333333333,0.49363057324840764,0.5,0.4807692307692308,0.5664893617021277,0.64,0.6025641025641025,0.37579617834394907,,0.030612244897959183,0.05263157894736842,,25.74385510996119,0.8181818181818182,0.14534883720930233,0.06043956043956044,0.16216216216216217,0.03759398496240601,0.153125,0.050793650793650794,0.11940298507462686,0.038461538461538464,0.02912621359223301,0.06666666666666667,0.11940298507462686,0.17073170731707318,0.13043478260869565,0.14285714285714285,0.20930232558139536,0.023255813953488372,0.24203821656050956,0.6052631578947368,0.6388888888888888,0.6956521739130435,0.20382165605095542,0.5,0.5161290322580645,0.5625,0.17834394904458598,0.35714285714285715,0.35714285714285715,0.6,0.050955414012738856,0.625,0.625,1.0,0.3248407643312102,0.27450980392156865,0.27450980392156865,1.0,0.631578947368421,0.5833333333333334,0.2857142857142857,,,,0.21052631578947367,0.25,1.0,0.19230769230769232,0.4,0.038461538461538464,1.0,0.38461538461538464,0.6178343949044586,0.27450980392156865,0.5346815286624204,0.579740625,0.5148980769230769,0.16022099447513813,0.23770491803278687,,0.15023474178403756,0.22065727699530516,8.370408163265306,26.388135593220337,0.19326500732064422,2.0,,,5.0,0.2,13.0,,2.0,,,4.0,,2.0,14.0,1.0,1.0,7.0,2.0,5.0,15.0,8.0,,0.03125,0.1111111111111111,,,0.5333333333333333,,,,,,True
1642368,1610612737,N'Faly Dante,N'Faly Dante,1642368,ATL,270.0,4,4,8,8,4.0,2.0,2.0,16,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,7,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,18.181818181818183,,,0.4,0.3333333333333333,,0.2,0.3333333333333333,0.5,,,,,,,,0.5,0.5,0.5,,,,0.5,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,0.5,,0.5039,0.5039,,,,,,,2.25,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,True
1629638,1610612737,Nickeil Alexander-Walker,Nickeil Alexander-Walker,1629638,ATL,71788.8,1196,-15,2554,2569,558.0,608.0,260.0,5123,85.0,139.0,7.0,13.0,20.0,34.0,34.0,86.0,12.0,33.0,43.0,90.0,,4.0,10.0,16.0,73.0,208.0,8.0,20.0,48.0,131.0,258.0,116.0,298.0,108.0,718.0,2972,11.0,21.0,8.0,24.0,54.0,26.0,53.0,27.0,64.0,42.0,175.0,152.0,110.0,324.0,4.0,208.0,73.0,25.0,4.0,71.0,45.0,116.0,28.0,17.0,45.0,22.0,4.0,277.0,10.0,9.0,47.0,37.0,89.0,19.0,108.0,8.0,47.0,27.0,20.0,44.0,10.0,28.0,26.0,16.0,3.0,4.0,70.0,4.0,14.0,45.0,84.0,2.0,122.0,123.0,2.0,4.0,45.0,7.0,11.0,171.0,550.0,13.0,8.0,0.5801526717557252,0.5891472868217055,0.9310344827586207,0.38926174496644295,0.3333333333333333,0.421875,0.38926174496644295,0.5077519379844961,0.5238095238095238,0.49056603773584906,0.5485611510791367,0.5111111111111111,0.5683760683760684,0.5881383855024712,0.5625,0.6214285714285714,0.5359712230215827,0.013422818791946308,0.09689922480620156,0.07913669064748201,0.019230769230769232,23.687893631910427,0.6285714285714286,0.06105610561056106,0.015126050420168067,0.08202443280977312,0.017241379310344827,0.07124681933842239,0.016170212765957447,0.013452914798206279,0.01948051948051948,0.016091954022988506,0.020689655172413793,0.0735930735930736,0.05,0.06315789473684211,0.08878504672897196,0.06206896551724138,0.02867383512544803,0.25,0.6115107913669064,0.6640625,0.5764705882352941,0.15467625899280577,0.3953488372093023,0.4657534246575342,0.5588235294117647,0.05935251798561151,0.36363636363636365,0.375,0.6666666666666666,0.1618705035971223,0.4777777777777778,0.4777777777777778,1.0,0.37410071942446044,0.35096153846153844,0.35784313725490197,0.8904109589041096,0.28888888888888886,0.5384615384615384,0.42857142857142855,0.08888888888888889,,,0.4444444444444444,0.4,0.875,0.2905982905982906,0.5882352941176471,0.13675213675213677,0.625,0.41025641025641024,0.7859712230215827,0.35096153846153844,0.5679893884892084,0.580558,0.5593106837606837,0.087248322147651,0.15358361774744028,0.0231023102310231,0.07520891364902507,0.24373259052924792,6.157364341085271,25.1244966442953,0.21848081440877057,17.0,24.0,25.0,10.0,0.3541666666666667,8.0,,5.0,4.0,,3.0,2.0,6.0,19.0,,,10.0,2.0,7.0,19.0,10.0,,0.1511627906976744,0.08620689655172414,,,0.5263157894736842,,0.030303030303030304,,,,True
