EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyArc3FGA,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,ThreePtAssists,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,OffRebounds,BadPassTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,PenaltyFG2M,OffThreePtRebounds,Steals,BadPassSteals,DeadBallTurnovers,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,LongMidRangeFGM,LongMidRangeFGA,PtsAssisted3s,Arc3Assists,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Assisted3sPct,DefAtRimReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3PctAssisted,Corner3FGM,PenaltyCorner3FGM,PenaltyFG3M,LongMidRangeAssists,FTDefRebounds,Loose Ball Fouls,Offensive Fouls,BlockedAtRim,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,DefFTReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,LostBallSteals,PenaltyArc3FGM,PenaltyArc3Accuracy,BadPassOutOfBoundsTurnovers,Travels,BlockedLongMidRange,SecondChanceFtPoints,SelfOReb,OffAtRimReboundPct,SelfORebPct,3pt And 1 Free Throw Trips,SecondChanceArc3PctAssisted,on,SecondChanceCorner3FGM,Fg3aBlocked,FTOffRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Charge Fouls Drawn,Blocked3s,BlockedCorner3,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,BlockedArc3,Corner3PctBlocked,OffensiveGoaltends,Clear Path Fouls,Defensive 3 Seconds Violations
1629660,1610612763,Ty Jerome,Ty Jerome,1629660,MEM,933.0,16,-10.0,33,33,5,66,1.0,2.0,6.0,1.0,1.0,2.0,3.0,2.0,7,2.0,4.0,2.0,12,35,1.0,1.0,1.0,2.0,2.0,2.0,6.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.2857142857142857,1.0,0.45454545454545453,0.5,0.4583333333333333,0.5,0.36363636363636365,0.14285714285714285,0.16666666666666666,32.5,1.0,0.2222222222222222,0.2857142857142857,0.25,0.4,0.2857142857142857,1.0,0.09090909090909091,0.5454545454545454,0.3333333333333333,0.4,0.5,0.09090909090909091,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.45454545454545453,0.6666666666666666,0.4662818181818182,0.50165,0.08333333333333333,0.125,0.16666666666666666,7.057142857142858,29.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1630610,1610612763,DeJon Jarreau,DeJon Jarreau,1630610,MEM,1428.4,24,4.0,55,56,9,111,4.0,,1.0,,,,4.0,2.0,5,,4.0,3.0,7,51,2.0,2.0,,4.0,,4.0,,4.0,,1.0,3.0,4.0,1.0,9.0,3.0,3.0,6.0,8.0,4.0,,4.0,2.0,4.0,,1.0,,,,,,,,,0.4,1.0,0.2222222222222222,1.0,0.3181818181818182,1.0,0.4444444444444444,0.2,,23.076923076923077,1.0,0.2727272727272727,0.17647058823529413,0.21428571428571427,0.6,0.2,,0.4444444444444444,0.1111111111111111,,,,,0.4444444444444444,,,,0.8888888888888888,,0.5244222222222221,0.6127499999999999,0.1,0.16666666666666666,0.5714285714285714,3.2399999999999998,27.025,19.0,36.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,2.0,19.0,1.0,0.25,0.25,0.15384615384615385,0.07142857142857142,0.3333333333333333,0.5,0.6666666666666666,1.0,1.0,0.6666666666666666,0.39999999999999997,0.2857142857142857,0.34545454545454546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1641707,1610612763,Taylor Hendricks,Taylor Hendricks,1641707,MEM,1513.4,25,-11.0,54,55,9,109,3.0,,2.0,3.0,1.0,,1.0,3.0,5,,4.0,4.0,10,60,1.0,2.0,1.0,2.0,4.0,2.0,,1.0,,,,,,,2.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,5.0,,1.0,,,,,0.6666666666666666,0.6666666666666666,,,0.6,0.5,0.3333333333333333,0.3333333333333333,0.45454545454545453,0.3333333333333333,0.4444444444444444,,,21.538461538461537,0.3333333333333333,0.1,0.16666666666666666,0.13636363636363635,0.25,0.1,,0.3333333333333333,0.2222222222222222,,,,0.3333333333333333,0.1111111111111111,,,0.3333333333333333,0.7777777777777778,,0.5895555555555556,0.856,0.18181818181818182,0.16666666666666666,0.2,3.9200000000000004,23.725,10.0,21.0,3.0,1.0,1.0,,2.0,1.0,,2.0,,,,,,1.0,,,,,,,2.0,10.0,,0.3333333333333333,,,0.029411764705882353,,1.0,1.0,0.3333333333333333,1.0,,0.5054500000000001,0.2,0.18518518518518517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.3333333333333333,0.07142857142857142,0.1111111111111111,0.5,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1642907,1610612763,Cedric Coward,Cedric Coward,1642907,MEM,2119.0,35,6.0,75,72,11,147,4.0,1.0,3.0,2.0,,1.0,4.0,6.0,11,1.0,6.0,2.0,17,77,1.0,1.0,,2.0,10.0,2.0,,4.0,1.0,1.0,1.0,2.0,,5.0,3.0,1.0,4.0,5.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,,,,,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.5454545454545454,1.0,0.4411764705882353,1.0,0.47058823529411764,1.0,0.35294117647058826,0.09090909090909091,0.3333333333333333,20.689655172413794,1.0,0.05263157894736842,0.2,0.11764705882352941,,0.2727272727272727,,0.23529411764705882,0.17647058823529413,0.3333333333333333,0.5,,0.11764705882352941,0.23529411764705882,0.25,0.25,,0.5882352941176471,0.25,0.5084264705882353,0.1954,0.058823529411764705,0.09090909090909091,0.11764705882352941,9.681818181818182,24.8,9.0,11.0,3.0,,,,2.0,,,2.0,,1.0,,1.0,,1.0,,,,1.0,1.0,,2.0,9.0,,0.5,,,0.024390243902439025,,0.75,0.75,,,,0.3142,0.11764705882352941,0.12,,,,1.0,1.0,1.0,1.0,,,,0.5,0.5,0.058823529411764705,0.09090909090909091,,1.0,,,,,,2.0,4.0,3.0,1.0,2.0,1.0,1.0,0.125,0.23529411764705882,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
201959,1610612763,Taj Gibson,Taj Gibson,201959,MEM,4664.4,78,,166,164,24,330,7.0,3.0,7.0,5.0,,,1.0,8.0,16,3.0,6.0,5.0,30,177,1.0,2.0,,2.0,14.0,2.0,,1.0,,3.0,2.0,5.0,,13.0,4.0,9.0,14.0,23.0,,,1.0,6.0,6.0,,3.0,1.0,,1.0,1.0,0.875,0.875,0.5,0.5,0.5,0.5,0.5681818181818182,0.5,0.6,0.5,0.2727272727272727,0.1875,0.2857142857142857,13.402061855670103,,0.2571428571428571,0.0975609756097561,0.17105263157894737,0.2857142857142857,0.06060606060606061,1.0,0.3181818181818182,0.3181818181818182,0.42857142857142855,0.6,1.0,0.22727272727272727,0.045454545454545456,,,,0.5909090909090909,,0.5211295454545456,0.6368,0.12,0.15789473684210525,0.06666666666666667,6.074999999999998,24.2,48.0,68.0,4.0,1.0,2.0,,4.0,1.0,2.0,9.0,,3.0,,,4.0,9.0,,,3.0,11.0,,,9.0,48.0,,0.75,0.14285714285714285,0.09302325581395349,0.0967741935483871,0.125,0.5714285714285714,0.6666666666666666,1.0,0.5,,0.47697,0.3,0.2891566265060241,,,1.0,2.0,5.0,2.0,2.0,1.0,,,0.5,0.7,0.1,0.10526315789473684,0.25,0.75,,,,0.2,,1.0,2.0,9.0,3.0,1.0,,1.0,0.25,0.09090909090909091,0.5,0.5,1.0,,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,0.25,0.125,0.08333333333333333,0.2,0.6,0.6,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1641713,1610612763,GG Jackson,GG Jackson,1641713,MEM,2158.0,36,-11.0,73,70,9,143,2.0,2.0,4.0,1.0,,3.0,10.0,4.0,6,3.0,11.0,3.0,20,83,,1.0,3.0,3.0,2.0,6.0,6.0,10.0,3.0,,,1.0,,3.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,,2.0,1.0,,1.0,1.0,0.25,0.25,0.2727272727272727,0.2727272727272727,0.6666666666666666,,0.5,0.375,0.5263157894736842,0.375,0.6470588235294118,,,25.0,0.5,0.125,0.0625,0.09375,0.16666666666666666,0.07692307692307693,1.0,0.11764705882352941,0.23529411764705882,0.5,0.5,,0.058823529411764705,0.5882352941176471,0.3,0.3,,0.7647058823529411,0.3,0.50931875,0.44365,0.10526315789473684,0.25,0.15,5.8,27.95454545454546,10.0,14.0,2.0,,,1.0,1.0,2.0,,,,1.0,1.0,,,,,1.0,,,,,,10.0,,,,,,,1.0,1.0,,,0.3333333333333333,0.4458166666666667,,0.136986301369863,,,1.0,,,,,1.0,1.0,,,,,,,0.5,,,,0.3333333333333333,,,,3.0,,,,0.3333333333333333,0.16666666666666666,,,,,0.3333333333333333,,,,,,,,1.0,,,,,,,,,,,1.0,3.0,1.0,0.3333333333333333,0.75,0.3333333333333333,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1642377,1610612763,Jaylen Wells,Jaylen Wells,1642377,MEM,819.0,14,-13.0,25,26,3,51,,,1.0,1.0,,1.0,2.0,,1,1.0,3.0,2.0,5,36,,,,,,,,2.0,1.0,,,,,,,,,,,,,2.0,3.0,,1.0,,,,,,,0.3333333333333333,0.3333333333333333,,,0.375,,0.5,,0.75,,,16.666666666666668,,,,,,,,,0.25,,,,0.25,0.5,0.5,0.5,,0.75,0.5,0.497725,,0.2,0.5,,4.6,24.599999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1642285,1610612763,Cam Spencer,Cam Spencer,1642285,MEM,1973.4,33,-2.0,65,65,6,130,,,2.0,1.0,,1.0,5.0,,6,1.0,6.0,,3,75,,1.0,,,,,,5.0,1.0,,7.0,9.0,4.0,20.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,0.16666666666666666,0.16666666666666666,,,0.125,,0.125,,0.5,,,18.055555555555557,1.0,0.07692307692307693,0.1,0.09090909090909091,,0.13333333333333333,,,0.16666666666666666,,,,0.08333333333333333,0.4166666666666667,0.2,0.2,,0.5,0.2,0.4750208333333333,0.4127,,,,16.183333333333334,25.583333333333332,12.0,23.0,,,,1.0,1.0,1.0,,3.0,,2.0,1.0,2.0,1.0,1.0,,,1.0,2.0,,,3.0,12.0,,0.75,,0.0625,0.029411764705882353,,,,,,0.5,0.45624999999999993,1.0,0.18461538461538463,,,,,,1.0,,,,,,0.75,,,,,,,,,,,4.0,3.0,1.0,,,1.0,,0.3333333333333333,,,,1.0,,,1.0,1.0,,1.0,,,,1.0,,0.16666666666666666,,0.5,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1642383,1610612763,Walter Clayton Jr.,Walter Clayton Jr.,1642383,MEM,1070.0,18,-2.0,40,38,6,78,,,4.0,1.0,,1.0,3.0,,5,1.0,4.0,2.0,5,45,,,,,,,3.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,,1.0,1.0,,,1.0,2.0,2.0,,1.0,1.0,,1.0,1.0,,,0.25,0.25,,,0.16666666666666666,,0.25,,0.4444444444444444,0.2,0.25,23.913043478260867,,,0.2,0.07142857142857142,,,1.0,,0.4444444444444444,,,,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.4444444444444444,0.3333333333333333,0.48303888888888896,,0.1,0.16666666666666666,,10.22,24.875,17.0,22.0,,,,1.0,,1.0,2.0,5.0,,1.0,1.0,,,,,1.0,1.0,1.0,,,5.0,17.0,,1.25,,,,,,,,,1.0,0.5277,1.0,0.425,,,,,,,,1.0,,,,1.5,,,0.5,,,,,,,,1.0,,,,,,,0.1111111111111111,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
1642914,1610612763,Javon Small,Javon Small,1642914,MEM,1709.0,28,-2.0,57,55,9,112,2.0,1.0,1.0,,,2.0,4.0,2.0,3,2.0,4.0,3.0,13,62,,,1.0,,,4.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,5.0,,,1.0,2.0,3.0,,,,,,,,,0.5,0.5,0.6666666666666666,,0.7142857142857143,,0.8125,,0.5714285714285714,0.3333333333333333,,13.432835820895521,,0.1,0.14285714285714285,0.125,,0.08333333333333333,,0.2857142857142857,0.14285714285714285,1.0,1.0,,,0.5714285714285714,0.5,0.5,,0.8571428571428571,0.5,0.5641642857142857,,0.125,,,4.3,26.35,7.0,22.0,1.0,,,1.0,,1.0,3.0,6.0,,,,,1.0,1.0,,,,,,,6.0,7.0,,1.5,0.5,0.058823529411764705,0.03125,,0.5,1.0,,,1.0,0.52515,0.46153846153846156,0.12280701754385964,,,,,,2.0,1.0,1.0,,1.0,,1.5,,,0.5,,,,,,0.2,,,,,,,,0.25,,,,,,,,1.0,,1.0,,,,,1.0,1.0,0.2,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
