EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,OffLongMidRangeReboundPct,PtsUnassisted3s,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,Travels,Charge Fouls,Charge Fouls Drawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceCorner3FGM,FTOffRebounds,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,DefensiveGoaltends,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,BlockedLongMidRange,Corner3PctBlocked,on,LongMidRangePctBlocked
1628374,1610612762,Lauri Markkanen,Lauri Markkanen,1628374,UTA,13842.3,231,-19,480,477,106,91,59,957,34.0,42.0,7.0,9.0,5.0,6.0,12.0,29.0,5.0,11.0,5.0,12.0,2.0,6.0,11.0,41.0,1.0,2.0,2.0,7.0,51.0,82,16.0,53.0,40.0,190,625,9.0,11.0,1.0,2.0,5.0,26.0,7.0,11.0,4.0,13.0,14.0,40.0,80.0,22.0,48.0,8.0,41.0,11.0,7.0,7.0,10.0,17,8.0,2.0,3.0,4.0,44,7.0,5.0,12.0,16.0,1.0,29,12.0,41,3.0,3.0,2.0,1.0,7.0,1.0,4.0,3.0,3.0,10.0,1.0,1.0,5.0,11,2.0,1.0,38.0,1.0,44.0,10.0,23.0,4.0,2.0,2.0,2.0,1.0,1.0,40.0,105,4.0,0.7843137254901961,0.851063829787234,1.0,0.3018867924528302,0.5,0.3076923076923077,0.3018867924528302,0.6219512195121951,0.8181818181818182,0.6363636363636364,0.5555555555555556,0.8076923076923077,0.5416666666666666,0.625,0.9285714285714286,0.6666666666666666,0.3925925925925926,0.08536585365853659,0.047619047619047616,0.1724137931034483,29.67032967032967,0.7,0.125,0.16161616161616163,0.060240963855421686,0.10714285714285714,0.0546875,0.13270142180094788,0.05687203791469194,0.09523809523809523,0.06666666666666667,0.0707070707070707,0.2,0.11864406779661017,0.26666666666666666,0.13580246913580246,0.03225806451612903,0.04918032786885246,0.5,0.3111111111111111,0.8095238095238095,0.85,0.8235294117647058,0.21481481481481482,0.41379310344827586,0.5,0.6666666666666666,0.08148148148148149,0.45454545454545453,0.45454545454545453,0.8,0.08888888888888889,0.4166666666666667,0.4166666666666667,1.0,0.3037037037037037,0.2682926829268293,0.2682926829268293,1.0,0.6923076923076923,0.7777777777777778,0.42857142857142855,0.15384615384615385,0.5,1.0,0.25,0.8333333333333334,0.25,0.3333333333333333,0.2916666666666667,0.2857142857142857,0.7037037037037037,0.2682926829268293,0.5386674074074074,0.59255,0.5437874999999999,0.1554054054054054,0.24210526315789474,0.1368421052631579,0.21052631578947367,5.989024390243902,25.422641509433955,0.22083333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1628991,1610612762,Jaren Jackson Jr.,Jaren Jackson Jr.,1628991,UTA,939.0,16,20,40,39,20,24,3,79,,,,,,,4.0,5.0,,,,1.0,,1.0,2.0,3.0,,,1.0,1.0,4.0,5,2.0,4.0,3.0,17,32,,,,1.0,,,2.0,2.0,1.0,2.0,,7.0,4.0,4.0,6.0,,3.0,2.0,,1.0,1.0,2,,1.0,1.0,,5,,,1.0,,1.0,2,,2,,1.0,,1.0,1.0,,1.0,1.0,,2.0,,,2.0,4,,1.0,2.0,,4.0,,2.0,,,,,,,7.0,20,,0.5,0.5,1.0,0.5,,0.5,0.5,0.8,,1.0,0.7777777777777778,,0.875,0.7727272727272727,,0.875,0.4444444444444444,,,,29.545454545454547,0.5,0.5,,,0.1,,0.041666666666666664,,,,,,,,,0.25,,,,,,,0.5555555555555556,0.8,0.8,0.5,,,,,0.1111111111111111,,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,0.25,,0.25,1.0,0.4444444444444444,0.6666666666666666,0.4924333333333334,0.61395,0.5065500000000001,0.18181818181818182,0.2857142857142857,,0.4117647058823529,5.46,24.975,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1629723,1610612762,John Konchar,John Konchar,1629723,UTA,3787.0,63,9,140,138,36,36,20,278,2.0,3.0,1.0,1.0,,,,,,,2.0,2.0,,,,5.0,,,,,2.0,3,2.0,7.0,2.0,12,144,1.0,1.0,,,2.0,4.0,,,,,2.0,2.0,,4.0,6.0,2.0,5.0,,,3.0,2.0,5,2.0,,2.0,1.0,12,3.0,3.0,4.0,3.0,,7,6.0,13,2.0,5.0,1.0,4.0,2.0,,1.0,,1.0,2.0,,,1.0,3,1.0,,2.0,,4.0,,2.0,,3.0,1.0,3.0,2.0,,2.0,36,,,,1.0,0.2857142857142857,,,0.2857142857142857,0.6666666666666666,1.0,,0.5,1.0,,0.5,1.0,1.0,0.7,,,,8.433734939759036,1.0,,0.14285714285714285,0.12,0.10526315789473684,0.05660377358490566,0.11864406779661017,0.07692307692307693,0.07142857142857142,0.25,0.07894736842105263,0.16666666666666666,0.09090909090909091,0.25,0.06896551724137931,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.3,0.6666666666666666,0.6666666666666666,,,,,,,,,,0.2,1.0,1.0,1.0,0.5,,,,1.0,1.0,,,,,,,,,,,1.0,,0.553345,0.5606,,0.16666666666666666,0.4,0.3333333333333333,0.16666666666666666,2.6333333333333333,24.857142857142858,0.2571428571428571,,,2.0,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1642268,1610612762,Isaiah Collier,Isaiah Collier,1642268,UTA,17349.9,289,-54,614,618,206,197,71,1232,21.0,29.0,,1.0,7.0,9.0,16.0,34.0,1.0,4.0,1.0,4.0,,1.0,6.0,16.0,,1.0,4.0,6.0,38.0,67,7.0,20.0,28.0,125,765,2.0,3.0,,1.0,,4.0,14.0,24.0,4.0,7.0,11.0,51.0,32.0,44.0,12.0,,16.0,6.0,5.0,39.0,46.0,85,23.0,23.0,15.0,18.0,216,2.0,2.0,9.0,7.0,,16,4.0,20,1.0,5.0,1.0,4.0,21.0,3.0,13.0,12.0,8.0,33.0,1.0,15.0,6.0,18,2.0,2.0,25.0,1.0,37.0,4.0,17.0,3.0,1.0,,2.0,1.0,,51.0,205,3.0,0.42105263157894735,0.42105263157894735,0.5714285714285714,0.35,,0.5714285714285714,0.35,0.5671641791044776,0.6666666666666666,0.5833333333333334,0.5574712643678161,0.5,0.6451612903225806,0.6067961165048543,0.5,0.6710526315789473,0.22988505747126436,0.07462686567164178,,0.14705882352941177,19.29078014184397,0.6363636363636364,,0.05343511450381679,0.014925373134328358,0.058823529411764705,0.011235955056179775,0.056338028169014086,0.01282051282051282,,0.030303030303030304,0.0078125,0.05405405405405406,0.041666666666666664,0.09090909090909091,0.059322033898305086,0.05714285714285714,0.02857142857142857,0.5,0.3333333333333333,0.7241379310344828,0.7241379310344828,0.47619047619047616,0.39080459770114945,0.47058823529411764,0.5517241379310345,0.375,0.04597701149425287,0.25,0.25,,0.04597701149425287,0.25,0.25,1.0,0.1839080459770115,0.375,0.375,0.5,0.25,,,0.25,,,0.2903225806451613,0.7777777777777778,0.03225806451612903,,0.1935483870967742,0.6666666666666666,0.5632183908045977,0.375,0.5017793103448276,0.5514666666666667,0.4752016129032258,0.17,0.2125,0.032,0.408,5.516417910447762,25.85,0.3355048859934853,,,1.0,2.0,,9.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.02,,,,,,,,,,,,,,,,,,True,
201567,1610612762,Kevin Love,Kevin Love,201567,UTA,35294.0,588,-89,1249,1245,349,356,152,2494,11.0,31.0,6.0,24.0,4.0,8.0,13.0,20.0,2.0,4.0,15.0,28.0,10.0,13.0,35.0,106.0,3.0,10.0,8.0,25.0,26.0,55,50.0,134.0,35.0,237,1568,12.0,33.0,6.0,16.0,8.0,50.0,7.0,14.0,18.0,38.0,18.0,86.0,34.0,18.0,150.0,16.0,106.0,35.0,1.0,46.0,18.0,64,11.0,7.0,28.0,14.0,146,23.0,28.0,80.0,65.0,8.0,153,52.0,205,7.0,13.0,7.0,6.0,16.0,3.0,13.0,12.0,3.0,28.0,3.0,8.0,34.0,52,7.0,2.0,40.0,12.0,42.0,3.0,10.0,7.0,8.0,2.0,9.0,7.0,,86.0,348,7.0,0.6538461538461539,0.9444444444444444,1.0,0.373134328358209,0.375,0.47368421052631576,0.373134328358209,0.4727272727272727,0.36363636363636365,0.5,0.5343915343915344,0.42857142857142855,0.6538461538461539,0.5752427184466019,0.4807692307692308,0.7049180327868853,0.708994708994709,0.01818181818181818,0.03225806451612903,,16.363636363636363,0.5714285714285714,0.23529411764705882,0.2708333333333333,0.11382113821138211,0.2564102564102564,0.0659025787965616,0.26268115942028986,0.08571428571428572,0.14457831325301204,0.10743801652892562,0.05747126436781609,0.21666666666666667,0.296551724137931,0.2571428571428571,0.24553571428571427,0.2840909090909091,0.06306306306306306,0.7777777777777778,0.164021164021164,0.3548387096774194,0.36666666666666664,0.45454545454545453,0.10582010582010581,0.65,0.65,0.7692307692307693,0.021164021164021163,0.5,0.5,1.0,0.14814814814814814,0.5357142857142857,0.5357142857142857,1.0,0.5608465608465608,0.330188679245283,0.330188679245283,1.0,0.4897959183673469,0.25,,0.20408163265306123,0.3,1.0,0.15384615384615385,0.5,0.25,0.7692307692307693,0.4807692307692308,0.32,0.873015873015873,0.330188679245283,0.5456531746031746,0.5551344827586205,0.545076923076923,0.07537688442211055,0.16129032258064516,0.2109704641350211,0.3628691983122363,4.827272727272726,25.532835820895514,0.27942353883106485,6.0,0.12244897959183673,6.0,3.0,0.07142857142857142,,4.0,4.0,1.0,,3.0,1.0,1.0,,0.09090909090909091,3.0,1.0,2.0,1.0,2.0,5.0,1.0,0.04,0.5,1.0,0.0364963503649635,,,,,,,True,
1631246,1610612762,Vince Williams Jr.,Vince Williams Jr.,1631246,UTA,1302.0,22,10,50,49,14,17,9,99,,,,,,,,1.0,,,1.0,3.0,,,1.0,5.0,,,,2.0,,1,2.0,8.0,1.0,7,52,,1.0,1.0,2.0,,3.0,,,,2.0,,,,,,,5.0,1.0,,1.0,4.0,5,4.0,,,1.0,14,2.0,1.0,5.0,1.0,,6,3.0,9,,1.0,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,3,1.0,,1.0,,2.0,,1.0,,1.0,,1.0,,,,14,,,,,0.25,0.5,,0.25,,,,0.3333333333333333,0.5,,0.35,0.5,,0.8888888888888888,,,,17.741935483870968,1.0,,0.08333333333333333,0.14285714285714285,0.38461538461538464,0.09090909090909091,0.24,0.10344827586206896,1.0,,0.13333333333333333,,0.1111111111111111,,0.3333333333333333,0.5,,,,,,,0.1111111111111111,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.5555555555555556,0.2,0.2,,,,,,,,,,,,1.0,,0.8888888888888888,0.2,0.5581166666666666,0.61755,0.542475,0.1,0.5,0.42857142857142855,,9.6,24.650000000000002,0.28,2.0,0.6666666666666666,1.0,1.0,,6.0,,,,,,,,,,1.0,,,,,,,,0.5,,,,,,,,,True,
1641729,1610612762,Brice Sensabaugh,Brice Sensabaugh,1641729,UTA,17312.9,289,6,628,619,175,167,74,1247,19.0,26.0,4.0,5.0,6.0,8.0,17.0,27.0,2.0,10.0,9.0,23.0,1.0,4.0,16.0,51.0,1.0,5.0,4.0,13.0,38.0,63,25.0,74.0,29.0,180,745,7.0,10.0,1.0,7.0,3.0,20.0,11.0,19.0,5.0,17.0,11.0,48.0,60.0,16.0,63.0,2.0,51.0,16.0,7.0,7.0,11.0,18,6.0,5.0,4.0,2.0,47,8.0,4.0,22.0,7.0,1.0,30,13.0,43,2.0,13.0,8.0,5.0,9.0,1.0,5.0,5.0,4.0,14.0,1.0,3.0,15.0,26,4.0,3.0,30.0,,38.0,6.0,19.0,2.0,3.0,,3.0,1.0,,48.0,175,2.0,0.7894736842105263,0.8108108108108109,0.84,0.33783783783783783,0.14285714285714285,0.29411764705882354,0.33783783783783783,0.6031746031746031,0.7,0.5789473684210527,0.551094890510949,0.5,0.5138888888888888,0.5888157894736842,0.5263157894736842,0.5714285714285714,0.5401459854014599,0.1111111111111111,0.19230769230769232,0.07407407407407407,22.959889349930844,0.6428571428571429,0.05263157894736842,0.05223880597014925,0.03278688524590164,0.1375,0.0425531914893617,0.09863945578231292,0.03870967741935484,0.045454545454545456,0.01639344262295082,0.047619047619047616,0.05714285714285714,0.04054054054054054,0.08,0.13636363636363635,0.14,0.030303030303030304,0.3333333333333333,0.1897810218978102,0.7307692307692307,0.9047619047619048,0.7368421052631579,0.19708029197080293,0.6296296296296297,0.68,0.8235294117647058,0.072992700729927,0.2,0.2,1.0,0.1678832116788321,0.391304347826087,0.391304347826087,1.0,0.3722627737226277,0.3137254901960784,0.32,0.75,0.29411764705882354,0.8,0.25,0.29411764705882354,0.2,1.0,0.2222222222222222,0.75,0.1111111111111111,0.25,0.3611111111111111,0.3076923076923077,0.7299270072992701,0.3137254901960784,0.5306602189781021,0.48208333333333336,0.528086111111111,0.12666666666666668,0.25,0.1111111111111111,0.26666666666666666,7.211111111111111,25.422972972972968,0.2786624203821656,2.0,0.11764705882352941,3.0,1.0,0.058823529411764705,12.0,1.0,,,,3.0,,,,0.024390243902439025,,1.0,,1.0,,,,0.09090909090909091,,,,1.0,2.0,0.013513513513513514,0.0196078431372549,,,True,
1629004,1610612762,Svi Mykhailiuk,Svi Mykhailiuk,1629004,UTA,10173.099999999999,170,-4,359,358,88,82,47,717,8.0,10.0,2.0,3.0,3.0,4.0,2.0,7.0,1.0,2.0,11.0,17.0,4.0,5.0,9.0,22.0,1.0,3.0,,5.0,11.0,19,20.0,39.0,5.0,87,470,2.0,3.0,2.0,4.0,,10.0,4.0,7.0,4.0,10.0,3.0,23.0,14.0,8.0,57.0,4.0,22.0,9.0,3.0,13.0,5.0,18,5.0,,5.0,8.0,41,4.0,2.0,4.0,2.0,,6,6.0,12,1.0,4.0,2.0,2.0,3.0,1.0,,1.0,3.0,4.0,,1.0,5.0,9,,,5.0,,5.0,1.0,3.0,,,,,,,23.0,88,,0.6363636363636364,0.7777777777777778,0.95,0.5128205128205128,0.5,0.4,0.5128205128205128,0.5789473684210527,0.6666666666666666,0.5714285714285714,0.7068965517241379,0.7142857142857143,0.5882352941176471,0.725,0.7142857142857143,0.6388888888888888,0.6724137931034483,0.15789473684210525,0.1,0.2857142857142857,15.533980582524272,0.75,,0.0273972602739726,0.029411764705882353,0.05263157894736842,0.044444444444444446,0.040268456375838924,0.0379746835443038,,0.05405405405405406,0.04477611940298507,,0.04,,0.08,,0.041666666666666664,,0.1724137931034483,0.8,0.8888888888888888,0.75,0.1206896551724138,0.2857142857142857,0.4,0.5,0.034482758620689655,0.5,0.5,,0.29310344827586204,0.6470588235294118,0.6470588235294118,0.9090909090909091,0.3793103448275862,0.4090909090909091,0.4090909090909091,1.0,0.42857142857142855,0.6666666666666666,,0.42857142857142855,0.3333333333333333,1.0,0.23529411764705882,0.75,0.29411764705882354,0.8,0.29411764705882354,,0.8448275862068966,0.4090909090909091,0.5557896551724137,0.552775,0.5294823529411764,0.05,0.14285714285714285,0.11494252873563218,0.26436781609195403,5.621052631578947,24.433333333333334,0.24512534818941503,1.0,0.14285714285714285,,,,3.0,,,,,,,,,0.043478260869565216,1.0,,,,,,,,1.0,1.0,,,,,,,,True,
1641707,1610612762,Taylor Hendricks,Taylor Hendricks,1641707,UTA,4575.699999999999,76,-62,160,163,28,48,19,323,4.0,5.0,,,,,2.0,4.0,,,3.0,8.0,1.0,1.0,3.0,5.0,,,3.0,3.0,6.0,9,6.0,13.0,13.0,43,234,,,,2.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,17.0,12.0,,18.0,,5.0,3.0,,3.0,1.0,4,1.0,,2.0,1.0,9,2.0,3.0,4.0,2.0,1.0,7,5.0,12,1.0,1.0,,1.0,3.0,,3.0,1.0,,4.0,2.0,,5.0,7,,,9.0,1.0,15.0,3.0,7.0,2.0,1.0,1.0,1.0,,,17.0,28,1.0,1.0,1.0,1.0,0.46153846153846156,,1.0,0.46153846153846156,0.6666666666666666,,0.5,0.6818181818181818,,1.1666666666666667,0.7678571428571429,0.3333333333333333,1.2142857142857142,0.5909090909090909,,,,17.77777777777778,0.75,0.25,0.06451612903225806,0.10344827586206896,0.1,0.045454545454545456,0.08450704225352113,0.0684931506849315,0.125,0.058823529411764705,0.06666666666666667,0.1111111111111111,0.05555555555555555,,0.125,,0.1,,0.22727272727272727,0.8,0.8,1.0,0.18181818181818182,0.5,0.5,1.0,,,,,0.36363636363636365,0.375,0.375,1.0,0.22727272727272727,0.6,0.6,1.0,,,,,,,,,0.16666666666666666,1.0,0.5,1.0,0.8181818181818182,0.6,0.5267386363636364,,0.5064833333333333,0.2692307692307692,0.5384615384615384,0.046511627906976744,0.3953488372093023,5.066666666666666,24.0,0.175,2.0,1.0,,1.0,0.25,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,
1641718,1610612762,Keyonte George,Keyonte George,1641718,UTA,19735.4,329,-76,693,691,179,198,81,1384,11.0,22.0,1.0,4.0,1.0,2.0,27.0,51.0,13.0,24.0,3.0,8.0,,,25.0,65.0,2.0,4.0,8.0,16.0,51.0,97,28.0,73.0,54.0,240,929,2.0,7.0,2.0,4.0,2.0,12.0,11.0,20.0,8.0,16.0,26.0,72.0,52.0,50.0,54.0,,65.0,25.0,12.0,39.0,26.0,65,18.0,8.0,18.0,18.0,156,2.0,3.0,18.0,8.0,3.0,29,5.0,34,1.0,10.0,9.0,1.0,19.0,3.0,7.0,12.0,12.0,31.0,,8.0,10.0,18,,1.0,41.0,,59.0,5.0,27.0,4.0,7.0,2.0,7.0,3.0,,70.0,178,3.0,0.5098039215686274,0.5098039215686274,0.6428571428571429,0.3835616438356164,0.5,0.5,0.3835616438356164,0.5257731958762887,0.2857142857142857,0.55,0.5470588235294118,0.45454545454545453,0.6388888888888888,0.6122448979591837,0.5,0.75,0.4294117647058823,0.12371134020618557,0.2727272727272727,0.11764705882352941,28.991060025542783,0.6129032258064516,0.15789473684210525,0.058394160583941604,0.022058823529411766,0.11842105263157894,0.011560693641618497,0.08996539792387544,0.016181229773462782,0.045454545454545456,0.015151515151515152,0.015625,0.03333333333333333,0.058823529411764705,0.09090909090909091,0.1308411214953271,0.08888888888888889,0.01282051282051282,0.42857142857142855,0.12941176470588237,0.5,0.6875,0.7272727272727273,0.3,0.5294117647058824,0.6,0.48148148148148145,0.1411764705882353,0.5416666666666666,0.5416666666666666,0.38461538461538464,0.047058823529411764,0.375,0.375,1.0,0.38235294117647056,0.38461538461538464,0.390625,0.6,0.36363636363636365,0.25,1.0,0.36363636363636365,0.5,1.0,0.05555555555555555,0.5,,,0.4444444444444444,0.5,0.5588235294117647,0.38461538461538464,0.4969614705882353,0.567575,0.4718277777777778,0.15104166666666666,0.226890756302521,0.05,0.3,8.912371134020619,25.397260273972613,0.2582972582972583,,,5.0,1.0,,30.0,3.0,2.0,4.0,2.0,1.0,,,1.0,,,,,4.0,2.0,2.0,,,,,0.0273972602739726,1.0,,0.0136986301369863,0.015384615384615385,,,True,
