EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,TwoPtAssists,Assists,AtRimAssists,AssistPoints,Steals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,Fouls,Offensive Fouls,Usage,ShortMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,FTOffRebounds,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,LongMidRangeFGM,LongMidRangeAssists,StepOutOfBoundsTurnovers,BlockedLongMidRange,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Charge Fouls,Technical Free Throw Trips,LongMidRangePctBlocked,LongMidRangePctAssisted,Clear Path Fouls,Blocked3s,BlockedArc3,on,BlockedCorner3,Corner3PctBlocked,Defensive 3 Seconds Violations,OffensiveGoaltends
1627734,1610612758,Domantas Sabonis,Domantas Sabonis,1627734,SAC,214.0,4,-9.0,7,8,1,15,1.0,1,13,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,37.5,1.0,0.4114,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1630173,1610612758,Precious Achiuwa,Precious Achiuwa,1630173,SAC,21429.5,357,-37.0,716,727,102,1443,59.0,131,887,17.0,30.0,8.0,73.0,11.0,5.0,4.0,1.0,12.0,18.0,,20.33293697978597,0.39864864864864863,0.5498827702702702,4.374809160305344,156.0,232.0,51.0,70.0,24.0,33.0,9.0,12.0,26.0,2.0,1.0,5.0,2.0,4.0,12.0,2.0,1.0,2.0,77.0,5.0,17.0,9.0,178.0,32.0,49.0,4.0,2.0,66.0,15.0,24.0,1.0,2.0,4.0,37.0,66.0,88.0,15.0,48.0,12.0,4.0,10.0,13.0,12.0,1.0,9.0,15.0,32.0,33.0,27.0,8.0,68.0,47.0,115.0,10.0,6.0,8.0,1.0,1.0,2.0,7.0,2.0,2.0,14.0,1.0,23.0,1.0,3.0,24.0,2.0,12.0,1.0,10.0,6.0,4.0,10.0,6.0,3.0,37.0,155.0,1.0,0.42857142857142855,0.6226415094339622,1.0,0.29411764705882354,0.5,0.29411764705882354,0.5877862595419847,0.6530612244897959,0.625,0.5709459459459459,0.6037735849056604,0.6346153846153846,0.559748427672956,0.6111111111111112,0.6166666666666667,0.11486486486486487,0.07633587786259542,0.04285714285714286,0.11864406779661017,0.6666666666666666,0.38095238095238093,0.17647058823529413,0.16753926701570682,0.20496894409937888,0.09933774834437085,0.1910828025477707,0.13742690058479531,0.2765957446808511,0.11570247933884298,0.21739130434782608,0.07627118644067797,0.18181818181818182,0.1875,0.16470588235294117,0.2,0.21705426356589147,0.15625,0.17857142857142858,0.6,0.47297297297297297,0.7285714285714285,0.7611940298507462,0.4117647058823529,0.4406779661016949,0.5,0.46153846153846156,0.013513513513513514,0.033783783783783786,0.2,0.2,1.0,0.08108108108108109,0.3333333333333333,0.3333333333333333,1.0,0.6226415094339622,0.7272727272727273,0.041666666666666664,0.03773584905660377,0.03773584905660377,0.46153846153846156,0.75,0.07692307692307693,0.5,0.5878378378378378,0.3333333333333333,0.5778916666666666,0.5598365384615385,0.0759493670886076,0.0851063829787234,0.3707865168539326,0.20786516853932585,25.64705882352941,0.21787709497206703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1631342,1610612758,Daeqwon Plowden,Daeqwon Plowden,1631342,SAC,47105.100000000006,785,-215.0,1615,1640,213,3255,38.0,85,2024,20.0,36.0,9.0,88.0,21.0,8.0,10.0,2.0,21.0,72.0,2.0,15.80074986609534,0.14728682170542637,0.5449224806201548,4.215294117647057,358.0,425.0,40.0,47.0,8.0,9.0,13.0,14.0,13.0,,11.0,45.0,8.0,47.0,128.0,12.0,11.0,29.0,53.0,58.0,173.0,36.0,316.0,10.0,11.0,20.0,2.0,46.0,15.0,23.0,12.0,39.0,7.0,73.0,82.0,24.0,165.0,12.0,128.0,47.0,10.0,16.0,14.0,2.0,11.0,12.0,16.0,27.0,31.0,,58.0,29.0,87.0,2.0,13.0,11.0,3.0,7.0,2.0,4.0,2.0,6.0,43.0,2.0,39.0,1.0,3.0,43.0,5.0,17.0,1.0,5.0,2.0,3.0,5.0,1.0,,73.0,353.0,1.0,0.7735849056603774,0.8723404255319149,0.9482758620689655,0.3352601156069364,0.3076923076923077,0.3352601156069364,0.6235294117647059,0.9090909090909091,0.6521739130434783,0.5426356589147286,0.7096774193548387,0.532258064516129,0.5766423357664233,0.71875,0.553030303030303,0.6705426356589147,0.11764705882352941,0.0425531914893617,0.21052631578947367,0.5238095238095238,,0.09144542772861357,0.03747072599531616,0.07541899441340782,0.03287671232876712,0.08321377331420372,0.03535353535353535,0.05154639175257732,0.02734375,0.05405405405405406,0.02857142857142857,0.047058823529411764,0.14150943396226415,0.06217616580310881,0.1,0.07773851590106007,0.06666666666666667,0.014925373134328358,0.2,0.1821705426356589,0.851063829787234,0.8888888888888888,0.725,0.34210526315789475,0.43333333333333335,0.9230769230769231,,0.1744186046511628,0.24444444444444444,0.24444444444444444,1.0,0.49612403100775193,0.3671875,0.3700787401574803,0.9361702127659575,0.2903225806451613,0.8888888888888888,0.125,0.25806451612903225,0.3870967741935484,0.22580645161290322,0.9285714285714286,0.46774193548387094,0.3793103448275862,0.8527131782945736,0.3671875,0.5701761904761905,0.5611137096774192,0.07380073800738007,0.17525773195876287,0.14556962025316456,0.2310126582278481,25.56127167630058,0.221671826625387,3.0,1.0,10.0,5.0,8.0,9.0,1.0,1.0,5.0,2.0,5.0,5.0,0.4,0.005780346820809248,0.0078125,0.024390243902439025,0.375,1.0,0.4166666666666667,1.0,0.16129032258064516,0.1,0.017241379310344827,,,,,,,,,,,,,,True,,,,
201566,1610612758,Russell Westbrook,Russell Westbrook,201566,SAC,10028.0,167,-51.0,356,362,40,718,22.0,44,481,40.0,49.0,16.0,107.0,5.0,1.0,4.0,,14.0,11.0,,26.683291770573568,0.2716049382716049,0.5058907407407408,8.213636363636365,64.0,105.0,5.0,12.0,,2.0,,1.0,10.0,10.0,3.0,9.0,2.0,11.0,28.0,2.0,3.0,7.0,19.0,14.0,37.0,18.0,98.0,,2.0,4.0,,3.0,3.0,8.0,3.0,9.0,4.0,19.0,2.0,36.0,36.0,,28.0,11.0,6.0,9.0,4.0,5.0,22.0,1.0,4.0,13.0,9.0,3.0,25.0,5.0,30.0,2.0,4.0,10.0,1.0,8.0,1.0,2.0,1.0,1.0,6.0,,15.0,,1.0,26.0,1.0,10.0,2.0,3.0,,2.0,3.0,,,19.0,64.0,2.0,0.05263157894736842,0.05263157894736842,0.8571428571428571,0.3783783783783784,0.3333333333333333,0.3783783783783784,0.4318181818181818,,0.375,0.49382716049382713,0.25,0.4411764705882353,0.5268817204301075,0.25,0.475,0.4567901234567901,0.13636363636363635,0.16666666666666666,0.18181818181818182,0.7142857142857143,0.5,0.11842105263157894,0.043010752688172046,0.18055555555555555,0.016129032258064516,0.14864864864864866,0.03225806451612903,0.0625,0.05,,,0.058823529411764705,0.15789473684210525,0.11538461538461539,,0.2,0.11764705882352941,0.04878048780487805,,0.14814814814814814,0.4166666666666667,0.5,,0.45454545454545453,0.5555555555555556,0.1,0.12345679012345678,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,0.345679012345679,0.39285714285714285,0.4074074074074074,0.8181818181818182,0.3333333333333333,,,0.3333333333333333,0.3333333333333333,0.058823529411764705,,0.4117647058823529,0.42857142857142855,0.6049382716049383,0.39285714285714285,0.52404,0.4986735294117648,0.12087912087912088,0.18867924528301888,0.030612244897959183,0.19387755102040816,25.93783783783784,0.1797752808988764,,,2.0,1.0,1.0,6.0,1.0,,,,1.0,2.0,0.25,0.02702702702702703,0.03571428571428571,,,,0.5,,0.11764705882352941,,0.02631578947368421,4.0,2.0,1.0,1.0,0.4,0.4,,,,,,,,True,,,,
201942,1610612758,DeMar DeRozan,DeMar DeRozan,201942,SAC,16337.399999999998,272,-85.0,565,571,65,1136,46.0,112,764,29.0,51.0,14.0,124.0,6.0,2.0,7.0,,18.0,17.0,,26.875,0.359375,0.46519921875,12.676785714285712,113.0,170.0,10.0,14.0,1.0,1.0,,,22.0,52.0,2.0,6.0,,3.0,10.0,1.0,1.0,2.0,54.0,5.0,16.0,51.0,174.0,3.0,4.0,1.0,5.0,11.0,11.0,23.0,1.0,2.0,9.0,34.0,38.0,70.0,15.0,4.0,10.0,3.0,5.0,22.0,19.0,3.0,12.0,5.0,3.0,12.0,7.0,2.0,21.0,8.0,29.0,3.0,4.0,11.0,3.0,5.0,1.0,6.0,2.0,5.0,9.0,1.0,42.0,,3.0,59.0,4.0,24.0,4.0,4.0,1.0,3.0,4.0,2.0,,33.0,112.0,3.0,0.35185185185185186,0.36538461538461536,1.0,0.3125,0.5,0.3125,0.48214285714285715,0.75,0.4782608695652174,0.48046875,0.6,0.5,0.5616883116883117,0.625,0.5483870967741935,0.125,0.044642857142857144,0.07142857142857142,0.06521739130434782,0.6111111111111112,0.2222222222222222,0.061946902654867256,0.022222222222222223,0.10909090909090909,0.04950495049504951,0.08520179372197309,0.03389830508474576,0.03225806451612903,0.030303030303030304,,0.056338028169014086,0.03333333333333333,0.046511627906976744,0.06779661016949153,0.09090909090909091,0.11494252873563218,0.08695652173913043,0.047619047619047616,0.5,0.109375,0.7142857142857143,0.7692307692307693,0.5,0.4782608695652174,0.5116279069767442,0.22727272727272727,0.40625,0.046875,0.3333333333333333,0.3333333333333333,1.0,0.078125,0.3,0.3,1.0,0.2,1.0,,,0.2,,,0.08,0.5,0.234375,0.3,0.5166666666666667,0.4214959999999999,0.17333333333333334,0.18181818181818182,0.06321839080459771,0.19540229885057472,25.131249999999998,0.2,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,0.1111111111111111,22.0,3.0,1.0,,0.4230769230769231,0.43137254901960786,1.0,1.0,0.019230769230769232,0.4090909090909091,,,,True,,,,
1631165,1610612758,Keon Ellis,Keon Ellis,1631165,SAC,553.0,9,-18.0,18,19,3,37,,1,31,,,,,,,1.0,,1.0,1.0,1.0,19.047619047619047,,0.5042833333333333,19.6,,,,,,,,,,1.0,,,,2.0,2.0,,,,,2.0,2.0,,6.0,,,,,,,,,,,,,,3.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,1.0,,,,1.0,,,1.0,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,0.6666666666666666,1.0,1.0,0.5,,,,,,,,,,0.6666666666666666,1.0,,,,,,,26.950000000000003,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1628370,1610612758,Malik Monk,Malik Monk,1628370,SAC,13823.1,230,-125.0,479,485,63,964,25.0,53,635,35.0,47.0,16.0,106.0,6.0,2.0,3.0,,19.0,18.0,,26.268115942028988,0.2066115702479339,0.5133000000000002,7.113207547169809,115.0,134.0,12.0,19.0,,,1.0,2.0,12.0,9.0,1.0,8.0,2.0,18.0,60.0,10.0,6.0,16.0,27.0,19.0,68.0,9.0,120.0,1.0,1.0,12.0,,14.0,8.0,13.0,6.0,17.0,2.0,36.0,22.0,32.0,39.0,,60.0,18.0,2.0,12.0,9.0,3.0,14.0,,2.0,8.0,10.0,2.0,20.0,2.0,22.0,1.0,4.0,16.0,1.0,13.0,1.0,3.0,2.0,4.0,15.0,,11.0,,,11.0,1.0,5.0,1.0,4.0,1.0,3.0,5.0,3.0,,36.0,115.0,1.0,0.4074074074074074,0.4074074074074074,0.6842105263157895,0.27941176470588236,0.35294117647058826,0.27941176470588236,0.5094339622641509,1.0,0.6153846153846154,0.45867768595041325,0.5384615384615384,0.5666666666666667,0.47619047619047616,0.5384615384615384,0.5806451612903226,0.5619834710743802,0.03773584905660377,,0.08,0.8421052631578947,0.13333333333333333,0.09803921568627451,0.015267175572519083,0.07766990291262135,,0.08780487804878048,0.008032128514056224,0.034482758620689655,0.012195121951219513,,,,0.11764705882352941,0.08064516129032258,0.16666666666666666,0.07407407407407407,0.09090909090909091,0.014084507042253521,0.6,0.15702479338842976,0.631578947368421,0.631578947368421,0.5833333333333334,0.48,0.5217391304347826,0.3333333333333333,0.0743801652892562,0.06611570247933884,0.125,0.125,1.0,0.49586776859504134,0.3,0.3050847457627119,0.6666666666666666,,,,0.15384615384615385,0.7692307692307693,0.06666666666666667,0.5,0.5333333333333333,0.375,0.71900826446281,0.3,0.49649583333333336,0.4579866666666667,0.04,0.08771929824561403,0.11666666666666667,0.3,26.52647058823529,0.24008350730688935,,,1.0,4.0,4.0,18.0,1.0,,2.0,,,1.0,0.3333333333333333,0.014705882352941176,0.016666666666666666,,,,0.4,1.0,0.03333333333333333,,,3.0,5.0,1.0,,0.3333333333333333,0.3333333333333333,,,,,1.0,1.0,1.0,True,,,,
1629234,1610612758,Drew Eubanks,Drew Eubanks,1629234,SAC,5119.5,85,-27.0,177,183,21,360,15.0,29,215,5.0,7.0,2.0,16.0,2.0,2.0,2.0,,5.0,8.0,,19.211822660098523,0.5,0.5076083333333334,5.758620689655172,37.0,50.0,11.0,13.0,1.0,1.0,2.0,2.0,7.0,1.0,,1.0,,,,,,,18.0,,1.0,5.0,41.0,2.0,3.0,,2.0,6.0,5.0,6.0,,1.0,4.0,14.0,30.0,6.0,,2.0,,,3.0,2.0,2.0,,,3.0,4.0,8.0,8.0,,16.0,7.0,23.0,1.0,,3.0,,1.0,1.0,2.0,,1.0,5.0,1.0,6.0,,2.0,9.0,1.0,3.0,2.0,6.0,3.0,3.0,6.0,2.0,2.0,14.0,37.0,2.0,0.8333333333333334,0.8823529411764706,,,,,0.6206896551724138,0.6666666666666666,0.8333333333333334,0.6,0.6666666666666666,0.7142857142857143,0.6029411764705882,0.75,0.7777777777777778,0.03333333333333333,0.10344827586206896,0.07692307692307693,0.13333333333333333,0.6,,0.16,0.07142857142857142,0.20512820512820512,0.075,0.1797752808988764,0.07291666666666667,0.125,0.03225806451612903,0.1111111111111111,0.06666666666666667,0.1,0.11764705882352941,0.17857142857142858,0.2,0.1935483870967742,0.25,0.1111111111111111,0.3333333333333333,0.43333333333333335,0.8461538461538461,0.9166666666666666,0.9090909090909091,0.4666666666666667,0.5384615384615384,0.7142857142857143,0.03333333333333333,0.03333333333333333,,,,,,,,0.3333333333333333,1.0,,,,0.2857142857142857,1.0,,,0.4666666666666667,,0.5294,0.5297642857142858,0.09375,0.0967741935483871,0.14634146341463414,0.34146341463414637,22.5,0.20903954802259886,,,1.0,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,3.0,1.0,,,,,,,,,,,True,,,,
1630165,1610612758,Killian Hayes,Killian Hayes,1630165,SAC,13187.3,220,-15.0,454,452,62,906,30.0,41,515,25.0,50.0,14.0,125.0,14.0,5.0,4.0,1.0,15.0,22.0,1.0,19.589552238805968,0.35714285714285715,0.4891361445783133,10.646341463414634,122.0,117.0,3.0,3.0,,,,,10.0,8.0,,6.0,,10.0,37.0,1.0,2.0,8.0,15.0,10.0,43.0,12.0,72.0,1.0,3.0,1.0,,5.0,5.0,10.0,2.0,10.0,6.0,22.0,10.0,20.0,18.0,,37.0,10.0,3.0,25.0,18.0,7.0,10.0,1.0,1.0,15.0,10.0,,25.0,2.0,27.0,2.0,9.0,11.0,2.0,10.0,,1.0,1.0,4.0,9.0,,11.0,1.0,,13.0,1.0,5.0,2.0,1.0,1.0,,1.0,1.0,,22.0,120.0,2.0,0.3333333333333333,0.3333333333333333,0.6,0.23255813953488372,0.2,0.23255813953488372,0.36585365853658536,0.3333333333333333,0.5,0.35714285714285715,0.625,0.4,0.4,0.625,0.4782608695652174,0.5119047619047619,0.07317073170731707,,0.06666666666666667,0.7333333333333333,,0.09174311926605505,0.00909090909090909,0.14423076923076922,0.007462686567164179,0.11737089201877934,0.00819672131147541,,0.013333333333333334,,,0.03571428571428571,0.12121212121212122,0.09523809523809523,,0.13414634146341464,0.18181818181818182,0.03636363636363636,1.0,0.03571428571428571,1.0,1.0,,0.3333333333333333,0.35714285714285715,0.4,0.09523809523809523,0.07142857142857142,,,,0.44047619047619047,0.2702702702702703,0.2702702702702703,0.6,,,,,0.25,,,0.4,0.25,0.5476190476190477,0.2702702702702703,0.46625,0.4607475,0.056818181818181816,0.1111111111111111,0.06944444444444445,0.3055555555555556,26.079069767441858,0.2687224669603524,,,2.0,1.0,1.0,12.0,,,1.0,,,2.0,1.0,,,,,,1.0,1.0,0.1,,,2.0,1.0,,,0.25,0.2857142857142857,,,0.125,0.5,,,,True,,,,
1631116,1610612758,Patrick Baldwin Jr.,Patrick Baldwin Jr.,1631116,SAC,2700.8,45,-28.0,92,96,12,188,3.0,6,104,1.0,1.0,,2.0,1.0,1.0,1.0,,2.0,4.0,,14.814814814814813,0.23076923076923078,0.5361807692307693,3.466666666666667,13.0,15.0,1.0,3.0,1.0,3.0,,2.0,2.0,,,3.0,1.0,1.0,4.0,,,,3.0,1.0,7.0,1.0,10.0,2.0,4.0,1.0,,4.0,,2.0,,,,,4.0,2.0,3.0,,4.0,1.0,,,,,1.0,2.0,3.0,2.0,2.0,1.0,5.0,5.0,10.0,1.0,,1.0,1.0,1.0,,,,,4.0,,2.0,,,2.0,,1.0,,1.0,,1.0,1.0,,,,13.0,,0.6666666666666666,0.6666666666666666,1.0,0.14285714285714285,,0.14285714285714285,0.5,0.5,,0.34615384615384615,0.4,,0.35714285714285715,0.4,,0.5384615384615384,,,,0.5,0.5,0.1,0.09375,0.11764705882352941,0.07142857142857142,0.10810810810810811,0.08333333333333333,0.1111111111111111,0.1,,0.09090909090909091,,0.125,0.09090909090909091,,0.07692307692307693,0.25,0.1111111111111111,,0.23076923076923078,0.3333333333333333,0.3333333333333333,,0.6666666666666666,0.6666666666666666,1.0,,0.23076923076923078,,,,0.3076923076923077,0.25,0.25,1.0,0.6,0.3333333333333333,,0.2,,1.0,,,,0.7692307692307693,0.25,0.5702666666666666,0.76985,0.07142857142857142,0.14285714285714285,0.4,,26.142857142857142,0.14130434782608695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
