EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PenaltyFtPoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,OffRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Steals,BadPassSteals,BadPassTurnovers,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,SecondChanceCorner3FGA,Charge Fouls,2pt And 1 Free Throw Trips,SecondChanceCorner3Frequency,SelfOReb,Travels,BlockedLongMidRange,DefensiveGoaltends,DefAtRimReboundPct,SelfORebPct,FTDefRebounds,DefFTReboundPct,LostBallSteals,OffLongMidRangeReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,OffensiveGoaltends,StepOutOfBoundsTurnovers,Charge Fouls Drawn,Blocked3s,BlockedArc3,Technical Free Throw Trips,BlockedCorner3,Corner3PctBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips
1626145,1610612742,Tyus Jones,Tyus Jones,1626145,DAL,2330.3999999999996,39,77,81,44,20,20,158,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,5.0,1,3,3.0,9.0,1.0,12,81,1.0,1.0,3.0,1,2,2.0,6.0,8,2.0,6.0,3.0,7.0,2.0,4.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,14.0,1.0,1,1,1.0,1.0,2.0,2.0,1.0,8,44,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.4583333333333333,1.5,0.5,0.46153846153846156,1.5,0.5,0.75,12.745098039215685,0.0625,0.025,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.5,0.5,1.0,0.16666666666666666,0.5,0.5,1.0,0.5833333333333334,0.2857142857142857,0.2857142857142857,0.5,1.0,1.0,1.0,0.125,1.0,0.625,0.2,0.8333333333333334,0.2857142857142857,0.4946166666666667,0.50475,0.47711875000000004,0.07692307692307693,0.25,0.25,0.6666666666666666,13.533333333333331,25.7,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1628963,1610612742,Marvin Bagley III,Marvin Bagley III,1628963,DAL,2761.0,46,92,96,40,29,18,188,5.0,,,1.0,1.0,,,1.0,4.0,,,1.0,3.0,6,9,2.0,5.0,3.0,21,104,,,5.0,2,2,1.0,3.0,8,8.0,6.0,,4.0,1.0,2.0,,2.0,,,1.0,1.0,,4.0,5.0,13,20,6.0,6.0,5.0,6.0,2.0,8,40,0.6666666666666666,1.0,1.0,0.4,,0.3333333333333333,0.4,0.6666666666666666,1.0,0.6428571428571429,1.0,0.7,0.6176470588235294,0.8333333333333334,0.5714285714285714,0.35714285714285715,16.8141592920354,0.2777777777777778,0.3170731707317073,0.25,0.35714285714285715,,,,,0.07142857142857142,1.0,1.0,1.0,0.2857142857142857,0.25,0.25,1.0,,,,,,0.6,0.3333333333333333,0.7142857142857143,0.25,0.5435607142857143,0.67745,0.55596,0.125,0.18181818181818182,0.23809523809523808,0.38095238095238093,3.6000000000000005,26.379999999999995,0.43478260869565216,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,1.0,8.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,0.2222222222222222,0.2,0.25,0.5,0.5,0.34782608695652173,0.12121212121212122,0.09090909090909091,0.10909090909090909,0.2,0.0625,0.0625,0.16666666666666666,0.5384615384615384,0.3333333333333333,0.2857142857142857,0.25,0.8,1.0,0.5,0.2857142857142857,0.5,0.6666666666666666,1.0,1.0,1.0,0.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1628997,1610612742,Caleb Martin,Caleb Martin,1628997,DAL,2730.3999999999996,46,88,93,54,30,7,181,4.0,1.0,1.0,1.0,3.0,1.0,3.0,,1.0,,,,1.0,5,8,1.0,4.0,8.0,21,114,,,,4,5,1.0,4.0,16,8.0,3.0,,1.0,,,,,,,,,,,4.0,4,4,3.0,5.0,7.0,12.0,6.0,16,54,0.8,0.8,1.0,0.25,,0.25,0.25,0.625,0.8,0.5416666666666666,,0.6111111111111112,0.5833333333333334,,0.6153846153846154,0.3333333333333333,21.875,0.16,0.1111111111111111,0.14285714285714285,0.3333333333333333,0.08333333333333333,1.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,0.08333333333333333,,,,,,,0.3333333333333333,0.3333333333333333,0.1111111111111111,,0.6666666666666666,,0.5650166666666666,,0.5536777777777778,0.3333333333333333,0.42857142857142855,,0.7619047619047619,6.4875,23.75,0.6136363636363636,-31.0,2.0,,,2.0,2.0,2.0,3.0,,,,5.0,2.0,,,,,,,,1.0,1.0,2.0,,3.0,,3.0,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,0.16666666666666666,,0.5,0.5,1.0,0.25,0.6666666666666666,0.6666666666666666,0.5,,,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1630230,1610612742,Naji Marshall,Naji Marshall,1630230,DAL,2574.6000000000004,43,93,86,28,7,15,179,6.0,1.0,1.0,,1.0,,,,1.0,,1.0,,,12,22,,2.0,4.0,28,103,,2.0,4.0,3,5,,,7,10.0,,,1.0,,1.0,4.0,5.0,1.0,3.0,1.0,,,14.0,3.0,7,7,1.0,3.0,4.0,6.0,4.0,7,28,0.4166666666666667,0.4166666666666667,,,,,,0.5454545454545454,0.6,0.5,0.4,0.6,0.5384615384615384,0.4,0.5833333333333334,0.08333333333333333,25.225225225225223,0.1875,0.16279069767441862,0.25,0.25,0.041666666666666664,1.0,1.0,1.0,0.041666666666666664,,,,0.041666666666666664,,,,0.2,,,,,,,0.3333333333333333,,0.49708749999999996,0.45652,0.51252,0.15384615384615385,0.16666666666666666,0.14285714285714285,0.25,6.636363636363637,23.7,0.3010752688172043,8.0,5.0,,,1.0,1.0,6.0,15.0,2.0,3.0,,1.0,14.0,,3.0,,,,4.0,,,,2.0,,2.0,,,,,1.0,,1.0,1.0,1.0,,0.6666666666666666,0.13636363636363635,,0.2,,,0.14814814814814814,,,,,,,,0.125,0.2857142857142857,0.16666666666666666,1.0,0.8333333333333334,0.8333333333333334,0.4,0.625,0.4,0.5,0.3333333333333333,,,0.2,1.0,1.0,1.0,,,,,,,1.0,1.0,2.0,0.2,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1642358,1610612742,AJ Johnson,AJ Johnson,1642358,DAL,11683.8,195,400,415,222,123,67,815,32.0,,1.0,2.0,6.0,1.0,3.0,2.0,21.0,,4.0,1.0,11.0,16,45,4.0,27.0,13.0,57,459,,4.0,9.0,8,23,2.0,14.0,26,12.0,9.0,3.0,21.0,2.0,15.0,7.0,22.0,5.0,2.0,6.0,6.0,3.0,51.0,11.0,17,22,6.0,9.0,11.0,15.0,8.0,26,222,0.375,0.4,0.75,0.14814814814814814,,0.14285714285714285,0.14814814814814814,0.35555555555555557,0.34782608695652173,0.3055555555555556,0.2222222222222222,0.2972972972972973,0.36538461538461536,0.4090909090909091,0.3333333333333333,0.375,17.647058823529413,0.12643678160919541,0.096045197740113,0.08333333333333333,0.4444444444444444,0.013888888888888888,,,,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2916666666666667,0.09523809523809523,0.09523809523809523,0.5,0.4444444444444444,,,0.08108108108108109,0.3333333333333333,0.2972972972972973,0.09090909090909091,0.8194444444444444,0.09523809523809523,0.5841402777777778,0.48727499999999996,0.5769581081081081,0.1038961038961039,0.16,0.15789473684210525,0.45614035087719296,3.4400000000000004,25.99259259259259,0.555,-25.0,13.0,1.0,2.0,7.0,16.0,3.0,12.0,2.0,5.0,5.0,4.0,20.0,2.0,11.0,3.0,2.0,,6.0,5.0,4.0,1.0,2.0,2.0,6.0,,3.0,,1.0,2.0,,1.0,2.0,1.0,1.0,0.4,0.24444444444444444,0.25,0.25,0.6666666666666666,,0.06666666666666667,0.01904761904761905,0.030612244897959183,0.024630541871921183,0.023255813953488372,0.02127659574468085,0.039473684210526314,,0.05555555555555555,,0.14285714285714285,0.5,0.40625,0.5416666666666666,0.38461538461538464,0.16666666666666666,0.25,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.5,0.43243243243243246,0.4375,4.0,4.0,2.0,,,,,1.0,,,3.0,,1.0,1.0,1.0,1.0,0.13636363636363635,0.025,,,,,,,,,,,,,,,,True,,,,,,,,,,
202691,1610612742,Klay Thompson,Klay Thompson,202691,DAL,1507.0,25,54,55,22,22,6,109,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,7.0,,,1.0,3.0,5,7,2.0,9.0,2.0,18,56,,1.0,,1,2,2.0,4.0,10,8.0,6.0,,7.0,1.0,2.0,,2.0,,,1.0,1.0,,4.0,1.0,2,2,,,1.0,2.0,1.0,10,22,0.8,0.8,1.0,0.2222222222222222,,0.5,0.2222222222222222,0.7142857142857143,0.5,0.5,,0.6666666666666666,0.5294117647058824,,0.7142857142857143,0.5625,28.333333333333336,0.08333333333333333,0.038461538461538464,,0.1875,0.1875,0.6666666666666666,0.6666666666666666,0.5,0.125,0.5,0.5,1.0,0.4375,0.14285714285714285,0.14285714285714285,1.0,,,,0.16666666666666666,1.0,0.5,0.3333333333333333,0.75,0.14285714285714285,0.5333375,0.5712,0.4927999999999999,0.058823529411764705,0.125,,0.5555555555555556,9.200000000000001,25.666666666666668,0.4074074074074074,-3.0,2.0,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,0.09090909090909091,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0625,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,1.0,0.25,,,,,,,,,,,,,,True,,,,,,,,,,
1629023,1610612742,P.J. Washington,P.J. Washington,1629023,DAL,1306.1999999999998,22,46,43,20,7,10,89,4.0,,,,1.0,,,1.0,4.0,,,,1.0,2,6,1.0,5.0,4.0,11,53,,1.0,3.0,1,3,,1.0,6,2.0,3.0,,4.0,1.0,,1.0,1.0,,1.0,,,,3.0,,2,5,,,3.0,6.0,,6,20,0.5,1.0,1.0,0.2,,,0.2,0.3333333333333333,0.3333333333333333,0.3181818181818182,0.2,0.25,0.39285714285714285,0.25,0.42857142857142855,0.45454545454545453,25.0,,0.1,,0.36363636363636365,,,,,0.09090909090909091,,,,0.36363636363636365,0.25,0.25,1.0,,,,,,0.25,,0.8181818181818182,0.25,0.5523545454545455,0.522775,0.5275,,,0.2727272727272727,0.5454545454545454,2.733333333333334,26.439999999999998,0.43478260869565216,3.0,2.0,1.0,2.0,1.0,2.0,,2.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,,2.0,3.0,1.0,,,1.0,1.0,,1.0,1.0,3.0,,,,,,3.0,0.25,0.3333333333333333,0.5,,1.0,,0.15384615384615385,0.06666666666666667,0.18181818181818182,0.11538461538461539,,0.125,0.2222222222222222,,0.125,,,,0.5,1.0,0.5,0.18181818181818182,,,,0.4,0.5,0.5,0.5,2.0,2.0,,,,,,,1.0,,,0.2,1.0,,,,0.5,0.16666666666666666,,,,,,,,,,,,,,,,True,,,,,,,,,,
1630314,1610612742,Brandon Williams,Brandon Williams,1630314,DAL,4380.0,73,148,156,61,33,20,304,11.0,3.0,4.0,1.0,3.0,1.0,3.0,4.0,10.0,,,1.0,5.0,14,25,5.0,13.0,18.0,61,171,,,7.0,3,6,2.0,8.0,19,8.0,12.0,3.0,10.0,4.0,7.0,5.0,12.0,2.0,3.0,5.0,2.0,,29.0,5.0,11,12,5.0,5.0,15.0,22.0,13.0,19,61,0.2857142857142857,0.3076923076923077,0.8,0.38461538461538464,,0.25,0.38461538461538464,0.56,0.5,0.5657894736842105,0.6666666666666666,0.42857142857142855,0.648936170212766,0.875,0.5588235294117647,0.34210526315789475,31.764705882352942,0.14285714285714285,0.13513513513513514,0.14285714285714285,0.2894736842105263,0.10526315789473684,0.75,0.75,0.6666666666666666,0.07894736842105263,0.3333333333333333,0.3333333333333333,1.0,0.2631578947368421,0.4,0.4,0.75,,,,0.21428571428571427,0.3333333333333333,0.35714285714285715,0.2,0.631578947368421,0.4,0.5280276315789475,0.5323666666666667,0.5279035714285714,0.2765957446808511,0.38235294117647056,0.11475409836065574,0.3114754098360656,6.8000000000000025,25.592307692307692,0.41216216216216217,-1.0,8.0,1.0,1.0,2.0,3.0,3.0,10.0,2.0,3.0,3.0,7.0,20.0,2.0,2.0,,1.0,,5.0,1.0,5.0,2.0,2.0,2.0,7.0,,3.0,,,3.0,,3.0,3.0,1.0,,0.6666666666666666,0.08,0.18181818181818182,,0.7142857142857143,,0.1282051282051282,0.02631578947368421,,0.014492753623188406,0.0625,,,,0.05263157894736842,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.7272727272727273,0.8888888888888888,0.25,0.2631578947368421,0.3,0.3,,0.3333333333333333,1.0,0.21428571428571427,0.6666666666666666,2.0,1.0,3.0,,,,,,,,4.0,,,,,,0.09090909090909091,,1.0,0.1111111111111111,1.0,,,,,,,,,,,,,True,,,,,,,,,,
203939,1610612742,Dwight Powell,Dwight Powell,203939,DAL,6493.4,108,219,236,145,70,38,455,14.0,,,1.0,3.0,1.0,2.0,,,,,,,10,17,1.0,3.0,11.0,34,272,,,11.0,7,13,1.0,2.0,23,14.0,3.0,,,,3.0,5.0,8.0,5.0,,1.0,1.0,1.0,21.0,7.0,19,33,10.0,18.0,11.0,15.0,6.0,23,145,0.7,1.0,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.5882352941176471,0.5384615384615384,0.575,0.75,0.5666666666666667,0.6296296296296297,0.7857142857142857,0.6052631578947368,0.15,12.927756653992397,0.14583333333333334,0.17894736842105263,0.15384615384615385,0.7,,,,,0.15,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,0.13333333333333333,0.5,,,0.85,,0.6218425,0.5540333333333334,0.61321,0.24,0.2727272727272727,0.3235294117647059,0.6764705882352942,2.4294117647058826,23.3,0.6621004566210046,-43.0,10.0,3.0,4.0,7.0,11.0,,3.0,3.0,4.0,5.0,6.0,6.0,6.0,3.0,6.0,8.0,,10.0,14.0,3.0,2.0,4.0,1.0,7.0,1.0,5.0,5.0,2.0,,,,,,2.0,0.75,0.17647058823529413,0.14285714285714285,0.3333333333333333,0.42857142857142855,,0.2127659574468085,0.15384615384615385,0.0967741935483871,0.12280701754385964,0.05263157894736842,0.24,0.0851063829787234,0.13333333333333333,0.17857142857142858,0.2857142857142857,0.14285714285714285,,0.7142857142857143,0.8333333333333334,0.7,0.15,,,,1.0,0.75,0.7333333333333333,0.6363636363636364,5.0,2.0,2.0,1.0,2.0,,,2.0,,,1.0,,,,,,0.25,,2.0,0.2222222222222222,3.0,0.125,,,,,,,,,,,,True,,,,,,,,,,
1631108,1610612742,Max Christie,Max Christie,1631108,DAL,2894.0,48,96,97,43,24,16,193,1.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,5.0,,1.0,2.0,5.0,6,10,4.0,8.0,4.0,28,118,,2.0,2.0,4,4,3.0,7.0,21,8.0,12.0,,5.0,2.0,3.0,,3.0,,,1.0,1.0,1.0,6.0,2.0,2,3,3.0,4.0,3.0,4.0,1.0,21,43,0.6666666666666666,0.6666666666666666,1.0,0.5,,0.42857142857142855,0.5,0.6,1.0,0.6666666666666666,0.25,0.7727272727272727,0.7,0.25,0.8076923076923077,0.4444444444444444,20.17543859649123,0.10526315789473684,0.047619047619047616,,0.05555555555555555,0.16666666666666666,0.6666666666666666,0.6666666666666666,,0.16666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.2777777777777778,0.4,0.5,1.0,0.25,,,0.18181818181818182,0.5,0.45454545454545453,0.4,0.5,0.4,0.48831111111111103,0.466425,0.5125,0.05263157894736842,0.09090909090909091,0.07142857142857142,0.75,11.249999999999998,25.037499999999998,0.4479166666666667,-17.0,1.0,,,1.0,1.0,3.0,6.0,1.0,2.0,,4.0,4.0,,1.0,1.0,,,,1.0,2.0,1.0,1.0,2.0,3.0,,1.0,,1.0,,,,,,,0.5,0.1,,0.16666666666666666,0.6666666666666666,,,,0.037037037037037035,0.0196078431372549,,,0.047619047619047616,,,,0.11764705882352941,,1.0,1.0,1.0,0.3333333333333333,0.5,0.6,1.0,,,0.09090909090909091,1.0,1.0,1.0,,,,,,1.0,1.0,,,0.25,,,,,,,,,,,1.0,0.125,0.2,,,,,,,,,True,,,,,,,,,,
