EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyArc3FGA,FtPoints,PenaltyFG3A,PtsUnassisted2s,PtsUnassisted3s,LiveBallTurnovers,BadPassTurnovers,Turnovers,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,LiveBallTurnoverPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,DeadBallTurnovers,Offensive Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChancePointsPct,Arc3Assists,BadPassSteals,LostBallTurnovers,PenaltyFtPoints,ShortMidRangeAssists,FTDefRebounds,PenaltyTurnovers,Loose Ball Fouls,BlockedAtRim,DefFTReboundPct,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,OffThreePtRebounds,SecondChanceFg3Pct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Corner3FGM,Corner3FGA,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,on,Fg2aBlocked,Fg3aBlocked,LongMidRangeAssists,FTOffRebounds,SelfOReb,Travels,SecondChanceTurnovers,Loose Ball Fouls Drawn,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,Charge Fouls Drawn,Offensive Fouls Drawn,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,3pt And 1 Free Throw Trips,Clear Path Fouls
1626172,1610612740,Kevon Looney,Kevon Looney,1626172,NOP,665.0,11,7.0,27,27,8,3.0,54,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5,24,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,8,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.625,1.0,0.625,1.0,0.5,12.5,0.3333333333333333,0.1,0.3333333333333333,0.3333333333333333,0.0625,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.643125,0.6336,0.8406,0.4,0.25,25.95,0.2962962962962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629673,1610612740,Jordan Poole,Jordan Poole,1629673,NOP,774.0,13,2.0,32,31,15,2.0,63,3.0,3.0,,3.0,3.0,2.0,5.0,4.0,5.0,2.0,5.0,15,41,,3.0,3.0,6.0,6.0,,5.0,2.0,,,,,,,,,,,,,,,2.0,3.0,6.0,15,0.75,0.75,,0.4,0.4,0.8,1.0,0.7,0.5,0.75,0.5,0.5,32.35294117647059,,,,,,,,,,0.3,1.0,1.0,0.6666666666666666,0.5,0.4,0.4,,,0.5,1.0,0.8,0.4,0.57317,,0.61515,0.4,5.5600000000000005,26.939999999999998,0.46875,6.0,1.0,2.0,3.0,1.0,3.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.5,0.5,1.0,0.5,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642490,1610612740,Josh Oduro,Josh Oduro,1642490,NOP,1588.0,26,-1.0,67,68,31,5.0,135,4.0,5.0,2.0,2.0,2.0,,,4.0,7.0,,,9,84,2.0,2.0,3.0,4.0,6.0,,,,1.0,,1.0,,1.0,2.0,2.0,1.0,2.0,3.0,2.0,5.0,,,1.0,4.0,4.0,31,0.75,1.0,,,,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.6428571428571429,0.6666666666666666,,10.81081081081081,0.13333333333333333,0.13333333333333333,0.08333333333333333,0.1111111111111111,0.08,0.16666666666666666,0.125,,,0.7142857142857143,0.8,0.8,0.75,,,,,1.0,0.6666666666666666,1.0,0.7142857142857143,,0.5935857142857143,0.60825,0.5924,0.4444444444444444,2.9857142857142853,,0.4626865671641791,22.0,,2.0,,1.0,,2.0,,,,1.0,2.0,2.0,2.0,2.0,,,,,,,0.2857142857142857,,,,,0.2857142857142857,0.2857142857142857,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.5,0.5,0.75,0.14285714285714285,0.5,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642847,1610612740,Jeremiah Fears,Jeremiah Fears,1642847,NOP,1021.0,17,12.0,42,43,14,4.0,85,5.0,6.0,1.0,,,,4.0,6.0,8.0,,4.0,12,51,1.0,1.0,2.0,2.0,2.0,,4.0,,3.0,1.0,4.0,,3.0,9.0,,1.0,2.0,3.0,,3.0,3.0,2.0,1.0,1.0,2.0,14,0.16666666666666666,0.16666666666666666,,,,0.75,0.5,0.5,0.25,0.5,0.25,0.3333333333333333,29.166666666666668,0.2222222222222222,,0.125,0.17647058823529413,,,0.16666666666666666,0.3333333333333333,0.14285714285714285,0.5,0.8333333333333334,0.8333333333333334,0.2,0.3333333333333333,,,,1.0,,,0.8333333333333334,,0.6138083333333334,,0.5368124999999999,0.16666666666666666,3.2125,26.8,0.3333333333333333,10.0,1.0,2.0,2.0,,2.0,10.0,,2.0,1.0,2.0,1.0,,,,,,,,1.0,,0.16666666666666666,0.5,0.5,,0.5,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642852,1610612740,Derik Queen,Derik Queen,1642852,NOP,939.0,16,-3.0,40,40,22,2.0,80,3.0,4.0,1.0,1.0,2.0,,,3.0,4.0,,,8,56,1.0,1.0,2.0,4.0,2.0,,,,3.0,,3.0,,2.0,6.0,1.0,1.0,3.0,5.0,1.0,6.0,1.0,1.0,,1.0,4.0,22,0.3333333333333333,0.5,,,,0.75,0.5,0.75,0.5,0.8,0.6666666666666666,,21.42857142857143,0.3333333333333333,0.25,0.25,0.3076923076923077,0.1111111111111111,,0.2,0.3333333333333333,0.3333333333333333,1.0,0.75,0.75,0.3333333333333333,,,,,1.0,1.0,0.5,1.0,,0.636225,0.6229,0.6159,0.5,1.4249999999999998,,0.55,13.0,,,,2.0,,4.0,,3.0,1.0,4.0,1.0,2.0,,1.0,1.0,,1.0,,0.75,,,,,,,0.2,0.2,1.0,1.0,,2.0,2.0,1.0,,,1.0,1.0,1.0,0.3333333333333333,1.0,,1.0,0.25,,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641722,1610612740,Jordan Hawkins,Jordan Hawkins,1641722,NOP,1036.0,17,-3.0,45,47,23,3.0,92,5.0,6.0,1.0,2.0,2.0,3.0,5.0,6.0,9.0,3.0,5.0,21,56,1.0,3.0,4.0,6.0,4.0,3.0,5.0,3.0,2.0,,2.0,,2.0,4.0,1.0,3.0,,3.0,2.0,5.0,2.0,,,,6.0,23,0.3333333333333333,0.4,0.3333333333333333,0.6,0.6,0.6666666666666666,0.75,0.75,0.5,0.75,0.5,0.35714285714285715,28.0,,0.08333333333333333,0.2727272727272727,0.15,0.10526315789473684,,,,0.2727272727272727,0.42857142857142855,0.8333333333333334,0.8333333333333334,0.4,0.35714285714285715,0.6,0.6,0.3333333333333333,0.5,0.3333333333333333,1.0,0.7857142857142857,0.6,0.5532142857142858,0.5915,0.48441666666666666,0.2857142857142857,5.611111111111111,25.32,0.5111111111111111,20.0,,2.0,2.0,,2.0,8.0,6.0,,,,1.0,,,,1.0,,1.0,,,,0.14285714285714285,,,,0.3333333333333333,,,1.0,1.0,,5.0,2.0,,,,1.0,1.25,1.25,,,,1.0,0.23809523809523808,,2.0,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.5,0.14285714285714285,0.07142857142857142,1.0,1.0,0.5,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641725,1610612740,Trey Alexander,Trey Alexander,1641725,NOP,408.0,7,-13.0,18,19,10,1.0,37,,,,,,,,,2.0,,,2,25,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,10,,,,,,,,,,0.3333333333333333,1.0,,15.789473684210526,,,,,,,,,,,,,,,,,,,,,,,0.38405,,,1.0,12.9,,0.5555555555555556,12.0,,1.0,,2.0,,,,,,,1.0,2.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,0.5,,,,,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642877,1610612740,Micah Peavy,Micah Peavy,1642877,NOP,1079.9,18,,45,47,14,5.0,92,3.0,4.0,,,,,,3.0,5.0,1.0,1.0,9,56,,,,,2.0,3.0,,,1.0,1.0,2.0,,1.0,5.0,,1.0,1.0,2.0,1.0,3.0,,,1.0,2.0,,14,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.6,,0.75,,0.75,,0.16666666666666666,15.384615384615383,0.1111111111111111,,0.09090909090909091,0.1,0.05555555555555555,,,0.5,0.1,0.6666666666666666,0.75,0.75,0.3333333333333333,,,,,,,,0.8333333333333334,,0.64885,,,,5.4,23.1,0.3111111111111111,18.0,,,,,,4.0,,1.0,1.0,2.0,,,,,,,,,0.5,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,2.0,1.0,,,,1.0,,,,,1.0,,0.2,,0.2,0.16666666666666666,,,,,,,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630621,1610612740,Hunter Dickinson,Hunter Dickinson,1630621,NOP,429.1,7,-6.0,19,18,18,,37,,,,,,,1.0,,,,1.0,2,27,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,2.0,18,,,,,,,,,,0.5,0.5,1.0,10.526315789473685,,,,,,,,,,,,,,1.0,,,,,,,1.0,,0.5502,,0.5502,1.0,,24.9,0.9473684210526315,9.0,,,1.0,2.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626172,1610612740,Kevon Looney,Kevon Looney,1626172,NOP,16296.2,272,-41.0,564,559,128,82.0,1123,21.0,34.0,22.0,5.0,8.0,1.0,8.0,22.0,45.0,1.0,9.0,54,654,24.0,5.0,10.0,13.0,12.0,3.0,8.0,1.0,14.0,14.0,28.0,1.0,9.0,70.0,28.0,25.0,30.0,62.0,45.0,107.0,7.0,1.0,16.0,33.0,13.0,128,0.2727272727272727,0.75,1.0,0.1111111111111111,0.1111111111111111,0.4888888888888889,0.5,0.4351851851851852,0.45454545454545453,0.4576271186440678,0.5,0.16666666666666666,10.136157337367624,0.26785714285714285,0.1761006289308176,0.14705882352941177,0.1950354609929078,0.1476510067114094,0.2835820895522388,0.3333333333333333,0.22916666666666666,0.13076923076923078,0.6296296296296297,0.6176470588235294,0.65625,0.23809523809523808,0.14814814814814814,0.125,0.14285714285714285,1.0,0.88,0.7272727272727273,0.625,0.7962962962962963,0.125,0.5676870370370369,0.6037857142857143,0.5700954545454545,0.24074074074074073,3.5622222222222226,25.67777777777778,0.22695035460992907,158.0,,5.0,1.0,7.0,1.0,32.0,,3.0,2.0,8.0,8.0,10.0,,4.0,10.0,5.0,10.0,6.0,0.375,0.6,0.09259259259259259,,,,0.09090909090909091,0.06896551724137931,0.08163265306122448,15.0,15.0,,30.0,28.0,5.0,3.0,3.0,0.625,0.6,0.6,0.11475409836065574,0.21052631578947367,0.2,0.6818181818181818,0.5555555555555556,13.0,6.0,1.0,3.0,2.0,7.0,1.0,5.0,5.0,0.7,1.0,6.0,,1.0,,1.0,16.0,,0.11510791366906475,0.06451612903225806,0.10434782608695652,0.1111111111111111,0.16666666666666666,0.2,0.04,,1.0,1.0,,1.0,0.018518518518518517,,,,False,3.0,1.0,3.0,1.0,6.0,2.0,1.0,1.0,0.1111111111111111,0.06666666666666667,0.058823529411764705,0.16666666666666666,0.125,0.09090909090909091,0.16666666666666666,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
