EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,PenaltyFtPoints,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,Arc3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Defensive 3 Seconds Violations,LongMidRangePctBlocked,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,3pt And 1 Free Throw Trips,on
1626157,1610612752,Karl-Anthony Towns,Karl-Anthony Towns,1626157,NYK,16700.3,278.0,16.0,550.0,563.0,66.0,78.0,98.0,1113.0,24.0,53.0,8.0,14.0,1.0,7.0,12.0,30.0,8.0,4.0,7.0,1.0,8.0,28.0,2.0,3.0,2.0,36.0,91.0,12.0,35.0,33.0,141.0,624.0,11.0,20.0,2.0,4.0,10.0,38.0,3.0,10.0,2.0,6.0,46.0,26.0,33.0,3.0,10.0,28.0,8.0,10.0,1.0,13.0,7.0,20.0,3.0,4.0,9.0,3.0,1.0,47.0,6.0,15.0,1.0,33.0,22.0,6.0,61.0,22.0,83.0,4.0,9.0,3.0,6.0,10.0,3.0,4.0,14.0,2.0,6.0,1.0,24.0,2.0,2.0,9.0,23.0,1.0,2.0,5.0,45.0,1.0,37.0,5.0,19.0,1.0,3.0,1.0,2.0,3.0,2.0,6.0,66.0,0.6388888888888888,0.7419354838709677,0.9166666666666666,0.34285714285714286,0.5,0.34285714285714286,0.3956043956043956,0.55,0.3,0.42857142857142855,0.5833333333333334,0.25,0.5,0.6551724137931034,0.25,0.2777777777777778,0.02857142857142857,0.10989010989010989,0.1509433962264151,0.06666666666666667,0.14285714285714285,24.12280701754386,0.4166666666666667,0.6,0.09090909090909091,0.18032786885245902,0.078125,0.22,0.05357142857142857,0.20220588235294118,0.06907894736842106,0.12048192771084337,0.04938271604938271,0.03571428571428571,0.06578947368421052,0.027777777777777776,0.175,0.2,0.13636363636363635,0.19626168224299065,0.27906976744186046,0.05970149253731343,0.6666666666666666,0.42063492063492064,0.4528301886792453,0.5333333333333333,0.75,0.23809523809523808,0.4,0.42857142857142855,0.4166666666666667,0.06349206349206349,0.05555555555555555,0.5714285714285714,0.6666666666666666,1.0,0.2222222222222222,0.2857142857142857,0.2857142857142857,0.875,0.5833333333333334,0.5714285714285714,0.5,0.041666666666666664,0.125,0.6666666666666666,1.0,0.5833333333333334,0.14285714285714285,0.16666666666666666,0.6984126984126984,0.2857142857142857,0.5584555555555555,0.5853647058823529,0.5449499999999999,0.14184397163120568,0.18095238095238095,0.027777777777777776,0.2695035460992908,0.0425531914893617,4.670329670329671,26.04285714285714,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1628384,1610612752,OG Anunoby,OG Anunoby,1628384,NYK,32882.700000000004,548.0,177.0,1083.0,1103.0,361.0,372.0,177.0,2186.0,50.0,71.0,8.0,12.0,16.0,20.0,6.0,21.0,5.0,24.0,54.0,5.0,18.0,44.0,4.0,6.0,18.0,58.0,97.0,42.0,98.0,55.0,297.0,1214.0,8.0,14.0,7.0,11.0,6.0,43.0,18.0,30.0,35.0,107.0,76.0,40.0,120.0,6.0,10.0,44.0,18.0,10.0,4.0,27.0,20.0,47.0,9.0,11.0,19.0,6.0,2.0,114.0,9.0,11.0,3.0,29.0,15.0,9.0,53.0,23.0,76.0,3.0,23.0,12.0,11.0,25.0,2.0,17.0,15.0,1.0,8.0,5.0,40.0,3.0,14.0,18.0,37.0,2.0,2.0,2.0,41.0,2.0,61.0,4.0,25.0,,8.0,4.0,4.0,9.0,6.0,105.0,358.0,0.6551724137931034,0.7169811320754716,0.9523809523809523,0.42857142857142855,0.6363636363636364,0.42857142857142855,0.5979381443298969,0.5714285714285714,0.6,0.6205128205128205,0.74,0.5769230769230769,0.6659192825112108,0.7678571428571429,0.6524390243902439,0.5025641025641026,0.04081632653061224,0.10309278350515463,0.11267605633802817,0.09523809523809523,0.018518518518518517,20.435120435120435,0.625,0.36,0.09375,0.06493506493506493,0.04150943396226415,0.09698996655518395,0.03765690376569038,0.0830188679245283,0.03968253968253968,0.06521739130434782,0.024,0.041666666666666664,0.054878048780487805,,0.022727272727272728,0.08163265306122448,0.1111111111111111,0.08878504672897196,0.11764705882352941,0.037037037037037035,0.6666666666666666,0.3641025641025641,0.704225352112676,0.7936507936507936,0.66,0.1076923076923077,0.2857142857142857,0.3157894736842105,0.6666666666666666,0.02564102564102564,0.27692307692307694,0.4444444444444444,0.4528301886792453,0.9583333333333334,0.22564102564102564,0.4090909090909091,0.43902439024390244,0.9444444444444444,0.48,0.6666666666666666,0.375,0.2,0.24,0.6666666666666666,1.0,0.3076923076923077,0.8,0.27692307692307694,0.8666666666666667,0.4090909090909091,0.5980841025641024,0.6003625,0.5648876923076923,0.11574074074074074,0.211864406779661,,0.1447811447811448,0.3602693602693603,3.9340206185567,24.359183673469392,0.3333333333333333,2.0,3.0,6.0,17.0,7.0,13.0,32.0,3.0,1.0,4.0,1.0,7.0,1.0,1.0,8.0,6.0,0.37142857142857144,0.06818181818181818,0.4,0.4,0.5,0.6,0.6666666666666666,0.26153846153846155,0.35294117647058826,0.3888888888888889,,,,,,,,True
1628404,1610612752,Josh Hart,Josh Hart,1628404,NYK,30544.5,509.0,48.0,1025.0,1032.0,238.0,324.0,162.0,2057.0,33.0,52.0,6.0,9.0,4.0,8.0,18.0,36.0,13.0,9.0,20.0,,19.0,48.0,1.0,5.0,13.0,57.0,101.0,28.0,68.0,19.0,217.0,1187.0,7.0,12.0,1.0,5.0,3.0,20.0,10.0,19.0,15.0,46.0,66.0,48.0,66.0,18.0,6.0,48.0,19.0,8.0,,38.0,31.0,69.0,22.0,9.0,24.0,12.0,2.0,169.0,14.0,9.0,,55.0,46.0,7.0,108.0,23.0,131.0,2.0,24.0,16.0,8.0,22.0,4.0,14.0,15.0,1.0,8.0,1.0,37.0,2.0,9.0,20.0,44.0,1.0,4.0,3.0,30.0,,29.0,3.0,13.0,,6.0,6.0,,6.0,3.0,46.0,237.0,0.5789473684210527,0.6111111111111112,0.7857142857142857,0.4117647058823529,0.2,0.4117647058823529,0.5643564356435643,0.5833333333333334,0.5263157894736842,0.5857988165680473,0.5,0.6029411764705882,0.5961538461538461,0.5263157894736842,0.6052631578947368,0.40236686390532544,,0.07920792079207921,0.09615384615384616,0.08333333333333333,,17.83387622149837,0.5945945945945946,0.2692307692307692,,0.23232323232323232,0.03474903474903475,0.21825396825396826,0.0546875,0.22444444444444445,0.04466019417475728,0.056818181818181816,0.008403361344537815,0.057692307692307696,0.03910614525139665,0.09090909090909091,0.2261904761904762,0.20238095238095238,0.3333333333333333,0.25,0.125,0.02666666666666667,0.5,0.3076923076923077,0.6346153846153846,0.7021276595744681,0.6666666666666666,0.21301775147928995,0.5,0.5454545454545454,0.4444444444444444,0.07692307692307693,0.11834319526627218,0.45,0.45,1.0,0.28402366863905326,0.3958333333333333,0.3958333333333333,0.6842105263157895,0.5294117647058824,0.6666666666666666,0.5,,0.29411764705882354,0.2,1.0,0.23529411764705882,0.5,0.38235294117647056,0.7100591715976331,0.3958333333333333,0.5643789940828403,0.6005777777777778,0.5120058823529412,0.07262569832402235,0.11711711711711711,,0.09216589861751152,0.2119815668202765,6.172277227722771,25.029411764705884,0.23219512195121952,6.0,,1.0,2.0,6.0,7.0,5.0,2.0,3.0,2.0,,3.0,,,6.0,3.0,0.4666666666666667,,0.46153846153846156,0.46153846153846156,0.5,,,0.058823529411764705,0.5,0.46153846153846156,,,,,,,,True
1628969,1610612752,Mikal Bridges,Mikal Bridges,1628969,NYK,41006.5,683.0,49.0,1321.0,1373.0,317.0,386.0,234.0,2694.0,31.0,43.0,2.0,6.0,9.0,11.0,44.0,86.0,40.0,20.0,50.0,8.0,22.0,62.0,3.0,13.0,14.0,89.0,169.0,42.0,112.0,24.0,328.0,1521.0,8.0,16.0,5.0,21.0,4.0,35.0,19.0,30.0,27.0,75.0,100.0,78.0,126.0,,8.0,62.0,22.0,3.0,,31.0,37.0,68.0,11.0,26.0,19.0,11.0,1.0,173.0,14.0,6.0,1.0,46.0,21.0,1.0,68.0,21.0,89.0,1.0,17.0,10.0,7.0,16.0,3.0,8.0,12.0,3.0,8.0,4.0,28.0,3.0,7.0,18.0,44.0,,5.0,1.0,39.0,,29.0,2.0,11.0,1.0,11.0,5.0,6.0,12.0,7.0,73.0,313.0,0.5617977528089888,0.5882352941176471,1.0,0.375,0.23809523809523808,0.375,0.5266272189349113,0.5,0.6333333333333333,0.5409252669039146,0.4189189189189189,0.5701754385964912,0.5578231292517006,0.44871794871794873,0.6048387096774194,0.398576512455516,,0.01775147928994083,,0.023255813953488372,,20.037336652146855,0.5714285714285714,0.038461538461538464,0.023255813953488372,0.06862745098039216,0.015957446808510637,0.12672176308539945,0.04430379746835443,0.10014947683109118,0.028901734104046242,0.014184397163120567,0.023952095808383235,,0.05188679245283019,0.028846153846153848,0.07894736842105263,0.035211267605633804,0.14,0.10984848484848485,0.1717171717171717,0.006802721088435374,0.5833333333333334,0.15302491103202848,0.7209302325581395,0.7209302325581395,0.7096774193548387,0.30604982206405695,0.5116279069767442,0.5238095238095238,0.45454545454545453,0.1423487544483986,0.17793594306049823,0.4,0.4,1.0,0.2206405693950178,0.3548387096774194,0.3548387096774194,1.0,0.16216216216216217,0.3333333333333333,,0.21621621621621623,0.35135135135135137,0.23076923076923078,1.0,0.19298245614035087,0.8181818181818182,0.24561403508771928,0.5516014234875445,0.3548387096774194,0.5287731316725978,0.5141214285714286,0.5505745614035089,0.03793103448275862,0.06179775280898876,,0.10670731707317073,0.22865853658536586,9.247337278106508,24.627678571428564,0.23996971990915972,14.0,2.0,5.0,13.0,4.0,9.0,10.0,1.0,1.0,8.0,,3.0,1.0,1.0,6.0,2.0,0.3333333333333333,,0.35,0.358974358974359,0.5714285714285714,0.25,1.0,0.22807017543859648,0.38461538461538464,0.2857142857142857,2.0,0.025,,,,,,True
1629011,1610612752,Mitchell Robinson,Mitchell Robinson,1629011,NYK,70470.1,1175.0,157.0,2319.0,2352.0,612.0,705.0,388.0,4671.0,146.0,203.0,65.0,111.0,33.0,47.0,3.0,3.0,,,,,,,,,,149.0,206.0,,,42.0,340.0,2657.0,65.0,111.0,,,17.0,147.0,34.0,48.0,,96.0,172.0,126.0,,,116.0,,,10.0,,27.0,25.0,52.0,21.0,4.0,12.0,12.0,3.0,129.0,95.0,153.0,4.0,120.0,140.0,13.0,273.0,252.0,525.0,15.0,56.0,31.0,25.0,19.0,3.0,10.0,22.0,2.0,9.0,1.0,41.0,12.0,8.0,84.0,127.0,1.0,7.0,10.0,88.0,,103.0,13.0,36.0,,62.0,35.0,25.0,70.0,43.0,96.0,608.0,0.5771812080536913,0.945054945054945,,,,,0.7233009708737864,0.5855855855855856,0.7083333333333334,0.7233009708737864,0.5855855855855856,0.7083333333333334,0.6772908366533864,0.5568181818181818,0.6153846153846154,,,0.04854368932038835,0.04926108374384237,,,10.46594982078853,0.4634146341463415,0.24074074074074073,0.058823529411764705,0.27613412228796846,0.2524752475247525,0.19575856443719414,0.17086330935251798,0.23214285714285715,0.2134251290877797,0.3113207547169811,0.22887323943661972,0.2,0.15404699738903394,0.20809248554913296,0.25870646766169153,0.32727272727272727,0.18604651162790697,0.19777777777777777,0.1901840490797546,0.3191489361702128,0.6142857142857143,0.9854368932038835,0.7192118226600985,0.7564766839378239,0.5684931506849316,0.014563106796116505,1.0,1.0,1.0,,,,,,,,,,1.0,0.5855855855855856,0.09230769230769231,,,,,0.9791666666666666,0.7021276595744681,,0.9854368932038835,,0.6741485436893203,0.6262021739130436,0.6470354166666669,0.1572052401746725,0.1572052401746725,,0.4323529411764706,0.2823529411764706,1.0029126213592232,,0.26390685640362227,,,,,,,28.0,2.0,16.0,2.0,,22.0,8.0,6.0,7.0,7.0,,,,,,,,,,,,,2.0,2.0,3.0,2.0,,True
1628973,1610612752,Jalen Brunson,Jalen Brunson,1628973,NYK,52860.69999999999,881.0,178.0,1741.0,1753.0,507.0,571.0,289.0,3494.0,40.0,68.0,2.0,4.0,11.0,19.0,104.0,215.0,78.0,16.0,37.0,10.0,71.0,166.0,16.0,27.0,51.0,184.0,361.0,87.0,203.0,138.0,767.0,1994.0,11.0,19.0,23.0,37.0,23.0,114.0,55.0,99.0,59.0,253.0,68.0,300.0,129.0,132.0,2.0,166.0,71.0,23.0,2.0,96.0,70.0,166.0,39.0,31.0,70.0,18.0,8.0,402.0,6.0,4.0,,48.0,37.0,,85.0,10.0,95.0,2.0,24.0,7.0,17.0,47.0,9.0,27.0,17.0,2.0,20.0,1.0,64.0,4.0,15.0,34.0,70.0,,3.0,3.0,140.0,6.0,161.0,14.0,58.0,11.0,2.0,2.0,,2.0,,251.0,505.0,0.18478260869565216,0.18579234972677597,0.4942528735632184,0.42857142857142855,0.6216216216216216,0.42857142857142855,0.5096952908587258,0.5789473684210527,0.5555555555555556,0.5576241134751773,0.8125,0.6234177215189873,0.60828025477707,0.8769230769230769,0.6810810810810811,0.3599290780141844,0.009852216748768473,0.06371191135734072,0.058823529411764705,0.07906976744186046,,33.3976833976834,0.734375,,,0.09919571045576407,0.009259259259259259,0.10738255033557047,0.014251781472684086,0.10365853658536585,0.011723329425556858,0.006944444444444444,0.014705882352941176,,0.02027027027027027,,0.058823529411764705,0.11688311688311688,0.15151515151515152,0.11042944785276074,0.09917355371900827,0.00749063670411985,,0.12056737588652482,0.5882352941176471,0.625,0.2,0.38120567375886527,0.48372093023255813,0.5252525252525253,0.21153846153846154,0.13829787234042554,0.06560283687943262,0.43243243243243246,0.43243243243243246,0.9375,0.29432624113475175,0.42771084337349397,0.4329268292682927,0.39436619718309857,0.07142857142857142,0.5,,0.17857142857142858,0.48214285714285715,0.5925925925925926,0.6875,0.12025316455696203,0.5789473684210527,0.3227848101265823,0.4804964539007092,0.42771084337349397,0.4967182624113476,0.5053178571428572,0.48119905063291135,0.11074918566775244,0.14320987654320988,0.04784688995215311,0.14863102998696218,0.32985658409387225,9.552631578947368,25.56995073891625,0.2912119471568064,40.0,7.0,5.0,8.0,24.0,29.0,56.0,,5.0,9.0,4.0,13.0,,,17.0,12.0,0.4915254237288136,0.012048192771084338,0.5128205128205128,0.5263157894736842,0.1,0.7,1.0,0.05063291139240506,0.625,0.47058823529411764,,0.02564102564102564,,,,,4.0,True
1642278,1610612752,Tyler Kolek,Tyler Kolek,1642278,NYK,10727.4,179.0,-25.0,364.0,365.0,70.0,117.0,57.0,729.0,5.0,12.0,,2.0,,2.0,9.0,23.0,4.0,3.0,5.0,,4.0,26.0,2.0,6.0,4.0,16.0,39.0,7.0,31.0,,53.0,422.0,3.0,6.0,2.0,6.0,,12.0,2.0,7.0,6.0,10.0,12.0,20.0,21.0,,,26.0,4.0,5.0,1.0,23.0,13.0,36.0,9.0,4.0,14.0,7.0,2.0,85.0,1.0,1.0,,9.0,12.0,,21.0,2.0,23.0,,7.0,4.0,3.0,8.0,3.0,6.0,4.0,1.0,2.0,,12.0,2.0,3.0,9.0,20.0,,1.0,,3.0,,,,,,,,,,,10.0,69.0,0.375,0.375,1.0,0.22580645161290322,0.3333333333333333,0.22580645161290322,0.41025641025641024,0.5,0.2857142857142857,0.37857142857142856,0.5,0.38461538461538464,0.37857142857142856,0.5,0.38461538461538464,0.44285714285714284,0.03225806451612903,0.1282051282051282,0.16666666666666666,0.13043478260869565,,18.385650224215247,0.6666666666666666,,,0.1518987341772152,0.008620689655172414,0.09,0.012658227848101266,0.11731843575418995,0.010256410256410256,0.022727272727272728,,,0.0196078431372549,,0.15384615384615385,0.16279069767441862,0.1,0.08,0.12,,,0.17142857142857143,0.4166666666666667,0.5,0.4,0.32857142857142857,0.391304347826087,0.45,0.3333333333333333,0.05714285714285714,0.07142857142857142,0.6,0.6,1.0,0.37142857142857144,0.15384615384615385,0.16,1.0,0.16666666666666666,,,,0.5,0.3333333333333333,1.0,0.15384615384615385,,0.3076923076923077,0.6142857142857143,0.15384615384615385,0.5218792857142857,0.5556875,0.5116499999999999,,,,0.22641509433962265,0.18867924528301888,7.1692307692307695,25.567741935483873,0.19230769230769232,2.0,,2.0,2.0,,2.0,,,,1.0,,,,,3.0,,0.3333333333333333,0.038461538461538464,0.5,0.5,0.5,,,0.15384615384615385,1.0,,,,,,,,,True
1630540,1610612752,Miles McBride,Miles McBride,1630540,NYK,20294.1,338.0,100.0,669.0,672.0,220.0,191.0,131.0,1341.0,5.0,10.0,1.0,1.0,3.0,5.0,4.0,18.0,22.0,8.0,24.0,3.0,23.0,65.0,2.0,9.0,17.0,17.0,50.0,31.0,89.0,10.0,137.0,720.0,1.0,5.0,3.0,12.0,,11.0,5.0,15.0,24.0,42.0,14.0,20.0,69.0,24.0,2.0,65.0,23.0,4.0,1.0,13.0,19.0,32.0,12.0,7.0,9.0,3.0,1.0,83.0,4.0,1.0,,12.0,11.0,1.0,24.0,5.0,29.0,1.0,12.0,10.0,2.0,5.0,1.0,3.0,8.0,2.0,2.0,1.0,13.0,2.0,3.0,9.0,18.0,,2.0,3.0,14.0,,15.0,1.0,6.0,2.0,4.0,2.0,2.0,5.0,2.0,42.0,219.0,0.4117647058823529,0.4375,0.7419354838709677,0.34831460674157305,0.25,0.34831460674157305,0.34,0.2,0.3333333333333333,0.4568345323741007,0.3235294117647059,0.4358974358974359,0.4724137931034483,0.3235294117647059,0.4772727272727273,0.6402877697841727,0.011235955056179775,0.08,0.4,,,18.80952380952381,0.38461538461538464,0.05555555555555555,,0.0728476821192053,0.00558659217877095,0.06896551724137931,0.02072538860103627,0.07076923076923076,0.013440860215053764,0.015151515151515152,,,0.03007518796992481,,0.07692307692307693,0.07575757575757576,0.06060606060606061,0.06451612903225806,0.08,0.011627906976744186,0.4,0.07194244604316546,0.5,0.8333333333333334,0.6,0.12949640287769784,0.2222222222222222,0.2222222222222222,0.5,0.15827338129496402,0.17266187050359713,0.3333333333333333,0.3333333333333333,1.0,0.4676258992805755,0.35384615384615387,0.359375,0.6521739130434783,0.058823529411764705,1.0,,0.17647058823529413,0.5294117647058824,0.2222222222222222,1.0,0.1282051282051282,0.6,0.4358974358974359,0.7122302158273381,0.35384615384615387,0.5274708633093526,0.5092049999999999,0.52525,0.05517241379310345,0.10909090909090909,0.022222222222222223,0.08029197080291971,0.30656934306569344,11.514,25.088764044943826,0.32884902840059793,8.0,1.0,3.0,7.0,5.0,8.0,8.0,1.0,,3.0,,,1.0,1.0,,,0.3333333333333333,0.015384615384615385,0.36363636363636365,0.36363636363636365,0.25,0.3333333333333333,1.0,0.1794871794871795,0.42857142857142855,0.29411764705882354,,,,,,,1.0,True
1630631,1610612752,Jose Alvarado,Jose Alvarado,1630631,NYK,8080.400000000001,135.0,23.0,266.0,270.0,74.0,96.0,46.0,536.0,4.0,9.0,,,,,3.0,9.0,2.0,1.0,5.0,2.0,5.0,21.0,1.0,4.0,6.0,8.0,20.0,6.0,26.0,6.0,40.0,298.0,,2.0,1.0,6.0,2.0,5.0,2.0,2.0,7.0,11.0,8.0,8.0,18.0,,,21.0,5.0,3.0,,20.0,7.0,27.0,4.0,3.0,11.0,5.0,4.0,61.0,1.0,2.0,1.0,7.0,5.0,1.0,13.0,4.0,17.0,,9.0,7.0,2.0,8.0,1.0,5.0,4.0,1.0,3.0,,12.0,2.0,1.0,2.0,16.0,1.0,2.0,1.0,5.0,,7.0,,1.0,1.0,1.0,,1.0,1.0,1.0,11.0,74.0,0.5,0.5,1.0,0.23076923076923078,0.16666666666666666,0.23076923076923078,0.4,,1.0,0.3695652173913043,0.1875,0.3888888888888889,0.40816326530612246,0.2777777777777778,0.5,0.5652173913043478,,0.15,0.2222222222222222,0.1111111111111111,,19.122257053291538,0.6666666666666666,0.25,0.1111111111111111,0.07352941176470588,0.030303030303030304,0.09210526315789473,0.01818181818181818,0.08333333333333333,0.024793388429752067,0.03571428571428571,0.03333333333333333,,,0.0625,0.10344827586206896,0.034482758620689655,0.1,0.09375,0.08333333333333333,,1.0,0.1956521739130435,0.4444444444444444,0.5714285714285714,1.0,0.1956521739130435,0.3333333333333333,0.375,,0.043478260869565216,0.10869565217391304,0.2,0.2,1.0,0.45652173913043476,0.23809523809523808,0.23809523809523808,1.0,,,,0.25,0.5,0.25,1.0,,,0.6666666666666666,0.7608695652173914,0.23809523809523808,0.555425,0.5090749999999999,0.5242555555555555,0.041666666666666664,0.047619047619047616,0.037037037037037035,0.125,0.275,6.294999999999999,25.46923076923077,0.2781954887218045,1.0,,,1.0,1.0,1.0,4.0,,,1.0,,1.0,,,2.0,1.0,0.14285714285714285,,0.5,0.5,,,,0.1111111111111111,,0.16666666666666666,,,,,,,,True
1629013,1610612752,Landry Shamet,Landry Shamet,1629013,NYK,25174.9,420.0,38.0,831.0,841.0,203.0,229.0,125.0,1672.0,18.0,29.0,2.0,2.0,2.0,6.0,,8.0,8.0,14.0,33.0,7.0,18.0,54.0,2.0,7.0,13.0,22.0,45.0,32.0,87.0,22.0,162.0,941.0,2.0,2.0,3.0,14.0,3.0,16.0,3.0,12.0,23.0,38.0,30.0,14.0,96.0,,2.0,54.0,18.0,9.0,3.0,13.0,18.0,31.0,10.0,8.0,8.0,4.0,1.0,80.0,5.0,5.0,,15.0,7.0,2.0,24.0,10.0,34.0,2.0,12.0,9.0,3.0,5.0,3.0,5.0,6.0,,,1.0,11.0,,1.0,13.0,29.0,,2.0,1.0,25.0,1.0,30.0,2.0,8.0,4.0,4.0,2.0,2.0,4.0,3.0,38.0,200.0,0.6818181818181818,0.7142857142857143,1.0,0.367816091954023,0.21428571428571427,0.367816091954023,0.4888888888888889,1.0,0.25,0.5303030303030303,0.40625,0.4714285714285714,0.5625,0.47058823529411764,0.5,0.6590909090909091,0.034482758620689655,0.2,0.20689655172413793,0.375,0.030303030303030304,15.897435897435898,0.45454545454545453,0.11764705882352941,,0.03867403314917127,0.024875621890547265,0.07317073170731707,0.023809523809523808,0.05699481865284974,0.024330900243309004,0.028169014084507043,0.02197802197802198,0.02564102564102564,0.028368794326241134,0.014492753623188406,0.04878048780487805,0.03076923076923077,0.029411764705882353,0.05263157894736842,0.1320754716981132,0.030303030303030304,0.75,0.2196969696969697,0.6206896551724138,0.782608695652174,0.6111111111111112,0.06060606060606061,,,,0.06060606060606061,0.25,0.42424242424242425,0.4375,1.0,0.4090909090909091,0.3333333333333333,0.34615384615384615,1.0,0.125,1.0,0.5,0.4375,0.4375,0.2857142857142857,1.0,0.17142857142857143,0.3333333333333333,0.37142857142857144,0.8787878787878788,0.3333333333333333,0.570721212121212,0.60041875,0.5548942857142859,0.08450704225352113,0.1568627450980392,0.04395604395604396,0.09876543209876543,0.2345679012345679,6.059999999999999,24.93793103448276,0.24428399518652227,4.0,1.0,4.0,10.0,5.0,9.0,5.0,1.0,,7.0,,2.0,,,4.0,2.0,0.391304347826087,0.037037037037037035,0.5,0.5,1.0,0.14285714285714285,1.0,0.2857142857142857,0.4,0.38461538461538464,,,,,,,,True
