EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,TsPct,PenaltyTsPct,FG3APct,Usage,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,FG2M,PenaltyFG2M,PtsUnassisted2s,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ShortMidRangeAssists,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Travels,PenaltyTurnovers,ShootingFouls,Offensive Fouls,Blocked2s,BlockedShortMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,Corner3Assists,BadPassOutOfBoundsTurnovers,RecoveredBlocks,DefLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsPutbacks,SecondChanceFg2Pct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3FGM,PtsUnassisted3s,SecondChanceArc3Accuracy,LongMidRangeFGM,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,AtRimPctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,TwoPtShootingFoulsDrawnPct,Loose Ball Fouls Drawn,SecondChanceFtPoints,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,BlockedAtRim,OffAtRimReboundPct,LongMidRangeAssists,on,Fg3aBlocked,SelfOReb,SecondChanceTurnovers,Offensive Fouls Drawn,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,Charge Fouls Drawn,Blocked3s,BlockedCorner3,Arc3PctBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,Charge Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,OffensiveGoaltends,LongMidRangePctBlocked,OffFTReboundPct,BlockedArc3,DefensiveGoaltends,BlockedLongMidRange
1627741,1610612737,Buddy Hield,Buddy Hield,1627741,ATL,959.0000000000001,16.0,2.0,34,41,25.0,35.0,4.0,75,2.0,1.0,1.0,2.0,1.0,3.0,3.0,40.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,25.0,1.0,0.375,0.5,0.3333333333333333,13.157894736842104,0.2,0.125,0.06666666666666667,0.058823529411764705,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.40781666666666666,0.3576,0.432925,0.25,0.5,1.0,21.5,24.6,0.7352941176470589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1629216,1610612737,Gabe Vincent,Gabe Vincent,1629216,ATL,17.0,,,1,1,,1.0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1630557,1610612737,Corey Kispert,Corey Kispert,1630557,ATL,499.0,8.0,5.0,17,18,5.0,11.0,,35,,1.0,,1.0,3.0,,2.0,7.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,5.0,,0.25,1.0,0.75,23.52941176470588,,,,,,,,0.25,,1.0,0.5873875,,0.7459,,,1.0,1.0,25.233333333333334,0.29411764705882354,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1631216,1610612737,Caleb Houstan,Caleb Houstan,1631216,ATL,4528.000000000001,75.0,1.0,155,176,50.0,87.0,15.0,331,,14.0,6.0,5.0,21.0,3.0,42.0,164.0,1.0,1.0,11.0,,20.0,14.0,4.0,,4.0,,1.0,8.0,2.0,2.0,6.0,5.0,11.0,2.0,,4.0,11.0,,2.0,3.0,1.0,20.0,50.0,1.0,0.7777777777777778,0.8333333333333334,0.8076923076923077,18.02325581395349,0.08,0.0625,0.058823529411764705,0.06578947368421052,0.25,0.07692307692307693,,0.5384615384615384,0.5,0.9230769230769231,0.548521153846154,0.59035,0.5369499999999999,0.037037037037037035,0.045454545454545456,0.47619047619047616,4.6,24.866666666666664,0.3225806451612903,2.0,3.0,,,7.0,3.0,1.0,,0.6,1.0,0.75,0.8333333333333334,0.11538461538461539,0.6666666666666666,0.6666666666666666,0.2692307692307692,,,1.0,2.0,4.0,1.0,2.0,3.0,5.0,7.0,1.0,3.0,11.0,1.0,3.0,3.0,6.0,6.0,33.0,7.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5238095238095238,0.3333333333333333,0.5454545454545454,0.5238095238095238,0.375,0.375,0.2,0.5,0.5,0.3333333333333333,0.05555555555555555,0.058823529411764705,0.08333333333333333,0.02564102564102564,0.16666666666666666,0.058823529411764705,0.07142857142857142,1.0,0.07692307692307693,0.5,1.0,1.0,0.5714285714285714,0.5714285714285714,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.25,0.4166666666666667,0.6,0.5,0.5,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1631243,1610612737,Mouhamed Gueye,Mouhamed Gueye,1631243,ATL,2714.0,45.0,3.0,93,103,20.0,43.0,7.0,196,,3.0,1.0,5.0,6.0,,7.0,89.0,,,1.0,,,3.0,,4.0,4.0,1.0,,12.0,,3.0,10.0,1.0,11.0,2.0,,3.0,4.0,,,,,,20.0,1.0,0.3181818181818182,,0.5454545454545454,14.0,,0.15789473684210525,0.17073170731707318,0.023255813953488372,,0.1875,,0.2727272727272727,1.0,0.5454545454545454,0.4771909090909091,,0.4713,,,,9.2,24.166666666666668,0.21505376344086022,,,,,3.0,2.0,,,0.4,,0.3181818181818182,,,,,0.2727272727272727,,,2.0,5.0,,,,,,1.0,,,1.0,,,,,4.0,3.0,1.0,,,1.0,4.0,3.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,,,0.16666666666666666,,,,,0.3333333333333333,0.6,0.18181818181818182,0.03225806451612903,,0.041666666666666664,,0.16666666666666666,,,0.45454545454545453,0.4,0.4,1.0,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,0.3333333333333333,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1630168,1610612737,Onyeka Okongwu,Onyeka Okongwu,1630168,ATL,806.0,13.0,-12.0,27,30,4.0,6.0,3.0,57,,,,3.0,1.0,,4.0,35.0,1.0,,,,,,3.0,,3.0,,3.0,6.0,2.0,1.0,2.0,2.0,4.0,,,2.0,1.0,,1.0,,,,4.0,,0.5,,0.25,18.75,0.2857142857142857,0.3333333333333333,0.18181818181818182,0.14285714285714285,,,,,,0.75,0.6305624999999999,0.6464,,,,,2.1333333333333333,23.8,0.14814814814814814,1.0,2.0,,,1.0,2.0,,2.0,0.6666666666666666,,0.5,,0.5,0.5,0.5,0.25,,,1.0,1.0,,,,,,,,,,,,2.0,,2.0,,,,,,1.0,,1.0,1.0,,2.0,2.0,,,,1.0,,,,,0.5,1.0,,,,,,1.0,1.0,,,1.0,,0.125,,0.5,,,0.5,,,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,0.5,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1630552,1610612737,Jalen Johnson,Jalen Johnson,1630552,ATL,210.0,4.0,-12.0,7,11,4.0,7.0,1.0,18,,1.0,1.0,1.0,1.0,,3.0,19.0,,1.0,1.0,,3.0,1.0,,,,,,,1.0,,1.0,1.0,2.0,,,1.0,1.0,,,,,3.0,4.0,,0.75,0.75,0.5,37.5,0.5,,0.5,0.3333333333333333,,,,0.5,0.5,0.5,0.491575,0.53775,0.491575,,,1.0,9.0,26.5,0.5714285714285714,,,,,,,,,,,0.75,0.75,,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,1.0,1.0,,,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,,1.0,,1.0,,,,,,0.5,,,,,,,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1630811,1610612737,Keaton Wallace,Keaton Wallace,1630811,ATL,3713.0,62.0,7.0,130,146,50.0,74.0,12.0,276,2.0,18.0,6.0,13.0,18.0,3.0,40.0,131.0,,5.0,6.0,1.0,21.0,18.0,5.0,6.0,11.0,5.0,4.0,28.0,,6.0,9.0,,9.0,3.0,,5.0,7.0,,3.0,5.0,,21.0,50.0,1.0,0.6060606060606061,0.9545454545454546,0.5806451612903226,26.38888888888889,,0.21428571428571427,0.16071428571428573,,,0.22727272727272727,0.06451612903225806,0.5806451612903226,0.5454545454545454,0.6774193548387096,0.49540000000000006,0.49185,0.48963636363636365,0.09090909090909091,,0.525,9.384615384615385,26.35,0.38461538461538464,2.0,3.0,1.0,1.0,,8.0,4.0,8.0,0.6153846153846154,0.8,0.5967741935483871,0.9090909090909091,0.0967741935483871,0.6666666666666666,1.0,,0.09090909090909091,1.0,5.0,8.0,,,,,,7.0,1.0,4.0,7.0,,1.0,,4.0,8.0,12.0,7.0,1.0,1.0,,3.0,,4.0,3.0,1.0,2.0,2.0,,,2.0,2.0,1.0,,,,0.5,0.5,0.5714285714285714,0.3888888888888889,,0.6666666666666666,0.3888888888888889,,,0.07692307692307693,,0.4,,0.10714285714285714,,,,,0.07692307692307693,0.09090909090909091,0.5,0.25806451612903225,0.625,0.625,0.4,,,,0.3888888888888889,0.3888888888888889,0.5714285714285714,,,,1.0,,,0.6666666666666666,0.3888888888888889,,1.0,2.0,,0.25,,,,,,,0.16666666666666666,,,,9.0,,1.0,1.0,3.0,0.3333333333333333,0.5,0.5,1.0,0.2,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1631132,1610612737,Christian Koloko,Christian Koloko,1631132,ATL,908.0,15.0,6.0,32,39,24.0,32.0,3.0,71,,2.0,2.0,4.0,2.0,1.0,9.0,33.0,,2.0,2.0,,4.0,2.0,,1.0,1.0,1.0,,3.0,,1.0,3.0,,3.0,1.0,1.0,1.0,2.0,,2.0,1.0,,4.0,24.0,,0.75,0.5,0.3333333333333333,20.0,,0.07692307692307693,0.15789473684210525,,,0.1,,0.3333333333333333,0.5,0.8333333333333334,0.6355416666666667,,0.6533125,0.16666666666666666,,0.4444444444444444,1.5999999999999999,25.0,0.75,3.0,3.0,2.0,2.0,,4.0,2.0,,1.0,1.0,0.6666666666666666,0.5,0.5,1.0,1.0,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,8.0,,,,,,2.0,,1.0,1.0,,,,,,,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,0.3333333333333333,,,,,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.25,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1642258,1610612737,Zaccharie Risacher,Zaccharie Risacher,1642258,ATL,1282.0,21.0,,46,53,26.0,33.0,6.0,99,1.0,4.0,1.0,5.0,4.0,2.0,4.0,46.0,,5.0,1.0,2.0,4.0,4.0,1.0,3.0,4.0,3.0,1.0,11.0,,5.0,7.0,,7.0,1.0,,1.0,,,1.0,2.0,,4.0,26.0,,0.2,0.2857142857142857,0.4444444444444444,21.153846153846153,,0.45454545454545453,0.28,,,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.16666666666666666,0.7777777777777778,0.5529666666666668,,0.583075,,,1.0,8.1,25.1,0.5652173913043478,,3.0,,3.0,,1.0,1.0,2.0,0.2,0.2,0.1111111111111111,0.16666666666666666,0.3333333333333333,,,,0.5,,1.0,1.0,,,,,,,,,,,,2.0,,,,,1.0,,,2.0,,2.0,2.0,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,0.2,,,,0.14285714285714285,,,,,0.2,,,0.1111111111111111,1.0,1.0,,,,,,,,,,,,,,,,0.5,,1.0,,,,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,2.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
