EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,FTA,Technical Free Throw Trips,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,SecondChanceFG2A,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsPutbacks,OffThreePtRebounds,DeadBallTurnovers,Offensive Fouls,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,LostBallSteals,LostBallTurnovers,Travels,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffCorner3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedLongMidRange,DefensiveGoaltends,DefLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,FTDefRebounds,DefFTReboundPct,PenaltyTurnovers,SecondChanceArc3FGM,SecondChanceFG3M,BadPassOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,2pt And 1 Free Throw Trips,on,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,Charge Fouls,OffensiveGoaltends,BlockedCorner3,LongMidRangePctBlocked,Defensive 3 Seconds Violations
1628379,1610612747,Luke Kennard,Luke Kennard,1628379,LAL,1305.0,22,-12.0,45,47,2,13.0,2.0,92,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,5.0,6.0,1.0,3.0,1.0,14.0,58,8.0,2.0,3.0,1.0,3.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,15.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2,0.8,0.8,1.0,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.7222222222222222,0.7222222222222222,0.3333333333333333,20.833333333333336,1.0,0.25,0.11764705882352941,0.3333333333333333,0.1111111111111111,1.0,1.0,1.0,0.4444444444444444,0.75,0.75,0.6666666666666666,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,0.4444444444444444,0.5161888888888888,10.983333333333334,24.666666666666668,0.044444444444444446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1628467,1610612747,Maxi Kleber,Maxi Kleber,1628467,LAL,2051.0,34,-20.0,70,71,12,17.0,6.0,141,1.0,3.0,1.0,1.0,,,,,1.0,2.0,4.0,,1.0,1.0,5.0,91,4.0,,,1.0,1.0,1.0,2.0,1.0,,,,1.0,5.0,1.0,4.0,7.0,,,2.0,2.0,2.0,4.0,,12,1.0,1.0,,,,0.5,0.4,0.35714285714285715,0.2,11.538461538461538,1.0,0.07142857142857142,0.15384615384615385,0.125,0.6,0.3333333333333333,0.3333333333333333,1.0,0.2,1.0,1.0,1.0,,,,,,,,,0.2,0.8,0.549,1.975,27.6,0.17142857142857143,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,0.25,0.15384615384615385,0.25,0.06451612903225806,0.3333333333333333,0.14285714285714285,0.6,0.3333333333333333,1.0,1.0,0.65325,0.2857142857142857,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1629020,1610612747,Jarred Vanderbilt,Jarred Vanderbilt,1629020,LAL,2249.0,37,-31.0,76,81,25,16.0,8.0,157,5.0,6.0,,1.0,,,1.0,3.0,,5.0,7.0,1.0,3.0,,13.0,109,6.0,4.0,3.0,,2.0,,2.0,,,2.0,,,4.0,3.0,6.0,9.0,1.0,1.0,1.0,1.0,2.0,3.0,,25,0.6,0.75,1.0,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.65,0.5909090909090909,0.3,15.116279069767442,0.5,0.15,0.16216216216216217,0.25,0.6,0.8333333333333334,0.8333333333333334,0.6,0.1,,,,,,,,0.3,0.3333333333333333,0.3333333333333333,1.0,,0.9,0.6102299999999999,2.4,23.266666666666666,0.32894736842105265,1.0,1.0,2.0,,3.0,3.0,,,1.0,2.0,1.0,,1.0,,1.0,1.0,1.0,,0.11764705882352941,0.17647058823529413,0.08333333333333333,0.2,,0.3333333333333333,,1.0,0.5,0.69435,0.09090909090909091,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,0.05263157894736842,0.25,0.08333333333333333,0.1,0.14285714285714285,1.0,0.5,0.5,1.0,0.55255,0.25,0.15384615384615385,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1641723,1610612747,Kobe Bufkin,Kobe Bufkin,1641723,LAL,6948.0,116,-61.0,239,247,77,61.0,17.0,486,5.0,6.0,4.0,12.0,,5.0,1.0,5.0,20.0,9.0,23.0,5.0,25.0,11.0,44.0,307,8.0,10.0,12.0,20.0,4.0,5.0,9.0,4.0,1.0,2.0,1.0,1.0,23.0,3.0,12.0,13.0,2.0,1.0,4.0,2.0,5.0,12.0,,77,0.4444444444444444,0.4444444444444444,0.8,0.2,0.2,0.391304347826087,0.34375,0.4074074074074074,0.5208333333333334,22.868217054263564,0.8,0.05357142857142857,0.10810810810810811,0.06451612903225806,0.125,0.8333333333333334,1.0,0.6,0.25,0.3333333333333333,0.36363636363636365,0.25,0.10416666666666667,,,,0.10416666666666667,0.2,0.2,1.0,0.4166666666666667,0.6458333333333334,0.5057958333333333,8.71304347826087,26.339999999999996,0.32217573221757323,,,,,9.0,1.0,,,4.0,8.0,11.0,4.0,2.0,,2.0,3.0,,,,0.16363636363636364,0.009174311926605505,,,0.2,,,,,0.07692307692307693,0.14814814814814814,,1.0,1.0,,,1.0,,3.0,6.0,15.0,,1.0,1.0,,,15.0,,0.5,,0.46153846153846156,,0.5,0.017857142857142856,,,0.05555555555555555,0.15,,,0.07692307692307693,1.0,0.49186538461538465,,,0.3409090909090909,1.0,4.0,1.0,2.0,6.0,2.0,7.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.2857142857142857,0.08695652173913043,0.16666666666666666,0.08333333333333333,0.07692307692307693,0.2,0.2,0.75,1.0,0.07692307692307693,0.46153846153846156,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1642355,1610612747,Bronny James,Bronny James,1642355,LAL,3026.0,50,-29.0,102,108,42,38.0,5.0,210,1.0,1.0,,2.0,,2.0,,1.0,7.0,1.0,5.0,1.0,8.0,,5.0,133,2.0,,3.0,7.0,5.0,3.0,8.0,3.0,,4.0,1.0,,19.0,1.0,2.0,3.0,1.0,1.0,,,1.0,,,42,1.0,1.0,1.0,0.125,0.125,0.2,0.19230769230769232,0.19230769230769232,0.6153846153846154,13.084112149532709,,0.047619047619047616,0.044444444444444446,,0.07692307692307693,1.0,1.0,1.0,0.15384615384615385,,,,0.15384615384615385,,,,0.07692307692307693,,,,0.5384615384615384,0.6923076923076923,0.5076846153846154,8.14,26.749999999999996,0.4117647058823529,,1.0,,,1.0,1.0,1.0,,,1.0,2.0,,,,,,,,,0.041666666666666664,0.022727272727272728,,,,0.1111111111111111,,,0.4952,,,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,0.041666666666666664,,,0.2,0.05263157894736842,,,,,0.4584499999999999,,,,,1.0,,,3.0,,3.0,,,1.0,1.0,,,,,,,1.0,,,,,,,0.2,,0.5,0.2,0.14285714285714285,0.16666666666666666,1.0,,,0.6,,0.14285714285714285,1.0,0.125,0.14285714285714285,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1629060,1610612747,Rui Hachimura,Rui Hachimura,1629060,LAL,3070.0,51,-30.0,107,107,22,13.0,10.0,214,1.0,1.0,1.0,3.0,6.0,7.0,1.0,3.0,6.0,8.0,11.0,3.0,9.0,2.0,27.0,142,14.0,2.0,6.0,6.0,3.0,1.0,4.0,,1.0,1.0,2.0,,9.0,3.0,6.0,6.0,1.0,,,,,4.0,,22,0.875,0.875,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.7272727272727273,0.625,0.6136363636363636,0.45,18.487394957983195,,0.12,0.13043478260869565,0.14285714285714285,0.05,1.0,1.0,1.0,0.15,0.3333333333333333,0.3333333333333333,1.0,0.35,0.8571428571428571,0.8571428571428571,0.8333333333333334,0.15,0.3333333333333333,0.3333333333333333,1.0,0.3,0.5,0.4938675,13.081818181818182,25.2,0.205607476635514,1.0,1.0,,,3.0,,,,2.0,3.0,2.0,2.0,2.0,,1.0,2.0,2.0,,,0.14285714285714285,,,,0.1111111111111111,,1.0,1.0,,0.09090909090909091,0.15384615384615385,1.0,,,,1.0,,2.0,2.0,3.0,7.0,,,,,,7.0,1.0,0.6666666666666666,1.0,0.7,1.0,0.7,,,,,0.16666666666666666,1.0,,,,0.46170999999999995,,0.07407407407407407,0.25925925925925924,,2.0,,1.0,2.0,1.0,2.0,,3.0,2.0,,1.0,,,,,,,,,,,,0.5,,,,,0.3333333333333333,0.3333333333333333,0.5,,,0.4,0.5,0.3333333333333333,,,,1.0,1.0,0.2,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,
1631222,1610612747,Jake LaRavia,Jake LaRavia,1631222,LAL,2386.0,40,-23.0,89,86,14,17.0,10.0,175,,1.0,1.0,5.0,,,1.0,2.0,4.0,1.0,6.0,4.0,6.0,6.0,20.0,110,2.0,,9.0,4.0,4.0,,4.0,,,2.0,2.0,,8.0,3.0,4.0,4.0,,,1.0,1.0,1.0,6.0,,14,1.0,1.0,0.75,0.6666666666666666,0.6666666666666666,0.16666666666666666,0.5833333333333334,0.6666666666666666,0.5,16.161616161616163,1.0,0.17647058823529413,0.0967741935483871,0.125,0.08333333333333333,,,,0.4166666666666667,0.2,0.5,1.0,,,,,0.16666666666666666,0.5,0.5,1.0,0.3333333333333333,0.5833333333333334,0.4906791666666667,6.383333333333334,26.016666666666666,0.15730337078651685,,,,,,,,,3.0,7.0,4.0,2.0,,,,,,,,,,,,,,,,0.372,0.14285714285714285,0.25,,,,,,1.0,,,,5.0,,,,,,5.0,,,,0.75,,0.8333333333333334,,,,0.16666666666666666,,,,,,0.5265,,,0.25,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,,,,,,1.0,1.0,1.0,,,,1.0,0.5,0.5,,0.6,,0.75,0.75,0.6666666666666666,1.0,0.5,0.5,1.0,0.75,,,,,,0.3333333333333333,,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,
1642261,1610612747,Dalton Knecht,Dalton Knecht,1642261,LAL,2875.0,48,-18.0,96,106,47,48.0,4.0,202,1.0,1.0,2.0,2.0,,1.0,,1.0,7.0,3.0,4.0,3.0,8.0,,15.0,117,2.0,4.0,9.0,7.0,1.0,,1.0,,,1.0,,,2.0,4.0,8.0,8.0,1.0,1.0,3.0,2.0,3.0,,,47,0.3333333333333333,0.3333333333333333,1.0,0.375,0.375,0.75,0.625,0.625,0.6666666666666666,15.0,1.0,0.16666666666666666,0.14,0.25,0.08333333333333333,1.0,1.0,,0.16666666666666666,1.0,1.0,0.5,0.08333333333333333,,,,0.08333333333333333,,,,0.5833333333333334,0.75,0.46070833333333333,10.549999999999999,26.974999999999998,0.4895833333333333,,,,,3.0,,,,2.0,3.0,1.0,,1.0,1.0,,1.0,,,,0.11538461538461539,,,,,,,,,,,,,,,,,,1.0,2.0,5.0,,,,,,5.0,,0.5,,0.4166666666666667,,0.4166666666666667,,,,,0.13636363636363635,,,,,0.43579166666666663,,,0.3333333333333333,1.0,3.0,,1.0,3.0,1.0,4.0,,,3.0,,,1.0,,1.0,,1.0,,,,,,,0.25,,,,,0.42857142857142855,0.42857142857142855,1.0,,0.16666666666666666,0.5,0.3333333333333333,0.42857142857142855,,,,,,,,1.0,0.25,1.0,,,,,,,,True,,,,,,,,,,,,,,,
1629637,1610612747,Jaxson Hayes,Jaxson Hayes,1629637,LAL,1097.0,18,-35.0,39,41,1,,2.0,80,4.0,4.0,2.0,3.0,,,,,,6.0,7.0,,,2.0,14.0,64,10.0,2.0,,,3.0,,3.0,,,1.0,1.0,1.0,6.0,2.0,3.0,4.0,,,2.0,2.0,2.0,2.0,,1,0.8333333333333334,1.0,,,,0.8571428571428571,0.8571428571428571,0.875,,23.80952380952381,1.0,0.2222222222222222,0.1875,0.5,0.5714285714285714,1.0,1.0,0.75,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,0.5714285714285714,0.5754857142857143,3.6857142857142864,,0.02564102564102564,2.0,2.0,1.0,,1.0,1.0,,,2.0,2.0,1.0,1.0,,,,,,,0.07692307692307693,0.14285714285714285,0.05,,0.09090909090909091,,,,1.0,0.6916,0.125,0.125,2.0,1.0,1.0,,2.0,,4.0,1.0,1.0,2.0,2.0,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.25,1.0,,1.0,1.0,0.5459,,0.2857142857142857,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,True,,,,,,,,,,,,,,,
203935,1610612747,Marcus Smart,Marcus Smart,203935,LAL,808.0,13,-2.0,29,27,5,,4.0,56,2.0,3.0,,3.0,,,,,1.0,2.0,6.0,,1.0,3.0,7.0,31,,4.0,,1.0,,1.0,1.0,1.0,,,,,3.0,3.0,3.0,3.0,1.0,1.0,,,,4.0,,5,,,,,,0.3333333333333333,0.2857142857142857,0.3888888888888889,0.14285714285714285,26.470588235294116,,0.5,0.3,,0.42857142857142855,0.6666666666666666,0.6666666666666666,,0.42857142857142855,,,,,,,,,,,,0.14285714285714285,0.5714285714285714,0.5613714285714286,5.45,26.5,0.1724137931034483,,,,,,,,,1.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,0.2222222222222222,0.25,,1.0,1.0,,,,,1.0,2.0,2.0,,,,,,2.0,,0.5,,0.5,,0.5,,,,0.6666666666666666,,,,0.5,1.0,0.5887,,,0.2857142857142857,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,0.16666666666666666,,0.3333333333333333,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,
