EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,Travels,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Charge Fouls,Charge Fouls Drawn,SecondChanceCorner3FGM,Fg3aBlocked,3pt And 1 Free Throw Trips,BlockedCorner3,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,Defensive 3 Seconds Violations,on,FTOffRebounds,OffFTReboundPct,OffensiveGoaltends
1627936,1610612760,Alex Caruso,Alex Caruso,1627936,OKC,23597.5,393,164.0,819,813,356,292,93,1632,27.0,36.0,1.0,2.0,10.0,16.0,3.0,11.0,2.0,3.0,3.0,28.0,2.0,1.0,9.0,14.0,38,3.0,5.0,5.0,15.0,32.0,50.0,17.0,66,15.0,130,850,2.0,4.0,3.0,7.0,13.0,11.0,18.0,6.0,24.0,6.0,46.0,40.0,24.0,48.0,3.0,2.0,38,14.0,5.0,21.0,27.0,48.0,18.0,9.0,18.0,3.0,123.0,6.0,2.0,29.0,19.0,2.0,50.0,8.0,58.0,1.0,28.0,20.0,8.0,11.0,4.0,6.0,8.0,5.0,1.0,19.0,2.0,10.0,13.0,27,1.0,1.0,25,3.0,7.0,23.0,1.0,8.0,5.0,5.0,1.0,1.0,4.0,1.0,6.0,3.0,46.0,355,4.0,4.0,0.625,0.6451612903225806,0.9411764705882353,0.25757575757575757,0.42857142857142855,0.25,0.25757575757575757,0.64,0.5,0.6111111111111112,0.4956896551724138,0.5909090909090909,0.47619047619047616,0.5078125,0.5416666666666666,0.4791666666666667,0.5689655172413793,0.1,0.08333333333333333,0.18181818181818182,16.048034934497817,0.5789473684210527,0.1,0.10215053763440861,0.012987012987012988,0.13744075829383887,0.02843601895734597,0.12090680100755667,0.021917808219178082,0.014705882352941176,0.015625,0.026143790849673203,0.034482758620689655,0.12727272727272726,0.11827956989247312,0.02631578947368421,0.15894039735099338,0.08333333333333333,0.016666666666666666,0.5,0.3103448275862069,0.75,0.8181818181818182,0.6296296296296297,0.09482758620689655,0.2727272727272727,0.3333333333333333,0.6666666666666666,0.02586206896551724,0.6666666666666666,0.6666666666666666,0.5,0.2413793103448276,0.10714285714285714,0.10714285714285714,1.0,0.3275862068965517,0.3684210526315789,0.3684210526315789,0.9285714285714286,0.18181818181818182,0.5,0.18181818181818182,0.45454545454545453,0.6,1.0,0.38095238095238093,0.625,0.21428571428571427,0.1111111111111111,0.35714285714285715,0.3333333333333333,0.8793103448275862,0.3684210526315789,0.5740034482758622,0.50928,0.5795357142857143,0.06504065040650407,0.14035087719298245,0.1,0.35384615384615387,4.119999999999999,24.79696969696971,0.4346764346764347,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1628392,1610612760,Isaiah Hartenstein,Isaiah Hartenstein,1628392,OKC,20289.2,338,152.0,685,688,109,116,102,1373,39.0,51.0,12.0,17.0,7.0,9.0,14.0,30.0,,1.0,,,,,,,3,,1.0,,,53.0,82.0,,3,17.0,123,686,14.0,20.0,,1.0,33.0,9.0,12.0,,,3.0,21.0,76.0,30.0,,,24.0,3,,2.0,43.0,30.0,73.0,25.0,5.0,28.0,10.0,176.0,17.0,32.0,43.0,41.0,4.0,88.0,49.0,137.0,2.0,15.0,8.0,7.0,17.0,4.0,15.0,12.0,2.0,,29.0,4.0,1.0,13.0,39,7.0,6.0,32,2.0,1.0,37.0,5.0,19.0,2.0,14.0,,,7.0,7.0,14.0,11.0,21.0,108,1.0,1.0,0.7169811320754716,0.926829268292683,,,,,,0.6463414634146342,0.7,0.75,0.6235294117647059,0.6666666666666666,0.75,0.6089108910891089,0.6111111111111112,0.65625,0.03529411764705882,0.024390243902439025,0.0392156862745098,,16.169154228855724,0.5862068965517241,0.19047619047619047,0.2679738562091503,0.18497109826589594,0.25146198830409355,0.10759493670886076,0.25925925925925924,0.14803625377643503,0.1935483870967742,0.21686746987951808,0.10434782608695652,0.11627906976744186,0.28,0.2987012987012987,0.15384615384615385,0.2222222222222222,0.3333333333333333,0.06896551724137931,0.7857142857142857,0.6,0.7647058823529411,0.7959183673469388,0.6410256410256411,0.35294117647058826,0.4666666666666667,0.4666666666666667,0.9285714285714286,0.011764705882352941,,,,,,,,0.03529411764705882,,,,0.8095238095238095,0.7058823529411765,,0.047619047619047616,,,0.75,0.7777777777777778,,,,,0.6352941176470588,,0.5810494117647058,0.58646875,0.620375,0.1919191919191919,0.19791666666666666,0.2682926829268293,0.17073170731707318,4.281707317073169,25.233333333333334,0.1591240875912409,5.0,5.0,1.0,2.0,0.07142857142857142,0.08333333333333333,,,,,,,,,,,,,,,,,,,True,,,
1628983,1610612760,Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,1628983,OKC,39670.200000000004,661,240.0,1415,1387,551,471,130,2802,95.0,132.0,7.0,10.0,25.0,37.0,60.0,115.0,45.0,74.0,2.0,5.0,,1.0,2.0,42.0,92,3.0,8.0,17.0,47.0,200.0,321.0,44.0,97,188.0,720,1537,11.0,20.0,3.0,8.0,37.0,57.0,102.0,18.0,49.0,87.0,255.0,66.0,334.0,30.0,102.0,2.0,92,42.0,20.0,53.0,87.0,140.0,65.0,22.0,34.0,12.0,367.0,7.0,11.0,39.0,35.0,1.0,75.0,18.0,93.0,9.0,36.0,24.0,12.0,35.0,3.0,21.0,9.0,14.0,,44.0,4.0,16.0,19.0,37,2.0,1.0,141,2.0,1.0,218.0,25.0,96.0,14.0,15.0,1.0,1.0,6.0,9.0,16.0,7.0,253.0,550,3.0,12.0,0.165,0.1658291457286432,0.22727272727272727,0.4536082474226804,0.375,0.3673469387755102,0.4536082474226804,0.6230529595015576,0.55,0.5588235294117647,0.6363636363636364,0.5535714285714286,0.5562913907284768,0.7021696252465484,0.578125,0.6505102040816326,0.23205741626794257,0.06230529595015576,0.10606060606060606,0.05217391304347826,35.43814432989691,0.7954545454545454,0.020833333333333332,0.10263929618768329,0.04526748971193416,0.11436950146627566,0.020289855072463767,0.10850439882697947,0.030612244897959183,0.05434782608695652,0.05714285714285714,0.019230769230769232,0.023529411764705882,0.056451612903225805,0.14193548387096774,0.0967741935483871,0.10569105691056911,0.1368421052631579,0.06040268456375839,0.4375,0.3157894736842105,0.7196969696969697,0.8050847457627118,0.21052631578947367,0.2751196172248804,0.5217391304347826,0.5504587155963303,0.1,0.17703349282296652,0.6081081081081081,0.6081081081081081,0.15555555555555556,0.011961722488038277,0.4,0.4,1.0,0.22009569377990432,0.45652173913043476,0.45652173913043476,0.19047619047619047,0.35714285714285715,0.7,,0.2857142857142857,0.375,0.6666666666666666,0.24503311258278146,0.6756756756756757,0.013245033112582781,0.5,0.31125827814569534,0.3617021276595745,0.5478468899521531,0.45652173913043476,0.5327096889952152,0.5887038461538462,0.5160980132450333,0.2028397565922921,0.24489795918367346,0.05138888888888889,0.3541666666666667,8.037694704049843,25.891752577319597,0.3893992932862191,6.0,7.0,3.0,,,0.2857142857142857,2.0,9.0,4.0,0.039603960396039604,,,,,,,,,,,,,,,True,,,
1629026,1610612760,Kenrich Williams,Kenrich Williams,1629026,OKC,23175.0,386,30.0,773,788,209,154,85,1561,28.0,47.0,6.0,10.0,6.0,11.0,8.0,22.0,5.0,16.0,9.0,17.0,1.0,2.0,4.0,13.0,36,2.0,3.0,1.0,4.0,41.0,85.0,22.0,53,11.0,159,889,6.0,11.0,2.0,4.0,21.0,9.0,16.0,3.0,8.0,3.0,30.0,40.0,42.0,57.0,9.0,10.0,36,13.0,8.0,17.0,19.0,36.0,13.0,6.0,10.0,6.0,91.0,11.0,10.0,42.0,14.0,6.0,62.0,21.0,83.0,3.0,14.0,10.0,4.0,9.0,4.0,6.0,10.0,3.0,2.0,19.0,1.0,6.0,10.0,28,5.0,,24,4.0,2.0,17.0,5.0,10.0,1.0,2.0,,,2.0,,2.0,1.0,30.0,208,1.0,1.0,0.4878048780487805,0.5555555555555556,0.8636363636363636,0.41509433962264153,0.5,0.375,0.41509433962264153,0.4823529411764706,0.5454545454545454,0.5625,0.5362318840579711,0.6,0.5625,0.5520833333333334,0.6176470588235294,0.5769230769230769,0.38405797101449274,0.09411764705882353,0.10638297872340426,0.13636363636363635,18.82217090069284,0.47368421052631576,0.2608695652173913,0.07407407407407407,0.06369426751592357,0.22702702702702704,0.05314009661835749,0.1497326203208556,0.057692307692307696,0.04838709677419355,0.06451612903225806,0.05128205128205128,0.058823529411764705,0.08571428571428572,0.06451612903225806,0.07692307692307693,0.2413793103448276,0.2028985507246377,0.045454545454545456,0.5,0.34057971014492755,0.5957446808510638,0.6666666666666666,0.5714285714285714,0.15942028985507245,0.36363636363636365,0.42105263157894735,0.25,0.11594202898550725,0.3125,0.3125,0.4,0.12318840579710146,0.5294117647058824,0.5294117647058824,1.0,0.2608695652173913,0.3611111111111111,0.3611111111111111,0.7692307692307693,0.6666666666666666,0.6,0.06666666666666667,0.2,0.6666666666666666,1.0,0.4583333333333333,0.5454545454545454,0.16666666666666666,0.5,0.16666666666666666,0.25,0.7246376811594203,0.3611111111111111,0.5516804347826088,0.5629785714285714,0.6047729166666667,0.06993006993006994,0.1111111111111111,0.1320754716981132,0.18867924528301888,6.514117647058824,25.5188679245283,0.2703751617076326,3.0,1.0,1.0,,0.09090909090909091,0.16666666666666666,,,,,1.0,3.0,,,,,,,,,,,,,True,,,
1630198,1610612760,Isaiah Joe,Isaiah Joe,1630198,OKC,90446.69999999998,1507,356.0,3108,3122,913,776,337,6230,31.0,50.0,2.0,4.0,10.0,13.0,18.0,32.0,17.0,33.0,54.0,102.0,20.0,18.0,32.0,127.0,326,13.0,24.0,35.0,90.0,66.0,115.0,181.0,428,110.0,785,3358,7.0,14.0,25.0,44.0,97.0,16.0,29.0,53.0,122.0,60.0,251.0,104.0,28.0,516.0,27.0,8.0,326,127.0,12.0,47.0,47.0,94.0,27.0,20.0,31.0,14.0,235.0,24.0,9.0,73.0,63.0,12.0,148.0,33.0,181.0,6.0,50.0,32.0,18.0,29.0,3.0,20.0,16.0,9.0,1.0,45.0,4.0,11.0,64.0,121,4.0,3.0,133,10.0,25.0,123.0,5.0,26.0,19.0,10.0,1.0,,7.0,3.0,11.0,5.0,251.0,911,10.0,18.0,0.7878787878787878,0.8387096774193549,0.9502762430939227,0.42289719626168226,0.5681818181818182,0.4344262295081967,0.42289719626168226,0.5739130434782609,0.5,0.5517241379310345,0.6215469613259669,0.7672413793103449,0.6324503311258278,0.6587837837837838,0.782258064516129,0.6868131868131868,0.7882136279926335,0.10434782608695652,0.18,0.0625,18.34149150590268,0.6444444444444445,0.12631578947368421,0.08653846153846154,0.014331210191082803,0.0922882427307206,0.03007518796992481,0.08953258722843976,0.02314165497896213,0.008264462809917356,0.014336917562724014,0.0297029702970297,0.03125,0.07392996108949416,0.07669616519174041,0.13636363636363635,0.08641975308641975,0.10714285714285714,0.021739130434782608,0.45454545454545453,0.09208103130755065,0.62,0.7560975609756098,0.8064516129032258,0.058931860036832415,0.5625,0.6,0.8333333333333334,0.06077348066298342,0.5151515151515151,0.53125,0.7058823529411765,0.1878453038674033,0.5294117647058824,0.54,0.9814814814814815,0.6003683241252302,0.3895705521472393,0.3931888544891641,0.937007874015748,0.06896551724137931,0.5,0.3448275862068966,0.41379310344827586,0.5416666666666666,0.8461538461538461,0.08609271523178808,0.7692307692307693,0.2119205298013245,0.5625,0.5960264900662252,0.3888888888888889,0.8802946593001841,0.3895705521472393,0.5477042435424354,0.5444134615384616,0.5397549668874173,0.06304728546409807,0.19117647058823528,0.12356687898089172,0.3197452229299363,8.193913043478263,25.738785046728974,0.29375804375804376,8.0,2.0,5.0,1.0,0.028037383177570093,0.5,1.0,5.0,12.0,0.022988505747126436,2.0,8.0,12.0,5.0,3.0,1.0,0.011682242990654205,0.030303030303030304,0.0196078431372549,0.009202453987730062,0.6,0.9166666666666666,,,True,,,
1629652,1610612760,Luguentz Dort,Luguentz Dort,1629652,OKC,28380.800000000003,473,54.0,946,954,215,178,94,1900,9.0,13.0,2.0,3.0,1.0,2.0,7.0,15.0,3.0,8.0,7.0,20.0,2.0,3.0,5.0,28.0,82,6.0,14.0,7.0,18.0,19.0,36.0,35.0,102,7.0,150,1099,4.0,5.0,7.0,16.0,31.0,3.0,5.0,10.0,23.0,6.0,42.0,22.0,16.0,105.0,,4.0,82,28.0,2.0,8.0,20.0,28.0,15.0,5.0,3.0,2.0,76.0,11.0,7.0,26.0,22.0,2.0,50.0,18.0,68.0,,11.0,9.0,2.0,10.0,5.0,6.0,14.0,4.0,1.0,24.0,5.0,4.0,23.0,52,3.0,2.0,22,4.0,10.0,12.0,1.0,4.0,2.0,5.0,,,4.0,1.0,5.0,2.0,42.0,215,4.0,2.0,0.5789473684210527,0.6470588235294118,1.0,0.3431372549019608,0.4375,0.43478260869565216,0.3431372549019608,0.5277777777777778,0.8,0.6,0.5181159420289855,0.6904761904761905,0.6428571428571429,0.5244755244755245,0.7045454545454546,0.6774193548387096,0.7391304347826086,0.05555555555555555,0.07692307692307693,,15.965583173996174,0.4166666666666667,0.08333333333333333,0.09523809523809523,0.0374331550802139,0.10655737704918032,0.04564315352697095,0.10105263157894737,0.04205607476635514,0.015625,0.047058823529411764,0.04639175257731959,0.0425531914893617,0.1,0.0989010989010989,0.08,0.10344827586206896,0.11428571428571428,,0.4,0.09420289855072464,0.6923076923076923,0.75,0.5555555555555556,0.10869565217391304,0.4666666666666667,0.4666666666666667,0.5714285714285714,0.057971014492753624,0.375,0.42857142857142855,0.6666666666666666,0.14492753623188406,0.35,0.35,1.0,0.5942028985507246,0.34146341463414637,0.34146341463414637,1.0,0.14285714285714285,0.6666666666666666,0.09523809523809523,0.6666666666666666,0.42857142857142855,1.0,0.07142857142857142,0.5,0.17857142857142858,0.6,0.6428571428571429,0.3888888888888889,0.8333333333333334,0.34146341463414637,0.5448670289855071,0.5427576923076922,0.5420089285714286,0.03546099290780142,0.10256410256410256,0.20666666666666667,0.28,8.572222222222221,25.687254901960785,0.22727272727272727,2.0,3.0,1.0,,0.05263157894736842,,,,1.0,0.00980392156862745,4.0,,1.0,,1.0,,,0.125,,,0.5,1.0,,,True,,,
1631096,1610612760,Chet Holmgren,Chet Holmgren,1631096,OKC,34144.20000000001,569,184.0,1165,1155,266,178,124,2320,59.0,86.0,12.0,15.0,13.0,15.0,17.0,41.0,10.0,17.0,4.0,16.0,3.0,,2.0,12.0,44,,2.0,1.0,5.0,86.0,144.0,16.0,60,75.0,295,1204,15.0,18.0,1.0,5.0,41.0,16.0,26.0,1.0,7.0,24.0,59.0,94.0,78.0,42.0,6.0,14.0,44,12.0,16.0,25.0,15.0,40.0,11.0,4.0,17.0,4.0,95.0,8.0,19.0,71.0,68.0,11.0,150.0,27.0,177.0,3.0,15.0,11.0,4.0,17.0,1.0,4.0,10.0,13.0,,27.0,3.0,5.0,28.0,44,5.0,3.0,87,8.0,4.0,90.0,3.0,40.0,6.0,39.0,,,25.0,13.0,39.0,25.0,59.0,266,3.0,6.0,0.5465116279069767,0.5949367088607594,0.875,0.26666666666666666,0.2,0.14285714285714285,0.26666666666666666,0.5972222222222222,0.8333333333333334,0.6153846153846154,0.5392156862745098,0.717391304347826,0.5303030303030303,0.5951417004048583,0.7321428571428571,0.6276595744680851,0.29411764705882354,0.1111111111111111,0.11627906976744186,0.12195121951219512,21.06072252113759,0.6296296296296297,0.3548387096774194,0.23693379790940766,0.07630522088353414,0.23745819397993312,0.029850746268656716,0.23720136518771331,0.05222437137330754,0.0784313725490196,0.09565217391304348,0.02912621359223301,0.03225806451612903,0.21296296296296297,0.216,0.3333333333333333,0.24170616113744076,0.22727272727272727,0.03529411764705882,0.6410256410256411,0.4215686274509804,0.686046511627907,0.7763157894736842,0.6271186440677966,0.20098039215686275,0.4146341463414634,0.4722222222222222,0.47058823529411764,0.08333333333333333,0.5882352941176471,0.625,0.2,0.0784313725490196,0.25,0.26666666666666666,1.0,0.21568627450980393,0.2727272727272727,0.2727272727272727,0.8333333333333334,0.6521739130434783,0.8,0.13043478260869565,0.08695652173913043,,,0.45454545454545453,0.8666666666666667,0.06060606060606061,,0.15151515151515152,0.2,0.7156862745098039,0.2727272727272727,0.5711700980392157,0.5828714285714286,0.5852772727272727,0.16597510373443983,0.22099447513812154,0.13898305084745763,0.2,5.678472222222223,25.111666666666668,0.22832618025751072,8.0,4.0,3.0,2.0,,0.3333333333333333,1.0,1.0,,,1.0,,1.0,1.0,,,0.016666666666666666,0.058823529411764705,0.0625,,0.3333333333333333,1.0,1.0,1.0,True,,,
1631119,1610612760,Jaylin Williams,Jaylin Williams,1631119,OKC,36937.09999999999,616,136.0,1293,1284,507,365,126,2577,12.0,22.0,2.0,4.0,5.0,10.0,7.0,15.0,4.0,9.0,14.0,30.0,3.0,7.0,18.0,33.0,87,3.0,10.0,13.0,32.0,23.0,46.0,47.0,117,40.0,227,1389,3.0,6.0,5.0,13.0,24.0,6.0,16.0,20.0,50.0,16.0,88.0,40.0,6.0,141.0,,,87,33.0,5.0,41.0,35.0,76.0,27.0,8.0,30.0,5.0,187.0,11.0,6.0,78.0,61.0,16.0,155.0,17.0,172.0,,10.0,8.0,2.0,23.0,4.0,18.0,14.0,5.0,,37.0,6.0,15.0,42.0,64,4.0,7.0,43,4.0,1.0,53.0,3.0,19.0,6.0,16.0,1.0,1.0,10.0,6.0,17.0,10.0,88.0,506,6.0,6.0,0.8695652173913043,0.8695652173913043,1.0,0.4017094017094017,0.38461538461538464,0.4,0.4017094017094017,0.5,0.5,0.375,0.5736196319018405,0.5526315789473685,0.5454545454545454,0.606951871657754,0.5714285714285714,0.5714285714285714,0.7177914110429447,0.10869565217391304,0.18181818181818182,0.06666666666666667,15.708274894810659,0.6216216216216216,0.5,0.20677966101694914,0.02575107296137339,0.2287390029325513,0.03151862464183381,0.21855345911949686,0.029209621993127148,0.010638297872340425,0.04807692307692308,0.030534351145038167,0.034482758620689655,0.2127659574468085,0.20588235294117646,0.2,0.20883534136546184,0.2826086956521739,,0.5882352941176471,0.13496932515337423,0.5454545454545454,0.6666666666666666,0.8333333333333334,0.09202453987730061,0.4666666666666667,0.5,1.0,0.05521472392638037,0.4444444444444444,0.4444444444444444,0.75,0.18404907975460122,0.4666666666666667,0.4666666666666667,1.0,0.5337423312883436,0.3793103448275862,0.38372093023255816,1.0,0.21052631578947367,0.5,0.15789473684210525,0.5263157894736842,0.3,1.0,0.15151515151515152,0.5,0.2727272727272727,0.3888888888888889,0.48484848484848486,0.40625,0.852760736196319,0.3793103448275862,0.5512634969325154,0.5496941176470588,0.5675143939393941,0.11602209944751381,0.3064516129032258,0.10572687224669604,0.3876651982378855,7.156521739130435,25.231623931623933,0.39211136890951276,3.0,6.0,,,,1.0,1.0,,2.0,0.01680672268907563,1.0,4.0,2.0,1.0,,,0.008547008547008548,,,0.011494252873563218,0.6666666666666666,1.0,,2.0,True,,,
1631172,1610612760,Ousmane Dieng,Ousmane Dieng,1631172,OKC,7269.200000000001,121,-15.0,245,262,110,97,22,507,4.0,6.0,,,2.0,3.0,5.0,12.0,4.0,7.0,1.0,3.0,,,1.0,5.0,17,1.0,4.0,2.0,10.0,13.0,25.0,6.0,20,2.0,46,277,1.0,1.0,1.0,4.0,5.0,6.0,13.0,2.0,11.0,2.0,20.0,16.0,10.0,9.0,9.0,,17,5.0,2.0,6.0,11.0,17.0,7.0,4.0,3.0,3.0,45.0,3.0,,9.0,8.0,,17.0,3.0,20.0,,,,,3.0,,1.0,2.0,2.0,,5.0,,1.0,3.0,5,1.0,,1,,,2.0,,1.0,,4.0,,,3.0,,4.0,3.0,20.0,110,1.0,,0.6153846153846154,0.6153846153846154,0.5,0.3,0.25,0.18181818181818182,0.3,0.52,1.0,0.46153846153846156,0.4888888888888889,0.5,0.375,0.5,0.5,0.4,0.4444444444444444,0.08,0.3333333333333333,,18.95910780669145,0.6,,0.13114754098360656,,0.10714285714285714,0.04225352112676056,0.11724137931034483,0.025210084033613446,,,0.03773584905660377,0.05555555555555555,0.16666666666666666,0.038461538461538464,0.2727272727272727,0.08955223880597014,0.17647058823529413,,0.75,0.13333333333333333,0.6666666666666666,1.0,1.0,0.26666666666666666,0.4166666666666667,0.4166666666666667,0.4,0.15555555555555556,0.5714285714285714,0.5714285714285714,0.5,0.06666666666666667,0.3333333333333333,0.3333333333333333,1.0,0.37777777777777777,0.29411764705882354,0.29411764705882354,0.4,,,,0.8,0.25,1.0,0.125,0.6666666666666666,0.041666666666666664,,0.4166666666666667,0.2,0.5777777777777777,0.29411764705882354,0.5125455555555555,0.55185,0.5036958333333333,0.021739130434782608,0.038461538461538464,0.10869565217391304,0.43478260869565216,9.548,25.875,0.4489795918367347,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,True,,,
1641717,1610612760,Cason Wallace,Cason Wallace,1641717,OKC,39464.8,658,133.0,1362,1360,282,305,150,2722,43.0,76.0,6.0,8.0,7.0,11.0,6.0,22.0,5.0,13.0,9.0,28.0,1.0,1.0,2.0,21.0,50,2.0,7.0,5.0,9.0,54.0,111.0,30.0,78,30.0,228,1468,7.0,12.0,3.0,8.0,23.0,8.0,13.0,6.0,11.0,11.0,45.0,44.0,64.0,84.0,6.0,6.0,50,21.0,15.0,32.0,33.0,65.0,17.0,16.0,21.0,8.0,163.0,18.0,9.0,19.0,22.0,2.0,43.0,27.0,70.0,2.0,50.0,21.0,29.0,19.0,3.0,14.0,6.0,5.0,1.0,25.0,4.0,6.0,27.0,51,1.0,1.0,30,,2.0,38.0,2.0,16.0,4.0,9.0,4.0,4.0,2.0,6.0,13.0,5.0,43.0,280,4.0,3.0,0.4074074074074074,0.43137254901960786,0.9333333333333333,0.38461538461538464,0.375,0.5454545454545454,0.38461538461538464,0.4864864864864865,0.5833333333333334,0.6153846153846154,0.5238095238095238,0.575,0.7083333333333334,0.5507246376811594,0.575,0.75,0.4126984126984127,0.13513513513513514,0.11842105263157894,0.2727272727272727,15.123859191655802,0.76,0.05405405405405406,0.07586206896551724,0.030303030303030304,0.05740181268882175,0.05,0.06602254428341385,0.0410958904109589,0.04065040650406504,0.022900763358778626,0.04633204633204633,0.0594059405940594,0.0782608695652174,0.07317073170731707,0.07692307692307693,0.05084745762711865,0.07368421052631578,0.022988505747126436,0.38461538461538464,0.4021164021164021,0.5657894736842105,0.6417910447761194,0.46511627906976744,0.1164021164021164,0.2727272727272727,0.375,0.3333333333333333,0.06878306878306878,0.38461538461538464,0.38461538461538464,,0.14814814814814814,0.32142857142857145,0.3333333333333333,0.8888888888888888,0.26455026455026454,0.42,0.42,0.9523809523809523,0.4,0.75,0.05,0.35,0.2857142857142857,1.0,0.4583333333333333,0.6363636363636364,0.08333333333333333,0.5,0.375,0.5555555555555556,0.8148148148148148,0.42,0.5860084656084659,0.5811392857142857,0.6305124999999999,0.07881773399014778,0.128,0.10087719298245613,0.19736842105263158,4.591891891891891,24.86282051282052,0.20704845814977973,,3.0,,,0.023255813953488372,0.5,,,,,1.0,,1.0,1.0,,,0.01282051282051282,,0.03571428571428571,,1.0,1.0,1.0,,True,,,
