EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,ThreePtAssists,Assists,Arc3Assists,AssistPoints,Usage,ShortMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PlusMinus,LongMidRangeFGA,Arc3FGA,FG3A,NonHeaveArc3FGA,DefThreePtRebounds,FTDefRebounds,DefRebounds,Rebounds,FG3APct,DefFTReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,Arc3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,FG2M,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,ShortMidRangeAssists,Steals,BadPassSteals,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,DefTwoPtRebounds,LostBallSteals,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefTwoPtReboundPct,DefLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PenaltyFtPoints,AtRimAssists,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,LiveBallTurnoverPct,ShortMidRangePctAssisted,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,OffThreePtRebounds,OffRebounds,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,PenaltyArc3FGA,PenaltyTurnovers,PenaltyArc3Frequency,on,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsPutbacks,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,BlockedAtRim,OffensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PtsUnassisted3s,Fg3aBlocked,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,BlockedLongMidRange,FG3APctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,LongMidRangeFGM,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Arc3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Charge Fouls,Blocked3s,BlockedArc3,BlockedCorner3,DefensiveGoaltends,Clear Path Fouls
1626204,1610612739,Larry Nance Jr.,Larry Nance Jr.,1626204,CLE,204.0,3,6,7,7.0,13,1.0,1.0,8,2.0,2.0,2.0,6.0,16.666666666666668,1.0,0.492,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628366,1610612739,Lonzo Ball,Lonzo Ball,1628366,CLE,586.0,10,20,20,7.0,40,,1.0,14,3.0,3.0,3.0,9.0,10.0,,0.492325,17.9,9.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,0.5,0.5,0.375,0.3,0.3333333333333333,0.5,0.5,0.5,0.5,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641753,1610612739,Chris Livingston,Chris Livingston,1641753,CLE,1045.6,17,36,37,16.0,73,1.0,4.0,33,,1.0,,2.0,18.91891891891892,0.14285714285714285,0.6401928571428571,2.775,8.0,,,3.0,,3.0,,3.0,3.0,0.42857142857142855,,0.2727272727272727,0.23076923076923078,0.375,,,,0.8571428571428571,23.7,7.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,9.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,0.75,0.75,1.0,1.0,1.0,0.5714285714285714,1.0,0.5,0.6428571428571429,1.5,0.5,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,1.0,1.0,0.5,1.0,0.5,0.691375,0.14285714285714285,0.25,0.3333333333333333,0.2222222222222222,0.19444444444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641772,1610612739,Nae'Qwan Tomlin,Nae'Qwan Tomlin,1641772,CLE,941.5999999999999,16,32,34,16.0,66,,1.0,31,,,,,12.5,,0.576525,1.1,4.0,,2.0,3.0,2.0,,,1.0,1.0,0.75,,,0.08333333333333333,,,,0.5,1.0,26.7,7.0,,1.0,1.0,,,,,,1.0,,1.0,,8.0,,,,,,,,,2.0,,,,1.0,,3.0,3.0,,,,,,,7.0,,1.0,1.0,1.0,,,1.0,,,1.0,,,0.25,1.0,1.0,1.0,,,0.25,,,,,,,,,,,,0.21875,2.0,2.0,6.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642878,1610612739,Tyrese Proctor,Tyrese Proctor,1642878,CLE,279.6,5,9,11,10.0,20,1.0,1.0,10,,,,,33.333333333333336,0.5,0.49875,11.8,,,1.0,1.0,1.0,,,,,0.5,,,,,,,0.5,0.5,29.7,2.0,,,,,,,,1.0,,,1.0,2.0,4.0,,,,,,,,2.0,,2.0,,,,,,,,1.0,2.0,,1.0,2.0,2.0,,,,1.0,,,0.5,,,0.6666666666666666,,1.0,,,,,1.0,1.0,,,,,,,,,0.3333333333333333,0.5,,0.5,0.2222222222222222,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628378,1610612739,Donovan Mitchell,Donovan Mitchell,1628378,CLE,346.0,6,13,11,,24,1.0,1.0,15,1.0,3.0,1.0,7.0,49.99999999999999,0.25,0.519525,9.9,5.0,,3.0,3.0,3.0,,,,,0.75,,,,,,,0.75,0.75,26.099999999999998,,1.0,,,,,,,1.0,,,1.0,2.0,10.0,,,,,,,,,2.0,,2.0,,,,,,,1.0,2.0,,1.0,,,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,0.2,0.5,,,,2.0,2.0,6.0,2.0,,,1.0,0.6666666666666666,0.6666666666666666,,,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630596,1610612739,Evan Mobley,Evan Mobley,1630596,CLE,189.0,3,8,6,,14,1.0,1.0,6,,,,,33.333333333333336,0.5,0.465275,4.6,6.0,,1.0,1.0,1.0,1.0,,1.0,1.0,0.5,,1.0,1.0,1.0,,,0.5,0.5,26.7,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,0.75,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628418,1610612739,Thomas Bryant,Thomas Bryant,1628418,CLE,754.5999999999999,13,26,27,9.0,53,,,21,,2.0,,4.0,7.4074074074074066,,0.50895,,6.0,,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,0.25,,,,,,1.0,1.0,25.85,7.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,2.0,,1.0,1.0,1.0,1.0,,1.0,,,,,7.0,,,,,,,0.75,,,0.75,,,,,,,,,,,,,,,,,,,,,0.2692307692307692,1.0,1.0,3.0,1.0,,,1.0,0.5,0.5,,,0.5,0.5,1.0,0.5,,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642281,1610612739,Jaylon Tyson,Jaylon Tyson,1642281,CLE,533.0,9,18,17,,35,2.0,2.0,13,,1.0,,2.0,21.05263157894737,0.6666666666666666,0.47186666666666666,6.5,10.0,,1.0,1.0,1.0,,,1.0,2.0,0.3333333333333333,,,0.1,,,,0.3333333333333333,0.3333333333333333,25.8,,1.0,,,,,,,2.0,,,2.0,,4.0,,,,,,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,0.5,0.5,1.0,,,0.6666666666666666,,,0.6666666666666666,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,,1.0,1.0,0.5,,,,,,1.0,1.0,0.2,0.16666666666666666,0.3333333333333333,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631247,1610612739,Luke Travers,Luke Travers,1631247,CLE,202.6,3,7,9,9.0,16,,,8,,,,,28.57142857142857,,0.53685,,-4.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,1.0,1.0,24.1,7.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.53685,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
