EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,ShortMidRangePctBlocked,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,FTOffRebounds,SecondChanceTurnovers,Charge Fouls Drawn,Offensive Fouls Drawn,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,Blocked3s,BlockedArc3,BlockedCorner3,Arc3PctBlocked,Clear Path Fouls,on,3pt And 1 Free Throw Trips
1626172,1610612740,Kevon Looney,Kevon Looney,1626172,NOP,8216.4,137,-19,288,286,65,79,41.0,574,12.0,21.0,8.0,15.0,3.0,4.0,1,1.0,5.0,1.0,1.0,3.0,1.0,13.0,27,1.0,4.0,2.0,31,333,8.0,16.0,1.0,16.0,3.0,4.0,2.0,8,8.0,18.0,3.0,14.0,3.0,1.0,2.0,6.0,8.0,14.0,7.0,1.0,2.0,2.0,2.0,36.0,8.0,18.0,10.0,13.0,3.0,26.0,26.0,52.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,3,9,20,4.0,1.0,3.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,8,65,3.0,0.3076923076923077,0.6666666666666666,1.0,0.25,0.25,0.48148148148148145,0.5,0.75,0.46774193548387094,0.47058823529411764,0.75,0.4696969696969697,0.47058823529411764,0.8,0.12903225806451613,0.07407407407407407,0.047619047619047616,0.2,10.557184750733137,0.3333333333333333,0.6,0.22413793103448276,0.2222222222222222,0.12195121951219512,0.09876543209876543,0.16428571428571428,0.16049382716049382,0.3157894736842105,0.17857142857142858,0.06666666666666667,0.0625,0.23529411764705882,0.23529411764705882,0.26666666666666666,0.09090909090909091,0.07352941176470588,0.35714285714285715,0.2857142857142857,0.75,0.6774193548387096,0.5714285714285714,0.6,0.25,0.03225806451612903,0.16129032258064516,0.2,0.25,1.0,0.03225806451612903,0.0967741935483871,0.3333333333333333,0.3333333333333333,1.0,0.8823529411764706,0.5333333333333333,0.058823529411764705,1.0,0.75,0.8064516129032258,0.3333333333333333,0.5694725806451613,0.5799571428571427,0.6335000000000001,0.06060606060606061,0.06896551724137931,0.5161290322580645,0.25806451612903225,3.9333333333333336,25.05,0.22569444444444445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1627749,1610612740,Dejounte Murray,Dejounte Murray,1627749,NOP,17302.699999999997,288,29,598,589,136,121,59.0,1187,22.0,34.0,1.0,1.0,2.0,8.0,45,6.0,12.0,6.0,15.0,39.0,2.0,53.0,91,17.0,45.0,37.0,194,699,2.0,3.0,2.0,5.0,8.0,18.0,14.0,45,26.0,80.0,39.0,2.0,39.0,15.0,4.0,42.0,30.0,72.0,21.0,9.0,35.0,6.0,1.0,174.0,,3.0,27.0,25.0,3.0,55.0,3.0,58.0,1.0,18.0,10.0,21.0,7.0,10.0,,31,9,23,1.0,1.0,25.0,1.0,39.0,14.0,2.0,,2.0,2.0,45,136,2.0,0.24528301886792453,0.25,0.7647058823529411,0.37777777777777777,0.37777777777777777,0.5824175824175825,0.6666666666666666,0.4444444444444444,0.5772058823529411,0.4,0.5166666666666667,0.6366666666666667,0.4166666666666667,0.6142857142857143,0.33088235294117646,0.04395604395604396,0.08823529411764706,,27.095808383233535,0.6774193548387096,0.3,0.1968503937007874,0.022058823529411766,0.2125984251968504,,0.2047244094488189,0.012,0.018867924528301886,0.014925373134328358,0.0625,,,0.1794871794871795,0.23333333333333334,0.14285714285714285,0.24175824175824176,0.1388888888888889,0.01639344262295082,1.0,0.25,0.6470588235294118,0.7096774193548387,0.3181818181818182,0.33088235294117646,0.08823529411764706,0.5,0.5,,0.04411764705882353,0.2867647058823529,0.38461538461538464,0.38461538461538464,0.7333333333333333,0.2,1.0,0.4,0.26666666666666666,0.25,0.5808823529411765,0.38461538461538464,0.5263242647058823,0.49386,0.5191333333333333,0.10273972602739725,0.14,0.02577319587628866,0.23195876288659795,7.416483516483518,25.91111111111111,0.22742474916387959,25.0,2.0,1.0,2.0,4.0,10.0,1.0,5.0,12.0,12.0,8.0,3.0,2.0,14.0,1.0,14.0,1.0,5.0,3.0,2.0,3.0,2.0,3.0,0.4166666666666667,0.022222222222222223,0.5555555555555556,0.5681818181818182,0.24,0.3333333333333333,0.3333333333333333,1.0,0.06666666666666667,0.5,0.3333333333333333,0.4,0.021739130434782608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1630180,1610612740,Saddiq Bey,Saddiq Bey,1630180,NOP,134736.2,2246,-187,4683,4718,1183,1109,567.0,9401,188.0,306.0,42.0,73.0,48.0,71.0,215,9.0,34.0,138.0,94.0,274.0,26.0,285.0,555,151.0,412.0,248.0,1271,5586,50.0,90.0,37.0,164.0,67.0,115.0,66.0,284,252.0,318.0,420.0,64.0,274.0,94.0,51.0,100.0,82.0,182.0,61.0,21.0,75.0,18.0,7.0,446.0,50.0,69.0,177.0,92.0,10.0,279.0,121.0,400.0,26.0,68.0,36.0,35.0,19.0,33.0,5.0,68,39,95,9.0,4.0,177.0,5.0,295.0,147.0,7.0,5.0,7.0,4.0,280,1180,7.0,0.4421052631578947,0.4980237154150198,0.9271523178807947,0.36650485436893204,0.36650485436893204,0.5135135135135135,0.5555555555555556,0.5826086956521739,0.5289555325749742,0.5236220472440944,0.5343137254901961,0.5770985401459854,0.5616438356164384,0.5799180327868853,0.42605997931747674,0.0918918918918919,0.0915032679738562,,21.70426999813537,0.5147058823529411,0.10869565217391304,0.09340101522842639,0.05463182897862233,0.14640198511166252,0.0522466039707419,0.12260711030082042,0.053603603603603604,0.06172839506172839,0.054249547920433995,0.027972027972027972,0.051560379918588875,0.05454545454545454,0.07281553398058252,0.10344827586206896,0.11976047904191617,0.14659090909090908,0.1458966565349544,0.05485232067510549,0.5714285714285714,0.3164426059979317,0.6143790849673203,0.6762589928057554,0.5159574468085106,0.22233712512926576,0.03516028955532575,0.2647058823529412,0.2647058823529412,0.5555555555555556,0.14270941054808686,0.28335056876938985,0.34306569343065696,0.34306569343065696,0.9042553191489362,0.5748031496062992,0.5753424657534246,0.2047244094488189,0.3480392156862745,0.676056338028169,0.7425025853154085,0.34306569343065696,0.5505857660455484,0.553375625,0.5566103448275863,0.13627992633517497,0.21842496285289748,0.12903225806451613,0.22344610542879623,5.155675675675677,25.072815533980577,0.2526158445440957,88.0,57.0,12.0,31.0,16.0,58.0,31.0,28.0,89.0,33.0,32.0,9.0,6.0,16.0,1.0,16.0,6.0,29.0,7.0,1.0,10.0,2.0,8.0,0.3146067415730337,0.10697674418604651,0.40930232558139534,0.4583333333333333,0.2727272727272727,0.41304347826086957,0.41911764705882354,0.9649122807017544,0.15196078431372548,0.3870967741935484,0.28431372549019607,0.27586206896551724,0.002421307506053269,4.0,11.0,7.0,11.0,2.0,2.0,8.0,1.0,4.0,0.2972972972972973,0.0048543689320388345,0.014492753623188406,0.018518518518518517,0.19047619047619047,0.08661417322834646,0.36363636363636365,0.75,0.2692307692307692,0.7142857142857143,,,,,,,,,,True,
1642852,1610612740,Derik Queen,Derik Queen,1642852,NOP,68790.7,1147,-194,2409,2428,570,520,284.0,4837,122.0,192.0,31.0,48.0,28.0,40.0,114,19.0,55.0,21.0,9.0,31.0,3.0,184.0,361,18.0,52.0,124.0,546,2952,34.0,60.0,5.0,93.0,40.0,75.0,46.0,144,144.0,224.0,51.0,50.0,31.0,9.0,25.0,121.0,48.0,169.0,31.0,17.0,96.0,18.0,7.0,386.0,22.0,50.0,111.0,119.0,15.0,245.0,73.0,318.0,18.0,46.0,20.0,61.0,31.0,37.0,3.0,98,71,126,9.0,4.0,118.0,11.0,152.0,72.0,36.0,11.0,36.0,21.0,144,569,8.0,0.391304347826087,0.4528301886792453,0.9444444444444444,0.34615384615384615,0.34615384615384615,0.5096952908587258,0.5666666666666667,0.5333333333333333,0.5108958837772397,0.5461538461538461,0.5764705882352941,0.5652173913043478,0.5961538461538461,0.6371681415929203,0.12590799031476999,0.06925207756232687,0.08333333333333333,0.01818181818181818,21.158048069919882,0.6224489795918368,0.40540540540540543,0.23471400394477318,0.07163323782234957,0.17731629392971246,0.05188679245283019,0.2030008826125331,0.06417112299465241,0.08333333333333333,0.06711409395973154,0.039473684210526314,0.050473186119873815,0.056074766355140186,0.24074074074074073,0.21153846153846154,0.27710843373493976,0.1554054054054054,0.23076923076923078,0.0972972972972973,0.5833333333333334,0.4648910411622276,0.6354166666666666,0.6931818181818182,0.4016393442622951,0.27602905569007263,0.13317191283292978,0.34545454545454546,0.35185185185185186,0.5789473684210527,0.05084745762711865,0.07506053268765134,0.2903225806451613,0.2903225806451613,0.8888888888888888,0.7384615384615385,0.6458333333333334,0.046153846153846156,0.47058823529411764,0.7,0.5907990314769975,0.2903225806451613,0.5339141646489104,0.558701923076923,0.522635294117647,0.1518987341772152,0.17061611374407584,0.17032967032967034,0.26373626373626374,6.188088642659281,24.71730769230769,0.23661270236612703,43.0,9.0,3.0,4.0,3.0,6.0,22.0,6.0,10.0,3.0,26.0,10.0,6.0,30.0,1.0,16.0,10.0,11.0,,,9.0,24.0,9.0,0.6,0.07017543859649122,0.37719298245614036,0.4056603773584906,0.27906976744186046,0.42857142857142855,0.42857142857142855,1.0,0.047058823529411764,0.75,0.07058823529411765,0.5,,1.0,2.0,,1.0,,1.0,9.0,1.0,2.0,0.2,,,0.0196078431372549,0.12903225806451613,0.03076923076923077,0.5,1.0,,,1.0,1.0,1.0,3.0,,,,,,True,
1642877,1610612740,Micah Peavy,Micah Peavy,1642877,NOP,11028.5,184,-24,366,377,86,107,48.0,743,11.0,21.0,1.0,3.0,5.0,8.0,7,1.0,1.0,7.0,3.0,9.0,,14.0,29,6.0,16.0,4.0,50,450,2.0,4.0,,5.0,6.0,11.0,,18,20.0,8.0,18.0,2.0,9.0,3.0,4.0,7.0,5.0,12.0,2.0,3.0,3.0,3.0,1.0,29.0,2.0,6.0,8.0,7.0,,15.0,8.0,23.0,,8.0,6.0,1.0,,3.0,,4,8,19,1.0,1.0,4.0,1.0,5.0,3.0,1.0,,1.0,,18,86,3.0,0.7142857142857143,0.7692307692307693,1.0,0.375,0.375,0.4827586206896552,0.5,0.5454545454545454,0.5111111111111111,0.5,0.5294117647058824,0.5319148936170213,0.5,0.5294117647058824,0.35555555555555557,0.13793103448275862,0.14285714285714285,,12.056737588652481,0.25,,0.08974358974358974,0.058823529411764705,0.07407407407407407,0.029850746268656716,0.08064516129032258,0.047337278106508875,0.06976744186046512,0.04081632653061224,0.1,0.020833333333333332,0.05263157894736842,0.05405405405405406,0.11764705882352941,0.14285714285714285,0.10526315789473684,,,,0.4666666666666667,0.5238095238095238,0.6111111111111112,0.7272727272727273,0.15555555555555556,0.022222222222222223,1.0,1.0,1.0,0.15555555555555556,0.2,0.3333333333333333,0.3333333333333333,1.0,0.75,0.3333333333333333,,0.47058823529411764,0.625,0.8222222222222222,0.3333333333333333,0.5601477777777778,0.49560000000000004,0.5553558823529411,0.06382978723404255,0.0967741935483871,0.1,0.36,4.206896551724139,24.63125,0.23497267759562843,2.0,3.0,2.0,4.0,,2.0,1.0,2.0,6.0,,2.0,2.0,,1.0,,1.0,,1.0,,,,1.0,,0.3333333333333333,0.14285714285714285,0.2857142857142857,0.3333333333333333,0.5,0.42857142857142855,0.42857142857142855,1.0,0.23529411764705882,0.5,0.11764705882352941,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,
1629627,1610612740,Zion Williamson,Zion Williamson,1629627,NOP,63336.7,1056,-15,2227,2243,585,517,260.0,4470,211.0,302.0,36.0,49.0,61.0,88.0,140,,3.0,,1.0,3.0,,262.0,445,1.0,3.0,179.0,706,2639,40.0,61.0,,91.0,76.0,128.0,64.0,219,292.0,232.0,3.0,52.0,3.0,1.0,44.0,46.0,61.0,107.0,38.0,23.0,28.0,15.0,3.0,275.0,27.0,50.0,60.0,44.0,14.0,118.0,77.0,195.0,21.0,28.0,15.0,41.0,17.0,34.0,,75,47,83,,5.0,170.0,3.0,244.0,127.0,16.0,6.0,19.0,11.0,219,582,6.0,0.5572519083969466,0.6186440677966102,1.0,0.3333333333333333,0.3333333333333333,0.5887640449438202,0.6557377049180327,0.59375,0.5881696428571429,0.6557377049180327,0.5961538461538461,0.6371841155234657,0.6691176470588235,0.6636363636363637,0.006696428571428571,0.09887640449438202,0.059602649006622516,,24.724842767295595,0.5466666666666666,0.24561403508771928,0.09361702127659574,0.08237232289950576,0.10989010989010989,0.06338028169014084,0.10236220472440945,0.07454017424975799,0.1044776119402985,0.06713780918727916,0.05357142857142857,0.05688622754491018,0.08695652173913043,0.10606060606060606,0.08333333333333333,0.0875,0.10945273631840796,0.1111111111111111,0.15217391304347827,0.5789473684210527,0.6741071428571429,0.6986754966887417,0.7429577464788732,0.5829383886255924,0.3125,0.006696428571428571,,,,,0.006696428571428571,0.3333333333333333,0.3333333333333333,1.0,0.8032786885245902,0.7346938775510204,,0.676923076923077,0.6931818181818182,0.6808035714285714,0.3333333333333333,0.5740887276785716,0.5730833333333335,0.5600373076923079,0.23388581952117865,0.2351851851851852,0.12889518413597734,0.3101983002832861,3.518651685393258,25.5,0.2626852267624607,51.0,,,,1.0,2.0,11.0,1.0,2.0,,13.0,15.0,6.0,24.0,2.0,23.0,5.0,32.0,,,11.0,9.0,11.0,0.5,0.18571428571428572,0.36428571428571427,0.4473684210526316,0.45098039215686275,,,,,,0.015384615384615385,0.5,,,,,,,,4.0,1.0,,,,,,0.25,,,,,,1.0,1.0,,,3.0,1.0,2.0,,,True,
1629673,1610612740,Jordan Poole,Jordan Poole,1629673,NOP,19454.399999999998,324,-77,683,698,234,244,94.0,1381,13.0,27.0,1.0,2.0,3.0,8.0,20,1.0,5.0,14.0,21.0,85.0,4.0,21.0,52,29.0,99.0,44.0,173,850,2.0,5.0,6.0,15.0,6.0,17.0,24.0,75,20.0,22.0,63.0,,85.0,21.0,6.0,31.0,11.0,42.0,7.0,4.0,24.0,7.0,,95.0,2.0,1.0,10.0,10.0,1.0,21.0,3.0,24.0,1.0,4.0,3.0,15.0,8.0,6.0,,21,17,32,1.0,,40.0,,47.0,16.0,5.0,3.0,5.0,2.0,75,234,3.0,0.47619047619047616,0.47619047619047616,0.7241379310344828,0.29292929292929293,0.29292929292929293,0.40384615384615385,0.4,0.35294117647058826,0.4271523178807947,0.5909090909090909,0.4811320754716981,0.49707602339181284,0.625,0.5703125,0.6556291390728477,0.11538461538461539,0.14814814814814814,,24.27307206068268,0.7142857142857143,0.1,0.07142857142857142,0.0058823529411764705,0.053763440860215055,0.011976047904191617,0.06134969325153374,0.008902077151335312,,0.014285714285714285,,0.014925373134328358,,0.043478260869565216,0.08,0.14285714285714285,0.05555555555555555,0.047619047619047616,0.011111111111111112,0.4,0.17880794701986755,0.48148148148148145,0.5652173913043478,0.46153846153846156,0.13245033112582782,0.033112582781456956,0.2,0.2,,0.09271523178807947,0.5629139072847682,0.24705882352941178,0.25,0.6190476190476191,0.18181818181818182,0.5,0.36363636363636365,0.1509433962264151,0.375,0.8344370860927153,0.24705882352941178,0.528396688741722,0.48185,0.5096113207547172,0.0975609756097561,0.24615384615384617,0.08670520231213873,0.43352601156069365,5.796153846153847,26.57676767676767,0.34260614934114203,7.0,8.0,4.0,6.0,9.0,30.0,2.0,13.0,36.0,24.0,1.0,4.0,1.0,7.0,1.0,8.0,,3.0,3.0,,7.0,1.0,7.0,0.3611111111111111,0.1,0.35,0.3888888888888889,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,0.11320754716981132,0.6666666666666666,0.5660377358490566,0.3,,2.0,2.0,1.0,3.0,1.0,,,1.0,3.0,0.5,0.010101010101010102,,,1.0,0.18181818181818182,1.0,1.0,0.25,1.0,1.0,,,,,,,0.011764705882352941,,True,
1630530,1610612740,Trey Murphy III,Trey Murphy III,1630530,NOP,88064.9,1468,-94,3078,3105,749,688,346.0,6183,126.0,174.0,10.0,19.0,33.0,52.0,98,12.0,31.0,36.0,108.0,304.0,34.0,174.0,303,126.0,340.0,125.0,851,3655,12.0,32.0,36.0,68.0,44.0,81.0,48.0,223,254.0,94.0,321.0,14.0,304.0,108.0,12.0,105.0,47.0,152.0,25.0,22.0,79.0,22.0,4.0,351.0,19.0,18.0,114.0,61.0,15.0,190.0,37.0,227.0,14.0,54.0,37.0,48.0,26.0,34.0,1.0,82,51,91,3.0,1.0,106.0,5.0,142.0,52.0,14.0,7.0,17.0,15.0,221,746,7.0,0.7298850574712644,0.7604790419161677,0.8492063492063492,0.37058823529411766,0.37058823529411766,0.5742574257425742,0.375,0.5432098765432098,0.5645412130637636,0.41911764705882354,0.5368098159509203,0.6028571428571429,0.4657534246575342,0.5994623655913979,0.5287713841368584,0.039603960396039604,0.040229885057471264,,22.381224957069264,0.5853658536585366,0.23809523809523808,0.09384615384615384,0.0225,0.14863102998696218,0.029185867895545316,0.12350035285815103,0.025499655410062026,0.03142857142857143,0.014204545454545454,0.02040816326530612,0.031746031746031744,0.02040816326530612,0.08571428571428572,0.08661417322834646,0.12931034482758622,0.14673913043478262,0.15348837209302327,0.043478260869565216,0.8823529411764706,0.27060653188180406,0.7241379310344828,0.7544910179640718,0.7698412698412699,0.15241057542768274,0.04821150855365474,0.3870967741935484,0.3870967741935484,0.8333333333333334,0.05598755832037325,0.4727838258164852,0.35526315789473684,0.36,0.8240740740740741,0.27941176470588236,0.5263157894736842,0.5,0.31901840490797545,0.6346153846153846,0.7993779160186625,0.35526315789473684,0.5521972006220841,0.5467369047619048,0.5458677914110429,0.08005822416302766,0.1511627906976744,0.0799059929494712,0.2620446533490012,5.782508250825083,26.573235294117644,0.2433398310591293,36.0,18.0,5.0,10.0,24.0,72.0,11.0,29.0,82.0,57.0,17.0,19.0,6.0,22.0,2.0,20.0,3.0,11.0,12.0,3.0,13.0,7.0,12.0,0.35365853658536583,0.05102040816326531,0.3673469387755102,0.3870967741935484,0.5555555555555556,0.5,0.5,1.0,0.06134969325153374,0.5,0.44171779141104295,0.3333333333333333,0.008746355685131196,1.0,2.0,10.0,11.0,4.0,,3.0,,5.0,0.3055555555555556,0.011764705882352941,,,0.2,0.029411764705882353,0.5,1.0,0.29411764705882354,0.9,,1.0,1.0,,3.0,3.0,,0.013157894736842105,,True,
1630529,1610612740,Herbert Jones,Herbert Jones,1630529,NOP,62463.5,1041,32,2156,2166,504,461,227.0,4322,50.0,77.0,5.0,8.0,9.0,15.0,46,6.0,16.0,55.0,32.0,117.0,17.0,73.0,139,50.0,172.0,34.0,330,2485,8.0,14.0,23.0,36.0,15.0,31.0,11.0,56,78.0,68.0,135.0,6.0,117.0,32.0,15.0,77.0,37.0,114.0,25.0,12.0,61.0,11.0,5.0,265.0,17.0,13.0,54.0,42.0,2.0,98.0,31.0,129.0,5.0,62.0,45.0,27.0,22.0,18.0,1.0,45,53,115,8.0,3.0,41.0,2.0,42.0,16.0,19.0,7.0,21.0,6.0,56,501,10.0,0.5342465753424658,0.5571428571428572,0.9,0.29069767441860467,0.29069767441860467,0.5251798561151079,0.5714285714285714,0.4838709677419355,0.4758842443729904,0.4189189189189189,0.36885245901639346,0.4984894259818731,0.45,0.4057971014492754,0.5530546623794212,0.1079136690647482,0.09090909090909091,,15.460526315789474,0.6,0.05,0.0911062906724512,0.024163568773234202,0.10384615384615385,0.03728070175438596,0.09785932721712538,0.030181086519114688,0.0379746835443038,0.013333333333333334,0.013157894736842105,0.03498542274052478,0.04424778761061947,0.08241758241758242,0.09743589743589744,0.09523809523809523,0.11528822055137844,0.06611570247933884,0.029411764705882353,0.2857142857142857,0.24758842443729903,0.6493506493506493,0.7142857142857143,0.52,0.14790996784565916,0.05144694533762058,0.375,0.375,0.6666666666666666,0.17684887459807075,0.3762057877813505,0.27350427350427353,0.27350427350427353,0.84375,0.21621621621621623,0.625,0.4594594594594595,0.2459016393442623,0.6,0.8006430868167203,0.27350427350427353,0.5582651125401926,0.5261428571428572,0.5252836065573772,0.04923076923076923,0.10457516339869281,0.10909090909090909,0.1696969696969697,5.52158273381295,24.972674418604647,0.23376623376623376,17.0,18.0,3.0,7.0,2.0,23.0,5.0,5.0,30.0,15.0,17.0,7.0,2.0,5.0,2.0,9.0,2.0,2.0,,,6.0,11.0,6.0,0.16666666666666666,0.17391304347826086,0.3695652173913043,0.4473684210526316,0.5294117647058824,0.32727272727272727,0.32727272727272727,1.0,0.11475409836065574,0.42857142857142855,0.3770491803278688,0.08695652173913043,,1.0,6.0,4.0,5.0,,1.0,4.0,2.0,6.0,0.21739130434782608,,,0.018518518518518517,,0.16216216216216217,0.16666666666666666,1.0,0.23529411764705882,1.0,1.0,,,,2.0,1.0,1.0,,,True,
1642847,1610612740,Jeremiah Fears,Jeremiah Fears,1642847,NOP,67349.6,1122,-167,2355,2361,551,508,305.0,4716,111.0,203.0,10.0,18.0,31.0,51.0,114,13.0,42.0,17.0,43.0,119.0,10.0,159.0,359,48.0,136.0,98.0,560,2851,11.0,27.0,13.0,49.0,40.0,83.0,39.0,131,122.0,196.0,87.0,6.0,119.0,43.0,45.0,101.0,52.0,153.0,35.0,17.0,76.0,21.0,4.0,358.0,12.0,20.0,64.0,55.0,3.0,122.0,32.0,154.0,3.0,48.0,28.0,51.0,38.0,40.0,,91,37,93,5.0,7.0,110.0,,126.0,60.0,16.0,9.0,17.0,8.0,131,551,9.0,0.3836477987421384,0.391025641025641,0.6041666666666666,0.35294117647058826,0.35294117647058826,0.4428969359331476,0.4074074074074074,0.4819277108433735,0.4666666666666667,0.5375,0.45544554455445546,0.5072463768115942,0.5568181818181818,0.5368852459016393,0.27474747474747474,0.12534818941504178,0.13793103448275862,0.047619047619047616,23.561744228655186,0.5604395604395604,0.06521739130434782,0.1111111111111111,0.029197080291970802,0.10666666666666667,0.026030368763557483,0.108675799086758,0.027923211169284468,0.040372670807453416,0.01730103806228374,0.02702702702702703,0.0221606648199446,0.04,0.06862745098039216,0.1407766990291262,0.1411764705882353,0.10926365795724466,0.1005586592178771,0.012658227848101266,0.47058823529411764,0.4101010101010101,0.5467980295566502,0.6342857142857142,0.43243243243243246,0.23030303030303031,0.08484848484848485,0.30952380952380953,0.325,0.23076923076923078,0.03434343434343434,0.2404040404040404,0.36134453781512604,0.36752136752136755,0.5813953488372093,0.45,0.5555555555555556,0.25,0.504950495049505,0.6078431372549019,0.6848484848484848,0.36134453781512604,0.5534191919191918,0.543395238095238,0.5608079207920791,0.11192660550458716,0.14705882352941177,0.0875,0.23392857142857143,5.694707520891367,26.284558823529405,0.23397027600849257,35.0,5.0,,3.0,4.0,15.0,6.0,4.0,18.0,57.0,20.0,16.0,10.0,13.0,1.0,30.0,3.0,11.0,,1.0,7.0,6.0,7.0,0.2222222222222222,0.13157894736842105,0.30701754385964913,0.35353535353535354,0.2857142857142857,0.29411764705882354,0.3125,0.8,0.0297029702970297,,0.1485148514851485,0.26666666666666666,0.0072992700729927005,2.0,3.0,5.0,7.0,3.0,,4.0,1.0,4.0,0.5384615384615384,0.022058823529411766,0.058823529411764705,,0.4,0.075,0.6666666666666666,0.5,0.5,1.0,1.0,,1.0,1.0,1.0,1.0,,0.01680672268907563,,True,
