EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Charge Fouls Drawn,Defensive 3 Seconds Violations,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,Corner3PctBlocked,on,BlockedLongMidRange
1629008,1610612751,Michael Porter Jr.,Michael Porter Jr.,1629008,BKN,40185.99999999999,670,18.0,1338,1340,267,238,156.0,2678,65.0,80.0,16.0,19.0,17.0,20.0,21.0,45.0,19.0,55.0,12.0,26.0,1.0,4.0,3.0,5.0,65.0,167.0,6.0,16.0,9.0,31.0,105.0,180.0,77.0,193.0,74.0,515.0,1567,21.0,29.0,7.0,20.0,11.0,74.0,23.0,36.0,12.0,36.0,11.0,93.0,134.0,76.0,198.0,33.0,24.0,167.0,65.0,7.0,1.0,38.0,25.0,63.0,21.0,4.0,26.0,11.0,1.0,151.0,11.0,18.0,1.0,60.0,53.0,4.0,117.0,30.0,147.0,5.0,25.0,19.0,6.0,25.0,2.0,14.0,24.0,4.0,11.0,1.0,8.0,49.0,7.0,11.0,17.0,35.0,1.0,3.0,8.0,73.0,5.0,1.0,87.0,12.0,2.0,10.0,31.0,7.0,4.0,4.0,1.0,1.0,2.0,2.0,5.0,3.0,93.0,266,2.0,4.0,0.638095238095238,0.7204301075268817,0.8571428571428571,0.39896373056994816,0.35,0.3333333333333333,0.39896373056994816,0.5833333333333334,0.7241379310344828,0.6388888888888888,0.5911528150134048,0.6428571428571429,0.5694444444444444,0.6334164588528678,0.6886792452830188,0.6038961038961039,0.517426273458445,0.0051813471502590676,0.03888888888888889,0.0375,0.06666666666666667,0.01818181818181818,0.005988023952095809,29.373368146214098,0.5102040816326531,0.21052631578947367,0.03571428571428571,0.16459627329192547,0.0636042402826855,0.2127659574468085,0.029649595687331536,0.1870860927152318,0.04434250764525994,0.050505050505050504,0.09322033898305085,0.030303030303030304,0.03180212014134275,0.022727272727272728,0.1386861313868613,0.2012987012987013,0.0967741935483871,0.22477064220183487,0.171875,0.027624309392265192,0.6,0.21447721179624665,0.8125,0.8441558441558441,0.676923076923077,0.12064343163538874,0.4666666666666667,0.5,0.5238095238095238,0.14745308310991956,0.34545454545454546,0.35185185185185186,0.631578947368421,0.06970509383378017,0.46153846153846156,0.46153846153846156,1.0,0.4477211796246649,0.38922155688622756,0.39156626506024095,0.8307692307692308,0.3877551020408163,0.8421052631578947,0.3125,0.08163265306122448,0.25,1.0,0.32653061224489793,0.375,0.6666666666666666,0.2777777777777778,0.85,0.06944444444444445,0.6,0.4305555555555556,0.2903225806451613,0.7319034852546917,0.38922155688622756,0.541637399463807,0.548311111111111,0.5599534722222222,0.09571788413098237,0.15577889447236182,0.03535353535353535,0.1436893203883495,0.18058252427184465,8.727222222222226,25.437305699481858,0.19955156950672645,,,,,,,True,
1629611,1610612751,Terance Mann,Terance Mann,1629611,BKN,32756.199999999997,546,-57.0,1096,1105,243,187,142.0,2201,24.0,35.0,4.0,6.0,1.0,4.0,8.0,29.0,1.0,6.0,7.0,26.0,,5.0,,3.0,8.0,26.0,2.0,3.0,,3.0,33.0,70.0,15.0,52.0,29.0,140.0,1310,5.0,11.0,2.0,8.0,9.0,25.0,3.0,12.0,,6.0,7.0,13.0,28.0,38.0,36.0,9.0,2.0,26.0,8.0,10.0,,37.0,45.0,82.0,26.0,19.0,26.0,9.0,2.0,209.0,14.0,14.0,,26.0,18.0,1.0,45.0,28.0,73.0,6.0,17.0,11.0,6.0,22.0,2.0,15.0,3.0,,7.0,,,25.0,5.0,4.0,25.0,52.0,,2.0,,30.0,1.0,3.0,33.0,3.0,,,16.0,,2.0,9.0,,,4.0,5.0,9.0,4.0,13.0,242,2.0,2.0,0.42424242424242425,0.4375,0.8,0.28846153846153844,0.25,,0.28846153846153844,0.4714285714285714,0.45454545454545453,0.25,0.45491803278688525,0.42105263157894735,0.16666666666666666,0.5109489051094891,0.5434782608695652,0.29545454545454547,0.4262295081967213,,0.14285714285714285,0.14285714285714285,0.13793103448275862,0.16666666666666666,,12.76595744680851,0.88,0.07142857142857142,,0.06792452830188679,0.058333333333333334,0.11555555555555555,0.0438871473354232,0.08979591836734693,0.05008944543828265,0.047058823529411764,0.06542056074766354,0.0625,0.05241935483870968,0.014084507042253521,0.05714285714285714,0.09090909090909091,,0.08383233532934131,0.20689655172413793,0.09375,0.4444444444444444,0.28688524590163933,0.6857142857142857,0.8,0.4583333333333333,0.23770491803278687,0.27586206896551724,0.32,0.375,0.04918032786885246,0.16666666666666666,0.2,,0.21311475409836064,0.2692307692307692,0.2692307692307692,0.8571428571428571,0.21311475409836064,0.3076923076923077,0.3076923076923077,0.75,0.3157894736842105,0.6666666666666666,0.75,0.2631578947368421,,,0.15789473684210525,0.6666666666666666,0.5,0.2222222222222222,0.25,0.16666666666666666,,0.16666666666666666,,0.7131147540983607,0.3076923076923077,0.5632663934426231,0.6220772727272728,0.5134555555555556,0.11851851851851852,0.1927710843373494,,0.17857142857142858,0.09285714285714286,5.964285714285714,24.813461538461542,0.22171532846715328,1.0,1.0,,,,,True,
1629651,1610612751,Nic Claxton,Nic Claxton,1629651,BKN,41073.2,685,-55.0,1372,1372,263,232,167.0,2744,86.0,127.0,16.0,28.0,15.0,19.0,27.0,63.0,1.0,5.0,,,,,,,2.0,8.0,2.0,4.0,,2.0,114.0,195.0,2.0,8.0,55.0,289.0,1611,18.0,34.0,2.0,4.0,10.0,52.0,18.0,31.0,,2.0,18.0,54.0,144.0,84.0,6.0,,22.0,8.0,2.0,15.0,,50.0,43.0,93.0,38.0,5.0,40.0,4.0,6.0,229.0,31.0,33.0,1.0,45.0,53.0,7.0,105.0,65.0,170.0,5.0,17.0,12.0,5.0,18.0,6.0,11.0,20.0,1.0,7.0,,1.0,38.0,5.0,6.0,15.0,48.0,,8.0,7.0,91.0,12.0,2.0,87.0,13.0,,,41.0,,9.0,34.0,2.0,,13.0,21.0,36.0,19.0,54.0,262,7.0,8.0,0.631578947368421,0.6990291262135923,1.0,0.25,0.5,,0.25,0.5846153846153846,0.5294117647058824,0.5806451612903226,0.5763546798029556,0.5526315789473685,0.5454545454545454,0.6020833333333333,0.5652173913043478,0.574468085106383,0.03940886699507389,,0.07692307692307693,0.07086614173228346,0.07936507936507936,0.2,,17.662007623888183,0.47368421052631576,0.3888888888888889,0.030303030303030304,0.14887640449438203,0.11148648648648649,0.1595744680851064,0.07848101265822785,0.1536050156739812,0.09261939218523878,0.13513513513513514,0.09523809523809523,0.1016949152542373,0.08250825082508251,0.06521739130434782,0.11971830985915492,0.14606741573033707,0.2777777777777778,0.14418604651162792,0.208955223880597,0.07142857142857142,0.5277777777777778,0.625615763546798,0.6771653543307087,0.7288135593220338,0.6627906976744186,0.3103448275862069,0.42857142857142855,0.46551724137931033,0.5185185185185185,0.024630541871921183,0.2,0.25,1.0,,,,,0.03940886699507389,0.25,0.25,1.0,0.7368421052631579,0.5714285714285714,0.1875,,,,0.10526315789473684,0.5,1.0,0.5757575757575758,0.7894736842105263,,,0.06060606060606061,,0.6650246305418719,0.25,0.5813743842364534,0.5707111111111112,0.5548681818181818,0.1774891774891775,0.18385650224215247,,0.17993079584775087,0.18685121107266436,3.5523076923076915,26.0125,0.19169096209912537,,1.0,2.0,2.0,1.0,,True,
1630533,1610612751,Ziaire Williams,Ziaire Williams,1630533,BKN,12710.199999999999,212,-45.0,435,435,121,94,57.0,870,10.0,13.0,,,2.0,3.0,5.0,9.0,,,4.0,23.0,,1.0,1.0,6.0,15.0,33.0,,1.0,5.0,11.0,15.0,22.0,19.0,56.0,8.0,95.0,511,,,,2.0,2.0,2.0,4.0,6.0,6.0,17.0,7.0,33.0,16.0,14.0,54.0,3.0,,33.0,15.0,2.0,1.0,3.0,1.0,4.0,,1.0,3.0,,,9.0,5.0,,,6.0,9.0,1.0,16.0,5.0,21.0,,8.0,6.0,2.0,4.0,1.0,2.0,5.0,,2.0,3.0,,9.0,2.0,2.0,11.0,22.0,,,1.0,10.0,1.0,1.0,9.0,1.0,2.0,,4.0,2.0,,4.0,1.0,,1.0,3.0,5.0,3.0,33.0,121,1.0,,0.5333333333333333,0.5333333333333333,0.9473684210526315,0.3392857142857143,,0.35294117647058826,0.3392857142857143,0.6818181818181818,,0.6666666666666666,0.5576923076923077,,0.5652173913043478,0.5864197530864198,0.3333333333333333,0.66,0.717948717948718,0.017857142857142856,0.09090909090909091,0.07692307692307693,0.1111111111111111,,,17.964071856287426,0.4444444444444444,0.125,,0.08571428571428572,,0.06451612903225806,0.03731343283582089,0.07575757575757576,0.024154589371980676,,,,0.052083333333333336,,0.11627906976744186,0.09090909090909091,,0.057971014492753624,0.08333333333333333,,0.6,0.16666666666666666,0.7692307692307693,0.8333333333333334,0.6,0.11538461538461539,0.5555555555555556,0.625,0.4,,,,,0.2948717948717949,0.17391304347826086,0.18181818181818182,1.0,0.4230769230769231,0.45454545454545453,0.45454545454545453,0.9333333333333333,,,,0.5,,,0.5,,,0.13043478260869565,0.6666666666666666,0.2608695652173913,0.16666666666666666,0.4782608695652174,0.45454545454545453,0.8846153846153846,0.45454545454545453,0.5748608974358974,0.5313,0.5665543478260869,0.07407407407407407,0.16,0.03571428571428571,0.021052631578947368,0.3473684210526316,4.209090909090909,24.994642857142853,0.27816091954022987,,1.0,1.0,,,0.043478260869565216,True,
1642856,1610612751,Egor Dëmin,Egor Dëmin,1642856,BKN,55811.7,930,-60.0,1877,1887,456,382,238.0,3764,23.0,43.0,3.0,4.0,3.0,6.0,12.0,34.0,5.0,20.0,16.0,31.0,,1.0,1.0,3.0,76.0,199.0,11.0,24.0,24.0,61.0,40.0,97.0,92.0,230.0,31.0,387.0,2178,5.0,8.0,11.0,25.0,1.0,44.0,10.0,23.0,25.0,64.0,16.0,111.0,40.0,40.0,219.0,57.0,6.0,199.0,76.0,11.0,1.0,56.0,72.0,128.0,48.0,24.0,39.0,14.0,3.0,328.0,9.0,8.0,1.0,49.0,44.0,3.0,96.0,18.0,114.0,4.0,33.0,28.0,5.0,43.0,10.0,27.0,23.0,3.0,16.0,1.0,4.0,66.0,3.0,15.0,48.0,70.0,,3.0,3.0,40.0,3.0,2.0,37.0,,1.0,,6.0,4.0,7.0,10.0,3.0,3.0,6.0,4.0,13.0,9.0,109.0,455,4.0,6.0,0.5,0.5405405405405406,0.7934782608695652,0.4,0.44,0.390625,0.4,0.41237113402061853,0.625,0.43478260869565216,0.5443425076452599,0.6515151515151515,0.5459770114942529,0.5641399416909622,0.6470588235294118,0.578125,0.7033639143730887,0.004347826086956522,0.1134020618556701,0.11627906976744186,0.14705882352941177,0.05,0.005025125628140704,18.96152063050533,0.6515151515151515,0.09375,0.02040816326530612,0.09523809523809523,0.02056555269922879,0.12531969309462915,0.016453382084095063,0.10902696365767878,0.018162393162393164,,0.028409090909090908,0.038461538461538464,0.016548463356973995,0.016129032258064516,0.09523809523809523,0.08071748878923767,0.16,0.14965986394557823,0.05154639175257732,0.02185792349726776,0.6923076923076923,0.13149847094801223,0.5348837209302325,0.6052631578947368,0.5217391304347826,0.10397553516819572,0.35294117647058826,0.41379310344827586,0.5,0.06116207951070336,0.25,0.2631578947368421,0.4,0.09480122324159021,0.5161290322580645,0.5161290322580645,1.0,0.6085626911314985,0.38190954773869346,0.3838383838383838,0.75,0.12121212121212122,0.75,0.3333333333333333,0.030303030303030304,,,0.7272727272727273,0.4583333333333333,0.9090909090909091,0.06896551724137931,0.5,0.034482758620689655,0.3333333333333333,0.7011494252873564,0.39344262295081966,0.8348623853211009,0.38190954773869346,0.536316411042945,0.5236124999999999,0.5169350574712642,0.026865671641791045,0.05825242718446602,0.01293103448275862,0.11369509043927649,0.2868217054263566,7.634020618556702,25.943913043478258,0.24294086307938198,2.0,7.0,,,,,True,
1630560,1610612751,Cam Thomas,Cam Thomas,1630560,BKN,5396.0,90,-30.0,179,179,83,78,29.0,358,10.0,14.0,,,3.0,6.0,4.0,12.0,2.0,13.0,1.0,3.0,,,,1.0,8.0,21.0,2.0,3.0,5.0,14.0,16.0,39.0,9.0,24.0,18.0,77.0,234,1.0,2.0,2.0,3.0,,8.0,6.0,14.0,5.0,15.0,11.0,38.0,10.0,22.0,18.0,9.0,,21.0,8.0,1.0,,3.0,5.0,8.0,4.0,1.0,2.0,1.0,,21.0,,,,3.0,,,3.0,,3.0,,2.0,2.0,,5.0,,4.0,3.0,1.0,1.0,,1.0,8.0,,2.0,4.0,7.0,,,,14.0,,1.0,19.0,1.0,,,4.0,1.0,4.0,,,,,,,,38.0,83,1.0,4.0,0.3125,0.3125,0.6666666666666666,0.375,0.6666666666666666,0.3333333333333333,0.375,0.41025641025641024,0.5,0.42857142857142855,0.46825396825396826,0.8,0.46551724137931033,0.5422535211267606,0.8,0.5428571428571428,0.38095238095238093,,0.02564102564102564,0.07142857142857142,,,,37.08920187793427,0.625,,,,,0.08571428571428572,,0.041666666666666664,,,,,,,,,,0.041666666666666664,0.18181818181818182,,,0.2222222222222222,0.7142857142857143,0.7692307692307693,0.3,0.19047619047619047,0.3333333333333333,0.3333333333333333,0.25,0.20634920634920634,0.15384615384615385,0.15384615384615385,0.5,0.047619047619047616,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.38095238095238093,0.38095238095238093,0.625,,,,,,,0.6,0.6666666666666666,0.5,0.20689655172413793,0.5,0.034482758620689655,,0.4827586206896552,0.35714285714285715,0.6031746031746031,0.38095238095238093,0.5105492063492064,0.46482500000000004,0.5088327586206897,0.07462686567164178,0.09523809523809523,0.04,0.1038961038961039,0.4935064935064935,9.597435897435897,25.52916666666667,0.46368715083798884,,,,,,,True,
1641730,1610612751,Noah Clowney,Noah Clowney,1641730,BKN,46861.5,781,-3.0,1581,1585,326,277,196.0,3166,26.0,50.0,4.0,10.0,3.0,9.0,20.0,49.0,,4.0,26.0,61.0,2.0,3.0,2.0,8.0,38.0,136.0,1.0,12.0,7.0,32.0,46.0,103.0,64.0,197.0,70.0,354.0,1835,4.0,15.0,3.0,15.0,2.0,19.0,4.0,12.0,9.0,40.0,26.0,61.0,64.0,28.0,192.0,,4.0,136.0,38.0,16.0,2.0,28.0,33.0,61.0,24.0,9.0,19.0,7.0,2.0,155.0,21.0,8.0,3.0,36.0,55.0,5.0,96.0,32.0,128.0,5.0,24.0,17.0,7.0,33.0,2.0,18.0,19.0,3.0,15.0,3.0,3.0,52.0,4.0,18.0,36.0,78.0,2.0,10.0,4.0,80.0,3.0,6.0,87.0,7.0,,1.0,36.0,1.0,9.0,13.0,1.0,,9.0,4.0,14.0,9.0,61.0,326,4.0,8.0,0.6956521739130435,0.7272727272727273,1.0,0.3248730964467005,0.2,0.225,0.3248730964467005,0.44660194174757284,0.26666666666666666,0.3333333333333333,0.47333333333333333,0.2833333333333333,0.33653846153846156,0.5221238938053098,0.296875,0.4552238805970149,0.6566666666666666,0.01015228426395939,0.1553398058252427,0.12,0.1836734693877551,0.25,,21.62610619469027,0.6346153846153846,0.20833333333333334,0.07317073170731707,0.14138817480719795,0.025806451612903226,0.11145510835913312,0.046052631578947366,0.12780898876404495,0.037859007832898174,0.04424778761061947,0.022058823529411766,,0.04610951008645533,0.045871559633027525,0.09615384615384616,0.1736842105263158,0.16279069767441862,0.11740890688259109,0.09210526315789473,0.029239766081871343,0.6428571428571429,0.16666666666666666,0.52,0.5909090909090909,0.8076923076923077,0.16333333333333333,0.40816326530612246,0.5,0.55,0.013333333333333334,,,,0.20333333333333334,0.4262295081967213,0.4406779661016949,1.0,0.4533333333333333,0.27941176470588236,0.27941176470588236,1.0,0.3333333333333333,0.4,0.5,0.1,0.6666666666666666,1.0,0.4,0.08333333333333333,1.0,0.17307692307692307,0.3333333333333333,0.15384615384615385,0.25,0.6153846153846154,0.21875,0.8233333333333334,0.27941176470588236,0.5458760000000001,0.5471050000000001,0.5226153846153846,0.11212121212121212,0.2727272727272727,0.005050505050505051,0.05367231638418079,0.17231638418079095,5.447572815533982,25.127918781725892,0.20619860847564833,1.0,,1.0,,,0.03278688524590164,True,
1642874,1610612751,Danny Wolf,Danny Wolf,1642874,BKN,7857.599999999999,131,-18.0,268,275,90,69,36.0,543,8.0,15.0,,1.0,2.0,6.0,3.0,10.0,,,3.0,5.0,,,,,5.0,13.0,1.0,1.0,3.0,8.0,11.0,25.0,8.0,18.0,5.0,51.0,291,,2.0,1.0,1.0,,3.0,2.0,10.0,3.0,8.0,4.0,17.0,16.0,6.0,24.0,,,13.0,5.0,5.0,,7.0,6.0,13.0,4.0,2.0,6.0,1.0,,32.0,6.0,2.0,,11.0,16.0,1.0,28.0,8.0,36.0,1.0,4.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,,,7.0,1.0,1.0,4.0,10.0,,,,6.0,1.0,,7.0,1.0,,,4.0,,,3.0,,,2.0,1.0,3.0,2.0,17.0,89,2.0,,0.7272727272727273,0.7272727272727273,1.0,0.4444444444444444,1.0,0.375,0.4444444444444444,0.44,,0.2,0.5348837209302325,0.5,0.3611111111111111,0.5543478260869565,0.5,0.425,0.4186046511627907,,0.2,0.2,0.2,,,17.207792207792206,0.5714285714285714,0.25,,0.2,0.03278688524590164,0.21153846153846154,0.08333333333333333,0.20454545454545456,0.06015037593984962,0.05263157894736842,0.030303030303030304,,0.08196721311475409,0.09090909090909091,0.17647058823529413,0.22857142857142856,0.18181818181818182,0.18421052631578946,0.2857142857142857,0.05555555555555555,0.6666666666666666,0.3488372093023256,0.5333333333333333,0.6666666666666666,0.875,0.23255813953488372,0.3,0.375,0.3333333333333333,,,,,0.11627906976744186,0.6,0.6,1.0,0.3023255813953488,0.38461538461538464,0.38461538461538464,1.0,0.3333333333333333,,,,,,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,,,0.4444444444444444,0.375,0.7674418604651163,0.38461538461538464,0.5494790697674418,0.49339999999999995,0.5042833333333333,0.08695652173913043,0.14285714285714285,,0.058823529411764705,0.3333333333333333,3.7239999999999993,25.42777777777778,0.3358208955223881,,,,,,,True,
1642962,1610612751,Drake Powell,Drake Powell,1642962,BKN,8961.4,149,-13.0,300,298,99,79,34.0,598,4.0,7.0,,,1.0,2.0,1.0,3.0,4.0,5.0,3.0,9.0,,1.0,,,5.0,14.0,,2.0,1.0,3.0,9.0,15.0,8.0,23.0,13.0,55.0,330,,1.0,,3.0,,,2.0,4.0,1.0,3.0,4.0,11.0,4.0,14.0,18.0,6.0,,14.0,5.0,3.0,1.0,3.0,11.0,14.0,8.0,3.0,2.0,1.0,,39.0,,,,5.0,7.0,,12.0,,12.0,,7.0,5.0,2.0,3.0,,3.0,5.0,,,3.0,1.0,8.0,1.0,1.0,5.0,11.0,,,1.0,7.0,,,14.0,1.0,,,5.0,1.0,1.0,,,,,,,,11.0,99,,1.0,0.2222222222222222,0.2222222222222222,0.75,0.34782608695652173,,0.3333333333333333,0.34782608695652173,0.6,,0.5,0.5526315789473685,,0.5,0.625,,0.6111111111111112,0.6052631578947368,0.043478260869565216,0.2,0.14285714285714285,0.6666666666666666,,,15.384615384615385,0.375,,,0.1,,0.07352941176470588,,0.08695652173913043,,,,,,,0.1875,0.030303030303030304,,0.10416666666666667,,,,0.18421052631578946,0.5714285714285714,0.6666666666666666,,0.07894736842105263,0.3333333333333333,1.0,,0.13157894736842105,0.8,0.8,0.5,0.23684210526315788,0.3333333333333333,0.375,1.0,0.3684210526315789,0.35714285714285715,0.35714285714285715,0.6,,,,0.25,,,0.5,,,0.2857142857142857,0.5,,,0.42857142857142855,0.3333333333333333,0.7894736842105263,0.35714285714285715,0.5411302631578947,0.47059999999999996,0.49184285714285714,0.13953488372093023,0.2631578947368421,0.041666666666666664,,0.2,7.719999999999999,24.93913043478261,0.33,,,,,,0.1111111111111111,True,
1630549,1610612751,Day'Ron Sharpe,Day'Ron Sharpe,1630549,BKN,11726.399999999998,195,-19.0,400,407,150,115,60.0,807,21.0,25.0,12.0,13.0,10.0,11.0,6.0,16.0,,,,1.0,,,,,,3.0,,,,3.0,27.0,41.0,,4.0,19.0,73.0,465,13.0,16.0,,,12.0,38.0,14.0,16.0,,3.0,10.0,38.0,20.0,34.0,,,24.0,3.0,,4.0,,11.0,17.0,28.0,14.0,3.0,6.0,3.0,2.0,73.0,14.0,13.0,1.0,15.0,16.0,2.0,33.0,28.0,61.0,,11.0,7.0,4.0,9.0,5.0,2.0,15.0,2.0,7.0,1.0,,24.0,4.0,8.0,11.0,23.0,1.0,2.0,4.0,20.0,4.0,1.0,31.0,3.0,,,11.0,,6.0,4.0,,,4.0,,4.0,2.0,38.0,150,3.0,6.0,0.37037037037037035,0.6666666666666666,,,,,,0.6585365853658537,0.8125,0.875,0.6,0.8125,0.7368421052631579,0.6186440677966102,0.76,0.7037037037037037,0.08888888888888889,,0.0975609756097561,0.12,0.0625,,,17.811158798283262,0.375,0.2,0.06666666666666667,0.1951219512195122,0.1780821917808219,0.1744186046511628,0.11570247933884298,0.18452380952380953,0.13917525773195877,0.1,0.23076923076923078,0.14285714285714285,0.11827956989247312,0.10714285714285714,0.2222222222222222,0.08823529411764706,0.4166666666666667,0.203125,0.09090909090909091,,0.5,0.5555555555555556,0.84,0.9545454545454546,0.2857142857142857,0.35555555555555557,0.375,0.4,0.6666666666666666,,,,,0.022222222222222223,,,,0.06666666666666667,,,,0.8125,0.9230769230769231,,,,,,,,0.5789473684210527,0.9090909090909091,,,0.15789473684210525,,0.6444444444444445,,0.5649411111111112,0.5327400000000001,0.5616894736842105,0.20754716981132076,0.22448979591836735,,0.5205479452054794,0.5205479452054794,3.0,25.625,0.375,,,,,1.0,,True,
