EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg3aBlocked,LongMidRangeAssists,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceFg3Pct,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,Defensive 3 Seconds Violations,LongMidRangePctBlocked,OffFTReboundPct,Blocked3s,BlockedArc3,OffensiveGoaltends,3pt And 1 Free Throw Trips,Charge Fouls Drawn,BlockedCorner3,on
1626162,1610612755,Kelly Oubre Jr.,Kelly Oubre Jr.,1626162,PHI,27036.699999999997,451,-96,929,951,223,258,111.0,1880,24.0,36.0,7.0,11.0,4.0,4.0,17.0,44.0,3.0,8.0,11.0,26.0,2.0,4.0,15.0,53.0,4.0,5.0,16.0,44.0,88.0,26.0,79.0,37.0,203.0,1108.0,7.0,13.0,4.0,9.0,23.0,8.0,11.0,7.0,20.0,9.0,46.0,46.0,42.0,72.0,6.0,12.0,53.0,15.0,12.0,22.0,11.0,33.0,8.0,3.0,15.0,7.0,77.0,7.0,12.0,33.0,17.0,7.0,57.0,19.0,76.0,4.0,14.0,7.0,7.0,16.0,10.0,6.0,1.0,6.0,1.0,1.0,22.0,1.0,6.0,16.0,36.0,1.0,4.0,1.0,37.0,1.0,8.0,45.0,4.0,21.0,1.0,2.0,8.0,5.0,3.0,8.0,6.0,1.0,46.0,222,6.0,2.0,0.5227272727272727,0.6052631578947368,0.9230769230769231,0.3291139240506329,0.35,0.3291139240506329,0.5,0.5384615384615384,0.7272727272727273,0.49700598802395207,0.4117647058823529,0.5967741935483871,0.5427807486631016,0.5476190476190477,0.6388888888888888,0.47305389221556887,0.13636363636363635,0.1388888888888889,0.1590909090909091,19.754253308128543,0.7272727272727273,0.20588235294117646,0.07657657657657657,0.05106382978723404,0.14410480349344978,0.03255813953488372,0.11086474501108648,0.042222222222222223,0.03296703296703297,0.07692307692307693,0.025,0.03508771929824561,0.022727272727272728,0.09473684210526316,0.07954545454545454,0.02564102564102564,0.12716763005780346,0.19642857142857142,0.047619047619047616,0.75,0.2155688622754491,0.6666666666666666,0.7741935483870968,0.5,0.2634730538922156,0.38636363636363635,0.4594594594594595,0.5882352941176471,0.04790419161676647,0.375,0.375,0.3333333333333333,0.15568862275449102,0.4230769230769231,0.4230769230769231,1.0,0.31736526946107785,0.2830188679245283,0.2830188679245283,0.8666666666666667,0.6470588235294118,0.6363636363636364,0.14285714285714285,0.23529411764705882,0.12903225806451613,1.0,0.12903225806451613,0.5,0.5161290322580645,0.3125,0.688622754491018,0.2830188679245283,0.540994610778443,0.5580166666666667,0.5356096774193548,0.11891891891891893,0.2,0.0125,0.11330049261083744,0.22660098522167488,6.007954545454544,25.307594936708863,0.24004305705059203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1626166,1610612755,Cameron Payne,Cameron Payne,1626166,PHI,8759.5,146,-39,312,312,54,82,32.0,624,5.0,11.0,,2.0,1.0,1.0,3.0,13.0,,1.0,,1.0,,1.0,15.0,46.0,1.0,5.0,11.0,8.0,25.0,15.0,47.0,4.0,65.0,380.0,,3.0,1.0,,,1.0,4.0,5.0,12.0,2.0,19.0,6.0,10.0,27.0,18.0,,46.0,15.0,3.0,19.0,9.0,28.0,6.0,3.0,13.0,5.0,65.0,,2.0,6.0,6.0,,12.0,2.0,14.0,1.0,9.0,5.0,4.0,,,2.0,1.0,,,,2.0,,1.0,7.0,11.0,,,1.0,3.0,1.0,1.0,4.0,,1.0,,1.0,3.0,2.0,1.0,3.0,1.0,,19.0,53,1.0,1.0,0.375,0.375,0.6,0.3191489361702128,0.4166666666666667,0.3191489361702128,0.32,,0.25,0.4236111111111111,,0.53125,0.4391891891891892,,0.5588235294117647,0.6527777777777778,0.12,0.09090909090909091,0.15384615384615385,21.902017291066283,,,0.09523809523809523,0.028169014084507043,0.08695652173913043,,0.09090909090909091,0.01282051282051282,0.03225806451612903,0.02857142857142857,,,,0.06666666666666667,0.10714285714285714,0.2,0.061224489795918366,0.15,0.022727272727272728,0.3333333333333333,0.1527777777777778,0.45454545454545453,0.5,0.4,0.18055555555555555,0.23076923076923078,0.2727272727272727,0.3333333333333333,0.013888888888888888,,,,0.013888888888888888,,,,0.6388888888888888,0.32608695652173914,0.3409090909090909,0.6,0.5,,,0.25,0.0625,1.0,0.0625,,0.6875,0.45454545454545453,0.8055555555555556,0.32608695652173914,0.5321826388888888,0.5547666666666667,0.5328875,0.0136986301369863,0.038461538461538464,,,0.2923076923076923,6.184,26.895744680851067,0.17307692307692307,2.0,1.0,0.0425531914893617,0.043478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,True
1629656,1610612755,Quentin Grimes,Quentin Grimes,1629656,PHI,51002.0,850,5,1742,1785,433,521,223.0,3527,68.0,90.0,8.0,11.0,13.0,20.0,15.0,35.0,7.0,20.0,13.0,36.0,3.0,9.0,39.0,132.0,9.0,12.0,36.0,90.0,145.0,52.0,168.0,87.0,423.0,2045.0,11.0,15.0,17.0,14.0,48.0,18.0,34.0,15.0,45.0,33.0,114.0,102.0,78.0,135.0,21.0,6.0,132.0,39.0,9.0,67.0,48.0,115.0,35.0,13.0,42.0,21.0,278.0,8.0,7.0,48.0,41.0,2.0,91.0,15.0,106.0,3.0,32.0,16.0,16.0,34.0,26.0,17.0,3.0,8.0,3.0,1.0,51.0,2.0,12.0,35.0,66.0,1.0,1.0,1.0,81.0,2.0,5.0,101.0,6.0,34.0,5.0,11.0,10.0,7.0,2.0,10.0,4.0,,112.0,428,9.0,9.0,0.5666666666666667,0.5862068965517241,0.8653846153846154,0.30952380952380953,0.3333333333333333,0.30952380952380953,0.6206896551724138,0.7333333333333333,0.5294117647058824,0.536741214057508,0.53125,0.5126582278481012,0.5896358543417367,0.618421052631579,0.5824742268041238,0.536741214057508,0.06206896551724138,0.05555555555555555,0.11428571428571428,20.389805097451273,0.6666666666666666,0.04,0.10049019607843138,0.01674641148325359,0.11566265060240964,0.019656019656019656,0.10814094775212636,0.01818181818181818,0.02127659574468085,0.006134969325153374,0.029850746268656716,0.015432098765432098,0.03614457831325301,0.06818181818181818,0.10919540229885058,0.1724137931034483,0.12828947368421054,0.08108108108108109,0.018867924528301886,0.4,0.28753993610223644,0.7555555555555555,0.8,0.6176470588235294,0.11182108626198083,0.42857142857142855,0.4838709677419355,0.4666666666666667,0.06389776357827476,0.35,0.35,0.2857142857142857,0.11501597444089456,0.3611111111111111,0.37142857142857144,1.0,0.4217252396166134,0.29545454545454547,0.29545454545454547,0.8205128205128205,0.34375,0.7272727272727273,0.375,0.28125,0.25316455696202533,0.65,0.11392405063291139,0.3333333333333333,0.45569620253164556,0.3333333333333333,0.8242811501597445,0.29545454545454547,0.5596390675241155,0.5476423076923077,0.5500162337662337,0.11271676300578035,0.19653179190751446,0.028901734104046242,0.11347517730496454,0.2695035460992908,5.52551724137931,25.80654761904763,0.24856486796785304,1.0,4.0,0.005952380952380952,,1.0,8.0,3.0,4.0,8.0,2.0,1.0,0.23529411764705882,0.027777777777777776,0.25,0.125,1.0,0.3333333333333333,1.0,,,,,,,,,,,True
1631230,1610612755,Dominick Barlow,Dominick Barlow,1631230,PHI,24537.3,409,38,847,848,156,192,103.0,1695,25.0,39.0,5.0,8.0,1.0,1.0,13.0,32.0,,5.0,4.0,16.0,,1.0,2.0,7.0,,2.0,3.0,38.0,76.0,6.0,23.0,26.0,120.0,964.0,10.0,15.0,2.0,2.0,22.0,4.0,6.0,2.0,4.0,8.0,22.0,40.0,36.0,18.0,,14.0,7.0,2.0,9.0,15.0,7.0,22.0,4.0,3.0,10.0,3.0,51.0,13.0,10.0,22.0,31.0,3.0,56.0,25.0,81.0,2.0,12.0,9.0,3.0,12.0,5.0,8.0,1.0,7.0,1.0,,20.0,3.0,2.0,17.0,32.0,,1.0,2.0,28.0,1.0,1.0,36.0,6.0,19.0,,2.0,18.0,9.0,9.0,18.0,8.0,,21.0,153,,1.0,0.5263157894736842,0.6451612903225806,1.0,0.2608695652173913,0.5,0.2608695652173913,0.5,0.6666666666666666,0.6666666666666666,0.47474747474747475,0.5882352941176471,0.7,0.5263157894736842,0.6470588235294118,0.7333333333333333,0.23232323232323232,0.11842105263157894,0.10256410256410256,0.125,13.900414937759335,0.6,0.16666666666666666,0.14903846153846154,0.04878048780487805,0.11398963730569948,0.07262569832402235,0.13216957605985039,0.059895833333333336,0.0379746835443038,0.06666666666666667,0.027777777777777776,0.0763888888888889,0.05714285714285714,0.13793103448275862,0.18085106382978725,0.07407407407407407,0.10204081632653061,0.15217391304347827,0.043478260869565216,0.4444444444444444,0.3939393939393939,0.6410256410256411,0.7142857142857143,0.56,0.32323232323232326,0.40625,0.4642857142857143,0.46153846153846156,0.050505050505050504,,,,0.16161616161616163,0.25,0.25,1.0,0.0707070707070707,0.2857142857142857,0.2857142857142857,1.0,0.47058823529411764,0.625,,,0.1,1.0,0.1,,0.3,0.6666666666666666,0.6262626262626263,0.2857142857142857,0.5591979797979798,0.5412555555555555,0.47590000000000005,0.16964285714285715,0.21348314606741572,,0.18333333333333332,0.18333333333333332,5.109210526315789,24.23478260869565,0.18417945690672963,,2.0,,,,2.0,,,4.0,,,,,0.11764705882352941,,,,,2.0,1.0,0.2,0.1,,,,,,,True
1641737,1610612755,Adem Bona,Adem Bona,1641737,PHI,71854.70000000001,1198,-2,2476,2513,612,740,316.0,4989,116.0,179.0,51.0,79.0,26.0,40.0,10.0,29.0,,,1.0,5.0,,1.0,1.0,1.0,,,,126.0,208.0,2.0,6.0,79.0,337.0,2891.0,52.0,89.0,,30.0,134.0,28.0,45.0,,1.0,17.0,73.0,148.0,104.0,6.0,,86.0,1.0,1.0,26.0,14.0,17.0,31.0,15.0,2.0,7.0,5.0,79.0,45.0,77.0,70.0,84.0,19.0,173.0,126.0,299.0,9.0,29.0,15.0,14.0,21.0,7.0,34.0,2.0,14.0,1.0,3.0,55.0,9.0,18.0,70.0,151.0,1.0,22.0,19.0,99.0,28.0,5.0,111.0,7.0,47.0,,13.0,81.0,48.0,30.0,82.0,42.0,9.0,73.0,605,17.0,10.0,0.5873015873015873,0.891566265060241,1.0,0.3333333333333333,,0.3333333333333333,0.6057692307692307,0.5842696629213483,0.6222222222222222,0.602803738317757,0.5842696629213483,0.6086956521739131,0.6310861423220974,0.6146788990825688,0.6186440677966102,0.028037383177570093,0.125,0.11731843575418995,0.1724137931034483,11.21659634317862,0.38181818181818183,0.2676056338028169,0.1453287197231834,0.12664473684210525,0.11904761904761904,0.07908611599297012,0.1320754716981132,0.10365335598980459,0.11363636363636363,0.164,0.06382978723404255,0.08609271523178808,0.05172413793103448,0.14516129032258066,0.14227642276422764,0.15476190476190477,0.11467889908256881,0.13157894736842105,0.15517241379310345,0.5121951219512195,0.8364485981308412,0.6480446927374302,0.7341772151898734,0.5862068965517241,0.13551401869158877,0.3448275862068966,0.4166666666666667,0.6,,,,,0.02336448598130841,0.2,0.2,1.0,0.004672897196261682,1.0,1.0,1.0,0.8876404494382022,0.6455696202531646,0.1568627450980392,,0.8695652173913043,0.65,0.021739130434782608,,,,0.8644859813084113,1.0,0.6275880841121495,0.6004046153846153,0.6496,0.18503937007874016,0.18951612903225806,,0.39762611275964393,0.2166172106824926,2.036057692307693,23.53333333333333,0.24717285945072698,,2.0,,,,,,,2.0,,3.0,,,,,,,,4.0,2.0,,0.07692307692307693,1.0,1.0,4.0,,,,True
1642845,1610612755,VJ Edgecombe,VJ Edgecombe,1642845,PHI,41798.70000000001,697,7,1438,1464,290,360,200.0,2902,48.0,85.0,5.0,11.0,7.0,10.0,28.0,71.0,20.0,38.0,7.0,18.0,2.0,3.0,37.0,112.0,11.0,8.0,27.0,96.0,194.0,44.0,130.0,44.0,368.0,1684.0,6.0,14.0,13.0,3.0,24.0,20.0,34.0,10.0,30.0,12.0,82.0,80.0,112.0,93.0,39.0,8.0,112.0,37.0,19.0,51.0,40.0,91.0,31.0,9.0,39.0,9.0,222.0,14.0,23.0,56.0,31.0,4.0,91.0,37.0,128.0,8.0,25.0,13.0,12.0,30.0,19.0,16.0,3.0,11.0,1.0,2.0,46.0,3.0,11.0,26.0,55.0,1.0,1.0,1.0,43.0,1.0,2.0,53.0,4.0,23.0,2.0,3.0,8.0,6.0,1.0,8.0,7.0,2.0,78.0,284,7.0,1.0,0.4166666666666667,0.43478260869565216,0.7045454545454546,0.3384615384615385,0.3333333333333333,0.3384615384615385,0.4948453608247423,0.42857142857142855,0.5882352941176471,0.5,0.3888888888888889,0.546875,0.5288184438040345,0.41379310344827586,0.5942028985507246,0.4012345679012346,0.0979381443298969,0.11764705882352941,0.09859154929577464,23.490735206216378,0.6521739130434783,0.10526315789473684,0.09226190476190477,0.06149732620320856,0.17073170731707318,0.043209876543209874,0.13102409638554216,0.05300859598853868,0.07051282051282051,0.05063291139240506,0.06666666666666667,0.0449438202247191,0.03508771929824561,0.09929078014184398,0.07042253521126761,0.1320754716981132,0.16666666666666666,0.18181818181818182,0.05,0.875,0.2623456790123457,0.5647058823529412,0.64,0.5208333333333334,0.2191358024691358,0.39436619718309857,0.4375,0.42857142857142855,0.11728395061728394,0.5263157894736842,0.5555555555555556,0.15,0.05555555555555555,0.3888888888888889,0.4117647058823529,1.0,0.345679012345679,0.33035714285714285,0.3394495412844037,0.6486486486486487,0.4074074074074074,0.45454545454545453,0.2,0.4074074074074074,0.15625,0.7,0.046875,0.6666666666666666,0.421875,0.2962962962962963,0.6635802469135802,0.33035714285714285,0.5359895061728397,0.5457119047619047,0.5083921875,0.07267441860465117,0.107981220657277,0.015267175572519083,0.06521739130434782,0.22282608695652173,7.137113402061856,26.173846153846146,0.20166898470097358,4.0,3.0,0.03076923076923077,0.026785714285714284,1.0,2.0,2.0,3.0,8.0,1.0,1.0,0.23076923076923078,0.05555555555555555,0.07407407407407407,0.5,1.0,0.18181818181818182,0.5,,,0.05263157894736842,,,,,1.0,,,True
1630178,1610612755,Tyrese Maxey,Tyrese Maxey,1630178,PHI,44898.0,748,49,1549,1555,445,477,200.0,3104,96.0,150.0,5.0,13.0,33.0,44.0,47.0,107.0,24.0,52.0,4.0,14.0,2.0,3.0,68.0,153.0,6.0,23.0,42.0,167.0,309.0,72.0,167.0,136.0,686.0,1759.0,7.0,22.0,9.0,10.0,30.0,54.0,90.0,25.0,45.0,54.0,237.0,96.0,238.0,132.0,84.0,4.0,153.0,68.0,24.0,59.0,53.0,112.0,37.0,16.0,35.0,18.0,277.0,,6.0,39.0,48.0,2.0,89.0,6.0,95.0,3.0,41.0,21.0,20.0,36.0,18.0,25.0,9.0,18.0,,1.0,61.0,4.0,16.0,21.0,45.0,1.0,1.0,2.0,102.0,2.0,2.0,149.0,14.0,61.0,2.0,13.0,19.0,11.0,8.0,23.0,16.0,1.0,235.0,442,2.0,12.0,0.2874251497005988,0.2909090909090909,0.6111111111111112,0.4311377245508982,0.5555555555555556,0.4311377245508982,0.540453074433657,0.3181818181818182,0.6,0.5777310924369747,0.3225806451612903,0.6777777777777778,0.6312849162011173,0.4027777777777778,0.7269938650306749,0.35084033613445376,0.07766990291262135,0.1,0.07476635514018691,33.57664233576642,0.5901639344262295,0.046511627906976744,0.12403100775193798,0.015584415584415584,0.10372340425531915,,0.11402359108781127,0.008207934336525308,0.023952095808383235,0.012903225806451613,,,,0.11180124223602485,0.12804878048780488,0.14516129032258066,0.1111111111111111,0.08247422680412371,0.014354066985645933,0.6956521739130435,0.31512605042016806,0.64,0.7111111111111111,0.3645833333333333,0.22478991596638656,0.4392523364485981,0.47474747474747475,0.19148936170212766,0.1092436974789916,0.46153846153846156,0.47058823529411764,0.16666666666666666,0.029411764705882353,0.2857142857142857,0.2857142857142857,1.0,0.32142857142857145,0.4444444444444444,0.4503311258278146,0.5882352941176471,0.41935483870967744,0.38461538461538464,0.6,0.1935483870967742,0.32592592592592595,0.75,0.022222222222222223,0.6666666666666666,0.3111111111111111,0.5476190476190477,0.6659663865546218,0.4444444444444444,0.5410022058823529,0.5305479166666666,0.545782962962963,0.12022900763358779,0.17134831460674158,0.011904761904761904,0.043731778425655975,0.3454810495626822,6.858252427184466,27.054491017964068,0.28728211749515814,2.0,6.0,0.011976047904191617,0.013071895424836602,1.0,3.0,1.0,2.0,9.0,9.0,,0.2222222222222222,,0.0967741935483871,0.3333333333333333,1.0,0.16666666666666666,1.0,,,0.019230769230769232,,4.0,2.0,,1.0,1.0,2.0,True
1630570,1610612755,Trendon Watford,Trendon Watford,1630570,PHI,16341.499999999998,272,-66,568,570,154,204,80.0,1138,20.0,36.0,6.0,8.0,3.0,8.0,20.0,40.0,1.0,1.0,,4.0,,,3.0,14.0,,1.0,4.0,41.0,77.0,3.0,18.0,21.0,112.0,670.0,7.0,10.0,,2.0,16.0,8.0,16.0,1.0,4.0,5.0,24.0,46.0,36.0,9.0,,8.0,14.0,3.0,10.0,20.0,17.0,37.0,15.0,2.0,18.0,2.0,91.0,1.0,8.0,24.0,23.0,4.0,51.0,9.0,60.0,4.0,6.0,5.0,1.0,11.0,7.0,10.0,,4.0,,1.0,21.0,2.0,8.0,15.0,31.0,1.0,1.0,2.0,30.0,3.0,3.0,25.0,5.0,15.0,,,5.0,2.0,3.0,7.0,4.0,,24.0,153,3.0,,0.5609756097560976,0.6216216216216216,1.0,0.16666666666666666,0.25,0.16666666666666666,0.5324675324675324,0.7,0.5,0.4789473684210526,0.7,0.475,0.5333333333333333,0.7272727272727273,0.5454545454545454,0.18947368421052632,0.12987012987012986,0.1111111111111111,0.15,19.090909090909093,0.5238095238095238,0.2222222222222222,0.19166666666666668,0.05194805194805195,0.1702127659574468,0.0078125,0.18007662835249041,0.031914893617021274,0.04225352112676056,0.06153846153846154,0.05555555555555555,0.009615384615384616,,0.24,0.16981132075471697,0.11764705882352941,0.1553398058252427,0.21052631578947367,0.0975609756097561,0.5714285714285714,0.37894736842105264,0.5555555555555556,0.625,0.55,0.42105263157894735,0.5,0.5882352941176471,0.6,0.010526315789473684,1.0,1.0,,0.042105263157894736,,,,0.14736842105263157,0.21428571428571427,0.21428571428571427,1.0,0.8,0.75,0.16666666666666666,,0.4,0.375,,,0.2,0.25,0.5684210526315789,0.21428571428571427,0.5285336842105264,0.54765,0.5007824999999999,0.14285714285714285,0.1724137931034483,,0.14285714285714285,0.21428571428571427,4.701298701298702,25.744444444444444,0.2711267605633803,,,,,,,,,5.0,,,,,,,,,,,,,,2.0,2.0,,,,,True
1631133,1610612755,Jabari Walker,Jabari Walker,1631133,PHI,15111.199999999999,252,11,519,536,178,194,71.0,1055,18.0,34.0,7.0,17.0,8.0,16.0,2.0,6.0,1.0,2.0,5.0,18.0,2.0,7.0,5.0,19.0,1.0,3.0,10.0,21.0,42.0,10.0,37.0,13.0,85.0,599.0,8.0,19.0,3.0,3.0,22.0,8.0,17.0,5.0,17.0,10.0,41.0,22.0,20.0,30.0,,14.0,19.0,5.0,12.0,5.0,3.0,8.0,2.0,1.0,4.0,1.0,19.0,12.0,9.0,21.0,22.0,7.0,50.0,21.0,71.0,3.0,12.0,7.0,5.0,3.0,1.0,5.0,1.0,2.0,1.0,,8.0,,,21.0,43.0,,5.0,2.0,13.0,3.0,,19.0,3.0,8.0,,3.0,3.0,3.0,,3.0,1.0,,39.0,176,8.0,2.0,0.5238095238095238,0.7857142857142857,1.0,0.2702702702702703,0.29411764705882354,0.2702702702702703,0.5,0.42105263157894735,0.47058823529411764,0.45569620253164556,0.4318181818181818,0.45588235294117646,0.4885057471264368,0.44,0.5125,0.46835443037974683,0.2857142857142857,0.2647058823529412,0.3333333333333333,15.676567656765677,0.375,0.3888888888888889,0.18803418803418803,0.075,0.1640625,0.08888888888888889,0.17551020408163265,0.08235294117647059,0.06666666666666667,0.1111111111111111,,0.08571428571428572,0.1,0.14545454545454545,0.16279069767441862,0.3684210526315789,0.17708333333333334,0.125,0.08571428571428572,0.3333333333333333,0.43037974683544306,0.5294117647058824,0.72,0.5,0.0759493670886076,0.3333333333333333,0.5,1.0,0.02531645569620253,0.5,1.0,,0.22784810126582278,0.2777777777777778,0.2777777777777778,1.0,0.24050632911392406,0.2631578947368421,0.2631578947368421,1.0,0.7727272727272727,0.4117647058823529,,0.045454545454545456,0.47058823529411764,0.5,0.20588235294117646,0.2857142857142857,0.29411764705882354,0.3,0.8987341772151899,0.2631578947368421,0.5815753164556963,0.5719166666666667,0.5860514705882354,0.09523809523809523,0.1702127659574468,,0.25882352941176473,0.4823529411764706,3.119047619047618,24.68378378378378,0.34296724470134876,,,,,1.0,2.0,,1.0,,,,0.3333333333333333,,0.09090909090909091,0.5,1.0,,,,,0.5,,,,,,1.0,,True
1642272,1610612755,Jared McCain,Jared McCain,1642272,PHI,14898.8,248,56,509,525,138,187,67.0,1034,7.0,13.0,,,,1.0,4.0,17.0,3.0,9.0,8.0,17.0,2.0,3.0,13.0,33.0,3.0,5.0,15.0,14.0,39.0,21.0,50.0,9.0,100.0,578.0,1.0,2.0,5.0,,8.0,2.0,7.0,7.0,18.0,4.0,29.0,12.0,16.0,54.0,9.0,,33.0,13.0,2.0,18.0,10.0,28.0,6.0,4.0,15.0,3.0,66.0,1.0,2.0,18.0,11.0,,29.0,3.0,32.0,1.0,6.0,3.0,3.0,4.0,2.0,8.0,1.0,2.0,2.0,3.0,12.0,,2.0,7.0,14.0,,,1.0,7.0,,,10.0,,3.0,,2.0,1.0,1.0,,1.0,1.0,,27.0,137,1.0,1.0,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.42,0.3888888888888889,0.42,0.358974358974359,0.5,0.2857142857142857,0.5112359550561798,0.5714285714285714,0.5,0.5319148936170213,0.5714285714285714,0.5370370370370371,0.5617977528089888,0.05128205128205128,0.07692307692307693,0.058823529411764705,18.088737201365188,0.3333333333333333,,0.09734513274336283,0.016129032258064516,0.14285714285714285,0.008620689655172414,0.12133891213389121,0.0125,0.017543859649122806,0.02040816326530612,,,0.041666666666666664,0.10526315789473684,0.07317073170731707,0.13333333333333333,0.13829787234042554,0.15625,0.020833333333333332,1.0,0.14606741573033707,0.5384615384615384,0.5833333333333334,0.8571428571428571,0.19101123595505617,0.23529411764705882,0.25,,0.10112359550561797,0.3333333333333333,0.3333333333333333,,0.19101123595505617,0.47058823529411764,0.5,1.0,0.3707865168539326,0.3939393939393939,0.3939393939393939,0.7692307692307693,,,,0.42857142857142855,0.04,,0.12,0.6666666666666666,0.6,0.3333333333333333,0.7078651685393258,0.3939393939393939,0.5223533707865168,0.4617375,0.48673,0.03260869565217391,0.07142857142857142,,0.08,0.29,8.528205128205126,25.472,0.27111984282907664,1.0,,0.02,,2.0,2.0,,2.0,1.0,,,0.4,0.058823529411764705,0.2857142857142857,1.0,1.0,,,,,,,,,,,1.0,,True
