EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,SecondChanceFtPoints,PenaltyFtPoints,OffTwoPtRebounds,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,LongMidRangeFrequency,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,StepOutOfBoundsTurnovers,Technical Free Throw Trips,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3FGM,FTOffRebounds,DefensiveGoaltends,OffFTReboundPct,SecondChanceCorner3Accuracy,Charge Fouls,3pt And 1 Free Throw Trips,OffensiveGoaltends,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedLongMidRange,Corner3PctBlocked,on,SecondChanceCorner3PctAssisted,Charge Fouls Drawn,Clear Path Fouls,Defensive 3 Seconds Violations
1628978,1610612750,Donte DiVincenzo,Donte DiVincenzo,1628978,MIN,20874.5,348.0,16.0,727,732,123,162.0,80.0,1459,8.0,14.0,2.0,2.0,1.0,2.0,1.0,5.0,6.0,20.0,4.0,1.0,1.0,20.0,64.0,2.0,7.0,1.0,5.0,9.0,19.0,26.0,84.0,2.0,98.0,822,2.0,2.0,2.0,11.0,10.0,1.0,2.0,2.0,6.0,8.0,8.0,10.0,66.0,12.0,4.0,64.0,20.0,1.0,26.0,14.0,40.0,10.0,4.0,19.0,6.0,1.0,94.0,4.0,20.0,12.0,2.0,34.0,4.0,38.0,1.0,12.0,8.0,4.0,15.0,1.0,12.0,3.0,3.0,18.0,2.0,9.0,26.0,1.0,13.0,1.0,7.0,3.0,1.0,3.0,3.0,3.0,2.0,8.0,122,3.0,0.4444444444444444,0.5714285714285714,0.8461538461538461,0.30952380952380953,0.18181818181818182,0.3333333333333333,0.30952380952380953,0.47368421052631576,1.0,0.5,0.46601941747572817,0.38461538461538464,0.5,0.47115384615384615,0.38461538461538464,0.5,0.8155339805825242,0.05263157894736842,0.07142857142857142,14.82381530984204,0.8333333333333334,0.10526315789473684,0.05970149253731343,0.1282051282051282,0.024390243902439025,0.0896358543417367,0.01282051282051282,0.023809523809523808,0.02631578947368421,0.06578947368421052,0.034482758620689655,0.10526315789473684,0.15254237288135594,0.05263157894736842,0.015151515151515152,0.6666666666666666,0.13592233009708737,0.5714285714285714,0.6153846153846154,0.5,0.04854368932038835,0.2,0.2,0.1941747572815534,0.3,0.3,1.0,0.6213592233009708,0.3125,0.3125,0.8,0.15384615384615385,1.0,0.3076923076923077,0.5384615384615384,0.2857142857142857,1.0,0.25,0.5,0.125,1.0,0.625,0.2,0.9514563106796117,0.3125,0.5649320388349514,0.548675,0.5144625,0.009615384615384616,0.011764705882352941,0.10204081632653061,0.08163265306122448,3.478947368421052,25.613095238095237,0.16918844566712518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1629675,1610612750,Naz Reid,Naz Reid,1629675,MIN,21782.4,363.0,34.0,763,765,210,260.0,75.0,1528,22.0,29.0,4.0,6.0,8.0,10.0,28.0,58.0,4.0,13.0,,1.0,1.0,10.0,42.0,1.0,1.0,,9.0,50.0,88.0,14.0,55.0,19.0,161.0,833,4.0,7.0,1.0,1.0,13.0,13.0,23.0,1.0,10.0,34.0,70.0,30.0,42.0,,8.0,42.0,10.0,7.0,15.0,7.0,22.0,5.0,2.0,10.0,4.0,1.0,51.0,5.0,23.0,36.0,7.0,66.0,15.0,81.0,4.0,13.0,7.0,6.0,13.0,4.0,7.0,12.0,6.0,25.0,3.0,21.0,40.0,2.0,26.0,5.0,,29.0,,12.0,6.0,17.0,11.0,34.0,210,2.0,0.7,0.7608695652173914,1.0,0.2545454545454545,1.0,0.1,0.2545454545454545,0.5681818181818182,0.5714285714285714,0.5652173913043478,0.4965034965034965,0.6875,0.4393939393939394,0.5160256410256411,0.65,0.4594594594594595,0.38461538461538464,0.07954545454545454,0.10344827586206896,21.244131455399064,0.52,0.4117647058823529,0.16981132075471697,0.14743589743589744,0.030120481927710843,0.16032608695652173,0.046012269938650305,0.022388059701492536,0.0625,0.13414634146341464,0.1797752808988764,0.21951219512195122,0.1440677966101695,0.15789473684210525,0.05555555555555555,0.6470588235294118,0.20279720279720279,0.7586206896551724,0.8461538461538461,0.6818181818181818,0.40559440559440557,0.4827586206896552,0.5185185185185185,0.09090909090909091,0.3076923076923077,0.3076923076923077,1.0,0.2937062937062937,0.23809523809523808,0.23809523809523808,1.0,0.75,0.6666666666666666,,0.125,1.0,1.0,0.30303030303030304,0.8,0.030303030303030304,1.0,0.2727272727272727,,0.5874125874125874,0.23809523809523808,0.5145999999999998,0.4865714285714286,0.53675,0.0967741935483871,,0.08074534161490683,0.2111801242236025,6.0704545454545435,25.521818181818183,0.27522935779816515,1.0,2.0,5.0,10.0,3.0,1.0,1.0,6.0,3.0,15.0,1.0,5.0,2.0,3.0,6.0,1.0,0.06896551724137931,0.0625,0.09375,0.03896103896103896,0.05263157894736842,0.7142857142857143,0.006993006993006993,0.15,,,,,,,,,,,,,,,,,,,,,,True,,,,
1630162,1610612750,Anthony Edwards,Anthony Edwards,1630162,MIN,16869.5,281.0,30.0,589,598,167,224.0,57.0,1187,26.0,35.0,1.0,2.0,8.0,9.0,16.0,31.0,3.0,5.0,,,,17.0,58.0,,3.0,2.0,12.0,53.0,92.0,20.0,63.0,41.0,207.0,662,1.0,4.0,,3.0,6.0,15.0,22.0,2.0,12.0,60.0,22.0,84.0,30.0,30.0,2.0,58.0,17.0,4.0,18.0,13.0,31.0,9.0,4.0,13.0,4.0,1.0,75.0,1.0,14.0,21.0,1.0,36.0,3.0,39.0,2.0,15.0,14.0,1.0,18.0,5.0,4.0,10.0,14.0,28.0,6.0,9.0,19.0,,29.0,,,51.0,,6.0,3.0,6.0,5.0,58.0,165,2.0,0.20754716981132076,0.21153846153846154,0.5,0.31746031746031744,,0.16666666666666666,0.31746031746031744,0.5760869565217391,0.25,0.6818181818181818,0.535483870967742,0.14285714285714285,0.5294117647058824,0.5758426966292135,0.3333333333333333,0.625,0.4064516129032258,0.043478260869565216,0.02857142857142857,31.402439024390247,0.6428571428571429,0.06666666666666667,0.13291139240506328,0.10852713178294573,0.009009009009009009,0.12195121951219512,0.013100436681222707,0.010752688172043012,,0.10416666666666667,0.1232876712328767,0.1891891891891892,0.10679611650485436,0.11538461538461539,0.025974025974025976,0.8333333333333334,0.22580645161290322,0.7428571428571429,0.7647058823529411,0.2692307692307692,0.2,0.5161290322580645,0.5714285714285714,0.03225806451612903,0.6,0.6,0.6666666666666666,0.3741935483870968,0.29310344827586204,0.29310344827586204,0.47058823529411764,0.2857142857142857,0.5,,0.42857142857142855,,,0.2647058823529412,0.8888888888888888,,,0.35294117647058826,0.16666666666666666,0.632258064516129,0.29310344827586204,0.5226945161290324,0.5348833333333333,0.5390676470588235,0.11627906976744186,,0.028985507246376812,0.2898550724637681,9.240217391304348,25.674603174603178,0.2835314091680815,26.0,4.0,24.0,2.0,2.0,,1.0,,3.0,20.0,6.0,,,,3.0,5.0,0.0967741935483871,0.01694915254237288,0.044444444444444446,,,0.1875,0.16774193548387098,0.1834862385321101,11.0,3.0,2.0,0.4230769230769231,0.4230769230769231,0.09090909090909091,,,,,,,,,,,,,,,,True,,,,
1630183,1610612750,Jaden McDaniels,Jaden McDaniels,1630183,MIN,16099.199999999999,268.0,-42.0,565,577,143,178.0,65.0,1142,21.0,22.0,2.0,2.0,4.0,4.0,6.0,23.0,4.0,12.0,2.0,1.0,2.0,8.0,20.0,1.0,3.0,2.0,6.0,30.0,53.0,12.0,32.0,23.0,119.0,661,3.0,4.0,2.0,5.0,15.0,4.0,8.0,3.0,8.0,27.0,48.0,12.0,30.0,6.0,4.0,20.0,8.0,1.0,12.0,11.0,23.0,8.0,3.0,10.0,2.0,,57.0,2.0,12.0,13.0,3.0,28.0,9.0,37.0,2.0,16.0,8.0,8.0,10.0,1.0,6.0,6.0,4.0,16.0,4.0,17.0,29.0,,23.0,3.0,2.0,28.0,,10.0,9.0,10.0,7.0,27.0,141,6.0,0.8,0.8571428571428571,0.8333333333333334,0.375,0.4,0.375,0.375,0.5660377358490566,0.75,0.5,0.5647058823529412,0.6666666666666666,0.53125,0.6134020618556701,0.6818181818181818,0.6428571428571429,0.3764705882352941,0.018867924528301886,,17.711598746081506,0.625,0.25,0.08333333333333333,0.09022556390977443,0.016666666666666666,0.08650519031141868,0.028688524590163935,0.010638297872340425,0.038461538461538464,0.109375,0.04918032786885246,0.0967741935483871,0.08080808080808081,0.11764705882352941,0.04878048780487805,0.7,0.25882352941176473,0.9545454545454546,0.9545454545454546,0.8095238095238095,0.27058823529411763,0.2608695652173913,0.2727272727272727,0.1411764705882353,0.3333333333333333,0.3333333333333333,0.75,0.23529411764705882,0.4,0.4,0.875,0.2222222222222222,1.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,0.125,0.5,0.375,0.3333333333333333,0.6352941176470588,0.4,0.5649935294117648,0.5913312500000001,0.577878125,0.1368421052631579,,0.12605042016806722,0.226890756302521,7.0566037735849045,24.815625000000004,0.25309734513274335,8.0,3.0,10.0,5.0,3.0,,,,3.0,13.0,2.0,,,,1.0,2.0,0.043478260869565216,0.04032258064516129,0.045454545454545456,0.04838709677419355,,0.6666666666666666,0.09411764705882353,0.20634920634920634,3.0,2.0,,0.375,0.375,1.0,1.0,2.0,1.0,0.09090909090909091,0.5,,,,,,,,,,,True,,,,
1630245,1610612750,Ayo Dosunmu,Ayo Dosunmu,1630245,MIN,40069.99999999999,668.0,30.0,1400,1406,351,421.0,154.0,2806,57.0,89.0,3.0,10.0,18.0,27.0,29.0,61.0,5.0,18.0,,1.0,4.0,30.0,67.0,1.0,7.0,9.0,16.0,95.0,166.0,35.0,85.0,35.0,330.0,1557,6.0,16.0,1.0,7.0,17.0,26.0,50.0,10.0,20.0,96.0,106.0,84.0,96.0,9.0,4.0,67.0,30.0,14.0,55.0,26.0,81.0,19.0,7.0,34.0,18.0,3.0,188.0,6.0,35.0,50.0,2.0,87.0,14.0,101.0,5.0,24.0,14.0,10.0,15.0,4.0,9.0,19.0,6.0,34.0,11.0,28.0,51.0,,30.0,1.0,,38.0,1.0,6.0,1.0,6.0,1.0,96.0,349,4.0,0.5578947368421052,0.5698924731182796,0.9142857142857143,0.4117647058823529,0.14285714285714285,0.5,0.4117647058823529,0.572289156626506,0.375,0.52,0.5876494023904383,0.32608695652173914,0.5857142857142857,0.6169811320754717,0.3541666666666667,0.631578947368421,0.3386454183266932,0.08433734939759036,0.11235955056179775,18.924050632911392,0.4411764705882353,0.06451612903225806,0.13192612137203166,0.11666666666666667,0.019933554817275746,0.1251840942562592,0.023255813953488372,0.01694915254237288,0.03076923076923077,0.09929078014184398,0.14545454545454545,0.1643835616438356,0.1276595744680851,0.07692307692307693,0.04807692307692308,0.16666666666666666,0.3545816733067729,0.6404494382022472,0.7215189873417721,0.543859649122807,0.24302788844621515,0.47540983606557374,0.5,0.07171314741035857,0.2777777777777778,0.2777777777777778,1.0,0.26693227091633465,0.44776119402985076,0.44776119402985076,0.9,0.43478260869565216,0.3,,0.30434782608695654,0.14285714285714285,1.0,0.38571428571428573,0.6666666666666666,0.05714285714285714,0.25,0.22857142857142856,0.5625,0.6932270916334662,0.44776119402985076,0.5665057768924304,0.55817,0.5413342857142857,0.07575757575757576,0.011764705882352941,0.051515151515151514,0.2909090909090909,5.482530120481928,25.38470588235294,0.2507142857142857,16.0,2.0,14.0,8.0,5.0,2.0,3.0,3.0,6.0,19.0,1.0,,,,5.0,1.0,0.04918032786885246,0.026578073089700997,0.017094017094017096,0.04225352112676056,,0.5172413793103449,0.06374501992031872,0.10614525139664804,9.0,3.0,3.0,0.5625,0.6,0.7777777777777778,,,,,,1.0,1.0,1.0,0.0625,0.3333333333333333,,,,,,True,,,,
1630538,1610612750,Bones Hyland,Bones Hyland,1630538,MIN,17019.5,284.0,43.0,599,588,176,189.0,71.0,1187,10.0,20.0,1.0,1.0,3.0,7.0,4.0,8.0,8.0,14.0,1.0,5.0,8.0,26.0,65.0,1.0,6.0,7.0,15.0,17.0,33.0,34.0,79.0,22.0,158.0,636,2.0,3.0,1.0,7.0,7.0,4.0,9.0,12.0,23.0,54.0,10.0,24.0,72.0,30.0,,65.0,26.0,4.0,28.0,12.0,40.0,8.0,4.0,16.0,10.0,2.0,92.0,4.0,14.0,11.0,,25.0,7.0,32.0,3.0,9.0,6.0,3.0,5.0,1.0,2.0,8.0,3.0,13.0,5.0,10.0,28.0,3.0,24.0,2.0,2.0,26.0,,3.0,1.0,5.0,2.0,54.0,176,4.0,0.29411764705882354,0.29411764705882354,0.7058823529411765,0.43037974683544306,0.14285714285714285,0.5217391304347826,0.43037974683544306,0.5151515151515151,0.6666666666666666,0.4444444444444444,0.6071428571428571,0.35,0.6875,0.6370967741935484,0.35,0.7105263157894737,0.7053571428571429,0.12121212121212122,0.15,20.326409495548962,0.38461538461538464,,0.0728476821192053,0.10526315789473684,0.031496062992125984,0.0880281690140845,0.026515151515151516,0.030927835051546393,0.03333333333333333,0.05084745762711865,0.07936507936507936,0.10344827586206896,0.10185185185185185,0.12,0.057692307692307696,0.4,0.17857142857142858,0.5,0.5882352941176471,0.4,0.07142857142857142,0.5,0.5,0.125,0.5714285714285714,0.5714285714285714,1.0,0.5803571428571429,0.4,0.41935483870967744,0.6153846153846154,0.1,1.0,0.1,0.6,0.16666666666666666,,0.21875,0.42857142857142855,0.25,0.625,0.46875,0.4666666666666667,0.8839285714285714,0.4,0.5467142857142857,0.48814,0.5488859375,0.059322033898305086,,0.04430379746835443,0.34177215189873417,5.727272727272727,25.602531645569623,0.2938230383973289,5.0,,10.0,3.0,1.0,1.0,,1.0,1.0,7.0,6.0,2.0,,2.0,2.0,5.0,,0.021897810218978103,0.01694915254237288,0.014925373134328358,0.09090909090909091,0.25,0.044642857142857144,0.1794871794871795,3.0,1.0,,0.6,0.75,,,,,,,,,,0.2,,3.0,0.0379746835443038,0.046153846153846156,,,True,,,,
203497,1610612750,Rudy Gobert,Rudy Gobert,203497,MIN,23995.899999999994,400.0,23.0,828,825,147,180.0,105.0,1653,52.0,79.0,18.0,34.0,2.0,7.0,1.0,6.0,,1.0,,,,,,,,,,53.0,85.0,,1.0,38.0,144.0,914,18.0,35.0,,,45.0,2.0,7.0,,,15.0,66.0,40.0,,,32.0,,,10.0,12.0,8.0,20.0,8.0,,5.0,4.0,3.0,48.0,13.0,42.0,45.0,7.0,94.0,55.0,149.0,5.0,11.0,8.0,3.0,15.0,1.0,7.0,10.0,8.0,25.0,4.0,20.0,29.0,2.0,53.0,12.0,,65.0,,18.0,9.0,18.0,9.0,15.0,147,1.0,0.6226415094339622,0.8918918918918919,,,,,,0.6235294117647059,0.5142857142857142,0.2857142857142857,0.6162790697674418,0.5142857142857142,0.2857142857142857,0.6153846153846154,0.5113636363636364,0.4166666666666667,0.011627906976744186,0.11764705882352941,0.10126582278481013,14.915966386554622,0.6,0.4666666666666667,0.20930232558139536,0.22702702702702704,0.07471264367816093,0.2175,0.14402173913043478,0.07142857142857142,0.08823529411764706,0.20270270270270271,0.2268041237113402,0.18181818181818182,0.2077922077922078,0.3225806451612903,0.21739130434782608,0.5,0.9186046511627907,0.6582278481012658,0.7323943661971831,0.6153846153846154,0.06976744186046512,0.16666666666666666,0.25,0.011627906976744186,,,,,,,,0.9714285714285714,0.5294117647058824,,,,,1.0,0.2857142857142857,,,,,0.9302325581395349,,0.656375,0.6061133333333333,0.6167285714285714,0.23853211009174313,,0.3125,0.10416666666666667,1.583529411764706,23.7,0.17753623188405798,,9.0,11.0,40.0,2.0,1.0,8.0,3.0,3.0,26.0,8.0,,,,9.0,7.0,0.3333333333333333,0.20618556701030927,0.2571428571428571,0.1875,0.14285714285714285,1.0,,0.24074074074074073,,,,,,,,2.0,4.0,0.07407407407407407,,,,2.0,,,,,,,,True,,,,
203944,1610612750,Julius Randle,Julius Randle,203944,MIN,26475.0,441.0,22.0,920,930,241,265.0,94.0,1850,43.0,63.0,7.0,10.0,15.0,23.0,27.0,54.0,5.0,11.0,1.0,1.0,1.0,12.0,38.0,1.0,2.0,3.0,12.0,77.0,135.0,17.0,49.0,87.0,292.0,1024,8.0,14.0,1.0,3.0,28.0,24.0,38.0,4.0,13.0,91.0,76.0,78.0,48.0,3.0,12.0,38.0,12.0,6.0,23.0,32.0,55.0,23.0,9.0,17.0,5.0,1.0,142.0,10.0,26.0,35.0,4.0,65.0,23.0,88.0,6.0,14.0,9.0,5.0,35.0,4.0,19.0,10.0,16.0,45.0,12.0,16.0,43.0,3.0,73.0,3.0,,116.0,,,,,,90.0,239,6.0,0.4935064935064935,0.5352112676056338,0.9411764705882353,0.3469387755102041,0.3333333333333333,0.3076923076923077,0.3469387755102041,0.5703703703703704,0.5714285714285714,0.631578947368421,0.5570652173913043,0.5588235294117647,0.5882352941176471,0.6266094420600858,0.6086956521739131,0.6691176470588235,0.266304347826087,0.044444444444444446,0.07936507936507936,26.99029126213592,0.7777777777777778,0.23529411764705882,0.13671875,0.13541666666666666,0.05,0.13616071428571427,0.058823529411764705,0.05844155844155844,0.021739130434782608,0.17894736842105263,0.10810810810810811,0.12,0.11724137931034483,0.19148936170212766,0.07228915662650602,,0.3423913043478261,0.6825396825396826,0.7413793103448276,0.5348837209302325,0.29347826086956524,0.5,0.5094339622641509,0.059782608695652176,0.45454545454545453,0.45454545454545453,1.0,0.20652173913043478,0.3157894736842105,0.3157894736842105,0.9166666666666666,0.5882352941176471,0.7,0.058823529411764705,0.11764705882352941,0.5,1.0,0.45098039215686275,0.6521739130434783,0.0196078431372549,1.0,0.23529411764705882,0.25,0.6086956521739131,0.3157894736842105,0.5500163043478262,0.5488636363636364,0.5750843137254901,0.25892857142857145,,0.0958904109589041,0.3116438356164384,6.698518518518519,24.991836734693884,0.2619565217391304,18.0,9.0,31.0,13.0,,,3.0,6.0,18.0,58.0,9.0,,,,,8.0,0.018518518518518517,0.06806282722513089,0.09333333333333334,0.058823529411764705,0.03225806451612903,0.48148148148148145,0.09782608695652174,0.3314285714285714,7.0,,,0.3888888888888889,0.3888888888888889,0.2857142857142857,,,,,,1.0,,,,,,,,,,True,,,,
203937,1610612750,Kyle Anderson,Kyle Anderson,203937,MIN,8278.4,138.0,36.0,301,293,129,138.0,38.0,594,4.0,8.0,,2.0,,,7.0,15.0,,2.0,1.0,,1.0,,1.0,,,,1.0,12.0,25.0,,3.0,7.0,31.0,290,,3.0,,1.0,2.0,2.0,6.0,,2.0,8.0,8.0,16.0,,,,1.0,,,16.0,11.0,27.0,10.0,1.0,9.0,5.0,2.0,65.0,1.0,5.0,15.0,2.0,22.0,4.0,26.0,,6.0,4.0,2.0,3.0,1.0,3.0,4.0,,7.0,3.0,5.0,14.0,,6.0,1.0,,8.0,,4.0,3.0,5.0,2.0,8.0,128,1.0,0.3333333333333333,0.3333333333333333,,,,,,0.48,,0.3333333333333333,0.42857142857142855,,0.25,0.484375,0.2,0.4,0.10714285714285714,,,11.271676300578035,0.42857142857142855,0.2222222222222222,0.1744186046511628,0.08064516129032258,0.017241379310344827,0.13513513513513514,0.03007518796992481,0.021739130434782608,,0.16216216216216217,0.16666666666666666,0.23076923076923078,0.08163265306122448,0.07692307692307693,,0.4,0.2857142857142857,0.5,0.5,0.25,0.5357142857142857,0.4666666666666667,0.4666666666666667,0.07142857142857142,,,,0.03571428571428571,,,,0.5,,0.25,,,,,,0.125,,0.125,,0.39285714285714285,,0.5086767857142858,0.5617,0.42411874999999993,0.0967741935483871,,0.06451612903225806,0.25806451612903225,7.148,23.766666666666666,0.42857142857142855,2.0,2.0,4.0,3.0,1.0,,2.0,1.0,,3.0,1.0,1.0,1.0,,,1.0,,0.04,,0.047619047619047616,0.25,0.2857142857142857,0.07142857142857142,0.10714285714285714,1.0,1.0,,0.5,0.5,1.0,,,,,,,,,,,,,,1.0,,True,,,,
1630545,1610612750,Terrence Shannon Jr.,Terrence Shannon Jr.,1630545,MIN,2985.1,50.0,5.0,104,105,45,65.0,15.0,209,,1.0,,,,,,1.0,1.0,3.0,,,1.0,1.0,1.0,,,,,,2.0,2.0,4.0,,6.0,123,,,,,,,,,1.0,,,,6.0,,,1.0,1.0,,2.0,,2.0,,,2.0,,,4.0,1.0,,,,,2.0,2.0,1.0,2.0,2.0,,1.0,,1.0,,,1.0,,5.0,6.0,,1.0,,1.0,,,,,,,,45,,,,1.0,0.5,,,0.5,,,,0.5,,,0.5,,,0.6666666666666666,,,5.833333333333334,1.0,,,,0.045454545454545456,,0.0425531914893617,0.07142857142857142,,,,,,,0.25,,0.16666666666666666,,,,0.16666666666666666,,,0.5,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,1.0,,,,0.8333333333333334,1.0,0.5507833333333333,,0.54765,,,,,5.0,23.725,0.4326923076923077,,,,1.0,,,,,,,,,,,,,,0.04,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
