EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,FG3A,OpponentPoints,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,Steals,BadPassSteals,ShootingFouls,Fouls,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,BlockingFouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,FTOffRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Clear Path Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,LongMidRangePctBlocked,BlockedCorner3,BlockedLongMidRange,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,HeaveMakes
101126,1610612740,Nate Robinson,Nate Robinson,101126,NOP,876.0,15,-13,29,29,15.0,13,4.0,58,1.0,1.0,36,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,15.0,1.0,2.857142857142857,1.0,1.0,0.5613,24.5,0.5172413793103449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201582,1610612740,Alexis Ajinca,Alexis Ajinca,201582,NOP,20757.0,346,-38,694,701,192.0,174,61.0,1395,,,714,,6.0,12.0,2.0,1.0,30.0,3.0,3.0,24.0,57.0,192.0,,19.61038961038961,,0.30327868852459017,0.4624409836065574,,0.276657060518732,20.0,37.0,7.0,11.0,6.0,13.0,10.0,34.0,22.0,51.0,52.0,122.0,27.0,131.0,7.0,18.0,5.0,19.0,12.0,32.0,11.0,35.0,86.0,18.0,10.0,6.0,6.0,5.0,1.0,3.0,7.0,18.0,19.0,51.0,14.0,84.0,25.0,109.0,2.0,8.0,1.0,3.0,7.0,5.0,15.0,6.0,2.0,6.0,4.0,31.0,6.0,5.0,31.0,1.0,13.0,4.0,13.0,9.0,4.0,13.0,9.0,1.0,1.0,1.0,2.0,35.0,6.0,2.0,0.8269230769230769,0.9148936170212766,0.4262295081967213,0.3888888888888889,0.375,0.4262295081967213,0.3888888888888889,0.375,0.4746376811594203,0.4318181818181818,0.4605263157894737,0.04918032786885246,0.10810810810810811,0.058823529411764705,0.5333333333333333,0.7777777777777778,0.2372093023255814,0.06844106463878327,0.17272727272727273,0.08235294117647059,0.2153846153846154,0.07183908045977011,0.13513513513513514,0.04819277108433735,0.03773584905660377,0.06060606060606061,0.15789473684210525,0.22972972972972974,0.20833333333333334,0.2753623188405797,0.14285714285714285,0.3157894736842105,0.03125,0.6923076923076923,0.30327868852459017,0.5405405405405406,0.6060606060606061,0.7,0.2786885245901639,0.29411764705882354,0.3125,0.7,0.4180327868852459,0.43137254901960786,0.43137254901960786,1.0,0.6111111111111112,0.6363636363636364,0.2857142857142857,0.40625,0.46153846153846156,0.48657142857142854,0.4585437500000002,0.09701492537313433,0.09701492537313433,0.1450381679389313,0.26717557251908397,10.101639344262294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201583,1610612740,Ryan Anderson,Ryan Anderson,201583,NOP,51820.0,864,9,1766,1767,537.0,638,192.0,3533,139.0,165.0,1889,136.0,21.0,35.0,5.0,3.0,84.0,13.0,11.0,19.0,43.0,533.0,0.375,26.167754897036666,0.3159090909090909,0.634090909090909,0.49000550458715614,26.056969696969702,0.3040770101925255,58.0,114.0,21.0,43.0,11.0,27.0,21.0,55.0,45.0,106.0,124.0,275.0,82.0,495.0,25.0,54.0,7.0,78.0,30.0,70.0,40.0,151.0,106.0,142.0,38.0,21.0,14.0,7.0,7.0,13.0,13.0,47.0,23.0,78.0,4.0,105.0,61.0,166.0,15.0,22.0,4.0,11.0,22.0,11.0,44.0,11.0,4.0,2.0,6.0,88.0,7.0,4.0,89.0,7.0,35.0,9.0,9.0,7.0,2.0,9.0,6.0,,,,,149.0,6.0,8.0,0.4274193548387097,0.5047619047619047,0.4509090909090909,0.46296296296296297,0.42857142857142855,0.4693181818181818,0.5220588235294118,0.47435897435897434,0.5115303983228512,0.5416666666666666,0.5474452554744526,0.07636363636363637,0.10526315789473684,0.16363636363636364,0.5,0.10256410256410256,0.14579439252336449,0.08188153310104529,0.08214285714285714,0.047619047619047616,0.12392638036809817,0.07083825265643448,0.12033195020746888,0.07051282051282051,0.03954802259887006,0.052132701421800945,0.03225806451612903,0.10552763819095477,0.17222222222222222,0.16666666666666666,0.08571428571428572,0.07142857142857142,0.06437768240343347,0.6666666666666666,0.2590909090909091,0.5087719298245614,0.5686274509803921,0.4482758620689655,0.125,0.38181818181818183,0.45652173913043476,0.3333333333333333,0.2409090909090909,0.42452830188679247,0.42452830188679247,0.4444444444444444,0.6323529411764706,0.4883720930232558,,0.23076923076923078,0.4074074074074074,0.5153825,0.4834053097345132,0.07478632478632478,0.11551155115511551,0.15757575757575756,0.30505050505050507,9.320363636363638,4.0,26.0,1.0,3.0,1.0,9.0,51.0,6.0,11.0,16.0,38.0,55.0,7.0,14.0,17.0,47.0,147.0,18.0,3.0,51.0,1.0,2.0,3.0,1.0,5.0,5.0,2.0,1.0,10.0,1.0,8.0,0.8909090909090909,0.3333333333333333,0.5,0.3617021276595745,0.3395061728395062,0.019230769230769232,0.05909090909090909,0.15384615384615385,0.15384615384615385,0.75,0.3669064748201439,0.3669064748201439,0.9019607843137255,0.04411764705882353,0.3333333333333333,1.0,0.16176470588235295,0.5454545454545454,1.0,0.07692307692307693,0.1111111111111111,0.3247863247863248,0.42105263157894735,0.375,,,,,,,,,,,,,True,
202087,1610612740,Alonzo Gee,Alonzo Gee,202087,NOP,97916.0,1632,-195,3280,3323,818.0,971,331.0,6603,7.0,60.0,3557,6.0,44.0,72.0,7.0,13.0,172.0,63.0,40.0,74.0,169.0,807.0,0.23529411764705882,9.27441352973268,0.027450980392156862,0.8274509803921568,0.6349834645669292,23.77833333333332,0.24939024390243902,103.0,151.0,17.0,30.0,29.0,36.0,5.0,19.0,7.0,25.0,115.0,195.0,44.0,325.0,17.0,30.0,9.0,43.0,30.0,44.0,15.0,81.0,160.0,70.0,22.0,21.0,28.0,23.0,5.0,24.0,8.0,51.0,54.0,115.0,16.0,185.0,60.0,245.0,6.0,25.0,8.0,13.0,31.0,12.0,56.0,17.0,8.0,6.0,3.0,54.0,3.0,8.0,66.0,8.0,33.0,4.0,13.0,9.0,4.0,13.0,5.0,,1.0,,,81.0,19.0,2.0,0.6956521739130435,0.7692307692307693,0.5897435897435898,0.5666666666666667,0.6818181818181818,0.5509803921568628,0.53125,0.6346153846153846,0.5721830985915493,0.5657894736842105,0.6532258064516129,0.1076923076923077,0.12582781456953643,0.10526315789473684,0.44642857142857145,0.1951219512195122,0.11165048543689321,0.0456989247311828,0.10609037328094302,0.017057569296375266,0.10981156595191682,0.03722397476340694,0.0687960687960688,0.043343653250773995,0.023316062176165803,0.016901408450704224,0.017543859649122806,0.07458563535911603,0.1157556270096463,0.14565826330532214,0.11363636363636363,0.07964601769911504,0.061224489795918366,0.38461538461538464,0.592156862745098,0.6821192052980133,0.7803030303030303,0.7087378640776699,0.07450980392156863,0.2631578947368421,0.29411764705882354,0.2,0.09803921568627451,0.28,0.28,0.8571428571428571,0.9375,0.5666666666666667,0.29411764705882354,0.6923076923076923,0.8055555555555556,0.6587375000000001,0.7132313725490198,0.11785714285714285,0.15,0.13230769230769232,0.24923076923076923,3.918974358974361,16.0,53.0,,2.0,2.0,5.0,1.0,,,,3.0,17.0,,2.0,2.0,8.0,51.0,,1.0,1.0,1.0,23.0,6.0,2.0,5.0,6.0,6.0,,,4.0,,1.0,0.2833333333333333,,0.25,0.288135593220339,0.011627906976744186,0.20784313725490197,0.3018867924528302,0.3076923076923077,1.0,0.14285714285714285,0.16666666666666666,1.0,0.0625,,,,,,0.09615384615384616,0.4,0.057692307692307696,,0.16666666666666666,2.0,0.03333333333333333,0.018867924528301886,0.14285714285714285,,,,,,,,,True,
202397,1610612740,Ish Smith,Ish Smith,202397,NOP,14135.0,236,-10,496,497,174.0,189,45.0,993,9.0,10.0,520,9.0,43.0,60.0,2.0,13.0,137.0,15.0,7.0,8.0,13.0,172.0,0.10752688172043011,22.50453720508167,0.0967741935483871,0.4731182795698925,0.4713930107526882,25.400000000000002,0.35080645161290325,21.0,34.0,2.0,2.0,9.0,14.0,4.0,21.0,9.0,28.0,34.0,83.0,13.0,90.0,2.0,6.0,,7.0,17.0,32.0,10.0,47.0,12.0,56.0,,7.0,17.0,13.0,4.0,28.0,1.0,1.0,13.0,16.0,,29.0,2.0,31.0,,17.0,2.0,11.0,5.0,6.0,22.0,7.0,1.0,1.0,1.0,22.0,1.0,5.0,20.0,2.0,6.0,5.0,3.0,3.0,,4.0,1.0,,,,,45.0,1.0,2.0,0.17647058823529413,0.17647058823529413,0.40963855421686746,0.3333333333333333,0.53125,0.41397849462365593,0.5,0.47435897435897434,0.4411764705882353,0.5,0.5,0.08433734939759036,0.058823529411764705,0.19047619047619047,0.7727272727272727,,0.09090909090909091,0.00625,0.203125,0.01639344262295082,0.12083333333333333,0.00904977375565611,,0.018518518518518517,,0.020833333333333332,,0.0958904109589041,0.08163265306122448,0.09259259259259259,0.1836734693877551,0.26666666666666666,,0.25,0.3655913978494624,0.6176470588235294,0.65625,0.14285714285714285,0.22580645161290322,0.19047619047619047,0.23529411764705882,0.5,0.3010752688172043,0.32142857142857145,0.3333333333333333,0.1111111111111111,0.2857142857142857,1.0,,0.358974358974359,0.6428571428571429,0.46310000000000007,0.4767897435897436,0.061855670103092786,0.06896551724137931,0.07777777777777778,0.5222222222222223,8.714457831325301,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,,6.0,3.0,1.0,1.0,1.0,7.0,6.0,3.0,,2.0,,8.0,1.0,,1.0,,,,1.0,,,0.6666666666666666,0.3,1.0,0.14285714285714285,0.3,,0.010752688172043012,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,0.5,,,,0.14285714285714285,1.0,1.0,0.02564102564102564,1.0,0.15384615384615385,,0.2222222222222222,,,,,1.0,1.0,0.03571428571428571,,,,,,True,
203076,1610612740,Anthony Davis,Anthony Davis,203076,NOP,56029.0,934,-173,1859,1902,406.0,550,185.0,3761,40.0,52.0,2032,38.0,35.0,54.0,4.0,8.0,127.0,32.0,20.0,38.0,68.0,397.0,0.10038610038610038,31.14754098360656,0.07722007722007722,0.3667953667953668,0.4978813953488372,26.153846153846157,0.21839698762775686,88.0,138.0,21.0,32.0,27.0,39.0,52.0,142.0,76.0,186.0,216.0,466.0,139.0,619.0,33.0,54.0,9.0,78.0,43.0,80.0,58.0,150.0,308.0,124.0,30.0,26.0,19.0,16.0,3.0,23.0,10.0,46.0,77.0,141.0,12.0,230.0,57.0,287.0,10.0,22.0,10.0,10.0,31.0,12.0,53.0,7.0,3.0,6.0,8.0,156.0,13.0,1.0,185.0,11.0,71.0,20.0,53.0,29.0,22.0,58.0,35.0,1.0,1.0,1.0,,150.0,6.0,17.0,0.7129629629629629,0.7661691542288557,0.463519313304721,0.6111111111111112,0.5375,0.46332046332046334,0.5948275862068966,0.5287356321839081,0.5066889632107023,0.609375,0.6024590163934426,0.055793991416309016,0.050724637681159424,0.09154929577464789,0.41509433962264153,0.2553191489361702,0.2353923205342237,0.07198748043818466,0.2646048109965636,0.037037037037037035,0.2449438202247191,0.061606160616061605,0.11538461538461539,0.06779661016949153,0.03070175438596491,0.02926829268292683,0.06153846153846154,0.22065727699530516,0.24571428571428572,0.24170616113744076,0.2543859649122807,0.30158730158730157,0.0390625,0.603448275862069,0.26640926640926643,0.6376811594202898,0.6717557251908397,0.7272727272727273,0.27413127413127414,0.36619718309859156,0.40310077519379844,0.5769230769230769,0.3590733590733591,0.40860215053763443,0.4222222222222222,0.7894736842105263,0.5517241379310345,0.65625,0.14285714285714285,0.4482758620689655,0.6923076923076923,0.5575923076923077,0.5475616279069767,0.12283737024221453,0.13498098859315588,0.1260096930533118,0.24232633279483037,9.955150214592278,3.0,12.0,,1.0,1.0,1.0,13.0,1.0,3.0,1.0,6.0,16.0,1.0,4.0,2.0,7.0,42.0,6.0,2.0,13.0,1.0,12.0,2.0,,5.0,1.0,3.0,,3.0,2.0,18.0,0.875,0.3076923076923077,0.25,0.2857142857142857,0.32,0.023809523809523808,0.023166023166023165,0.25,0.25,1.0,0.325,0.3333333333333333,0.8461538461538461,0.017241379310344827,,,0.05172413793103448,0.3333333333333333,1.0,0.011494252873563218,1.0,0.06896551724137931,0.16666666666666666,0.34210526315789475,1.0,0.019230769230769232,,0.025,5.0,3.0,0.03225806451612903,2.0,2.0,,,,True,
201967,1610612740,Dante Cunningham,Dante Cunningham,201967,NOP,23778.0,396,-128,791,821,204.0,258,75.0,1612,12.0,35.0,921,11.0,5.0,12.0,,1.0,31.0,12.0,5.0,17.0,26.0,200.0,0.3723404255319149,12.585034013605442,0.1276595744680851,0.723404255319149,0.5405112903225806,25.02,0.2579013906447535,27.0,33.0,4.0,7.0,11.0,12.0,5.0,10.0,9.0,16.0,41.0,59.0,15.0,118.0,5.0,9.0,2.0,12.0,14.0,17.0,4.0,35.0,66.0,16.0,6.0,3.0,7.0,6.0,1.0,4.0,3.0,11.0,13.0,20.0,5.0,38.0,14.0,52.0,1.0,6.0,,3.0,1.0,3.0,7.0,1.0,2.0,2.0,,14.0,1.0,1.0,22.0,2.0,11.0,1.0,9.0,9.0,,9.0,6.0,2.0,,,,35.0,1.0,1.0,0.8048780487804879,0.868421052631579,0.6949152542372882,0.5555555555555556,0.8235294117647058,0.5478723404255319,0.5,0.62,0.5673076923076923,0.5,0.625,0.05084745762711865,0.030303030303030304,0.2,0.8571428571428571,0.21739130434782608,0.091324200913242,0.04119850187265917,0.10743801652892562,0.024793388429752067,0.09705882352941177,0.03608247422680412,0.07777777777777778,,0.04081632653061224,0.011494252873563218,0.058823529411764705,0.08,0.08955223880597014,0.1038961038961039,0.1111111111111111,0.09090909090909091,0.023809523809523808,0.6666666666666666,0.35106382978723405,0.8181818181818182,0.84375,0.8518518518518519,0.10638297872340426,0.5,0.625,0.6,0.1702127659574468,0.5625,0.5625,0.7777777777777778,0.7,0.5714285714285714,0.25,0.48,0.9166666666666666,0.51675,0.5405875,0.10679611650485436,0.16176470588235295,0.1016949152542373,0.2966101694915254,7.79491525423729,6.0,23.0,,,1.0,4.0,1.0,,1.0,,4.0,7.0,,1.0,1.0,8.0,21.0,,1.0,1.0,,7.0,,1.0,,,,,1.0,1.0,,1.0,0.2,,0.125,0.20588235294117646,,0.24468085106382978,0.2608695652173913,0.2608695652173913,1.0,0.08333333333333333,0.08333333333333333,1.0,,,,0.1,,,0.16,0.25,0.16,,0.09090909090909091,,,,,,,,,,,,,True,
2570,1610612740,Kendrick Perkins,Kendrick Perkins,2570,NOP,11101.0,185,4,371,374,86.0,104,37.0,745,,,407,,9.0,11.0,2.0,2.0,24.0,5.0,3.0,12.0,25.0,86.0,,8.823529411764707,,0.43478260869565216,0.45477391304347825,,0.23180592991913745,6.0,10.0,1.0,2.0,2.0,3.0,3.0,10.0,2.0,3.0,11.0,23.0,2.0,24.0,1.0,4.0,,2.0,4.0,7.0,1.0,9.0,18.0,4.0,2.0,2.0,2.0,2.0,,5.0,,9.0,14.0,23.0,4.0,41.0,9.0,50.0,,3.0,1.0,2.0,6.0,1.0,9.0,1.0,,4.0,2.0,8.0,3.0,,9.0,1.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,,,,,9.0,3.0,3.0,0.8181818181818182,0.9,0.4782608695652174,0.25,0.5714285714285714,0.4782608695652174,0.25,0.5714285714285714,0.4444444444444444,0.2,0.45,0.08695652173913043,0.1,0.1,0.3333333333333333,0.2857142857142857,0.19327731092436976,0.08181818181818182,0.2413793103448276,,0.20903954802259886,0.05806451612903226,0.06666666666666667,0.12195121951219512,0.05128205128205128,,,0.2,0.20588235294117646,0.18,0.2558139534883721,0.2,,0.75,0.43478260869565216,0.6,0.6666666666666666,0.8333333333333334,0.43478260869565216,0.3,0.3333333333333333,1.0,0.13043478260869565,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,,0.42857142857142855,0.6666666666666666,0.465375,0.3826428571428572,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.375,6.430434782608697,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1626214,1610612740,Bryce Dejean-Jones,Bryce Dejean-Jones,1626214,NOP,5948.0,99,-38,198,198,47.0,65,24.0,396,9.0,11.0,216,9.0,1.0,2.0,,,5.0,6.0,4.0,1.0,3.0,47.0,0.4583333333333333,14.035087719298247,0.375,0.6666666666666666,0.5392895833333333,24.954545454545453,0.23737373737373738,3.0,5.0,1.0,2.0,,,,1.0,2.0,7.0,5.0,13.0,3.0,22.0,2.0,3.0,,4.0,,2.0,,,4.0,6.0,2.0,,1.0,1.0,,1.0,1.0,3.0,,9.0,,9.0,5.0,14.0,,1.0,,1.0,4.0,,5.0,1.0,,,,7.0,1.0,1.0,7.0,1.0,4.0,,1.0,1.0,,1.0,,,,,,,2.0,,0.4,0.5,0.38461538461538464,0.6666666666666666,,0.3958333333333333,0.5,,0.4074074074074074,0.5,,,,,0.2,,0.14516129032258066,0.03488372093023256,,0.034482758620689655,0.12,0.034782608695652174,0.034482758620689655,,0.05128205128205128,0.043478260869565216,,0.047619047619047616,0.21052631578947367,0.18181818181818182,,,,,0.20833333333333334,0.6,0.6,0.6666666666666666,0.041666666666666664,,,,0.2916666666666667,0.2857142857142857,0.2857142857142857,,0.5,0.5,,,,0.5777,0.5149666666666666,0.14814814814814814,0.25,0.18181818181818182,,10.284615384615384,,2.0,,,,1.0,3.0,,1.0,,3.0,3.0,,1.0,,4.0,6.0,3.0,,3.0,1.0,2.0,1.0,,3.0,2.0,,,,,,0.6666666666666666,0.2727272727272727,,,0.2727272727272727,0.16666666666666666,0.08333333333333333,,,,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,0.25,,,0.16666666666666666,,0.5,,0.3333333333333333,,,,,,,,,,,,,True,
201950,1610612740,Jrue Holiday,Jrue Holiday,201950,NOP,42865.0,714,-67,1433,1467,394.0,458,143.0,2900,97.0,101.0,1562,94.0,111.0,147.0,17.0,31.0,330.0,33.0,13.0,32.0,62.0,386.0,0.271505376344086,29.51127819548872,0.260752688172043,0.5806451612903226,0.4912743902439024,25.884158415841586,0.2749476622470342,68.0,115.0,4.0,12.0,20.0,32.0,35.0,92.0,27.0,64.0,130.0,271.0,63.0,419.0,7.0,20.0,7.0,24.0,33.0,68.0,25.0,124.0,52.0,208.0,2.0,15.0,36.0,28.0,8.0,63.0,,10.0,32.0,35.0,4.0,71.0,10.0,81.0,5.0,50.0,6.0,35.0,17.0,15.0,67.0,18.0,3.0,2.0,1.0,70.0,,5.0,73.0,6.0,29.0,9.0,5.0,4.0,1.0,6.0,4.0,2.0,,,,118.0,5.0,6.0,0.2,0.20155038759689922,0.4797047970479705,0.35,0.4852941176470588,0.478494623655914,0.38636363636363635,0.495,0.5148514851485149,0.4444444444444444,0.5486725663716814,0.055350553505535055,0.06086956521739131,0.06521739130434782,0.746268656716418,0.09090909090909091,0.08274231678486997,0.020964360587002098,0.13168724279835392,,0.1006006006006006,0.014265335235378032,0.01694915254237288,0.04081632653061224,0.006535947712418301,,,0.07142857142857142,0.087248322147651,0.08783783783783784,0.11979166666666667,0.17647058823529413,0.026455026455026454,0.6666666666666666,0.30913978494623656,0.591304347826087,0.6296296296296297,0.27941176470588236,0.24731182795698925,0.3804347826086957,0.4069767441860465,0.11428571428571428,0.17204301075268819,0.421875,0.43548387096774194,0.1111111111111111,0.5454545454545454,0.3333333333333333,0.25,0.32,0.625,0.49322142857142837,0.48670153061224475,0.07341772151898734,0.09863945578231292,0.057279236276849645,0.29594272076372313,7.699630996309961,,4.0,,,,,32.0,1.0,2.0,11.0,32.0,32.0,1.0,2.0,11.0,32.0,42.0,54.0,3.0,32.0,,20.0,2.0,,5.0,4.0,,,1.0,4.0,3.0,0.4375,0.31683168316831684,0.5,0.34375,0.32653061224489793,,0.010752688172043012,,,,0.32989690721649484,0.3333333333333333,0.4375,,,,0.09090909090909091,0.5,,,,0.32,0.34375,0.3404255319148936,1.0,0.009900990099009901,,0.010309278350515464,1.0,,0.03125,1.0,,,,,True,
