EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,3SecondViolations,Technical Free Throw Trips,BlockedArc3,HeaveMakes,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,OffensiveGoaltends,on,Clear Path Fouls
101107,1610612766,Marvin Williams,Marvin Williams,101107,CHA,118800.0,1980,178.0,3927,3900,898,707,379.0,7827,80.0,145.0,35.0,63.0,13.0,38.0,55.0,102.0,30.0,74.0,41.0,95.0,4.0,11.0,4.0,11.0,95.0,245.0,6.0,18.0,18.0,42.0,165.0,321.0,136.0,340.0,102.0,840.0,4167,41.0,74.0,10.0,29.0,22.0,134.0,29.0,77.0,22.0,53.0,39.0,163.0,194.0,136.0,405.0,3.0,66.0,1.0,244.0,95.0,25.0,51.0,47.0,98.0,36.0,11.0,25.0,7.0,19.0,243.0,36.0,67.0,3.0,105.0,193.0,28.0,326.0,106.0,432.0,18.0,50.0,31.0,19.0,22.0,4.0,14.0,28.0,2.0,8.0,2.0,3.0,50.0,5.0,9.0,45.0,6.0,115.0,3.0,7.0,14.0,111.0,1.0,16.0,8.0,3.0,119.0,10.0,37.0,1.0,26.0,63.0,1.0,51.0,1.0,3.0,9.0,64.0,38.0,2.0,3.0,160.0,878,11.0,16.0,0.5878787878787879,0.7348484848484849,0.9926470588235294,0.4,0.3448275862068966,0.41509433962264153,0.40117994100294985,0.514018691588785,0.5540540540540541,0.37662337662337664,0.5582450832072617,0.5436893203883495,0.47692307692307695,0.5874125874125874,0.5877192982456141,0.5361842105263158,0.5143721633888049,0.0778816199376947,0.11724137931034483,0.049019607843137254,0.04054054054054054,17.349507896543834,0.44,0.28865979381443296,0.04,0.1605657237936772,0.059714795008912656,0.15671641791044777,0.04505632040050062,0.15918803418803418,0.05361790733992712,0.07272727272727272,0.06325301204819277,0.044444444444444446,0.0487062404870624,0.028169014084507043,0.11475409836065574,0.181058495821727,0.18990384615384615,0.16600790513833993,0.12804878048780488,0.05421686746987952,0.59375,0.21936459909228442,0.5517241379310345,0.625,0.4875,0.15431164901664146,0.5392156862745098,0.5670103092783505,0.6,0.11195158850226929,0.40540540540540543,0.4225352112676056,0.8333333333333334,0.1437216338880484,0.43157894736842106,0.43157894736842106,0.975609756097561,0.37065052950075644,0.3877551020408163,0.3877551020408163,1.0,0.6116504854368932,0.5555555555555556,0.08571428571428572,0.10679611650485436,0.36363636363636365,1.0,0.17475728155339806,0.3333333333333333,1.0,0.2923076923076923,0.34210526315789475,0.08461538461538462,0.36363636363636365,0.3230769230769231,0.42857142857142855,0.7337367624810892,0.38934426229508196,0.523441515151515,0.5463690789473684,0.5140344961240308,0.055152394775036286,0.10632183908045977,0.002932551319648094,0.1595238095238095,0.19404761904761905,7.995327102803743,24.912941176470582,0.2286732874968169,,,,,,,,,,,True,
1626151,1610612766,Aaron Harrison,Aaron Harrison,1626151,CHA,159.0,3,,6,6,6,6,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,
201150,1610612766,Spencer Hawes,Spencer Hawes,201150,CHA,31014.0,517,-6.0,1034,1033,342,315,103.0,2067,21.0,45.0,10.0,16.0,4.0,12.0,10.0,31.0,4.0,22.0,6.0,15.0,1.0,1.0,3.0,6.0,10.0,30.0,,3.0,1.0,4.0,35.0,98.0,16.0,45.0,26.0,144.0,1054,11.0,23.0,1.0,4.0,1.0,26.0,8.0,29.0,4.0,10.0,12.0,40.0,38.0,32.0,48.0,,14.0,,30.0,10.0,8.0,27.0,16.0,43.0,11.0,5.0,19.0,2.0,6.0,102.0,12.0,17.0,,41.0,48.0,4.0,93.0,29.0,122.0,3.0,14.0,7.0,7.0,12.0,2.0,9.0,14.0,1.0,3.0,,3.0,26.0,2.0,6.0,41.0,,56.0,,4.0,4.0,22.0,,3.0,1.0,,30.0,2.0,13.0,,3.0,10.0,,8.0,,1.0,1.0,10.0,5.0,1.0,2.0,40.0,335,3.0,3.0,0.5428571428571428,0.6785714285714286,1.0,0.35555555555555557,0.25,0.4,0.35555555555555557,0.35714285714285715,0.4782608695652174,0.27586206896551724,0.4125874125874126,0.46296296296296297,0.358974358974359,0.4585987261146497,0.4642857142857143,0.4444444444444444,0.3146853146853147,0.08163265306122448,0.13333333333333333,0.03225806451612903,0.045454545454545456,15.899218071242398,0.46153846153846156,0.14285714285714285,,0.14678899082568808,0.056291390728476824,0.22777777777777777,0.055299539170506916,0.1755424063116371,0.055876685934489405,0.08490566037735849,0.03296703296703297,0.047619047619047616,0.05142857142857143,0.07142857142857142,0.16494845360824742,0.125,0.15079365079365079,0.21428571428571427,0.275,0.036585365853658534,0.5,0.3146853146853147,0.4666666666666667,0.5384615384615384,0.47619047619047616,0.21678321678321677,0.3225806451612903,0.3333333333333333,0.6,0.15384615384615385,0.18181818181818182,0.19047619047619047,0.75,0.1048951048951049,0.4,0.4,1.0,0.2097902097902098,0.3333333333333333,0.3333333333333333,1.0,0.5925925925925926,0.625,0.2,0.037037037037037035,1.0,1.0,0.1111111111111111,,,0.3076923076923077,0.3333333333333333,0.15384615384615385,0.5,0.10256410256410256,0.25,0.6293706293706294,0.3333333333333333,0.4982377622377624,0.5230277777777778,0.479298717948718,0.08441558441558442,0.11926605504587157,,0.18055555555555555,0.2777777777777778,7.354081632653061,24.544444444444444,0.3307543520309478,4.0,,,,,,,,,,True,
202391,1610612766,Jeremy Lin,Jeremy Lin,202391,CHA,70760.0,1179,72.0,2359,2358,827,666,248.0,4717,66.0,126.0,5.0,8.0,20.0,43.0,24.0,61.0,24.0,71.0,5.0,13.0,1.0,1.0,2.0,5.0,34.0,106.0,7.0,13.0,8.0,27.0,114.0,258.0,39.0,119.0,129.0,474.0,2469,6.0,13.0,8.0,14.0,6.0,42.0,37.0,89.0,10.0,32.0,75.0,179.0,92.0,136.0,99.0,18.0,,,106.0,34.0,35.0,61.0,43.0,104.0,29.0,14.0,38.0,10.0,13.0,251.0,14.0,10.0,1.0,42.0,75.0,3.0,120.0,25.0,145.0,6.0,28.0,20.0,8.0,36.0,8.0,15.0,29.0,5.0,21.0,2.0,7.0,65.0,7.0,22.0,38.0,1.0,95.0,3.0,8.0,4.0,144.0,4.0,10.0,12.0,1.0,146.0,6.0,44.0,1.0,30.0,20.0,2.0,9.0,,1.0,10.0,22.0,14.0,,,174.0,810,9.0,25.0,0.40350877192982454,0.40350877192982454,0.8461538461538461,0.3277310924369748,0.5714285714285714,0.3125,0.3277310924369748,0.4418604651162791,0.46153846153846156,0.4157303370786517,0.45755968169761274,0.6666666666666666,0.4297520661157025,0.5291479820627802,0.7,0.5493827160493827,0.3156498673740053,0.13565891472868216,0.20634920634920634,0.08196721311475409,0.056338028169014086,19.25254813137033,0.5538461538461539,0.047619047619047616,0.01694915254237288,0.10013351134846461,0.01447178002894356,0.10579345088161209,0.03153153153153153,0.10209424083769633,0.021145374449339206,0.007518796992481203,0.024509803921568627,0.013574660633484163,0.03439153439153439,0.015151515151515152,0.05363984674329502,0.1050228310502283,0.1412639405204461,0.09764309764309764,0.13,0.032432432432432434,0.6363636363636364,0.33421750663129973,0.5238095238095238,0.66,0.48484848484848486,0.16180371352785147,0.39344262295081966,0.42857142857142855,0.3333333333333333,0.1883289124668435,0.3380281690140845,0.3582089552238806,0.25,0.034482758620689655,0.38461538461538464,0.38461538461538464,1.0,0.28116710875331563,0.32075471698113206,0.32075471698113206,0.8235294117647058,0.2962962962962963,0.625,0.8,0.037037037037037035,1.0,1.0,0.48148148148148145,0.5384615384615384,1.0,0.35537190082644626,0.46511627906976744,0.04132231404958678,0.4,0.2231404958677686,0.2962962962962963,0.649867374005305,0.32075471698113206,0.5084480106100796,0.5359380952380952,0.5080623966942149,0.10817307692307693,0.14864864864864866,0.008333333333333333,0.08860759493670886,0.37763713080168776,7.979844961240307,25.31176470588236,0.35057227638830013,,2.0,2.0,,,,,,,,True,
202689,1610612766,Kemba Walker,Kemba Walker,202689,CHA,173111.0,2885,239.0,5725,5704,1505,1236,571.0,11429,203.0,354.0,17.0,31.0,71.0,109.0,63.0,172.0,120.0,315.0,22.0,54.0,2.0,4.0,2.0,11.0,160.0,436.0,23.0,48.0,34.0,126.0,386.0,841.0,182.0,490.0,371.0,1689.0,6006,29.0,63.0,25.0,52.0,26.0,159.0,121.0,236.0,36.0,137.0,165.0,515.0,146.0,626.0,330.0,216.0,20.0,4.0,431.0,159.0,95.0,226.0,195.0,421.0,160.0,35.0,135.0,43.0,48.0,1037.0,26.0,30.0,,112.0,178.0,11.0,301.0,56.0,357.0,15.0,126.0,75.0,51.0,117.0,30.0,70.0,54.0,10.0,47.0,1.0,9.0,171.0,7.0,48.0,58.0,4.0,111.0,2.0,1.0,1.0,345.0,19.0,7.0,29.0,10.0,438.0,26.0,151.0,11.0,58.0,37.0,2.0,20.0,,3.0,14.0,39.0,16.0,,1.0,488.0,1482,19.0,39.0,0.18911917098445596,0.19414893617021275,0.6043956043956044,0.37142857142857144,0.4807692307692308,0.26277372262773724,0.3724279835390947,0.4589774078478002,0.4603174603174603,0.5127118644067796,0.49511645379413977,0.5782608695652174,0.4691689008042895,0.5501639344262295,0.6259842519685039,0.5562770562770563,0.3681442524417731,0.11296076099881094,0.1638418079096045,0.16279069767441862,0.02857142857142857,26.52453362596018,0.6842105263157895,0.07482993197278912,,0.10039481105470953,0.018072289156626505,0.11522633744855967,0.022968197879858657,0.10564663023679417,0.02005730659025788,0.025684931506849314,0.018218623481781375,0.010309278350515464,0.02025586353944563,0.03608247422680412,0.07954545454545454,0.10131332082551595,0.1201923076923077,0.12005457025920874,0.100418410041841,0.02377179080824089,0.41025641025641024,0.2659654395191585,0.5734463276836158,0.6858108108108109,0.2315270935960591,0.12922614575507138,0.36627906976744184,0.4375,0.14285714285714285,0.236664162283997,0.38095238095238093,0.39215686274509803,0.14166666666666666,0.0405709992486852,0.4074074074074074,0.41509433962264153,0.9545454545454546,0.3275732531930879,0.3669724770642202,0.372960372960373,0.55625,0.26956521739130435,0.5483870967741935,0.11764705882352941,0.034782608695652174,0.5,1.0,0.41739130434782606,0.4791666666666667,0.6521739130434783,0.29222520107238603,0.6513761467889908,0.029490616621983913,0.18181818181818182,0.3378016085790885,0.2698412698412698,0.6341096919609316,0.3689095127610209,0.49975509049773775,0.5060825757575756,0.48106778975741243,0.11042944785276074,0.15631469979296067,0.021956087824351298,0.0941385435168739,0.3049141503848431,9.262306777645657,25.53979591836735,0.262882096069869,,13.0,2.0,1.0,8.0,0.0163265306122449,0.018518518518518517,0.016055045871559634,,,True,
203148,1610612766,Brian Roberts,Brian Roberts,203148,CHA,3788.0,63,21.0,124,125,59,24,18.0,249,2.0,5.0,,1.0,,1.0,,2.0,3.0,3.0,,2.0,,,,2.0,2.0,3.0,,,1.0,2.0,5.0,10.0,2.0,5.0,6.0,22.0,123,1.0,2.0,,,,2.0,2.0,5.0,1.0,4.0,4.0,11.0,6.0,4.0,6.0,,,,3.0,2.0,1.0,3.0,1.0,4.0,,1.0,1.0,1.0,1.0,9.0,,,,4.0,,,4.0,,4.0,,2.0,,2.0,1.0,,1.0,,,,,,1.0,,,4.0,,6.0,,,,6.0,,,1.0,,6.0,,3.0,,,1.0,,,,,1.0,1.0,,,,11.0,57,1.0,,0.6,0.6,1.0,0.4,,0.25,0.4,0.5,0.5,0.4,0.5333333333333333,0.5,0.3888888888888889,0.6111111111111112,0.5,0.5,0.3333333333333333,0.1,0.2,,,13.013698630136986,1.0,,,,,0.2,,0.06060606060606061,,,,,,,,,,0.1875,0.25,,,0.3333333333333333,0.4,0.5,1.0,0.13333333333333333,,,,0.2,1.0,1.0,0.3333333333333333,0.13333333333333333,,,,0.2,0.6666666666666666,0.6666666666666666,1.0,0.5,,,,,,,,,0.1111111111111111,,0.2222222222222222,,0.2222222222222222,0.5,0.6666666666666666,0.6666666666666666,0.47892666666666667,0.3066,0.45721111111111107,0.16666666666666666,0.23076923076923078,,0.09090909090909091,0.5,8.370000000000001,24.44,0.47580645161290325,,,,,,,,,,,True,
1626163,1610612766,Frank Kaminsky,Frank Kaminsky,1626163,CHA,55323.0,922,44.0,1828,1821,657,532,193.0,3649,50.0,90.0,17.0,26.0,21.0,36.0,21.0,58.0,5.0,18.0,5.0,16.0,2.0,2.0,2.0,5.0,38.0,108.0,2.0,7.0,13.0,37.0,76.0,166.0,43.0,124.0,72.0,353.0,1888,21.0,32.0,4.0,9.0,17.0,71.0,27.0,61.0,15.0,42.0,29.0,128.0,86.0,66.0,129.0,,12.0,2.0,106.0,38.0,21.0,24.0,26.0,50.0,21.0,5.0,14.0,5.0,5.0,126.0,19.0,22.0,,39.0,89.0,11.0,139.0,41.0,180.0,8.0,20.0,16.0,4.0,16.0,1.0,5.0,13.0,1.0,11.0,1.0,3.0,29.0,2.0,12.0,36.0,2.0,65.0,,5.0,7.0,64.0,,7.0,2.0,,92.0,10.0,38.0,,13.0,25.0,1.0,19.0,1.0,,6.0,26.0,12.0,1.0,,128.0,652,9.0,11.0,0.5657894736842105,0.6142857142857143,1.0,0.3467741935483871,0.4444444444444444,0.35714285714285715,0.3524590163934426,0.4578313253012048,0.65625,0.4426229508196721,0.4844827586206897,0.6585365853658537,0.48058252427184467,0.5332326283987915,0.71,0.5289256198347108,0.42758620689655175,0.12650602409638553,0.15555555555555556,0.10344827586206896,0.05555555555555555,17.586712261846607,0.5517241379310345,0.20754716981132076,,0.15752212389380532,0.039783001808318265,0.13,0.05475504322766571,0.14797687861271677,0.04555555555555556,0.06030150753768844,0.03910614525139665,0.017142857142857144,0.05442176870748299,0.05660377358490566,0.17989417989417988,0.14204545454545456,0.15,0.125,0.14473684210526316,0.05555555555555555,0.46153846153846156,0.3103448275862069,0.5555555555555556,0.6578947368421053,0.6,0.2,0.3620689655172414,0.40384615384615385,0.38095238095238093,0.06206896551724138,0.2777777777777778,0.29411764705882354,1.0,0.05517241379310345,0.3125,0.3125,1.0,0.3724137931034483,0.35185185185185186,0.35185185185185186,1.0,0.6341463414634146,0.6538461538461539,0.35294117647058826,0.04878048780487805,1.0,1.0,0.17073170731707318,0.2857142857142857,1.0,0.34951456310679613,0.5833333333333334,0.04854368932038835,0.4,0.3592233009708738,0.35135135135135137,0.7379310344827587,0.3584905660377358,0.5106250000000001,0.5366040000000001,0.5166990099009899,0.11949685534591195,0.1958762886597938,,0.20113314447592068,0.3626062322946176,5.524698795180722,25.71209677419355,0.35940919037199126,,,,,,,,,,,True,
201584,1610612766,Courtney Lee,Courtney Lee,201584,CHA,41351.0,689,110.0,1359,1351,252,273,125.0,2710,26.0,40.0,2.0,3.0,4.0,6.0,6.0,19.0,26.0,56.0,10.0,24.0,,2.0,1.0,4.0,18.0,45.0,1.0,6.0,2.0,9.0,58.0,115.0,28.0,69.0,23.0,223.0,1479,4.0,7.0,1.0,8.0,,11.0,11.0,15.0,3.0,13.0,8.0,39.0,60.0,56.0,84.0,,,,45.0,18.0,5.0,28.0,23.0,51.0,15.0,8.0,14.0,7.0,7.0,125.0,7.0,2.0,,24.0,34.0,1.0,59.0,9.0,68.0,2.0,25.0,14.0,11.0,12.0,1.0,8.0,11.0,2.0,4.0,,6.0,23.0,2.0,5.0,25.0,1.0,46.0,1.0,2.0,,24.0,,,3.0,1.0,26.0,4.0,13.0,,2.0,8.0,1.0,5.0,,,3.0,9.0,6.0,,,39.0,250,5.0,2.0,0.5172413793103449,0.5172413793103449,1.0,0.4057971014492754,0.125,0.23076923076923078,0.4057971014492754,0.5043478260869565,0.5714285714285714,0.7333333333333333,0.5434782608695652,0.36666666666666664,0.5535714285714286,0.5717948717948718,0.36666666666666664,0.609375,0.375,0.043478260869565216,0.125,,,14.49468085106383,0.5217391304347826,0.022222222222222223,,0.08374384236453201,0.005555555555555556,0.10344827586206896,0.02464788732394366,0.09090909090909091,0.013975155279503106,0.008064516129032258,0.010101010101010102,,0.02608695652173913,0.018518518518518517,0.10638297872340426,0.05785123966942149,0.08333333333333333,0.10843373493975904,0.09090909090909091,0.02197802197802198,0.6666666666666666,0.21739130434782608,0.65,0.7428571428571429,0.6923076923076923,0.10326086956521739,0.3157894736842105,0.3157894736842105,0.5,0.30434782608695654,0.4642857142857143,0.4642857142857143,0.34615384615384615,0.13043478260869565,0.4166666666666667,0.43478260869565216,1.0,0.24456521739130435,0.4,0.4,1.0,0.2,0.6666666666666666,0.5,0.13333333333333333,,,0.4,0.16666666666666666,1.0,0.21428571428571427,0.6666666666666666,0.14285714285714285,0.25,0.32142857142857145,0.2222222222222222,0.592391304347826,0.4,0.5160423913043478,0.5607875,0.5102232142857143,0.06735751295336788,0.10483870967741936,,0.04932735426008968,0.17488789237668162,10.726956521739133,24.815942028985507,0.18543046357615894,,,1.0,,1.0,0.014492753623188406,0.041666666666666664,,,,True,
201587,1610612766,Nicolas Batum,Nicolas Batum,201587,CHA,118312.0,1972,210.0,3928,3913,899,753,375.0,7841,79.0,118.0,13.0,22.0,13.0,22.0,43.0,91.0,73.0,184.0,14.0,39.0,1.0,5.0,4.0,13.0,101.0,294.0,6.0,17.0,24.0,75.0,195.0,393.0,115.0,333.0,127.0,862.0,4123,18.0,33.0,7.0,22.0,11.0,68.0,29.0,64.0,28.0,88.0,45.0,187.0,164.0,226.0,279.0,66.0,24.0,1.0,293.0,101.0,20.0,207.0,124.0,331.0,96.0,28.0,134.0,47.0,26.0,786.0,17.0,27.0,1.0,100.0,173.0,24.0,297.0,45.0,342.0,2.0,55.0,47.0,8.0,102.0,34.0,79.0,66.0,4.0,23.0,3.0,9.0,168.0,8.0,32.0,39.0,1.0,91.0,3.0,5.0,10.0,119.0,2.0,5.0,3.0,1.0,150.0,8.0,37.0,13.0,18.0,37.0,2.0,27.0,2.0,2.0,8.0,39.0,25.0,2.0,1.0,184.0,882,7.0,16.0,0.4205128205128205,0.44808743169398907,0.808695652173913,0.34534534534534533,0.3181818181818182,0.3181818181818182,0.3463855421686747,0.4961832061068702,0.5454545454545454,0.453125,0.506198347107438,0.5181818181818182,0.46710526315789475,0.5416133162612036,0.5666666666666667,0.5257142857142857,0.45867768595041325,0.05089058524173028,0.13559322033898305,0.03296703296703297,0.005434782608695652,21.796049609554434,0.6071428571428571,0.24489795918367346,0.012658227848101266,0.14215283483976993,0.024861878453038673,0.14749262536873156,0.021491782553729456,0.14406332453825857,0.023441662226957913,0.024324324324324326,0.028391167192429023,0.022556390977443608,0.022970903522205207,0.014492753623188406,0.0990990990990991,0.13068181818181818,0.19714964370546317,0.14734774066797643,0.14792899408284024,0.005154639175257732,0.6410256410256411,0.162534435261708,0.6694915254237288,0.7745098039215687,0.4810126582278481,0.12534435261707988,0.4725274725274725,0.48863636363636365,0.3023255813953488,0.2534435261707989,0.3967391304347826,0.3989071038251366,0.4246575342465753,0.05371900826446281,0.358974358974359,0.358974358974359,0.9285714285714286,0.4049586776859504,0.3435374149659864,0.3458904109589041,0.7920792079207921,0.4,0.5909090909090909,0.07692307692307693,0.09090909090909091,0.2,1.0,0.3090909090909091,0.35294117647058826,0.8333333333333334,0.14473684210526316,0.5909090909090909,0.08552631578947369,0.3076923076923077,0.4934210526315789,0.32,0.6212121212121212,0.3447098976109215,0.5041486896551723,0.5140272727272728,0.49822993421052636,0.0655307994757536,0.08767772511848342,0.03812316715542522,0.07888631090487239,0.21693735498839908,11.252671755725189,25.349249249249258,0.22886965376782079,1.0,19.0,,,2.0,0.006006006006006006,,0.006802721088435374,5.0,1.0,True,
203087,1610612766,Jeremy Lamb,Jeremy Lamb,203087,CHA,34305.0,572,99.0,1139,1116,453,353,121.0,2255,29.0,50.0,4.0,7.0,4.0,15.0,19.0,39.0,19.0,38.0,5.0,12.0,,,2.0,6.0,18.0,77.0,,5.0,5.0,28.0,67.0,127.0,23.0,89.0,27.0,230.0,1085,7.0,13.0,,5.0,2.0,16.0,18.0,47.0,7.0,34.0,7.0,64.0,58.0,76.0,51.0,18.0,8.0,1.0,76.0,18.0,6.0,17.0,13.0,30.0,9.0,4.0,11.0,1.0,5.0,73.0,5.0,13.0,,41.0,51.0,3.0,95.0,18.0,113.0,3.0,19.0,14.0,5.0,11.0,2.0,9.0,12.0,1.0,2.0,1.0,2.0,23.0,2.0,3.0,22.0,2.0,48.0,5.0,3.0,1.0,37.0,,,5.0,1.0,36.0,5.0,16.0,1.0,3.0,11.0,,10.0,,1.0,,11.0,5.0,,,62.0,452,4.0,1.0,0.43283582089552236,0.4603174603174603,0.7391304347826086,0.25842696629213485,,0.20588235294117646,0.26136363636363635,0.5275590551181102,0.5384615384615384,0.3829787234042553,0.4699074074074074,0.3888888888888889,0.35185185185185186,0.49783549783549785,0.42105263157894735,0.38095238095238093,0.41203703703703703,0.047244094488188976,0.08,0.02564102564102564,0.02631578947368421,19.98426435877262,0.4782608695652174,0.10714285714285714,,0.13858695652173914,0.03757225433526012,0.1971153846153846,0.023696682464454975,0.1597222222222222,0.03231597845601436,0.06504065040650407,0.018518518518518517,0.02608695652173913,0.02824858757062147,,0.1320754716981132,0.14035087719298245,0.14189189189189189,0.21428571428571427,0.14814814814814814,0.02586206896551724,0.45454545454545453,0.23148148148148148,0.58,0.6304347826086957,0.41379310344827586,0.18055555555555555,0.48717948717948717,0.5,0.3684210526315789,0.17592592592592593,0.5,0.5135135135135135,0.5263157894736842,0.05555555555555555,0.4166666666666667,0.4166666666666667,0.6,0.35648148148148145,0.23376623376623376,0.23376623376623376,0.7777777777777778,0.3888888888888889,0.5714285714285714,,,,,0.2777777777777778,,,0.18518518518518517,0.26666666666666666,0.07407407407407407,0.3333333333333333,0.345679012345679,0.17857142857142858,0.6435185185185185,0.23684210526315788,0.49177837209302316,0.5081464285714286,0.4719612500000001,0.07456140350877193,0.11594202898550725,0.011111111111111112,0.06956521739130435,0.2782608695652174,8.850393700787402,25.54269662921348,0.3977172958735733,,,,,,,,,,,True,
