EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,BlockedAtRim,DefensiveGoaltends,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyArc3FGA,PenaltyFG3A,Arc3Assists,OffThreePtRebounds,Travels,Defensive 3 Seconds Violations,AtRimPctBlocked,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,PenaltyArc3Frequency,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,FTOffRebounds,Loose Ball Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,BlockedCorner3,BlockedLongMidRange,OffensiveGoaltends,SecondChanceFg3Pct,PenaltyFg3Pct,ShortMidRangePctBlocked,OffFTReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,HeaveAttempts,Charge Fouls,Offensive Fouls,3SecondViolations,SecondChanceArc3PctAssisted,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,on,Clear Path Fouls
101127,1610612751,Jarrett Jack,Jarrett Jack,101127,BKN,6225.0,104,-25,199,213,38,37,17,412,5,6,3.0,3.0,4.0,8,6.0,10,2.0,1.0,3.0,3.0,15,24,3.0,5.0,11,50,253,1.0,2,1.0,2.0,4,4,5,9.0,17,2,28.0,3.0,6.0,3.0,3.0,1.0,17,2.0,19,2.0,8,4.0,5.0,40,6,7,13,13,8.0,1.0,6.0,1,2.0,9,1.0,1.0,5,1.0,8,9,14,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,17,38,1.0,2.0,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.6,0.6,0.625,0.5,0.8,0.6724137931034483,0.3333333333333333,0.8,0.7142857142857143,0.5,0.9444444444444444,0.1724137931034483,0.041666666666666664,0.1,19.90950226244344,0.8888888888888888,0.1346153846153846,0.18181818181818182,0.15294117647058825,0.16666666666666666,0.1111111111111111,0.1,0.22727272727272727,0.09090909090909091,1.0,0.20689655172413793,0.8333333333333334,0.8333333333333334,0.27586206896551724,0.5,0.5,0.3448275862068966,0.6,0.6666666666666666,0.16666666666666666,0.06896551724137931,0.10344827586206896,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6,1.0,0.3793103448275862,1.0,0.4649137931034483,0.4603,0.50304,0.15151515151515152,0.14814814814814814,0.16666666666666666,0.08,0.34,10.854166666666666,25.04,0.19095477386934673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1626178,1610612751,Rondae Hollis-Jefferson,Rondae Hollis-Jefferson,1626178,BKN,5261.0,88,-20,174,177,64,60,25,351,4,9,2.0,4.0,2.0,3,6.0,10,3.0,,1.0,3.0,12,22,1.0,6.0,9,36,196,4.0,6,,2.0,10,7,11,2.0,16,14,10.0,3.0,,3.0,1.0,,5,1.0,6,1.0,5,,,13,3,13,17,21,1.0,,1.0,3,,4,,2.0,4,,7,8,11,1.0,6.0,,,6.0,2.0,7.0,4.0,16,64,1.0,,0.5833333333333334,0.6363636363636364,1.0,0.16666666666666666,0.16666666666666666,0.5454545454545454,0.6666666666666666,0.6363636363636364,0.48214285714285715,0.6666666666666666,0.6363636363636364,0.5454545454545454,0.7142857142857143,0.6666666666666666,0.21428571428571427,,,18.226600985221676,0.25,0.23214285714285715,0.08108108108108109,0.17204301075268819,0.2,0.2,0.3125,0.09375,,0.5714285714285714,0.32142857142857145,0.4444444444444444,0.4444444444444444,0.10714285714285714,0.6666666666666666,0.6666666666666666,0.35714285714285715,0.6,0.6,0.5,0.10714285714285714,0.10714285714285714,0.3333333333333333,0.3333333333333333,1.0,,0.36363636363636365,0.5,0.5357142857142857,0.3333333333333333,0.4962339285714286,0.46224,0.4513545454545454,0.18181818181818182,0.2222222222222222,,0.2777777777777778,0.4444444444444444,10.422727272727272,24.883333333333336,0.367816091954023,2.0,3.0,2.0,4.0,1.0,4.0,2.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,0.2,0.06779661016949153,0.04395604395604396,0.07142857142857142,0.14285714285714285,0.13333333333333333,0.5,1.0,0.5,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
200745,1610612751,Andrea Bargnani,Andrea Bargnani,200745,BKN,7651.0,128,-44,243,243,46,32,28,486,6,11,,,5.0,10,15.0,31,,,,3.0,26,52,,3.0,15,67,292,3.0,6,,1.0,7,3,7,3.0,9,46,6.0,,,3.0,,4.0,2,4.0,6,2.0,2,,,16,6,7,13,18,1.0,,1.0,1,,2,,1.0,4,,7,14,20,2.0,7.0,,4.0,1.0,1.0,1.0,,9,46,,3.0,0.8846153846153846,0.92,,,,0.5,0.5,0.42857142857142855,0.4727272727272727,0.5,0.375,0.5234375,0.5833333333333334,0.4090909090909091,0.05454545454545454,0.07692307692307693,,23.571428571428573,0.5,0.12280701754385964,0.18181818181818182,0.14444444444444443,0.10526315789473684,0.10526315789473684,0.15789473684210525,0.2,0.125,,0.2,0.5454545454545454,0.8571428571428571,0.18181818181818182,0.5,0.5,0.5636363636363636,0.4838709677419355,0.4838709677419355,0.9333333333333333,,0.05454545454545454,,,,,,,0.2545454545454545,,0.4401481818181818,0.5326,0.38318125,0.11666666666666667,0.12280701754385964,,0.1044776119402985,0.13432835820895522,13.192307692307695,25.166666666666668,0.18930041152263374,2.0,4.0,2.0,4.0,,5.0,2.0,2.0,1.0,1.0,,,,,,,,,0.04040404040404041,0.04132231404958678,,0.1111111111111111,0.08333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.5,0.5,1.0,1.0,2.0,1.0,1.0,1.0,0.36363636363636365,0.045454545454545456,0.045454545454545456,0.058823529411764705,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
203900,1610612751,Markel Brown,Markel Brown,203900,BKN,58928.0,982,-235,1943,1972,570,460,238,3915,51,89,15.0,25.0,9.0,34,29.0,78,39.0,5.0,21.0,82.0,89,201,38.0,121.0,71,363,2280,12.0,21,11.0,9.0,45,30,54,36.0,117,94,84.0,96.0,18.0,82.0,21.0,10.0,71,20.0,91,7.0,45,11.0,15.0,202,49,46,99,122,39.0,8.0,27.0,15,12.0,54,3.0,17.0,55,4.0,94,87,94,9.0,40.0,,10.0,14.0,4.0,15.0,10.0,114,565,6.0,8.0,0.5280898876404494,0.5465116279069767,0.8421052631578947,0.3140495867768595,0.3140495867768595,0.4427860696517413,0.5714285714285714,0.5555555555555556,0.453416149068323,0.5625,0.4764705882352941,0.49586776859504134,0.5921052631578947,0.5471698113207547,0.37577639751552794,0.04975124378109453,,18.733153638814017,0.7222222222222222,0.08745247148288973,0.1536050156739812,0.11242603550295859,0.08294930875576037,0.03355704697986577,0.14375,0.12236286919831224,0.24390243902439024,0.6666666666666666,0.27639751552795033,0.5730337078651685,0.6296296296296297,0.10559006211180125,0.2647058823529412,0.28125,0.2422360248447205,0.3717948717948718,0.3717948717948718,0.5862068965517241,0.12111801242236025,0.2546583850931677,0.25609756097560976,0.25609756097560976,0.7619047619047619,0.15625,0.29411764705882354,0.6,0.6521739130434783,0.25609756097560976,0.5136822981366458,0.5333055555555555,0.5100047058823529,0.11331444759206799,0.1724137931034483,,0.12396694214876033,0.32231404958677684,9.27064676616915,24.690909090909102,0.29336078229541945,7.0,14.0,6.0,14.0,4.0,23.0,2.0,38.0,27.0,11.0,4.0,,,1.0,,9.0,1.0,0.07142857142857142,0.021021021021021023,0.023965141612200435,0.024390243902439025,0.02030456852791878,0.011049723756906077,0.5098039215686274,0.4444444444444444,0.4375,0.5,0.42857142857142855,22.0,31.0,13.0,8.0,2.0,,0.0898876404494382,0.031746031746031744,0.017937219730941704,0.03278688524590164,0.25882352941176473,17.0,3.0,3.0,9.0,1.0,6.0,4.0,4.0,7.0,1.0,3.0,1.0,7.0,5.0,3.0,1.0,1.0,1.0,0.36363636363636365,0.22580645161290322,0.058823529411764705,0.015625,0.028985507246376812,0.4358974358974359,0.4358974358974359,0.9411764705882353,0.6,1.0,0.1875,0.16666666666666666,0.10588235294117647,0.3333333333333333,0.18181818181818182,,,,,,,,,,,True,
2207,1610612751,Joe Johnson,Joe Johnson,2207,BKN,11414.0,190,-51,358,373,109,98,35,731,2,6,,,10.0,22,5.0,16,5.0,,2.0,12.0,17,44,6.0,17.0,7,59,431,,1,,1.0,1,3,11,2.0,20,8,26.0,18.0,,12.0,2.0,6.0,22,5.0,27,2.0,10,6.0,6.0,59,5,10,17,23,8.0,1.0,3.0,2,5.0,10,2.0,5.0,6,,16,8,9,1.0,4.0,,1.0,,,,,20,109,2.0,1.0,0.23529411764705882,0.23529411764705882,1.0,0.35294117647058826,0.35294117647058826,0.38636363636363635,,0.2727272727272727,0.4262295081967213,,0.5294117647058824,0.45384615384615384,0.25,0.5555555555555556,0.2786885245901639,0.13636363636363635,0.0625,18.610421836228287,0.8,0.10526315789473684,0.078125,0.09433962264150944,0.027777777777777776,0.13793103448275862,0.16666666666666666,0.0625,0.125,,0.09836065573770492,0.3333333333333333,0.5,0.36065573770491804,0.45454545454545453,0.5263157894736842,0.26229508196721313,0.3125,0.3333333333333333,0.4,0.08196721311475409,0.19672131147540983,0.16666666666666666,0.16666666666666666,1.0,,,,0.3770491803278688,0.16666666666666666,0.4288139344262295,0.4123,0.40424999999999994,0.0625,0.0851063829787234,,0.01694915254237288,0.3389830508474576,11.284090909090907,24.741176470588233,0.30446927374301674,,,,5.0,2.0,6.0,3.0,2.0,2.0,,,,,,,,,0.16666666666666666,0.045454545454545456,0.03289473684210526,0.02857142857142857,0.08823529411764706,0.0967741935483871,0.5,0.1,,,,3.0,6.0,3.0,,1.0,,0.3333333333333333,,0.024390243902439025,,0.17647058823529413,4.0,,3.0,3.0,,,1.0,,4.0,1.0,2.0,,,,,,,,,0.6666666666666666,0.13636363636363635,0.07142857142857142,,0.8,0.8,1.0,,,,,0.17647058823529413,1.0,0.3333333333333333,,,,,,,,,,,True,
201152,1610612751,Thaddeus Young,Thaddeus Young,201152,BKN,20237.0,337,-82,657,667,202,139,79,1324,40,66,12.0,14.0,25.0,42,7.0,23,2.0,2.0,,1.0,72,131,,3.0,16,160,787,12.0,19,2.0,3.0,27,19,29,9.0,47,76,68.0,,,,,13.0,12,6.0,18,3.0,8,3.0,1.0,42,21,31,56,82,13.0,3.0,6.0,13,7.0,26,4.0,10.0,17,2.0,30,24,25,1.0,10.0,,3.0,6.0,1.0,6.0,2.0,47,197,1.0,2.0,0.5277777777777778,0.59375,,,,0.549618320610687,0.631578947368421,0.6551724137931034,0.5373134328358209,0.5714285714285714,0.6333333333333333,0.547945205479452,0.5625,0.6527777777777778,0.022388059701492536,0.09923664122137404,,23.18059299191375,0.5,0.18452380952380953,0.18421052631578946,0.18439716312056736,0.15584415584415584,0.18181818181818182,0.23404255319148937,0.21428571428571427,0.1,0.3333333333333333,0.4925373134328358,0.6060606060606061,0.7017543859649122,0.31343283582089554,0.5952380952380952,0.6578947368421053,0.17164179104477612,0.30434782608695654,0.30434782608695654,0.42857142857142855,0.014925373134328358,0.007462686567164179,,,,0.09523809523809523,0.4666666666666667,0.8571428571428571,0.5149253731343284,,0.48740263157894737,0.548063888888889,0.506,0.06993006993006994,0.07142857142857142,,0.16875,0.29375,6.286259541984734,33.76666666666667,0.3074581430745814,9.0,15.0,16.0,20.0,4.0,26.0,3.0,15.0,10.0,5.0,4.0,1.0,1.0,,,5.0,,0.21052631578947367,0.09523809523809523,0.09352517985611511,0.125,0.08823529411764706,0.06382978723404255,0.575,0.48,0.7142857142857143,0.6,0.2222222222222222,1.0,1.0,3.0,6.0,2.0,,0.13636363636363635,0.08823529411764706,0.06451612903225806,0.10416666666666667,0.03333333333333333,,,,,,,,,,,1.0,3.0,3.0,1.0,,,,,,,0.09523809523809523,,0.05,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,True,
201572,1610612751,Brook Lopez,Brook Lopez,201572,BKN,22710.0,378,-24,743,742,221,168,81,1485,45,73,12.0,20.0,27.0,55,18.0,35,,,1.0,2.0,90,163,1.0,2.0,65,248,821,13.0,23,,12.0,38,24,45,21.0,72,118,62.0,3.0,,2.0,1.0,11.0,20,7.0,27,,12,2.0,6.0,61,12,34,54,88,20.0,,8.0,16,12.0,36,4.0,13.0,12,,34,70,80,12.0,39.0,,7.0,17.0,5.0,17.0,11.0,72,220,5.0,5.0,0.6555555555555556,0.7108433734939759,1.0,0.5,0.5,0.5521472392638037,0.5652173913043478,0.5333333333333333,0.5545454545454546,0.5652173913043478,0.5425531914893617,0.6231155778894473,0.7037037037037037,0.6206896551724138,0.012121212121212121,0.06748466257668712,,28.07646356033453,0.5555555555555556,0.16585365853658537,0.09836065573770492,0.14067278287461774,0.17333333333333334,0.29310344827586204,0.05555555555555555,0.10752688172043011,0.06896551724137931,0.6470588235294118,0.44242424242424244,0.6164383561643836,0.6923076923076923,0.3333333333333333,0.4909090909090909,0.5192307692307693,0.21212121212121213,0.5142857142857142,0.5142857142857142,0.8333333333333334,,0.012121212121212121,0.5,0.5,1.0,,0.425531914893617,0.6,0.45454545454545453,0.5,0.4919685975609756,0.5879055555555557,0.48107282608695656,0.203125,0.20526315789473684,,0.1532258064516129,0.2903225806451613,7.34110429447853,31.9,0.297442799461642,11.0,18.0,14.0,25.0,8.0,34.0,2.0,10.0,9.0,1.0,1.0,1.0,3.0,,,12.0,,0.32,0.1037344398340249,0.10153846153846154,0.1,0.1232876712328767,0.03225806451612903,0.6222222222222222,0.5925925925925926,0.782608695652174,0.6111111111111112,0.18181818181818182,2.0,2.0,7.0,8.0,4.0,2.0,0.1095890410958904,0.09523809523809523,0.08974358974358974,0.1,0.0425531914893617,,,,,,,1.0,,1.0,1.0,3.0,,3.0,,,,,1.0,,0.5,0.05454545454545454,0.047619047619047616,0.08333333333333333,,,,,,,,,,0.5,,3.0,5.0,1.0,,,,,,,True,
202711,1610612751,Bojan Bogdanovic,Bojan Bogdanovic,202711,BKN,23032.0,384,-92,758,767,227,163,95,1525,29,49,10.0,14.0,3.0,17,4.0,10,23.0,,19.0,56.0,36,76,30.0,79.0,25,187,895,2.0,6,7.0,,10,11,20,11.0,60,48,24.0,75.0,15.0,56.0,19.0,12.0,13,2.0,15,2.0,7,4.0,2.0,32,10,18,32,42,13.0,3.0,4.0,10,9.0,23,2.0,7.0,7,,19,25,31,4.0,13.0,1.0,2.0,,,,,60,223,1.0,2.0,0.6666666666666666,0.6857142857142857,0.8333333333333334,0.379746835443038,0.379746835443038,0.47368421052631576,0.3333333333333333,0.55,0.5225806451612903,0.38461538461538464,0.5444444444444444,0.5568862275449101,0.38461538461538464,0.5882352941176471,0.5096774193548387,0.15789473684210525,,21.714285714285715,0.5652173913043478,0.09090909090909091,0.08,0.08668730650154799,0.0975609756097561,0.01818181818181818,0.14754098360655737,0.08421052631578947,0.06666666666666667,,0.3161290322580645,0.5918367346938775,0.6904761904761905,0.10967741935483871,0.17647058823529413,0.25,0.06451612903225806,0.4,0.4,0.5,0.14838709677419354,0.36129032258064514,0.3392857142857143,0.3392857142857143,0.7368421052631579,,0.3111111111111111,0.7142857142857143,0.8258064516129032,0.3392857142857143,0.5323770967741935,0.5068785714285715,0.5174522222222222,0.08484848484848485,0.15294117647058825,0.0125,0.053475935828877004,0.32085561497326204,5.3500000000000005,25.121518987341776,0.2994722955145119,2.0,3.0,2.0,5.0,4.0,10.0,1.0,4.0,3.0,1.0,2.0,,2.0,,,,,0.17391304347826086,0.019157088122605363,0.021917808219178082,0.02912621359223301,0.025974025974025976,0.013333333333333334,0.7241379310344828,0.3333333333333333,0.23076923076923078,0.6666666666666666,0.5,21.0,25.0,,3.0,3.0,1.0,0.14285714285714285,0.028846153846153848,,0.012658227848101266,0.4666666666666667,11.0,,2.0,4.0,2.0,7.0,7.0,2.0,9.0,2.0,,,3.0,,2.0,,,,0.2857142857142857,0.36,0.29411764705882354,0.08333333333333333,0.08,0.4782608695652174,0.4782608695652174,1.0,,,0.5384615384615384,0.2857142857142857,0.08888888888888889,0.5,0.3333333333333333,,,1.0,1.0,0.5,,,,,,True,
201961,1610612751,Wayne Ellington,Wayne Ellington,201961,BKN,6144.0,102,-64,218,227,69,70,17,445,3,5,1.0,1.0,,2,7.0,15,1.0,,1.0,9.0,10,22,2.0,10.0,5,31,263,1.0,3,,,2,3,4,3.0,9,12,8.0,6.0,,9.0,1.0,1.0,4,2.0,6,1.0,3,1.0,,14,4,6,10,11,2.0,1.0,2.0,1,,3,,,1,,2,5,6,,,,2.0,,,1.0,1.0,7,66,,1.0,0.6,0.6,1.0,0.2,0.2,0.45454545454545453,0.3333333333333333,0.75,0.40625,0.3333333333333333,0.42857142857142855,0.4264705882352941,0.3333333333333333,0.5,0.3125,0.045454545454545456,,15.677966101694915,0.6666666666666666,0.09836065573770492,0.1,0.09900990099009901,0.11538461538461539,,0.14285714285714285,0.15384615384615385,,1.0,0.15625,0.6,0.6,0.0625,,,0.46875,0.4666666666666667,0.4666666666666667,0.5714285714285714,0.03125,0.28125,0.1111111111111111,0.1111111111111111,1.0,,0.14285714285714285,1.0,0.46875,0.1111111111111111,0.48608125,0.48150000000000004,0.46495000000000003,,,,0.06451612903225806,0.2903225806451613,13.654545454545454,25.4,0.3165137614678899,,1.0,,1.0,,1.0,,4.0,3.0,1.0,,,,1.0,,,,,0.014084507042253521,0.01,,0.05263157894736842,,0.6666666666666666,,0.3333333333333333,,,3.0,3.0,1.0,,,,,,,,0.42857142857142855,1.0,,,,,,,,,,,,1.0,,2.0,1.0,,,,,0.5,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,True,
203080,1610612751,Thomas Robinson,Thomas Robinson,203080,BKN,21326.0,355,-119,706,712,176,146,106,1418,48,86,14.0,19.0,5.0,32,3.0,17,,,,,56,135,,,22,134,842,21.0,47,,9.0,51,16,31,12.0,44,62,50.0,,,,,12.0,17,4.0,21,1.0,13,1.0,3.0,46,25,56,91,148,9.0,7.0,5.0,12,4.0,21,1.0,3.0,13,,33,40,47,7.0,25.0,,2.0,12.0,1.0,12.0,4.0,44,176,5.0,2.0,0.5535714285714286,0.7380952380952381,,,,0.4148148148148148,0.44680851063829785,0.5161290322580645,0.4148148148148148,0.44680851063829785,0.5161290322580645,0.432258064516129,0.45535714285714285,0.5365853658536586,,0.08888888888888889,,20.877817319098458,0.42857142857142855,0.28426395939086296,0.25,0.2727272727272727,0.2159090909090909,0.34,0.3389830508474576,0.25,0.25,0.3333333333333333,0.6370370370370371,0.5581395348837209,0.631578947368421,0.23703703703703705,0.15625,0.16666666666666666,0.1259259259259259,0.17647058823529413,0.17647058823529413,0.6666666666666666,,,,,,,0.6129032258064516,0.7368421052631579,0.6370370370370371,,0.5443792592592595,0.5543840909090909,0.5711645161290322,0.16339869281045752,0.16339869281045752,,0.3805970149253731,0.3283582089552239,4.962222222222222,,0.24929178470254956,17.0,37.0,28.0,47.0,10.0,57.0,6.0,14.0,6.0,8.0,2.0,,6.0,,,11.0,,0.5882352941176471,0.16666666666666666,0.14893617021276595,0.1717171717171717,0.17647058823529413,0.09230769230769231,0.5416666666666666,0.6,0.7872340425531915,0.4594594594594595,0.29411764705882354,,,3.0,9.0,1.0,,0.11627906976744186,0.09574468085106383,0.15306122448979592,0.08823529411764706,,,,,,,,,,,1.0,3.0,1.0,1.0,1.0,,,,,,,0.0625,0.034482758620689655,0.11538461538461539,,,,,,,,,,,,,2.0,,,,,,,,True,
