EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyPoints,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,DefCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,ShortMidRangeFGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FtPoints,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PtsPutbacks,HeaveAttempts,Fg2aBlocked,Fg3aBlocked,OffTwoPtRebounds,OffRebounds,BadPassSteals,LostBallTurnovers,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,BlockingFouls,Charge Fouls,Blocked3s,BlockedArc3,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,Arc3PctBlocked,BlockedCorner3,Clear Path Fouls,HeaveMakes
1626166,1610612760,Cameron Payne,Cameron Payne,1626166,OKC,2228.0,37,-24,76,75,14.0,30.0,9,151,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,6.0,2.0,7.0,10.0,90,1.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,1.0,5.0,2.0,7.0,1.0,1.0,2.0,1.0,2.0,16.0,2.0,8.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,14.0,0.5,0.5,0.5,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.3846153846153846,0.3846153846153846,0.5384615384615384,19.54022988505747,0.25,0.2857142857142857,0.2,0.2631578947368421,0.25,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.1538461538461538,0.5,0.5,1.0,0.1538461538461538,0.1538461538461538,0.5,0.5,0.1538461538461538,0.5,0.5,1.0,0.3846153846153846,0.2,0.2,0.3333333333333333,0.3333333333333333,0.6923076923076923,0.2,0.5154307692307692,0.3839,0.4981,9.4,24.514285714285712,0.1842105263157894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
200779,1610612760,Steve Novak,Steve Novak,200779,OKC,379.0,6,3,14,13,4.0,6.0,2,27,,,,,,2.0,2.0,3.0,,,,,2.0,2.0,3.0,6.0,14,,,1.0,,,6.0,,,,,,,,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,1.0,1.0,,,4.0,,,1.0,0.6666666666666666,0.6666666666666666,,0.6,0.6,0.6,31.25,,0.25,0.5,0.3333333333333333,1.0,,,,,,,,,0.4,,,0.6,0.6666666666666666,0.6666666666666666,1.0,,,,,,0.6,,0.48582,,0.5757,21.75,22.9,0.2857142857142857,1.0,1.0,1.0,3.0,3.0,1.0,1.5,1.5,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201571,1610612760,D.J. Augustin,D.J. Augustin,201571,OKC,31132.0,519,-19,1021,1019,236.0,261.0,123,2040,15.0,34.0,6.0,10.0,5.0,16.0,7.0,16.0,17.0,45.0,10.0,22.0,60.0,24.0,61.0,142.0,1077,5.0,11.0,13.0,10.0,34.0,54.0,18.0,44.0,17.0,53.0,13.0,66.0,7.0,6.0,28.0,10.0,15.0,145.0,15.0,23.0,38.0,43.0,13.0,4.0,18.0,6.0,14.0,12.0,3.0,30.0,,5.0,23.0,41.0,2.0,44.0,234.0,0.2272727272727272,0.238095238095238,0.75,0.3934426229508196,0.4,0.3666666666666666,0.4793388429752066,0.5183823529411765,0.5041322314049587,14.163822525597269,0.6,0.0688622754491018,0.0943396226415094,0.0770791075050709,0.072992700729927,0.04,0.0927835051546391,0.104,0.2809917355371901,0.4411764705882353,0.5555555555555556,0.1333333333333333,0.0826446280991735,0.1322314049586777,0.3125,0.3571428571428571,0.1322314049586777,0.4375,0.4666666666666667,0.8571428571428571,0.371900826446281,0.3777777777777777,0.3777777777777777,0.25,0.4166666666666667,0.7851239669421488,0.3863636363636363,0.5199733333333334,0.540735,0.5085229166666666,6.951666666666667,25.254098360655732,0.2311459353574926,3.0,3.0,8.0,40.0,40.0,0.6153846153846154,0.6666666666666666,0.6896551724137931,0.0588235294117647,0.125,1.0,0.2816901408450704,3.0,4.0,2.0,2.0,1.0,1.0,4.0,5.0,26.0,3.0,1.0,5.0,3.0,12.0,4.0,8.0,2.0,1.0,11.0,1.0,5.0,5.0,9.0,4.0,4.0,2.0,1.0,8.0,2.0,34.0,2.0,2.0,13.0,4.0,2.0,2.0,2.0,5.0,4.0,0.2,0.6,0.3636363636363636,0.45,0.5454545454545454,0.0163934426229508,0.1833333333333333,0.2058823529411764,0.2,0.125,0.0625,0.0155763239875389,0.0106157112526539,0.0227272727272727,0.0119047619047619,0.0095238095238095,0.2,0.25,0.6,0.7058823529411765,0.4,0.75,0.1,0.4,0.25,1.0,0.3333333333333333,0.5,0.0984848484848484,0.1830985915492957,0.0845070422535211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
202683,1610612760,Enes Kanter,Enes Kanter,202683,OKC,23442.0,391,-26,763,765,153.0,182.0,94,1528,64.0,103.0,18.0,39.0,9.0,25.0,,,1.0,2.0,2.0,91.0,167.0,1.0,2.0,229.0,811,45.0,24.0,2.0,88.0,94.0,3.0,,1.0,1.0,5.0,6.0,11.0,6.0,,,1.0,4.0,28.0,26.0,75.0,108.0,164.0,2.0,,12.0,1.0,5.0,16.0,,28.0,4.0,5.0,22.0,35.0,5.0,48.0,153.0,0.4835164835164835,0.6567164179104478,1.0,0.5,1.0,0.5449101796407185,0.5473372781065089,0.5932642487046632,0.0118343195266272,25.17084282460137,0.4285714285714285,0.2918287937743191,0.2241379310344827,0.2707774798927614,0.2121212121212121,0.3417721518987341,0.3417721518987341,0.2417582417582417,0.6094674556213018,0.6213592233009708,0.7272727272727273,0.421875,0.2307692307692307,0.1479289940828402,0.36,0.36,,,,,0.0118343195266272,0.5,0.5,0.6923076923076923,0.0769230769230769,0.621301775147929,1.0,0.5096616071428572,0.5548363636363636,0.562334,5.447904191616767,42.5,0.200524246395806,,,1.0,31.0,31.0,0.5,0.4038461538461538,0.484375,0.16,,,0.1353711790393013,27.0,42.0,7.0,18.0,,,,1.0,44.0,28.0,,,7.0,63.0,9.0,10.0,48.0,1.0,16.0,,40.0,56.0,2.0,7.0,3.0,,4.0,,1.0,55.0,7.0,,26.0,5.0,7.0,5.0,8.0,,5.0,,0.6222222222222222,0.375,0.6222222222222222,0.65625,,0.0958083832335329,0.145631067961165,0.0256410256410256,,,0.1666666666666666,0.1522988505747126,0.1616161616161616,0.1475409836065573,0.1875,0.4615384615384615,0.4736842105263157,0.8888888888888888,1.0,0.9333333333333332,0.6428571428571429,,,,,0.3888888888888889,0.5,0.1382978723404255,0.1397849462365591,0.2751091703056768,13.0,3.0,7.0,5.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,0.2592592592592592,0.1304347826086956,0.1203703703703703,0.1029411764705882,0.15,0.0833333333333333,0.625,0.5,,,,,,,,,,,True,,,,
202713,1610612760,Kyle Singler,Kyle Singler,202713,OKC,9792.0,163,-18,326,325,60.0,81.0,46,651,2.0,10.0,3.0,4.0,1.0,4.0,3.0,13.0,2.0,10.0,1.0,4.0,18.0,5.0,23.0,28.0,334,7.0,3.0,4.0,8.0,,15.0,,9.0,2.0,1.0,,1.0,,,1.0,,,2.0,5.0,15.0,21.0,27.0,6.0,2.0,6.0,1.0,5.0,3.0,,9.0,,2.0,13.0,25.0,1.0,9.0,60.0,1.0,1.0,1.0,0.217391304347826,0.2272727272727272,0.2222222222222222,0.2804878048780488,0.3111111111111111,0.5609756097560976,14.136125654450264,0.6666666666666666,0.1578947368421052,0.0961538461538461,0.1360544217687075,0.1842105263157894,0.2222222222222222,0.0666666666666666,0.0952380952380952,0.2439024390243902,0.2,0.2857142857142857,1.0,0.0975609756097561,0.0975609756097561,0.25,0.25,0.3170731707317073,0.2307692307692307,0.2307692307692307,1.0,0.2439024390243902,0.2,0.2,0.4285714285714285,0.1428571428571428,0.8048780487804879,0.2222222222222222,0.52867125,0.4693083333333332,0.494175,7.233333333333332,25.321739130434786,0.1840490797546012,,3.0,,3.0,3.0,,0.1428571428571428,0.1875,0.1,0.4285714285714285,,0.1071428571428571,1.0,4.0,1.0,1.0,,,1.0,,5.0,2.0,,1.0,2.0,6.0,1.0,1.0,,1.0,4.0,,4.0,6.0,4.0,1.0,2.0,,1.0,,,9.0,1.0,,4.0,1.0,3.0,2.0,3.0,3.0,1.0,,0.2857142857142857,0.3333333333333333,0.25,0.3,,0.2222222222222222,0.3,0.25,,,0.0353982300884955,0.0387096774193548,0.0425531914893617,0.0333333333333333,0.0277777777777777,0.25,0.3333333333333333,1.0,1.0,0.5,0.25,,0.125,,,0.3333333333333333,,0.0909090909090909,0.1904761904761904,0.2142857142857142,2.0,,1.0,1.0,,,,,,,1.0,2.0,,,0.0555555555555555,,0.0476190476190476,0.0416666666666666,0.0555555555555555,0.037037037037037,0.6666666666666666,1.0,1.0,,,,,,,,,,True,,,,
203079,1610612760,Dion Waiters,Dion Waiters,203079,OKC,25019.0,417,14,827,818,201.0,213.0,96,1645,33.0,58.0,11.0,20.0,20.0,57.0,4.0,13.0,11.0,31.0,7.0,62.0,135.0,15.0,44.0,204.0,850,12.0,30.0,14.0,30.0,94.0,27.0,18.0,30.0,11.0,21.0,13.0,34.0,9.0,4.0,11.0,6.0,4.0,81.0,16.0,28.0,47.0,54.0,14.0,9.0,19.0,4.0,11.0,13.0,1.0,32.0,,9.0,7.0,31.0,2.0,35.0,199.0,0.2419354838709677,0.2459016393442623,0.6,0.3409090909090909,0.3488372093023256,0.4592592592592592,0.4720670391061452,0.5075,0.2458100558659217,24.418604651162788,0.59375,0.1014492753623188,0.1322314049586777,0.1108312342569269,0.073394495412844,0.0705882352941176,0.1707317073170731,0.1263157894736842,0.3240223463687151,0.5689655172413793,0.6226415094339622,0.1515151515151515,0.1117318435754189,0.3184357541899441,0.3508771929824561,0.3508771929824561,0.0726256983240223,0.3076923076923077,0.3076923076923077,0.75,0.1731843575418994,0.3548387096774194,0.3548387096774194,0.25,0.1590909090909091,0.5698324022346368,0.3666666666666666,0.4890878531073447,0.5015409090909091,0.4843773809523809,9.436296296296298,24.87045454545455,0.2430471584038694,2.0,7.0,2.0,53.0,53.0,0.1428571428571428,0.5,0.5520833333333334,0.1538461538461538,0.1590909090909091,0.2857142857142857,0.2598039215686274,2.0,7.0,11.0,9.0,1.0,,3.0,,35.0,3.0,,4.0,1.0,7.0,19.0,9.0,2.0,1.0,8.0,,5.0,7.0,5.0,8.0,,,,1.0,3.0,47.0,4.0,1.0,22.0,3.0,2.0,2.0,2.0,6.0,1.0,,0.25,0.6333333333333333,0.1875,0.2058823529411764,,0.0592592592592592,0.0862068965517241,0.15,,,0.0199203187250996,0.0192307692307692,0.0462962962962962,,,0.45,0.5294117647058824,0.35,0.5454545454545454,0.4375,0.2857142857142857,0.0625,0.1875,,,1.0,,0.1116751269035533,0.1437908496732026,0.034313725490196,2.0,,3.0,2.0,3.0,3.0,,,,,,1.0,,,0.1,,0.0176991150442477,0.0129870129870129,0.0277777777777777,0.0217391304347826,0.5,0.3333333333333333,,,,,,,,,,,True,,,,
203956,1610612760,Mitch McGary,Mitch McGary,203956,OKC,1383.0,23,-21,49,52,17.0,30.0,5,101,2.0,4.0,1.0,1.0,,,,,,,,2.0,5.0,,,7.0,65,,2.0,,4.0,,,,,,,1.0,1.0,,1.0,,,,3.0,,4.0,4.0,7.0,,,,,,1.0,,1.0,,,1.0,3.0,,4.0,17.0,1.0,1.0,,,,0.4,0.4,0.4375,,16.666666666666664,,0.2352941176470588,,0.1904761904761904,0.125,0.2857142857142857,0.5,,0.8,0.5,0.5,1.0,0.2,,,,,,,,,,,0.5,,0.8,,0.50254,,0.3006,2.84,,0.3469387755102041,,,,4.0,4.0,,0.5,0.5,,,,0.5714285714285714,,,1.0,,,,,,3.0,,,,,,1.0,2.0,,,1.0,,1.0,3.0,,,2.0,,,,1.0,6.0,,,3.0,,1.0,1.0,1.0,1.0,,,,0.5,,,,0.2,,1.0,,,0.0833333333333333,0.1,,0.3333333333333333,,,,,,,,,,,,1.0,,0.375,0.375,,1.0,1.0,,,,1.0,,,,,,1.0,,,,0.3333333333333333,0.125,0.1428571428571428,,,1.0,,,,,,,,,,,,True,,,,
201142,1610612760,Kevin Durant,Kevin Durant,201142,OKC,10275.0,171,8,348,349,149.0,167.0,38,697,15.0,25.0,11.0,17.0,10.0,16.0,,1.0,8.0,31.0,19.0,32.0,58.0,8.0,32.0,124.0,365,1.0,21.0,19.0,34.0,30.0,15.0,9.0,31.0,8.0,11.0,8.0,19.0,3.0,5.0,4.0,4.0,3.0,46.0,17.0,18.0,43.0,44.0,4.0,2.0,19.0,1.0,10.0,3.0,,22.0,1.0,10.0,8.0,12.0,2.0,25.0,148.0,0.53125,0.53125,0.625,0.25,0.25,0.5517241379310345,0.4888888888888889,0.5754716981132075,0.3555555555555555,32.56997455470738,0.8636363636363636,0.1525423728813559,0.320754716981132,0.2046783625730994,0.1372549019607843,0.1578947368421052,0.1724137931034483,0.3191489361702128,0.2777777777777778,0.6,0.6818181818181818,0.5333333333333333,0.1888888888888888,0.1777777777777777,0.625,0.625,0.0111111111111111,,,,0.3444444444444444,0.2580645161290322,0.2580645161290322,0.275,0.475,0.6333333333333333,0.2580645161290322,0.5021261111111112,0.4584,0.52108875,8.25,25.4625,0.4281609195402299,,,6.0,61.0,61.0,0.3157894736842105,0.6,0.6521739130434783,0.3333333333333333,,,0.4919354838709677,,,9.0,7.0,,1.0,2.0,6.0,36.0,,1.0,2.0,,3.0,15.0,13.0,,,3.0,,1.0,1.0,2.0,9.0,,,1.0,,1.0,40.0,2.0,2.0,12.0,3.0,3.0,2.0,4.0,,3.0,0.5,,0.7142857142857143,0.5,0.5,,0.0517241379310344,0.12,,,,0.0101010101010101,0.0064935064935064,,,0.0384615384615384,0.4117647058823529,0.4117647058823529,0.5,0.625,,,,0.6666666666666666,0.5,1.0,0.8181818181818182,0.3157894736842105,0.1553398058252427,0.1764705882352941,0.0241935483870967,,,8.0,,,,,,1.0,1.0,,3.0,,,0.3809523809523809,,,,,,0.75,0.5714285714285714,,1.0,4.0,1.0,0.1142857142857142,,,,,,True,,,,
201586,1610612760,Serge Ibaka,Serge Ibaka,201586,OKC,9542.0,159,7,305,309,50.0,57.0,34,614,6.0,10.0,1.0,12.0,9.0,24.0,3.0,5.0,,1.0,1.0,21.0,46.0,3.0,6.0,58.0,326,3.0,8.0,2.0,36.0,6.0,9.0,,1.0,,2.0,5.0,7.0,3.0,2.0,,2.0,,19.0,5.0,18.0,23.0,29.0,2.0,2.0,2.0,1.0,1.0,8.0,1.0,10.0,1.0,2.0,7.0,14.0,2.0,8.0,48.0,0.8571428571428571,0.9,1.0,0.5,0.5,0.4565217391304347,0.4903846153846153,0.5178571428571429,0.1153846153846153,18.96551724137931,0.2,0.1682242990654205,0.0943396226415094,0.14375,0.1296296296296296,0.1851851851851851,0.2307692307692307,0.1282051282051282,0.1923076923076923,0.6,0.75,0.6666666666666666,0.2307692307692307,0.4615384615384615,0.375,0.375,0.0961538461538461,0.6,0.6,1.0,0.0192307692307692,,,0.1,0.1,0.3076923076923077,,0.4860028846153845,0.5761875,0.450645,11.571739130434784,23.7,0.1639344262295081,1.0,1.0,1.0,13.0,11.0,0.5,0.35,0.5,,0.1,1.0,0.2241379310344827,2.0,2.0,,6.0,1.0,,,,7.0,3.0,1.0,1.0,,9.0,2.0,6.0,2.0,,3.0,,2.0,6.0,,1.0,4.0,,2.0,,1.0,8.0,,,3.0,1.0,12.0,11.0,13.0,1.0,,1.0,1.0,0.25,1.125,1.125,,0.0652173913043478,0.2,0.0833333333333333,,,0.0204081632653061,0.0431654676258992,0.0303030303030303,0.0384615384615384,,0.5,0.5454545454545454,0.8888888888888888,,0.5,1.0,0.25,,,,,,0.0545454545454545,0.0612244897959183,0.1551724137931034,4.0,,,,1.0,1.0,,,1.0,1.0,1.0,8.0,,1.0,,,0.0975609756097561,0.1,0.0909090909090909,,0.6153846153846154,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,True,,,,
201627,1610612760,Anthony Morrow,Anthony Morrow,201627,OKC,12512.0,209,-39,391,392,46.0,35.0,40,783,4.0,7.0,,16.0,3.0,13.0,4.0,16.0,12.0,23.0,4.0,13.0,36.0,16.0,39.0,76.0,431,9.0,1.0,4.0,10.0,16.0,42.0,6.0,23.0,12.0,4.0,2.0,6.0,1.0,1.0,3.0,,1.0,14.0,3.0,4.0,9.0,14.0,3.0,1.0,2.0,,1.0,2.0,,4.0,,,8.0,15.0,1.0,6.0,46.0,0.3846153846153846,0.3846153846153846,0.875,0.4102564102564102,0.4102564102564102,0.3611111111111111,0.4933333333333333,0.5,0.52,17.873303167420815,0.5,0.0317460317460317,0.0491803278688524,0.0374331550802139,0.0612244897959183,0.0294117647058823,,0.0434782608695652,0.0933333333333333,0.5714285714285714,0.8,0.75,0.2133333333333333,0.1733333333333333,0.2307692307692307,0.2307692307692307,0.2133333333333333,0.25,0.25,1.0,0.3066666666666666,0.5217391304347826,0.5217391304347826,,0.8,0.6133333333333333,0.5217391304347826,0.4942979999999999,0.5289312500000001,0.48806,11.563888888888888,24.458974358974363,0.1176470588235294,,,1.0,3.0,3.0,0.25,0.3,0.3,0.0666666666666666,,,0.0394736842105263,1.0,3.0,,6.0,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,,7.0,,,,,4.0,,5.0,5.0,2.0,1.0,,,,3.0,,2.0,1.0,1.0,1.0,,,,,,,0.5,0.2222222222222222,,0.3181818181818182,0.3181818181818182,,0.1111111111111111,0.2857142857142857,0.125,,,0.0373134328358208,0.0261780104712041,0.0408163265306122,0.0571428571428571,0.02,0.375,0.4285714285714285,0.3333333333333333,0.8333333333333334,0.2727272727272727,0.3333333333333333,,0.1818181818181818,0.5,1.0,,0.25,0.0133333333333333,0.0277777777777777,0.0921052631578947,,,2.0,2.0,1.0,,,,,,,,,,0.1666666666666666,,,,,0.0476190476190476,,0.1666666666666666,1.0,,,,,,,,,,True,,,,
