EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyFtPoints,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,Fg3aBlocked,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,BlockedLongMidRange,Corner3PctBlocked,Blocked3s,BlockedArc3,DefensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,Clear Path Fouls,OffensiveGoaltends,Defensive 3 Seconds Violations,on,HeaveMakes
101112,1610612739,Channing Frye,Channing Frye,101112,CLE,12838.0,214,46,417,412,108.0,124,44,829,5.0,8.0,2.0,3.0,1.0,1.0,4.0,9.0,5.0,10.0,6.0,17.0,1.0,3.0,3.0,4.0,15.0,42.0,1.0,6.0,3.0,8.0,14.0,27.0,21.0,59.0,3.0,94,409,2.0,5.0,2.0,9.0,2.0,12.0,2.0,4.0,6.0,12.0,22.0,24.0,4.0,63.0,4.0,42.0,15.0,2.0,7.0,5.0,12,3.0,2.0,4.0,2.0,1.0,29,4.0,2.0,1.0,12.0,26,6.0,44,7.0,51,1.0,4.0,2.0,2.0,3.0,2.0,5.0,1.0,8.0,3.0,18.0,2.0,32,1.0,4.0,12.0,2.0,4.0,2.0,4.0,1.0,3.0,4.0,4.0,22.0,108.0,2.0,0.8571428571428571,1.0,1.0,0.3559322033898305,0.2222222222222222,0.5,0.3559322033898305,0.5185185185185185,0.4,0.5,0.5290697674418605,0.35714285714285715,0.6875,0.5340909090909091,0.4,0.6875,0.686046511627907,0.07407407407407407,0.125,0.1111111111111111,20.425531914893615,0.375,0.3333333333333333,0.07692307692307693,0.2,0.020618556701030927,0.18181818181818182,0.038834951456310676,0.19387755102040816,0.03,0.0625,0.05405405405405406,0.2222222222222222,0.2222222222222222,0.15,0.2127659574468085,0.10526315789473684,0.02040816326530612,1.0,0.09302325581395349,0.625,0.7142857142857143,0.6,0.10465116279069768,0.4444444444444444,0.5,1.0,0.11627906976744186,0.5,0.5,1.0,0.19767441860465115,0.35294117647058826,0.35294117647058826,1.0,0.4883720930232558,0.35714285714285715,0.35714285714285715,1.0,0.21428571428571427,0.6666666666666666,0.21428571428571427,0.3333333333333333,1.0,0.42857142857142855,0.16666666666666666,1.0,0.0625,1.0,0.25,0.75,0.5,0.375,0.7790697674418605,0.35714285714285715,0.5157656976744186,0.48623333333333335,0.5331750000000001,0.022727272727272728,0.06896551724137931,0.1276595744680851,0.23404255319148937,9.525925925925927,24.876271186440675,0.2589928057553957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201567,1610612739,Kevin Love,Kevin Love,201567,CLE,32369.0,539,139,1033,1047,337.0,310,133,2080,21.0,41.0,5.0,11.0,5.0,8.0,17.0,49.0,14.0,37.0,11.0,28.0,3.0,7.0,2.0,6.0,16.0,48.0,,,4.0,13.0,52.0,127.0,27.0,76.0,66.0,251,1064,10.0,22.0,3.0,7.0,14.0,43.0,13.0,26.0,6.0,19.0,71.0,66.0,38.0,81.0,6.0,48.0,16.0,16.0,19.0,12.0,31,8.0,4.0,14.0,1.0,4.0,74,14.0,20.0,,51.0,74,14.0,139,34.0,173,5.0,14.0,10.0,4.0,22.0,14.0,9.0,8.0,31.0,2.0,14.0,2.0,36,8.0,1.0,76.0,5.0,81.0,29.0,11.0,7.0,4.0,11.0,10.0,71.0,337.0,3.0,0.6346153846153846,0.673469387755102,1.0,0.35526315789473684,0.42857142857142855,0.3157894736842105,0.35526315789473684,0.4094488188976378,0.45454545454545453,0.5,0.45566502463054187,0.5,0.4888888888888889,0.518595041322314,0.5972222222222222,0.5819672131147541,0.37438423645320196,0.12598425196850394,0.1951219512195122,0.16326530612244897,23.011844331641285,0.7096774193548387,0.3684210526315789,,0.22424242424242424,0.06622516556291391,0.29310344827586204,0.08333333333333333,0.24801587301587302,0.07234042553191489,0.03636363636363636,0.10344827586206896,0.21428571428571427,0.23809523809523808,0.2169811320754717,0.3208955223880597,0.2,0.046296296296296294,0.9090909090909091,0.2019704433497537,0.5121951219512195,0.6363636363636364,0.7619047619047619,0.2413793103448276,0.3469387755102041,0.4146341463414634,0.4117647058823529,0.18226600985221675,0.3783783783783784,0.3783783783783784,0.7142857142857143,0.13793103448275862,0.39285714285714285,0.39285714285714285,1.0,0.23645320197044334,0.3333333333333333,0.3333333333333333,1.0,0.3793103448275862,0.45454545454545453,0.2413793103448276,0.42857142857142855,1.0,,,,0.17777777777777778,0.625,0.13333333333333333,0.3333333333333333,0.28888888888888886,0.3076923076923077,0.5763546798029556,0.3333333333333333,0.48365837438423637,0.47587,0.4888911111111111,0.12987012987012986,0.18831168831168832,0.17131474103585656,0.28286852589641437,8.981889763779524,24.663157894736845,0.32623426911907066,27.0,2.0,2.0,3.0,7.0,1.0,5.0,4.0,3.0,2.0,1.0,11.0,9.0,0.12871287128712872,0.03296703296703297,0.038461538461538464,0.2,0.012987012987012988,,,,,,,,,,,,,,,,,,,True,
202681,1610612739,Kyrie Irving,Kyrie Irving,202681,CLE,37468.0,624,57,1201,1219,253.0,286,152,2420,59.0,104.0,3.0,5.0,11.0,20.0,39.0,89.0,43.0,78.0,9.0,24.0,3.0,6.0,,6.0,34.0,96.0,3.0,7.0,10.0,27.0,141.0,271.0,43.0,120.0,82.0,493,1301,14.0,23.0,6.0,13.0,8.0,54.0,23.0,53.0,10.0,33.0,104.0,54.0,228.0,72.0,,96.0,34.0,23.0,68.0,36.0,104,23.0,13.0,35.0,16.0,17.0,244,4.0,9.0,,19.0,32,1.0,52,13.0,65,6.0,17.0,8.0,9.0,35.0,15.0,14.0,20.0,49.0,8.0,16.0,2.0,45,1.0,1.0,80.0,1.0,93.0,33.0,8.0,7.0,1.0,8.0,3.0,104.0,253.0,6.0,0.19148936170212766,0.19148936170212766,0.5581395348837209,0.35833333333333334,0.46153846153846156,0.30303030303030304,0.35833333333333334,0.5202952029520295,0.6086956521739131,0.4339622641509434,0.5255754475703325,0.6388888888888888,0.4418604651162791,0.5695754716981132,0.675,0.5102040816326531,0.3069053708439898,0.08487084870848709,0.10576923076923077,0.1348314606741573,34.32510885341074,0.7142857142857143,0.025,,0.08648648648648649,0.02710843373493976,0.09547738693467336,0.0163265306122449,0.08963093145869948,0.022530329289428077,0.05084745762711865,0.023668639053254437,0.0847457627118644,0.08974358974358974,0.08333333333333333,0.08552631578947369,0.1276595744680851,0.0335195530726257,0.375,0.2659846547314578,0.5673076923076923,0.6344086021505376,0.22033898305084745,0.22762148337595908,0.43820224719101125,0.5064935064935064,0.20512820512820512,0.19948849104859334,0.5512820512820513,0.5512820512820513,0.13953488372093023,0.061381074168797956,0.375,0.375,0.7777777777777778,0.24552429667519182,0.3541666666666667,0.35789473684210527,0.5,0.1388888888888889,0.6,0.16666666666666666,0.5,0.6666666666666666,0.19444444444444445,0.42857142857142855,0.6666666666666666,0.23255813953488372,0.55,0.06976744186046512,,0.313953488372093,0.37037037037037035,0.5728900255754475,0.3541666666666667,0.491525703324808,0.46781296296296293,0.4708087209302325,0.09112709832134293,0.11224489795918367,0.10953346855983773,0.21095334685598377,8.483763837638381,25.511666666666667,0.21065778517901748,28.0,4.0,2.0,1.0,6.0,2.0,2.0,,1.0,10.0,5.0,7.0,6.0,0.015503875968992248,0.011764705882352941,,,0.04065040650406504,57.0,1.0,4.0,2.0,12.0,0.008333333333333333,0.010416666666666666,,,,,,,,,,,,True,
202697,1610612739,Iman Shumpert,Iman Shumpert,202697,CLE,78976.0,1316,183,2550,2581,768.0,794,300,5131,36.0,63.0,3.0,7.0,6.0,12.0,6.0,31.0,29.0,65.0,18.0,61.0,,2.0,6.0,13.0,25.0,85.0,2.0,9.0,5.0,26.0,71.0,159.0,43.0,146.0,40.0,311,2646,5.0,14.0,2.0,11.0,2.0,18.0,17.0,38.0,11.0,39.0,86.0,72.0,70.0,126.0,2.0,81.0,25.0,15.0,45.0,47.0,92,38.0,9.0,32.0,8.0,5.0,231,15.0,16.0,1.0,64.0,89,18.0,171,32.0,203,4.0,54.0,28.0,26.0,30.0,19.0,27.0,11.0,57.0,5.0,51.0,1.0,119,2.0,6.0,60.0,10.0,51.0,19.0,19.0,9.0,9.0,19.0,11.0,86.0,766.0,17.0,0.5070422535211268,0.5142857142857142,0.9767441860465116,0.2945205479452055,0.18181818181818182,0.28205128205128205,0.3028169014084507,0.44654088050314467,0.35714285714285715,0.4473684210526316,0.44426229508196724,0.32,0.43506493506493504,0.4740853658536585,0.34615384615384615,0.48863636363636365,0.4786885245901639,0.09433962264150944,0.14285714285714285,0.1935483870967742,13.331024930747922,0.5263157894736842,0.2,0.012658227848101266,0.11055900621118013,0.023054755043227664,0.1549636803874092,0.031055900621118012,0.12561576354679804,0.026338147833474938,0.00398406374501992,0.034782608695652174,0.07468879668049792,0.10774410774410774,0.14606741573033707,0.1540880503144654,0.15789473684210525,0.024242424242424242,0.5789473684210527,0.20655737704918034,0.5714285714285714,0.6666666666666666,0.5277777777777778,0.10163934426229508,0.1935483870967742,0.24,0.5,0.21311475409836064,0.4461538461538462,0.4461538461538462,0.4827586206896552,0.2,0.29508196721311475,0.3,1.0,0.2786885245901639,0.29411764705882354,0.29411764705882354,0.96,0.28,0.42857142857142855,0.08,,,0.36,0.2222222222222222,1.0,0.15584415584415584,0.5,0.16883116883116883,0.46153846153846156,0.33766233766233766,0.19230769230769232,0.6852459016393443,0.30864197530864196,0.5290287625418061,0.5002764705882352,0.5090387323943661,0.05956112852664577,0.10982658959537572,0.05787781350482315,0.2765273311897106,9.70880503144654,25.323972602739726,0.30117647058823527,19.0,10.0,2.0,3.0,10.0,2.0,,4.0,6.0,5.0,,9.0,8.0,0.03829787234042553,0.028846153846153848,0.021739130434782608,,,3.0,1.0,3.0,,,0.00684931506849315,,4.0,1.0,0.01639344262295082,,,,,,,,,True,
203521,1610612739,Matthew Dellavedova,Matthew Dellavedova,203521,CLE,40945.0,682,111,1311,1333,464.0,434,160,2644,10.0,24.0,1.0,3.0,7.0,10.0,22.0,69.0,9.0,20.0,4.0,11.0,1.0,1.0,1.0,2.0,35.0,87.0,4.0,6.0,17.0,31.0,41.0,113.0,39.0,98.0,25.0,224,1362,3.0,8.0,5.0,7.0,,21.0,16.0,33.0,18.0,33.0,99.0,26.0,56.0,93.0,,87.0,35.0,10.0,83.0,44.0,127,32.0,12.0,68.0,8.0,7.0,298,6.0,8.0,,10.0,35,4.0,49,14.0,63,3.0,16.0,10.0,6.0,34.0,28.0,20.0,6.0,54.0,5.0,24.0,2.0,68,3.0,5.0,31.0,1.0,32.0,9.0,5.0,4.0,1.0,5.0,5.0,99.0,462.0,5.0,0.3170731707317073,0.3170731707317073,0.7948717948717948,0.3979591836734694,0.7142857142857143,0.5454545454545454,0.3979591836734694,0.36283185840707965,0.375,0.48484848484848486,0.471563981042654,0.7,0.6515151515151515,0.4911111111111111,0.7,0.6643835616438356,0.46445497630331756,0.08849557522123894,0.20833333333333334,0.07246376811594203,18.7248322147651,0.6296296296296297,0.08695652173913043,,0.08177570093457943,0.022857142857142857,0.052083333333333336,0.024489795918367346,0.07258064516129033,0.023529411764705882,0.021739130434782608,0.0273224043715847,0.08196721311475409,0.07741935483870968,0.08609271523178808,0.06944444444444445,,0.025423728813559324,1.0,0.11374407582938388,0.4166666666666667,0.5263157894736842,0.4,0.32701421800947866,0.3188405797101449,0.34375,0.13636363636363635,0.0947867298578199,0.45,0.45,0.6666666666666666,0.052132701421800945,0.36363636363636365,0.36363636363636365,1.0,0.41232227488151657,0.40229885057471265,0.40229885057471265,0.7714285714285715,0.2,0.3333333333333333,0.06666666666666667,1.0,1.0,0.4,0.6666666666666666,1.0,0.15151515151515152,0.7,0.030303030303030304,0.5,0.4696969696969697,0.5483870967741935,0.5781990521327014,0.40229885057471265,0.47464952606635075,0.48378499999999997,0.4710287878787878,0.0410958904109589,0.0743801652892562,0.09375,0.4419642857142857,9.029203539823008,25.14897959183674,0.35392829900839057,13.0,11.0,1.0,,20.0,1.0,2.0,1.0,,1.0,,6.0,4.0,0.016,0.034482758620689655,0.016129032258064516,1.0,,24.0,,1.0,,3.0,,,,,,,,,,,,,,True,
2544,1610612739,LeBron James,LeBron James,2544,CLE,37659.0,628,170,1223,1247,484.0,475,147,2470,137.0,191.0,17.0,25.0,63.0,88.0,12.0,35.0,31.0,75.0,1.0,9.0,,1.0,,4.0,16.0,55.0,,4.0,12.0,32.0,180.0,301.0,17.0,64.0,106.0,517,1278,22.0,36.0,,5.0,6.0,50.0,76.0,128.0,12.0,36.0,251.0,122.0,238.0,27.0,18.0,55.0,16.0,16.0,61.0,53.0,114,32.0,21.0,40.0,9.0,12.0,281,8.0,19.0,,33.0,84,10.0,127,27.0,154,8.0,31.0,25.0,6.0,31.0,18.0,27.0,13.0,58.0,1.0,15.0,,40,4.0,8.0,111.0,2.0,150.0,64.0,12.0,10.0,2.0,13.0,6.0,248.0,482.0,9.0,0.3388888888888889,0.3567251461988304,0.5294117647058824,0.265625,,0.3333333333333333,0.265625,0.5980066445182725,0.6111111111111112,0.59375,0.563013698630137,0.5365853658536586,0.573170731707317,0.6018735362997658,0.5555555555555556,0.6188118811881188,0.17534246575342466,0.053156146179401995,0.06806282722513089,0.05714285714285714,34.87364620938628,0.5344827586206896,0.2222222222222222,,0.21105527638190955,0.05956112852664577,0.17553191489361702,0.03755868544600939,0.19965870307167236,0.05075187969924812,0.038834951456310676,0.027777777777777776,0.17557251908396945,0.2204724409448819,0.2357142857142857,0.16891891891891891,0.2,0.0547945205479452,0.46153846153846156,0.5232876712328767,0.7172774869109948,0.7696629213483146,0.3722627737226277,0.0958904109589041,0.34285714285714286,0.36363636363636365,0.25,0.2054794520547945,0.41333333333333333,0.4189189189189189,0.22580645161290322,0.024657534246575342,0.1111111111111111,0.1111111111111111,1.0,0.1506849315068493,0.2909090909090909,0.2909090909090909,0.5,0.6097560975609756,0.68,0.024390243902439025,,,0.0975609756097561,,,0.5365853658536586,0.7159090909090909,0.024390243902439025,,0.1951219512195122,0.375,0.6986301369863014,0.2909090909090909,0.5433071232876711,0.5480166666666667,0.5503329268292685,0.15647921760391198,0.1855072463768116,0.09671179883945841,0.48549323017408125,6.442857142857142,25.503125,0.39574816026165166,63.0,11.0,5.0,,28.0,,3.0,2.0,6.0,20.0,,18.0,14.0,0.0975609756097561,0.03225806451612903,0.057971014492753624,0.17647058823529413,,24.0,,1.0,,6.0,,,,,,1.0,1.0,3.0,1.0,0.013333333333333334,,,,True,
201619,1610612739,Sasha Kaun,Sasha Kaun,201619,CLE,1619.0,27,-13,59,56,28.0,42,4,115,4.0,5.0,,1.0,,1.0,,,,,,,,,,,,,,,,,4.0,5.0,,,1.0,9,53,,1.0,,,,,,1.0,,,1.0,8.0,,,,,,1.0,,1.0,1,1.0,,,,,3,1.0,2.0,,3.0,5,,8,3.0,11,,1.0,1.0,,1.0,,2.0,1.0,3.0,1.0,2.0,,2,,,2.0,,4.0,1.0,,,,,,1.0,28.0,,1.0,1.0,,,,,,0.8,,,0.8,,,0.6428571428571429,,0.16666666666666666,,0.2,0.2,,15.873015873015873,0.3333333333333333,,,0.3333333333333333,0.13333333333333333,0.25,0.125,0.2962962962962963,0.13043478260869565,,0.125,0.6,0.5,0.125,0.25,,,,1.0,0.8,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,0.69694,0.5222,0.5222,0.16666666666666666,0.16666666666666666,,0.1111111111111111,0.8800000000000001,,0.4745762711864407,1.0,1.0,,1.0,1.0,,,,,,,1.0,1.0,0.3333333333333333,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,True,
203895,1610612739,Jordan McRae,Jordan McRae,203895,CLE,1886.0,31,35,64,62,28.0,46,3,126,,1.0,,,,1.0,1.0,3.0,1.0,2.0,,1.0,,,,1.0,2.0,3.0,,,1.0,1.0,2.0,6.0,2.0,4.0,4.0,14,45,,,,,,,2.0,5.0,1.0,2.0,10.0,2.0,2.0,,,3.0,2.0,,3.0,2.0,5,,2.0,3.0,,,12,,,,1.0,2,,3,,3,,,,,1.0,,,1.0,1.0,,,,1,,,5.0,,5.0,3.0,1.0,,,1.0,1.0,10.0,28.0,,0.5,0.5,,0.5,,0.5,0.5,0.3333333333333333,,0.4,0.5,,0.5,0.5833333333333334,,0.625,0.4,,,,19.402985074626866,1.0,,,0.1,,0.05555555555555555,,0.07894736842105263,,,,0.3333333333333333,,,,0.5,,1.0,0.1,,,,0.3,0.3333333333333333,0.3333333333333333,1.0,0.2,0.5,0.5,,0.1,,,,0.3,0.6666666666666666,0.6666666666666666,,,,,,,,,,0.14285714285714285,,0.14285714285714285,,0.14285714285714285,1.0,0.5,0.6666666666666666,0.466705,,0.46500714285714284,0.25,0.375,,0.7142857142857143,9.916666666666666,25.349999999999998,0.4375,3.0,,,,,,,,,1.0,,,,,,,,,6.0,,,,,,,,1.0,,,,,,,,,,True,
2590,1610612739,Mo Williams,Mo Williams,2590,CLE,9820.0,164,-28,314,314,70.0,82,32,628,3.0,8.0,,,2.0,2.0,,9.0,16.0,40.0,,5.0,,1.0,,2.0,6.0,10.0,,,1.0,1.0,19.0,57.0,6.0,15.0,8.0,64,311,1.0,4.0,,1.0,,2.0,4.0,6.0,1.0,3.0,14.0,6.0,32.0,15.0,,10.0,6.0,5.0,13.0,3.0,16,2.0,1.0,7.0,4.0,2.0,35,,1.0,,7.0,3,,10,1.0,11,1.0,4.0,2.0,2.0,5.0,4.0,9.0,1.0,14.0,,6.0,,14,1.0,2.0,10.0,1.0,9.0,2.0,1.0,,1.0,1.0,,14.0,70.0,,0.15789473684210525,0.15789473684210525,0.8333333333333334,0.4,,0.3333333333333333,0.4,0.3333333333333333,0.25,0.6666666666666666,0.3888888888888889,0.2,0.6111111111111112,0.42,0.2,0.7,0.20833333333333334,0.08771929824561403,0.25,0.2222222222222222,25.21246458923513,0.35714285714285715,,,0.03,0.010416666666666666,0.12280701754385964,,0.06369426751592357,0.00641025641025641,,,0.03333333333333333,0.05263157894736842,,0.10869565217391304,0.18181818181818182,0.023809523809523808,,0.1111111111111111,0.375,0.5,0.6666666666666666,0.125,,,,0.5555555555555556,0.4,0.41025641025641024,0.0625,0.06944444444444445,,,,0.1388888888888889,0.6,0.6,0.8333333333333334,,,0.2,,,,,,0.2222222222222222,1.0,0.2222222222222222,,0.1111111111111111,1.0,0.3194444444444444,0.6,0.44168541666666666,0.443725,0.5502277777777778,0.04054054054054054,0.034482758620689655,0.03125,0.21875,14.287719298245616,24.8,0.2229299363057325,3.0,2.0,2.0,3.0,3.0,,,,,1.0,1.0,1.0,1.0,0.047619047619047616,,,,0.0625,3.0,,,,1.0,,,,,,,,,,0.025,,,,True,
202389,1610612739,Timofey Mozgov,Timofey Mozgov,202389,CLE,22586.0,376,45,743,734,203.0,185,74,1477,50.0,70.0,9.0,15.0,12.0,17.0,7.0,22.0,6.0,16.0,,,,,,,,1.0,,,,,63.0,108.0,,1.0,17.0,143,743,9.0,18.0,,,,18.0,15.0,27.0,,,31.0,108.0,18.0,,14.0,1.0,,4.0,4.0,4.0,8,3.0,1.0,1.0,,3.0,20,14.0,22.0,,13.0,45,5.0,63,36.0,99,1.0,5.0,5.0,,5.0,3.0,10.0,2.0,15.0,1.0,38.0,2.0,60,3.0,4.0,30.0,,26.0,14.0,16.0,12.0,4.0,16.0,9.0,31.0,203.0,4.0,0.8571428571428571,0.9642857142857143,,,,,,0.5833333333333334,0.5,0.5555555555555556,0.5779816513761468,0.5,0.5555555555555556,0.6008403361344538,0.5,0.5535714285714286,0.009174311926605505,0.037037037037037035,0.04285714285714286,0.045454545454545456,16.222760290556902,0.3333333333333333,0.1724137931034483,,0.19313304721030042,0.10185185185185185,0.10743801652892562,0.10294117647058823,0.1638418079096045,0.10227272727272728,0.0975609756097561,0.09433962264150944,0.1694915254237288,0.25,0.14634146341463414,0.08888888888888889,0.16129032258064516,0.024390243902439025,0.5625,0.6422018348623854,0.7142857142857143,0.746268656716418,0.86,0.2018348623853211,0.3181818181818182,0.3333333333333333,0.7142857142857143,0.14678899082568808,0.375,0.375,1.0,,,,,0.009174311926605505,,,,0.8333333333333334,0.6,,,,,,,0.6296296296296297,0.7058823529411765,,,,,0.6513761467889908,,0.6141490825688075,0.6377461538461537,0.5919148148148148,0.11965811965811966,0.1206896551724138,0.1258741258741259,0.21678321678321677,4.805555555555555,30.6,0.2732166890982503,1.0,,2.0,1.0,5.0,,1.0,2.0,,6.0,,2.0,1.0,0.1774193548387097,0.041666666666666664,0.13333333333333333,0.2222222222222222,,,,2.0,,,,,,,,,,7.0,1.0,,,,,True,
