EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,BadPassTurnovers,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,Arc3FGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,NonHeaveArc3FGM,SelfOReb,Steals,BadPassSteals,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffAtRimReboundPct,SelfORebPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,FTDefRebounds,DefFTReboundPct,OffCorner3ReboundPct,LostBallSteals,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,ShortMidRangeAssists,PenaltyArc3FGM,Corner3PctBlocked,PenaltyArc3Accuracy,SecondChanceFtPoints,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,on,PtsUnassisted3s,Travels,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Offensive Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,FTOffRebounds,StepOutOfBoundsTurnovers,BlockingFouls,Charge Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,HeaveMakes,HeaveAttempts,Offensive Fouls,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedCorner3,OffensiveGoaltends,3SecondViolations,Clear Path Fouls
1626153,1610612761,Delon Wright,Delon Wright,1626153,TOR,2561.0,43,-8,89,87,45,27,13.0,176,6.0,10.0,2.0,4.0,6.0,1.0,3.0,3.0,1.0,1.0,7.0,13.0,3.0,2.0,16.0,86,3.0,1.0,4.0,7.0,1.0,8.0,2.0,12.0,3.0,3.0,1.0,3.0,5.0,8.0,2.0,3.0,2.0,1.0,21.0,2.0,2.0,2.0,2.0,4.0,4.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,8.0,45,0.14285714285714285,0.14285714285714285,0.5384615384615384,0.5714285714285714,0.4375,0.5,0.47058823529411764,0.5,0.1875,0.3333333333333333,0.23076923076923078,0.2,0.3333333333333333,0.3333333333333333,18.446601941747574,0.5,0.06896551724137931,0.07142857142857142,0.11764705882352941,0.1111111111111111,0.08695652173913043,0.08695652173913043,0.14285714285714285,0.125,0.15384615384615385,0.06666666666666667,0.125,0.13333333333333333,1.0,0.625,0.6,0.75,0.16666666666666666,0.1875,0.3333333333333333,0.5,0.1875,0.5,0.25,0.75,0.6666666666666666,0.125,0.8125,0.507484375,0.48515,0.48819999999999997,0.058823529411764705,0.07142857142857142,0.5,3.0615384615384613,26.8,0.5056179775280899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626181,1610612761,Norman Powell,Norman Powell,1626181,TOR,1752.0,29,-15,58,59,21,10,8.0,117,4.0,6.0,,2.0,3.0,,,,,,6.0,12.0,2.0,1.0,19.0,62,,,3.0,4.0,1.0,10.0,4.0,8.0,,1.0,,2.0,1.0,3.0,,1.0,2.0,,7.0,1.0,,3.0,2.0,5.0,1.0,6.0,2.0,,,1.0,2.0,1.0,,1.0,3.0,3.0,2.0,,,,,,10.0,21,0.3333333333333333,0.3333333333333333,0.5,0.75,0.6428571428571429,0.9,0.6333333333333333,1.0,0.14285714285714285,,0.08333333333333333,0.16666666666666666,,,25.757575757575758,1.0,0.09090909090909091,,0.2727272727272727,0.09090909090909091,0.15151515151515152,0.03125,,,0.14285714285714285,0.07142857142857142,,0.2222222222222222,,0.42857142857142855,0.6666666666666666,0.8,0.25,,,,,,,0.6,0.6666666666666666,,0.5714285714285714,0.520825,,0.57822,0.13333333333333333,0.15384615384615385,0.5263157894736842,10.450000000000001,23.450000000000003,0.3620689655172414,2.0,6.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.5,0.14285714285714285,1.0,1.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201574,1610612761,Jason Thompson,Jason Thompson,201574,TOR,1450.0,24,-9,48,49,13,7,9.0,97,4.0,6.0,2.0,,,1.0,2.0,6.0,,2.0,5.0,9.0,6.0,1.0,14.0,48,3.0,,1.0,2.0,2.0,2.0,6.0,4.0,6.0,1.0,,,,,,,,,,,2.0,2.0,6.0,8.0,2.0,10.0,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,,2.0,13,0.6,1.0,0.5555555555555556,0.5,0.43333333333333335,0.25,0.4375,0.25,0.4,,0.1111111111111111,0.16666666666666666,,,27.586206896551726,,0.35294117647058826,0.11764705882352941,0.2222222222222222,,0.3076923076923077,0.06666666666666667,0.3333333333333333,,,0.3333333333333333,0.4,0.25,,0.4,0.6666666666666666,0.8,0.5,0.13333333333333333,0.5,0.5,0.4,0.6666666666666666,,,,0.5,0.8,0.5258366666666666,0.4934333333333334,0.40351250000000005,0.0625,0.1,0.14285714285714285,4.144444444444444,25.216666666666665,0.2708333333333333,,1.0,,,,,1.0,,,3.0,,,,1.0,0.16666666666666666,,0.16666666666666666,0.3333333333333333,,0.06666666666666667,,,,,,,,,,2.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.125,0.25,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,0.16666666666666666,0.2857142857142857,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203512,1610612761,Lucas Nogueira,Lucas Nogueira,203512,TOR,2249.0,37,-12,76,76,33,20,10.0,152,2.0,5.0,2.0,,1.0,,,1.0,,,2.0,5.0,1.0,2.0,6.0,78,2.0,,,1.0,,2.0,4.0,,1.0,,,2.0,,2.0,,,2.0,,4.0,1.0,1.0,2.0,3.0,6.0,2.0,8.0,2.0,,,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,33,1.0,1.0,0.4,,0.3333333333333333,,0.42857142857142855,0.5,0.16666666666666666,,,,,,10.344827586206897,1.0,0.11538461538461539,0.041666666666666664,0.14285714285714285,0.0625,0.125,0.05,0.14285714285714285,,,0.14285714285714285,,0.08333333333333333,0.3333333333333333,0.8333333333333334,0.4,0.4,1.0,,,,0.16666666666666666,1.0,,1.0,,,1.0,0.5158,0.6082,0.6082,0.14285714285714285,0.16666666666666666,0.3333333333333333,2.18,25.6,0.4342105263157895,,,,,,,,,2.0,,,,,,,,,0.2,0.5,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,0.5,0.2,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203998,1610612761,Bruno Caboclo,Bruno Caboclo,203998,TOR,2561.0,43,-8,89,87,45,27,13.0,176,,,,,,,2.0,2.0,1.0,1.0,,5.0,7.0,,3.0,86,2.0,1.0,,3.0,3.0,3.0,,,2.0,2.0,,,1.0,1.0,1.0,,,,3.0,,1.0,,,1.0,1.0,2.0,2.0,1.0,2.0,,4.0,2.0,,2.0,,,,1.0,,1.0,1.0,1.0,3.0,45,,,,,0.125,0.25,0.125,0.25,0.5833333333333334,,0.4,,1.0,,15.533980582524272,0.5,,0.03571428571428571,,,,0.021739130434782608,0.14285714285714285,,,,,,1.0,,,,,0.16666666666666666,,,0.16666666666666666,,0.3333333333333333,,,0.16666666666666666,0.5833333333333334,0.4817458333333333,0.3415,0.4514583333333333,,,1.0,13.24,23.857142857142858,0.5056179775280899,,3.0,1.0,5.0,1.0,2.0,1.0,1.0,,3.0,2.0,,,1.0,0.14285714285714285,0.3333333333333333,0.14285714285714285,,,0.25,,,,0.4166666666666667,0.2,0.2,1.0,0.3333333333333333,0.5,,,,,,,,2.0,1.0,,,,,,,,,,,,,1.0,0.5,,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201949,1610612761,James Johnson,James Johnson,201949,TOR,191.0,3,-1,9,9,6,9,1.0,18,,,,,,,,,,,,,,,,7,,,,,,,,,,,,1.0,,1.0,,,,,2.0,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,6,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202709,1610612761,Cory Joseph,Cory Joseph,202709,TOR,360.0,6,4,12,12,11,4,,24,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,1.0,2.0,1.0,,,,,,,11,,,,,,,,,,,,,,,16.666666666666668,1.0,0.3333333333333333,,,,0.2,,,,,,0.5,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,0.9166666666666666,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203082,1610612761,Terrence Ross,Terrence Ross,203082,TOR,988.0,16,9,35,31,24,14,4.0,66,1.0,2.0,,1.0,2.0,1.0,2.0,7.0,1.0,4.0,2.0,4.0,9.0,1.0,17.0,29,,1.0,2.0,4.0,4.0,11.0,2.0,2.0,7.0,,1.0,1.0,,1.0,,,1.0,,2.0,1.0,,3.0,4.0,7.0,1.0,8.0,,,,,,,,1.0,2.0,2.0,1.0,,,,,,11.0,24,0.5,0.5,0.5,0.5,0.6153846153846154,0.625,0.6071428571428571,0.6111111111111112,0.6923076923076923,0.1111111111111111,,,,,35.0,,0.3333333333333333,,0.375,0.14285714285714285,0.35,0.06666666666666667,,,,0.5,0.25,0.42857142857142855,,0.15384615384615385,0.5,0.5,1.0,0.15384615384615385,0.5,0.5,0.5384615384615384,,1.0,0.25,0.5,0.5,0.8461538461538461,0.5148,0.5037,0.48635625,0.07142857142857142,0.2,0.6470588235294118,5.225,25.055555555555557,0.6857142857142857,,,1.0,2.0,,,4.0,2.0,1.0,12.0,,,,1.0,0.4444444444444444,0.5,0.4444444444444444,,,,,,,0.15384615384615385,0.5,1.0,1.0,,,,3.0,,,,3.0,,,,,,,,,,0.42857142857142855,0.42857142857142855,1.0,,0.42857142857142855,,,,0.5,,,,,2.0,0.5,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203461,1610612761,Anthony Bennett,Anthony Bennett,203461,TOR,174.0,3,-9,7,7,7,4,2.0,14,,,,,,,1.0,,,,,1.0,,,,9,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,11.11111111111111,,1.0,,0.5,,0.6666666666666666,,,,,,1.0,0.5,,,,,,1.0,,,,,,,,,,0.3499,,0.3499,,,,5.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202687,1610612761,Bismack Biyombo,Bismack Biyombo,202687,TOR,312.0,5,4,13,11,12,7,3.0,24,1.0,2.0,,1.0,2.0,,,,,,1.0,2.0,,1.0,3.0,8,,,1.0,2.0,,3.0,,2.0,,1.0,,,,,,,,,,2.0,,,,,2.0,2.0,,,,,,,,,1.0,2.0,,,,,1.0,1.0,3.0,12,,,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,0.5,,,18.75,,,,,1.0,,0.3333333333333333,,,1.0,,,,1.0,1.0,0.5,1.0,,,,,,,,1.0,0.5,,1.0,0.5244,,0.5244,,,1.0,2.15,,0.9230769230769231,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.5,,,,,,,,,0.3333333333333333,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
