EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FTOffRebounds,FTDefRebounds,LostBallSteals,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,SelfOReb,Offensive Fouls,Offensive Fouls Drawn,BlockingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChancePointsPct,ShortMidRangeAssists,Charge Fouls,Charge Fouls Drawn,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,Loose Ball Fouls,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,Fg3aBlocked,Travels,FG3APctBlocked,Corner3PctBlocked,LongMidRangePctBlocked,SecondChanceArc3FGM,Loose Ball Fouls Drawn,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,on,SecondChanceTurnovers,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveMakes,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,Clear Path Fouls
1626153,1610612761,Delon Wright,Delon Wright,1626153,TOR,5398.0,90,20,180,184,98.0,72,21,364,7.0,14.0,1.0,5.0,10.0,3.0,6.0,2.0,3.0,4.0,6.0,1.0,3.0,3.0,12.0,23.0,4.0,6.0,17.0,53.0,178,2.0,1.0,7.0,15.0,3.0,3.0,8.0,31.0,6.0,18.0,3.0,9.0,6.0,4.0,2.0,7.0,9.0,16.0,4.0,5.0,6.0,1.0,41.0,2.0,3.0,8.0,3.0,11.0,5.0,16.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,2,11.0,21.0,1.0,9.0,2.0,3.0,2.0,1.0,3.0,2.0,31.0,98.0,1.0,0.25,0.25,0.25,0.6666666666666666,1.0,0.6666666666666666,0.5217391304347826,0.4666666666666667,0.6206896551724138,0.6388888888888888,0.6794871794871795,0.6739130434782609,0.20689655172413793,0.08695652173913043,0.07142857142857142,0.16666666666666666,21.890547263681594,0.6,0.05263157894736842,0.05660377358490566,0.21621621621621623,0.06896551724137931,0.11702127659574468,0.06097560975609756,0.0625,0.13333333333333333,0.08333333333333333,0.03571428571428571,0.07692307692307693,0.0625,0.1935483870967742,0.3333333333333333,0.6666666666666666,0.4827586206896552,0.5,0.5384615384615384,0.42857142857142855,0.20689655172413793,0.5,0.6,0.10344827586206896,0.6666666666666666,0.6666666666666666,0.20689655172413793,0.6666666666666666,0.6666666666666666,0.25,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.5,0.16666666666666666,1.0,0.6896551724137931,0.6666666666666666,0.4896224137931034,0.48515,0.47478611111111113,0.24324324324324326,0.2903225806451613,0.5849056603773585,5.213043478260869,25.96666666666667,0.5444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1626181,1610612761,Norman Powell,Norman Powell,1626181,TOR,5484.0,91,27,183,186,102.0,50,22,369,11.0,17.0,,6.0,11.0,,2.0,4.0,14.0,4.0,6.0,2.0,2.0,4.0,15.0,33.0,9.0,12.0,8.0,65.0,178,2.0,2.0,7.0,18.0,5.0,8.0,6.0,35.0,12.0,18.0,21.0,6.0,6.0,4.0,1.0,2.0,6.0,8.0,4.0,2.0,2.0,,22.0,1.0,2.0,6.0,10.0,17.0,4.0,21.0,5.0,3.0,2.0,,1.0,,1.0,2.0,1.0,1.0,5,11.0,13.0,1.0,5.0,2.0,,,,,,35.0,102.0,1.0,0.4,0.4,0.7777777777777778,0.75,0.625,0.75,0.45454545454545453,0.3888888888888889,0.6333333333333333,0.5576923076923077,0.6372549019607843,0.603448275862069,0.26666666666666666,0.030303030303030304,0.058823529411764705,,25.853658536585368,1.0,0.18867924528301888,0.03773584905660377,0.17647058823529413,0.037037037037037035,0.1839080459770115,0.0375,,0.0625,0.045454545454545456,0.10714285714285714,0.2,0.3333333333333333,0.19230769230769232,0.125,,0.37777777777777777,0.6470588235294118,0.6875,0.36363636363636365,0.044444444444444446,,,0.3111111111111111,0.2857142857142857,0.2857142857142857,0.13333333333333333,0.6666666666666666,0.6666666666666666,0.5,,0.5,0.4230769230769231,0.5454545454545454,0.15384615384615385,0.5,0.6444444444444445,0.6666666666666666,0.49685888888888907,0.36013333333333336,0.5296596153846154,0.10204081632653061,0.13513513513513514,0.5384615384615384,9.451515151515153,24.71666666666667,0.5573770491803278,5.0,6.0,3.0,4.0,1.0,1.0,2.0,2.0,0.2,0.125,0.045454545454545456,0.5,0.13333333333333333,0.8333333333333334,0.8333333333333334,1.0,0.15384615384615385,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201574,1610612761,Jason Thompson,Jason Thompson,201574,TOR,2265.0,38,1,77,79,33.0,24,10,156,5.0,7.0,3.0,1.0,1.0,1.0,3.0,,,1.0,6.0,,,2.0,6.0,10.0,1.0,6.0,3.0,18.0,81,3.0,,2.0,3.0,,2.0,2.0,6.0,6.0,6.0,3.0,,6.0,1.0,1.0,3.0,,3.0,,,3.0,,6.0,,3.0,3.0,8.0,11.0,3.0,14.0,1.0,1.0,,,,1.0,,1.0,1.0,3.0,4,4.0,4.0,,2.0,,2.0,2.0,,2.0,1.0,6.0,33.0,,0.5,1.0,1.0,0.16666666666666666,,0.16666666666666666,0.6,0.6666666666666666,0.46875,0.4,0.5,0.5,0.375,0.1,0.14285714285714285,,21.59090909090909,,0.36363636363636365,0.13043478260869565,0.21428571428571427,,0.3055555555555556,0.08108108108108109,0.16666666666666666,,,0.2727272727272727,0.5,0.4,0.23076923076923078,,0.5,0.4375,0.7142857142857143,0.8333333333333334,0.4,0.1875,0.3333333333333333,0.3333333333333333,,,,0.375,0.16666666666666666,0.16666666666666666,1.0,1.0,,0.2,1.0,0.4,,0.8125,0.16666666666666666,0.533990625,0.5987666666666667,0.45407000000000003,0.1111111111111111,0.16666666666666666,0.3333333333333333,2.65,25.216666666666665,0.42857142857142855,,,,,,,,,,,0.2222222222222222,,,,,,,,3.0,3.0,6.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201949,1610612761,James Johnson,James Johnson,201949,TOR,2979.0,50,-16,96,101,29.0,29,12,197,6.0,9.0,2.0,,1.0,2.0,3.0,,,1.0,2.0,,,,8.0,12.0,1.0,3.0,1.0,20.0,102,3.0,,1.0,3.0,,,,2.0,4.0,12.0,3.0,,2.0,1.0,,3.0,1.0,4.0,,1.0,1.0,1.0,9.0,2.0,1.0,4.0,7.0,11.0,3.0,14.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,3,9.0,7.0,1.0,4.0,,2.0,2.0,,2.0,2.0,2.0,29.0,,0.25,0.2857142857142857,1.0,0.3333333333333333,,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6333333333333333,0.3333333333333333,0.5555555555555556,0.25,0.2,,,,20.0,0.5,0.22580645161290322,0.02702702702702703,0.2857142857142857,0.13333333333333333,0.24444444444444444,0.057692307692307696,,,0.15384615384615385,0.13333333333333333,0.375,0.25,0.2222222222222222,0.4,1.0,0.6,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.2,0.6666666666666666,0.6666666666666666,,,,0.13333333333333333,0.5,0.5,1.0,0.6666666666666666,,0.3333333333333333,,,,0.8,0.5,0.6024466666666667,0.7102,0.4075333333333333,0.2222222222222222,0.26666666666666666,0.1,3.008333333333334,24.633333333333336,0.3020833333333333,,1.0,,,,,,,,,0.05555555555555555,,0.06666666666666667,,,,,,1.0,2.0,4.0,2.0,,,,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,0.5,0.2,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
203512,1610612761,Lucas Nogueira,Lucas Nogueira,203512,TOR,13483.0,225,24,442,445,176.0,146,49,887,27.0,38.0,6.0,11.0,14.0,,1.0,,2.0,1.0,3.0,1.0,1.0,2.0,27.0,41.0,1.0,3.0,8.0,65.0,472,6.0,1.0,11.0,15.0,1.0,2.0,5.0,30.0,52.0,2.0,3.0,,3.0,1.0,3.0,5.0,2.0,7.0,2.0,,4.0,,16.0,8.0,9.0,6.0,17.0,28.0,18.0,46.0,12.0,10.0,4.0,,2.0,7.0,2.0,11.0,4.0,12.0,29,11.0,15.0,1.0,6.0,2.0,12.0,6.0,5.0,12.0,7.0,30.0,173.0,,0.9629629629629629,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.6585365853658537,0.7333333333333333,0.6477272727272727,0.7352941176470589,0.6372549019607843,0.6818181818181818,0.06818181818181818,0.07317073170731707,0.07894736842105263,,12.525252525252524,0.36363636363636365,0.11486486486486487,0.07317073170731707,0.08108108108108109,0.10526315789473684,0.1036036036036036,0.08542713567839195,0.058823529411764705,0.05714285714285714,0.08620689655172414,0.140625,0.10204081632653061,0.08571428571428572,0.06779661016949153,0.13333333333333333,0.5833333333333334,0.8636363636363636,0.7105263157894737,0.7714285714285715,0.9629629629629629,0.022727272727272728,,,0.045454545454545456,,,0.06818181818181818,0.3333333333333333,0.3333333333333333,1.0,0.8571428571428571,0.14285714285714285,0.8235294117647058,0.7857142857142857,0.11764705882352941,0.5,0.9318181818181818,0.3333333333333333,0.6733545454545454,0.55108,0.722764705882353,0.12244897959183673,0.13043478260869565,0.46153846153846156,1.8365853658536588,25.46666666666667,0.39819004524886875,,,,,1.0,5.0,2.0,2.0,0.38461538461538464,0.05,0.09259259259259259,,,,,,,,2.0,2.0,6.0,2.0,1.0,3.0,,,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.07692307692307693,,0.3333333333333333,0.09230769230769231,1.0,,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
202709,1610612761,Cory Joseph,Cory Joseph,202709,TOR,8423.0,140,23,279,278,111.0,93,31,557,12.0,18.0,2.0,4.0,5.0,6.0,15.0,2.0,9.0,2.0,8.0,1.0,1.0,5.0,20.0,42.0,3.0,12.0,7.0,56.0,297,5.0,2.0,7.0,16.0,2.0,6.0,2.0,22.0,2.0,38.0,9.0,,8.0,2.0,2.0,8.0,6.0,14.0,5.0,1.0,6.0,,34.0,,4.0,1.0,8.0,9.0,4.0,13.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,6.0,1.0,6.0,8,10.0,12.0,1.0,5.0,1.0,2.0,1.0,,2.0,1.0,22.0,108.0,,0.05,0.05263157894736842,1.0,0.25,0.3333333333333333,0.25,0.47619047619047616,0.4375,0.4537037037037037,0.45454545454545453,0.4576271186440678,0.4583333333333333,0.2222222222222222,0.047619047619047616,0.1111111111111111,,20.833333333333332,0.5,0.08333333333333333,0.05263157894736842,0.023809523809523808,,0.06521739130434782,0.03225806451612903,0.05,,,0.16666666666666666,0.029411764705882353,0.038461538461538464,,0.16666666666666666,0.5,0.3333333333333333,0.6666666666666666,0.75,0.08333333333333333,0.2777777777777778,0.4,0.4,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.14814814814814814,0.25,0.25,1.0,0.2857142857142857,0.14285714285714285,0.22727272727272727,0.8,0.22727272727272727,0.2,0.5555555555555556,0.25,0.47600865384615376,0.45639,0.4411549999999999,0.08620689655172414,0.10869565217391304,0.39285714285714285,7.104761904761904,25.50833333333333,0.3978494623655914,1.0,4.0,1.0,1.0,,,1.0,1.0,,,0.08823529411764706,,0.07407407407407407,0.25,0.25,1.0,0.045454545454545456,1.0,1.0,2.0,7.0,2.0,2.0,,,1.0,0.4,0.5,0.5,0.07407407407407407,,0.5,0.125,2.0,,,,1.0,,,,1.0,,,,,,1.0,1.0,1.0,2.0,0.5,0.14285714285714285,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,
203082,1610612761,Terrence Ross,Terrence Ross,203082,TOR,7346.0,122,20,236,234,77.0,68,21,470,7.0,9.0,2.0,5.0,5.0,2.0,5.0,3.0,8.0,7.0,18.0,2.0,3.0,6.0,12.0,22.0,10.0,26.0,1.0,55.0,265,2.0,2.0,8.0,10.0,3.0,6.0,1.0,26.0,8.0,16.0,27.0,3.0,17.0,7.0,1.0,4.0,2.0,6.0,,2.0,3.0,1.0,14.0,1.0,,6.0,5.0,12.0,1.0,13.0,5.0,4.0,,,,1.0,,1.0,,2.0,7,2.0,1.0,1.0,1.0,,1.0,,,1.0,,26.0,77.0,,0.3333333333333333,0.3333333333333333,0.9,0.38461538461538464,0.5,0.4,0.5454545454545454,0.8,0.5625,0.78125,0.5729166666666666,0.8125,0.5416666666666666,0.045454545454545456,0.1111111111111111,,18.846153846153847,,0.06493506493506493,,0.14285714285714285,0.023255813953488372,0.09243697478991597,0.010309278350515464,,,,0.09090909090909091,0.03571428571428571,0.0625,0.18181818181818182,,,0.1875,0.7777777777777778,0.875,0.42857142857142855,0.10416666666666667,0.4,0.4,0.16666666666666666,0.375,0.375,0.375,0.3888888888888889,0.3888888888888889,0.8571428571428571,0.5,0.5,0.3125,1.0,0.375,0.5,0.7291666666666666,0.4117647058823529,0.5106148936170213,0.4382625,0.5192906249999999,0.020833333333333332,0.045454545454545456,0.4727272727272727,9.695454545454545,25.02307692307693,0.326271186440678,3.0,8.0,,,,1.0,1.0,2.0,0.14285714285714285,,,0.3333333333333333,0.16666666666666666,0.375,0.42857142857142855,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,0.07142857142857142,,,,,,,,,,1.0,1.0,1.0,0.038461538461538464,0.125,,,,,,True,,,,,,,,,,,
203998,1610612761,Bruno Caboclo,Bruno Caboclo,203998,TOR,2249.0,37,-12,76,76,33.0,20,10,152,,,,,,,2.0,,3.0,,2.0,1.0,,1.0,,5.0,1.0,7.0,,3.0,78,2.0,1.0,,3.0,1.0,3.0,,3.0,,,3.0,,2.0,,2.0,,,,,,,,,,1.0,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,1,,,,,,1.0,,1.0,1.0,1.0,3.0,33.0,,,,1.0,0.14285714285714285,0.3333333333333333,0.14285714285714285,,,0.125,0.25,0.125,0.25,0.5833333333333334,0.4,,1.0,16.091954022988507,0.5,,0.041666666666666664,,,,0.025,0.14285714285714285,,,,,,,,1.0,,,,,0.16666666666666666,,,0.25,,,0.16666666666666666,,,,,0.3333333333333333,,,0.16666666666666666,,0.5833333333333334,,0.4817458333333333,0.3415,0.4514583333333333,,,1.0,13.24,23.857142857142858,0.4342105263157895,1.0,5.0,1.0,2.0,,1.0,1.0,,0.5,,,,0.4166666666666667,0.2,0.2,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201942,1610612761,DeMar DeRozan,DeMar DeRozan,201942,TOR,3832.0,64,23,123,118,54.0,65,12,241,4.0,8.0,,1.0,5.0,8.0,12.0,5.0,8.0,1.0,2.0,,1.0,2.0,17.0,28.0,1.0,2.0,9.0,46.0,137,,,4.0,10.0,1.0,2.0,4.0,15.0,2.0,32.0,,3.0,2.0,1.0,2.0,5.0,,5.0,,,5.0,,10.0,1.0,,4.0,3.0,7.0,1.0,8.0,1.0,1.0,1.0,,1.0,1.0,,2.0,1.0,2.0,4,8.0,12.0,3.0,6.0,1.0,,,,,,15.0,51.0,1.0,0.058823529411764705,0.058823529411764705,,0.5,0.5,0.5,0.6071428571428571,0.4,0.6166666666666667,0.4583333333333333,0.6617647058823529,0.5,0.06666666666666667,0.07142857142857142,0.125,0.08333333333333333,26.470588235294116,0.5,0.06976744186046512,,0.21052631578947367,0.05555555555555555,0.11290322580645161,0.020833333333333332,,,0.06666666666666667,0.11764705882352941,0.058823529411764705,,0.26666666666666666,,,0.26666666666666666,0.5,0.5714285714285714,,0.4,0.6666666666666666,0.7272727272727273,0.26666666666666666,0.625,0.625,0.06666666666666667,0.5,0.5,,,,0.4166666666666667,0.2,0.16666666666666666,0.5,0.3333333333333333,0.5,0.42475333333333337,,0.455875,0.18181818181818182,0.1935483870967742,0.32608695652173914,8.875000000000002,25.3,0.43902439024390244,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,
203461,1610612761,Anthony Bennett,Anthony Bennett,203461,TOR,1402.0,23,5,47,48,44.0,23,9,95,2.0,2.0,1.0,2.0,2.0,,2.0,,,1.0,2.0,,1.0,2.0,2.0,4.0,3.0,4.0,2.0,15.0,48,1.0,,2.0,4.0,3.0,4.0,2.0,15.0,,4.0,9.0,,2.0,1.0,,,,,,,,,,,1.0,2.0,3.0,5.0,1.0,6.0,1.0,,,,,,,,,1.0,1,1.0,2.0,,,1.0,,,,,,15.0,44.0,,,,1.0,0.75,0.75,0.75,0.5,0.5,0.8125,0.8125,0.7777777777777778,0.7777777777777778,0.5,,,,14.285714285714285,,0.5,0.05,0.2222222222222222,,0.3333333333333333,0.04,,0.16666666666666666,,,0.5,0.6666666666666666,0.2222222222222222,,,0.25,1.0,1.0,,0.25,,,,,,0.25,0.5,0.5,1.0,1.0,,0.25,1.0,0.25,0.5,0.75,0.5,0.47672499999999995,0.4559,0.47672499999999995,,,1.0,4.15,24.725,0.9361702127659575,2.0,2.0,2.0,2.0,,,1.0,,,,,,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,2.0,2.0,,,,,1.0,1.0,1.0,,,1.0,0.13333333333333333,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,
