EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedCorner3,Blocks,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,ShootingFouls,SecondChanceFg2Pct,SecondChanceEfgPct,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,LongMidRangeFGM,Arc3FGM,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,Blocked2s,BlockedAtRim,BlockedShortMidRange,RecoveredBlocks,OffCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,PtsUnassisted3s,Arc3Assists,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SecondChanceCorner3FGA,PenaltyArc3FGM,SecondChanceCorner3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Offensive Fouls,BlockedLongMidRange,SecondChanceArc3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,BlockingFouls,OffFTReboundPct,Charge Fouls Drawn,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,SecondChanceCorner3FGM,HeaveMakes,HeaveAttempts,BlockingFoulsDrawn,DefensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedArc3,3SecondViolations,Clear Path Fouls,3pt And 1 Free Throw Trips
200757,1610612737,Thabo Sefolosha,Thabo Sefolosha,200757,ATL,4511.0,75,-22.0,154,149,37,50,13.0,303,3.0,6.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,2.0,2.0,4.0,10.0,1.0,7.0,3.0,14.0,165,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,6.0,6.0,2.0,3.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,8.0,1.0,2.0,3.0,7.0,2.0,12.0,3.0,15.0,1.0,5.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,6.0,1.0,5.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,37,1.0,1.0,0.75,0.75,1.0,0.1428571428571428,0.5,0.1428571428571428,0.4,0.5,0.3235294117647059,0.625,0.35,0.25,0.6,0.4117647058823529,0.1,0.1666666666666666,15.568862275449105,0.3333333333333333,0.4,0.1891891891891892,0.0512820512820512,0.125,0.0416666666666666,0.1639344262295081,0.0476190476190476,0.0769230769230769,0.0714285714285714,0.0588235294117647,0.2222222222222222,0.1538461538461538,0.2,0.2142857142857142,0.1111111111111111,0.3529411764705882,0.5,0.6,0.6666666666666666,0.0588235294117647,1.0,1.0,1.0,0.1764705882352941,0.2941176470588235,0.2,0.2,1.0,0.1176470588235294,1.0,0.5,0.5,0.5,0.5,0.7647058823529411,0.5183058823529412,0.579225,0.0555555555555555,0.0909090909090909,0.0714285714285714,0.4285714285714285,7.1,24.85714285714285,0.2402597402597402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
200794,1610612737,Paul Millsap,Paul Millsap,200794,ATL,1846.0,31,-29.0,63,57,14,20,11.0,120,4.0,6.0,1.0,2.0,2.0,2.0,6.0,3.0,,,,,,6.0,15.0,,,7.0,19.0,74,1.0,,2.0,2.0,4.0,,,2.0,6.0,10.0,2.0,,,,1.0,1.0,1.0,,,2.0,2.0,,2.0,3.0,1.0,6.0,2.0,8.0,,,,,4.0,3.0,4.0,,1.0,2.0,8.0,2.0,4.0,1.0,,4.0,,,8.0,3.0,1.0,,,,,6.0,14,,1.0,0.8333333333333334,1.0,,,,,0.4,0.5,0.4,0.5,0.5,1.0,0.6,,,,36.98630136986301,0.5,0.5,0.2727272727272727,,0.1666666666666666,0.3333333333333333,0.217391304347826,0.0666666666666666,,,0.3333333333333333,0.2,1.0,0.2,0.1428571428571428,,0.4,0.6666666666666666,0.6666666666666666,0.75,0.4,0.3333333333333333,0.3333333333333333,1.0,0.2,,,,,,1.0,0.5,1.0,,,0.4,0.50576,0.54955,0.1666666666666666,0.1666666666666666,0.1052631578947368,0.3157894736842105,6.3133333333333335,,0.2222222222222222,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,3300.0,55,-13.0,105,110,27,31,6.0,215,3.0,3.0,,1.0,1.0,3.0,8.0,3.0,,,,,5.0,7.0,14.0,4.0,5.0,4.0,30.0,121,,,,1.0,2.0,,,,2.0,8.0,6.0,12.0,5.0,,2.0,4.0,1.0,,1.0,10.0,1.0,,4.0,4.0,1.0,9.0,1.0,10.0,,,,,1.0,,,,1.0,,1.0,,,,,3.0,,,4.0,2.0,,,,3.0,,2.0,27,,,0.5714285714285714,0.5714285714285714,1.0,0.8,,0.8,0.5,0.5,0.6842105263157895,0.5,0.7142857142857143,,0.5,0.2631578947368421,,,19.469026548672566,1.0,0.3333333333333333,0.1818181818181818,,0.2222222222222222,0.05,0.2,0.02,,,,0.1428571428571428,0.3,,0.2,,0.1578947368421052,1.0,1.0,1.0,0.4210526315789473,0.375,0.375,,0.1578947368421052,,,,,0.2631578947368421,,0.5,1.0,,,0.4210526315789473,0.5127526315789473,0.67685,0.0952380952380952,0.125,,0.0666666666666666,9.085714285714284,24.46,0.2571428571428571,,,,,,,,,0.3333333333333333,,1.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,0.1666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.8,0.8,1.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
202714,1610612737,Shelvin Mack,Shelvin Mack,202714,ATL,10761.0,179,-28.0,369,367,120,157,32.0,736,18.0,24.0,2.0,8.0,11.0,13.0,28.0,16.0,2.0,7.0,,1.0,20.0,36.0,68.0,4.0,27.0,9.0,93.0,379,3.0,,4.0,18.0,28.0,,6.0,,36.0,26.0,46.0,6.0,20.0,5.0,24.0,38.0,11.0,6.0,7.0,90.0,,2.0,6.0,13.0,1.0,20.0,2.0,22.0,1.0,8.0,4.0,4.0,8.0,7.0,6.0,,1.0,1.0,14.0,1.0,7.0,,2.0,11.0,,,12.0,7.0,,,,,,36.0,120,1.0,,0.3611111111111111,0.3611111111111111,0.5,0.1481481481481481,,0.1481481481481481,0.5294117647058824,0.6428571428571429,0.4421052631578947,0.5294117647058824,0.4646464646464646,0.5,0.5294117647058824,0.2842105263157894,0.0735294117647058,0.0833333333333333,28.25,0.5714285714285714,0.0833333333333333,0.1226415094339622,0.0208333333333333,0.109090909090909,,0.1180124223602484,0.0121951219512195,,,,0.1875,0.0625,0.119047619047619,0.1219512195121951,0.02,0.2526315789473684,0.75,0.8181818181818182,0.5,0.2947368421052631,0.4642857142857143,0.52,0.1538461538461538,0.1684210526315789,0.0736842105263157,0.2857142857142857,0.2857142857142857,1.0,0.2105263157894736,0.5,0.3235294117647059,0.7272727272727273,0.0294117647058823,,0.5368421052631579,0.5054231578947369,0.5034926470588235,0.0707070707070707,0.0972222222222222,0.043010752688172,0.3870967741935484,8.15735294117647,24.607407407407404,0.3252032520325203,2.0,2.0,,3.0,5.0,2.0,0.6666666666666666,0.5,0.0714285714285714,1.0,5.0,2.0,2.0,14.0,2.0,,,,,,,0.3125,0.3125,0.4,0.1,0.1,,0.1,1.0,5.0,1.0,6.0,12.0,3.0,1.0,0.1071428571428571,0.0555555555555555,0.5,0.25,0.1470588235294117,0.42505,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
203200,1610612737,Justin Holiday,Justin Holiday,203200,ATL,5840.0,97,,200,195,66,89,16.0,395,4.0,6.0,1.0,1.0,2.0,,1.0,,1.0,7.0,,2.0,6.0,4.0,7.0,2.0,13.0,2.0,16.0,184,1.0,,2.0,1.0,2.0,1.0,4.0,,5.0,6.0,2.0,6.0,6.0,1.0,4.0,4.0,3.0,1.0,,8.0,1.0,,4.0,6.0,,10.0,1.0,11.0,,5.0,4.0,1.0,2.0,2.0,2.0,,,,4.0,,7.0,,,6.0,,,6.0,3.0,,,,1.0,,5.0,66,1.0,,0.75,0.75,1.0,0.1538461538461538,0.25,0.1538461538461538,0.5714285714285714,0.5,0.35,0.4166666666666667,0.3478260869565217,0.3333333333333333,0.4166666666666667,0.65,0.1428571428571428,,12.558139534883722,0.5,,0.0833333333333333,,0.1379310344827586,0.0277777777777777,0.099009900990099,0.0117647058823529,,,,0.15,,0.0909090909090909,0.1363636363636363,,0.3,0.6666666666666666,0.6666666666666666,0.75,0.05,,,,,0.35,0.1428571428571428,0.1428571428571428,1.0,0.3,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,,0.95,0.6092225000000001,0.6366583333333333,0.1304347826086956,0.3,0.125,0.3125,1.9285714285714284,24.0,0.33,1.0,1.0,,2.0,1.0,4.0,1.0,0.3333333333333333,0.1428571428571428,1.0,,1.0,1.0,,,1.0,,1.0,1.0,0.0769230769230769,1.0,,,,0.1666666666666666,0.1666666666666666,1.0,0.1666666666666666,1.0,2.0,2.0,,,,,1.0,,,0.3333333333333333,0.3333333333333333,0.4580499999999999,1.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2594,1610612737,Kyle Korver,Kyle Korver,2594,ATL,2753.0,46,1.0,88,90,19,19,6.0,178,,2.0,,,1.0,,,4.0,1.0,2.0,1.0,1.0,5.0,4.0,6.0,3.0,7.0,6.0,23.0,96,1.0,,2.0,,1.0,2.0,3.0,1.0,7.0,8.0,,9.0,5.0,1.0,5.0,6.0,5.0,,,13.0,,,2.0,4.0,,6.0,,6.0,,1.0,1.0,,1.0,,1.0,,1.0,,2.0,,1.0,,,3.0,,,6.0,,,,,,,7.0,19,,,1.0,1.0,1.0,0.4285714285714285,0.6666666666666666,0.4285714285714285,0.6666666666666666,,0.6538461538461539,0.75,0.7142857142857143,1.0,0.75,0.5384615384615384,0.1666666666666666,0.5,16.666666666666668,0.5,,0.1904761904761904,,0.1428571428571428,,0.1714285714285714,,,,,,0.25,0.2857142857142857,0.0833333333333333,,0.1538461538461538,,,,,,,,0.3076923076923077,0.1538461538461538,0.5,0.5,1.0,0.3846153846153846,,0.25,,0.25,1.0,0.6923076923076923,0.4681653846153846,0.4787875,0.0714285714285714,,0.0869565217391304,0.3043478260869565,13.316666666666668,25.014285714285712,0.2159090909090909,,1.0,,1.0,,1.0,1.0,1.0,0.5,,4.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,1.0,0.4,0.4,1.0,0.4,,2.0,,,1.0,,3.0,,,,,0.5,0.3878,,1.0,,0.5,1.0,0.125,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
201168,1610612737,Tiago Splitter,Tiago Splitter,201168,ATL,1485.0,25,-18.0,51,47,10,24,4.0,98,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,5.0,7.0,,,1.0,11.0,60,1.0,,2.0,1.0,1.0,,,,2.0,6.0,4.0,,,,2.0,2.0,,1.0,1.0,4.0,1.0,,1.0,,,1.0,1.0,2.0,,,,,3.0,2.0,,,1.0,,3.0,,5.0,,,4.0,2.0,,2.0,1.0,,,,,,2.0,10,,1.0,0.6,0.6,,,,,0.7142857142857143,1.0,0.7142857142857143,1.0,0.6875,1.0,1.0,,,,20.0,1.0,,,,0.1111111111111111,0.1428571428571428,0.0588235294117647,0.0434782608695652,,,0.25,,,,0.25,,0.7142857142857143,0.8,0.8,0.75,0.1428571428571428,1.0,1.0,,0.1428571428571428,,,,,,1.0,1.0,1.0,,,0.7142857142857143,0.5870142857142857,0.4279,0.125,0.125,0.1818181818181818,0.1818181818181818,4.842857142857143,,0.196078431372549,1.0,1.0,,,1.0,4.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.7145,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
203934,1610612737,Lamar Patterson,Lamar Patterson,203934,ATL,3820.0,64,-12.0,130,136,51,62,17.0,266,1.0,3.0,,,1.0,,,1.0,1.0,2.0,,1.0,9.0,1.0,4.0,1.0,11.0,6.0,11.0,142,,,,,1.0,,5.0,2.0,2.0,2.0,,3.0,9.0,2.0,4.0,6.0,4.0,,,14.0,,,2.0,3.0,,5.0,,5.0,,1.0,1.0,,1.0,1.0,4.0,1.0,,,5.0,,6.0,,,6.0,,1.0,7.0,4.0,,,,,,2.0,51,1.0,,1.0,1.0,1.0,0.0909090909090909,,0.0909090909090909,0.25,,0.1666666666666666,,0.3055555555555556,,0.1428571428571428,0.7333333333333333,0.5,0.6666666666666666,15.753424657534246,0.2,,0.09375,,0.1,,0.0961538461538461,,,,,0.0909090909090909,0.125,0.0769230769230769,0.1428571428571428,,0.2,0.3333333333333333,1.0,1.0,,,,,0.0666666666666666,0.1333333333333333,0.5,0.5,1.0,0.6,,0.1666666666666666,,0.1666666666666666,,0.9333333333333332,0.5223833333333334,0.5117,0.2222222222222222,0.5714285714285714,,0.1818181818181818,5.9,24.981818181818177,0.3923076923076923,,,,3.0,2.0,5.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,4.0,,,1.0,1.0,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
203118,1610612737,Mike Scott,Mike Scott,203118,ATL,6534.0,109,15.0,230,231,79,122,18.0,461,7.0,10.0,1.0,1.0,3.0,5.0,11.0,4.0,1.0,3.0,,1.0,11.0,13.0,25.0,7.0,14.0,6.0,53.0,209,2.0,,2.0,3.0,8.0,3.0,6.0,,15.0,22.0,4.0,18.0,11.0,,10.0,13.0,7.0,3.0,,29.0,1.0,3.0,9.0,13.0,,22.0,4.0,26.0,,5.0,4.0,1.0,1.0,,4.0,1.0,1.0,2.0,5.0,2.0,7.0,,,8.0,,,9.0,3.0,2.0,,,3.0,,15.0,79,1.0,1.0,0.8461538461538461,0.9166666666666666,0.8571428571428571,0.5,0.5,0.5,0.52,0.375,0.6025641025641025,0.5357142857142857,0.6162790697674418,0.3333333333333333,0.5,0.358974358974359,,,19.4331983805668,0.2,,0.1756756756756756,0.0517241379310344,0.2571428571428571,0.0222222222222222,0.2018348623853211,0.0388349514563106,0.0526315789473684,0.1176470588235294,,0.1666666666666666,0.16,0.1935483870967742,0.2857142857142857,,0.2564102564102564,0.7,0.7,0.8571428571428571,0.282051282051282,0.4545454545454545,0.4545454545454545,0.8,0.1025641025641025,0.0769230769230769,0.3333333333333333,0.3333333333333333,1.0,0.282051282051282,0.3333333333333333,0.2142857142857142,0.3333333333333333,0.0714285714285714,,0.6153846153846154,0.4785144736842104,0.4477576923076923,0.073170731707317,0.1111111111111111,0.0377358490566037,0.2830188679245283,6.864000000000001,25.87142857142857,0.3434782608695652,1.0,1.0,2.0,,3.0,3.0,0.5,0.3333333333333333,0.1428571428571428,1.0,1.0,6.0,6.0,3.0,2.0,3.0,,2.0,3.0,0.0833333333333333,1.0,0.25,0.25,1.0,0.5454545454545454,0.5454545454545454,0.8333333333333334,0.5454545454545454,1.0,5.0,1.0,3.0,1.0,1.0,,,,,0.3333333333333333,0.3571428571428571,0.5208833333333334,,3.0,,0.6,,,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
203145,1610612737,Kent Bazemore,Kent Bazemore,203145,ATL,736.0,12,-19.0,26,25,8,7,4.0,51,1.0,2.0,,1.0,1.0,,,,,,,,2.0,1.0,2.0,1.0,2.0,,5.0,35,,,3.0,1.0,1.0,,,,2.0,2.0,,3.0,2.0,,1.0,1.0,1.0,,,2.0,,,1.0,,1.0,2.0,,2.0,,,,,1.0,,2.0,,1.0,,3.0,,1.0,,,2.0,,1.0,,,,,,,,2.0,8,,,1.0,1.0,1.0,0.5,,0.5,0.5,1.0,0.625,1.0,0.625,1.5,1.0,0.5,,,24.13793103448276,0.3333333333333333,1.0,,,0.25,,0.1,,,,,,,,0.3333333333333333,,0.5,0.5,0.5,1.0,,,,,,,,,,0.5,,1.0,1.0,,,1.0,0.488475,0.4733,,,0.6,0.4,2.55,24.6,0.3076923076923077,,,,1.0,1.0,1.0,,1.5,,,,1.0,1.0,,,,,,,,,,,,0.5,0.5,1.0,0.5,1.0,,1.0,,,,,,,,1.0,,0.48435,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,
