EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PtsPutbacks,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,OffCorner3ReboundPct,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,Charge Fouls Drawn,3pt And 1 Free Throw Trips,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,OffensiveGoaltends,on,Clear Path Fouls,Arc3PctBlocked
101109,1610612742,Raymond Felton,Raymond Felton,101109,DAL,36502.0,608,-32,1220,1249,478,495,117,2469,25,47,1.0,3.0,10,18,15.0,42.0,13.0,39.0,3.0,13.0,2.0,5.0,9.0,53.0,2.0,5.0,25.0,53,128,12.0,66.0,49,191,1325,1.0,5,4.0,2.0,4.0,23,49,5.0,30.0,25.0,86,22,84,33.0,3.0,2.0,51.0,9.0,11.0,44.0,40.0,84.0,26.0,14.0,29.0,5.0,10.0,208.0,2.0,9,1.0,24,30,4.0,58,12,70,3.0,21.0,16.0,5.0,30.0,9.0,25.0,22.0,3.0,5.0,3.0,52,3.0,23.0,19.0,3.0,52.0,4.0,1.0,3.0,50,3.0,8.0,63,8.0,3.0,19,15.0,7.0,3.0,2.0,2.0,7.0,5.0,72,456,5.0,6.0,0.20754716981132076,0.20754716981132076,0.9166666666666666,0.18181818181818182,0.16666666666666666,0.1875,0.4140625,0.2,0.46938775510204084,0.36597938144329895,0.1111111111111111,0.3860759493670886,0.42727272727272725,0.18181818181818182,0.45263157894736844,0.3402061855670103,0.0859375,0.19148936170212766,0.023809523809523808,0.02564102564102564,19.926739926739927,0.5769230769230769,0.0784313725490196,0.02564102564102564,0.08450704225352113,0.026392961876832845,0.10480349344978165,0.009259259259259259,0.09246575342465753,0.019748653500897665,0.025210084033613446,0.03636363636363636,0.017857142857142856,0.012269938650306749,0.058823529411764705,0.08333333333333333,0.109375,0.09248554913294797,0.14285714285714285,0.02727272727272727,0.7142857142857143,0.2422680412371134,0.5319148936170213,0.6578947368421053,0.36,0.21649484536082475,0.35714285714285715,0.36585365853658536,0.06666666666666667,0.20103092783505155,0.3333333333333333,0.34210526315789475,0.07692307692307693,0.06701030927835051,0.23076923076923078,0.23076923076923078,1.0,0.27319587628865977,0.16981132075471697,0.16981132075471697,0.8888888888888888,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.22784810126582278,0.5555555555555556,0.06329113924050633,0.31645569620253167,0.2,0.5824742268041238,0.17647058823529413,0.4669768229166667,0.52085,0.450887012987013,0.09268292682926829,0.1366906474820144,0.020942408376963352,0.450261780104712,9.0828125,25.371212121212118,0.3918032786885246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101111,1610612742,Charlie Villanueva,Charlie Villanueva,101111,DAL,11533.0,192,-17,400,397,123,136,41,797,13,26,4.0,7.0,3,7,10.0,20.0,4.0,4.0,3.0,9.0,1.0,3.0,8.0,46.0,2.0,2.0,12.0,27,50,11.0,55.0,10,97,407,4.0,8,3.0,2.0,10.0,9,14,3.0,15.0,2.0,29,28,26,33.0,,,46.0,8.0,7.0,4.0,2.0,6.0,1.0,1.0,3.0,,1.0,14.0,3.0,6,,13,23,4.0,40,9,49,3.0,7.0,2.0,5.0,3.0,,2.0,6.0,1.0,1.0,1.0,9,2.0,4.0,17.0,1.0,23.0,2.0,2.0,1.0,5,,,10,1.0,,3,1.0,6.0,4.0,,2.0,6.0,3.0,29,123,,1.0,0.5185185185185185,0.6086956521739131,1.0,0.2,0.2,0.2,0.54,0.5,0.6428571428571429,0.4142857142857143,0.36363636363636365,0.46551724137931033,0.44495412844036697,0.4166666666666667,0.48333333333333334,0.5238095238095238,0.14,0.15384615384615385,0.15,,26.280623608017816,0.3333333333333333,0.36363636363636365,,0.22549019607843138,0.05172413793103448,0.19117647058823528,0.030303030303030304,0.21176470588235294,0.04186046511627907,0.04,0.05128205128205128,0.07407407407407407,0.012345679012345678,0.15625,0.2,0.3142857142857143,0.19230769230769232,0.1875,0.05,0.5,0.24761904761904763,0.5,0.5909090909090909,0.6153846153846154,0.19047619047619047,0.5,0.5882352941176471,0.3,0.0380952380952381,1.0,1.0,0.75,0.08571428571428572,0.3333333333333333,0.3333333333333333,1.0,0.4380952380952381,0.17391304347826086,0.17391304347826086,1.0,0.6363636363636364,0.5714285714285714,0.09090909090909091,0.18181818181818182,0.2413793103448276,0.42857142857142855,0.10344827586206896,0.41379310344827586,0.16666666666666666,0.7714285714285715,0.17391304347826086,0.5239795238095237,0.55560625,0.4999879310344827,0.037037037037037035,0.057692307692307696,0.10309278350515463,0.29896907216494845,5.102,24.7,0.3075,1.0,8.0,1.0,1.0,1.0,0.1111111111111111,0.3333333333333333,0.017857142857142856,,,,,,,,,,,,,,,,,,,,,,True,,
101114,1610612742,Deron Williams,Deron Williams,101114,DAL,19691.0,328,-97,678,693,272,276,56,1371,11,23,,1.0,3,12,13.0,30.0,12.0,34.0,2.0,7.0,,2.0,9.0,34.0,5.0,4.0,12.0,36,87,11.0,41.0,33,138,746,3.0,6,5.0,,9.0,10,33,5.0,14.0,18.0,53,16,56,27.0,6.0,,34.0,9.0,6.0,36.0,12.0,48.0,10.0,2.0,24.0,6.0,6.0,108.0,1.0,2,1.0,8,18,2.0,28,4,32,,14.0,7.0,7.0,15.0,2.0,9.0,7.0,1.0,6.0,2.0,22,2.0,10.0,12.0,,27.0,1.0,,1.0,31,2.0,4.0,39,,3.0,10,6.0,3.0,1.0,,2.0,3.0,1.0,48,257,2.0,4.0,0.2222222222222222,0.2222222222222222,0.8181818181818182,0.2682926829268293,0.35714285714285715,0.2682926829268293,0.41379310344827586,0.5,0.30303030303030304,0.41015625,0.4090909090909091,0.3723404255319149,0.4689655172413793,0.4090909090909091,0.4732142857142857,0.3203125,0.06896551724137931,0.13043478260869565,0.03333333333333333,0.058823529411764705,22.476446837146703,0.6818181818181818,0.08333333333333333,0.05263157894736842,0.09045226130653267,0.011111111111111112,0.06015037593984962,0.007633587786259542,0.0783132530120482,0.00964630225080386,0.01639344262295082,,0.014925373134328358,0.010101010101010102,0.078125,0.09722222222222222,0.09523809523809523,0.06796116504854369,0.03333333333333333,,0.3333333333333333,0.1796875,0.4782608695652174,0.55,0.09090909090909091,0.234375,0.43333333333333335,0.4482758620689655,0.07692307692307693,0.265625,0.35294117647058826,0.375,0.5,0.0546875,0.2857142857142857,0.2857142857142857,1.0,0.265625,0.2647058823529412,0.2647058823529412,0.7777777777777778,0.09090909090909091,,,0.45454545454545453,0.2553191489361702,0.25,0.0425531914893617,0.2553191489361702,0.3333333333333333,0.5,0.2647058823529412,0.4543984375000001,0.45364000000000004,0.4564191489361702,0.08633093525179857,0.10309278350515463,0.06521739130434782,0.38405797101449274,10.083908045977013,24.960975609756098,0.40117994100294985,1.0,,,1.0,2.0,,0.5,0.047619047619047616,1.0,1.0,2.0,1.0,0.2,0.2,1.0,,,,,,,,,,,,,,,True,,
1717,1610612742,Dirk Nowitzki,Dirk Nowitzki,1717,DAL,41628.0,694,2,1393,1364,474,442,137,2757,22,30,1.0,4.0,5,6,32.0,73.0,51.0,115.0,3.0,14.0,,5.0,28.0,91.0,16.0,8.0,29.0,105,218,31.0,105.0,77,380,1500,9.0,18,16.0,3.0,39.0,27,58,9.0,34.0,44.0,125,134,76,93.0,,,91.0,28.0,3.0,29.0,18.0,47.0,11.0,7.0,22.0,1.0,6.0,112.0,8.0,5,,37,79,12.0,128,13,141,1.0,17.0,11.0,6.0,15.0,6.0,9.0,12.0,1.0,6.0,,27,3.0,12.0,28.0,1.0,47.0,1.0,4.0,4.0,97,2.0,7.0,89,7.0,4.0,27,19.0,10.0,5.0,1.0,4.0,10.0,5.0,121,465,4.0,18.0,0.638095238095238,0.638095238095238,1.0,0.29523809523809524,0.2647058823529412,0.29523809523809524,0.481651376146789,0.5,0.46551724137931033,0.46904024767801855,0.5294117647058824,0.44021739130434784,0.5193370165745856,0.5428571428571428,0.5434782608695652,0.32507739938080493,0.013761467889908258,0.06666666666666667,0.0136986301369863,,25.11297611362169,0.5555555555555556,0.24,,0.1984924623115578,0.012987012987012988,0.14979757085020243,0.031746031746031744,0.17984496124031008,0.02040816326530612,0.007518796992481203,0.015037593984962405,0.01680672268907563,0.035897435897435895,0.1889763779527559,0.2222222222222222,0.18620689655172415,0.15730337078651685,0.13043478260869565,0.005494505494505495,0.5,0.09287925696594428,0.7333333333333333,0.7857142857142857,0.6363636363636364,0.2260061919504644,0.4383561643835616,0.4444444444444444,0.4375,0.3560371517027864,0.4434782608695652,0.4434782608695652,0.7647058823529411,0.043343653250773995,0.21428571428571427,0.21428571428571427,1.0,0.28173374613003094,0.3076923076923077,0.3076923076923077,1.0,0.11764705882352941,0.25,,0.47058823529411764,0.06521739130434782,0.8333333333333334,0.05434782608695652,0.31521739130434784,0.27586206896551724,0.4179566563467492,0.3076923076923077,0.4502526315789474,0.43662333333333336,0.442096195652174,0.07871720116618076,0.1134453781512605,0.10263157894736842,0.32894736842105265,12.848623853211011,24.93047619047619,0.3402727925340991,1.0,,,6.0,,0.017543859649122806,0.2,,6.0,6.0,,,0.375,0.375,1.0,2.0,1.0,,,,,,,,,,,,,True,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,76817.0,1280,-91,2567,2594,856,864,240,5161,81,131,8.0,14.0,23,35,14.0,40.0,20.0,45.0,27.0,65.0,5.0,18.0,25.0,93.0,10.0,5.0,29.0,115,216,52.0,158.0,101,487,2749,9.0,16,15.0,7.0,40.0,30,59,12.0,47.0,55.0,151,108,122,144.0,12.0,8.0,85.0,25.0,17.0,86.0,32.0,118.0,21.0,11.0,54.0,11.0,21.0,268.0,7.0,11,,54,60,6.0,120,18,138,6.0,60.0,35.0,25.0,37.0,13.0,31.0,29.0,4.0,6.0,4.0,66,1.0,26.0,64.0,10.0,124.0,1.0,4.0,2.0,141,18.0,11.0,140,16.0,2.0,50,24.0,13.0,4.0,3.0,6.0,13.0,4.0,149,830,9.0,17.0,0.46956521739130436,0.47368421052631576,0.9230769230769231,0.3291139240506329,0.2553191489361702,0.3466666666666667,0.5324074074074074,0.5625,0.5084745762711864,0.516042780748663,0.532258064516129,0.4528301886792453,0.5599078341013825,0.5882352941176471,0.5471014492753623,0.42245989304812837,0.0787037037037037,0.09923664122137404,0.1,,17.426367461430576,0.5606060606060606,0.075,,0.079155672823219,0.01510989010989011,0.11663066954643629,0.014583333333333334,0.09336609336609336,0.014900662251655629,0.0199203187250996,0.017094017094017096,0.00823045267489712,0.010752688172043012,0.05976095617529881,0.07692307692307693,0.1,0.09117647058823529,0.18699186991869918,0.034482758620689655,0.3076923076923077,0.3502673796791444,0.6183206106870229,0.6864406779661016,0.5308641975308642,0.10695187165775401,0.35,0.3888888888888889,0.2857142857142857,0.12032085561497326,0.4444444444444444,0.4444444444444444,0.35,0.17379679144385027,0.4153846153846154,0.4153846153846154,1.0,0.24866310160427807,0.26881720430107525,0.26881720430107525,0.84,0.45161290322580644,0.5714285714285714,0.16129032258064516,0.3225806451612903,0.330188679245283,0.6571428571428571,0.16981132075471697,0.27358490566037735,0.1724137931034483,0.7727272727272727,0.29411764705882354,0.5343401369863015,0.55321875,0.5161857142857144,0.12682926829268293,0.2,0.08213552361396304,0.31006160164271046,6.501851851851852,26.03164556962025,0.333463186599143,7.0,2.0,3.0,1.0,2.0,0.027777777777777776,0.3888888888888889,0.0125,3.0,5.0,12.0,,0.3333333333333333,0.3,1.0,2.0,0.875,2.0,0.4,1.0,,,,,,,,,,True,,
203939,1610612742,Dwight Powell,Dwight Powell,203939,DAL,27260.0,454,-31,924,929,338,320,79,1853,52,77,7.0,17.0,17,24,5.0,17.0,16.0,53.0,,,,,,,,,,73,147,,,59,205,962,10.0,22,,16.0,36.0,21,44,,,24.0,66,132,14,,,,,,8.0,13.0,6.0,19.0,6.0,,9.0,1.0,3.0,44.0,14.0,24,,37,46,11.0,94,38,132,2.0,13.0,9.0,4.0,9.0,2.0,3.0,6.0,,6.0,,15,2.0,5.0,26.0,3.0,55.0,1.0,8.0,3.0,63,4.0,1.0,82,11.0,,36,9.0,12.0,5.0,1.0,6.0,12.0,8.0,63,327,8.0,6.0,0.9041095890410958,0.9705882352941176,,,,,0.4965986394557823,0.45454545454545453,0.4772727272727273,0.4965986394557823,0.45454545454545453,0.4772727272727273,0.5631868131868132,0.5454545454545454,0.5409836065573771,,0.05442176870748299,0.05194805194805195,0.11764705882352941,0.03773584905660377,19.351669941060905,0.6,0.4583333333333333,,0.17100371747211895,0.08362369337979095,0.25170068027210885,0.09523809523809523,0.19951923076923078,0.08755760368663594,0.1134020618556701,0.11842105263157894,0.03508771929824561,0.08849557522123894,0.21978021978021978,0.15555555555555556,0.13636363636363635,0.2727272727272727,0.1891891891891892,0.030303030303030304,0.6666666666666666,0.5238095238095238,0.6753246753246753,0.7123287671232876,0.8653846153846154,0.11564625850340136,0.29411764705882354,0.3333333333333333,1.0,0.36054421768707484,0.3018867924528302,0.3137254901960784,1.0,,,,,,,,,0.7727272727272727,0.4117647058823529,,,0.5454545454545454,0.7083333333333334,,,,0.5238095238095238,,0.5463265306122448,0.5507357142857143,0.5283681818181819,0.2138728323699422,0.20930232558139536,0.17560975609756097,0.32195121951219513,7.858503401360546,,0.3658008658008658,,10.0,,3.0,1.0,0.11764705882352941,,1.0,,,1.0,,,,,,0.2857142857142857,,,,1.0,,,,,,,,,True,,
2585,1610612742,Zaza Pachulia,Zaza Pachulia,2585,DAL,25129.0,419,-47,826,844,257,280,77,1670,33,58,7.0,16.0,2,9,8.0,15.0,3.0,22.0,,,,,,1.0,,,1.0,44,95,,1.0,55,143,877,7.0,17,,9.0,23.0,4,19,,1.0,24.0,32,46,42,,,1.0,,,8.0,14.0,9.0,23.0,8.0,1.0,9.0,,5.0,55.0,12.0,34,1.0,36,55,9.0,100,47,147,4.0,11.0,8.0,3.0,13.0,3.0,6.0,15.0,1.0,7.0,2.0,28,1.0,10.0,10.0,1.0,42.0,1.0,11.0,5.0,60,4.0,4.0,70,2.0,,25,11.0,8.0,7.0,,1.0,8.0,4.0,28,248,7.0,8.0,0.5227272727272727,0.6052631578947368,,,,,0.4631578947368421,0.4117647058823529,0.21052631578947367,0.4583333333333333,0.4117647058823529,0.2,0.55,0.5227272727272727,0.45714285714285713,0.010416666666666666,0.08421052631578947,0.13793103448275862,,,17.155266015200866,0.4642857142857143,0.4090909090909091,0.043478260869565216,0.22540983606557377,0.136,0.24161073825503357,0.07643312101910828,0.23155216284987276,0.11302211302211303,0.1566265060240964,0.20634920634920634,0.07692307692307693,0.05737704918032787,0.2345679012345679,0.25333333333333335,0.19318181818181818,0.24770642201834864,0.225,0.09302325581395349,0.5,0.6041666666666666,0.5689655172413793,0.66,0.5151515151515151,0.15625,0.5333333333333333,0.5333333333333333,0.375,0.22916666666666666,0.13636363636363635,0.13636363636363635,1.0,,,,,0.010416666666666666,,,,0.9411764705882353,0.4375,,,0.45,0.2222222222222222,,0.05,,0.6145833333333334,,0.5193589473684211,0.5560375,0.45954736842105265,0.21008403361344538,0.211864406779661,0.16083916083916083,0.22377622377622378,5.824210526315789,75.0,0.31113801452784506,,12.0,,14.0,,0.14285714285714285,,,,,1.0,,,,,,0.14285714285714285,,,,1.0,3.0,,,,,,,,True,,
101135,1610612742,David Lee,David Lee,101135,DAL,15823.0,264,-51,525,530,147,172,55,1055,49,69,16.0,27.0,13,15,10.0,20.0,2.0,5.0,,,,,,,,,,61,94,,,17,139,583,16.0,28,,4.0,36.0,16,19,,,5.0,37,86,36,,,,,,4.0,8.0,7.0,15.0,3.0,4.0,5.0,1.0,2.0,37.0,12.0,29,,18,44,6.0,68,41,109,7.0,5.0,5.0,,10.0,1.0,3.0,5.0,1.0,7.0,,15,2.0,6.0,26.0,6.0,41.0,,4.0,1.0,21,3.0,,22,2.0,,10,2.0,10.0,8.0,,2.0,10.0,7.0,37,147,1.0,2.0,0.7049180327868853,0.8958333333333334,,,,,0.648936170212766,0.5714285714285714,0.8421052631578947,0.648936170212766,0.5714285714285714,0.8421052631578947,0.6682692307692307,0.6,0.8043478260869565,,0.0425531914893617,0.028985507246376812,0.1,,20.03367003367003,0.6666666666666666,0.3157894736842105,,0.26993865030674846,0.19463087248322147,0.1956521739130435,0.125,0.24313725490196078,0.1673469387755102,0.25,0.2033898305084746,0.13043478260869565,0.14084507042253522,0.19230769230769232,0.24528301886792453,0.3620689655172414,0.22580645161290322,0.13333333333333333,0.25,0.7,0.7340425531914894,0.7101449275362319,0.7313432835820896,0.7142857142857143,0.2127659574468085,0.5,0.5555555555555556,0.6,0.05319148936170213,0.4,0.4,1.0,,,,,,,,,0.9642857142857143,0.5925925925925926,,,0.7894736842105263,0.8666666666666667,,,,0.7340425531914894,,0.5728744680851064,0.5680458333333332,0.612321052631579,0.09803921568627451,0.09803921568627451,0.2589928057553957,0.26618705035971224,3.3840425531914895,,0.28,,26.0,1.0,3.0,,0.08,,,,,1.0,,,,,,0.1875,,,,,,,,,,,,,True,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,40456.0,674,-57,1343,1346,374,372,139,2689,35,67,2.0,3.0,10,18,36.0,84.0,16.0,33.0,5.0,13.0,4.0,6.0,34.0,91.0,6.0,7.0,18.0,87,184,39.0,104.0,30,321,1468,5.0,9,10.0,,25.0,24,54,9.0,24.0,9.0,84,20,154,63.0,54.0,,91.0,34.0,22.0,98.0,36.0,134.0,23.0,13.0,60.0,16.0,22.0,304.0,7.0,2,,24,21,2.0,47,9,56,4.0,10.0,5.0,5.0,35.0,5.0,22.0,12.0,1.0,13.0,2.0,47,4.0,18.0,9.0,1.0,34.0,,1.0,1.0,54,16.0,8.0,39,3.0,,16,5.0,2.0,2.0,,,2.0,1.0,81,370,4.0,2.0,0.11494252873563218,0.11627906976744186,0.5384615384615384,0.375,0.375,0.375,0.47282608695652173,0.5555555555555556,0.4444444444444444,0.5052083333333334,0.6578947368421053,0.4807692307692308,0.5245098039215687,0.6578947368421053,0.49411764705882355,0.3611111111111111,0.11956521739130435,0.1791044776119403,0.11904761904761904,,23.51765489673551,0.7446808510638298,0.06896551724137931,,0.05343511450381679,0.005089058524173028,0.10300429184549356,0.027559055118110236,0.07188498402555911,0.013910355486862442,0.007462686567164179,0.007407407407407408,,0.02512562814070352,0.0625,0.06201550387596899,0.03676470588235294,0.10909090909090909,0.08823529411764706,0.02962962962962963,0.5,0.2326388888888889,0.5223880597014925,0.6363636363636364,0.22857142857142856,0.2916666666666667,0.42857142857142855,0.4864864864864865,,0.11458333333333333,0.48484848484848486,0.48484848484848486,0.125,0.04513888888888889,0.38461538461538464,0.38461538461538464,1.0,0.3159722222222222,0.37362637362637363,0.37362637362637363,0.47058823529411764,0.15789473684210525,0.6666666666666666,0.21052631578947367,0.3157894736842105,0.23076923076923078,0.5555555555555556,0.07692307692307693,0.23076923076923078,0.3888888888888889,0.59375,0.37362637362637363,0.47277657342657353,0.5094772727272726,0.4491263157894739,0.053156146179401995,0.08121827411167512,0.0778816199376947,0.2616822429906542,7.6592391304347816,25.15,0.27848101265822783,2.0,2.0,2.0,,,0.03636363636363636,0.3333333333333333,,3.0,5.0,,,0.5,0.5,0.3333333333333333,,,2.0,0.5,1.0,,,,,,,,,,True,,
202083,1610612742,Wesley Matthews,Wesley Matthews,202083,DAL,33411.0,557,-27,1100,1124,383,372,94,2224,9,20,,1.0,3,7,9.0,20.0,9.0,30.0,11.0,33.0,1.0,11.0,23.0,77.0,9.0,10.0,26.0,27,70,34.0,110.0,36,192,1203,1.0,2,10.0,6.0,20.0,8,16,14.0,37.0,20.0,78,20,34,84.0,18.0,1.0,76.0,23.0,8.0,20.0,9.0,29.0,5.0,4.0,14.0,2.0,4.0,67.0,2.0,3,,20,18,2.0,40,5,45,,25.0,11.0,14.0,14.0,1.0,8.0,5.0,1.0,6.0,,19,2.0,8.0,16.0,2.0,39.0,,2.0,3.0,36,4.0,4.0,44,3.0,6.0,10,9.0,1.0,,,1.0,1.0,,75,364,2.0,6.0,0.37037037037037035,0.37037037037037035,0.8235294117647058,0.3090909090909091,0.3783783783783784,0.3119266055045872,0.38571428571428573,0.5,0.5,0.43333333333333335,0.5833333333333334,0.5471698113207547,0.4746192893401015,0.625,0.59375,0.6111111111111112,0.11428571428571428,0.35,,0.03333333333333333,17.733990147783253,0.7368421052631579,0.058823529411764705,,0.05521472392638037,0.010309278350515464,0.1,0.009345794392523364,0.07224334600760456,0.009900990099009901,0.03260869565217391,,,0.012738853503184714,0.037383177570093455,0.045454545454545456,0.08256880733944955,0.10204081632653061,0.09433962264150944,,,0.1111111111111111,0.45,0.6923076923076923,0.4444444444444444,0.1111111111111111,0.45,0.45,0.2222222222222222,0.16666666666666666,0.3,0.3103448275862069,0.4444444444444444,0.18333333333333332,0.3333333333333333,0.3548387096774194,1.0,0.42777777777777776,0.2987012987012987,0.2987012987012987,0.7391304347826086,0.08333333333333333,,0.08333333333333333,0.75,0.1320754716981132,0.42857142857142855,0.20754716981132076,0.49056603773584906,0.38461538461538464,0.7222222222222222,0.3026315789473684,0.501818156424581,0.5310444444444445,0.502801923076923,0.05851063829787234,0.12987012987012986,0.10416666666666667,0.40625,11.118571428571432,24.599090909090915,0.3481818181818182,4.0,,,,1.0,,0.36363636363636365,0.009009009009009009,4.0,4.0,1.0,,0.4,0.4444444444444444,1.0,,,,,,,,2.0,0.01818181818181818,0.06060606060606061,,,,,True,,
