EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,ThreePtAssists,Assists,Arc3Assists,AssistPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Corner3FGM,PenaltyFtPoints,LongMidRangeAssists,BlockingFoulsDrawn,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceCorner3FGA,SecondChanceFtPoints,PenaltyFG2M,Fg3aBlocked,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,BlockedAtRim,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Technical Free Throw Trips,SecondChanceCorner3FGM,PtsUnassisted3s,Travels,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3Accuracy,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,LongMidRangePctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,on,BlockedCorner3,OffensiveGoaltends,Clear Path Fouls
1626149,1610612745,Montrezl Harrell,Montrezl Harrell,1626149,HOU,222.0,4,6.0,7,9,4,9,1.0,16,2.0,1.0,1.0,1.0,3.0,4,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201147,1610612745,Corey Brewer,Corey Brewer,201147,HOU,7387.0,123,-11.0,251,255,76,59,28.0,506,265.0,4.0,12.0,2.0,28.0,75,0.30278884462151395,7.0,16.0,2.0,2.0,4.0,1.0,3.0,9.0,4.0,3.0,6.0,1.0,1.0,1.0,3.0,8.0,23.0,3.0,15.0,3.0,28.0,3.0,3.0,1.0,1.0,9.0,2.0,1.0,7.0,3.0,6.0,10.0,9.0,2.0,1.0,5.0,3.0,1.0,8.0,2.0,7.0,1.0,3.0,1.0,5.0,3.0,1.0,9.0,4.0,13.0,1.0,7.0,3.0,4.0,8.0,2.0,5.0,3.0,3.0,11.0,2.0,3.0,4.0,11.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.375,0.42857142857142855,1.0,0.2,1.0,0.14285714285714285,0.21428571428571427,0.34782608695652173,1.0,0.32894736842105265,1.125,0.16666666666666666,0.35,1.125,0.16666666666666666,0.39473684210526316,0.043478260869565216,0.0625,18.021201413427562,0.7272727272727273,0.14285714285714285,0.04411764705882353,0.017241379310344827,0.08928571428571429,0.058823529411764705,0.06451612903225806,0.03669724770642202,0.03333333333333333,0.1,0.045454545454545456,0.038461538461538464,0.05,0.10256410256410256,0.058823529411764705,0.04,0.5,0.42105263157894735,0.4375,0.4666666666666667,0.42857142857142855,0.10526315789473684,0.07894736842105263,0.3333333333333333,0.3333333333333333,0.23684210526315788,0.15789473684210525,0.5,0.5,1.0,0.5,1.0,0.25,1.0,1.0,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.8157894736842105,0.6,0.5510013513513514,0.49475,0.49061875,0.02564102564102564,0.041666666666666664,0.32142857142857145,0.10714285714285714,4.8130434782608695,26.413333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201951,1610612745,Ty Lawson,Ty Lawson,201951,HOU,4813.0,80,6.0,169,169,37,19,16.0,338,172.0,10.0,15.0,8.0,40.0,37,0.21893491124260356,1.0,2.0,,,,5.0,10.0,2.0,,,3.0,,,,1.0,6.0,12.0,1.0,5.0,1.0,16.0,,,,,,3.0,,1.0,1.0,4.0,8.0,3.0,,,3.0,,1.0,5.0,2.0,3.0,1.0,,,,3.0,,3.0,,3.0,,7.0,7.0,,1.0,,1.0,2.0,,3.0,,2.0,2.0,5.0,,3.0,2.0,1.0,,,,,,,,1.0,,0.3333333333333333,0.3333333333333333,1.0,0.2,,,0.2,0.5,,0.4411764705882353,,,0.4444444444444444,,0.1,0.29411764705882354,0.08333333333333333,0.5,11.35135135135135,0.3333333333333333,,0.0625,,,,0.03571428571428571,,,,0.058823529411764705,0.1111111111111111,,,,,,0.11764705882352941,0.5,1.0,1.0,,0.5882352941176471,0.5,0.5,0.11764705882352941,0.17647058823529413,,,,,,,,,,0.25,,0.4117647058823529,,0.47650000000000003,,0.3850125,0.05555555555555555,0.07692307692307693,,0.0625,14.750000000000002,23.779999999999998,1.0,1.0,1.0,1.0,0.2,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
202700,1610612745,Donatas Motiejunas,Donatas Motiejunas,202700,HOU,32804.0,547,45.0,1117,1109,192,196,126.0,2226,1159.0,14.0,41.0,10.0,96.0,191,0.1718889883616831,25.0,47.0,7.0,14.0,96.0,3.0,5.0,21.0,1.0,13.0,36.0,1.0,2.0,2.0,6.0,74.0,148.0,16.0,57.0,34.0,230.0,14.0,25.0,1.0,3.0,34.0,24.0,2.0,7.0,44.0,106.0,42.0,48.0,12.0,,36.0,13.0,7.0,27.0,4.0,23.0,1.0,15.0,20.0,29.0,38.0,5.0,72.0,37.0,109.0,4.0,17.0,12.0,5.0,25.0,7.0,19.0,19.0,6.0,44.0,4.0,8.0,25.0,69.0,3.0,66.0,53.0,22.0,5.0,5.0,,,3.0,5.0,3.0,44.0,5.0,0.7162162162162162,0.7794117647058824,1.0,0.2807017543859649,0.3333333333333333,0.2857142857142857,0.2807017543859649,0.5,0.56,0.47804878048780486,0.5535714285714286,0.5161290322580645,0.49783549783549785,0.5483870967741935,0.5789473684210527,0.2780487804878049,0.0472972972972973,0.10638297872340426,21.877486077963404,0.5681818181818182,0.15151515151515152,0.1148036253776435,0.07434944237918216,0.13875598086124402,0.06880733944954129,0.12407407407407407,0.07186858316221766,0.09090909090909091,0.046511627906976744,0.08,0.1015625,0.1650485436893204,0.12056737588652482,0.17647058823529413,0.038461538461538464,0.6,0.22926829268292684,0.5319148936170213,0.5952380952380952,0.76,0.4682926829268293,0.024390243902439025,0.6,0.6,0.1024390243902439,0.17560975609756097,0.3611111111111111,0.3611111111111111,1.0,0.5,0.5,0.07142857142857142,0.5,1.0,0.03225806451612903,0.1935483870967742,0.3333333333333333,0.5073170731707317,0.3611111111111111,0.4865643902439024,0.4761052631578947,0.47087741935483873,0.09734513274336283,0.1301775147928994,0.14782608695652175,0.19130434782608696,6.166216216216216,24.417543859649125,3.0,12.0,3.0,,1.0,0.14285714285714285,0.15789473684210525,1.0,4.0,7.0,46.0,1.0,3.0,13.0,2.0,2.0,5.0,1.0,11.0,2.0,2.0,10.0,3.0,7.0,1.0,2.0,1.0,2.0,1.0,4.0,0.5416666666666666,0.03508771929824561,0.020833333333333332,0.09523809523809523,0.045454545454545456,0.03389830508474576,0.14634146341463414,0.10112359550561797,0.4791666666666667,0.48936170212765956,0.6739130434782609,0.2857142857142857,0.03571428571428571,0.22580645161290322,0.5714285714285714,,,,,,,,,,,,,,,True,,,
203909,1610612745,KJ McDaniels,KJ McDaniels,203909,HOU,698.0,12,10.0,23,25,12,12,5.0,48,14.0,,,,,12,0.5217391304347826,1.0,1.0,,,2.0,,,,,1.0,3.0,,,1.0,2.0,2.0,3.0,1.0,3.0,1.0,8.0,,,,,,,1.0,2.0,3.0,2.0,2.0,3.0,,,3.0,1.0,,,,,,,,1.0,1.0,,2.0,,2.0,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,3.0,,0.5,0.5,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.6666666666666666,,0.5833333333333334,,0.75,0.5833333333333334,,0.75,0.5,,,24.999999999999996,1.0,,0.1111111111111111,,0.1,,0.10526315789473684,,,,,0.3333333333333333,,0.125,,,,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,,,,,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,,,,1.0,0.5,0.6666666666666666,0.3333333333333333,0.5605,,0.567375,,,,0.375,4.7,24.566666666666663,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,1.0,,,,,,,,,,,,,,True,,,
201976,1610612745,Patrick Beverley,Patrick Beverley,201976,HOU,25217.0,420,57.0,848,844,117,125,98.0,1692,876.0,24.0,56.0,13.0,136.0,116,0.13797169811320756,13.0,21.0,2.0,2.0,28.0,4.0,6.0,38.0,4.0,14.0,37.0,1.0,2.0,1.0,5.0,25.0,55.0,26.0,75.0,9.0,137.0,4.0,7.0,2.0,9.0,14.0,8.0,1.0,9.0,14.0,24.0,26.0,69.0,4.0,,37.0,14.0,7.0,32.0,11.0,18.0,13.0,6.0,6.0,12.0,21.0,,33.0,12.0,45.0,2.0,16.0,9.0,7.0,12.0,2.0,10.0,10.0,2.0,22.0,1.0,2.0,11.0,33.0,,18.0,15.0,5.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,14.0,2.0,0.48,0.5217391304347826,0.8846153846153846,0.3466666666666667,0.2222222222222222,0.1111111111111111,0.3466666666666667,0.45454545454545453,0.5714285714285714,0.49230769230769234,0.4375,0.3235294117647059,0.4963768115942029,0.4375,0.3333333333333333,0.5769230769230769,0.12727272727272726,0.09523809523809523,16.666666666666668,0.5454545454545454,,0.08366533864541832,0.028708133971291867,0.07547169811320754,0.03571428571428571,0.08048780487804878,0.03183023872679045,0.03614457831325301,0.04,0.09090909090909091,0.0625,0.10256410256410256,0.06862745098039216,0.08771929824561403,0.02857142857142857,0.5,0.16153846153846155,0.6190476190476191,0.6842105263157895,0.46153846153846156,0.2153846153846154,0.046153846153846156,0.6666666666666666,0.6666666666666666,0.2923076923076923,0.2846153846153846,0.3783783783783784,0.3783783783783784,0.8571428571428571,0.125,1.0,0.125,0.5,1.0,0.23529411764705882,0.29411764705882354,0.2,0.7384615384615385,0.3783783783783784,0.5301142307692308,0.48148,0.5165882352941177,0.037037037037037035,0.08333333333333333,0.10218978102189781,0.10218978102189781,6.789090909090909,24.225333333333335,12.0,3.0,1.0,2.0,0.25,0.3157894736842105,0.32432432432432434,0.9166666666666666,2.0,2.0,8.0,7.0,,4.0,1.0,,2.0,1.0,2.0,1.0,,,,4.0,,1.0,,,,2.0,0.5,0.013333333333333334,0.17857142857142858,0.02631578947368421,,0.010309278350515464,0.06896551724137931,0.029411764705882353,0.2857142857142857,0.34782608695652173,0.625,,0.4375,0.11764705882352941,1.0,,1.0,9.0,2.0,0.14285714285714285,1.0,,,,,,,,,True,,,
203991,1610612745,Clint Capela,Clint Capela,203991,HOU,5432.0,91,29.0,189,188,44,40,31.0,377,156.0,,2.0,,4.0,44,0.2328042328042328,17.0,28.0,4.0,8.0,,,,,,,,,,,,17.0,28.0,,,5.0,39.0,4.0,8.0,,,8.0,3.0,,,9.0,26.0,8.0,,8.0,,,,3.0,2.0,,1.0,1.0,3.0,10.0,8.0,14.0,3.0,25.0,14.0,39.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,,2.0,1.0,,6.0,7.0,,15.0,18.0,7.0,2.0,3.0,,,1.0,3.0,2.0,9.0,,0.7647058823529411,1.0,,,,,,0.6071428571428571,0.5,0.6071428571428571,0.5,1.0,0.527027027027027,0.5,0.75,,0.10714285714285714,0.10714285714285714,17.727272727272727,0.5,0.375,0.22580645161290322,0.19607843137254902,0.2,0.08108108108108109,0.21568627450980393,0.14772727272727273,0.16666666666666666,0.09090909090909091,0.19047619047619047,0.23076923076923078,0.26666666666666666,0.24,0.13333333333333333,0.25,0.6666666666666666,1.0,0.6071428571428571,0.68,0.7647058823529411,,,,,,,,,,1.0,0.5,,,,,,,1.0,,0.6937535714285714,0.5495714285714286,0.6844333333333333,0.2,0.2,0.20512820512820512,0.23076923076923078,1.0642857142857143,,,3.0,,,,,,,3.0,3.0,,,,3.0,,1.0,,,1.0,1.0,,2.0,,,,2.0,,,,,1.0,,,,0.08333333333333333,0.2,0.2857142857142857,0.06666666666666667,,,,,,1.0,1.0,,,,,,,,,,,,,,,True,,,
1891,1610612745,Jason Terry,Jason Terry,1891,HOU,5601.0,93,-47.0,193,192,48,60,16.0,385,213.0,1.0,2.0,1.0,5.0,48,0.24870466321243523,1.0,2.0,,,1.0,,2.0,12.0,3.0,3.0,12.0,,1.0,1.0,2.0,2.0,5.0,8.0,24.0,2.0,30.0,,,2.0,5.0,6.0,2.0,3.0,5.0,13.0,,4.0,24.0,,,12.0,3.0,,1.0,,1.0,,,,1.0,3.0,,4.0,,4.0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,1.0,3.0,,3.0,2.0,,1.0,,,,,,,13.0,,,,1.0,0.3333333333333333,0.4,0.6,0.3333333333333333,0.4,,0.4827586206896552,0.6,0.7857142857142857,0.5,0.6,0.8125,0.8275862068965517,,,15.238095238095237,0.5,,0.05084745762711865,,0.029411764705882353,,0.043010752688172046,,,,0.0625,0.045454545454545456,0.047619047619047616,,0.1111111111111111,,,0.06896551724137931,0.5,0.5,,0.034482758620689655,0.06896551724137931,,,0.41379310344827586,0.41379310344827586,0.25,0.25,1.0,,,0.2,,,0.42857142857142855,0.2857142857142857,0.5,0.896551724137931,0.25,0.5606310344827585,0.6184499999999999,0.5580142857142857,,,0.2,0.43333333333333335,10.66,24.141666666666666,5.0,2.0,,,,0.4166666666666667,0.4166666666666667,1.0,1.0,1.0,1.0,4.0,,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,0.5,,,,,,,,1.0,1.0,,,0.8,0.14285714285714285,1.0,,2.0,,,0.5,1.0,2.0,0.6666666666666666,,,,,,,True,,,
201563,1610612745,Michael Beasley,Michael Beasley,201563,HOU,437.0,7,-2.0,18,17,18,17,3.0,35,24.0,,,,,18,1.0,2.0,3.0,,,,1.0,1.0,,,,,,,,,3.0,4.0,,,2.0,8.0,,,,,,4.0,,,8.0,6.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,2.0,1.0,,,,,,,,8.0,1.0,1.0,1.0,,,,,,0.75,,0.75,,0.75,0.8,,0.8,,,,23.80952380952381,,0.5,,,,,,,,,,,,,,,,0.75,0.6666666666666666,0.6666666666666666,1.0,,0.25,1.0,1.0,,,,,,,,,,,,,,0.75,,0.658075,,0.658075,0.2,0.2,,1.0,4.125,,,2.0,,,1.0,,,,2.0,3.0,,,,3.0,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,0.75,0.6666666666666666,,,,,,,,,,,,,,,True,,,
201935,1610612745,James Harden,James Harden,201935,HOU,27439.0,457,75.0,938,926,156,160,110.0,1864,961.0,39.0,106.0,21.0,251.0,156,0.16631130063965885,39.0,59.0,4.0,7.0,34.0,17.0,37.0,10.0,2.0,27.0,67.0,,1.0,8.0,18.0,69.0,130.0,30.0,77.0,80.0,308.0,5.0,12.0,2.0,5.0,21.0,21.0,8.0,20.0,63.0,32.0,106.0,60.0,4.0,,67.0,27.0,11.0,67.0,18.0,49.0,16.0,1.0,6.0,23.0,23.0,7.0,53.0,7.0,60.0,5.0,22.0,19.0,3.0,38.0,9.0,32.0,21.0,6.0,59.0,2.0,11.0,12.0,29.0,2.0,60.0,92.0,27.0,4.0,6.0,2.0,2.0,2.0,8.0,3.0,63.0,2.0,0.2318840579710145,0.23880597014925373,0.6666666666666666,0.38961038961038963,0.4,0.4,0.38961038961038963,0.5307692307692308,0.4166666666666667,0.5507246376811594,0.47058823529411764,0.5365853658536586,0.625,0.5526315789473685,0.6078431372549019,0.3719806763285024,0.08461538461538462,0.13559322033898305,28.58490566037736,0.6440677966101694,0.2692307692307692,0.08273381294964029,0.02666666666666667,0.13450292397660818,0.005319148936170213,0.10244988864142539,0.01694915254237288,0.03529411764705882,0.009259259259259259,0.08235294117647059,0.047619047619047616,0.125,0.14655172413793102,0.10909090909090909,0.052083333333333336,0.375,0.28502415458937197,0.6610169491525424,0.7647058823529411,0.3076923076923077,0.1642512077294686,0.178743961352657,0.4594594594594595,0.4722222222222222,0.04830917874396135,0.32367149758454106,0.40298507462686567,0.4090909090909091,0.6296296296296297,0.4117647058823529,0.5714285714285714,0.058823529411764705,,,0.04878048780487805,0.43902439024390244,0.4444444444444444,0.6570048309178744,0.40298507462686567,0.517619806763285,0.5094392857142858,0.5189646341463415,0.15833333333333333,0.17647058823529413,0.06818181818181818,0.20454545454545456,7.992307692307692,24.994805194805192,3.0,19.0,2.0,2.0,0.17647058823529413,0.3,0.3,1.0,6.0,12.0,13.0,4.0,5.0,10.0,1.0,,2.0,1.0,,5.0,2.0,,1.0,1.0,4.0,2.0,,,,4.0,0.47619047619047616,0.012987012987012988,0.058823529411764705,,,0.028846153846153848,,,0.38235294117647056,0.40625,0.07692307692307693,,0.23529411764705882,0.2926829268292683,0.5,3.0,2.0,30.0,1.0,0.5,1.0,,,1.0,11.0,2.0,0.02702702702702703,0.014925373134328358,0.12643678160919541,True,,,
