EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,Loose Ball Fouls,PenaltyAtRimAccuracy,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,LostBallSteals,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3Assists,ShortMidRangeAssists,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,NonShootingPenaltyNonTakeFouls,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,Corner3FGM,PenaltyCorner3FGM,HeaveAttempts,Travels,BlockingFouls,Charge Fouls,Offensive Fouls,Offensive Fouls Drawn,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceFtPoints,LostBallTurnovers,FTOffRebounds,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,3SecondViolations,ShortMidRangePctAssisted,Blocked3s,BlockedArc3,on,BlockedLongMidRange,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,DefensiveGoaltends,OffensiveGoaltends,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveMakes,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,LongMidRangePctBlocked,Corner3PctBlocked,Clear Path Fouls
101135,1610612738,David Lee,David Lee,101135,BOS,4489.0,75,-27,151,154,25.0,22.0,14,305,13.0,23.0,1.0,2.0,3.0,2.0,11.0,3.0,5.0,1.0,1.0,18.0,39.0,1.0,8.0,44,173,1.0,3.0,2.0,1.0,5.0,1.0,2.0,4.0,26.0,10.0,2.0,1.0,5.0,6.0,1.0,7.0,1.0,2.0,4.0,15.0,2.0,2.0,2.0,12.0,2.0,16.0,4.0,20.0,1.0,1.0,3.0,2.0,3.0,3.0,6.0,1.0,2.0,5.0,7.0,2.0,8.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,4.0,25.0,1.0,0.7222222222222222,0.7647058823529411,0.46153846153846156,0.3333333333333333,0.2,0.45,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.2857142857142857,0.025,0.1282051282051282,0.13043478260869565,0.18181818181818182,30.303030303030305,0.5,0.2857142857142857,0.2857142857142857,0.03773584905660377,0.09090909090909091,0.07407407407407407,0.21875,0.05,0.05263157894736842,0.058823529411764705,0.11764705882352941,0.16666666666666666,0.17647058823529413,0.42105263157894735,0.10526315789473684,1.0,0.575,0.5652173913043478,0.65,0.7692307692307693,0.275,0.18181818181818182,0.2222222222222222,0.125,0.6,0.6,1.0,0.025,0.6666666666666666,0.5,0.5,0.16666666666666666,0.6,0.5197205128205129,0.38305,0.56372,0.06976744186046512,0.07142857142857142,0.045454545454545456,0.09090909090909091,5.182051282051282,39.1,0.16556291390728478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
101161,1610612738,Amir Johnson,Amir Johnson,101161,BOS,1389.0,23,5,47,48,14.0,14.0,5,95,1.0,1.0,,,1.0,,1.0,,,,,1.0,2.0,,,2,43,,,,1.0,1.0,,,2.0,2.0,,,,,4.0,,4.0,,3.0,1.0,8.0,,1.0,2.0,3.0,,5.0,1.0,6.0,,,,,,,,,1.0,4.0,1.0,,2.0,,1.0,1.0,1.0,,1.0,1.0,,2.0,14.0,1.0,1.0,1.0,0.5,,1.0,0.5,,1.0,0.3333333333333333,,0.5,,,,,5.555555555555555,,,0.2727272727272727,0.09090909090909091,0.2857142857142857,,0.2777777777777778,0.043478260869565216,,0.2,,,0.42857142857142855,,0.2857142857142857,1.0,0.5,1.0,1.0,1.0,0.5,,,,,,,,,,1.0,,0.5,0.48335,,0.5313,,,,1.0,3.7,,0.2978723404255319,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1626154,1610612738,RJ Hunter,RJ Hunter,1626154,BOS,2796.0,47,9,100,98,59.0,49.0,9,198,2.0,2.0,,,1.0,1.0,1.0,1.0,3.0,9.0,6.0,4.0,6.0,13.0,1.0,18,100,,,3.0,3.0,5.0,8.0,1.0,13.0,4.0,4.0,,9.0,,3.0,1.0,4.0,1.0,2.0,1.0,9.0,,,2.0,4.0,,6.0,,6.0,2.0,,,,,,,,,,3.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,13.0,59.0,,0.5,0.5,0.6666666666666666,,0.6,0.4473684210526316,1.5,0.46153846153846156,0.47368421052631576,1.5,0.5,0.6842105263157895,,,,17.59259259259259,,,0.13333333333333333,,0.2222222222222222,,0.15384615384615385,,,,,,0.3,0.125,0.2857142857142857,1.0,0.10526315789473684,1.0,1.0,0.5,0.05263157894736842,1.0,1.0,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.47368421052631576,,,0.07692307692307693,0.46153846153846156,0.7894736842105263,0.5189684210526316,,0.48478846153846156,0.05263157894736842,0.16666666666666666,0.16666666666666666,0.7222222222222222,11.733333333333334,25.207692307692312,0.59,1.0,,1.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,6.0,3.0,3.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.23076923076923078,1.0,0.25,0.23076923076923078,0.07692307692307693,0.1111111111111111,0.21052631578947367,0.3333333333333333,0.375,0.6666666666666666,1.0,1.0,1.0,0.15384615384615385,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1626179,1610612738,Terry Rozier,Terry Rozier,1626179,BOS,2841.0,47,9,101,102,62.0,58.0,10,203,2.0,7.0,2.0,2.0,4.0,1.0,4.0,3.0,5.0,4.0,2.0,6.0,16.0,4.0,4.0,22,110,2.0,2.0,7.0,4.0,10.0,2.0,4.0,15.0,2.0,10.0,4.0,4.0,,7.0,6.0,13.0,5.0,2.0,3.0,32.0,2.0,3.0,1.0,5.0,1.0,7.0,5.0,12.0,,,,1.0,,2.0,2.0,2.0,3.0,4.0,4.0,,4.0,1.0,1.0,,,,,,,15.0,62.0,,0.16666666666666666,0.25,0.375,1.0,0.4,0.45,1.1666666666666667,0.4583333333333333,0.5,1.1666666666666667,0.5357142857142857,0.2,,,,21.62162162162162,,0.5,0.17857142857142858,0.10714285714285714,0.125,0.125,0.16666666666666666,0.11363636363636363,,,0.1,0.1,0.125,0.3,0.14285714285714285,,0.35,0.2857142857142857,0.2857142857142857,,0.2,0.25,0.25,0.25,0.6,0.6,0.3333333333333333,0.2,0.6666666666666666,1.0,0.3333333333333333,0.16666666666666666,0.55,0.45326500000000003,0.5934333333333334,0.44734999999999997,0.047619047619047616,0.058823529411764705,0.3181818181818182,0.6818181818181818,9.28125,25.625,0.6138613861386139,1.0,,0.25,,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,,2.0,,,,,1.0,0.5,1.0,0.5,0.5,,,,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,,0.5,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.2,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
203923,1610612738,James Young,James Young,203923,BOS,11931.0,199,-27,407,407,123.0,110.0,43,814,4.0,7.0,,,3.0,,1.0,1.0,2.0,15.0,4.0,5.0,10.0,26.0,1.0,29,438,,,3.0,2.0,3.0,8.0,1.0,8.0,6.0,4.0,,13.0,2.0,4.0,5.0,9.0,4.0,3.0,1.0,23.0,,4.0,5.0,16.0,1.0,22.0,4.0,26.0,6.0,5.0,,1.0,,5.0,5.0,1.0,9.0,17.0,3.0,,4.0,2.0,,1.0,,1.0,1.0,1.0,,8.0,123.0,,0.6,0.6,0.5,,0.6666666666666666,0.3888888888888889,1.5,0.3181818181818182,0.3815789473684211,0.75,0.3076923076923077,0.7222222222222222,0.2,0.2857142857142857,,9.492273730684326,,0.08333333333333333,0.13793103448275862,0.032520325203252036,0.08196721311475409,,0.11864406779661017,0.02030456852791878,0.024390243902439025,0.02857142857142857,,0.14705882352941177,0.20454545454545456,0.05263157894736842,0.07692307692307693,1.0,0.19444444444444445,0.5714285714285714,0.8,0.5,0.027777777777777776,,,0.05555555555555555,0.5,0.5,1.0,0.4166666666666667,,,0.2727272727272727,0.36363636363636365,0.9166666666666666,0.5617529411764707,,0.5558888888888888,0.05263157894736842,0.16666666666666666,0.10344827586206896,0.27586206896551724,5.4399999999999995,26.538461538461533,0.3022113022113022,2.0,,0.6666666666666666,11.0,4.0,5.0,1.0,1.0,,6.0,1.0,1.0,1.0,18.0,,5.0,,1.0,1.0,,1.0,0.23076923076923078,1.0,0.125,0.25,,,0.3055555555555556,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.36363636363636365,,0.38461538461538464,1.0,,,1.0,,4.0,0.0425531914893617,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.09090909090909091,0.09090909090909091,1.0,0.25,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
202323,1610612738,Evan Turner,Evan Turner,202323,BOS,7808.0,130,-28,258,260,54.0,41.0,28,518,11.0,14.0,,2.0,3.0,3.0,12.0,5.0,14.0,,,19.0,40.0,2.0,10.0,48,286,1.0,7.0,4.0,4.0,8.0,1.0,4.0,12.0,10.0,28.0,,,4.0,20.0,8.0,28.0,8.0,18.0,1.0,64.0,2.0,4.0,10.0,8.0,2.0,20.0,6.0,26.0,9.0,4.0,8.0,3.0,5.0,5.0,13.0,2.0,6.0,8.0,6.0,,10.0,5.0,,1.0,1.0,,1.0,,,12.0,54.0,,0.2631578947368421,0.2631578947368421,0.475,0.14285714285714285,0.5,0.4523809523809524,0.14285714285714285,0.4444444444444444,0.5106382978723404,0.25,0.5454545454545454,0.047619047619047616,0.1,0.07142857142857142,0.25,20.689655172413794,0.6153846153846154,0.2,0.1111111111111111,0.04878048780487805,0.23255813953488372,0.041666666666666664,0.1565217391304348,0.046153846153846156,0.07407407407407407,0.038461538461538464,0.05714285714285714,0.2,0.07407407407407407,0.08,0.1891891891891892,,0.3333333333333333,0.7857142857142857,0.8461538461538461,0.36363636363636365,0.2857142857142857,0.25,0.3333333333333333,0.3333333333333333,0.35714285714285715,0.35714285714285715,0.2,,0.2857142857142857,,0.3333333333333333,,0.38095238095238093,0.4971011904761905,0.4532833333333333,0.4973888888888889,0.10638297872340426,0.1111111111111111,0.08333333333333333,0.25,8.69,23.799999999999997,0.20930232558139536,2.0,,0.6666666666666666,2.0,1.0,,,,,,,,,,,,,5.0,,,,,,,,,,0.047619047619047616,,,,,,,0.1111111111111111,,,,1.0,1.0,2.0,1.0,,0.034482758620689655,,0.05263157894736842,,,,,,,,,0.5,,,,,2.0,3.0,,,,,,,,,,,True,,,,,,,,,,,,,,,
202340,1610612738,Avery Bradley,Avery Bradley,202340,BOS,2473.0,41,2,84,87,23.0,26.0,13,171,5.0,6.0,2.0,2.0,2.0,,,1.0,5.0,8.0,4.0,6.0,11.0,12.0,5.0,23,87,2.0,2.0,4.0,2.0,4.0,4.0,2.0,9.0,8.0,4.0,4.0,8.0,,1.0,1.0,2.0,1.0,1.0,,5.0,,2.0,,2.0,,2.0,2.0,4.0,1.0,,,,,,,,,1.0,3.0,,6.0,2.0,1.0,,,,,,,9.0,23.0,1.0,0.6666666666666666,1.0,0.5454545454545454,1.0,0.5,0.391304347826087,1.0,0.4375,0.4423076923076923,1.0,0.5,0.5217391304347826,,,,26.262626262626263,,,0.06896551724137931,0.07692307692307693,,,0.04878048780487805,0.043478260869565216,,,,,0.09090909090909091,0.08333333333333333,,,0.2608695652173913,0.8333333333333334,0.8333333333333334,0.6,,,,0.21739130434782608,0.2,0.2,1.0,0.34782608695652173,1.0,1.0,0.25,0.5,0.782608695652174,0.5382847826086956,0.3711,0.50875,0.08,0.15384615384615385,0.17391304347826086,0.391304347826087,9.945454545454545,24.691666666666666,0.27380952380952384,2.0,,1.0,4.0,,2.0,,,1.0,2.0,,,1.0,6.0,,2.0,,1.0,,,1.0,0.16666666666666666,,0.25,0.16666666666666666,,,0.17391304347826086,0.25,0.25,1.0,,,,,0.25,0.25,,,1.0,,,,0.25,,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
203482,1610612738,Kelly Olynyk,Kelly Olynyk,203482,BOS,6875.0,115,-29,235,234,63.0,56.0,29,469,12.0,16.0,1.0,5.0,5.0,3.0,7.0,2.0,8.0,15.0,2.0,17.0,31.0,17.0,13.0,62,263,1.0,5.0,2.0,3.0,6.0,2.0,1.0,7.0,18.0,16.0,,15.0,2.0,9.0,2.0,11.0,2.0,5.0,4.0,24.0,1.0,2.0,3.0,9.0,2.0,14.0,4.0,18.0,5.0,4.0,3.0,,1.0,1.0,4.0,2.0,5.0,11.0,10.0,1.0,14.0,4.0,1.0,1.0,1.0,,1.0,,,7.0,63.0,1.0,0.5294117647058824,0.5294117647058824,0.5483870967741935,0.2,0.5,0.5104166666666666,0.14285714285714285,0.375,0.5648148148148148,0.14285714285714285,0.3888888888888889,0.3541666666666667,0.06451612903225806,0.0625,0.14285714285714285,21.641791044776117,0.75,0.2222222222222222,0.1323529411764706,0.02631578947368421,0.0967741935483871,0.022727272727272728,0.12121212121212122,0.025,,0.05263157894736842,0.030303030303030304,0.05555555555555555,0.14814814814814814,0.17391304347826086,0.07692307692307693,,0.3333333333333333,0.75,0.8,0.5833333333333334,0.14583333333333334,0.42857142857142855,0.5,0.16666666666666666,0.25,0.25,1.0,0.3125,0.7142857142857143,0.2,0.625,0.25,0.6875,0.5118833333333332,0.5381,0.51935,0.09433962264150944,0.11428571428571428,0.03225806451612903,0.11290322580645161,7.603225806451611,24.72941176470588,0.2680851063829787,3.0,,0.6,2.0,,4.0,,2.0,,5.0,,2.0,,12.0,3.0,4.0,2.0,1.0,,,0.8,0.29411764705882354,,,0.29411764705882354,0.11764705882352941,0.13333333333333333,0.041666666666666664,0.26666666666666666,0.3076923076923077,1.0,0.2857142857142857,,,,,0.26666666666666666,,,,,1.0,1.0,0.03571428571428571,,,1.0,,,,1.0,1.0,,,0.2,0.5,0.5,,,,2.0,1.0,1.0,1.0,0.16666666666666666,0.05555555555555555,,,,,,True,,,,,,,,,,,,,,,
201973,1610612738,Jonas Jerebko,Jonas Jerebko,201973,BOS,2928.0,49,-11,100,99,38.0,40.0,8,199,3.0,7.0,,1.0,3.0,,,,2.0,3.0,1.0,3.0,9.0,4.0,1.0,16,106,,1.0,,1.0,4.0,2.0,,5.0,4.0,2.0,,3.0,,6.0,,6.0,,5.0,1.0,12.0,2.0,,3.0,8.0,1.0,12.0,2.0,14.0,2.0,,,,,,,,2.0,3.0,1.0,,1.0,1.0,,,,,,,,5.0,38.0,,0.6666666666666666,0.6666666666666666,0.3333333333333333,,0.25,0.5769230769230769,,0.4166666666666667,0.6153846153846154,,0.4166666666666667,0.3076923076923077,,,,12.149532710280374,,1.0,0.32,,0.17647058823529413,0.1,0.2619047619047619,0.0425531914893617,,,,0.125,0.36363636363636365,0.5,0.14285714285714285,,0.5384615384615384,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,,0.15384615384615385,,,,0.23076923076923078,1.0,,0.5,0.16666666666666666,0.8461538461538461,0.6087307692307693,,0.6205333333333333,0.07692307692307693,0.1111111111111111,,0.3125,4.466666666666667,24.825,0.38,1.0,,0.3333333333333333,1.0,1.0,2.0,,,,3.0,,,1.0,9.0,,2.0,,2.0,,1.0,1.0,0.75,,0.5,0.75,,,0.07692307692307693,0.6666666666666666,0.6666666666666666,1.0,,,,0.16666666666666666,,0.6666666666666666,,,,,,,,0.3333333333333333,,1.0,1.0,,,,,,,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
202738,1610612738,Isaiah Thomas,Isaiah Thomas,202738,BOS,2829.0,47,-12,100,96,17.0,19.0,12,196,3.0,4.0,1.0,1.0,2.0,1.0,5.0,5.0,6.0,9.0,2.0,9.0,15.0,9.0,6.0,27,106,1.0,1.0,2.0,2.0,3.0,2.0,2.0,9.0,6.0,12.0,2.0,9.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,,2.0,1.0,,,1.0,2.0,3.0,,,3.0,,3.0,1.0,4.0,3.0,,5.0,8.0,,7.0,3.0,,,,,,,,9.0,17.0,,0.3333333333333333,0.375,0.6,1.0,0.6666666666666666,0.4375,0.5,0.7,0.48148148148148145,0.5,0.75,0.375,0.2,,0.6,27.678571428571427,0.75,,,0.07142857142857142,0.06666666666666667,,0.025,0.0425531914893617,0.1,0.125,,,,,0.07142857142857142,,0.16666666666666666,0.75,0.75,0.3333333333333333,0.20833333333333334,0.2,0.5,0.25,0.8333333333333334,0.8333333333333334,0.4,0.375,0.5,1.0,0.4,0.4,0.5416666666666666,0.46718124999999994,0.5759,0.47403000000000006,0.1111111111111111,0.16666666666666666,0.07407407407407407,0.3333333333333333,10.486666666666668,26.799999999999997,0.17,1.0,1.0,0.5,,,1.0,,1.0,1.0,1.0,,1.0,1.0,3.0,,1.0,,,1.0,,1.0,0.1111111111111111,,0.5,0.1111111111111111,,,,0.1111111111111111,0.1111111111111111,1.0,0.5,,,,0.5,0.1111111111111111,,,2.0,,,,,,0.2,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,True,,,,,,,,,,,,,,,
