EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,HeaveMakes,HeaveAttempts,Fg3aBlocked,Corner3Assists,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,FTOffRebounds,BlockingFouls,Charge Fouls,BlockingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,Defensive 3 Seconds Violations,OffFTReboundPct,3pt And 1 Free Throw Trips,3SecondViolations,OffensiveGoaltends,on,Clear Path Fouls,BlockedCorner3
101106,1610612744,Andrew Bogut,Andrew Bogut,101106,GSW,4996.0,83,18,163,162,14,31,15,325,6.0,9.0,4.0,7.0,1.0,1.0,2.0,6.0,1,8,16,16,157,4.0,7.0,8.0,1,1,2,10.0,6,6.0,10.0,2.0,12.0,2.0,6.0,2.0,2.0,26.0,1.0,7.0,6.0,11,1.0,18,8,26,1.0,4.0,4.0,3.0,1.0,7.0,1.0,7.0,18.0,1.0,1.0,4.0,1.0,1.0,14.0,10.0,4.0,14.0,8.0,1.0,2,14,2.0,0.625,1.0,0.5,0.5714285714285714,1.0,0.5,0.5714285714285714,1.0,0.5,0.5714285714285714,1.0,12.707182320441989,0.5714285714285714,0.25,0.171875,0.14285714285714285,0.2727272727272727,0.037037037037037035,0.19767441860465115,0.10526315789473684,0.05263157894736842,0.29411764705882354,0.07692307692307693,0.05263157894736842,0.13043478260869565,0.13636363636363635,0.2631578947368421,0.1875,0.5,0.125,0.5714285714285714,0.5625,0.6666666666666666,0.6666666666666666,0.5,0.375,0.3333333333333333,0.3333333333333333,1.0,0.0625,1.0,0.5714285714285714,0.25,1.0,1.0,0.5625,0.53063125,0.5404333333333334,0.7319,0.5,0.125,5.14375,0.08588957055214724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201575,1610612744,Brandon Rush,Brandon Rush,201575,GSW,19753.0,329,-45,677,684,301,272,69,1361,6.0,15.0,1.0,3.0,4.0,11.0,4.0,9.0,11,14,35,82,788,2.0,4.0,4.0,7,18,53,22.0,6,,14.0,8.0,22.0,8.0,8.0,5.0,1.0,52.0,,3.0,18.0,26,9.0,53,3,56,1.0,10.0,4.0,4.0,1.0,14.0,5.0,15.0,18.0,,,5.0,,1.0,8.0,5.0,3.0,8.0,5.0,,53,301,1.0,0.7857142857142857,0.7857142857142857,0.4,0.5,0.3888888888888889,0.4418604651162791,0.25,0.5465116279069767,0.45054945054945056,0.25,0.5520833333333334,13.761467889908257,0.7142857142857143,0.3333333333333333,0.12149532710280374,0.016666666666666666,0.17475728155339806,,0.138801261829653,0.009933774834437087,0.014084507042253521,0.03571428571428571,,,0.12162162162162163,0.10588235294117647,0.14545454545454545,0.1744186046511628,0.17647058823529413,0.0196078431372549,0.625,0.1744186046511628,0.4,0.5,0.6666666666666666,0.10465116279069768,0.4444444444444444,0.4444444444444444,1.0,0.12790697674418605,0.375,0.3333333333333333,1.0,0.2558139534883721,0.36363636363636365,0.7674418604651163,0.5198831395348837,0.5621214285714285,0.5401813953488372,0.04878048780487805,0.6463414634146342,9.205714285714285,0.4446085672082718,4.0,2.0,16.0,2.0,1.0,7.0,14.0,35.0,2.0,10.0,18.0,16.0,51.0,6.0,4.0,11.0,25.0,6.0,45.0,3.0,35.0,14.0,3.0,3.0,2.0,1.0,1.0,6.0,10.0,3.0,2.0,2.0,0.9375,0.3137254901960784,0.44,0.3137254901960784,0.5930232558139535,0.08571428571428572,0.2,0.36363636363636365,0.36363636363636365,0.75,0.18604651162790697,0.125,0.125,1.0,0.4069767441860465,0.4,0.4,0.9285714285714286,0.25,0.25,0.16279069767441862,0.14285714285714285,0.4186046511627907,0.5555555555555556,0.4,0.033707865168539325,0.07894736842105263,25.231372549019607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,25086.0,418,138,896,899,398,425,99,1795,39.0,68.0,3.0,4.0,24.0,36.0,9.0,26.0,33,59,127,417,949,3.0,11.0,49.0,33,63,206,40.0,78,2.0,49.0,16.0,65.0,13.0,38.0,2.0,9.0,146.0,5.0,9.0,22.0,32,2.0,56,14,70,2.0,25.0,19.0,15.0,3.0,40.0,13.0,11.0,21.0,1.0,1.0,57.0,,,4.0,2.0,2.0,4.0,2.0,,206,398,1.0,0.3389830508474576,0.3448275862068966,0.4645669291338583,0.2727272727272727,0.5238095238095238,0.5935374149659864,0.8076923076923077,0.5547945205479452,0.6338461538461538,0.8275862068965517,0.6047904191616766,35.925196850393704,0.625,0.06451612903225806,0.11721611721611722,0.04035874439461883,0.14473684210526316,0.029585798816568046,0.12705882352941175,0.03571428571428571,0.043859649122807015,0.07547169811320754,,0.03333333333333333,0.1111111111111111,0.10526315789473684,0.13636363636363635,0.13043478260869565,0.1891891891891892,0.014492753623188406,0.5,0.23129251700680273,0.5735294117647058,0.6190476190476191,0.3333333333333333,0.08843537414965986,0.34615384615384615,0.42857142857142855,0.4444444444444444,0.11224489795918367,0.15384615384615385,0.75,0.3333333333333333,0.2465753424657534,0.6666666666666666,0.7993197278911565,0.5071113240418119,0.5012933333333334,0.5072514388489208,0.11750599520383694,0.4940047961630695,7.760629921259844,0.44419642857142855,11.0,10.0,22.0,4.0,5.0,9.0,67.0,145.0,11.0,27.0,74.0,77.0,167.0,68.0,15.0,32.0,83.0,44.0,126.0,105.0,138.0,65.0,13.0,26.0,17.0,9.0,5.0,6.0,76.0,20.0,10.0,10.0,0.5454545454545454,0.46107784431137727,0.3855421686746988,0.46296296296296297,0.5680272108843537,0.10236220472440945,0.07352941176470588,0.3333333333333333,0.36666666666666664,0.2727272727272727,0.07482993197278912,0.45454545454545453,0.47619047619047616,1.0,0.4931972789115646,0.46206896551724136,0.46853146853146854,0.47761194029850745,0.15384615384615385,0.4230769230769231,0.06164383561643835,0.5555555555555556,0.5068493150684932,0.36486486486486486,0.47101449275362317,0.07936507936507936,0.13986013986013987,27.05688622754491,3.0,9.0,12.0,7.0,2.0,5.0,3.0,3.0,1.0,3.0,4.0,2.0,4.0,5.0,5.0,0.8,0.017964071856287425,0.19230769230769232,0.09090909090909091,0.045454545454545456,0.013793103448275862,0.02040816326530612,0.75,1.0,0.8181818181818182,0.7777777777777778,0.029069767441860465,,,,,,,,,,,,,True,,
203110,1610612744,Draymond Green,Draymond Green,203110,GSW,24309.0,405,147,866,882,359,408,85,1748,50.0,80.0,8.0,20.0,19.0,25.0,9.0,15.0,6,61,101,194,882,8.0,21.0,24.0,24,35,67,68.0,54,14.0,57.0,24.0,81.0,16.0,40.0,8.0,9.0,186.0,7.0,17.0,25.0,67,9.0,101,25,126,9.0,20.0,14.0,17.0,6.0,37.0,16.0,21.0,38.0,4.0,,48.0,1.0,,19.0,9.0,7.0,21.0,15.0,,67,359,3.0,0.5573770491803278,0.6296296296296297,0.6039603960396039,0.38095238095238093,0.6857142857142857,0.5757575757575758,0.4782608695652174,0.6071428571428571,0.610062893081761,0.5,0.6320754716981132,20.123839009287927,0.5405405405405406,0.375,0.23591549295774647,0.08018867924528301,0.17482517482517482,0.04827586206896552,0.2154566744730679,0.06722689075630252,0.11320754716981132,0.057692307692307696,0.037037037037037035,0.03,0.21348314606741572,0.22772277227722773,0.26595744680851063,0.15315315315315314,0.25,0.17647058823529413,0.7142857142857143,0.6060606060606061,0.625,0.6666666666666666,0.6,0.11363636363636363,0.6,0.75,0.3333333333333333,0.045454545454545456,0.8695652173913043,0.4,0.125,0.5952380952380952,0.76,0.8409090909090909,0.5446400763358777,0.541303125,0.504,0.12371134020618557,0.34536082474226804,3.531683168316832,0.41454965357967666,2.0,1.0,4.0,,,1.0,9.0,27.0,2.0,1.0,6.0,10.0,31.0,42.0,2.0,1.0,7.0,16.0,27.0,3.0,26.0,9.0,8.0,22.0,14.0,8.0,9.0,6.0,63.0,29.0,8.0,7.0,0.9,0.3225806451612903,0.14285714285714285,0.3333333333333333,0.23484848484848486,0.07920792079207921,0.0625,0.3333333333333333,0.3333333333333333,0.5,0.030303030303030304,0.25,0.25,1.0,0.20454545454545456,0.3333333333333333,0.3333333333333333,0.8888888888888888,,0.08695652173913043,0.023809523809523808,,0.14285714285714285,0.16666666666666666,0.34615384615384615,0.19205298013245034,0.24166666666666667,27.10645161290322,,2.0,2.0,2.0,,1.0,,8.0,,1.0,1.0,2.0,10.0,,,1.0,,0.2,,,,0.08888888888888889,,,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.03333333333333333,,,,True,,
2571,1610612744,Leandro Barbosa,Leandro Barbosa,2571,GSW,64748.0,1079,41,2206,2220,677,682,248,4426,91.0,150.0,6.0,15.0,31.0,45.0,13.0,54.0,56,132,260,433,2373,8.0,25.0,38.0,39,63,116,180.0,84,2.0,55.0,27.0,82.0,17.0,35.0,7.0,13.0,191.0,15.0,13.0,32.0,56,1.0,89,28,117,6.0,32.0,21.0,21.0,5.0,53.0,16.0,37.0,107.0,3.0,9.0,65.0,1.0,4.0,10.0,7.0,1.0,10.0,7.0,,116,677,17.0,0.6818181818181818,0.6870229007633588,0.5076923076923077,0.32,0.6190476190476191,0.5148648648648648,0.47435897435897434,0.5769230769230769,0.5439698492462312,0.475,0.5918367346938775,17.932405566600398,0.6037735849056604,0.014084507042253521,0.07920792079207921,0.01881331403762663,0.10094637223974763,0.0436046511627907,0.0859375,0.02705314009661836,0.015151515151515152,0.02702702702702703,0.014634146341463415,0.039525691699604744,0.0593607305936073,0.09259259259259259,0.08256880733944955,0.11068702290076336,0.05454545454545454,0.03468208092485549,0.7,0.40540540540540543,0.6066666666666667,0.6642335766423357,0.7362637362637363,0.14594594594594595,0.24074074074074073,0.2765957446808511,0.38461538461538464,0.15135135135135136,0.38461538461538464,0.4,0.8333333333333334,0.4945054945054945,0.6888888888888889,0.7027027027027027,0.5241838315217391,0.5292178571428572,0.5472722222222222,0.08775981524249422,0.2678983833718245,6.776538461538463,0.30689029918404354,28.0,17.0,35.0,7.0,5.0,10.0,22.0,75.0,7.0,4.0,18.0,39.0,110.0,52.0,14.0,9.0,28.0,11.0,114.0,3.0,74.0,22.0,20.0,44.0,26.0,18.0,6.0,11.0,62.0,31.0,3.0,1.0,0.9743589743589743,0.35454545454545455,0.32142857142857145,0.3577981651376147,0.2972972972972973,0.07692307692307693,0.08666666666666667,0.5,0.5,0.6428571428571429,0.0945945945945946,0.4857142857142857,0.4857142857142857,1.0,0.20270270270270271,0.29333333333333333,0.29333333333333333,0.9545454545454546,0.1794871794871795,0.1794871794871795,0.10989010989010989,0.5,0.1978021978021978,0.2222222222222222,0.2972972972972973,0.07848101265822785,0.10877192982456141,25.166363636363638,4.0,3.0,7.0,1.0,,1.0,,10.0,,1.0,5.0,7.0,6.0,,,0.5,,0.12962962962962962,,,,0.054945054945054944,0.5714285714285714,1.0,0.42857142857142855,1.0,,,3.0,,,,,2.0,,,,,,True,,
2738,1610612744,Andre Iguodala,Andre Iguodala,2738,GSW,35178.0,586,6,1188,1201,293,322,148,2389,32.0,44.0,4.0,8.0,5.0,5.0,8.0,16.0,32,54,92,185,1260,8.0,15.0,25.0,8,14,42,58.0,50,6.0,56.0,21.0,77.0,15.0,41.0,4.0,11.0,175.0,8.0,15.0,12.0,53,6.0,71,23,94,1.0,18.0,15.0,4.0,,22.0,8.0,17.0,31.0,,1.0,33.0,,2.0,3.0,2.0,1.0,4.0,3.0,,42,293,,0.5370370370370371,0.5686274509803921,0.5869565217391305,0.5333333333333333,0.5714285714285714,0.5625,0.625,0.6071428571428571,0.5640243902439024,0.625,0.5833333333333334,13.537117903930131,0.8181818181818182,0.17647058823529413,0.14560439560439561,0.036855036855036855,0.07453416149068323,0.04419889502762431,0.12380952380952381,0.0391156462585034,0.05228758169934641,0.03787878787878788,0.01639344262295082,0.046153846153846156,0.09322033898305085,0.15748031496062992,0.18487394957983194,0.08888888888888889,,0.014084507042253521,0.75,0.2894736842105263,0.7272727272727273,0.7804878048780488,0.65625,0.10526315789473684,0.5,0.5,0.375,0.21052631578947367,0.4,0.5,,0.17857142857142858,1.0,0.6842105263157895,0.5407059999999999,0.5099416666666667,0.4591981481481483,0.13513513513513514,0.22702702702702704,8.33695652173913,0.24663299663299662,14.0,5.0,20.0,3.0,2.0,4.0,16.0,40.0,2.0,4.0,10.0,21.0,60.0,14.0,5.0,6.0,14.0,8.0,54.0,9.0,38.0,16.0,3.0,23.0,18.0,5.0,2.0,3.0,27.0,10.0,4.0,2.0,0.8571428571428571,0.35,0.42857142857142855,0.3620689655172414,0.39473684210526316,0.03260869565217391,0.06818181818181818,0.4375,0.4375,0.35714285714285715,0.13157894736842105,0.25,0.25,1.0,0.2631578947368421,0.4,0.4,0.8125,0.15,0.1,0.14285714285714285,0.5,0.35714285714285715,0.4,0.42105263157894735,0.06875,0.1,25.613333333333333,2.0,1.0,3.0,,,2.0,,6.0,,1.0,,6.0,2.0,,1.0,0.6,,,,,,0.0392156862745098,0.6666666666666666,1.0,0.5,1.0,0.016666666666666666,,,,,1.0,1.0,,,,1.0,,,True,,
202691,1610612744,Klay Thompson,Klay Thompson,202691,GSW,10396.0,173,-11,361,374,78,109,33,735,13.0,18.0,2.0,2.0,5.0,6.0,3.0,12.0,8,17,38,106,402,2.0,3.0,16.0,6,12,23,22.0,12,2.0,9.0,7.0,16.0,5.0,5.0,1.0,3.0,39.0,,1.0,9.0,12,4.0,25,1,26,1.0,6.0,4.0,2.0,,8.0,1.0,8.0,15.0,1.0,1.0,13.0,,,7.0,5.0,1.0,7.0,5.0,,23,78,,0.6470588235294118,0.6875,0.4473684210526316,0.6666666666666666,0.5,0.5833333333333334,0.9285714285714286,0.45652173913043476,0.6176470588235294,0.8888888888888888,0.4791666666666667,23.25,0.75,0.3333333333333333,0.09448818897637795,0.009174311926605505,0.16666666666666666,,0.11602209944751381,0.005917159763313609,0.02631578947368421,,,,0.07692307692307693,0.0784313725490196,0.13513513513513514,0.18,,0.025,0.7142857142857143,0.23076923076923078,0.7222222222222222,0.7222222222222222,0.6153846153846154,0.15384615384615385,0.25,0.25,0.6666666666666666,0.10256410256410256,0.2857142857142857,1.0,,0.2608695652173913,0.8333333333333334,0.7435897435897436,0.5099480769230769,0.5059285714285714,0.5145608695652174,0.1509433962264151,0.2169811320754717,8.073684210526318,0.21606648199445982,1.0,3.0,10.0,,2.0,6.0,16.0,30.0,4.0,1.0,5.0,19.0,40.0,15.0,4.0,3.0,11.0,2.0,45.0,12.0,30.0,16.0,,6.0,4.0,2.0,1.0,2.0,16.0,7.0,1.0,1.0,0.7894736842105263,0.475,0.2727272727272727,0.475,0.5128205128205128,,,0.125,0.125,1.0,0.1282051282051282,0.3,0.3,1.0,0.38461538461538464,0.5333333333333333,0.5517241379310345,0.75,,0.5714285714285714,0.2608695652173913,0.3333333333333333,0.21739130434782608,0.2,0.5333333333333333,0.08333333333333333,0.1590909090909091,25.402499999999996,,3.0,3.0,3.0,,,1.0,2.0,,,,,1.0,1.0,,0.75,0.025,,,,0.03333333333333333,,,,0.75,0.6666666666666666,,,,,1.0,,,1.0,,,,,,True,,
203084,1610612744,Harrison Barnes,Harrison Barnes,203084,GSW,28507.0,475,-14,946,951,160,163,104,1897,23.0,45.0,3.0,9.0,7.0,12.0,11.0,35.0,33,51,113,173,1037,6.0,16.0,19.0,9,20,36,56.0,46,6.0,21.0,11.0,32.0,9.0,13.0,,8.0,75.0,7.0,18.0,21.0,34,9.0,64,25,89,3.0,5.0,3.0,12.0,3.0,17.0,3.0,21.0,34.0,3.0,2.0,38.0,,4.0,2.0,1.0,1.0,2.0,2.0,,36,160,2.0,0.5490196078431373,0.5833333333333334,0.45132743362831856,0.375,0.45,0.4537037037037037,0.35714285714285715,0.45,0.48324022346368717,0.41304347826086957,0.5,18.148148148148145,0.29411764705882354,0.2727272727272727,0.11683848797250859,0.05309734513274336,0.17073170731707318,0.050359712230215826,0.13285024154589373,0.05230125523012552,0.09090909090909091,0.03418803418803419,0.03571428571428571,0.056074766355140186,0.125,0.07079646017699115,0.16666666666666666,0.14705882352941177,0.2857142857142857,0.03529411764705882,1.0,0.2777777777777778,0.5111111111111111,0.6571428571428571,0.7391304347826086,0.21604938271604937,0.3142857142857143,0.3235294117647059,0.18181818181818182,0.2037037037037037,0.42857142857142855,0.3333333333333333,,0.4,0.5833333333333334,0.5802469135802469,0.5104552469135804,0.5264205882352941,0.548445,0.10982658959537572,0.20809248554913296,8.469026548672565,0.16913319238900634,17.0,3.0,15.0,1.0,,3.0,12.0,34.0,4.0,3.0,7.0,15.0,49.0,26.0,5.0,3.0,10.0,9.0,45.0,,34.0,12.0,11.0,12.0,9.0,3.0,3.0,2.0,38.0,19.0,2.0,2.0,1.0,0.30612244897959184,0.3,0.30612244897959184,0.30246913580246915,0.09734513274336283,0.2222222222222222,0.5151515151515151,0.5151515151515151,0.5294117647058824,0.09259259259259259,0.2,0.2,1.0,0.20987654320987653,0.35294117647058826,0.35294117647058826,1.0,0.047619047619047616,0.19047619047619047,0.1,,0.23333333333333334,0.42857142857142855,0.35294117647058826,0.10734463276836158,0.1484375,24.76122448979592,,1.0,1.0,4.0,,,,2.0,1.0,,1.0,3.0,4.0,,,0.2,,0.02857142857142857,,,,0.03125,,,0.25,1.0,,,,,,,,,,,,1.0,,True,,
201578,1610612744,Marreese Speights,Marreese Speights,201578,GSW,29902.0,498,56,1004,1008,281,245,114,2012,37.0,79.0,10.0,35.0,6.0,16.0,17.0,47.0,120,111,246,339,1062,16.0,46.0,38.0,18,44,75,182.0,40,22.0,24.0,12.0,36.0,10.0,12.0,5.0,7.0,84.0,13.0,39.0,30.0,60,9.0,99,53,152,10.0,14.0,3.0,19.0,2.0,33.0,5.0,35.0,73.0,2.0,8.0,60.0,1.0,4.0,24.0,10.0,14.0,24.0,11.0,,75,281,1.0,0.8198198198198198,0.91,0.45121951219512196,0.34782608695652173,0.4090909090909091,0.4862068965517241,0.32,0.4701492537313433,0.5313479623824452,0.3584905660377358,0.5,30.397236614853195,0.42424242424242425,0.2903225806451613,0.17751479289940827,0.11403508771929824,0.2158273381294964,0.0962962962962963,0.18867924528301888,0.1090146750524109,0.16153846153846155,0.1134020618556701,0.06086956521739131,0.06930693069306931,0.1743119266055046,0.2204724409448819,0.12745098039215685,0.19658119658119658,0.3181818181818182,0.07042253521126761,0.4583333333333333,0.27241379310344827,0.46835443037974683,0.5285714285714286,0.7567567567567568,0.16206896551724137,0.3617021276595745,0.4146341463414634,0.5294117647058824,0.41379310344827586,0.7,0.2857142857142857,0.1,0.23880597014925373,0.375,0.4241379310344828,0.47070948275862073,0.49905921052631586,0.4853365671641791,0.11209439528023599,0.22123893805309736,10.889837398373984,0.2798804780876494,57.0,1.0,5.0,3.0,1.0,3.0,19.0,39.0,1.0,8.0,20.0,20.0,44.0,57.0,4.0,9.0,23.0,12.0,60.0,,39.0,19.0,17.0,10.0,8.0,2.0,3.0,11.0,67.0,34.0,4.0,4.0,1.0,0.45454545454545453,0.391304347826087,0.45454545454545453,0.15172413793103448,0.06910569105691057,0.11392405063291139,0.475,0.4830508474576271,0.9473684210526315,0.017241379310344827,0.2,0.2,1.0,0.13448275862068965,0.48717948717948717,0.48717948717948717,1.0,0.06,0.02,0.04477611940298507,0.3333333333333333,0.29850746268656714,0.4,0.48717948717948717,0.10793650793650794,0.12546125461254612,25.634090909090904,,,,6.0,,,,2.0,,3.0,2.0,7.0,9.0,,,,,0.1276595744680851,0.016666666666666666,,,0.17647058823529413,,,,,,1.0,4.0,2.0,3.0,,,,1.0,0.03571428571428571,,,1.0,True,,
2733,1610612744,Shaun Livingston,Shaun Livingston,2733,GSW,37254.0,621,3,1223,1235,190,231,129,2458,24.0,35.0,1.0,6.0,3.0,7.0,22.0,62.0,51,69,148,169,1293,8.0,17.0,16.0,9,17,23,54.0,84,,79.0,28.0,107.0,20.0,37.0,8.0,34.0,242.0,3.0,13.0,11.0,38,2.0,51,16,67,3.0,22.0,16.0,19.0,3.0,41.0,2.0,19.0,43.0,2.0,5.0,33.0,,2.0,10.0,4.0,5.0,13.0,9.0,,23,190,4.0,0.391304347826087,0.391304347826087,0.46621621621621623,0.47058823529411764,0.5294117647058824,0.44805194805194803,0.4444444444444444,0.5,0.4970414201183432,0.4444444444444444,0.5238095238095238,15.075376884422111,0.5365853658536586,0.06451612903225806,0.08878504672897196,0.030162412993039442,0.07006369426751592,0.01910828025477707,0.08376068376068375,0.027210884353741496,0.04861111111111111,0.02040816326530612,0.02142857142857143,0.025423728813559324,0.058823529411764705,0.07303370786516854,0.13740458015267176,0.045454545454545456,0.2,0.03896103896103896,0.6923076923076923,0.22727272727272727,0.6857142857142857,0.8,0.75,0.4025974025974026,0.3548387096774194,0.36065573770491804,0.18181818181818182,0.33116883116883117,0.3333333333333333,0.16666666666666666,1.0,0.3888888888888889,0.42857142857142855,0.2662337662337662,0.4692722222222222,0.4792966666666666,0.4753764705882353,0.09467455621301775,0.13609467455621302,10.168243243243245,0.1553556827473426,23.0,,4.0,,,,,2.0,1.0,,1.0,,6.0,31.0,1.0,,1.0,5.0,,,1.0,,6.0,25.0,15.0,10.0,7.0,6.0,37.0,16.0,4.0,3.0,,,,,0.03896103896103896,0.04054054054054054,0.14285714285714285,0.45098039215686275,0.45098039215686275,0.21739130434782608,0.025974025974025976,,,,0.012987012987012988,,,,,0.05555555555555555,,,0.05555555555555555,,,0.09696969696969697,0.10062893081761007,28.26666666666667,,,,,,1.0,,8.0,1.0,1.0,,1.0,5.0,2.0,,,,0.016129032258064516,,,,,,,,,,,,1.0,1.0,3.0,3.0,1.0,1.0,,,,,True,,
