EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveMakes,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,Loose Ball Fouls Drawn,Defensive 3 Seconds Violations,OffAtRimReboundPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,SelfOReb,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,BlockingFoulsDrawn,BlockedShortMidRange,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,3SecondViolations,FTOffRebounds,Blocked3s,BlockedArc3,OffFTReboundPct,on,Clear Path Fouls,OffensiveGoaltends,BlockedCorner3,3pt And 1 Free Throw Trips
1713,1610612763,Vince Carter,Vince Carter,1713,MEM,9802.0,163,12.0,327,323,94,142.0,31.0,650,8.0,11.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0,9.0,3.0,5.0,1.0,2.0,4.0,24.0,2.0,2.0,9.0,13.0,22.0,7.0,29.0,4.0,51.0,311.0,3.0,4.0,2.0,6.0,4.0,6.0,3.0,11.0,4.0,21.0,10.0,16.0,15.0,6.0,2.0,1.0,2.0,21.0,3.0,1.0,9.0,3.0,12.0,1.0,2.0,5.0,2.0,2.0,27.0,1.0,4.0,15.0,8.0,2.0,25.0,5.0,30.0,5.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,7.0,16.0,2.0,1.0,10.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,21.0,94,3.0,1.0,0.3846153846153846,0.4166666666666667,0.7142857142857143,0.2413793103448276,0.2727272727272727,0.2222222222222222,0.5909090909090909,0.75,0.6666666666666666,0.4607843137254901,0.5,0.5,0.4903846153846153,0.5,0.5833333333333334,0.5686274509803921,0.0454545454545454,0.0909090909090909,15.469613259668508,0.5,0.1538461538461538,0.1038961038961039,0.036697247706422,0.2272727272727272,0.02,0.1608391608391608,0.0314465408805031,0.0588235294117647,0.0512820512820512,0.027027027027027,0.1379310344827586,0.0909090909090909,0.0769230769230769,0.2340425531914893,0.2105263157894736,1.0,0.2156862745098039,0.7272727272727273,0.8,0.375,0.0392156862745098,0.5,0.5,0.1764705882352941,0.4444444444444444,0.4444444444444444,0.5,0.0980392156862745,0.6,0.6,1.0,0.4705882352941176,0.1666666666666666,0.1666666666666666,0.5,0.6666666666666666,0.75,0.3333333333333333,0.3333333333333333,0.1176470588235294,1.0,0.1176470588235294,0.5,0.5294117647058824,0.2222222222222222,0.7843137254901961,0.1428571428571428,0.5206867346938775,0.61916,0.4494333333333333,0.0392156862745098,0.0909090909090909,0.1176470588235294,0.4117647058823529,8.754545454545456,28.42068965517241,0.2874617737003058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
200797,1610612763,Ryan Hollins,Ryan Hollins,200797,MEM,2372.0,40,-9.0,70,67,10,27.0,12.0,137,4.0,7.0,2.0,2.0,,,,3.0,,,,,,,,,,,,4.0,10.0,,,3.0,11.0,86.0,2.0,2.0,,6.0,,1.0,,,2.0,2.0,4.0,4.0,,,4.0,,,,,3.0,1.0,1.0,2.0,,1.0,1.0,,,5.0,2.0,5.0,,2.0,,2.0,7.0,9.0,,,,,,,,,,3.0,6.0,,,6.0,,,4.0,,1.0,1.0,1.0,1.0,1.0,,2.0,10,1.0,1.0,0.5,1.0,,,,,0.4,1.0,,0.4,1.0,,0.4583333333333333,1.0,0.5,,0.3,0.4285714285714285,14.285714285714286,,,0.0909090909090909,0.1724137931034483,,0.2222222222222222,0.0666666666666666,0.1842105263157894,0.125,0.1,0.2857142857142857,,0.1,0.125,,,,0.7,0.5714285714285714,1.0,0.5,0.3,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.7,,0.60978,0.5219,0.301,0.0909090909090909,0.0909090909090909,0.5454545454545454,0.1818181818181818,2.3,,0.1428571428571428,2.0,2.0,1.0,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201145,1610612763,Jeff Green,Jeff Green,201145,MEM,41148.0,686,22.0,1325,1317,413,427.0,127.0,2642,45.0,82.0,12.0,20.0,15.0,26.0,22.0,52.0,21.0,50.0,5.0,19.0,1.0,8.0,13.0,39.0,4.0,7.0,18.0,88.0,184.0,18.0,58.0,39.0,269.0,1380.0,14.0,22.0,5.0,32.0,26.0,50.0,8.0,26.0,14.0,90.0,70.0,106.0,42.0,12.0,16.0,,2.0,37.0,13.0,19.0,28.0,17.0,45.0,9.0,8.0,11.0,11.0,6.0,107.0,8.0,16.0,33.0,53.0,8.0,94.0,24.0,118.0,20.0,17.0,3.0,13.0,8.0,8.0,5.0,2.0,21.0,30.0,56.0,4.0,2.0,42.0,1.0,,51.0,5.0,25.0,3.0,7.0,6.0,7.0,5.0,88.0,402,2.0,2.0,0.3977272727272727,0.4375,0.7777777777777778,0.3103448275862069,0.3076923076923077,0.3214285714285714,0.4782608695652174,0.6363636363636364,0.52,0.4752066115702479,0.5740740740740741,0.5,0.5075471698113208,0.5925925925925926,0.5357142857142857,0.2396694214876033,0.1032608695652173,0.1707317073170731,19.53551912568306,0.6190476190476191,0.1818181818181818,0.1305418719211822,0.0345572354211663,0.1549295774647887,0.054054054054054,0.1389337641357027,0.0392798690671031,0.0526315789473684,0.0379746835443038,0.0526315789473684,0.1133333333333333,0.1363636363636363,0.1451612903225806,0.15,0.1643835616438356,0.7142857142857143,0.3388429752066115,0.5487804878048781,0.6617647058823529,0.4666666666666667,0.2148760330578512,0.4230769230769231,0.4489795918367347,0.2066115702479339,0.42,0.4375,0.4285714285714285,0.0785123966942148,0.2631578947368421,0.2777777777777778,1.0,0.1611570247933884,0.3333333333333333,0.3333333333333333,0.6923076923076923,0.7407407407407407,0.6,0.25,0.1481481481481481,0.3421052631578947,0.5769230769230769,0.1052631578947368,0.125,0.2368421052631578,0.3888888888888889,0.5785123966942148,0.3513513513513513,0.4937209205020919,0.5741699999999998,0.5088249999999999,0.0954198473282442,0.1225490196078431,0.1189591078066914,0.3345724907063197,7.86195652173913,25.68275862068965,0.3116981132075471,1.0,3.0,1.0,0.0130718954248366,1.0,1.0,1.0,1.0,6.0,4.0,5.0,2.0,1.0,0.2,0.0172413793103448,0.0576923076923076,0.04,0.0526315789473684,0.0566037735849056,0.055045871559633,0.2272727272727272,0.037037037037037,0.25,1.0,,,,,,,,,,,,,,,,,,,,True,,,,
201584,1610612763,Courtney Lee,Courtney Lee,201584,MEM,89359.0,1489,43.0,2878,2869,823,838.0,305.0,5747,49.0,83.0,2.0,4.0,13.0,21.0,33.0,66.0,59.0,132.0,14.0,56.0,4.0,15.0,37.0,82.0,2.0,10.0,20.0,141.0,281.0,51.0,138.0,76.0,511.0,3008.0,12.0,19.0,5.0,32.0,30.0,70.0,14.0,35.0,33.0,135.0,178.0,104.0,153.0,,6.0,,,82.0,37.0,18.0,58.0,18.0,76.0,11.0,7.0,19.0,15.0,24.0,170.0,6.0,13.0,41.0,55.0,3.0,99.0,19.0,118.0,52.0,41.0,11.0,30.0,22.0,19.0,8.0,6.0,49.0,38.0,79.0,1.0,1.0,47.0,2.0,2.0,92.0,8.0,29.0,8.0,16.0,5.0,16.0,10.0,129.0,810,14.0,3.0,0.6312056737588653,0.644927536231884,1.0,0.3695652173913043,0.4,0.3695652173913043,0.501779359430605,0.631578947368421,0.4285714285714285,0.5190930787589498,0.5625,0.4857142857142857,0.5446428571428571,0.6,0.525,0.3293556085918854,0.0640569395017793,0.1325301204819277,15.429990686122322,0.6122448979591837,0.0337078651685393,0.0668286755771567,0.0127576054955839,0.086864406779661,0.0182370820668693,0.0741312741312741,0.0140949554896142,0.0181268882175226,0.0082872928176795,0.0180995475113122,0.0714285714285714,0.0485074626865671,0.0804597701149425,0.0909090909090909,0.0763358778625954,0.625,0.198090692124105,0.5903614457831325,0.6805555555555556,0.6122448979591837,0.1575178997613365,0.5,0.5409836065573771,0.315035799522673,0.4469696969696969,0.4538461538461538,0.6440677966101694,0.1336515513126491,0.25,0.25,1.0,0.1957040572792363,0.4512195121951219,0.4512195121951219,1.0,0.1666666666666666,0.5,0.5,0.0833333333333333,0.2,0.6190476190476191,0.1428571428571428,0.2666666666666666,0.1904761904761904,0.5,0.5274463007159904,0.4512195121951219,0.4829731503579952,0.4515361111111111,0.46988,0.0659090909090909,0.0960264900662251,0.0626223091976516,0.2641878669275929,11.21779359430605,24.320289855072467,0.2859624739402363,5.0,,1.0,0.0122699386503067,3.0,,1.0,,4.0,1.0,17.0,,8.0,0.2,,0.0757575757575757,0.0151515151515151,,0.0185185185185185,0.0192307692307692,0.6363636363636364,0.125,,,1.0,4.0,1.0,7.0,2.0,2.0,26.0,3.0,0.3333333333333333,1.0,,,,,,,,,,True,,,,
201596,1610612763,Mario Chalmers,Mario Chalmers,201596,MEM,32933.0,549,71.0,1078,1071,360,376.0,117.0,2149,32.0,66.0,4.0,8.0,9.0,21.0,21.0,39.0,6.0,12.0,3.0,9.0,,,19.0,54.0,5.0,8.0,23.0,59.0,117.0,22.0,63.0,83.0,267.0,1095.0,6.0,13.0,5.0,16.0,19.0,41.0,8.0,23.0,34.0,96.0,28.0,90.0,60.0,6.0,4.0,,3.0,51.0,19.0,12.0,82.0,22.0,104.0,13.0,9.0,33.0,19.0,30.0,230.0,1.0,9.0,21.0,26.0,1.0,48.0,10.0,58.0,39.0,22.0,17.0,27.0,18.0,20.0,9.0,3.0,47.0,26.0,67.0,2.0,2.0,95.0,1.0,16.0,100.0,8.0,40.0,11.0,6.0,2.0,6.0,4.0,96.0,359,15.0,9.0,0.2372881355932203,0.2456140350877192,0.9090909090909092,0.3492063492063492,0.3478260869565217,0.3666666666666666,0.5042735042735043,0.4615384615384615,0.4634146341463415,0.5111111111111111,0.4166666666666667,0.484375,0.5933333333333334,0.4210526315789473,0.5581395348837209,0.35,0.1025641025641025,0.1363636363636363,22.553897180762853,0.574468085106383,0.027027027027027,0.087248322147651,0.0250696378830083,0.1147540983606557,0.0085470085470085,0.0977130977130977,0.0210084033613445,0.0403225806451612,0.0078740157480314,,0.074074074074074,0.0841121495327102,0.108433734939759,0.1102941176470588,0.1276595744680851,0.6666666666666666,0.3666666666666666,0.4848484848484848,0.5614035087719298,0.28125,0.2166666666666666,0.5384615384615384,0.5833333333333334,0.0666666666666666,0.5,0.5,0.3333333333333333,0.05,0.3333333333333333,0.3333333333333333,1.0,0.3,0.3518518518518518,0.3584905660377358,0.8947368421052632,0.4444444444444444,0.5,,0.2777777777777778,0.328125,0.4285714285714285,,,0.359375,0.3478260869565217,0.7166666666666667,0.3725490196078431,0.5161338983050847,0.5369625,0.502191129032258,0.1962616822429906,0.2684563758389262,0.0599250936329588,0.3595505617977528,5.473504273504274,26.2047619047619,0.3339517625231911,1.0,,,0.0277777777777777,,1.0,1.0,1.0,5.0,8.0,18.0,2.0,3.0,0.2,0.0158730158730158,0.0769230769230769,,,0.0303030303030303,0.0625,0.1428571428571428,,0.2,1.0,,5.0,,5.0,2.0,,,1.0,,,2.0,0.0185185185185185,0.0307692307692307,,,,,,,True,,,,
203210,1610612763,JaMychal Green,JaMychal Green,203210,MEM,19531.0,326,6.0,658,663,235,256.0,59.0,1321,30.0,45.0,7.0,15.0,11.0,14.0,4.0,11.0,4.0,21.0,2.0,3.0,,,1.0,4.0,,,2.0,38.0,77.0,3.0,7.0,28.0,113.0,672.0,8.0,16.0,,20.0,13.0,26.0,,2.0,8.0,34.0,56.0,20.0,9.0,,14.0,,1.0,3.0,1.0,2.0,7.0,,7.0,,,1.0,3.0,3.0,14.0,3.0,17.0,18.0,31.0,10.0,59.0,20.0,79.0,10.0,6.0,4.0,9.0,4.0,16.0,5.0,3.0,25.0,21.0,53.0,5.0,3.0,26.0,4.0,,32.0,4.0,15.0,3.0,4.0,4.0,4.0,2.0,34.0,235,6.0,2.0,0.7368421052631579,0.9032258064516128,1.0,0.4285714285714285,,0.5,0.4935064935064935,0.5,0.5,0.5059523809523809,0.5,0.4642857142857143,0.576530612244898,0.5555555555555556,0.53125,0.0833333333333333,0.0259740259740259,0.0444444444444444,17.012448132780083,0.36,0.4347826086956521,0.2012987012987013,0.085,0.1551724137931034,0.0344827586206896,0.1814814814814815,0.0696864111498257,0.0422535211267605,0.0144927536231884,0.05,0.1451612903225806,0.2127659574468085,0.2666666666666666,0.1529411764705882,0.1612903225806451,0.5,0.5357142857142857,0.6666666666666666,0.6976744186046512,0.6666666666666666,0.1309523809523809,0.3636363636363636,0.3636363636363636,0.25,0.1904761904761904,0.1904761904761904,1.0,0.0357142857142857,0.6666666666666666,0.6666666666666666,1.0,0.0476190476190476,0.25,0.25,1.0,0.9375,0.4666666666666667,,,0.5,0.7857142857142857,,,0.0714285714285714,,0.6190476190476191,0.3333333333333333,0.5525222891566264,0.5801214285714286,0.5817722222222224,0.1578947368421052,0.1704545454545454,0.1769911504424778,0.3008849557522124,7.393506493506495,28.500000000000004,0.3571428571428571,4.0,2.0,,0.2166666666666666,,,,,4.0,2.0,10.0,,,,,,,,,0.1052631578947368,1.0,,,,,3.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,True,,,,
2216,1610612763,Zach Randolph,Zach Randolph,2216,MEM,49538.0,826,78.0,1581,1559,389,365.0,192.0,3140,79.0,124.0,30.0,45.0,16.0,28.0,52.0,111.0,52.0,116.0,1.0,2.0,,,,7.0,,,3.0,183.0,351.0,1.0,9.0,52.0,421.0,1638.0,41.0,69.0,,101.0,34.0,71.0,,3.0,22.0,90.0,200.0,166.0,,3.0,46.0,,2.0,5.0,,20.0,34.0,19.0,53.0,18.0,1.0,15.0,8.0,11.0,125.0,10.0,66.0,50.0,97.0,14.0,161.0,76.0,237.0,18.0,10.0,8.0,27.0,19.0,21.0,8.0,6.0,48.0,29.0,70.0,12.0,5.0,63.0,,1.0,72.0,5.0,26.0,11.0,3.0,2.0,3.0,,90.0,385,5.0,11.0,0.546448087431694,0.625,,0.1111111111111111,,0.1428571428571428,0.5213675213675214,0.5942028985507246,0.4788732394366197,0.5125,0.5942028985507246,0.4594594594594595,0.5356234096692112,0.608433734939759,0.5056179775280899,0.025,0.0569800569800569,0.0967741935483871,24.445676274944567,0.5625,0.3333333333333333,0.209051724137931,0.11,0.209205020920502,0.0613496932515337,0.209103840682788,0.0996068152031454,0.134020618556701,0.0542986425339366,0.0555555555555555,0.1986301369863013,0.23125,0.1962025316455696,0.2166666666666666,0.1864406779661017,,0.3444444444444444,0.6370967741935484,0.7053571428571429,0.4430379746835443,0.3083333333333333,0.4684684684684684,0.4952380952380952,0.3222222222222222,0.4482758620689655,0.4561403508771929,0.7692307692307693,0.0055555555555555,0.5,0.5,,0.0194444444444444,,,,0.6521739130434783,0.6666666666666666,0.1666666666666666,,0.3783783783783784,0.5714285714285714,,,0.0405405405405405,,0.3694444444444444,,0.4480356145251395,0.506675,0.4666604166666667,0.0706806282722513,0.0698924731182795,0.2399049881235154,0.2137767220902612,9.01766381766382,36.96666666666667,0.2460468058191018,19.0,11.0,2.0,0.1513513513513513,,,,1.0,16.0,5.0,8.0,,1.0,,0.1111111111111111,0.054054054054054,0.0172413793103448,,0.0727272727272727,0.1073825503355704,0.4807692307692308,,,,,2.0,,3.0,,1.0,,,,,1.0,0.1428571428571428,0.1,,1.0,,,,,True,,,,
201144,1610612763,Mike Conley,Mike Conley,201144,MEM,52420.0,874,8.0,1672,1662,404,422.0,174.0,3334,45.0,87.0,4.0,8.0,13.0,19.0,35.0,85.0,30.0,72.0,11.0,23.0,3.0,9.0,23.0,81.0,8.0,5.0,24.0,110.0,244.0,34.0,104.0,101.0,423.0,1759.0,7.0,18.0,14.0,34.0,32.0,67.0,8.0,33.0,41.0,129.0,72.0,148.0,81.0,21.0,4.0,,2.0,79.0,23.0,17.0,136.0,31.0,167.0,21.0,10.0,45.0,31.0,60.0,365.0,3.0,11.0,29.0,52.0,,81.0,14.0,95.0,36.0,24.0,12.0,23.0,17.0,11.0,6.0,1.0,34.0,29.0,54.0,2.0,,91.0,3.0,4.0,115.0,7.0,41.0,18.0,11.0,7.0,11.0,5.0,120.0,391,9.0,11.0,0.3272727272727272,0.3333333333333333,0.7941176470588235,0.3269230769230769,0.2424242424242424,0.3333333333333333,0.4508196721311475,0.3888888888888889,0.4776119402985074,0.4626436781609195,0.453125,0.44,0.5261845386533666,0.4857142857142857,0.516,0.2988505747126437,0.0696721311475409,0.1149425287356321,23.24959914484233,0.6764705882352942,,0.1056910569105691,0.0179738562091503,0.1062271062271062,0.015228426395939,0.1058823529411764,0.0173053152039555,0.0157894736842105,0.0092165898617511,0.0238095238095238,0.0919540229885057,0.1045751633986928,0.1212121212121212,0.1082474226804123,0.1012658227848101,0.4545454545454545,0.25,0.5172413793103449,0.5844155844155844,0.3111111111111111,0.2442528735632184,0.4117647058823529,0.4487179487179487,0.2068965517241379,0.4166666666666667,0.4166666666666667,0.5,0.0660919540229885,0.4782608695652174,0.4782608695652174,0.7272727272727273,0.2327586206896551,0.2839506172839506,0.2839506172839506,0.8260869565217391,0.25,0.5,,0.25,0.19,0.6842105263157895,0.09,0.3333333333333333,0.24,0.2083333333333333,0.5488505747126436,0.2911392405063291,0.4835079710144928,0.5006568965517242,0.4626724489795918,0.1096605744125326,0.1474820143884892,0.0803782505910165,0.3049645390070922,9.329918032786887,25.57211538461539,0.2416267942583732,5.0,,1.0,0.0292682926829268,6.0,3.0,5.0,,3.0,5.0,12.0,2.0,3.0,0.3571428571428571,,0.0823529411764705,,,,0.0166666666666666,0.2,0.1875,0.375,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,,0.0095238095238095,,,,,,,True,,,,
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,68115.0,1135,4.0,2177,2159,623,569.0,230.0,4336,47.0,90.0,9.0,15.0,12.0,30.0,94.0,198.0,77.0,181.0,,,,,2.0,2.0,1.0,1.0,1.0,218.0,469.0,2.0,2.0,145.0,587.0,2301.0,19.0,34.0,1.0,49.0,45.0,105.0,1.0,1.0,75.0,168.0,296.0,140.0,6.0,,14.0,,,2.0,2.0,19.0,101.0,35.0,136.0,28.0,7.0,49.0,19.0,33.0,307.0,10.0,29.0,61.0,110.0,15.0,186.0,41.0,227.0,25.0,18.0,7.0,45.0,19.0,30.0,26.0,4.0,75.0,39.0,81.0,9.0,10.0,159.0,8.0,5.0,174.0,14.0,63.0,31.0,44.0,26.0,45.0,25.0,166.0,610,11.0,26.0,0.6788990825688074,0.7014218009478673,1.0,1.0,1.0,1.0,0.464818763326226,0.5588235294117647,0.4285714285714285,0.4692144373673036,0.5857142857142857,0.4386792452830189,0.5326678765880217,0.5975609756097561,0.5675675675675675,0.0042462845010615,0.0405117270788912,0.1222222222222222,25.708418891170428,0.6,0.238095238095238,0.1743264659270998,0.0364779874213836,0.1699164345403899,0.0427350427350427,0.1727272727272727,0.0379008746355685,0.0492424242424242,0.0070671378091872,0.0448717948717948,0.2222222222222222,0.1443298969072164,0.1477832512315271,0.1769230769230769,0.1515151515151515,0.5555555555555556,0.1910828025477707,0.5222222222222223,0.5949367088607594,0.574468085106383,0.4203821656050955,0.4747474747474747,0.4947368421052631,0.3842887473460722,0.425414364640884,0.425414364640884,0.9090909090909092,,,,,0.0042462845010615,1.0,1.0,1.0,0.4285714285714285,0.6,0.2222222222222222,0.0285714285714285,0.2830188679245283,0.4,,,0.0094339622641509,1.0,0.1953290870488322,1.0,0.4280869426751592,0.4901677419354838,0.450513679245283,0.1211538461538461,0.1216216216216216,0.0834752981260647,0.2862010221465076,10.8773987206823,26.4,0.2861736334405145,8.0,10.0,5.0,0.0564516129032258,,1.0,1.0,,7.0,7.0,10.0,3.0,18.0,1.0,,0.0404040404040404,,,0.0384615384615384,0.0301724137931034,0.5425531914893617,,1.0,1.0,,4.0,,1.0,1.0,2.0,,,,,,,,,1.0,2.0,1.0,1.0,0.0416666666666666,True,,,,
2440,1610612763,Matt Barnes,Matt Barnes,2440,MEM,39559.0,659,-37.0,1293,1297,407,419.0,129.0,2590,30.0,54.0,4.0,9.0,12.0,17.0,7.0,20.0,4.0,11.0,9.0,37.0,1.0,11.0,23.0,69.0,3.0,7.0,27.0,41.0,85.0,32.0,106.0,26.0,204.0,1414.0,6.0,13.0,7.0,18.0,16.0,27.0,8.0,38.0,14.0,70.0,54.0,28.0,90.0,6.0,6.0,1.0,2.0,66.0,22.0,11.0,37.0,4.0,41.0,3.0,1.0,17.0,7.0,13.0,86.0,4.0,18.0,31.0,50.0,17.0,98.0,23.0,121.0,29.0,22.0,7.0,23.0,19.0,14.0,4.0,1.0,37.0,47.0,78.0,2.0,1.0,26.0,,1.0,34.0,3.0,13.0,4.0,22.0,13.0,22.0,10.0,70.0,403,8.0,4.0,0.6585365853658537,0.7105263157894737,0.9375,0.3018867924528302,0.2105263157894736,0.2980769230769231,0.4823529411764706,0.4615384615384615,0.5925925925925926,0.4659685863874345,0.375,0.4307692307692308,0.4951456310679611,0.4090909090909091,0.4861111111111111,0.5549738219895288,0.1294117647058823,0.1481481481481481,16.922005571030642,0.6216216216216216,0.3541666666666667,0.1355013550135501,0.0427553444180522,0.1448598130841121,0.0225988700564971,0.1389365351629502,0.0367892976588628,0.0444444444444444,0.0285714285714285,0.0347826086956521,0.1,0.1864406779661017,0.1261261261261261,0.1428571428571428,0.15,0.4545454545454545,0.2827225130890052,0.5555555555555556,0.6521739130434783,0.6,0.1047120418848167,0.35,0.3888888888888889,0.0575916230366492,0.3636363636363636,0.4,1.0,0.193717277486911,0.2432432432432432,0.2432432432432432,0.8888888888888888,0.3612565445026178,0.3333333333333333,0.3382352941176471,0.9565217391304348,0.45,0.4444444444444444,,0.15,0.2615384615384615,0.7058823529411765,0.1692307692307692,0.0909090909090909,0.4153846153846154,0.2592592592592592,0.837696335078534,0.3333333333333333,0.5492433862433862,0.5476323529411765,0.5435253968253969,0.0693069306930693,0.1368421052631579,0.088235294117647,0.3431372549019608,4.994117647058824,25.121698113207536,0.3147718484145398,3.0,2.0,,0.0547945205479452,4.0,,1.0,1.0,5.0,7.0,11.0,1.0,7.0,0.1428571428571428,0.0094339622641509,0.1,0.0909090909090909,,,0.0476190476190476,0.7142857142857143,0.2,,,1.0,4.0,,2.0,,1.0,,2.0,0.25,,1.0,0.0144927536231884,0.0093457943925233,1.0,,1.0,,,0.0344827586206896,True,,,,
