EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ThreePtAssists,Arc3Assists,OffThreePtRebounds,FTDefRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyArc3FGM,SecondChanceFG2M,SecondChancePoints,PtsUnassisted3s,ShortMidRangeAssists,OffTwoPtRebounds,SelfOReb,Offensive Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChancePointsPct,SecondChanceFtPoints,PtsPutbacks,Travels,2pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffAtRimReboundPct,OffCorner3ReboundPct,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,Corner3Assists,LostBallOutOfBoundsTurnovers,LostBallTurnovers,BlockingFouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffLongMidRangeReboundPct,Charge Fouls Drawn,BlockingFoulsDrawn,OffensiveGoaltends,Loose Ball Fouls,on,SecondChanceCorner3FGM,SecondChanceTurnovers,Technical Free Throw Trips,BlockedLongMidRange,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,Charge Fouls,Clear Path Fouls,DefensiveGoaltends,3SecondViolations,OffFTReboundPct,HeaveAttempts,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedCorner3
1626173,1610612749,Rashad Vaughn,Rashad Vaughn,1626173,MIL,4219.0,70,-40.0,133,140,86,54.0,9.0,273,2.0,4.0,1.0,1.0,1.0,2.0,3.0,7.0,3.0,7.0,2.0,5.0,1.0,7.0,5.0,6.0,13.0,4.0,14.0,2.0,26,160,1.0,3.0,7.0,2.0,10.0,2.0,14.0,8.0,4.0,12.0,7.0,1.0,1.0,3.0,3.0,2.0,1.0,6.0,4.0,1.0,5.0,5,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,14.0,86,1.0,0.6666666666666666,0.6666666666666666,1.0,0.2857142857142857,0.2,0.2857142857142857,0.46153846153846156,0.42857142857142855,0.4444444444444444,0.35294117647058826,0.4642857142857143,0.3888888888888889,0.5185185185185185,0.07692307692307693,0.25,21.52777777777778,0.3333333333333333,0.034482758620689655,0.19047619047619047,0.1,0.1111111111111111,0.06666666666666667,0.5,0.5,0.14814814814814814,0.5,0.6666666666666666,0.5,0.07407407407407407,0.5,0.5,0.25925925925925924,0.42857142857142855,0.42857142857142855,1.0,0.25925925925925924,0.42857142857142855,0.42857142857142855,1.0,0.25925925925925924,0.14285714285714285,0.14285714285714285,1.0,1.0,0.058823529411764705,0.29411764705882354,0.4,0.29411764705882354,0.6666666666666666,0.14285714285714285,0.4853777777777777,0.5215,0.4692794117647059,0.03571428571428571,0.07142857142857142,0.5384615384615384,11.23076923076923,24.607142857142858,0.6466165413533834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
201573,1610612749,Jerryd Bayless,Jerryd Bayless,201573,MIL,4194.0,70,-38.0,138,135,30,52.0,20.0,273,1.0,7.0,1.0,2.0,,2.0,1.0,1.0,1.0,5.0,,1.0,1.0,3.0,,2.0,10.0,2.0,8.0,4.0,14,164,1.0,,2.0,,1.0,2.0,2.0,2.0,2.0,6.0,3.0,1.0,2.0,3.0,6.0,1.0,2.0,15.0,1.0,4.0,6.0,7,4.0,3.0,1.0,4.0,4.0,2.0,1.0,6.0,1.0,3.0,4.0,,3.0,5.0,1.0,1.0,1.0,,1.0,,2.0,30,,0.5,0.5,1.0,0.25,,0.25,0.2,,0.2777777777777778,,0.35,0.25,0.4444444444444444,0.2,0.2857142857142857,15.950920245398773,0.6666666666666666,0.0975609756097561,0.045454545454545456,0.07936507936507936,0.2222222222222222,0.0625,,,0.3888888888888889,0.14285714285714285,0.2,,0.1111111111111111,,,0.05555555555555555,1.0,1.0,1.0,0.2777777777777778,0.2,0.2,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.3333333333333333,,,0.8333333333333334,0.3333333333333333,0.546221875,,0.54095,0.1,0.09090909090909091,0.14285714285714285,3.91,24.287499999999998,0.21739130434782608,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.041666666666666664,0.013513513513513514,0.07142857142857142,0.05263157894736842,0.07692307692307693,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
202349,1610612749,Greivis Vasquez,Greivis Vasquez,202349,MIL,3767.0,63,-30.0,120,122,27,29.0,18.0,242,3.0,7.0,3.0,2.0,,2.0,2.0,4.0,,2.0,,1.0,4.0,7.0,3.0,5.0,13.0,4.0,9.0,4.0,26,153,3.0,1.0,3.0,1.0,4.0,,5.0,6.0,4.0,9.0,7.0,4.0,3.0,13.0,17.0,9.0,1.0,38.0,3.0,3.0,6.0,7,1.0,1.0,,4.0,4.0,3.0,,7.0,,,2.0,1.0,4.0,4.0,2.0,,,,,,5.0,27,,0.6,0.6,0.75,0.4444444444444444,0.25,0.4444444444444444,0.38461538461538464,0.3333333333333333,0.5,0.35714285714285715,0.5416666666666666,0.35714285714285715,0.4090909090909091,0.23076923076923078,0.42857142857142855,21.67832167832168,0.5714285714285714,0.09090909090909091,0.15789473684210525,0.11538461538461539,,0.2,,,0.3181818181818182,0.42857142857142855,0.75,0.3333333333333333,0.09090909090909091,,,0.18181818181818182,0.5,0.5,1.0,0.09090909090909091,,,,0.3181818181818182,0.5714285714285714,0.5714285714285714,0.75,1.0,0.2857142857142857,0.14285714285714285,,0.42857142857142855,0.7272727272727273,0.5714285714285714,0.5053863636363637,0.4852,0.5479357142857143,0.08333333333333333,0.13333333333333333,0.19230769230769232,7.961538461538462,25.21111111111111,0.225,4.0,4.0,,,1.0,2.0,,,,0.014925373134328358,,0.11764705882352941,0.1,,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.025,0.08333333333333333,0.1,0.3333333333333333,1.0,0.5,0.3333333333333333,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
203089,1610612749,John Henson,John Henson,203089,MIL,1207.0,20,-27.0,41,43,8,8.0,8.0,84,7.0,10.0,4.0,2.0,,2.0,,,,,,,,,,7.0,12.0,,,6.0,20,61,4.0,2.0,3.0,,,2.0,6.0,8.0,6.0,,,,1.0,,,,,,1.0,,3.0,10,,,,,,1.0,,1.0,,2.0,2.0,,5.0,7.0,4.0,1.0,1.0,,1.0,1.0,6.0,8,,0.5714285714285714,0.8,,,,,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.75,,0.08333333333333333,,30.769230769230766,,,0.125,0.07142857142857142,,0.125,,1.0,0.8333333333333334,0.7,0.7,0.5714285714285714,0.16666666666666666,,,,,,,,,,,,,,,1.0,0.6666666666666666,,,,0.8333333333333334,,0.5665166666666667,0.6961666666666666,0.40853333333333336,0.26666666666666666,0.26666666666666666,0.3,2.125,,0.1951219512195122,,,2.0,2.0,7.0,,,1.0,0.2222222222222222,0.25,,,,,2.0,2.0,,2.0,8.0,,,5.0,,,0.5,0.5,0.6666666666666666,0.2631578947368421,0.2857142857142857,,0.5,,1.0,,0.4,4.0,4.0,1.0,1.0,2.0,0.5,0.3,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
203142,1610612749,Chris Copeland,Chris Copeland,203142,MIL,9355.0,156,-79.0,301,305,126,118.0,38.0,606,5.0,7.0,2.0,2.0,2.0,4.0,,4.0,1.0,10.0,,4.0,9.0,26.0,11.0,7.0,15.0,10.0,36.0,6.0,50,362,4.0,2.0,5.0,5.0,15.0,4.0,23.0,8.0,6.0,30.0,26.0,9.0,1.0,7.0,11.0,5.0,1.0,26.0,5.0,3.0,9.0,10,2.0,1.0,1.0,3.0,2.0,3.0,,6.0,3.0,10.0,17.0,1.0,7.0,7.0,3.0,,,,,,23.0,126,2.0,0.5714285714285714,0.6666666666666666,1.0,0.2777777777777778,0.3333333333333333,0.2777777777777778,0.4666666666666667,0.4,0.43137254901960786,0.475,0.46296296296296297,0.5227272727272727,0.7058823529411765,0.06666666666666667,0.14285714285714285,17.391304347826086,0.5,0.038461538461538464,0.10204081632653061,0.06299212598425197,0.09090909090909091,0.10810810810810811,0.08333333333333333,,0.13725490196078433,0.7142857142857143,0.8333333333333334,0.6,0.0784313725490196,0.5,0.5,0.0784313725490196,,,,0.19607843137254902,0.1,0.1111111111111111,1.0,0.5098039215686274,0.34615384615384615,0.34615384615384615,1.0,0.2857142857142857,0.1,0.2,,0.55,0.8431372549019608,0.34615384615384615,0.5217313725490196,0.5055416666666667,0.5184175,0.05660377358490566,0.17647058823529413,0.46,7.053333333333332,25.005555555555553,0.4186046511627907,4.0,3.0,,1.0,1.0,,,0.08333333333333333,,0.006493506493506494,,0.03125,,,2.0,1.0,5.0,2.0,7.0,,1.0,1.0,,,0.5,0.5,0.5,0.01020408163265306,0.034482758620689655,,1.0,0.5,0.5,0.45454545454545453,0.14,,2.0,1.0,1.0,3.0,,,,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.3333333333333333,0.027777777777777776,0.1,0.5,0.2857142857142857,0.14285714285714285,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,
203101,1610612749,Miles Plumlee,Miles Plumlee,203101,MIL,4739.0,79,-30.0,152,156,101,82.0,10.0,308,7.0,13.0,5.0,7.0,4.0,5.0,,1.0,,,,,,,,11.0,19.0,,,,22,168,6.0,8.0,12.0,,,,16.0,18.0,4.0,,,,,2.0,2.0,,2.0,4.0,4.0,5.0,10.0,16,3.0,3.0,,3.0,,3.0,,6.0,3.0,3.0,7.0,2.0,1.0,,,3.0,3.0,,3.0,2.0,16.0,101,,0.8181818181818182,0.9,,,,,0.5789473684210527,0.6666666666666666,0.5789473684210527,0.6666666666666666,0.5789473684210527,0.6666666666666666,,,,15.337423312883436,0.5,0.13157894736842105,0.14285714285714285,0.13636363636363635,0.2222222222222222,0.2,,0.6666666666666666,0.6842105263157895,0.5384615384615384,0.5384615384615384,0.8571428571428571,0.2631578947368421,0.8,0.8,0.05263157894736842,,,,,,,,,,,,0.8333333333333334,0.5833333333333334,,,,0.6842105263157895,,0.611921052631579,0.6377166666666666,0.6103999999999999,,,0.7272727272727273,3.473684210526316,,0.6644736842105263,,,,1.0,6.0,,,0.1111111111111111,,0.08450704225352113,,0.14285714285714285,0.06666666666666667,,2.0,4.0,,3.0,6.0,,,6.0,2.0,,0.5,0.5,0.5,0.15,,0.25,0.4,0.5,0.5714285714285714,,0.2727272727272727,,2.0,1.0,,,,0.25,,,,,,,,,,3.0,,,,,,,,0.75,,,,,0.15384615384615385,,,,,True,,,,,,,,,,,,,,,,,,,
203948,1610612749,Johnny O'Bryant III,Johnny O'Bryant III,203948,MIL,3441.0,57,-28.0,106,110,63,41.0,7.0,216,2.0,4.0,1.0,2.0,2.0,5.0,4.0,8.0,,,,,,,,8.0,17.0,,,,16,123,1.0,5.0,11.0,,,,10.0,10.0,6.0,,,,1.0,4.0,4.0,2.0,1.0,8.0,1.0,4.0,8.0,10,1.0,1.0,,1.0,1.0,3.0,,4.0,3.0,,2.0,,3.0,2.0,2.0,,,,,,10.0,63,,0.625,0.625,,,,,0.47058823529411764,0.45454545454545453,0.47058823529411764,0.45454545454545453,0.47058823529411764,0.45454545454545453,,0.058823529411764705,,18.42105263157895,0.25,0.18181818181818182,0.058823529411764705,0.1282051282051282,0.16666666666666666,0.08333333333333333,,,0.23529411764705882,0.5,0.5,1.0,0.29411764705882354,0.4,0.5,0.47058823529411764,0.5,0.5,0.5,,,,,,,,,1.0,0.18181818181818182,,,,0.23529411764705882,,0.4185764705882353,0.5969,0.39752727272727273,0.11764705882352941,0.11764705882352941,0.625,10.81764705882353,,0.5943396226415094,,,2.0,3.0,2.0,1.0,,0.5,0.09523809523809523,0.04081632653061224,0.08333333333333333,0.2,0.18181818181818182,,1.0,,,1.0,2.0,,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,,,0.125,,,1.0,2.0,,0.2,,0.1111111111111111,,,,,,,,1.0,,,,,,,,,0.5,,,,,,1.0,,,,True,,,,,,,,,,,,,,,,,,,
203953,1610612749,Jabari Parker,Jabari Parker,203953,MIL,62.0,1,-3.0,1,2,1,,1.0,3,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,2,5,1.0,1.0,1.0,,,,2.0,,2.0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2.0,1,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,50.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,0.8552,0.8552,0.8552,,,1.0,0.1,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,1.0,,1.0,2.0,,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
202328,1610612749,Greg Monroe,Greg Monroe,202328,MIL,3038.0,51,-18.0,97,96,14,24.0,19.0,193,6.0,11.0,7.0,1.0,3.0,8.0,,1.0,,,,,,,,9.0,20.0,,,5.0,23,118,8.0,,2.0,,,2.0,2.0,10.0,8.0,,,,2.0,3.0,4.0,2.0,1.0,9.0,3.0,4.0,7.0,15,2.0,1.0,1.0,2.0,1.0,,,2.0,1.0,6.0,7.0,,6.0,5.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,14,1.0,0.5555555555555556,0.7142857142857143,,,,,0.45,,0.45,,0.5227272727272727,0.3333333333333333,,0.1,0.18181818181818182,20.33898305084746,1.0,0.13793103448275862,0.25,0.17073170731707318,0.1111111111111111,0.125,0.5,0.3333333333333333,0.55,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.4,0.375,0.375,0.05,,,,,,,,,,,,0.875,0.5,,,,0.55,,0.48894000000000004,0.6004124999999999,0.5329,0.09523809523809523,0.09523809523809523,0.08695652173913043,4.295,,0.14432989690721648,1.0,1.0,1.0,,8.0,,,,0.06666666666666667,0.1568627450980392,0.08333333333333333,0.14285714285714285,0.16666666666666666,,4.0,,,5.0,15.0,,,7.0,,,0.625,0.625,0.75,0.19444444444444445,0.2727272727272727,,0.5714285714285714,0.5,,,0.6521739130434783,5.0,4.0,,1.0,,,0.2,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,,0.3333333333333333,,,,,0.1,1.0,,,,True,,,,,,,,,,,,,,,,,,,
203114,1610612749,Khris Middleton,Khris Middleton,203114,MIL,3146.0,52,-24.0,103,100,18,30.0,21.0,203,,1.0,,,2.0,4.0,,5.0,1.0,1.0,,,1.0,5.0,3.0,2.0,10.0,2.0,6.0,,10,121,2.0,,1.0,1.0,3.0,,3.0,2.0,2.0,6.0,5.0,1.0,1.0,2.0,3.0,1.0,,7.0,,4.0,4.0,6,,,,1.0,1.0,1.0,,2.0,,2.0,5.0,1.0,5.0,,,,,,,,3.0,18,,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,,0.3125,0.375,0.3125,0.375,0.375,0.1,1.0,14.285714285714286,0.5,0.12903225806451613,,0.09090909090909091,0.1,,,,0.0625,,,,0.25,0.5,0.5,0.3125,,,,0.0625,1.0,1.0,1.0,0.3125,0.2,0.2,1.0,,,,,0.75,0.4375,0.2,0.430603125,0.38239999999999996,0.39201250000000004,,,0.3,13.220000000000002,25.683333333333337,0.17475728155339806,1.0,1.0,1.0,,2.0,,,,0.07142857142857142,0.034482758620689655,0.1,0.07142857142857142,0.2857142857142857,,,,1.0,,,,1.0,1.0,1.0,,,,,0.022727272727272728,,0.1,,,,0.3333333333333333,,,,,,,,0.05263157894736842,,,,,,,,,,,,1.0,,,,,,0.5,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,
