EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,HeaveAttempts,Fg2aBlocked,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,FG3M,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,FTDefRebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefFTReboundPct,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChanceFtPoints,SecondChancePoints,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffTwoPtRebounds,OffRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,ShootingFouls,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,AtRimPctAssisted,SecondChancePointsPct,PenaltyCorner3FGA,SecondChanceArc3FGA,PtsUnassisted3s,SecondChanceArc3Frequency,PenaltyCorner3Frequency,OffThreePtRebounds,SelfOReb,LostBallTurnovers,SecondChanceTurnovers,Blocked2s,BlockedShortMidRange,Blocks,OffThreePtReboundPct,OffCorner3ReboundPct,SelfORebPct,LostBallSteals,Offensive Fouls,BlockedAtRim,RecoveredBlocks,BlocksRecoveredPct,on,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,Corner3Assists,BlockingFouls,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,DefensiveGoaltends,Corner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,StepOutOfBoundsTurnovers,Travels,SecondChanceFg3Pct,PenaltyFg3Pct,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,Clear Path Fouls,BlockedLongMidRange,OffensiveGoaltends,SecondChanceCorner3FGM,PenaltyCorner3FGM,Fg3aBlocked,Blocked3s,BlockedArc3,BlockedCorner3,3SecondViolations,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,HeaveMakes,ThreePtShootingFoulsDrawn,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips
1713,1610612763,Vince Carter,Vince Carter,1713,MEM,935.0,16,-2.0,28,29,9.0,13.0,2.0,57,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,5.0,32,2.0,4.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,9.0,1.0,0.5,0.5,0.3333333333333333,0.5,0.2857142857142857,0.4,0.35714285714285715,0.5,0.14285714285714285,0.3333333333333333,0.6666666666666666,26.666666666666668,1.0,0.1,0.05555555555555555,0.25,0.42857142857142855,0.3333333333333333,1.0,0.2857142857142857,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,0.4,0.5,0.2,0.5714285714285714,0.4541666666666666,0.43720000000000003,0.14285714285714285,0.16666666666666666,1.0,7.066666666666666,40.5,0.32142857142857145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201145,1610612763,Jeff Green,Jeff Green,201145,MEM,1915.0,32,11.0,57,58,16.0,7.0,5.0,115,1.0,2.0,,,5.0,1.0,2.0,2.0,1.0,6.0,9.0,3.0,5.0,20.0,51,,1.0,1.0,,,4.0,8.0,1.0,,1.0,5.0,5.0,,,1.0,,,6.0,7.0,1.0,4.0,,15.0,,0.3333333333333333,0.3333333333333333,0.6666666666666666,,0.625,,0.6666666666666666,,0.25,,,25.806451612903228,,0.05555555555555555,0.14285714285714285,,0.16666666666666666,0.5,0.5,0.4166666666666667,0.16666666666666666,0.5,0.5,,0.16666666666666666,,,0.5,0.4166666666666667,0.4749636363636364,0.4687,0.26666666666666666,0.3333333333333333,,9.122222222222222,30.53333333333333,0.2807017543859649,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,8.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.3,0.16666666666666666,0.3333333333333333,0.8,0.8,0.5,0.08333333333333333,0.5,0.5,1.0,1.0,1.0,0.59715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,2027.0,34,5.0,60,62,19.0,13.0,6.0,122,3.0,4.0,1.0,1.0,11.0,2.0,3.0,,,8.0,18.0,,7.0,23.0,60,2.0,4.0,,1.0,5.0,14.0,2.0,,,3.0,5.0,7.0,2.0,2.0,3.0,1.0,2.0,5.0,8.0,2.0,2.0,5.0,19.0,,0.875,0.875,0.4444444444444444,0.5,0.4444444444444444,0.5,0.525,0.5,,,,34.848484848484844,0.6666666666666666,0.17647058823529413,0.16666666666666666,0.25,0.2222222222222222,0.75,0.75,0.6111111111111112,0.16666666666666666,0.6666666666666666,0.6666666666666666,1.0,,0.25,1.0,,0.2222222222222222,0.41736666666666666,0.4404,0.1111111111111111,0.1111111111111111,0.21739130434782608,8.399999999999999,,0.31666666666666665,3.0,,,,,,,,,4.0,5.0,1.0,2.0,11.0,2.0,,1.0,,,,,,0.15384615384615385,,0.15384615384615385,0.2727272727272727,0.2727272727272727,1.0,,,,,,,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.09090909090909091,0.06896551724137931,0.3333333333333333,0.08333333333333333,0.2,0.6666666666666666,0.08695652173913043,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202343,1610612763,Elliot Williams,Elliot Williams,202343,MEM,2708.0,45,-3.0,81,85,23.0,19.0,7.0,166,,,,,1.0,1.0,5.0,3.0,1.0,1.0,6.0,4.0,3.0,8.0,89,,1.0,2.0,1.0,1.0,2.0,,,,1.0,3.0,4.0,,,1.0,1.0,2.0,5.0,4.0,,1.0,,22.0,,1.0,1.0,0.16666666666666666,,0.25,,0.3333333333333333,0.125,0.4,,,14.772727272727273,,0.041666666666666664,0.075,,,,,0.1,0.5,0.2,0.2,1.0,0.3,,,0.3333333333333333,0.4,0.448335,0.5008333333333334,0.09090909090909091,0.14285714285714285,0.125,16.25,24.299999999999997,0.2839506172839506,,1.0,,1.0,1.0,1.0,,3.0,1.0,3.0,4.0,1.0,1.0,9.0,2.0,,1.0,,,0.25,0.25,,0.125,0.14285714285714285,0.13333333333333333,,,,0.1,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,0.4998,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,0.03571428571428571,0.027777777777777776,,0.07692307692307693,,,,1.0,1.0,3.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,1610612763,Matt Barnes,Matt Barnes,2440,MEM,2319.0,39,4.0,71,72,16.0,15.0,6.0,143,,1.0,,,,,,4.0,1.0,,1.0,5.0,4.0,13.0,71,,,1.0,4.0,4.0,,,,1.0,6.0,7.0,9.0,1.0,,1.0,,4.0,2.0,4.0,,1.0,4.0,15.0,,,,,,0.75,,0.8125,0.6666666666666666,0.8333333333333334,1.0,1.0,11.688311688311687,1.0,0.2727272727272727,0.20588235294117646,0.375,0.16666666666666666,,,,,,,,0.6666666666666666,,,1.0,1.0,0.5403833333333333,0.63135,0.14285714285714285,0.5,0.3076923076923077,1.5,25.3,0.22535211267605634,,1.0,,3.0,3.0,,9.0,4.0,3.0,3.0,4.0,1.0,,9.0,1.0,,,,1.0,0.6,0.6,,0.08333333333333333,,0.09090909090909091,,,,0.16666666666666666,0.75,0.75,1.0,,0.75,,2.0,2.0,1.0,1.0,2.0,,2.0,,,,2.0,,1.0,1.0,1.0,,0.0625,,,0.42857142857142855,,0.15384615384615385,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203210,1610612763,JaMychal Green,JaMychal Green,203210,MEM,854.0,14,-10.0,24,28,8.0,6.0,2.0,52,,,,,,,1.0,,,,1.0,,1.0,1.0,38,,,,,,,,,,3.0,3.0,4.0,1.0,1.0,2.0,,2.0,1.0,2.0,,,,7.0,,,,,,,,0.25,,,,,15.384615384615383,0.5,0.3333333333333333,0.23076923076923078,0.25,,,,,1.0,,,,,,,,,0.4232,,,,,16.4,,0.3333333333333333,,,,,,,,,,,,,,,,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,,1.0,,0.5,0.14285714285714285,0.1111111111111111,0.3333333333333333,,0.5,,1.0,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201584,1610612763,Courtney Lee,Courtney Lee,201584,MEM,790.0,13,-3.0,23,26,8.0,4.0,,49,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,2.0,28,,,1.0,,,2.0,,,,,,,,,,,,,2.0,,,,8.0,,1.0,1.0,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,13.043478260869565,,,,,,,,,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,,,1.0,0.3333333333333333,0.4760166666666667,0.63945,,,,17.35,24.8,0.34782608695652173,,,,,,,,1.0,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,1610612763,Tony Allen,Tony Allen,2754,MEM,1043.0,17,11.0,28,31,9.0,1.0,6.0,59,3.0,3.0,2.0,2.0,,,,,,3.0,3.0,,,6.0,25,2.0,2.0,,,4.0,4.0,2.0,,,,3.0,4.0,1.0,1.0,1.0,,2.0,,,,,4.0,9.0,,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,,,,11.76470588235294,1.0,,0.21428571428571427,,1.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,0.9123333333333333,0.90215,,,0.6666666666666666,0.09999999999999999,,0.32142857142857145,,,,,,,,,,,,,,,3.0,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,1.0,1.0,4.0,2.0,,,,,,,0.1111111111111111,0.07692307692307693,,0.2,,0.6666666666666666,,,,,,,,,,,,,,,,,2.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,1610612763,Zach Randolph,Zach Randolph,2216,MEM,614.0,10,-11.0,20,19,,7.0,1.0,39,,1.0,,,2.0,2.0,3.0,,,3.0,6.0,,,6.0,26,,,,,,2.0,4.0,,,1.0,2.0,2.0,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.5,,0.5,,0.5,,,,,28.571428571428573,,0.25,0.25,,0.16666666666666666,,,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,,,,,,0.16666666666666666,0.45535,,,,,11.016666666666666,,,1.0,,,,,,,,,1.0,1.0,,,2.0,1.0,,,,,,,,0.25,,0.25,0.5,0.5,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201596,1610612763,Mario Chalmers,Mario Chalmers,201596,MEM,241.0,4,-14.0,10,11,4.0,6.0,,21,,,,,,,,,,,,,,,20,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,10.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,1.0,,,3.0,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203516,1610612763,James Ennis III,James Ennis III,203516,MEM,94.0,2,-3.0,3,4,3.0,4.0,,7,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,2.0,5,1.0,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,2.0,3.0,,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,,,66.66666666666667,,,,,0.5,1.0,1.0,,,,,,0.5,0.5,1.0,0.5,1.0,0.5809,0.5809,,,1.0,0.9,27.8,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626185,1610612763,Jarell Martin,Jarell Martin,1626185,MEM,22770.0,380,-39.0,741,746,243.0,263.0,121.0,1487,32.0,57.0,11.0,20.0,21.0,13.0,36.0,2.0,2.0,54.0,114.0,2.0,45.0,153.0,815,25.0,44.0,2.0,14.0,64.0,62.0,46.0,1.0,15.0,26.0,47.0,86.0,10.0,5.0,19.0,2.0,58.0,42.0,62.0,6.0,29.0,64.0,243.0,6.0,0.5740740740740741,0.775,0.47368421052631576,0.5681818181818182,0.46551724137931033,0.5434782608695652,0.53125,0.6037735849056604,0.017241379310344827,0.13157894736842105,0.21052631578947367,18.397291196388263,0.5263157894736842,0.13541666666666666,0.12933753943217666,0.11842105263157894,0.49137931034482757,0.5614035087719298,0.7111111111111111,0.1810344827586207,0.3103448275862069,0.3611111111111111,0.3611111111111111,0.8461538461538461,0.017241379310344827,0.43478260869565216,0.55,0.043478260869565216,0.5086206896551724,0.5042686956521739,0.48625333333333337,0.20863309352517986,0.2116788321167883,0.41830065359477125,7.686842105263157,41.7,0.32793522267206476,9.0,,,,,,,1.0,,10.0,15.0,6.0,2.0,35.0,15.0,6.0,9.0,1.0,,,,0.20689655172413793,0.12,0.12727272727272726,0.13186813186813187,0.42857142857142855,0.5,0.5555555555555556,,,,,,,0.6074888888888889,7.0,39.0,5.0,4.0,2.0,27.0,39.0,8.0,5.0,1.0,30.0,,5.0,3.0,0.5909090909090909,0.09507042253521127,0.1012987012987013,0.12280701754385964,0.11494252873563218,0.16393442622950818,0.46875,0.2549019607843137,,,,,,12.0,2.0,5.0,3.0,7.0,1.0,7.0,0.1188118811881188,0.24,0.045454545454545456,3.0,4.0,6.0,3.0,0.42857142857142855,False,16.0,25.0,16.0,27.0,28.0,1.0,4.0,2.0,7.0,2.0,2.0,2.0,2.0,1.0,0.5925925925925926,0.5925925925925926,0.14285714285714285,0.03614457831325301,0.07894736842105263,0.08823529411764706,0.9259259259259259,0.64,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627293,1610612763,Alex Stepheson,Alex Stepheson,1627293,MEM,3637.0,61,-6.0,120,118,40.0,40.0,31.0,238,6.0,16.0,3.0,5.0,8.0,,2.0,,,8.0,26.0,,4.0,20.0,122,3.0,7.0,,2.0,8.0,6.0,10.0,,6.0,5.0,8.0,26.0,,,,,8.0,6.0,10.0,2.0,5.0,8.0,40.0,,0.375,1.0,0.3076923076923077,0.42857142857142855,0.3076923076923077,0.42857142857142855,0.3333333333333333,0.4444444444444444,,0.23076923076923078,0.25,18.987341772151897,,0.13513513513513514,0.13793103448275862,0.14285714285714285,0.6153846153846154,0.375,0.5,0.3076923076923077,0.07692307692307693,,,,,0.7142857142857143,0.6,,0.6153846153846154,0.49046153846153856,0.4591428571428571,0.1724137931034483,0.1724137931034483,0.4,4.7192307692307685,,0.3333333333333333,2.0,,,,,,,,,1.0,2.0,1.0,,5.0,3.0,,,,,,,,0.14285714285714285,0.2222222222222222,0.125,0.25,0.3333333333333333,1.0,,,,,,,0.5010933333333334,2.0,12.0,1.0,1.0,,16.0,18.0,1.0,,,6.0,,1.0,1.0,0.375,0.23880597014925373,0.20987654320987653,0.24,0.3333333333333333,,0.16666666666666666,0.6,,,,,,1.0,3.0,,,3.0,,3.0,0.07142857142857142,0.2,0.25,1.0,,3.0,1.0,0.3333333333333333,False,5.0,12.0,5.0,15.0,10.0,,,,1.0,,,,,,0.3333333333333333,0.3333333333333333,0.25,0.14285714285714285,,0.2,0.8,0.4166666666666667,,1.0,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627362,1610612763,Briante Weber,Briante Weber,1627362,MEM,9955.0,166,-72.0,327,325,66.0,71.0,66.0,652,3.0,4.0,,1.0,15.0,7.0,14.0,5.0,1.0,13.0,33.0,5.0,3.0,29.0,395,3.0,10.0,1.0,3.0,9.0,6.0,20.0,,2.0,8.0,16.0,24.0,8.0,7.0,9.0,1.0,11.0,8.0,4.0,,,7.0,64.0,1.0,0.23076923076923078,0.23076923076923078,0.3939393939393939,0.3,0.34210526315789475,0.2727272727272727,0.3625,0.34615384615384615,0.13157894736842105,0.06060606060606061,0.25,11.778846153846153,0.8888888888888888,0.11267605633802817,0.12403100775193798,0.15151515151515152,0.10526315789473684,0.75,1.0,0.39473684210526316,0.3684210526315789,0.5,0.5,0.2857142857142857,0.13157894736842105,0.09090909090909091,,0.09090909090909091,0.23684210526315788,0.4382881578947369,0.41787272727272734,,,0.3103448275862069,12.254545454545454,24.939999999999998,0.2018348623853211,3.0,,,,,2.0,,5.0,,14.0,20.0,11.0,1.0,46.0,8.0,,1.0,,,,,,0.13793103448275862,0.07692307692307693,0.1111111111111111,0.2,0.21428571428571427,0.3333333333333333,,,,,,,0.46421,,4.0,6.0,5.0,2.0,7.0,8.0,9.0,3.0,1.0,7.0,,2.0,1.0,0.4,0.046052631578947366,0.04040404040404041,0.06153846153846154,0.0425531914893617,0.08,,0.13793103448275862,,2.0,,0.4,,1.0,,1.0,,3.0,1.0,3.0,0.021739130434782608,,,6.0,,2.0,1.0,0.3333333333333333,False,,,2.0,3.0,,1.0,1.0,,,1.0,1.0,,,,0.6666666666666666,0.4,0.06666666666666667,0.025,0.029411764705882353,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
