EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,ThreePtAssists,Assists,Arc3Assists,AssistPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,PenaltyDefPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFtPoints,PtsUnassisted3s,Fg2aBlocked,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,DefThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,Corner3Assists,SelfOReb,LostBallTurnovers,Loose Ball Fouls,BlockingFoulsDrawn,ShortMidRangePctBlocked,OffAtRimReboundPct,SelfORebPct,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Offensive Fouls,DefensiveGoaltends,HeaveAttempts,Charge Fouls Drawn,Travels,SecondChanceTurnovers,Loose Ball Fouls Drawn,Technical Free Throw Trips,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FTOffRebounds,StepOutOfBoundsTurnovers,BlockingFouls,Charge Fouls,Clear Path Fouls,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Fg3aBlocked,BlockedCorner3,BlockedLongMidRange,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,Corner3PctBlocked,OffensiveGoaltends,3SecondViolations,HeaveMakes
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,137.0,2,9,5,4,2.0,1.0,9,1.0,1.0,1.0,3.0,2.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
200755,1610612746,JJ Redick,JJ Redick,200755,LAC,282.0,5,4,11,9,3.0,,20,,,,,3.0,0.2727272727272727,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,6.0,11.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,0.5,1.0,0.5,0.75,1.5,1.0,1.5,1.0,27.272727272727273,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.386175,0.2808,0.3333333333333333,0.3333333333333333,0.5,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,856.0,14,4,30,28,11.0,4.0,58,,,,,11.0,0.36666666666666664,5.0,,,,,,,,8.0,29.0,,,2.0,,,,1.0,2.0,,2.0,,,,,1.0,1.0,0.8,0.5,,14.705882352941176,,,,,,,1.0,,0.7871,0.8692,0.2,,0.25,,4.0,4.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,6.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.2222222222222222,0.2857142857142857,0.2,0.17391304347826086,0.25,0.4,0.2,0.25,0.3333333333333333,0.5,1.0,1.0,1.0,0.75,1.0,1.0,0.5,1.0,1.0,0.8427,0.2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,187.0,3,5,7,5,4.0,2.0,12,,,,,4.0,0.5714285714285714,,,,,,,,2.0,6.0,6.0,,,2.0,,,,1.0,2.0,,2.0,,,,,0.6666666666666666,0.5,0.75,0.5,,50.0,,,,,,,0.3333333333333333,,0.4359,0.43915,0.25,,0.3333333333333333,,1.0,1.0,,,,,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,,,2.0,2.0,,2.0,,1.0,,,,,,0.5,0.5,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,,,1.0,,,,,1.0,,0.3333333333333333,1.0,1.0,,,,,,,0.4482,0.25,0.3333333333333333,12.533333333333333,1.0,2.0,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
203912,1610612746,CJ Wilcox,CJ Wilcox,203912,LAC,10008.0,167,22,341,339,89.0,30.0,680,2.0,10.0,2.0,22.0,89.0,0.26099706744868034,122.0,5.0,19.0,2.0,4.0,9.0,23.0,9.0,70.0,336.0,2.0,4.0,20.0,24.0,19.0,5.0,13.0,12.0,2.0,20.0,0.8888888888888888,0.391304347826087,0.5,0.391304347826087,0.4621212121212121,0.47058823529411764,0.49295774647887325,0.5,0.3484848484848485,19.518716577540104,0.2878787878787879,0.2631578947368421,0.2631578947368421,0.8,0.23529411764705882,0.5,0.5151515151515151,0.2631578947368421,0.4675523076923077,0.4003264705882353,0.029411764705882353,0.08,0.2857142857142857,25.186956521739127,7.0,11.0,,,2.0,3.0,17.0,43.0,1.0,3.0,4.0,5.0,13.0,22.0,12.0,,,1.0,6.0,11.0,1.0,12.0,15.0,,2.0,1.0,1.0,2.0,1.0,0.6470588235294118,0.6470588235294118,0.3953488372093023,0.3333333333333333,0.38461538461538464,0.16666666666666666,0.2857142857142857,0.05128205128205128,0.010416666666666666,,0.04597701149425287,0.006578947368421052,,,0.08108108108108109,0.044444444444444446,0.5,0.16666666666666666,0.6363636363636364,0.7,0.7142857142857143,,,,0.17647058823529413,0.6666666666666666,0.42783333333333334,,0.05714285714285714,13.206976744186049,8.0,26.0,0.3939393939393939,0.3076923076923077,0.32,0.625,2.0,6.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,8.0,2.0,1.0,5.0,2.0,3.0,10.0,3.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,3.0,2.0,2.0,0.046511627906976744,0.09090909090909091,0.038461538461538464,0.5,0.2,0.03508771929824561,0.041666666666666664,0.02857142857142857,0.023255813953488372,0.07142857142857142,0.09090909090909091,0.3333333333333333,0.3333333333333333,0.5,0.06060606060606061,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
201145,1610612746,Jeff Green,Jeff Green,201145,LAC,6066.0,101,5,204,205,34.0,17.0,409,3.0,10.0,1.0,23.0,34.0,0.16666666666666666,68.0,3.0,12.0,,3.0,3.0,14.0,12.0,55.0,216.0,,3.0,6.0,9.0,12.0,3.0,9.0,16.0,,6.0,1.0,0.21428571428571427,,0.21428571428571427,0.4479166666666667,0.3333333333333333,0.49107142857142855,0.375,0.2916666666666667,26.785714285714285,0.25,0.25,0.25,1.0,0.5,,0.5416666666666666,0.25,0.4462702127659574,0.44708000000000003,0.12727272727272726,,0.10909090909090909,25.735714285714288,7.0,12.0,1.0,1.0,,1.0,17.0,34.0,1.0,1.0,2.0,2.0,3.0,12.0,22.0,2.0,1.0,2.0,9.0,14.0,3.0,17.0,6.0,7.0,2.0,1.0,1.0,2.0,1.0,0.35294117647058826,0.375,0.5,1.0,0.6666666666666666,1.0,1.0,0.13846153846153847,0.03333333333333333,0.03225806451612903,0.14432989690721648,0.03296703296703297,,0.04,0.14285714285714285,0.13333333333333333,0.5,0.25,0.5833333333333334,0.5833333333333334,0.2857142857142857,1.0,1.0,,0.16666666666666666,,0.4597,0.17073170731707318,0.03636363636363636,8.652941176470588,4.0,9.0,0.1875,0.4444444444444444,0.4444444444444444,0.5,6.0,13.0,,2.0,,,,2.0,,1.0,7.0,5.0,,2.0,5.0,,2.0,2.0,,4.0,,,,4.0,,3.0,,1.0,,1.0,0.029411764705882353,,,1.0,,0.15625,,0.14285714285714285,0.2,,0.2708333333333333,0.46153846153846156,0.5,0.3333333333333333,0.041666666666666664,,,,,2.0,2.0,4.0,1.0,1.0,0.07692307692307693,0.09523809523809523,0.07407407407407407,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
202325,1610612746,Wesley Johnson,Wesley Johnson,202325,LAC,4578.0,76,23,163,163,32.0,13.0,326,3.0,3.0,3.0,9.0,32.0,0.19631901840490798,73.0,1.0,7.0,,3.0,6.0,14.0,,26.0,157.0,,3.0,,18.0,7.0,1.0,,,,,1.0,0.42857142857142855,,0.42857142857142855,0.52,,0.52,,0.56,15.168539325842696,0.28,0.14285714285714285,0.14285714285714285,1.0,0.6,,0.72,0.14285714285714285,0.526004,0.47661,,,,24.814285714285713,2.0,4.0,,1.0,,,4.0,11.0,,2.0,,,2.0,8.0,,,1.0,2.0,7.0,11.0,3.0,14.0,6.0,,,,,,,1.0,1.0,0.36363636363636365,,,,,0.125,0.041666666666666664,0.043478260869565216,0.1111111111111111,0.04225352112676056,,0.047619047619047616,0.08333333333333333,0.26666666666666666,,0.16,0.5,0.5,1.0,0.3333333333333333,,,,,0.49806666666666666,,,11.127272727272727,2.0,6.0,0.24,0.3333333333333333,0.3333333333333333,1.0,,1.0,5.0,7.0,1.0,1.0,,,,,,,,,2.0,2.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,,3.0,,,,,,,,0.5,0.25,0.08,0.1111111111111111,0.058823529411764705,0.10526315789473684,,0.04,,,,0.28,0.7142857142857143,0.7142857142857143,1.0,0.3333333333333333,,2.0,,,,,0.05555555555555555,0.14285714285714285,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,2577.0,43,-15,92,93,15.0,7.0,185,1.0,6.0,1.0,13.0,15.0,0.16304347826086957,27.0,3.0,7.0,1.0,3.0,3.0,8.0,8.0,35.0,92.0,1.0,3.0,7.0,,7.0,3.0,7.0,9.0,,7.0,,0.375,0.3333333333333333,0.375,0.5625,0.5833333333333334,0.625,0.5833333333333334,0.3333333333333333,33.0,0.2916666666666667,0.42857142857142855,0.42857142857142855,,0.5,0.3333333333333333,0.5833333333333334,0.42857142857142855,0.44550833333333334,0.43393333333333334,0.17857142857142858,,0.2,25.4125,4.0,6.0,,,,1.0,9.0,16.0,,,1.0,2.0,3.0,2.0,16.0,,,,,3.0,,3.0,1.0,5.0,,,,1.0,,0.1111111111111111,0.1111111111111111,0.5625,,0.6666666666666666,,0.5,,,,0.044444444444444446,,,,,,,0.25,0.6666666666666666,0.6666666666666666,0.25,,,,0.16666666666666666,,,0.25,0.02857142857142857,10.350000000000001,4.0,7.0,0.2916666666666667,0.5714285714285714,0.5714285714285714,,1.0,3.0,,1.0,,,1.0,,9.0,1.0,5.0,3.0,2.0,,2.0,1.0,1.0,1.0,,3.0,2.0,2.0,1.0,5.0,,,,,1.0,,0.0625,,,0.6,0.2,0.16666666666666666,,,0.2222222222222222,,0.125,0.3333333333333333,0.5,,0.041666666666666664,,,,,,,1.0,,,0.3333333333333333,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626183,1610612746,Branden Dawson,Branden Dawson,1626183,LAC,975.0,16,-1,32,32,9.0,1.0,64,,,,,9.0,0.28125,6.0,,,,,,,1.0,3.0,38.0,,,,,,,1.0,1.0,,,,,,,0.5,,0.75,,,6.0606060606060606,,,,,,,0.5,,0.57095,,0.5,,,,1.0,1.0,,,,,1.0,2.0,,,,,,,2.0,,,,1.0,1.0,,1.0,,1.0,,,,,,,,0.5,,,,,0.07142857142857142,,,0.05,,,,,,,0.5,1.0,1.0,,,,,,,,0.5,,4.25,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,0.5,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,1610612746,Paul Pierce,Paul Pierce,1718,LAC,2750.0,46,-6,89,90,10.0,9.0,179,1.0,1.0,,3.0,10.0,0.11235955056179775,16.0,3.0,7.0,,,3.0,8.0,,17.0,94.0,,,2.0,6.0,7.0,3.0,1.0,,,2.0,0.6666666666666666,0.375,,0.375,0.4722222222222222,1.0,0.4722222222222222,1.0,0.4444444444444444,21.21212121212121,0.3888888888888889,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,0.5,0.42857142857142855,0.4652583333333334,0.4469,,,0.11764705882352941,25.5875,,1.0,,,,,4.0,10.0,,,3.0,1.0,1.0,2.0,6.0,,,,4.0,6.0,,6.0,4.0,,,,,,,0.25,0.25,0.4,,1.0,1.5,1.5,0.12121212121212122,,,0.13636363636363635,,,,0.1,0.15384615384615385,,0.05555555555555555,,,,,,,,,0.54945,,0.17647058823529413,13.98,3.0,6.0,0.3333333333333333,0.5,0.5,0.3333333333333333,1.0,3.0,,1.0,1.0,1.0,,,3.0,,,,,,2.0,,,,,3.0,1.0,,,3.0,1.0,4.0,,,,,,,,1.0,,0.18181818181818182,,0.1,0.1,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,,0.05555555555555555,,,,1.0,1.0,,2.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
