EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,BlockingFouls,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyCorner3FGM,FTOffRebounds,Arc3PctBlocked,OffFTReboundPct,PenaltyCorner3Accuracy,HeaveAttempts,StepOutOfBoundsTurnovers,Charge Fouls,Clear Path Fouls,SecondChanceCorner3PctAssisted,OffensiveGoaltends,Blocked3s,BlockedCorner3,BlockedArc3,HeaveMakes,on
977,1610612747,Kobe Bryant,Kobe Bryant,977,LAL,68048.0,1134,-320,2298,2284,392,519,265,4582,43,66,9.0,12.0,6.0,10,54.0,137,67.0,193,164,396,146,738,2637,18.0,39,11.0,74,26,67,26,108,112,216,14.0,21,71,26,97,22,4.0,46,11.0,14,220,6,20,52,60,3.0,115,26,141,5.0,38,24,14.0,48,10.0,36,21,6.0,12.0,,69,10.0,8.0,23,60,2.0,1.0,105,,,1.0,173,8.0,53,6.0,6,3,,3.0,7,5.0,,,,108,392,7.0,6.0,0.34146341463414637,0.35668789808917195,0.41414141414141414,0.46153846153846156,0.3880597014925373,0.4277456647398844,0.4846153846153846,0.328,0.4788918205804749,0.5142857142857142,0.38405797101449274,0.05303030303030303,0.09090909090909091,0.08759124087591241,31.819930742593307,0.6956521739130435,0.0410958904109589,0.09104704097116843,0.02506265664160401,0.13577023498694518,0.014925373134328358,0.10748560460652591,0.021666666666666667,0.038461538461538464,0.01098901098901099,0.028391167192429023,0.014749262536873156,0.015873015873015872,0.04149377593360996,0.07614213197969544,0.1583710407239819,0.13523131672597866,0.13725490196078433,0.012285012285012284,0.7142857142857143,0.0953757225433526,0.6515151515151515,0.7166666666666667,0.37209302325581395,0.19797687861271676,0.39416058394160586,0.432,0.25925925925925924,0.27890173410404623,0.3471502590673575,0.3526315789473684,0.3880597014925373,0.18461538461538463,0.75,0.4444444444444444,0.08,0.6,0.523121387283237,0.47928947750362855,0.48658913043478264,0.466504435483871,0.09308510638297872,0.12018140589569161,0.1002710027100271,0.14634146341463414,12.47929292929293,0.17058311575282856,11.0,40.0,1.0,5.0,5.0,77.0,256.0,8.0,21.0,10.0,53.0,88.0,296.0,9.0,26.0,10.0,58.0,183.0,81.0,255.0,77.0,4.0,1.0,2.0,2.0,16.0,17.0,0.6931818181818182,0.2972972972972973,0.34615384615384615,0.1724137931034483,0.2983050847457627,0.4277456647398844,0.013513513513513514,0.015544041450777202,,0.057803468208092484,0.275,0.275,0.8181818181818182,0.3699421965317919,0.30078125,0.3055555555555556,0.6753246753246753,0.07692307692307693,0.2,0.3230769230769231,0.38095238095238093,0.75,0.04,0.424,0.18867924528301888,0.30196078431372547,0.05466237942122187,25.549324324324328,,,0.015625,,,1.0,2.0,,,1.0,,1.0,,1.0,,True
203903,1610612747,Jordan Clarkson,Jordan Clarkson,203903,LAL,78691.0,1312,-356,2618,2611,567,649,315,5229,95,161,10.0,17.0,23.0,36,36.0,98,36.0,107,167,366,76,599,2960,14.0,30,7.0,56,41,81,23,147,124,210,16.0,38,52,32,84,26,6.0,32,12.0,8,200,13,36,39,50,5.0,94,49,143,18.0,45,32,13.0,32,10.0,15,35,6.0,17.0,6.0,67,5.0,10.0,32,77,3.0,4.0,89,,2.0,8.0,90,6.0,39,5.0,2,2,,,2,,1.0,,,147,564,7.0,5.0,0.3712574850299401,0.389937106918239,0.4562841530054645,0.4666666666666667,0.5061728395061729,0.4806985294117647,0.49,0.4806201550387597,0.5103092783505154,0.5283018867924528,0.5214285714285715,0.10382513661202186,0.11180124223602485,0.1326530612244898,21.771217712177123,0.47761194029850745,0.056818181818181816,0.06578947368421052,0.038338658146964855,0.08924485125858124,0.02968036529680365,0.07435254803675856,0.03558460421205519,0.037037037037037035,0.045936395759717315,0.033426183844011144,0.02459016393442623,0.05555555555555555,0.03754266211604096,0.06167400881057269,0.10416666666666667,0.071875,0.13675213675213677,0.06666666666666667,,0.2959558823529412,0.5900621118012422,0.6643356643356644,0.4631578947368421,0.1801470588235294,0.3673469387755102,0.4235294117647059,0.2777777777777778,0.19669117647058823,0.3364485981308411,0.36,0.2222222222222222,0.34,0.5882352941176471,0.2,0.27906976744186046,0.6388888888888888,0.6231617647058824,0.5050055658627087,0.5156716216216216,0.5081818897637794,0.07105719237435008,0.09774436090225563,0.09348914858096828,0.24540901502504173,7.9672131147541,0.21657754010695188,11.0,31.0,1.0,4.0,9.0,52.0,147.0,6.0,16.0,9.0,39.0,63.0,178.0,7.0,20.0,14.0,48.0,147.0,42.0,144.0,51.0,,3.0,2.0,2.0,6.0,2.0,0.7777777777777778,0.3539325842696629,0.35,0.2916666666666667,0.3522727272727273,0.3272058823529412,,0.06542056074766354,,0.05698529411764706,0.3548387096774194,0.3548387096774194,0.9090909090909091,0.2702205882352941,0.35374149659863946,0.35374149659863946,0.75,0.08,0.25,0.32,0.375,0.6666666666666666,0.06976744186046512,0.3023255813953488,0.23076923076923078,0.3541666666666667,0.011235955056179775,25.338202247191017,5.0,,,,0.5555555555555556,2.0,1.0,3.0,,1.0,,,,,1.0,True
204028,1610612747,Tarik Black,Tarik Black,204028,LAL,15755.0,263,-20,520,521,147,191,66,1041,27,38,5.0,9.0,4.0,7,4.0,10,,1,31,49,8,70,542,8.0,13,1.0,17,4,11,3,11,42,20,6.0,2,3,3,6,3,,1,,2,15,8,17,17,44,4.0,65,25,90,2.0,7,5,2.0,7,,2,3,,5.0,1.0,10,3.0,3.0,21,41,6.0,2.0,20,,3.0,1.0,29,1.0,14,1.0,9,7,1.0,1.0,9,6.0,1.0,,1.0,11,147,4.0,1.0,0.6774193548387096,0.75,0.6326530612244898,0.6153846153846154,0.36363636363636365,0.6326530612244898,0.6153846153846154,0.36363636363636365,0.5555555555555556,0.5,0.34375,0.04081632653061224,,0.2,12.310286677908937,0.7,0.2,0.2913907284768212,0.10759493670886076,0.20238095238095238,0.08,0.25957446808510637,0.09689922480620156,0.1,0.11538461538461539,0.10714285714285714,0.07228915662650602,0.11764705882352941,0.38333333333333336,0.29545454545454547,0.1702127659574468,0.16417910447761194,0.35294117647058826,0.13333333333333333,0.6666666666666666,0.7755102040816326,0.7105263157894737,0.7105263157894737,0.7777777777777778,0.20408163265306123,0.4,0.5,,0.02040816326530612,,,,0.6923076923076923,0.5555555555555556,0.2,0.6363636363636364,0.5714285714285714,0.7755102040816326,0.6393857142857143,0.6166909090909091,0.5672,0.22580645161290322,0.22580645161290322,0.24285714285714285,0.15714285714285714,2.2795918367346935,0.2826923076923077,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201579,1610612747,Roy Hibbert,Roy Hibbert,201579,LAL,67412.0,1124,-416,2229,2232,338,420,241,4461,45,76,18.0,28.0,7.0,10,24.0,77,22.0,65,91,218,74,256,2557,22.0,40,26.0,70,13,27,28,54,106,76,32.0,16,40,18,58,13,5.0,16,8.0,16,134,21,56,52,93,17.0,162,83,245,5.0,17,13,4.0,22,6.0,15,24,1.0,7.0,6.0,46,8.0,1.0,101,139,8.0,9.0,92,,17.0,2.0,89,4.0,35,12.0,71,50,6.0,15.0,71,40.0,2.0,2.0,4.0,54,338,3.0,11.0,0.5824175824175825,0.7066666666666667,0.41743119266055045,0.55,0.48148148148148145,0.4155251141552511,0.55,0.48148148148148145,0.48854961832061067,0.625,0.6136363636363636,0.07339449541284404,0.11842105263157894,0.06493506493506493,12.231075697211155,0.4782608695652174,0.26153846153846155,0.1345875542691751,0.06787878787878789,0.13903743315508021,0.05982905982905983,0.13615023474178403,0.06547619047619048,0.11688311688311688,0.05813953488372093,0.041666666666666664,0.059800664451827246,0.06,0.15267175572519084,0.12380952380952381,0.1232876712328767,0.1407942238267148,0.13402061855670103,0.045454545454545456,0.5633802816901409,0.3470319634703196,0.5921052631578947,0.6716417910447762,0.5333333333333333,0.3515981735159817,0.3116883116883117,0.3333333333333333,0.4166666666666667,0.2968036529680365,0.3384615384615385,0.3492063492063492,0.8636363636363636,0.7,0.6428571428571429,0.05555555555555555,0.37037037037037035,0.7,0.3515981735159817,0.47673470319634703,0.5391243243243243,0.4664296296296296,0.14,0.14056224899598393,0.2734375,0.2109375,8.542201834862386,0.1516375056078959,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,3.0,1.0,,,,,,,,,0.0045662100456621,,0.03076923076923077,,,,,,0.0045662100456621,,,,,,,,,,,,,,24.9,,6.0,,0.11764705882352941,,,,,,,,,,,,True
1626273,1610612747,Marcelo Huertas,Marcelo Huertas,1626273,LAL,19040.0,317,-13,618,624,135,174,69,1242,7,12,,,,1,9.0,17,6.0,14,22,43,8,64,652,1.0,3,,2,1,3,3,11,14,30,,1,47,20,67,17,3.0,34,9.0,4,154,1,4,12,12,,24,5,29,1.0,8,5,3.0,24,4.0,20,5,,4.0,1.0,29,3.0,7.0,10,27,2.0,,9,,,1.0,8,2.0,3,1.0,2,2,,,2,2.0,,,,11,135,2.0,1.0,0.3181818181818182,0.3181818181818182,0.5116279069767442,0.3333333333333333,0.3333333333333333,0.4375,0.25,0.36363636363636365,0.4696969696969697,0.25,0.4166666666666667,0.023255813953488372,0.08333333333333333,,13.649425287356323,0.8275862068965517,,0.06521739130434782,0.02072538860103627,0.10434782608695652,0.009900990099009901,0.0802675585284281,0.017006802721088437,,0.05263157894736842,0.015384615384615385,0.0125,,0.06756756756756757,0.041666666666666664,0.08064516129032258,0.10112359550561797,0.11538461538461539,0.02857142857142857,1.0,0.1875,0.5833333333333334,0.6363636363636364,0.5714285714285714,0.265625,0.5294117647058824,0.5294117647058824,0.2222222222222222,0.21875,0.42857142857142855,0.42857142857142855,0.16666666666666666,,,,0.09090909090909091,,0.515625,0.46412936507936503,0.42156666666666665,0.46079999999999993,0.046153846153846156,0.06818181818181818,0.03125,0.171875,9.232558139534886,0.21844660194174756,,3.0,,,1.0,4.0,18.0,,1.0,2.0,7.0,4.0,21.0,,1.0,2.0,8.0,12.0,,17.0,4.0,,,,,2.0,,1.0,0.19047619047619047,,0.25,0.2,0.328125,,,,0.046875,,,,0.28125,0.2222222222222222,0.2222222222222222,1.0,,,0.25,,,0.09090909090909091,0.6363636363636364,0.2857142857142857,0.23529411764705882,,26.723809523809525,,,,,,1.0,,,,,,,,,,True
101138,1610612747,Brandon Bass,Brandon Bass,101138,LAL,35165.0,586,16,1174,1171,364,392,140,2345,56,90,12.0,26.0,22.0,32,10.0,23,8.0,23,74,136,63,211,1271,14.0,31,9.0,37,27,46,14,68,116,32,8.0,16,21,12,33,9,3.0,10,5.0,6,78,16,34,29,45,8.0,82,51,133,4.0,14,8,6.0,7,3.0,3,16,4.0,4.0,2.0,23,2.0,6.0,30,52,4.0,3.0,58,,9.0,2.0,74,11.0,41,2.0,18,9,1.0,8.0,18,13.0,2.0,,1.0,66,354,4.0,,0.7837837837837838,0.8285714285714286,0.5441176470588235,0.45161290322580644,0.5869565217391305,0.5362318840579711,0.45161290322580644,0.5625,0.6205882352941177,0.5138888888888888,0.6181818181818182,0.11764705882352941,0.15555555555555556,0.08695652173913043,14.436090225563909,0.30434782608695654,0.2222222222222222,0.1308139534883721,0.09883720930232558,0.1457286432160804,0.07766990291262135,0.13627992633517497,0.09090909090909091,0.13846153846153847,0.09523809523809523,0.06153846153846154,0.08383233532934131,0.05128205128205128,0.1391304347826087,0.11607142857142858,0.13675213675213677,0.16666666666666666,0.08163265306122448,0.08695652173913043,0.7222222222222222,0.6521739130434783,0.6222222222222222,0.7368421052631579,0.7678571428571429,0.16666666666666666,0.43478260869565216,0.47619047619047616,0.8,0.16666666666666666,0.34782608695652173,0.34782608695652173,0.875,0.8387096774193549,0.46153846153846156,0.25,0.6666666666666666,0.6875,0.6666666666666666,0.6101160583941604,0.6633130434782608,0.6130893617021278,0.24404761904761904,0.2469879518072289,0.17535545023696683,0.3222748815165877,4.953676470588236,0.3100511073253833,,,,,,,2.0,,,,2.0,,2.0,,,,2.0,,,2.0,,,,1.0,,,,,,,,,0.014492753623188406,,,,,,,,0.014492753623188406,,,,,,,,,,0.041666666666666664,,,,35.35,,1.0,,0.027777777777777776,,,,1.0,,,1.0,,,,,False
101150,1610612747,Lou Williams,Lou Williams,101150,LAL,80073.0,1335,-225,2680,2688,682,723,307,5368,53,90,8.0,10.0,12.0,20,30.0,80,43.0,98,126,268,247,739,3007,12.0,21,14.0,68,36,68,63,204,72,180,6.0,24,98,30,128,18,12.0,57,18.0,23,286,4,16,42,64,3.0,109,20,129,5.0,45,33,12.0,51,9.0,37,27,5.0,14.0,3.0,78,3.0,16.0,37,71,2.0,4.0,182,1.0,1.0,7.0,301,18.0,105,9.0,9,4,,5.0,12,6.0,,,,202,668,3.0,6.0,0.2857142857142857,0.2926829268292683,0.4701492537313433,0.5714285714285714,0.5294117647058824,0.49101796407185627,0.675,0.4964788732394366,0.5864,0.7391304347826086,0.5767045454545454,0.08955223880597014,0.13333333333333333,0.125,23.239669421487605,0.6538461538461539,0.03260869565217391,0.07511737089201878,0.017679558011049725,0.10047846889952153,0.009708737864077669,0.08346456692913386,0.015186028853454821,0.03436426116838488,0.01773049645390071,0.0030120481927710845,0.0031847133757961785,0.030612244897959183,0.06273062730627306,0.0627177700348432,0.09863945578231292,0.10423452768729642,0.09009009009009009,0.019083969465648856,0.5,0.17964071856287425,0.5888888888888889,0.6794871794871795,0.3584905660377358,0.1596806387225549,0.375,0.42857142857142855,0.16666666666666666,0.19560878243512975,0.4387755102040816,0.4479166666666667,0.27906976744186046,0.25,0.8,0.125,0.14084507042253522,0.6,0.6447105788423154,0.5023224346076459,0.5236160714285715,0.4874250000000001,0.21753246753246752,0.29577464788732394,0.09201623815967523,0.27604871447902574,9.763059701492534,0.2544776119402985,18.0,58.0,3.0,5.0,15.0,62.0,175.0,7.0,14.0,19.0,59.0,80.0,233.0,10.0,19.0,23.0,74.0,156.0,84.0,173.0,62.0,1.0,2.0,9.0,1.0,7.0,29.0,0.65,0.34334763948497854,0.5263157894736842,0.3108108108108108,0.3463203463203463,0.46506986027944114,0.004291845493562232,0.02040816326530612,,0.1157684630738523,0.3103448275862069,0.3103448275862069,0.8333333333333334,0.34930139720558884,0.35428571428571426,0.3563218390804598,0.5967741935483871,0.125,0.6,0.35,0.5,0.8571428571428571,0.1056338028169014,0.4154929577464789,0.3220338983050847,0.3583815028901734,0.1111111111111111,25.1665236051502,4.0,,0.005714285714285714,,0.26666666666666666,2.0,4.0,,,0.6666666666666666,,3.0,1.0,2.0,,False
1626148,1610612747,Anthony Brown,Anthony Brown,1626148,LAL,17702.0,295,-4,584,590,212,149,77,1174,3,9,1.0,1.0,1.0,4,,8,5.0,15,8,32,12,58,599,2.0,5,3.0,10,2,12,7,29,8,8,,3,6,3,9,2,1.0,2,,4,21,2,2,14,21,1.0,36,4,40,1.0,6,4,2.0,4,1.0,2,3,2.0,2.0,,7,,4.0,9,17,1.0,,10,,,1.0,14,1.0,7,,2,2,,,3,1.0,,,,29,211,2.0,,0.5,0.5,0.25,0.4,0.16666666666666666,0.39655172413793105,0.5,0.4782608695652174,0.453125,0.625,0.5370370370370371,0.09375,0.1111111111111111,0.25,10.581222056631892,0.5714285714285714,0.0625,0.12209302325581395,0.008928571428571428,0.12727272727272726,0.024390243902439025,0.12411347517730496,0.013071895424836602,0.014084507042253521,0.013157894736842105,,0.03389830508474576,,0.08928571428571429,0.09433962264150944,0.1746031746031746,0.15384615384615385,0.0625,0.027777777777777776,0.3333333333333333,0.15517241379310345,0.3333333333333333,0.375,0.6666666666666666,0.13793103448275862,,,,0.25862068965517243,0.3333333333333333,0.3333333333333333,0.4,0.14285714285714285,1.0,,0.17391304347826086,0.25,0.603448275862069,0.49762413793103444,0.48423,0.5050239130434783,0.125,0.18421052631578946,0.1724137931034483,0.5,11.331250000000002,0.363013698630137,6.0,11.0,1.0,1.0,6.0,4.0,15.0,,1.0,2.0,5.0,10.0,26.0,1.0,2.0,6.0,11.0,27.0,3.0,15.0,4.0,1.0,1.0,1.0,1.0,,1.0,0.9,0.38461538461538464,0.5,0.5454545454545454,0.38461538461538464,0.4482758620689655,0.038461538461538464,,,0.1896551724137931,0.5454545454545454,0.5454545454545454,1.0,0.25862068965517243,0.26666666666666666,0.2857142857142857,0.75,0.14285714285714285,1.0,0.14285714285714285,,,0.2608695652173913,0.21739130434782608,0.4,0.26666666666666666,0.038461538461538464,24.85384615384616,4.0,,0.06666666666666667,,0.6666666666666666,,,,,1.0,,1.0,1.0,,,False
1626204,1610612747,Larry Nance Jr.,Larry Nance Jr.,1626204,LAL,49624.0,827,-72,1621,1613,343,403,195,3234,73,99,25.0,33.0,16.0,21,15.0,35,30.0,72,118,206,22,261,1740,29.0,41,4.0,62,20,40,7,47,172,64,30.0,13,14,9,23,6,3.0,3,3.0,8,55,22,37,47,92,9.0,148,61,209,6.0,34,21,13.0,9,3.0,6,12,1.0,3.0,2.0,21,1.0,3.0,44,77,9.0,5.0,39,2.0,4.0,1.0,32,4.0,12,6.0,15,13,,2.0,15,7.0,1.0,,,47,341,4.0,4.0,0.7288135593220338,0.8349514563106796,0.5728155339805825,0.7073170731707317,0.5,0.5610328638497653,0.6904761904761905,0.4444444444444444,0.5748898678414097,0.6888888888888889,0.47,0.06310679611650485,0.10101010101010101,0.05714285714285714,13.445835601524223,0.42857142857142855,0.17307692307692307,0.1765834932821497,0.06813996316758748,0.1857707509881423,0.08527131782945736,0.17958656330749354,0.07365792759051186,0.09523809523809523,0.05844155844155844,0.05429864253393665,0.08205128205128205,0.09523809523809523,0.147239263803681,0.18285714285714286,0.19672131147540983,0.1746031746031746,0.21875,0.0759493670886076,0.4666666666666667,0.4647887323943662,0.7373737373737373,0.8202247191011236,0.6575342465753424,0.1643192488262911,0.42857142857142855,0.45454545454545453,0.5333333333333333,0.3380281690140845,0.4166666666666667,0.4225352112676056,1.0,0.7857142857142857,0.7575757575757576,0.24,0.4666666666666667,0.7619047619047619,0.49765258215962443,0.5511033018867926,0.6258724137931033,0.5508636363636363,0.05429864253393665,0.056074766355140186,0.23754789272030652,0.18007662835249041,8.29271844660194,0.21159777914867367,1.0,4.0,,1.0,2.0,,3.0,,,,3.0,1.0,7.0,,1.0,,5.0,3.0,,2.0,,,3.0,1.0,,,,1.0,0.14285714285714285,,,0.16666666666666666,0.03286384976525822,,0.013888888888888888,,0.018779342723004695,0.25,0.25,1.0,0.014084507042253521,,,,0.023809523809523808,,,,,0.044444444444444446,0.06666666666666667,,,,29.02857142857143,,2.0,,0.046511627906976744,,1.0,,,,,1.0,,,,,False
203903,1610612747,Jordan Clarkson,Jordan Clarkson,203903,LAL,74455.0,1241,-272,2478,2487,635,664,278,4965,77,163,8.0,18.0,15.0,39,70.0,137,50.0,112,197,412,88,626,2836,21.0,46,11.0,65,39,101,49,172,98,296,12.0,46,74,34,108,23,11.0,33,12.0,29,250,9,32,49,74,3.0,126,44,170,16.0,43,26,17.0,38,9.0,22,30,4.0,16.0,5.0,68,4.0,14.0,39,91,7.0,3.0,96,,6.0,5.0,114,8.0,46,13.0,5,4,1.0,,5,4.0,2.0,,,160,618,10.0,4.0,0.24873096446700507,0.25654450261780104,0.47815533980582525,0.45652173913043476,0.38613861386138615,0.4855595667870036,0.4576271186440678,0.4392857142857143,0.5140495867768595,0.49242424242424243,0.5,0.11165048543689321,0.20245398773006135,0.0948905109489051,24.104584527220627,0.5588235294117647,0.03571428571428571,0.09635416666666667,0.037122969837587005,0.12564102564102564,0.02459016393442623,0.10621761658031088,0.033387622149837134,0.056338028169014086,0.040740740740740744,0.016233766233766232,0.0313588850174216,,0.07142857142857142,0.10460251046025104,0.11191335740072202,0.12411347517730496,0.12962962962962962,0.06324110671936758,0.8,0.29422382671480146,0.4723926380368098,0.5923076923076923,0.24675324675324675,0.24729241877256317,0.5109489051094891,0.5645161290322581,0.2714285714285714,0.20216606498194944,0.44642857142857145,0.44642857142857145,0.22,0.3050847457627119,0.4444444444444444,,0.2785714285714286,0.38461538461538464,0.5505415162454874,0.4907269927536231,0.4818932692307693,0.4756297101449275,0.0777027027027027,0.10222222222222223,0.10383386581469649,0.2747603833865815,8.184708737864078,0.2562550443906376,8.0,32.0,1.0,5.0,5.0,40.0,110.0,3.0,8.0,13.0,34.0,48.0,142.0,4.0,13.0,15.0,39.0,105.0,39.0,108.0,40.0,3.0,3.0,5.0,,4.0,,0.7291666666666666,0.3380281690140845,0.3076923076923077,0.38461538461538464,0.34285714285714286,0.2563176895306859,0.02112676056338028,,0.03125,0.05776173285198556,0.25,0.25806451612903225,1.0,0.19855595667870035,0.36363636363636365,0.37037037037037035,0.675,0.0847457627118644,0.2,0.13559322033898305,0.375,0.3333333333333333,0.03571428571428571,0.24285714285714285,0.38235294117647056,0.37037037037037035,,25.26901408450703,2.0,3.0,0.01818181818181818,0.046153846153846156,0.4,2.0,,7.0,,1.0,,,,,,False
1626273,1610612747,Marcelo Huertas,Marcelo Huertas,1626273,LAL,33089.0,551,32,1078,1080,308,293,140,2158,24,46,1.0,2.0,6.0,11,28.0,58,7.0,22,59,126,19,173,1110,4.0,9,1.0,12,15,37,7,49,32,86,,13,84,31,115,20,11.0,53,11.0,20,261,7,6,23,24,1.0,48,13,61,1.0,18,15,3.0,36,6.0,30,15,1.0,6.0,3.0,51,3.0,12.0,23,49,,3.0,25,1.0,1.0,7.0,21,4.0,8,2.0,5,4,,1.0,5,4.0,,,,49,307,1.0,1.0,0.2711864406779661,0.2711864406779661,0.46825396825396826,0.4444444444444444,0.40540540540540543,0.463855421686747,0.36666666666666664,0.42857142857142855,0.49127906976744184,0.4,0.46153846153846156,0.10317460317460317,0.15217391304347827,0.08620689655172414,17.96937953263497,0.7058823529411765,0.027777777777777776,0.0759493670886076,0.0169971671388102,0.12105263157894737,0.03783783783783784,0.09288537549407115,0.024163568773234202,0.022900763358778626,0.01694915254237288,0.009615384615384616,0.02877697841726619,0.06521739130434782,0.02830188679245283,0.047619047619047616,0.1523809523809524,0.10810810810810811,0.16666666666666666,0.013333333333333334,0.8,0.27710843373493976,0.5217391304347826,0.6153846153846154,0.4166666666666667,0.3493975903614458,0.4827586206896552,0.5283018867924528,0.17857142857142858,0.13253012048192772,0.3181818181818182,0.3333333333333333,0.14285714285714285,0.13333333333333333,0.5,1.0,0.22448979591836735,0.5454545454545454,0.5180722891566265,0.4697559374999999,0.43679999999999997,0.4581336956521738,0.047058823529411764,0.06153846153846154,0.06936416184971098,0.2832369942196532,7.852380952380954,0.2857142857142857,1.0,7.0,,1.0,2.0,11.0,33.0,1.0,5.0,4.0,10.0,12.0,40.0,1.0,6.0,4.0,12.0,27.0,9.0,28.0,11.0,,,1.0,,5.0,,0.75,0.3,0.16666666666666666,0.3333333333333333,0.34285714285714286,0.24096385542168675,,0.045454545454545456,,0.04216867469879518,0.14285714285714285,0.14285714285714285,1.0,0.19879518072289157,0.3333333333333333,0.3333333333333333,0.7272727272727273,0.06666666666666667,,0.3333333333333333,0.2,1.0,0.04081632653061224,0.20408163265306123,0.4,0.39285714285714285,,28.82250000000001,,,,,,5.0,,,,,,,,,,False
