EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGA,FtPoints,SecondChanceFtPoints,PenaltyFG3A,PenaltyFtPoints,PtsAssisted2s,Corner3Assists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctBlocked,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsUnassisted3s,BlockingFouls,Charge Fouls,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Clear Path Fouls,Offensive Fouls Drawn,LongMidRangePctBlocked,PenaltyCorner3FGM,Charge Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,OffensiveGoaltends,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,BlockedLongMidRange,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,HeaveAttempts,BlockedCorner3,SecondChanceCorner3FGM,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
1626145,1610612750,Tyus Jones,Tyus Jones,1626145,MIN,1879.0,31,-7.0,65,64,14,16,8,129,2,3,1.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,2.0,4,9,2.0,3.0,14,74,1.0,1.0,2.0,1.0,3.0,2,8.0,6.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,1.0,1.0,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,1.0,2,14,1.0,1.0,0.6666666666666666,0.6666666666666666,0.4444444444444444,1.0,0.3333333333333333,0.5833333333333334,1.0,0.3333333333333333,0.5833333333333334,1.0,0.3333333333333333,0.25,0.2222222222222222,0.3333333333333333,18.666666666666668,1.0,0.0434782608695652,0.0357142857142857,0.125,0.25,0.25,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.5,0.0833333333333333,1.0,1.0,1.0,0.1666666666666666,0.5,0.5,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.5,0.4668708333333333,0.6309,0.4440666666666666,0.1428571428571428,0.1428571428571428,6.877777777777777,24.33333333333333,0.2153846153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1626157,1610612750,Karl-Anthony Towns,Karl-Anthony Towns,1626157,MIN,25432.0,424,-50.0,866,857,228,253,100,1723,33,58,13.0,20.0,8.0,14.0,28.0,58.0,,,4.0,11.0,84,160,4.0,11.0,215,944,19.0,27.0,51.0,18.0,39.0,47,54.0,12.0,24.0,11.0,4.0,11.0,16.0,5.0,21.0,4.0,10.0,3.0,47.0,33.0,39.0,137,2.0,12.0,8.0,14.0,5.0,32.0,2.0,28,49,38.0,47,225,6.0,1.0,0.3636363636363636,0.3636363636363636,0.525,0.7037037037037037,0.4615384615384615,0.5263157894736842,0.7037037037037037,0.4390243902439024,0.5687830687830688,0.75,0.5108695652173914,0.0643274853801169,0.06875,0.0344827586206896,22.5050916496945,0.4375,0.1041009463722397,0.0935960591133004,0.1290322580645161,0.028169014084507,0.3391812865497076,0.5689655172413793,0.673469387755102,0.3391812865497076,0.4827586206896552,0.5,,,,,0.0643274853801169,0.3636363636363636,0.3636363636363636,1.0,0.7407407407407407,0.65,0.3414634146341463,0.5714285714285714,0.4035087719298245,0.3636363636363636,0.4787131578947368,0.5468799999999999,0.4554853658536586,0.2372093023255814,0.2186046511627907,8.458750000000002,25.018181818181816,0.2632794457274827,23.0,44.0,2.0,35.0,13.0,2.0,11.0,114.0,1.0,3.0,5.0,1.0,33.0,52.0,13.0,98.0,4.0,3.0,18.0,2.0,9.0,4.0,3.0,5.0,8.0,4.0,2.0,40.0,4.0,20.0,2.0,26.0,14.0,12.0,26.0,16.0,2.0,1.0,1.0,2.0,0.6785714285714286,0.7916666666666666,0.1551724137931034,0.40625,0.05,0.208,0.2558139534883721,0.0561797752808988,0.2242744063324538,0.1222222222222222,0.0746268656716417,0.0533333333333333,0.0714285714285714,0.2111111111111111,0.2317073170731707,0.1794871794871795,0.2473118279569892,0.2777777777777778,0.6153846153846154,0.5151515151515151,0.6785714285714286,0.2573099415204678,0.5227272727272727,0.5227272727272727,0.9130434782608696,0.048780487804878,0.106951871657754,0.1136363636363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
202357,1610612750,Nemanja Bjelica,Nemanja Bjelica,202357,MIN,19674.0,328,-51.0,662,660,177,227,73,1322,11,19,5.0,11.0,5.0,7.0,,6.0,2.0,5.0,17.0,41.0,12,26,19.0,46.0,88,738,5.0,11.0,14.0,5.0,9.0,22,14.0,51.0,8.0,41.0,17.0,4.0,17.0,5.0,22.0,1.0,12.0,3.0,49.0,13.0,16.0,72,,7.0,4.0,6.0,5.0,14.0,2.0,27,53,17.0,22,177,4.0,0.8947368421052632,0.4130434782608695,0.4130434782608695,0.4615384615384615,0.4545454545454545,0.5555555555555556,0.5625,0.5,0.59375,0.5641025641025641,0.5384615384615384,0.5789473684210527,0.6388888888888888,0.1538461538461538,0.1666666666666666,12.398921832884096,0.4285714285714285,0.0619047619047619,0.0535117056856187,0.0405405405405405,,0.2638888888888889,0.5789473684210527,0.6875,0.0833333333333333,,,0.0694444444444444,0.4,0.4,1.0,0.5694444444444444,0.4146341463414634,0.4146341463414634,0.8823529411764706,0.8461538461538461,0.4545454545454545,0.4375,0.7142857142857143,0.9027777777777778,0.4146341463414634,0.5231104166666668,0.5678833333333333,0.5225375,0.1590909090909091,0.25,3.4384615384615387,25.210869565217383,0.2673716012084592,1.0,1.0,6.0,7.0,1.0,7.0,3.0,10.0,4.0,2.0,3.0,,19.0,33.0,4.0,56.0,3.0,1.0,8.0,2.0,1.0,3.0,,6.0,,1.0,2.0,14.0,1.0,4.0,2.0,6.0,5.0,1.0,6.0,2.0,,,,2.0,0.4166666666666667,0.625,0.1578947368421052,0.1739130434782608,,0.1843575418994413,0.1979166666666666,0.0337078651685393,0.1890909090909091,0.0517241379310344,0.0897435897435897,0.0259740259740259,0.0833333333333333,0.144927536231884,0.2592592592592592,0.1607142857142857,0.2077922077922078,0.1578947368421052,0.3333333333333333,0.3636363636363636,,0.0138888888888888,1.0,1.0,1.0,0.375,0.0657894736842105,0.1379310344827586,1.0,1.0,2.0,3.0,1.0,2.0,3.0,6.0,6.0,1.0,1.0,0.5,0.4285714285714285,0.1538461538461538,0.5,1.0,0.0625,0.5,0.0212765957446808,,,,,,,,,,,,,,,,,,,,True,,,,,,
203897,1610612750,Zach LaVine,Zach LaVine,203897,MIN,27039.0,451,-73.0,913,912,206,258,94,1825,34,52,2.0,2.0,4.0,9.0,6.0,26.0,,2.0,13.0,44.0,58,123,13.0,46.0,187,961,4.0,4.0,16.0,15.0,32.0,51,96.0,30.0,6.0,44.0,13.0,13.0,51.0,24.0,75.0,19.0,22.0,9.0,174.0,5.0,8.0,59,5.0,12.0,4.0,27.0,14.0,47.0,10.0,19,39,34.0,49,203,2.0,0.7692307692307693,0.2826086956521739,0.2826086956521739,0.4715447154471545,1.0,0.46875,0.4585798816568047,1.1,0.4239130434782608,0.5,1.0,0.4811320754716981,0.272189349112426,0.1056910569105691,0.1538461538461538,22.888015717092337,0.574468085106383,0.0161290322580645,0.0186480186480186,0.018348623853211,0.0602409638554216,0.3076923076923077,0.6538461538461539,0.7555555555555555,0.1538461538461538,0.2307692307692307,0.2727272727272727,0.0118343195266272,,,,0.2603550295857988,0.2954545454545454,0.2954545454545454,0.7692307692307693,0.4,1.0,0.1956521739130435,0.4444444444444444,0.5798816568047337,0.2954545454545454,0.4892896449704143,0.4760333333333333,0.447066304347826,0.0855614973262032,0.2727272727272727,9.0260162601626,25.278260869565216,0.2256297918948521,18.0,45.0,14.0,32.0,5.0,14.0,12.0,20.0,5.0,20.0,3.0,,17.0,32.0,2.0,51.0,8.0,4.0,20.0,3.0,13.0,7.0,2.0,,1.0,,4.0,38.0,2.0,17.0,3.0,2.0,,2.0,2.0,1.0,,,,1.0,0.1724137931034483,0.1818181818181818,0.1346153846153846,0.074074074074074,,0.1189591078066914,0.1223021582733813,0.0252100840336134,0.1200980392156862,0.0128205128205128,0.016260162601626,0.0285714285714285,,0.0989010989010989,0.057471264367816,0.1978021978021978,0.1009174311926605,0.2,0.5,0.1764705882352941,,0.2662721893491124,0.4,0.4186046511627907,0.2222222222222222,0.3043478260869565,0.092391304347826,0.1231884057971014,,1.0,1.0,3.0,1.0,1.0,3.0,9.0,,2.0,,1.0,0.2142857142857142,0.2,1.0,,,0.2142857142857142,,1.0,1.0,3.0,0.0444444444444444,,,,,,,,,,,,,,,,True,,,,,,
2755,1610612750,Kevin Martin,Kevin Martin,2755,MIN,50061.0,834,-83.0,1675,1668,427,517,185,3343,31,57,,2.0,7.0,13.0,25.0,69.0,7.0,15.0,31.0,88.0,88,231,38.0,103.0,415,1815,3.0,13.0,28.0,22.0,49.0,113,78.0,108.0,,88.0,31.0,15.0,34.0,12.0,46.0,10.0,11.0,10.0,104.0,7.0,10.0,81,4.0,17.0,14.0,24.0,11.0,41.0,7.0,19,68,86.0,111,424,5.0,0.9473684210526316,0.3689320388349514,0.3689320388349514,0.3809523809523809,0.2307692307692307,0.4489795918367347,0.4341317365269461,0.25,0.4671052631578947,0.5189393939393939,0.5,0.5824742268041238,0.3083832335329341,0.0649350649350649,0.0289855072463768,23.10946589106293,0.5853658536585366,0.0120689655172413,0.0128700128700128,0.0273224043715847,0.0210526315789473,0.1706586826347305,0.543859649122807,0.6595744680851063,0.2065868263473053,0.3623188405797101,0.373134328358209,0.0449101796407185,0.4666666666666667,0.4666666666666667,1.0,0.2634730538922156,0.3522727272727273,0.3522727272727273,0.935483870967742,0.1111111111111111,,0.1710526315789473,0.5384615384615384,0.4790419161676646,0.3522727272727273,0.4916156626506026,0.44517,0.4786210526315789,0.0674698795180722,0.272289156626506,11.412121212121209,25.02815533980583,0.2549253731343283,32.0,105.0,23.0,125.0,19.0,27.0,42.0,98.0,2.0,13.0,3.0,,28.0,41.0,2.0,71.0,3.0,2.0,17.0,2.0,13.0,3.0,1.0,1.0,5.0,1.0,4.0,142.0,4.0,53.0,7.0,,,,1.0,,,,,6.0,0.5568181818181818,0.5568181818181818,0.175438596491228,0.0384615384615384,,0.0821643286573146,0.1115537848605577,0.015228426395939,0.092,0.0121951219512195,,0.0178571428571428,,0.0730337078651685,0.0632911392405063,0.1104294478527607,0.1164021164021164,0.0967741935483871,,0.6451612903225806,0.4,0.3143712574850299,0.3047619047619048,0.3137254901960784,0.59375,0.3026315789473684,0.1542416452442159,0.1892857142857142,4.0,1.0,5.0,8.0,1.0,5.0,9.0,6.0,3.0,1.0,7.0,0.2,0.3333333333333333,0.2777777777777778,0.2,1.0,0.0526315789473684,0.3478260869565217,0.0642201834862385,2.0,,3.0,0.0285714285714285,1.0,2.0,1.0,7.0,1.0,1.0,1.0,0.25,,,,,,,,True,,,,,,
203498,1610612750,Shabazz Muhammad,Shabazz Muhammad,203498,MIN,21310.0,355,-77.0,700,706,140,183,72,1406,40,58,10.0,16.0,9.0,12.0,13.0,34.0,4.0,10.0,4.0,15.0,60,106,8.0,25.0,187,771,12.0,20.0,28.0,12.0,19.0,47,48.0,24.0,20.0,15.0,4.0,10.0,3.0,2.0,5.0,1.0,1.0,,12.0,15.0,21.0,62,3.0,4.0,4.0,5.0,3.0,12.0,4.0,11,19,38.0,47,140,,1.0,0.32,0.32,0.5660377358490566,0.6,0.631578947368421,0.549618320610687,0.5454545454545454,0.5555555555555556,0.6071428571428571,0.5833333333333334,0.6351351351351351,0.1908396946564885,0.0943396226415094,0.088235294117647,21.04591836734694,0.4166666666666667,0.066079295154185,0.0634441087613293,0.0681818181818181,0.06,0.4427480916030534,0.6896551724137931,0.7843137254901961,0.2595419847328244,0.3823529411764705,0.4193548387096774,0.0763358778625954,0.4,0.4,1.0,0.1145038167938931,0.2666666666666666,0.2666666666666666,1.0,0.7272727272727273,0.625,0.4444444444444444,0.75,0.6335877862595419,0.2666666666666666,0.5184307692307693,0.5792125,0.5399576923076923,0.1497326203208556,0.2513368983957219,6.160377358490566,24.78,0.2,7.0,14.0,6.0,43.0,4.0,8.0,17.0,72.0,1.0,2.0,6.0,,14.0,25.0,2.0,41.0,,3.0,7.0,1.0,2.0,,2.0,2.0,,1.0,,54.0,8.0,26.0,5.0,3.0,2.0,1.0,3.0,1.0,,,1.0,4.0,0.6,0.72,0.1206896551724138,0.1111111111111111,,0.1091703056768559,0.1372549019607843,0.0576923076923076,0.1178247734138972,0.106060606060606,0.0273972602739726,0.0561797752808988,0.0666666666666666,0.057471264367816,0.1384615384615384,0.1428571428571428,0.175,,0.3333333333333333,0.625,0.4615384615384615,0.1068702290076335,0.5,0.5,0.7142857142857143,0.2222222222222222,0.174496644295302,0.2096774193548387,2.0,,,2.0,,2.0,2.0,,,2.0,,,0.25,,,,0.074074074074074,0.3333333333333333,,,,1.0,,,,,,,,1.0,,2.0,0.0909090909090909,,,,,,True,,,,,,
203940,1610612750,Adreian Payne,Adreian Payne,203940,MIN,9160.0,153,-32.0,302,302,68,65,33,604,3,8,1.0,3.0,1.0,2.0,4.0,10.0,1.0,2.0,2.0,8.0,11,29,3.0,10.0,36,340,3.0,6.0,6.0,2.0,3.0,9,8.0,6.0,6.0,8.0,2.0,1.0,6.0,2.0,8.0,2.0,3.0,,18.0,7.0,8.0,40,2.0,7.0,4.0,6.0,3.0,14.0,6.0,9,24,13.0,9,68,2.0,0.6666666666666666,0.3,0.3,0.3793103448275862,0.5,0.6666666666666666,0.3974358974358974,0.5,0.5833333333333334,0.4285714285714285,0.5,0.6428571428571429,0.2564102564102564,0.0344827586206896,,16.422287390029325,0.4285714285714285,0.0625,0.05,0.0277777777777777,0.0909090909090909,0.2051282051282051,0.375,0.4285714285714285,0.2564102564102564,0.4,0.4,0.0512820512820512,0.5,0.5,,0.2051282051282051,0.25,0.25,1.0,0.5,0.3333333333333333,0.3333333333333333,0.5,0.4615384615384615,0.25,0.4824615384615384,0.5394666666666666,0.5939583333333333,0.1666666666666666,0.25,10.10344827586207,24.51,0.2251655629139073,4.0,11.0,2.0,5.0,,3.0,2.0,14.0,,3.0,,1.0,11.0,19.0,2.0,32.0,3.0,,8.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,,6.0,,3.0,,5.0,2.0,2.0,5.0,4.0,3.0,1.0,1.0,,0.6363636363636364,0.875,0.125,0.2222222222222222,0.1428571428571428,0.2235294117647059,0.2291666666666666,,0.225563909774436,0.1142857142857142,0.048780487804878,,,0.1785714285714285,0.1515151515151515,0.375,0.2352941176470588,0.2142857142857142,0.8,0.6666666666666666,0.25,0.282051282051282,0.3636363636363636,0.3636363636363636,1.0,0.3333333333333333,0.0714285714285714,0.09375,1.0,,,1.0,,,1.0,3.0,2.0,1.0,,,0.3333333333333333,,,,0.1666666666666666,0.5,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,True,,,,,,
203952,1610612750,Andrew Wiggins,Andrew Wiggins,203952,MIN,26243.0,437,-62.0,891,878,261,311,106,1769,34,61,8.0,16.0,13.0,18.0,25.0,43.0,1.0,3.0,7.0,31.0,79,168,8.0,34.0,253,981,11.0,23.0,29.0,27.0,47.0,83,88.0,18.0,10.0,31.0,7.0,11.0,14.0,6.0,20.0,6.0,5.0,3.0,46.0,18.0,22.0,52,6.0,8.0,3.0,20.0,7.0,32.0,6.0,14,23,56.0,83,258,3.0,0.75,0.2352941176470588,0.2352941176470588,0.4702380952380952,0.4782608695652174,0.574468085106383,0.4504950495049505,0.44,0.5263157894736842,0.5184426229508197,0.5,0.5763888888888888,0.1683168316831683,0.0654761904761904,0.0930232558139534,27.13864306784661,0.625,0.0553846153846153,0.0526315789473684,0.0454545454545454,0.0588235294117647,0.3019801980198019,0.5573770491803278,0.6181818181818182,0.2128712871287128,0.5813953488372093,0.6410256410256411,0.0148514851485148,0.3333333333333333,0.3333333333333333,1.0,0.1534653465346534,0.2258064516129032,0.2258064516129032,0.7142857142857143,0.64,0.5,0.3157894736842105,0.7222222222222222,0.4702970297029702,0.2258064516129032,0.4973326732673268,0.5805727272727274,0.5064201754385965,0.1146245059288537,0.3280632411067193,9.545833333333334,24.91764705882353,0.2929292929292929,20.0,64.0,10.0,71.0,7.0,10.0,23.0,70.0,,6.0,4.0,,14.0,16.0,,30.0,5.0,,12.0,5.0,13.0,3.0,3.0,,1.0,1.0,3.0,92.0,8.0,44.0,6.0,10.0,7.0,2.0,10.0,7.0,,,,6.0,0.4430379746835443,0.4729729729729729,0.0983606557377049,,,0.0627450980392156,0.1021897810218978,0.043010752688172,0.0765306122448979,0.0652173913043478,0.0551724137931034,0.0375,0.0769230769230769,0.0581395348837209,0.0344827586206896,0.0975609756097561,0.12,0.054054054054054,0.7,0.4411764705882353,0.52,0.3168316831683168,0.3125,0.3174603174603174,0.35,0.175438596491228,0.1848739495798319,0.2156862745098039,,,2.0,2.0,,2.0,2.0,6.0,,1.0,,,0.2,0.08,,,,0.2,,,,1.0,0.015625,,,,,,,1.0,,,,1.0,0.125,,,,True,,,,,,
203476,1610612750,Gorgui Dieng,Gorgui Dieng,203476,MIN,25855.0,431,-11.0,848,850,204,277,88,1698,29,41,11.0,15.0,9.0,11.0,7.0,29.0,,1.0,1.0,2.0,47,103,1.0,3.0,129,894,12.0,19.0,35.0,15.0,27.0,44,30.0,3.0,18.0,2.0,1.0,14.0,15.0,6.0,21.0,4.0,11.0,3.0,48.0,20.0,27.0,121,3.0,21.0,15.0,11.0,6.0,29.0,4.0,17,41,33.0,44,204,9.0,1.0,0.3333333333333333,0.3333333333333333,0.4563106796116505,0.631578947368421,0.5555555555555556,0.4575471698113207,0.631578947368421,0.5892857142857143,0.524390243902439,0.7,0.6285714285714286,0.0283018867924528,0.1359223300970873,0.3448275862068966,15.966386554621849,0.3793103448275862,0.0709219858156028,0.0692307692307692,0.1,0.0681818181818181,0.3867924528301887,0.7073170731707317,0.7631578947368421,0.2735849056603773,0.2413793103448276,0.3684210526315789,0.0094339622641509,,,,0.0188679245283018,0.5,0.5,1.0,0.7894736842105263,0.7333333333333333,0.3928571428571428,0.8181818181818182,0.4150943396226415,0.5,0.5064735849056604,0.6152428571428572,0.5133428571428572,0.2713178294573643,0.3410852713178294,8.634951456310677,24.8,0.240566037735849,11.0,33.0,1.0,32.0,11.0,1.0,11.0,64.0,2.0,1.0,7.0,,27.0,56.0,11.0,94.0,6.0,1.0,18.0,1.0,5.0,5.0,3.0,3.0,5.0,5.0,2.0,38.0,4.0,19.0,2.0,22.0,18.0,3.0,22.0,13.0,3.0,4.0,,2.0,0.6808510638297872,0.8421052631578947,0.073170731707317,0.4074074074074074,,0.20817843866171,0.2142857142857142,0.0648148148148148,0.210126582278481,0.0547945205479452,0.055045871559633,0.075268817204301,,0.2121212121212121,0.2839506172839506,0.1348314606741573,0.2268041237113402,0.1724137931034483,0.5909090909090909,0.5517241379310345,0.7142857142857143,0.3113207547169811,0.3333333333333333,0.34375,1.0,0.0357142857142857,0.1570247933884297,0.1610169491525423,,,,1.0,,,1.0,,3.0,2.0,,,1.0,,,,,1.0,,,,2.0,0.0303030303030303,,2.0,,,,,,,,,1.0,0.1818181818181818,,,,True,,,,,,
204014,1610612750,Damjan Rudez,Damjan Rudez,204014,MIN,2156.0,36,-3.0,75,75,22,26,9,150,2,2,1.0,1.0,,,,,1.0,4.0,2.0,5.0,2,2,3.0,9.0,13,82,1.0,1.0,2.0,,,3,2.0,9.0,2.0,5.0,2.0,,1.0,1.0,2.0,,,,5.0,,1.0,2,,,,1.0,1.0,2.0,2.0,1,4,,3,22,,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,0.5909090909090909,1.0,0.75,0.5909090909090909,1.0,0.75,0.8181818181818182,,,14.772727272727272,0.5,,0.0277777777777777,,,0.1818181818181818,1.0,1.0,,,,0.3636363636363636,0.25,0.25,1.0,0.4545454545454545,0.4,0.5,1.0,1.0,1.0,,,1.0,0.4,0.5647681818181819,,0.6093,0.1538461538461538,0.2307692307692307,1.6,24.23333333333333,0.2933333333333333,,,,,,2.0,,2.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,,,0.0588235294117647,,0.0714285714285714,0.0344827586206896,,,0.1111111111111111,,,0.1666666666666666,,,,,0.5,,,,,,,,,2.0,,,,,,1.0,,,,,,0.5,,,,1.0,,,,,,,1.0,,,,,,,0.5,,,,,1.0,0.1111111111111111,0.2,True,,,,,,
