EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,HeaveAttempts,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,Corner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFtPoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,LostBallSteals,LostBallTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,FTDefRebounds,StepOutOfBoundsTurnovers,BlockingFouls,Charge Fouls Drawn,BlockingFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctBlocked,DefFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,FTOffRebounds,Travels,SecondChanceTurnovers,Technical Free Throw Trips,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceCorner3FGA,Charge Fouls,SecondChanceCorner3Frequency,3SecondViolations,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,on,Clear Path Fouls,OffensiveGoaltends,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,1423.0,24,-2,49,53,15,14,1,102,3.0,3,1.0,1.0,1.0,1.0,2,3,1.0,1.0,1.0,5,7,1.0,1.0,11,55,1.0,1.0,2.0,1,2,1.0,2,8.0,2,1.0,1,1.0,2,1.0,1,5,6,6,6,1.0,1.0,2,1.0,2.0,2.0,4,2.0,2,5,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2,15,1.0,0.8,0.8,0.7142857142857143,1.0,0.5,0.625,1.0,0.3333333333333333,0.6111111111111112,1.0,0.3333333333333333,0.125,26.0,0.5,0.375,0.3,0.6,0.42857142857142855,1.0,0.375,1.0,1.0,1.0,0.375,0.6666666666666666,0.6666666666666666,0.5,0.125,0.125,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,0.39530000000000004,0.4721,0.3477,0.1111111111111111,0.125,0.18181818181818182,0.18181818181818182,7.242857142857142,45.4,0.30612244897959184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,3774.0,63,32,127,126,49,44,9,253,5.0,10,1.0,3.0,3.0,3.0,4,8,4.0,7.0,5.0,11,22,8.0,9.0,40,108,2.0,5.0,6.0,6,8,5.0,24,8.0,14,,8,5.0,13,3.0,4,31,3,7,12,3.0,2.0,4,1.0,2.0,1.0,5,1.0,1,7,,,11.0,,12.0,3.0,2.0,2.0,2.0,1.0,24,49,2.0,0.36363636363636365,0.4,0.5,0.4,0.75,0.5166666666666667,0.4,0.6923076923076923,0.5555555555555556,0.5,0.7058823529411765,0.26666666666666666,29.078014184397166,0.8,0.057692307692307696,0.1076923076923077,0.038461538461538464,0.07692307692307693,0.5,0.3333333333333333,0.5,0.625,0.4,0.26666666666666666,0.5,0.5714285714285714,0.25,0.13333333333333333,0.23333333333333334,0.6,0.3333333333333333,,0.23076923076923078,1.0,0.38461538461538464,0.6,0.47983666666666674,0.5458666666666666,0.475876923076923,0.09090909090909091,0.12,0.15,0.6,6.1409090909090915,25.025,0.3858267716535433,2.0,1.0,3.0,2.0,3.0,2.0,2.0,6.0,3.0,6.0,2.0,7.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,5.0,1.0,1.0,2.0,3.0,3.0,0.3333333333333333,0.375,0.4,0.375,0.13636363636363635,0.2,0.125,0.10344827586206896,0.3076923076923077,0.08333333333333333,0.09433962264150944,0.1111111111111111,0.09090909090909091,0.1111111111111111,0.11764705882352941,0.07692307692307693,0.2727272727272727,0.5,0.08333333333333333,0.5,0.5,0.5,0.03333333333333333,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.4,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
201988,1610612759,Patty Mills,Patty Mills,201988,SAS,12321.0,205,39,413,413,144,110,33,826,7.0,11,,,2.0,2.0,1,3,28.0,37.0,13.0,19,42,50.0,6.0,116,406,,1.0,9.0,7,11,16.0,33,22.0,16,,21,4.0,25,4.0,9,54,13,25,27,7.0,6.0,10,2.0,6.0,3.0,13,3.0,6,12,,,19.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,33,144,4.0,0.5789473684210527,0.5789473684210527,0.4523809523809524,,0.6363636363636364,0.5978260869565217,0.9,0.5370370370370371,0.6041666666666666,0.9,0.55,0.5434782608695652,24.276169265033406,0.7692307692307693,0.08843537414965986,0.11594202898550725,0.08620689655172414,0.05263157894736842,1.0,0.11956521739130435,0.6363636363636364,0.7,0.7142857142857143,0.03260869565217391,0.3333333333333333,0.3333333333333333,1.0,0.30434782608695654,0.40217391304347827,,,,0.07407407407407407,1.0,0.48148148148148145,0.6630434782608695,0.5152320652173913,0.5408,0.4986444444444445,0.010752688172043012,0.023255813953488372,0.07758620689655173,0.28448275862068967,13.311904761904762,24.81,0.3486682808716707,11.0,13.0,19.0,4.0,24.0,,5.0,4.0,63.0,9.0,,37.0,19.0,3.0,,5.0,7.0,,2.0,11.0,2.0,,1.0,4.0,3.0,3.0,0.875,0.48,0.3125,0.48,0.07142857142857142,0.09090909090909091,,0.017543859649122806,0.18333333333333332,,0.011363636363636364,,0.030303030303030304,0.020833333333333332,,0.11764705882352941,0.18604651162790697,0.17647058823529413,,0.39285714285714285,0.4230769230769231,0.45454545454545453,0.14130434782608695,0.5135135135135135,0.5135135135135135,0.8421052631578947,0.3076923076923077,0.5135135135135135,5.0,1.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,0.75,0.07142857142857142,0.125,0.38461538461538464,0.38461538461538464,1.0,0.8,0.75,1.0,0.1111111111111111,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
2446,1610612759,Rasual Butler,Rasual Butler,2446,SAS,25888.0,431,80,859,845,324,328,81,1704,15.0,21,1.0,1.0,7.0,10.0,5,14,20.0,29.0,10.0,34,55,49.0,11.0,124,844,2.0,3.0,6.0,15,21,17.0,48,46.0,22,,14,10.0,24,5.0,9,58,31,53,56,13.0,10.0,5,2.0,5.0,3.0,8,3.0,7,11,,,15.0,1.0,16.0,7.0,21.0,16.0,23.0,14.0,48,322,2.0,0.6764705882352942,0.696969696969697,0.6181818181818182,0.6666666666666666,0.7142857142857143,0.5432692307692307,0.4,0.5526315789473685,0.5585585585585585,0.5,0.5714285714285714,0.47115384615384615,12.592592592592593,0.625,0.1111111111111111,0.11244019138755981,0.08928571428571429,0.1,0.6086956521739131,0.20192307692307693,0.7142857142857143,0.8333333333333334,0.6,0.1346153846153846,0.35714285714285715,0.38461538461538464,0.6,0.19230769230769232,0.27884615384615385,0.2,1.0,,0.2631578947368421,0.7,0.2631578947368421,0.6730769230769231,0.5061783653846155,0.475125,0.5081197368421053,0.06422018348623854,0.11666666666666667,0.04838709677419355,0.3870967741935484,9.107272727272726,24.514285714285716,0.37718277066356226,14.0,20.0,9.0,3.0,15.0,2.0,4.0,6.0,45.0,,2.0,29.0,9.0,4.0,5.0,1.0,4.0,1.0,2.0,16.0,3.0,2.0,3.0,,2.0,1.0,1.0,0.30612244897959184,0.23529411764705882,0.30612244897959184,0.07272727272727272,0.14285714285714285,0.07142857142857142,0.00823045267489712,0.11510791366906475,0.009174311926605505,0.008522727272727272,,0.011764705882352941,0.011363636363636364,0.014084507042253521,0.14942528735632185,0.125,0.08571428571428572,0.041666666666666664,0.7,0.7,0.7857142857142857,0.19230769230769232,0.3103448275862069,0.3103448275862069,1.0,0.3,0.3103448275862069,6.0,1.0,7.0,,2.0,,2.0,6.0,,,1.0,2.0,,,0.2608695652173913,0.3,0.3,1.0,0.4,,,0.18421052631578946,0.14285714285714285,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,
2564,1610612759,Boris Diaw,Boris Diaw,2564,SAS,11058.0,184,72,369,362,126,121,30,731,17.0,23,1.0,1.0,3.0,4.0,6,14,5.0,6.0,2.0,25,42,6.0,7.0,66,346,2.0,2.0,7.0,6,9,2.0,16,22.0,28,,13,6.0,19,4.0,6,44,21,27,33,2.0,2.0,6,2.0,2.0,5.0,11,5.0,9,11,,,12.0,1.0,14.0,7.0,3.0,2.0,3.0,1.0,16,126,1.0,0.44,0.44,0.5952380952380952,1.0,0.6666666666666666,0.6145833333333334,1.1666666666666667,0.6818181818181818,0.6,1.1666666666666667,0.6666666666666666,0.125,16.417910447761194,0.5454545454545454,0.168,0.13186813186813187,0.15555555555555556,0.125,0.3333333333333333,0.4791666666666667,0.7391304347826086,0.7727272727272727,0.4117647058823529,0.2916666666666667,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.10416666666666667,0.125,0.3333333333333333,1.0,1.0,0.36363636363636365,0.75,0.18181818181818182,0.6041666666666666,0.4734052083333334,0.509725,0.44462727272727265,0.12727272727272726,0.14285714285714285,0.10606060606060606,0.24242424242424243,5.461904761904762,24.816666666666666,0.34146341463414637,2.0,,3.0,1.0,3.0,,1.0,1.0,6.0,3.0,,6.0,3.0,1.0,2.0,4.0,3.0,,6.0,3.0,6.0,1.0,,4.0,,,0.6666666666666666,0.5,0.5,0.5,0.023809523809523808,0.043478260869565216,,0.061855670103092786,0.05263157894736842,,0.0410958904109589,0.037037037037037035,0.06451612903225806,0.07692307692307693,,0.225,0.020833333333333332,0.2222222222222222,0.05263157894736842,0.4,0.4,1.0,,0.5,0.5,0.6666666666666666,0.5,0.5,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,1.0,1.0,,0.3333333333333333,,,,0.3333333333333333,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,4001.0,67,11,130,133,24,45,11,263,9.0,10,,,1.0,1.0,3,6,5.0,,,14,21,2.0,10.0,38,138,,,1.0,1,3,1.0,8,6.0,22,,14,2.0,16,2.0,6,34,5,10,10,,,2,,1.0,,2,,5,8,,,10.0,1.0,15.0,5.0,,,,,8,24,1.0,0.21428571428571427,0.21428571428571427,0.6666666666666666,,0.3333333333333333,0.6086956521739131,,0.25,0.6333333333333333,0.5,0.5,0.08695652173913043,22.37762237762238,1.0,0.1111111111111111,0.14285714285714285,0.1,0.15384615384615385,,0.43478260869565216,0.9,1.0,0.2222222222222222,0.2608695652173913,0.5,0.5,0.3333333333333333,0.21739130434782608,,,,,0.25,1.0,,0.5217391304347826,0.5010456521739131,,0.48719999999999997,0.18518518518518517,0.2,0.02631578947368421,0.21052631578947367,7.70952380952381,23.65,0.18461538461538463,2.0,2.0,,,,1.0,,6.0,,,,,,1.0,,4.0,4.0,,,5.0,,,,1.0,3.0,3.0,,,,,0.047619047619047616,0.1,,,0.2,,,,,,,0.08333333333333333,0.21052631578947367,0.16666666666666666,,0.4,0.4,,0.08695652173913043,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,0.25,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
200746,1610612759,LaMarcus Aldridge,LaMarcus Aldridge,200746,SAS,6326.0,105,34,203,205,79,62,20,408,14.0,20,5.0,6.0,3.0,5.0,6,16,14.0,,,26,50,,17.0,69,204,5.0,8.0,16.0,10,20,,29,24.0,28,,5,3.0,8,2.0,2,19,18,27,37,1.0,1.0,3,1.0,,2.0,5,1.0,4,5,,,15.0,1.0,18.0,6.0,5.0,2.0,5.0,3.0,29,79,,0.46153846153846156,0.5217391304347826,0.52,0.625,0.5,0.52,0.625,0.5,0.5862068965517241,0.7272727272727273,0.58,,28.124999999999996,0.6,0.23376623376623376,0.23214285714285715,0.11764705882352941,0.38095238095238093,0.6,0.4,0.7,0.7368421052631579,0.42857142857142855,0.32,0.375,0.375,0.16666666666666666,0.28,,0.75,0.8333333333333334,,0.25,0.6,,0.4,0.46337799999999996,0.5189571428571428,0.43173500000000004,0.10909090909090909,0.10909090909090909,0.2318840579710145,0.42028985507246375,8.154,,0.3891625615763547,6.0,,,,,6.0,,9.0,,,6.0,,,1.0,1.0,2.0,1.0,1.0,8.0,8.0,10.0,,,3.0,3.0,3.0,,,,,0.02,0.05,,0.14285714285714285,0.22857142857142856,0.03225806451612903,0.10344827586206896,0.15384615384615385,0.17391304347826086,0.1,,0.2727272727272727,0.2692307692307692,0.1111111111111111,,0.42857142857142855,0.42857142857142855,0.8333333333333334,,,,,,,,,,,,,,1.0,,,,,,,0.25,,,,,,,,,,,1.0,,,,3.0,,1.0,1.0,1.0,1.0,0.25,0.08333333333333333,,,,,,,,,True,,,,,,,,,,
201980,1610612759,Danny Green,Danny Green,201980,SAS,6554.0,109,33,229,224,60,60,24,453,5.0,9,2.0,2.0,2.0,2.0,1,4,5.0,12.0,2.0,8,18,18.0,4.0,32,217,2.0,3.0,4.0,3,6,3.0,10,10.0,6,1.0,13,2.0,15,1.0,5,32,13,15,19,4.0,2.0,3,,3.0,3.0,6,,3,6,1.0,,5.0,,7.0,1.0,4.0,3.0,4.0,2.0,10,59,,0.625,0.7142857142857143,0.4444444444444444,0.6666666666666666,0.5,0.3888888888888889,0.5,0.3333333333333333,0.41025641025641024,0.5,0.4166666666666667,0.5,17.928286852589643,0.5,0.16455696202531644,0.13274336283185842,0.15151515151515152,0.09523809523809523,0.5,0.25,0.5555555555555556,0.7142857142857143,0.8,0.1111111111111111,0.25,0.25,,0.1388888888888889,0.3333333333333333,0.5,1.0,0.5,0.2222222222222222,1.0,0.2222222222222222,0.75,0.5254712121212122,0.5235166666666667,0.5429142857142858,0.02702702702702703,0.05263157894736842,0.125,0.3125,7.7444444444444445,27.43333333333333,0.26200873362445415,2.0,6.0,2.0,,4.0,,,4.0,12.0,,2.0,11.0,2.0,2.0,1.0,6.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,,2.0,2.0,1.0,0.2222222222222222,,0.23529411764705882,0.1111111111111111,0.2222222222222222,,0.030303030303030304,0.058823529411764705,0.06896551724137931,0.042105263157894736,,0.09523809523809523,,0.09523809523809523,0.24,0.08,,0.05263157894736842,0.4,0.4,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,,0.18181818181818182,2.0,,1.0,,,,1.0,,1.0,,1.0,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,0.1111111111111111,,1.0,,,,,,1.0,,,,,1.0,,,1.0,1.0,0.25,,,,,,True,,,,,,,,,,
203613,1610612759,Jonathon Simmons,Jonathon Simmons,203613,SAS,11701.0,195,9,383,376,158,177,41,759,18.0,31,2.0,4.0,13.0,15.0,2,12,11.0,5.0,,23,54,12.0,19.0,77,400,2.0,4.0,4.0,15,23,3.0,39,20.0,26,,9,10.0,19,9.0,3,48,17,20,24,9.0,5.0,6,3.0,3.0,8.0,14,4.0,6,18,2.0,,20.0,4.0,24.0,10.0,,,,,39,157,3.0,0.43478260869565216,0.45454545454545453,0.42592592592592593,0.5,0.6521739130434783,0.4393939393939394,0.5,0.5769230769230769,0.5,0.5,0.6333333333333333,0.18181818181818182,21.176470588235293,0.42857142857142855,0.1574074074074074,0.11494252873563218,0.10526315789473684,0.0967741935483871,,0.4696969696969697,0.5806451612903226,0.6428571428571429,0.3888888888888889,0.18181818181818182,0.16666666666666666,0.18181818181818182,1.0,0.16666666666666666,0.07575757575757576,1.0,0.5,0.5,0.5769230769230769,0.8666666666666667,,0.6515151515151515,0.5230916666666667,0.6628499999999999,0.5775461538461537,0.136986301369863,0.16393442622950818,0.05194805194805195,0.5064935064935064,6.203703703703705,24.266666666666666,0.412532637075718,3.0,7.0,1.0,,4.0,,,9.0,12.0,,2.0,5.0,1.0,4.0,1.0,,6.0,2.0,2.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,1.0,0.3333333333333333,,0.3333333333333333,0.07407407407407407,0.0967741935483871,0.08333333333333333,0.017094017094017096,0.045454545454545456,0.045454545454545456,0.024844720496894408,,0.02631578947368421,0.023809523809523808,0.037037037037037035,0.2564102564102564,0.06382978723404255,,0.02857142857142857,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.10606060606060606,0.2,0.2,1.0,,0.2,3.0,,3.0,,,,,,2.0,1.0,,1.0,,,,0.42857142857142855,0.42857142857142855,1.0,,,,0.11538461538461539,,,,3.0,,,,,1.0,,1.0,3.0,1.0,,0.058823529411764705,,2.0,,,,,,,True,,,,,,,,,,
203937,1610612759,Kyle Anderson,Kyle Anderson,203937,SAS,12920.0,215,-16,430,419,179,190,42,849,8.0,12,2.0,2.0,5.0,6.0,8,17,28.0,2.0,1.0,29,57,5.0,11.0,72,432,3.0,3.0,6.0,14,23,3.0,39,24.0,34,,14,5.0,19,3.0,8,43,19,34,39,13.0,5.0,8,4.0,7.0,8.0,16,3.0,6,17,,,13.0,1.0,19.0,6.0,5.0,3.0,5.0,4.0,38,177,5.0,0.41379310344827586,0.4444444444444444,0.5087719298245614,1.0,0.6086956521739131,0.49193548387096775,1.0,0.5961538461538461,0.5070422535211268,1.0,0.6290322580645161,0.08064516129032258,18.43220338983051,0.5,0.15833333333333333,0.165,0.10204081632653061,0.17647058823529413,0.8,0.1935483870967742,0.6666666666666666,0.6666666666666666,0.375,0.27419354838709675,0.47058823529411764,0.47058823529411764,0.125,0.45161290322580644,0.03225806451612903,0.6666666666666666,1.0,,0.23076923076923078,0.8333333333333334,0.038461538461538464,0.27419354838709675,0.4066209677419353,0.4723,0.40241346153846147,0.08955223880597014,0.0967741935483871,0.08333333333333333,0.5416666666666666,11.726315789473682,25.360000000000003,0.41627906976744183,13.0,3.0,,,1.0,,1.0,8.0,3.0,,4.0,2.0,,,2.0,2.0,4.0,1.0,3.0,14.0,5.0,2.0,8.0,1.0,4.0,3.0,1.0,0.2,0.3333333333333333,0.2,,,,0.022058823529411766,0.175,0.022222222222222223,0.022099447513812154,0.05263157894736842,0.019230769230769232,,0.03333333333333333,0.21621621621621623,0.14285714285714285,0.25,0.06666666666666667,0.4642857142857143,0.4642857142857143,0.6153846153846154,0.04838709677419355,,,,,,1.0,1.0,2.0,,,,,1.0,1.0,2.0,,1.0,,,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,,0.07692307692307693,0.5,,,1.0,,,2.0,,,1.0,3.0,1.0,,0.047619047619047616,,,,,,,,,,True,,,,,,,,,,
