EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ShortMidRangeAssists,FTOffRebounds,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceArc3FGA,SecondChanceArc3Frequency,Technical Free Throw Trips,PenaltyCorner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,LongMidRangePctBlocked,Corner3PctBlocked,Clear Path Fouls,on,HeaveMakes
101135,1610612738,David Lee,David Lee,101135,BOS,2418.0,40,-10,83,88,17.0,41,12,171,4.0,10.0,1.0,2.0,1.0,3.0,4.0,5.0,1.0,4,9.0,19,7.0,25,94,2.0,5.0,2.0,6.0,1.0,3.0,3.0,5.0,10.0,8.0,2.0,4.0,5.0,2.0,7.0,1.0,1.0,2.0,3.0,16.0,1.0,2.0,1.0,2,3,3.0,6,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,17.0,2.0,2.0,0.5555555555555556,0.625,0.47368421052631576,0.4,0.3333333333333333,0.47368421052631576,0.4,0.3333333333333333,0.5434782608695652,0.5,0.5,0.21052631578947367,0.3,0.2,26.041666666666668,1.0,0.09090909090909091,0.1,0.09090909090909091,0.05,0.09090909090909091,0.075,0.25,0.1,0.2,0.1,0.125,0.16666666666666666,1.0,0.5263157894736842,0.4,0.5714285714285714,0.75,0.2631578947368421,0.8,1.0,0.25,0.21052631578947367,0.25,0.25,1.0,0.4,0.5,1.0,0.3333333333333333,0.5263157894736842,0.5104368421052632,0.4126,0.7287,0.09523809523809523,0.09523809523809523,0.24,0.2,6.431578947368421,0.20481927710843373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101161,1610612738,Amir Johnson,Amir Johnson,101161,BOS,108026.0,1800,138,3619,3655,707.0,895,463,7274,181.0,263.0,58.0,95.0,39.0,51.0,55.0,112.0,3.0,8,239.0,383,69.0,577,3822,62.0,110.0,7.0,140.0,48.0,69.0,24.0,120.0,316.0,162.0,98.0,25.0,92.0,46.0,138.0,38.0,8.0,43.0,34.0,322.0,41.0,130.0,92.0,214,327,178.0,505,15.0,52.0,30.0,48.0,30.0,94.0,214.0,21.0,116.0,21.0,121.0,44.0,20.0,82.0,60.0,21.0,83.0,51.0,118.0,696.0,17.0,17.0,0.6610878661087866,0.8315789473684211,0.6240208877284595,0.5636363636363636,0.6956521739130435,0.596244131455399,0.5833333333333334,0.6486486486486487,0.5960743801652892,0.5555555555555556,0.6,0.06527415143603134,0.06844106463878327,0.0625,13.830297219558965,0.5106382978723404,0.17584223500410848,0.11045029736618521,0.16696914700544466,0.06426332288401254,0.17307692307692307,0.09421487603305785,0.13253012048192772,0.08496732026143791,0.14382022471910114,0.20107238605898123,0.175,0.1,0.6144578313253012,0.6173708920187794,0.688212927756654,0.7387755102040816,0.6685082872928176,0.26291079812206575,0.49107142857142855,0.5238095238095238,0.6363636363636364,0.018779342723004695,0.375,0.375,0.6666666666666666,0.8333333333333334,0.6105263157894737,0.6891891891891891,0.7647058823529411,0.7183098591549296,0.5604256470588237,0.5646809278350516,0.5461520547945208,0.09482758620689655,0.10451306413301663,0.24263431542461006,0.20797227036395147,3.308355091383812,0.195357833655706,5.0,10.0,3.0,4.0,1.0,5.0,33.0,4.0,10.0,43.0,3.0,4.0,5.0,30.0,1.0,32.0,5.0,1.0,15.0,7.0,21.0,22.0,11.0,46.0,4.0,18.0,4.0,6.0,19.0,94.0,11.0,3.0,16.0,3.0,8.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,5.0,9.0,1.0,0.23255813953488372,0.75,0.23809523809523808,0.10093896713615023,0.023255813953488372,0.030303030303030304,0.23076923076923078,0.07368421052631578,0.10674157303370786,0.09113300492610837,0.0577319587628866,0.18796992481203006,0.1456953642384106,0.023474178403755867,0.5,0.5,1.0,0.07746478873239436,0.15151515151515152,0.15625,1.0,0.08620689655172414,0.03508771929824561,0.75,1.0,0.013513513513513514,0.05405405405405406,0.15625,25.88372093023256,,,,,,,,,,,,,,,,,,,,,True,
1626154,1610612738,RJ Hunter,RJ Hunter,1626154,BOS,2442.0,41,-5,76,81,10.0,34,12,157,2.0,2.0,,,,,,,2.0,2,4.0,4,2.0,22,80,1.0,1.0,,5.0,,,2.0,2.0,6.0,2.0,,,,,,,,,,,,,2.0,1,3,,3,,1.0,,3.0,3.0,3.0,2.0,,2.0,,2.0,,1.0,,,,,,2.0,10.0,2.0,1.0,0.75,0.75,1.0,1.0,,0.7692307692307693,0.8333333333333334,,0.7857142857142857,0.8333333333333334,0.5,,,,18.478260869565215,1.0,0.0625,,0.16666666666666666,,0.10714285714285714,,,,,,0.2222222222222222,,,0.15384615384615385,1.0,1.0,0.5,,,,,0.15384615384615385,1.0,1.0,1.0,,,,,0.8461538461538461,0.532776923076923,0.49090000000000006,0.6861,,,0.22727272727272727,0.09090909090909091,10.125,0.13157894736842105,2.0,5.0,1.0,1.0,1.0,2.0,4.0,,4.0,9.0,1.0,2.0,1.0,12.0,,4.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4444444444444444,0.5,0.4444444444444444,0.6923076923076923,,,,,,,,0.25,,0.38461538461538464,0.4,0.4,1.0,0.3076923076923077,0.5,0.5,1.0,,0.3333333333333333,1.0,1.0,1.0,,0.5,24.38888888888889,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,True,
1626179,1610612738,Terry Rozier,Terry Rozier,1626179,BOS,2527.0,42,3,83,88,23.0,30,11,171,1.0,2.0,,,,,2.0,9.0,1.0,2,4.0,13,1.0,12,90,,1.0,,,,2.0,,,4.0,4.0,,1.0,1.0,5.0,6.0,5.0,,1.0,,17.0,1.0,2.0,2.0,2,4,3.0,7,1.0,,,1.0,1.0,1.0,3.0,,,,1.0,,,,,,,,,23.0,,,0.5,0.5,0.3076923076923077,,,0.275,,,0.275,,,0.07692307692307693,,0.1111111111111111,21.875,1.0,0.06666666666666667,0.07142857142857142,0.3333333333333333,0.07692307692307693,0.1111111111111111,0.07317073170731707,,,0.09090909090909091,0.1111111111111111,0.3333333333333333,0.08333333333333333,,0.1,0.5,0.5,1.0,0.45,0.2222222222222222,0.25,0.5,0.1,0.5,0.5,,,,,,0.45,0.44144210526315797,,0.4572416666666667,,,,,10.03076923076923,0.27710843373493976,1.0,2.0,,,1.0,,5.0,4.0,1.0,7.0,,,5.0,3.0,,5.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,1.0,0.14285714285714285,,0.14285714285714285,0.35,,,,,0.18181818181818182,,0.09090909090909091,,,0.1,0.5,0.5,1.0,0.25,,,,,,,,0.14285714285714285,0.5714285714285714,,26.771428571428572,,,1.0,,,,,,,,,,,,,,,,,,True,
203923,1610612738,James Young,James Young,203923,BOS,1389.0,23,5,47,48,14.0,14,5,95,,,,,,,,,,1,,1,,3,43,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,1.0,,2.0,1.0,,,,,,,,14.0,,,,,,,,0.375,,,0.3,,,,,,9.25925925925926,,0.09090909090909091,,,,0.05555555555555555,,,,,,,,,,,,,,,,,0.25,,,,,,,,0.75,0.5273125,,0.5772,0.2,0.5,,,15.7,0.2978723404255319,,1.0,,,,1.0,2.0,1.0,1.0,3.0,,,1.0,3.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,0.3333333333333333,,0.3333333333333333,0.75,,,,,,,,0.14285714285714285,,0.25,,,,0.5,0.5,0.5,1.0,,,,,,1.0,0.5,24.833333333333332,,,,,,,,,,,,,,,,,,,,,True,
203935,1610612738,Marcus Smart,Marcus Smart,203935,BOS,30195.0,503,72,1040,1052,326.0,379,129,2092,22.0,42.0,6.0,13.0,5.0,15.0,10.0,26.0,3.0,9,35.0,77,27.0,154,1080,7.0,16.0,2.0,31.0,9.0,24.0,8.0,56.0,22.0,48.0,6.0,14.0,37.0,14.0,51.0,10.0,4.0,26.0,4.0,116.0,6.0,11.0,16.0,38,59,17.0,76,,26.0,13.0,13.0,11.0,22.0,58.0,5.0,58.0,3.0,37.0,16.0,4.0,6.0,4.0,2.0,6.0,2.0,55.0,316.0,15.0,2.0,0.3142857142857143,0.34375,0.45454545454545453,0.4375,0.375,0.42333333333333334,0.5576923076923077,0.5106382978723404,0.46107784431137727,0.5344827586206896,0.5283018867924528,0.18181818181818182,0.19047619047619047,0.23076923076923078,15.67973311092577,0.5909090909090909,0.11764705882352941,0.03343465045592705,0.10062893081761007,0.03550295857988166,0.11203319502074689,0.03413654618473896,0.0364963503649635,0.022727272727272728,0.13008130081300814,0.12121212121212122,0.1,,0.3333333333333333,0.28,0.5238095238095238,0.6470588235294118,0.4090909090909091,0.17333333333333334,0.38461538461538464,0.5,0.2,0.06,0.3333333333333333,0.3333333333333333,,0.5,0.46153846153846156,0.3191489361702128,0.3333333333333333,0.7666666666666667,0.5256261744966443,0.5288522727272728,0.5262923913043479,0.10429447852760736,0.17777777777777778,0.2012987012987013,0.36363636363636365,5.697402597402599,0.31346153846153846,7.0,23.0,4.0,5.0,6.0,12.0,50.0,17.0,19.0,73.0,5.0,10.0,23.0,54.0,1.0,49.0,12.0,2.0,7.0,,5.0,13.0,5.0,9.0,,2.0,1.0,,2.0,25.0,6.0,2.0,,3.0,11.0,1.0,3.0,,,,,,,,0.9473684210526315,0.2602739726027397,0.5,0.2638888888888889,0.4866666666666667,0.0273972602739726,0.04,0.13157894736842105,,0.03260869565217391,0.03,0.04,0.09900990099009901,0.10256410256410256,0.15333333333333332,0.30434782608695654,0.30434782608695654,1.0,0.3333333333333333,0.24,0.25,0.9166666666666666,0.3333333333333333,0.19230769230769232,0.8,1.0,0.1276595744680851,0.3617021276595745,0.24489795918367346,25.669863013698627,5.0,0.19230769230769232,,4.0,1.0,6.0,10.0,3.0,1.0,1.0,1.0,0.43478260869565216,0.2,1.0,0.6666666666666666,0.35294117647058826,0.0136986301369863,,,,True,
202323,1610612738,Evan Turner,Evan Turner,202323,BOS,41831.0,697,8,1406,1429,435.0,506,191,2835,31.0,61.0,5.0,7.0,10.0,21.0,43.0,88.0,31.0,62,105.0,211,43.0,271,1487,15.0,28.0,8.0,38.0,29.0,59.0,22.0,86.0,86.0,124.0,2.0,14.0,59.0,20.0,79.0,15.0,5.0,38.0,6.0,178.0,6.0,10.0,26.0,62,103,17.0,120,6.0,19.0,13.0,29.0,16.0,41.0,45.0,5.0,47.0,2.0,47.0,14.0,11.0,8.0,5.0,2.0,8.0,3.0,86.0,429.0,1.0,10.0,0.4095238095238095,0.41346153846153844,0.4976303317535545,0.5357142857142857,0.4915254237288136,0.4672131147540984,0.5,0.4507042253521127,0.5093984962406015,0.5588235294117647,0.5119047619047619,0.06635071090047394,0.13114754098360656,0.06818181818181818,18.90394088669951,0.7073170731707317,0.13537117903930132,0.021929824561403508,0.12093023255813953,0.026200873362445413,0.13075780089153047,0.02335766423357664,0.022222222222222223,0.03278688524590164,0.10303030303030303,0.15602836879432624,0.125,0.05128205128205128,0.375,0.25,0.5081967213114754,0.5849056603773585,0.4838709677419355,0.36065573770491804,0.48863636363636365,0.524390243902439,0.3488372093023256,0.2540983606557377,0.5,0.5,0.41935483870967744,0.23333333333333334,0.7142857142857143,0.29577464788732394,0.47619047619047616,0.38524590163934425,0.48754670781893017,0.4588934782608696,0.4917978571428571,0.054901960784313725,0.06306306306306306,0.14022140221402213,0.3173431734317343,9.481516587677724,0.30938833570412516,5.0,20.0,,,8.0,1.0,13.0,4.0,6.0,33.0,,2.0,12.0,18.0,1.0,12.0,1.0,,15.0,1.0,15.0,6.0,8.0,12.0,2.0,13.0,1.0,3.0,9.0,25.0,2.0,,,,4.0,1.0,3.0,,,1.0,,,,,1.0,0.18181818181818182,,0.1875,0.13524590163934427,,,0.30612244897959184,0.022222222222222223,0.02702702702702703,0.015625,0.023809523809523808,0.1513157894736842,0.10909090909090909,0.08196721311475409,0.25,0.25,1.0,0.05327868852459016,0.07692307692307693,0.07692307692307693,1.0,,,,,0.11267605633802817,0.056338028169014086,0.08333333333333333,25.196969696969695,2.0,0.06666666666666667,,2.0,,,2.0,,,,,0.16666666666666666,,,0.25,,,,,,True,
203109,1610612738,Jae Crowder,Jae Crowder,203109,BOS,78686.0,1311,126,2626,2653,434.0,576,339,5279,97.0,134.0,15.0,21.0,12.0,15.0,12.0,42.0,31.0,79,140.0,255,94.0,608,2770,17.0,27.0,3.0,70.0,21.0,31.0,18.0,87.0,218.0,62.0,14.0,11.0,62.0,19.0,81.0,12.0,7.0,41.0,12.0,181.0,8.0,25.0,57.0,105,175,35.0,210,5.0,73.0,47.0,21.0,18.0,45.0,102.0,3.0,96.0,7.0,111.0,53.0,6.0,18.0,12.0,6.0,18.0,10.0,85.0,427.0,10.0,5.0,0.7785714285714286,0.8195488721804511,0.5490196078431373,0.6296296296296297,0.6774193548387096,0.5433403805496829,0.5775862068965517,0.5,0.5857418111753372,0.5932203389830508,0.5576923076923077,0.043137254901960784,0.07462686567164178,,18.595450049455984,0.4666666666666667,0.11705685618729098,0.028968713789107765,0.1417910447761194,0.01652892561983471,0.12471131639722864,0.024498886414253896,0.043333333333333335,0.018691588785046728,0.09748427672955975,0.1392857142857143,0.13028169014084506,0.02074688796680498,0.5555555555555556,0.2832980972515856,0.7238805970149254,0.782258064516129,0.7525773195876289,0.08879492600422834,0.2857142857142857,0.2857142857142857,0.9166666666666666,0.16701902748414377,0.3924050632911392,0.3974358974358974,0.8064516129032258,0.3620689655172414,0.7142857142857143,0.21739130434782608,0.8,0.7441860465116279,0.5449045550847458,0.5547113636363638,0.5487536231884058,0.10916179337231968,0.1815068493150685,0.11513157894736842,0.14309210526315788,8.052941176470588,0.16527037319116528,17.0,47.0,3.0,6.0,7.0,61.0,171.0,31.0,78.0,218.0,11.0,31.0,38.0,222.0,,171.0,61.0,2.0,9.0,2.0,13.0,26.0,3.0,24.0,4.0,3.0,6.0,2.0,10.0,47.0,9.0,5.0,5.0,4.0,7.0,7.0,16.0,,,,,,,1.0,0.9487179487179487,0.3577981651376147,0.3548387096774194,0.3577981651376147,0.4608879492600423,0.009174311926605505,0.005847953216374269,0.23636363636363636,0.030303030303030304,0.0234375,0.019543973941368076,0.015915119363395226,0.11705685618729098,0.1694915254237288,0.09936575052854123,0.3617021276595745,0.3695652173913043,0.8823529411764706,0.36152219873150104,0.3567251461988304,0.3588235294117647,0.9672131147540983,0.5333333333333333,0.10344827586206896,0.5,0.3333333333333333,0.10144927536231885,0.4492753623188406,0.3567251461988304,24.816972477064223,25.0,0.43103448275862066,,2.0,8.0,7.0,9.0,12.0,,,3.0,0.23684210526315788,0.32,1.0,0.2857142857142857,0.22580645161290322,0.013574660633484163,0.012658227848101266,0.02127659574468085,,True,
202738,1610612738,Isaiah Thomas,Isaiah Thomas,202738,BOS,95681.0,1595,140,3216,3226,581.0,732,400,6442,154.0,284.0,8.0,16.0,40.0,72.0,54.0,161.0,37.0,103,245.0,548,254.0,1032,3399,15.0,37.0,21.0,81.0,48.0,101.0,113.0,245.0,170.0,320.0,6.0,58.0,231.0,115.0,346.0,80.0,35.0,130.0,69.0,807.0,6.0,22.0,45.0,75,121,28.0,149,14.0,54.0,40.0,81.0,46.0,123.0,93.0,7.0,250.0,2.0,293.0,115.0,28.0,8.0,4.0,3.0,8.0,5.0,235.0,572.0,11.0,22.0,0.3469387755102041,0.3512396694214876,0.4470802919708029,0.40540540540540543,0.4752475247524752,0.47496947496947495,0.44776119402985076,0.4647887323943662,0.5413135593220338,0.525974025974026,0.6075,0.10583941605839416,0.15492957746478872,0.08074534161490683,28.845633955123006,0.6585365853658537,0.06874427131072411,0.021421616358325218,0.09127789046653144,0.010273972602739725,0.07575757575757576,0.01738050900062073,0.024456521739130436,0.007142857142857143,0.054455445544554455,0.0975609756097561,0.09090909090909091,0.033816425120772944,0.625,0.34676434676434675,0.5422535211267606,0.6416666666666667,0.33766233766233766,0.19658119658119658,0.33540372670807456,0.36486486486486486,0.3888888888888889,0.12576312576312576,0.3592233009708738,0.3627450980392157,0.32432432432432434,0.23880597014925373,0.5,0.5070422535211268,0.5555555555555556,0.6776556776556777,0.53202557997558,0.5144916666666667,0.5445154929577465,0.1331877729257642,0.18025078369905956,0.07848837209302326,0.2374031007751938,6.727737226277373,0.1806592039800995,16.0,40.0,6.0,8.0,8.0,80.0,231.0,33.0,96.0,271.0,10.0,30.0,41.0,189.0,,231.0,80.0,1.0,32.0,,1.0,14.0,20.0,42.0,7.0,35.0,2.0,4.0,33.0,29.0,4.0,3.0,3.0,6.0,10.0,22.0,25.0,,,1.0,,,,,0.65625,0.35424354243542433,0.3333333333333333,0.35424354243542433,0.3308913308913309,0.0036900369003690036,0.004329004329004329,0.012658227848101266,,0.028938906752411574,0.011494252873563218,0.01126126126126126,0.0584958217270195,0.09219858156028368,0.04884004884004884,0.4,0.4,0.9375,0.28205128205128205,0.3463203463203463,0.34782608695652173,0.6,0.375,0.11940298507462686,0.75,1.0,0.056338028169014086,0.2323943661971831,0.3463203463203463,25.110701107011064,22.0,0.3283582089552239,11.0,3.0,4.0,9.0,12.0,99.0,3.0,,7.0,0.2926829268292683,0.18181818181818182,0.75,0.375,0.2727272727272727,0.025179856115107913,0.009708737864077669,,,True,
201973,1610612738,Jonas Jerebko,Jonas Jerebko,201973,BOS,8727.0,145,-13,293,302,106.0,147,38,595,5.0,8.0,2.0,5.0,1.0,1.0,2.0,6.0,,4,7.0,18,8.0,31,309,2.0,6.0,2.0,6.0,1.0,3.0,5.0,10.0,6.0,8.0,2.0,2.0,9.0,1.0,10.0,,1.0,3.0,1.0,21.0,4.0,6.0,6.0,19,27,10.0,37,,1.0,1.0,3.0,1.0,7.0,24.0,1.0,10.0,1.0,12.0,3.0,2.0,1.0,,1.0,2.0,2.0,10.0,105.0,1.0,2.0,0.42857142857142855,0.5,0.3888888888888889,0.3333333333333333,0.3333333333333333,0.4107142857142857,0.3333333333333333,0.4166666666666667,0.4696969696969697,0.42857142857142855,0.5555555555555556,0.1111111111111111,0.125,0.16666666666666666,12.012012012012011,0.42857142857142855,0.17272727272727273,0.06741573033707865,0.16666666666666666,0.07407407407407407,0.17123287671232876,0.06993006993006994,0.1,0.05263157894736842,0.19047619047619047,0.2413793103448276,0.15384615384615385,,1.0,0.2857142857142857,0.625,0.7142857142857143,0.4,0.21428571428571427,0.3333333333333333,0.4,0.5,0.14285714285714285,,,,0.8333333333333334,0.4,0.16666666666666666,1.0,0.6428571428571429,0.48845178571428577,0.47355,0.4813583333333333,0.12903225806451613,0.15,0.1935483870967742,0.3225806451612903,7.222222222222222,0.36177474402730375,,3.0,,,,3.0,7.0,3.0,3.0,10.0,,,3.0,9.0,,7.0,3.0,,5.0,,2.0,,,4.0,,2.0,,1.0,3.0,11.0,2.0,,3.0,1.0,2.0,,1.0,1.0,1.0,,,1.0,,,1.0,0.3,,0.3,0.35714285714285715,,,0.25,,0.03571428571428571,0.047619047619047616,0.08571428571428572,0.10256410256410256,0.2,0.10714285714285714,,,,0.25,0.42857142857142855,0.42857142857142855,1.0,0.5,,,,,0.5,0.42857142857142855,24.649999999999995,,,,,,1.0,1.0,,,,1.0,0.3333333333333333,,,,0.3333333333333333,0.09090909090909091,,,,True,
