EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGA,FG3A,OpponentPoints,NonHeaveArc3FGA,Steals,LostBallSteals,Fouls,NonShootingPenaltyNonTakeFouls,FG3APct,Usage,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,LongMidRangeAssists,DefThreePtRebounds,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,2pt And 1 Free Throw Trips,LiveBallTurnoverPct,DefThreePtReboundPct,DefArc3ReboundPct,Fg2aBlocked,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,FG2APctBlocked,AtRimPctBlocked,BadPassTurnovers,on,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3A,HeaveAttempts,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,PenaltyArc3Frequency,FTOffRebounds,OffFTReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,DefensiveGoaltends,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,StepOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyCorner3FGA,Clear Path Fouls,BlockedLongMidRange,OffensiveGoaltends,PenaltyCorner3Frequency,SecondChanceCorner3FGM,PenaltyCorner3FGM,Fg3aBlocked,Blocked3s,BlockedArc3,BlockedCorner3,3SecondViolations,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,HeaveMakes,ThreePtShootingFoulsDrawn,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips
1713,1610612763,Vince Carter,Vince Carter,1713,MEM,334.0,6,4.0,11,10,6.0,1.0,21,1.0,1.0,8,1.0,1.0,1.0,2.0,1.0,1.0,8.333333333333334,1.0,1.0,0.44385,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201148,1610612763,Brandan Wright,Brandan Wright,201148,MEM,815.0,14,3.0,30,30,26.0,2.0,60,,,29,,,,1.0,,,25.0,,0.5,0.6150833333333333,,13.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,3.0,11.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,2.0,5.0,13.0,0.75,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.6875,1.0,0.8333333333333334,0.5,0.14285714285714285,0.1111111111111111,0.1111111111111111,0.09090909090909091,0.3333333333333333,1.0,0.5,1.0,1.0,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,0.7796,0.573,0.25,0.25,0.18181818181818182,0.45454545454545453,5.066666666666666,0.43333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203210,1610612763,JaMychal Green,JaMychal Green,203210,MEM,693.0,12,3.0,26,25,21.0,2.0,51,,,24,,,,,,,14.285714285714285,,,0.3897333333333333,,11.0,,,,,,,,,3.0,3.0,,6.0,1.0,1.0,2.0,1.0,1.0,,2.0,6.0,,,,,,,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,,2.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.5,1.0,0.16666666666666666,0.125,0.125,0.1,0.3333333333333333,,,,,,,,,,,,,,0.4092,0.3624,,,0.3333333333333333,0.3333333333333333,15.566666666666668,0.4230769230769231,3.0,3.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203919,1610612763,Jordan Adams,Jordan Adams,203919,MEM,880.0,15,4.0,33,33,29.0,2.0,66,1.0,1.0,30,1.0,3.0,,2.0,,0.16666666666666666,28.571428571428573,0.16666666666666666,0.5,0.5159833333333333,25.7,13.0,1.0,2.0,,,,,,2.0,2.0,5.0,3.0,7.0,,,,,1.0,,,2.0,2.0,,3.0,3.0,2.0,6.0,,1.0,,2.0,,2.0,2.0,5.0,3.0,,13.0,0.5,0.5,0.4,,,0.3333333333333333,,,0.4375,,,,0.14285714285714285,,0.2222222222222222,,,,0.3333333333333333,0.5,0.5,,0.3333333333333333,,,,,,,,,0.3956,0.375,0.42857142857142855,,,8.3,0.3939393939393939,1.0,1.0,,,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,1610612763,Beno Udrih,Beno Udrih,2757,MEM,880.0,15,4.0,33,33,29.0,2.0,66,1.0,1.0,30,1.0,1.0,,,,0.25,14.285714285714286,0.25,0.75,0.5058125,25.5,13.0,1.0,2.0,,,1.0,1.0,,1.0,1.0,3.0,1.0,3.0,,,,1.0,1.0,1.0,3.0,,2.0,,4.0,4.0,1.0,8.0,,,,,,,2.0,1.0,1.0,3.0,13.0,,,0.3333333333333333,,1.0,0.25,,1.0,0.375,,1.5,,,,,,,,0.5,0.5,1.0,,0.25,,,,,,1.0,1.0,,0.3845,0.25,0.3333333333333333,,1.0,3.4,0.3939393939393939,,,,,,,,,,2.0,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201145,1610612763,Jeff Green,Jeff Green,201145,MEM,187.0,3,1.0,7,8,8.0,,15,,,6,,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2857142857142857,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,1610612763,Matt Barnes,Matt Barnes,2440,MEM,122.0,2,,4,5,5.0,,9,,,5,,,,,,,50.0,,1.0,0.57605,,2.0,2.0,2.0,,,1.0,1.0,,,2.0,2.0,,4.0,,,,1.0,1.0,,2.0,4.0,,,,,,,,1.0,,1.0,,1.0,,,,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,0.5608,,,,0.5,1.4,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,65.0,1,1.0,3,3,3.0,,6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,1610612763,Zach Randolph,Zach Randolph,2216,MEM,65.0,1,1.0,3,3,3.0,,6,,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203893,1610612763,Russ Smith,Russ Smith,203893,MEM,359.0,6,-1.0,15,15,15.0,1.0,30,,,16,,1.0,,1.0,1.0,,31.25,,0.75,0.563825,,11.0,1.0,3.0,,,1.0,3.0,,1.0,1.0,4.0,1.0,3.0,,,,1.0,4.0,1.0,3.0,,2.0,,,,,,,1.0,,2.0,,2.0,1.0,1.0,1.0,3.0,11.0,,,0.25,,0.25,0.25,,0.25,0.375,,0.375,,0.25,,0.4,,,,0.75,0.3333333333333333,1.0,,0.25,,,,,,0.75,0.3333333333333333,,0.563825,0.25,0.25,,1.0,4.25,0.7333333333333333,,,,,0.3333333333333333,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,,,,0.5,0.6666666666666666,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
