EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,BlockingFoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,DeadBallTurnovers,Travels,ShootingFouls,Fouls,Loose Ball Fouls Drawn,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceCorner3FGA,ThreePtAssists,Arc3Assists,DefTwoPtRebounds,LostBallOutOfBoundsTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefTwoPtReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,SecondChanceCorner3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,Steals,BadPassSteals,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,DefShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,AtRimAssists,OffAtRimReboundPct,FTDefRebounds,DefFTReboundPct,DefLongMidRangeReboundPct,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,Offensive Fouls Drawn,OffLongMidRangeReboundPct,on,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFtPoints,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,Corner3Assists,OffThreePtRebounds,SelfOReb,LostBallSteals,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FTOffRebounds,DefensiveGoaltends,3SecondViolations,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,Clear Path Fouls,Arc3PctBlocked,OffensiveGoaltends,HeaveMakes,BlockedCorner3
101123,1610612748,Gerald Green,Gerald Green,101123,MIA,466.0,8,6.0,16,15,16.0,15.0,1.0,31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,10.0,1.0,1.0,1.0,1.0,2.0,7.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.25,1.1666666666666667,1.1666666666666667,0.5,23.52941176470588,1.0,0.6666666666666666,0.2857142857142857,0.6666666666666666,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.44475,0.44475,1.0,20.0,24.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626159,1610612748,Justise Winslow,Justise Winslow,1626159,MIA,653.0,11,4.0,22,21,22.0,17.0,3.0,43,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,,9.0,17.0,3.0,4.0,1.0,2.0,,9.0,4.0,3.0,1.0,1.0,,,,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,9.0,22.0,,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.5,0.6,0.75,0.6428571428571429,0.75,0.6428571428571429,0.75,0.2857142857142857,33.33333333333333,0.5,0.3333333333333333,0.125,0.3333333333333333,0.1428571428571428,1.0,1.0,,0.1428571428571428,1.0,1.0,1.0,0.1666666666666666,1.0,0.5714285714285714,1.0,0.5043,0.5111333333333333,1.0,7.839999999999999,24.3,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.2,0.5,0.1666666666666666,0.1,0.3333333333333333,0.2857142857142857,0.5,1.0,1.0,0.2857142857142857,0.5,0.5,1.0,0.1428571428571428,0.5,1.0,1.0,0.3333333333333333,0.5,0.1666666666666666,0.4505,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626196,1610612748,Josh Richardson,Josh Richardson,1626196,MIA,675.0,11,4.0,23,20,23.0,16.0,3.0,43,,,,2.0,,2.0,,,,3.0,,,19.0,,,,3.0,,,,,2.0,,,1.0,,3.0,,1.0,1.0,,,1.0,1.0,,,,,,23.0,,,,,,,,,,,,,,1.0,14.285714285714285,,,0.1,,,,,,0.6666666666666666,,,,0.6666666666666666,,1.0,,0.5093500000000001,0.5093500000000001,,,24.9,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,0.3333333333333333,0.54165,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1666666666666666,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203950,1610612748,Jarnell Stokes,Jarnell Stokes,203950,MIA,849.0,14,8.0,29,27,29.0,23.0,3.0,56,,2.0,,,,,3.0,5.0,,,1.0,7.0,22.0,3.0,5.0,,,1.0,7.0,4.0,,,,,1.0,,3.0,,2.0,2.0,,,,,1.0,,2.0,,7.0,29.0,,0.6666666666666666,0.6666666666666666,,,,,0.6,0.6,0.6,0.6,0.5833333333333334,0.5833333333333334,,17.64705882352941,,,0.1666666666666666,,0.4,,,,,,,,,,0.6,,0.47236,0.47236,1.0,8.74,,1.0,3.0,3.0,3.0,3.0,,,,,,,1.0,,,2.0,2.0,,,,,,1.0,1.0,,,1.0,1.0,,,,,,0.6,1.0,1.0,0.6666666666666666,,,,,,,,,0.6,1.0,,0.3416,0.2857142857142857,,1.0,1.0,2.0,,,,,,0.2857142857142857,0.25,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.1666666666666666,0.1666666666666666,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204020,1610612748,Tyler Johnson,Tyler Johnson,204020,MIA,408.0,7,-2.0,13,12,13.0,8.0,3.0,25,,,,1.0,,1.0,,1.0,,1.0,,,14.0,,,,1.0,,,,,1.0,,2.0,2.0,,4.0,,,1.0,,,,,,,,,,13.0,,,,,,,,,,,,,,0.5,11.11111111111111,,,,,,,,,0.5,,,,1.0,,0.5,,0.4540499999999999,0.5142,,8.7,25.2,1.0,,,,,,1.0,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,0.2,0.1111111111111111,,,,,,0.5,,,,,0.5,,,,,,0.4540499999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201177,1610612748,Josh McRoberts,Josh McRoberts,201177,MIA,174.0,3,4.0,6,7,6.0,7.0,,13,,,,,,,1.0,2.0,,,,2.0,3.0,1.0,2.0,,,,2.0,,,,,1.0,1.0,,2.0,,2.0,2.0,,,,,,,,,2.0,6.0,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,,33.333333333333336,,,0.5,,,,,,,,,,,,0.5,,0.644,0.644,1.0,5.85,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,0.5,1.0,1.0,,0.5,,,,,,,,0.5,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,1610612748,Beno Udrih,Beno Udrih,2757,MIA,441.0,7,10.0,16,15,16.0,15.0,,31,,,,,,,2.0,2.0,,,,4.0,8.0,2.0,2.0,,,,4.0,2.0,,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,,,,,4.0,16.0,,0.5,0.5,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,18.75,,0.25,0.125,0.25,,,,,,,,,,,0.5,,0.5384,0.5384,1.0,7.399999999999999,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,0.5,1.0,1.0,,0.5,1.0,1.0,1.0,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,412.0,7,8.0,14,13,14.0,13.0,1.0,27,,,,1.0,,1.0,,,,1.0,1.0,1.0,10.0,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,2.0,1.0,3.0,4.0,,,,,1.0,,2.0,1.0,1.0,14.0,,,,,,,,,,,,0.25,0.25,1.0,13.333333333333334,,0.3333333333333333,0.4285714285714285,0.3333333333333333,,,,,1.0,,,,1.0,,1.0,,0.4608,0.4608,1.0,,24.4,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,2.0,,,,,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,0.5,0.5,,,,,,,,,,0.5,,,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,1610612748,Luol Deng,Luol Deng,2736,MIA,167.0,3,-2.0,6,5,6.0,1.0,1.0,11,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,6.0,1.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101123,1610612748,Gerald Green,Gerald Green,101123,MIA,92952.0,1549,38.0,3007,3009,782.0,622.0,319.0,6016,61.0,158.0,52.0,167.0,14.0,48.0,145.0,326.0,83.0,259.0,70.0,609.0,3157.0,32.0,71.0,19.0,71.0,23.0,144.0,152.0,231.0,164.0,52.0,43.0,55.0,6.0,122.0,50.0,136.0,161.0,16.0,11.0,45.0,6.0,78.0,1.0,90.0,6.0,143.0,776.0,3.0,0.5241379310344828,0.5588235294117647,0.927710843373494,0.3204633204633205,0.2676056338028169,0.32421875,0.4447852760736196,0.4507042253521127,0.4606837606837606,0.426056338028169,0.4887096774193548,0.4612903225806452,0.4427350427350427,19.70326409495549,0.3555555555555555,0.1048218029350104,0.0891289669142471,0.1080332409972299,0.27008547008547,0.3860759493670886,0.3860759493670886,0.639344262295082,0.2854700854700854,0.311377245508982,0.311377245508982,0.903846153846154,0.3380281690140845,0.2916666666666667,0.6,0.3170731707317073,0.5052501724137933,0.4907025362318842,0.2364532019704433,11.130674846625771,24.963706563706555,0.2600598603259062,52.0,92.0,15.0,24.0,32.0,76.0,92.0,23.0,1.0,13.0,31.0,2.0,19.0,38.0,138.0,19.0,22.0,25.0,29.0,7.0,61.0,123.0,1.0,0.1052631578947368,0.32,0.3490566037735849,0.058282208588957,0.108695652173913,0.0227979274611398,0.0182748538011695,0.0207612456747404,0.1572649572649572,0.5652173913043478,0.6341463414634146,0.4038461538461538,0.1299145299145299,0.4210526315789473,0.4776119402985074,0.5,0.1572649572649572,0.26,0.0769230769230769,1.0,0.1690140845070422,0.625,0.1619718309859155,0.5058431818181818,0.0623973727422003,6.0,12.0,5.0,82.0,1.0,18.0,15.0,19.0,11.0,0.0816733067729083,0.0804953560371517,0.5789473684210527,0.12,10.0,15.0,13.0,38.0,28.0,35.0,0.4193548387096774,0.0797546012269938,0.3,0.6666666666666666,0.1,0.0651465798045602,0.0997150997150997,24.0,0.0375426621160409,4.0,0.054054054054054,0.0845070422535211,13.0,4.0,3.0,0.0130548302872062,False,31.0,1.0,5.0,6.0,18.0,18.0,3.0,7.0,3.0,9.0,10.0,5.0,7.0,4.0,1.0,3.0,1.0,6.0,1.0,10.0,1.0,6.0,5.0,1.0,1.0,1.0,2.0,1.0,15.0,0.1184210526315789,0.0074441687344913,0.0077821011673151,0.0068493150684931,0.0948275862068965,0.028125,0.3369565217391304,0.3369565217391304,0.967741935483871,0.1666666666666666,1.0,0.217391304347826,0.0190114068441064,,,,,,,,,,,,,
