EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyFtPoints,OffThreePtRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,3SecondViolations,Defensive 3 Seconds Violations,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,OffAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Charge Fouls,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,Offensive Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockingFouls,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,BlockedAtRim,on,Clear Path Fouls,BlockedLongMidRange,RecoveredBlocks,LongMidRangePctBlocked,BlocksRecoveredPct,FTOffRebounds,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,Arc3PctBlocked,OffFTReboundPct,3pt And 1 Free Throw Trips
1626145,1610612750,Tyus Jones,Tyus Jones,1626145,MIN,8725.0,145,-26,289,295,78,93,33,584,7,10,2.0,3.0,1.0,11.0,4.0,7.0,1.0,3.0,1.0,1.0,2.0,13.0,1.0,1.0,12,28,3.0,16.0,9.0,42,329,1.0,2.0,1.0,2.0,4.0,3.0,8,1.0,2.0,9,6.0,18.0,9.0,1.0,12.0,2.0,3.0,28.0,5.0,33,3.0,2.0,18.0,5.0,5.0,71,1.0,3.0,6,1.0,10,1.0,11,7.0,5.0,2.0,12.0,3.0,9.0,3.0,3.0,15.0,2.0,1.0,4.0,7,12.0,1.0,12.0,1.0,1.0,6.0,9,78,0.25,0.25,1.0,0.1875,0.5,0.2,0.42857142857142855,0.5,0.375,0.375,0.3333333333333333,0.45,0.41836734693877553,0.5,0.45,0.36363636363636365,0.10714285714285714,0.2,0.09090909090909091,19.393939393939394,0.8,0.07692307692307693,0.08,0.010309278350515464,0.06382978723404255,0.07377049180327869,0.007462686567164179,0.03225806451612903,0.10714285714285714,0.043478260869565216,0.08333333333333333,0.030303030303030304,0.14285714285714285,0.22727272727272727,0.7,0.875,0.14285714285714285,0.25,0.09090909090909091,0.1,0.1590909090909091,0.5714285714285714,0.5714285714285714,0.5,0.06818181818181818,0.3333333333333333,0.3333333333333333,1.0,0.29545454545454547,0.15384615384615385,0.15384615384615385,1.0,0.3333333333333333,0.3,0.6666666666666666,0.1,1.0,0.1,0.5909090909090909,0.16666666666666666,0.49797558139534887,0.54555,0.5154400000000001,0.12244897959183673,0.18181818181818182,0.09523809523809523,0.21428571428571427,9.221428571428572,25.95,0.2698961937716263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1626157,1610612750,Karl-Anthony Towns,Karl-Anthony Towns,1626157,MIN,3658.0,61,-48,112,120,33,22,15,232,3,4,1.0,1.0,6.0,10.0,5.0,12.0,,1.0,,1.0,,1.0,,1.0,14,26,,2.0,6.0,34,156,,,,,,6.0,13,,2.0,13,12.0,16.0,,,1.0,,,2.0,1.0,3,1.0,,1.0,,1.0,7,3.0,8.0,6,2.0,16,5.0,21,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,8.0,1.0,2.0,4.0,4,8.0,,8.0,2.0,,5.0,13,33,0.42857142857142855,0.42857142857142855,,,,,0.5384615384615384,,0.46153846153846156,0.5,,0.4,0.5483870967741935,,0.43333333333333335,0.07142857142857142,,,,29.545454545454543,0.375,0.6666666666666666,0.21428571428571427,0.06521739130434782,0.34782608695652173,0.27450980392156865,0.08620689655172414,0.08333333333333333,0.1111111111111111,0.2,0.3333333333333333,0.3125,0.42857142857142855,0.14285714285714285,0.75,0.75,0.6666666666666666,0.35714285714285715,0.6,0.6,0.42857142857142855,0.4166666666666667,0.4166666666666667,0.6,0.03571428571428571,,,,0.03571428571428571,,,,,0.06666666666666667,1.0,0.06666666666666667,,0.06666666666666667,0.21428571428571427,,0.44546785714285714,,0.45913333333333334,0.16129032258064516,0.1724137931034483,,0.38235294117647056,12.48846153846154,23.85,0.29464285714285715,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.09090909090909091,0.125,0.25,0.07142857142857142,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
202962,1610612750,Greg Smith,Greg Smith,202962,MIN,11516.0,192,-77,372,384,111,119,46,756,16,29,6.0,7.0,2.0,3.0,,,,,,,,,,,18,32,,,7.0,43,450,2.0,5.0,,1.0,5.0,6.0,7,,,14,28.0,8.0,,,,,8.0,5.0,1.0,6,1.0,,1.0,,4.0,13,10.0,8.0,19,3.0,30,12.0,42,4.0,3.0,1.0,6.0,,3.0,1.0,3.0,7.0,2.0,1.0,17.0,28,14.0,,17.0,2.0,,7.0,14,111,0.7777777777777778,0.8235294117647058,,,,,0.5625,0.4,0.8571428571428571,0.5625,0.4,0.8571428571428571,0.5375,0.4166666666666667,0.5833333333333334,,0.25,0.2413793103448276,0.3333333333333333,10.955710955710956,0.8571428571428571,0.23076923076923078,0.20652173913043478,0.07407407407407407,0.11940298507462686,0.16981132075471697,0.06521739130434782,0.058823529411764705,0.25,0.2962962962962963,0.06896551724137931,0.13043478260869565,0.09523809523809523,0.90625,0.5517241379310345,0.7272727272727273,0.75,0.09375,0.6666666666666666,1.0,,,,,,,,,,,,,,1.0,0.8571428571428571,,,,0.90625,,0.619884375,0.51744,0.6702857142857142,0.1891891891891892,0.1891891891891892,0.11627906976744186,0.32558139534883723,1.775,,0.29838709677419356,2.0,2.0,,,,,,0.04081632653061224,0.13157894736842105,,0.15384615384615385,,1.0,2.0,5.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,0.043478260869565216,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
203498,1610612750,Shabazz Muhammad,Shabazz Muhammad,203498,MIN,8408.0,140,-49,273,283,67,83,34,556,25,34,5.0,6.0,4.0,15.0,4.0,13.0,1.0,5.0,,2.0,1.0,7.0,1.0,1.0,33,62,2.0,12.0,17.0,89,320,6.0,11.0,1.0,5.0,17.0,6.0,10,,3.0,20,34.0,32.0,6.0,,7.0,1.0,6.0,7.0,3.0,10,1.0,2.0,5.0,,2.0,23,9.0,11.0,11,,22,13.0,35,1.0,1.0,,2.0,1.0,2.0,4.0,,6.0,,2.0,6.0,13,20.0,,28.0,2.0,,14.0,20,67,0.5151515151515151,0.6296296296296297,1.0,0.16666666666666666,,0.16666666666666666,0.532258064516129,0.5454545454545454,0.6,0.4864864864864865,0.5,0.46153846153846156,0.5114942528735632,0.53125,0.5263157894736842,0.16216216216216217,0.0967741935483871,0.11764705882352941,0.13333333333333333,29.430379746835442,0.3333333333333333,,0.16923076923076924,0.08823529411764706,0.22448979591836735,0.19298245614035087,0.09420289855072464,0.0625,0.20833333333333334,0.058823529411764705,0.20833333333333334,0.25,0.17647058823529413,0.4594594594594595,0.7352941176470589,0.8333333333333334,0.44,0.20270270270270271,0.26666666666666666,0.3076923076923077,0.17567567567567569,0.3076923076923077,0.3076923076923077,0.75,0.06756756756756757,0.2,0.2,1.0,0.0945945945945946,0.14285714285714285,0.14285714285714285,1.0,0.08333333333333333,0.46153846153846156,0.8333333333333334,0.15384615384615385,,0.07692307692307693,0.6216216216216216,0.14285714285714285,0.5234108108108109,0.4918833333333334,0.5132961538461538,0.16279069767441862,0.1891891891891892,0.19101123595505617,0.2247191011235955,6.856451612903226,24.241666666666664,0.2454212454212454,8.0,4.0,3.0,2.0,,,,0.1111111111111111,0.09375,0.038461538461538464,0.3,0.09375,0.75,6.0,7.0,12.0,,,,1.0,1.0,,,,1.0,,0.10526315789473684,0.5833333333333334,0.8571428571428571,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
203897,1610612750,Zach LaVine,Zach LaVine,203897,MIN,4798.0,80,-49,155,161,60,64,19,316,7,15,4.0,5.0,,1.0,3.0,10.0,2.0,3.0,,,6.0,14.0,2.0,8.0,10,26,8.0,17.0,8.0,52,215,3.0,3.0,3.0,1.0,10.0,5.0,9,2.0,8.0,23,10.0,10.0,18.0,,14.0,6.0,6.0,7.0,,7,,,5.0,1.0,1.0,14,,,2,,2,,2,1.0,1.0,,3.0,3.0,2.0,6.0,1.0,9.0,1.0,4.0,2.0,3,8.0,,9.0,2.0,,2.0,23,60,0.5,0.5,0.75,0.47058823529411764,0.25,0.47058823529411764,0.38461538461538464,1.0,0.5555555555555556,0.5116279069767442,0.75,0.47058823529411764,0.5652173913043478,0.8333333333333334,0.575,0.3953488372093023,0.23076923076923078,0.3333333333333333,1.0,30.555555555555554,0.3333333333333333,,0.04878048780487805,,,0.03125,,,,,0.125,,,0.3488372093023256,0.4666666666666667,0.7,0.42857142857142855,0.023255813953488372,,,0.23255813953488372,0.3,0.3,0.6666666666666666,0.06976744186046512,0.6666666666666666,0.6666666666666666,1.0,0.32558139534883723,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.3333333333333333,0.29411764705882354,0.8,,,0.47058823529411764,0.7441860465116279,0.42857142857142855,0.5249238095238096,0.5309125,0.51858125,0.06818181818181818,0.07692307692307693,0.19230769230769232,0.4423076923076923,8.384615384615383,25.99411764705882,0.3870967741935484,7.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,1.0,,2.0,,,,,2.0,,0.16666666666666666,1.0,,1.0,1.0,2.0,1.0,6.0,1.0,0.3333333333333333,1.0,0.16666666666666666,0.5,1.0,0.25,0.05555555555555555,,,,,,,,,,True,,,,,,,,,,,,,,,
203952,1610612750,Andrew Wiggins,Andrew Wiggins,203952,MIN,3791.0,63,-37,122,123,44,30,16,245,5,9,2.0,2.0,2.0,6.0,1.0,8.0,1.0,2.0,,1.0,1.0,3.0,,2.0,8,23,2.0,5.0,9.0,31,155,2.0,3.0,1.0,4.0,11.0,2.0,6,,3.0,6,14.0,2.0,6.0,,3.0,1.0,2.0,2.0,2.0,4,2.0,,1.0,,1.0,10,2.0,4.0,1,,5,3.0,8,1.0,,1.0,2.0,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4,7.0,,12.0,,,5.0,6,44,0.875,0.875,1.0,0.4,,0.4,0.34782608695652173,0.6666666666666666,0.3333333333333333,0.39285714285714285,0.875,0.2222222222222222,0.45588235294117646,0.9166666666666666,0.3,0.17857142857142858,0.08695652173913043,0.1111111111111111,0.16666666666666666,27.142857142857146,0.5,,0.03571428571428571,0.04,0.17391304347826086,0.09803921568627451,0.047619047619047616,0.041666666666666664,,,0.16666666666666666,0.17647058823529413,0.16666666666666666,0.32142857142857145,0.5555555555555556,0.625,1.0,0.21428571428571427,0.3333333333333333,0.4,0.2857142857142857,0.125,0.125,1.0,0.07142857142857142,0.5,0.5,1.0,0.10714285714285714,0.3333333333333333,0.3333333333333333,1.0,,0.2222222222222222,1.0,0.1111111111111111,,0.2222222222222222,0.5,0.3333333333333333,0.4988089285714285,0.4250625,0.5547166666666666,0.15151515151515152,0.17857142857142858,0.3548387096774194,0.1935483870967742,8.478260869565217,24.84,0.36065573770491804,2.0,1.0,,,,,,0.07692307692307693,,0.1111111111111111,,,0.5,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,1.0,0.058823529411764705,0.25,1.0,1.0,1.0,,,1.0,,,1.0,1.0,0.25,,,,,1.0,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,
2419,1610612750,Tayshaun Prince,Tayshaun Prince,2419,MIN,6335.0,106,-24,197,204,34,40,30,401,3,3,,,2.0,4.0,1.0,12.0,,3.0,,,,,,,6,19,,3.0,4.0,16,213,,3.0,,,,2.0,5,,,4,6.0,6.0,,,,,,4.0,1.0,5,1.0,,4.0,,,11,,6.0,4,1.0,11,2.0,13,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,5.0,9,4.0,,4.0,,,2.0,4,34,0.5,0.5,,,,,0.3157894736842105,,0.4,0.2727272727272727,,0.4,0.3333333333333333,,0.4,0.13636363636363635,,,,11.016949152542374,0.5,0.16666666666666666,0.07407407407407407,,0.14634146341463414,0.10526315789473684,0.017543859649122806,,0.038461538461538464,0.125,0.08333333333333333,0.13793103448275862,0.16666666666666666,0.13636363636363635,1.0,1.0,0.6666666666666666,0.18181818181818182,0.5,0.5,0.5454545454545454,0.08333333333333333,0.08333333333333333,1.0,0.13636363636363635,,,,,,,,,,,,,,0.2727272727272727,,0.47247954545454546,0.42073333333333335,0.38048000000000004,0.08333333333333333,0.09523809523809523,,0.25,13.452631578947368,24.233333333333334,0.17258883248730963,,2.0,,,,,,0.06666666666666667,,0.08333333333333333,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,
202357,1610612750,Nemanja Bjelica,Nemanja Bjelica,202357,MIN,3267.0,54,-16,104,108,19,25,9,212,5,7,,,3.0,7.0,,,,,,,3.0,6.0,,,8,14,3.0,6.0,5.0,30,115,2.0,4.0,,,4.0,1.0,2,,,4,10.0,6.0,9.0,,6.0,3.0,2.0,4.0,1.0,5,1.0,,1.0,2.0,1.0,11,2.0,3.0,7,2.0,12,2.0,14,1.0,1.0,,,,,,,,,,6.0,7,4.0,,6.0,,,3.0,4,19,0.625,0.7142857142857143,1.0,0.5,,0.5,0.5714285714285714,0.5,0.5,0.625,0.5,0.5,0.6521739130434783,0.5,0.6666666666666666,0.3,0.14285714285714285,,0.2857142857142857,19.65811965811966,,0.5,0.28,0.05405405405405406,0.16666666666666666,0.23255813953488372,0.037037037037037035,,0.23076923076923078,0.4,0.2857142857142857,0.21428571428571427,,0.35,0.7142857142857143,0.7142857142857143,0.6,0.35,0.42857142857142855,0.6,,,,,,,,,0.3,0.5,0.5,1.0,,,,,,,0.65,0.5,0.4565275,0.5036,0.3572,0.13043478260869565,0.17647058823529413,0.13333333333333333,0.13333333333333333,4.171428571428572,25.150000000000002,0.18269230769230768,2.0,,1.0,,,,,,0.0625,,,0.14285714285714285,0.6666666666666666,2.0,3.0,2.0,,,,,,,,,,,0.07142857142857142,0.75,0.6666666666666666,,,,,,,,,0.5,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
204014,1610612750,Damjan Rudez,Damjan Rudez,204014,MIN,1395.0,23,6,52,53,28,41,6,105,1,2,1.0,1.0,,,,,,,,,,1.0,,,1,2,,1.0,,2,53,,1.0,,,,1.0,1,,,2,2.0,,,,1.0,,1.0,2.0,,2,,,2.0,,,4,2.0,1.0,1,,2,2.0,4,1.0,1.0,,,,,,,,,,,1,,,,,,,2,28,1.0,1.0,,,,,0.5,,1.0,0.3333333333333333,,1.0,0.3333333333333333,,1.0,0.3333333333333333,0.5,0.5,,5.2631578947368425,,,0.07692307692307693,0.2,0.16666666666666666,0.10526315789473684,0.11764705882352941,,0.25,,,,0.25,0.6666666666666666,0.5,1.0,1.0,,,,,,,,,,,,0.3333333333333333,,,,,1.0,1.0,,,,1.0,,0.6584333333333333,0.6907,0.7497,,,,1.0,0.8500000000000001,25.2,0.5384615384615384,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,0.2857142857142857,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
203940,1610612750,Adreian Payne,Adreian Payne,203940,MIN,2240.0,37,-23,78,79,33,41,6,157,4,8,1.0,4.0,,2.0,2.0,6.0,,1.0,,,1.0,4.0,,2.0,6,16,1.0,5.0,2.0,17,101,,,,,,2.0,8,,2.0,4,10.0,2.0,3.0,,4.0,1.0,1.0,1.0,1.0,2,1.0,,,1.0,,5,,4.0,2,3.0,9,,9,,,,3.0,1.0,,2.0,3.0,5.0,,1.0,4.0,9,1.0,,2.0,,,1.0,4,33,0.8333333333333334,0.8333333333333334,1.0,0.2,,0.2,0.375,,0.25,0.35714285714285715,,0.2,0.38636363636363635,,0.2,0.23809523809523808,0.0625,0.125,,32.53012048192771,0.6,0.75,0.125,,0.3076923076923077,0.20689655172413793,,,,,0.3333333333333333,0.25,0.4,0.38095238095238093,0.5,0.5714285714285714,0.75,0.09523809523809523,,,0.2857142857142857,0.3333333333333333,0.3333333333333333,1.0,0.047619047619047616,,,,0.19047619047619047,0.25,0.25,1.0,,0.4,0.25,,,0.2,0.6190476190476191,0.25,0.4872523809523808,,0.43470499999999995,0.045454545454545456,0.058823529411764705,,0.23529411764705882,9.381250000000001,24.56,0.4230769230769231,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,0.2,1.0,,True,,,,,,,,,,,,,,,
