EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,Usage,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,FtPoints,PenaltyFtPoints,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,Steals,BadPassSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,ThreePtAssists,Arc3Assists,LiveBallTurnovers,BadPassTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LiveBallTurnoverPct,Corner3Frequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,ShortMidRangeAssists,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,Corner3PctBlocked,OffArc3ReboundPct,LongMidRangePctAssisted,SecondChanceFtPoints,AtRimAssists,on,PtsUnassisted3s,Corner3Assists,FTDefRebounds,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,BlockingFouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,BlockingFoulsDrawn,Corner3FGM,PenaltyCorner3FGM,Travels,3SecondViolations,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,HeaveMakes,HeaveAttempts,Charge Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,BlockedCorner3
1626172,1610612744,Kevon Looney,Kevon Looney,1626172,GSW,1236.0,21,-22,46,46,31.0,14.0,6,92,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,5.0,1.0,2.0,9.0,69,2.0,2.0,4.0,2.0,4.0,1.0,2.0,7.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,6.0,4.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0,31.0,0.3333333333333333,0.5,1.0,0.5,0.5,0.5,0.6,1.0,0.5,0.6428571428571429,1.0,0.5833333333333334,0.6428571428571429,1.0,0.5833333333333334,0.2857142857142857,0.2,0.5,14.285714285714285,0.5,0.36363636363636365,0.18181818181818182,0.3333333333333333,0.07692307692307693,0.35294117647058826,0.125,0.25,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.25,0.5,0.3333333333333333,0.2857142857142857,1.0,1.0,0.5,0.14285714285714285,0.2857142857142857,0.5,1.0,0.2857142857142857,0.5,0.5,1.0,1.0,1.0,0.5,0.16666666666666666,1.0,0.3333333333333333,0.5,0.5714285714285714,0.5,0.5338142857142857,0.7804,0.5218166666666667,0.4444444444444444,0.7777777777777778,7.12,26.0,0.6739130434782609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201574,1610612744,Jason Thompson,Jason Thompson,201574,GSW,772.0,13,-22,29,30,25.0,14.0,3,59,,1.0,,1.0,,1.0,3.0,,,,,,,3.0,4.0,,,8.0,48,,1.0,,3.0,4.0,,,8.0,4.0,2.0,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,8.0,25.0,0.6666666666666666,0.6666666666666666,,,,,0.75,,0.75,0.75,,0.75,0.6666666666666666,,0.6666666666666666,,,,17.64705882352941,,,0.16666666666666666,0.2,,0.09090909090909091,0.0625,0.5,,,,,,0.2,0.25,,,,0.75,,,,,,,,1.0,,,0.25,,,,0.25,,0.41185,0.5672,0.41185,,1.0,9.15,,0.8620689655172413,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201575,1610612744,Brandon Rush,Brandon Rush,201575,GSW,1042.0,17,-21,39,39,31.0,14.0,5,78,,,,,,,1.0,,1.0,1.0,4.0,1.0,3.0,,2.0,1.0,7.0,4.0,59,,,,,,1.0,5.0,4.0,,,3.0,,4.0,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,,,4.0,31.0,,,1.0,0.14285714285714285,0.2,0.14285714285714285,,,,0.16666666666666666,,0.3,0.2,,0.3333333333333333,0.7777777777777778,,,22.916666666666668,,,,0.16666666666666666,,0.06666666666666667,,,,,,,,0.16666666666666666,,,,,0.1111111111111111,0.1111111111111111,,,0.4444444444444444,0.25,0.25,1.0,,,,,,0.6,0.3333333333333333,0.7777777777777778,0.25,0.5093,0.5667,0.56937,,1.0,15.45,24.242857142857144,0.7948717948717948,,1.0,1.0,,1.0,,3.0,,,1.0,2.0,,,,,,,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.4,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202691,1610612744,Klay Thompson,Klay Thompson,202691,GSW,402.0,7,-6,15,15,6.0,6.0,2,30,,,,,,,,,,1.0,2.0,,1.0,,,1.0,3.0,9.0,24,,,3.0,,,,1.0,,,,3.0,,2.0,1.0,,,,,,,,,,,,,,,,,6.0,,,1.0,0.3333333333333333,,0.3333333333333333,,,,0.5,1.5,,0.75,1.5,,1.0,,,31.57894736842105,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,1.0,,1.0,0.5,0.5780500000000001,0.61635,0.53925,0.3333333333333333,,,24.53333333333333,0.4,,6.0,,,,,,,,3.0,6.0,3.0,,,,0.5,1.0,1.0,,,1.0,1.0,,,,,,,,,0.3333333333333333,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203546,1610612744,Ian Clark,Ian Clark,203546,GSW,966.0,16,-23,37,37,31.0,14.0,4,74,,1.0,,1.0,,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,6.0,1.0,3.0,10.0,57,,1.0,,3.0,6.0,1.0,3.0,10.0,2.0,4.0,3.0,,2.0,1.0,,1.0,,,,2.0,2.0,1.0,3.0,,,2.0,1.0,1.0,2.0,10.0,31.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,,0.5,0.5,,0.5,0.5,,0.5,0.3333333333333333,,,27.906976744186046,,0.25,,,0.1,0.14285714285714285,0.058823529411764705,,,,0.5,,0.3333333333333333,,0.1111111111111111,,,,0.3333333333333333,0.2222222222222222,1.0,1.0,0.2222222222222222,0.5,0.5,1.0,1.0,,,0.1111111111111111,,0.2222222222222222,0.5,0.4444444444444444,0.5,0.46350555555555556,,0.46350555555555556,,1.0,9.416666666666666,24.8,0.8378378378378378,1.0,1.0,1.0,1.0,3.0,,8.0,,,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,,0.1,0.14285714285714285,1.0,,1.0,,,2.0,2.0,2.0,2.0,,,,1.0,0.1111111111111111,,,0.1111111111111111,,,,,,1.0,1.0,1.0,0.3333333333333333,1.0,0.14285714285714285,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,1610612744,Leandro Barbosa,Leandro Barbosa,2571,GSW,857.0,14,-15,31,32,20.0,8.0,4,63,,1.0,,,,,,,,,1.0,,1.0,,1.0,,1.0,3.0,46,,,1.0,,,,1.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,3.0,20.0,,,,,,,,,,,,,0.375,0.5,0.5,0.5,,,10.81081081081081,,,,,,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,1.0,,1.0,,0.56375,,0.5718,0.3333333333333333,1.0,2.1,24.7,0.6451612903225806,,3.0,3.0,1.0,1.0,,2.0,1.0,1.0,2.0,4.0,1.0,,,,0.3333333333333333,0.5,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201578,1610612744,Marreese Speights,Marreese Speights,201578,GSW,270.0,4,1,10,9,6.0,,2,19,,1.0,,1.0,,,,,,,,,,,1.0,,,2.0,11,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,2.0,,,,,,,,6.0,,,,,,,,,,,,,0.5,,,,,,14.285714285714285,,,0.3333333333333333,,1.0,,0.5,,0.5,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,0.74,,,,,0.7,,0.6,,2.0,,1.0,1.0,,2.0,,,1.0,2.0,1.0,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,1610612744,Shaun Livingston,Shaun Livingston,2733,GSW,125.0,2,-1,4,4,,,1,8,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,14.285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,1610612744,Anderson Varejao,Anderson Varejao,2760,GSW,122.0,2,1,5,4,5.0,,1,9,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,194.0,3,-1,7,7,,,1,14,1.0,1.0,,,,,,,1.0,,,,,1.0,2.0,,1.0,2.0,10,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,37.5,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,,,0.3333333333333333,,,,,,,,,,,,,,0.6666666666666666,,0.5349666666666667,,,,,9.45,23.7,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
