EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,FG3A,NonHeaveArc3FGA,BadPassSteals,NonShootingPenaltyNonTakeFouls,FG3APct,ShortMidRangePctAssisted,Arc3Frequency,Avg3ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,SelfOReb,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,PenaltyTurnovers,Charge Fouls,BlockedShortMidRange,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,Arc3PctBlocked,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,HeaveAttempts,Corner3Assists,ShortMidRangeAssists,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,Blocked3s,BlockedArc3,BlockedLongMidRange,OffFTReboundPct,OffCorner3ReboundPct,OffensiveGoaltends,LongMidRangePctBlocked,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,on,Defensive 3 Seconds Violations,DefensiveGoaltends,Clear Path Fouls,SecondChanceCorner3FGM,PenaltyCorner3FGM,BlockedCorner3,3SecondViolations,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,HeaveMakes,3pt And 1 Free Throw Trips
1626185,1610612763,Jarell Martin,Jarell Martin,1626185,MEM,6650.0,111,-5,213,214,63.0,63.0,30.0,427,14.0,21.0,6.0,10.0,4.0,8.0,1.0,3.0,1.0,6.0,16.0,30.0,20.0,52.0,237,6.0,10.0,3.0,15.0,5.0,12.0,4.0,14.0,22.0,10.0,8.0,4.0,3.0,3.0,2.0,1.0,6.0,4.0,9.0,6.0,7.0,2.0,15.0,13.0,28.0,2.0,2.0,5.0,3.0,2.0,2.0,7.0,1.0,15.0,2.0,24.0,3.0,1.0,18.0,1.0,1.0,1.0,28.0,2.0,14.0,1.0,2.0,2.0,2.0,1.0,14.0,63.0,1.0,0.6875,0.9166666666666666,0.5333333333333333,0.6,0.4166666666666667,0.5333333333333333,0.6,0.4166666666666667,0.6046511627906976,0.5769230769230769,0.5,0.13333333333333333,0.14285714285714285,0.3333333333333333,19.607843137254903,0.7142857142857143,0.3333333333333333,0.15217391304347827,0.10714285714285714,0.13953488372093023,0.13793103448275862,0.14606741573033707,0.11504424778761062,0.08571428571428572,0.19047619047619047,0.07142857142857142,0.13793103448275862,0.07142857142857142,0.3125,0.0625,0.14285714285714285,0.125,0.5,0.7,0.6666666666666666,0.7777777777777778,0.7142857142857143,0.1,0.3333333333333333,0.5,0.2,0.16666666666666666,0.16666666666666666,1.0,1.0,0.6,0.3333333333333333,0.6666666666666666,0.5,0.7,0.5657933333333333,0.6288333333333334,0.5208916666666666,0.3333333333333333,0.3333333333333333,0.28846153846153844,0.2692307692307692,5.243333333333333,0.29577464788732394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1627293,1610612763,Alex Stepheson,Alex Stepheson,1627293,MEM,368.0,6,1,12,13,2.0,6.0,5.0,25,,1.0,,,,,,,,,,1.0,,,10,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,5.88235294117647,,,0.3333333333333333,0.125,,,0.2,0.1111111111111111,0.2,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,0.6202,,,,,,,1.1,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1627362,1610612763,Briante Weber,Briante Weber,1627362,MEM,936.0,16,-6,28,29,4.0,8.0,8.0,57,,,,,,,1.0,2.0,,,1.0,2.0,,2.0,31,,,,,1.0,1.0,,2.0,2.0,,,,1.0,1.0,1.0,,2.0,,,2.0,,,2.0,,2.0,2.0,1.0,,,,,,,2.0,,3.0,,,,,,,,,,,,,,,2.0,4.0,,1.0,1.0,0.5,,1.0,0.3333333333333333,,1.0,0.3333333333333333,,1.0,,,,7.894736842105263,,,,,0.2857142857142857,,0.18181818181818182,,,,,,,,,0.2,0.5,,,,,,0.6666666666666666,0.5,0.5,,,,,,,,,,0.3333333333333333,0.399,,0.304,,,,1.0,8.75,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
204098,1610612763,Xavier Munford,Xavier Munford,204098,MEM,14655.0,244,-25,480,481,132.0,153.0,69.0,961,9.0,18.0,1.0,3.0,3.0,5.0,8.0,22.0,6.0,14.0,23.0,54.0,7.0,80.0,539,1.0,6.0,3.0,5.0,4.0,11.0,2.0,16.0,14.0,32.0,,6.0,19.0,22.0,13.0,6.0,47.0,,3.0,13.0,14.0,1.0,28.0,3.0,31.0,13.0,6.0,6.0,3.0,9.0,3.0,15.0,,10.0,,25.0,1.0,,15.0,,,2.0,14.0,4.0,8.0,1.0,3.0,1.0,3.0,2.0,16.0,132.0,1.0,0.30434782608695654,0.30434782608695654,0.42592592592592593,0.16666666666666666,0.36363636363636365,0.474025974025974,0.16666666666666666,0.4666666666666667,0.4878048780487805,0.35714285714285715,0.47058823529411764,0.1111111111111111,0.3333333333333333,,17.04745166959578,0.4,0.07142857142857142,0.12389380530973451,0.015706806282722512,0.1566265060240964,,0.1377551020408163,0.012195121951219513,,0.017857142857142856,0.03571428571428571,,0.07894736842105263,0.11428571428571428,0.175,0.1875,0.05263157894736842,0.6666666666666666,0.23376623376623376,0.5,0.75,0.2222222222222222,0.2857142857142857,0.36363636363636365,0.36363636363636365,0.18181818181818182,0.42857142857142855,0.42857142857142855,0.16666666666666666,0.5,0.3333333333333333,,0.3333333333333333,0.6,0.5324675324675324,0.4700292207792208,0.3869,0.47323333333333334,0.09876543209876543,0.13793103448275862,0.0625,0.2,9.162962962962965,0.275,18.0,23.0,18.0,7.0,2.0,0.2987012987012987,0.5,0.23376623376623376,25.017391304347825,2.0,5.0,1.0,7.0,2.0,3.0,9.0,2.0,4.0,21.0,6.0,7.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.7777777777777778,0.391304347826087,0.5,0.391304347826087,0.043478260869565216,0.05555555555555555,0.02702702702702703,0.06493506493506493,0.4,0.4,1.0,0.3888888888888889,0.4117647058823529,0.7142857142857143,0.06666666666666667,0.2,0.6666666666666666,0.3888888888888889,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
2440,1610612763,Matt Barnes,Matt Barnes,2440,MEM,6945.0,116,-35,234,236,59.0,83.0,34.0,470,7.0,13.0,2.0,3.0,2.0,3.0,1.0,3.0,,,8.0,16.0,11.0,39.0,278,2.0,3.0,5.0,9.0,2.0,3.0,6.0,19.0,4.0,12.0,4.0,5.0,8.0,11.0,3.0,4.0,25.0,,5.0,6.0,9.0,2.0,17.0,5.0,22.0,2.0,,6.0,3.0,1.0,3.0,7.0,,11.0,,12.0,,1.0,7.0,,1.0,,15.0,,3.0,2.0,1.0,,1.0,,19.0,59.0,2.0,0.25,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,0.4,0.6666666666666666,0.7222222222222222,0.45121951219512196,0.8,0.75,0.3125,0.38461538461538464,,17.71217712177122,0.8571428571428571,0.4,0.15254237288135594,0.05434782608695652,0.14634146341463414,,0.15,0.04201680672268908,0.058823529411764705,0.06451612903225806,0.037037037037037035,,0.19047619047619047,0.0625,0.18181818181818182,0.0967741935483871,0.3,,0.37142857142857144,0.5384615384615384,0.875,0.2857142857142857,0.08571428571428572,0.3333333333333333,0.3333333333333333,,,,,1.0,0.6666666666666666,,0.3333333333333333,0.6666666666666666,0.9142857142857143,0.547739705882353,0.5105666666666666,0.5784499999999999,0.10256410256410256,0.15789473684210525,0.23076923076923078,0.48717948717948717,3.3937500000000003,0.25213675213675213,16.0,19.0,15.0,2.0,,0.5428571428571428,,0.45714285714285713,26.19473684210526,,3.0,,4.0,3.0,6.0,4.0,3.0,6.0,9.0,3.0,4.0,,3.0,2.0,,,,,,2.0,,1.0,0.75,0.21052631578947367,0.5,0.2222222222222222,,,,0.08571428571428572,,,,0.25,0.25,0.75,,0.6666666666666666,0.5,0.26666666666666666,1.0,1.0,1.0,1.0,2.0,1.0,0.05,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
1713,1610612763,Vince Carter,Vince Carter,1713,MEM,7309.0,122,-31,239,234,67.0,62.0,41.0,473,8.0,18.0,3.0,6.0,3.0,6.0,4.0,6.0,3.0,11.0,15.0,35.0,6.0,51.0,290,4.0,7.0,,11.0,3.0,8.0,2.0,11.0,10.0,20.0,6.0,4.0,6.0,8.0,4.0,1.0,18.0,1.0,6.0,6.0,6.0,1.0,13.0,7.0,20.0,4.0,1.0,3.0,1.0,,2.0,3.0,,11.0,,12.0,1.0,,10.0,,,1.0,9.0,1.0,4.0,,,,,,11.0,67.0,,0.3333333333333333,0.4166666666666667,0.42857142857142855,0.5714285714285714,0.375,0.45918367346938777,0.6111111111111112,0.375,0.4807692307692308,0.6111111111111112,0.4230769230769231,0.11428571428571428,0.16666666666666666,0.16666666666666666,18.64406779661017,1.0,0.1,0.15384615384615385,0.057692307692307696,0.14285714285714285,0.03333333333333333,0.14814814814814814,0.05223880597014925,0.0851063829787234,0.03571428571428571,0.034482758620689655,0.037037037037037035,0.1111111111111111,0.2,0.13333333333333333,0.18181818181818182,,,0.3673469387755102,0.4444444444444444,0.5333333333333333,0.5,0.12244897959183673,0.6666666666666666,0.8,0.22448979591836735,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.6666666666666666,0.5,,0.5,0.5,0.6530612244897959,0.4915744897959184,0.5084833333333333,0.5281583333333334,0.07692307692307693,0.10526315789473684,0.21568627450980393,0.21568627450980393,8.842857142857145,0.2803347280334728,14.0,14.0,14.0,3.0,,0.2857142857142857,,0.2857142857142857,25.27857142857143,,,,5.0,1.0,4.0,5.0,1.0,4.0,12.0,3.0,5.0,,2.0,1.0,3.0,,,,,,,,0.8,0.35714285714285715,0.25,0.35714285714285715,,,0.12,,,,,0.35714285714285715,0.35714285714285715,0.8,,0.3333333333333333,0.25,0.35714285714285715,,1.0,1.0,,2.0,,,1.0,2.0,1.0,2.0,0.5,0.2222222222222222,0.5,1.0,,,,,,,,,,,True,,,,,,,,,,,,,
203210,1610612763,JaMychal Green,JaMychal Green,203210,MEM,10748.0,179,7,348,351,65.0,94.0,51.0,699,16.0,36.0,7.0,19.0,4.0,10.0,3.0,10.0,8.0,19.0,27.0,65.0,14.0,68.0,387,7.0,21.0,5.0,19.0,8.0,15.0,1.0,17.0,36.0,18.0,12.0,8.0,10.0,14.0,6.0,2.0,32.0,6.0,19.0,13.0,11.0,2.0,26.0,26.0,52.0,10.0,6.0,3.0,1.0,4.0,2.0,7.0,,3.0,1.0,15.0,,1.0,17.0,,1.0,1.0,20.0,2.0,10.0,1.0,5.0,4.0,6.0,3.0,17.0,65.0,1.0,0.6666666666666666,0.8571428571428571,0.4153846153846154,0.3333333333333333,0.5333333333333333,0.40298507462686567,0.3333333333333333,0.47058823529411764,0.4473684210526316,0.3958333333333333,0.4722222222222222,0.12307692307692308,0.16666666666666666,0.2,19.8090692124105,0.42857142857142855,0.16666666666666666,0.13253012048192772,0.14074074074074075,0.22413793103448276,0.13953488372093023,0.1702127659574468,0.1404494382022472,0.17857142857142858,0.16666666666666666,0.05405405405405406,0.1388888888888889,0.06060606060606061,0.3181818181818182,0.07142857142857142,0.1956521739130435,0.3333333333333333,0.5,0.5373134328358209,0.4444444444444444,0.5333333333333333,0.5625,0.14925373134328357,0.3,0.375,0.2835820895522388,0.42105263157894735,0.42105263157894735,0.875,0.9047619047619048,0.3684210526315789,0.14285714285714285,0.5882352941176471,0.4,0.5671641791044776,0.5492298507462686,0.63388125,0.5775941176470587,0.13333333333333333,0.136986301369863,0.27941176470588236,0.25,7.0892307692307694,0.1867816091954023,,2.0,,4.0,5.0,0.029850746268656716,0.6666666666666666,,23.1,,2.0,2.0,,,,,,2.0,,,,,4.0,4.0,6.0,3.0,,,,1.0,,,,,,,,,0.1935483870967742,0.029850746268656716,,,,,,,0.11764705882352941,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.125,0.14285714285714285,,,,,True,,,,,,,,,,,,,
200770,1610612763,Jordan Farmar,Jordan Farmar,200770,MEM,2042.0,34,1,69,70,26.0,26.0,7.0,139,2.0,3.0,,,2.0,3.0,,2.0,2.0,4.0,4.0,9.0,,14.0,67,1.0,1.0,,2.0,3.0,5.0,,6.0,,8.0,,1.0,3.0,4.0,,1.0,9.0,1.0,,1.0,2.0,,3.0,1.0,4.0,2.0,1.0,2.0,2.0,,,2.0,,,,1.0,,,3.0,1.0,,,,,,,,,,,6.0,26.0,,,,0.4444444444444444,1.0,0.6,0.5384615384615384,1.0,0.6,0.5384615384615384,1.0,0.6,0.1111111111111111,,0.5,19.48051948051948,1.0,,0.09090909090909091,,0.25,0.125,0.11538461538461539,0.03333333333333333,,,,0.14285714285714285,0.5,,,0.25,,,0.23076923076923078,0.6666666666666666,0.6666666666666666,,0.15384615384615385,,,0.3076923076923077,0.5,0.5,,,,,0.6,0.6666666666666666,0.5384615384615384,0.5097384615384615,0.422,0.59026,,,0.14285714285714285,0.42857142857142855,10.433333333333332,0.37681159420289856,4.0,4.0,4.0,1.0,,0.3076923076923077,,0.3076923076923077,25.875,,,,2.0,,,2.0,,,3.0,3.0,2.0,1.0,1.0,1.0,,,,,,1.0,,,0.5,0.5,,0.5,0.25,0.25,,,,,,0.5,0.6666666666666666,0.5,,,,0.5,,,2.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
202362,1610612763,Lance Stephenson,Lance Stephenson,202362,MEM,9061.0,151,-18,293,293,84.0,84.0,40.0,586,15.0,28.0,1.0,5.0,4.0,12.0,5.0,18.0,5.0,17.0,25.0,63.0,14.0,79.0,341,1.0,9.0,,2.0,5.0,19.0,7.0,20.0,14.0,36.0,2.0,7.0,13.0,16.0,7.0,3.0,35.0,,2.0,7.0,5.0,,12.0,2.0,14.0,2.0,,4.0,4.0,5.0,,9.0,1.0,4.0,,10.0,,,19.0,,,2.0,19.0,4.0,10.0,1.0,2.0,2.0,2.0,2.0,20.0,84.0,1.0,0.28,0.2916666666666667,0.3968253968253968,0.1111111111111111,0.2631578947368421,0.45774647887323944,0.1111111111111111,0.30952380952380953,0.5,0.1111111111111111,0.38461538461538464,0.1111111111111111,0.17857142857142858,0.1111111111111111,24.92836676217765,0.4444444444444444,,0.07246376811594203,0.016260162601626018,0.13725490196078433,,0.1,0.013071895424836602,,0.02857142857142857,0.030303030303030304,,0.08,,0.15,0.15384615384615385,0.08333333333333333,1.0,0.39436619718309857,0.5357142857142857,0.6521739130434783,0.4,0.2535211267605634,0.2777777777777778,0.3125,0.23943661971830985,0.29411764705882354,0.29411764705882354,0.2,0.5555555555555556,0.2,,0.5714285714285714,0.3333333333333333,0.5070422535211268,0.4568683098591549,0.4487875,0.4600190476190476,0.12987012987012986,0.14492753623188406,0.02531645569620253,0.25316455696202533,7.8619047619047615,0.28668941979522183,7.0,8.0,7.0,2.0,2.0,0.11267605633802817,,0.09859154929577464,25.212500000000002,,1.0,,5.0,1.0,2.0,5.0,1.0,2.0,9.0,6.0,5.0,,3.0,2.0,,2.0,,,2.0,3.0,,,0.6,0.625,0.5,0.625,,,,0.014084507042253521,,,,0.7142857142857143,0.7142857142857143,0.6,,0.09523809523809523,0.5,0.7142857142857143,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,True,,,,,,,,,,,,,
2216,1610612763,Zach Randolph,Zach Randolph,2216,MEM,5571.0,93,-28,189,182,72.0,85.0,25.0,371,12.0,17.0,4.0,5.0,4.0,5.0,5.0,17.0,5.0,14.0,22.0,48.0,9.0,56.0,217,4.0,7.0,1.0,9.0,6.0,14.0,5.0,17.0,16.0,28.0,8.0,3.0,5.0,9.0,4.0,,22.0,2.0,5.0,4.0,2.0,2.0,8.0,7.0,15.0,2.0,,4.0,2.0,3.0,2.0,7.0,,1.0,,10.0,5.0,,12.0,,2.0,2.0,14.0,,3.0,3.0,1.0,1.0,1.0,,17.0,72.0,3.0,0.36363636363636365,0.4444444444444444,0.4583333333333333,0.5714285714285714,0.42857142857142855,0.46078431372549017,0.5714285714285714,0.4,0.4824561403508772,0.5625,0.4473684210526316,0.0625,0.058823529411764705,0.058823529411764705,29.09090909090909,0.5714285714285714,0.2857142857142857,0.05,0.06666666666666667,0.1111111111111111,0.10526315789473684,0.07894736842105263,0.07446808510638298,0.06666666666666667,0.08,0.05,0.13333333333333333,0.07692307692307693,,0.06666666666666667,0.07407407407407407,0.2222222222222222,,0.3333333333333333,0.7058823529411765,0.75,0.25,0.3333333333333333,0.29411764705882354,0.3125,0.27450980392156865,0.35714285714285715,0.38461538461538464,0.8,0.7142857142857143,0.8,,0.3333333333333333,0.8,0.39215686274509803,0.4240833333333333,0.45324,0.4391966666666666,0.05555555555555555,0.058823529411764705,0.16071428571428573,0.30357142857142855,8.360416666666664,0.38095238095238093,3.0,3.0,3.0,2.0,2.0,0.058823529411764705,0.2,0.058823529411764705,25.8,,,,1.0,,1.0,1.0,,1.0,3.0,,1.0,,4.0,4.0,1.0,2.0,1.0,,,3.0,,,1.0,0.3333333333333333,,0.3333333333333333,,,0.04,,,,,0.3333333333333333,0.3333333333333333,1.0,,0.06666666666666667,,0.3333333333333333,,,1.0,,2.0,,,,,,,,,,,,,,,,,,0.07142857142857142,,,True,,,,,,,,,,,,,
