EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Clear Path Fouls,FoulsDrawn,Charge Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGM,SecondChanceFG3M,PtsPutbacks,Fg3aBlocked,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,ThreePtShootingFoulsDrawn,Corner3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,Blocked3s,BlockedArc3,HeaveAttempts,3pt And 1 Free Throw Trips,on,BlockedCorner3
1626145,1610612750,Tyus Jones,Tyus Jones,1626145,MIN,17064.0,284,-92,562,576,159,168,65,1138,12,20,2.0,9.0,5.0,17.0,3.0,15.0,2.0,5.0,1.0,1.0,4.0,15.0,3.0,3.0,5.0,20,52,6.0,20.0,12.0,70,655,1.0,5.0,3.0,4.0,6.0,3,16,4.0,6.0,7.0,25,12,28,9.0,9.0,15.0,4.0,5,33,17.0,50,6.0,11.0,24.0,1.0,8.0,117,1.0,4.0,9.0,19,1.0,29,5,34,2.0,13.0,10.0,3.0,7.0,5.0,5.0,6.0,2.0,13,2.0,2.0,7,1.0,13,1.0,1.0,13.0,1.0,1.0,17.0,1.0,4.0,7.0,2.0,1.0,1.0,2.0,1.0,25,159,2.0,0.3,0.3,0.5,0.3,0.6666666666666666,0.3,0.38461538461538464,0.2,0.1875,0.4027777777777778,0.125,0.4090909090909091,0.4230769230769231,0.3,0.4375,0.2777777777777778,0.09615384615384616,0.2,0.06666666666666667,14.152410575427684,0.5384615384615384,0.05,0.12025316455696203,0.020618556701030927,0.10843373493975904,0.012195121951219513,0.11618257261410789,0.018115942028985508,0.016666666666666666,0.044444444444444446,0.011235955056179775,0.015384615384615385,0.07017543859649122,0.12,0.17647058823529413,0.07272727272727272,0.17857142857142858,0.04878048780487805,0.5,0.2777777777777778,0.6,0.75,0.4166666666666667,0.2361111111111111,0.29411764705882354,0.29411764705882354,0.20833333333333334,0.2,0.21428571428571427,0.3333333333333333,0.06944444444444445,0.4,0.4,1.0,0.20833333333333334,0.26666666666666666,0.26666666666666666,0.25,0.375,0.4090909090909091,0.2222222222222222,0.045454545454545456,1.0,0.22727272727272727,0.6,0.5555555555555556,0.26666666666666666,0.49781944444444437,0.4524928571428571,0.5012590909090909,0.08974358974358974,0.1206896551724138,0.08571428571428572,0.35714285714285715,8.428846153846154,24.955,0.28291814946619215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1626157,1610612750,Karl-Anthony Towns,Karl-Anthony Towns,1626157,MIN,83000.0,1383,-179,2832,2822,864,699,279,5654,145,217,40.0,58.0,63.0,124.0,88.0,175.0,2.0,7.0,1.0,3.0,16.0,47.0,1.0,5.0,12.0,296,516,18.0,54.0,122.0,768,3254,54.0,82.0,1.0,24.0,135.0,74,128,6.0,15.0,53.0,219,382,210,48.0,6.0,47.0,16.0,44,66,28.0,94,22.0,6.0,38.0,7.0,21.0,216,21.0,83.0,93.0,188,34.0,315,105,420,15.0,36.0,28.0,8.0,38.0,14.0,23.0,56.0,15.0,94,13.0,25.0,56,,120,8.0,,131.0,1.0,8.0,157.0,23.0,,69.0,54.0,39.0,1.0,54.0,29.0,215,847,6.0,0.6452702702702703,0.7403100775193798,0.8888888888888888,0.3333333333333333,0.4,0.3333333333333333,0.5736434108527132,0.6585365853658537,0.578125,0.5666666666666667,0.6686746987951807,0.5804195804195804,0.6028257456828885,0.7105263157894737,0.6221590909090909,0.09473684210526316,0.08527131782945736,0.14746543778801843,0.005714285714285714,23.23360916613622,0.40425531914893614,0.4473684210526316,0.23558897243107768,0.09496567505720824,0.2012987012987013,0.06885245901639345,0.22301587301587303,0.08821034775233248,0.13805970149253732,0.10222222222222223,0.06036745406824147,0.06772908366533864,0.2135593220338983,0.23504273504273504,0.26022304832713755,0.19578313253012047,0.2153846153846154,0.07142857142857142,0.5370370370370371,0.38070175438596493,0.6682027649769585,0.7837837837837838,0.5448275862068965,0.21754385964912282,0.5080645161290323,0.5575221238938053,0.30701754385964913,0.5028571428571429,0.5057471264367817,0.7954545454545454,0.012280701754385965,0.2857142857142857,0.2857142857142857,1.0,0.0824561403508772,0.3404255319148936,0.34782608695652173,0.875,0.012048192771084338,0.40559440559440557,0.6896551724137931,0.02097902097902098,0.3333333333333333,0.08391608391608392,0.4166666666666667,0.47543859649122805,0.3404255319148936,0.49426061403508786,0.5430404109589041,0.5051674825174826,0.11201298701298701,0.12277580071174377,0.17578125,0.28515625,8.874224806201548,24.92222222222222,0.3050847457627119,46.0,63.0,1.0,1.0,76.0,1.0,1.0,7.0,1.0,7.0,11.0,13.0,4.0,6.0,21.0,14.0,4.0,6.0,3.0,17.0,1.0,0.018518518518518517,0.08870967741935484,0.02127659574468085,0.011904761904761904,0.07407407407407407,0.6666666666666666,0.7590361445783133,0.7301587301587301,0.10869565217391304,1.0,1.0,,,,,,,,,,,,,,True,
202357,1610612750,Nemanja Bjelica,Nemanja Bjelica,202357,MIN,37686.0,628,-115,1256,1270,395,388,135,2526,32,44,10.0,12.0,,10.0,,6.0,4.0,8.0,1.0,3.0,24.0,71.0,2.0,6.0,20.0,32,60,28.0,79.0,13.0,161,1407,10.0,19.0,3.0,3.0,26.0,10,14,7.0,23.0,6.0,47,42,22,69.0,15.0,71.0,24.0,6,35,11.0,46,8.0,3.0,24.0,6.0,5.0,103,9.0,17.0,25.0,52,13.0,90,27,117,2.0,17.0,9.0,8.0,17.0,1.0,10.0,13.0,7.0,30,2.0,9.0,47,8.0,95,1.0,,31.0,,,21.0,4.0,,10.0,13.0,12.0,,13.0,8.0,47,392,3.0,0.65625,0.8076923076923077,0.8214285714285714,0.35443037974683544,0.30434782608695654,0.35443037974683544,0.5333333333333333,0.5263157894736842,0.7142857142857143,0.5323741007194245,0.5227272727272727,0.5540540540540541,0.5476190476190477,0.5652173913043478,0.573170731707317,0.5683453237410072,0.1,0.06818181818181818,0.16666666666666666,12.508833922261484,0.5666666666666667,0.35135135135135137,0.14814814814814814,0.04228855721393035,0.12690355329949238,0.054878048780487805,0.14051094890510948,0.045936395759717315,0.05755395683453238,0.023076923076923078,0.045112781954887216,0.044444444444444446,0.1259259259259259,0.19607843137254902,0.13157894736842105,0.14583333333333334,0.07547169811320754,0.02857142857142857,0.6153846153846154,0.31654676258992803,0.7272727272727273,0.7804878048780488,0.65625,0.07194244604316546,,,0.04316546762589928,,,,0.05755395683453238,0.5,0.5714285714285714,1.0,0.5107913669064749,0.3380281690140845,0.3380281690140845,0.7916666666666666,0.09090909090909091,0.32432432432432434,0.8333333333333334,0.08108108108108109,0.3333333333333333,0.5405405405405406,0.3,0.8848920863309353,0.3380281690140845,0.5349920863309352,0.5065305555555556,0.5409972972972973,0.07534246575342465,0.15151515151515152,0.16149068322981366,0.2919254658385093,4.254999999999999,25.354430379746834,0.3144904458598726,10.0,18.0,,1.0,12.0,1.0,1.0,2.0,,4.0,11.0,2.0,4.0,2.0,1.0,1.0,,2.0,2.0,1.0,0.3333333333333333,0.012658227848101266,0.2,,0.027777777777777776,0.10344827586206896,,0.8181818181818182,0.5555555555555556,0.2,,,1.0,1.0,1.0,0.125,0.045454545454545456,1.0,1.0,0.0125,,,,,,True,
203498,1610612750,Shabazz Muhammad,Shabazz Muhammad,203498,MIN,64266.0,1071,-242,2112,2136,692,614,223,4248,100,167,29.0,51.0,45.0,110.0,10.0,36.0,16.0,38.0,4.0,15.0,9.0,48.0,4.0,4.0,19.0,155,313,25.0,86.0,123.0,508,2404,30.0,50.0,8.0,23.0,89.0,45,79,8.0,34.0,45.0,159,198,112,75.0,,48.0,9.0,33,25,7.0,32,4.0,3.0,18.0,1.0,6.0,71,14.0,43.0,43.0,61,4.0,108,57,165,14.0,18.0,14.0,4.0,26.0,6.0,13.0,21.0,13.0,47,3.0,21.0,31,,57,5.0,,118.0,,5.0,152.0,15.0,1.0,73.0,5.0,4.0,,5.0,2.0,159,688,2.0,0.6387096774193548,0.7226277372262774,1.0,0.29069767441860467,0.23529411764705882,0.29069767441860467,0.4952076677316294,0.6,0.569620253164557,0.4824561403508772,0.5689655172413793,0.504424778761062,0.5438972162740899,0.6180555555555556,0.5760869565217391,0.21553884711779447,0.10543130990415335,0.1497005988023952,,21.691331923890065,0.5531914893617021,0.05970149253731343,0.10391822827938671,0.06259097525473072,0.11813186813186813,0.052830188679245285,0.10935856992639327,0.059873949579831935,0.07075471698113207,0.06976744186046512,0.05,0.04954954954954955,0.07339449541284404,0.10112359550561797,0.14136125654450263,0.1348314606741573,0.07216494845360824,0.07692307692307693,0.4,0.41854636591478694,0.5988023952095808,0.704225352112676,0.7,0.2756892230576441,0.4090909090909091,0.4411764705882353,0.09022556390977443,0.2777777777777778,0.2777777777777778,0.8,0.09523809523809523,0.42105263157894735,0.42105263157894735,1.0,0.12030075187969924,0.1875,0.19148936170212766,1.0,0.06896551724137931,0.45132743362831856,0.5686274509803921,0.13274336283185842,0.26666666666666666,0.168141592920354,0.21052631578947367,0.6340852130325815,0.1875,0.5256967336683416,0.5261593023255814,0.53935,0.15973741794310722,0.1967654986522911,0.17519685039370078,0.31299212598425197,5.803833865814695,24.46744186046512,0.32765151515151514,22.0,35.0,1.0,2.0,36.0,1.0,,4.0,,2.0,2.0,1.0,5.0,1.0,10.0,1.0,1.0,1.0,1.0,5.0,0.25,0.011627906976744186,0.07272727272727272,0.020833333333333332,,0.06976744186046512,0.4666666666666667,0.603448275862069,0.6285714285714286,0.22727272727272727,0.25,1.0,1.0,4.0,,,0.06896551724137931,0.25,1.0,,1.0,,,,,True,
203897,1610612750,Zach LaVine,Zach LaVine,203897,MIN,137604.0,2293,-294,4607,4625,1470,1304,474,9232,190,293,71.0,110.0,26.0,84.0,94.0,266.0,22.0,47.0,5.0,12.0,101.0,269.0,11.0,32.0,89.0,310,643,123.0,316.0,161.0,1150,5197,27.0,45.0,16.0,13.0,94.0,120,228,37.0,101.0,88.0,439,258,362,273.0,96.0,269.0,101.0,60,199,52.0,251,40.0,12.0,108.0,29.0,62.0,554,6.0,20.0,74.0,116,11.0,201,27,228,9.0,69.0,40.0,29.0,90.0,14.0,56.0,65.0,34.0,155,12.0,43.0,93,3.0,193,9.0,1.0,153.0,1.0,5.0,203.0,22.0,6.0,88.0,15.0,6.0,3.0,17.0,8.0,432,1451,16.0,0.4161290322580645,0.43288590604026844,0.7398373983739838,0.38924050632911394,0.36633663366336633,0.38924050632911394,0.4821150855365474,0.6,0.5263157894736842,0.5156412930135558,0.6639344262295082,0.5334346504559271,0.5482791586998088,0.7045454545454546,0.5782493368700266,0.3295099061522419,0.09331259720062209,0.13310580204778158,0.018796992481203006,23.304178814382894,0.5806451612903226,0.08270676691729323,0.08888888888888889,0.013717421124828532,0.0968586387434555,0.011214953271028037,0.09183180280328661,0.013045659809332665,0.020316027088036117,0.014388489208633094,0.008361204013377926,0.013605442176870748,0.07157894736842105,0.08188585607940446,0.11475409836065574,0.0922242314647378,0.10900473933649289,0.020134228187919462,0.47058823529411764,0.30552659019812306,0.6484641638225256,0.7480314960629921,0.45263157894736844,0.08759124087591241,0.30952380952380953,0.38235294117647056,0.2773722627737226,0.3533834586466165,0.36015325670498083,0.44680851063829785,0.049009384775808136,0.46808510638297873,0.46808510638297873,1.0,0.2805005213764338,0.3754646840148699,0.376865671641791,0.6831683168316832,0.18032786885245902,0.3343465045592705,0.6454545454545455,0.0364741641337386,0.4166666666666667,0.270516717325228,0.3595505617977528,0.635036496350365,0.3754646840148699,0.5153813479623826,0.521934375,0.514646636085627,0.08674463937621832,0.12411847672778561,0.0817391304347826,0.38173913043478264,9.546811819595648,25.320569620253167,0.31907966138484917,16.0,21.0,6.0,9.0,24.0,1.0,1.0,8.0,8.0,13.0,2.0,2.0,1.0,12.0,20.0,6.0,1.0,1.0,1.0,14.0,0.5625,0.0031645569620253164,0.19047619047619047,0.0037174721189591076,0.007751937984496124,,0.038461538461538464,0.3442622950819672,0.7619047619047619,0.3125,0.5454545454545454,0.6666666666666666,3.0,5.0,1.0,,0.08196721311475409,0.6,1.0,0.0031545741324921135,,2.0,2.0,,,True,
203952,1610612750,Andrew Wiggins,Andrew Wiggins,203952,MIN,88452.0,1474,-87,3024,3010,1076,878,306,6034,143,217,51.0,75.0,59.0,137.0,59.0,167.0,8.0,15.0,1.0,3.0,23.0,83.0,7.0,4.0,27.0,261,521,31.0,98.0,222.0,837,3395,33.0,57.0,8.0,24.0,96.0,86,160,5.0,30.0,92.0,279,270,252,75.0,18.0,82.0,23.0,42,64,25.0,89,18.0,7.0,31.0,14.0,19.0,203,14.0,29.0,42.0,50,4.0,96,45,141,13.0,42.0,31.0,11.0,67.0,5.0,35.0,36.0,32.0,103,6.0,42.0,39,3.0,91,4.0,,184.0,,2.0,293.0,27.0,,134.0,18.0,8.0,3.0,19.0,12.0,278,1057,6.0,0.5172413793103449,0.5510204081632653,0.8064516129032258,0.3163265306122449,0.16666666666666666,0.31958762886597936,0.5009596928982726,0.5789473684210527,0.5375,0.49676898222940225,0.5538461538461539,0.4921052631578947,0.5572569906790945,0.6153846153846154,0.558,0.1583198707592892,0.08061420345489444,0.10599078341013825,0.011976047904191617,25.38644470868014,0.6504854368932039,0.04878048780487805,0.058823529411764705,0.03128371089536138,0.08641975308641975,0.04242424242424243,0.0688622754491018,0.03420843277645187,0.03819444444444445,0.024291497975708502,0.030612244897959183,0.04363636363636364,0.06209150326797386,0.049429657794676805,0.06405693950177936,0.0903954802259887,0.07575757575757576,0.04659498207885305,0.631578947368421,0.3505654281098546,0.6589861751152074,0.7371134020618557,0.5384615384615384,0.22132471728594508,0.4306569343065693,0.49166666666666664,0.26978998384491115,0.3532934131736527,0.3575757575757576,0.5254237288135594,0.024232633279483037,0.5333333333333333,0.5333333333333333,1.0,0.13408723747980614,0.27710843373493976,0.2804878048780488,0.7391304347826086,0.1076923076923077,0.39473684210526316,0.68,0.015789473684210527,0.3333333333333333,0.14210526315789473,0.14814814814814814,0.5088852988691438,0.2804878048780488,0.5011805825242717,0.5240882352941176,0.5102201058201058,0.18681318681318682,0.21337579617834396,0.11469534050179211,0.3333333333333333,8.723992322456814,25.340816326530618,0.3558201058201058,23.0,33.0,2.0,2.0,32.0,1.0,2.0,12.0,2.0,7.0,3.0,4.0,2.0,10.0,23.0,7.0,,,,20.0,0.25,0.01020408163265306,0.12408759124087591,0.012048192771084338,0.02127659574468085,0.03636363636363636,0.4576271186440678,0.5076923076923077,0.696969696969697,0.13043478260869565,0.2857142857142857,1.0,,1.0,2.0,,0.015384615384615385,,,0.02,1.0,1.0,1.0,1.0,,True,
2755,1610612750,Kevin Martin,Kevin Martin,2755,MIN,27039.0,451,-73,913,912,206,258,94,1825,16,28,3.0,7.0,9.0,35.0,15.0,55.0,5.0,8.0,,2.0,17.0,48.0,2.0,5.0,11.0,40,118,22.0,56.0,72.0,218,961,1.0,6.0,2.0,9.0,11.0,7,19,5.0,13.0,22.0,51,38,42,63.0,3.0,48.0,17.0,11,13,6.0,19,5.0,1.0,3.0,4.0,6.0,44,3.0,5.0,18.0,23,2.0,43,8,51,2.0,13.0,10.0,3.0,12.0,1.0,5.0,10.0,7.0,22,1.0,4.0,11,2.0,37,1.0,,49.0,2.0,2.0,79.0,3.0,4.0,28.0,,,,1.0,,49,203,3.0,0.475,0.475,0.9545454545454546,0.39285714285714285,0.38461538461538464,0.39285714285714285,0.3389830508474576,0.16666666666666666,0.3684210526315789,0.41954022988505746,0.125,0.453125,0.5168269230769231,0.4583333333333333,0.5930232558139535,0.3218390804597701,0.09322033898305085,0.25,0.05454545454545454,22.593320235756387,0.5454545454545454,0.07407407407407407,0.08550185873605948,0.016129032258064516,0.12949640287769784,0.025210084033613446,0.10049019607843138,0.018648018648018648,0.01282051282051282,0.03669724770642202,,0.02857142857142857,0.08791208791208792,0.04597701149425287,0.12087912087912088,0.11926605504587157,0.16666666666666666,0.020202020202020204,,0.16091954022988506,0.5714285714285714,0.7619047619047619,0.625,0.20114942528735633,0.2571428571428571,0.2647058823529412,0.3160919540229885,0.2727272727272727,0.28846153846153844,0.4,0.04597701149425287,0.625,0.625,1.0,0.27586206896551724,0.3541666666666667,0.3541666666666667,0.9411764705882353,0.25,0.21875,0.42857142857142855,0.0625,,0.34375,0.45454545454545453,0.4827586206896552,0.3541666666666667,0.4916387283236994,0.42225833333333335,0.49284062500000003,0.15841584158415842,0.1958041958041958,0.05045871559633028,0.23394495412844038,11.442372881355933,25.130357142857143,0.22562979189485213,,1.0,,,,,,2.0,,3.0,,2.0,1.0,2.0,6.0,,,,,5.0,,,0.02857142857142857,,,,0.3333333333333333,0.125,,,,,,,4.0,,,,,0.06779661016949153,,1.0,1.0,,1.0,True,
202962,1610612750,Greg Smith,Greg Smith,202962,MIN,4798.0,80,-49,155,161,60,64,19,316,8,10,4.0,5.0,,1.0,,,,,,,,,,,,8,11,,,4.0,20,215,1.0,2.0,,1.0,3.0,4,5,,,2.0,10,12,4,,,,,2,2,,2,,,1.0,,1.0,4,,5.0,3.0,11,2.0,16,5,21,,1.0,,1.0,1.0,,,,1.0,1,1.0,,11,,17,,,7.0,,,12.0,1.0,,4.0,1.0,,,1.0,,10,60,2.0,0.75,0.8571428571428571,,,,,0.7272727272727273,0.5,0.8,0.7272727272727273,0.5,0.8,0.5882352941176471,0.5,0.5555555555555556,,0.18181818181818182,0.1,,10.0,1.0,0.25,0.2682926829268293,0.09259259259259259,0.13043478260869565,,0.21875,0.07042253521126761,0.0625,0.15384615384615385,0.08,,0.2222222222222222,0.4375,0.125,0.17647058823529413,,,,0.9090909090909091,0.8,0.8888888888888888,0.75,0.09090909090909091,,,,,,,,,,,,,,,,1.0,0.8,,,,,0.9090909090909091,,0.6119818181818183,0.5743,0.64578,0.2857142857142857,0.2857142857142857,0.15,0.5,1.6545454545454545,,0.3870967741935484,1.0,2.0,,,2.0,,,,,,1.0,,1.0,,3.0,1.0,,,,3.0,,,1.0,,,,,1.0,0.5,,,,,,,,,,,,,,,,,True,
2419,1610612750,Tayshaun Prince,Tayshaun Prince,2419,MIN,25669.0,428,-136,838,851,249,242,96,1689,4,7,1.0,3.0,6.0,11.0,12.0,34.0,1.0,2.0,,1.0,,1.0,,,,22,52,1.0,3.0,7.0,54,983,3.0,7.0,,2.0,8.0,7,14,,1.0,3.0,17,36,8,3.0,,1.0,,2,13,7.0,20,7.0,,8.0,2.0,3.0,47,5.0,4.0,23.0,20,,43,9,52,,8.0,4.0,4.0,4.0,6.0,2.0,8.0,2.0,12,,3.0,11,1.0,19,,,9.0,,3.0,8.0,,,2.0,2.0,2.0,,2.0,,16,243,1.0,0.8181818181818182,0.8181818181818182,1.0,0.3333333333333333,,0.3333333333333333,0.4230769230769231,0.42857142857142855,0.5,0.42727272727272725,0.42857142857142855,0.4666666666666667,0.4576271186440678,0.5,0.5,0.05454545454545454,0.038461538461538464,0.14285714285714285,,7.497360084477296,0.3333333333333333,,0.08333333333333333,0.013468013468013467,0.1513157894736842,0.056179775280898875,0.1096938775510204,0.023316062176165803,0.012195121951219513,0.02247191011235955,0.007936507936507936,0.05194805194805195,0.045454545454545456,0.12941176470588237,0.07462686567164178,0.1941747572815534,0.061224489795918366,,,0.12727272727272726,0.5714285714285714,0.6666666666666666,1.0,0.2,0.5454545454545454,0.6,0.6181818181818182,0.35294117647058826,0.35294117647058826,1.0,0.03636363636363636,0.5,0.5,1.0,0.01818181818181818,,,,,0.2,0.3333333333333333,0.06666666666666667,,,,0.18181818181818182,,0.43012000000000006,0.40471666666666667,0.42647666666666667,0.03508771929824561,0.037037037037037035,0.14814814814814814,0.3148148148148148,14.173076923076923,24.766666666666666,0.2971360381861575,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,2.0,,,,,1.0,,,0.09090909090909091,,,0.08333333333333333,0.3333333333333333,0.14285714285714285,1.0,1.0,,,,,,,,,,,,,,,,True,
203476,1610612750,Gorgui Dieng,Gorgui Dieng,203476,MIN,92578.0,1543,-57,3051,3074,874,837,310,6125,117,171,40.0,57.0,34.0,94.0,55.0,121.0,1.0,6.0,1.0,3.0,,4.0,,,1.0,206,386,1.0,10.0,151.0,566,3348,30.0,60.0,,37.0,97.0,69,114,1.0,4.0,61.0,202,292,120,3.0,,4.0,,36,78,31.0,109,19.0,12.0,41.0,9.0,28.0,249,30.0,77.0,105.0,169,27.0,301,111,412,7.0,66.0,48.0,18.0,40.0,8.0,22.0,64.0,18.0,104,8.0,30.0,69,3.0,152,3.0,,149.0,5.0,7.0,179.0,21.0,,88.0,77.0,60.0,2.0,77.0,40.0,200,869,18.0,0.7087378640776699,0.7849462365591398,1.0,0.1,0.25,0.1,0.533678756476684,0.5,0.6052631578947368,0.523989898989899,0.5,0.597457627118644,0.5957894736842105,0.6139240506329114,0.6558441558441559,0.025252525252525252,0.09326424870466321,0.13450292397660818,0.008264462809917356,16.994423246257703,0.38461538461538464,0.3,0.18798665183537264,0.07946336429308566,0.21212121212121213,0.08620689655172414,0.19655667144906744,0.0812452543659833,0.08185053380782918,0.10877192982456141,0.05707196029776675,0.08741258741258741,0.19047619047619047,0.19855595667870035,0.17482517482517482,0.22905027932960895,0.1678832116788321,0.04666666666666667,0.5194805194805194,0.4318181818181818,0.6842105263157895,0.7905405405405406,0.6837606837606838,0.23737373737373738,0.3617021276595745,0.4146341463414634,0.3055555555555556,0.45454545454545453,0.4583333333333333,0.7636363636363637,0.015151515151515152,0.16666666666666666,0.16666666666666666,1.0,0.010101010101010102,,,,,0.4830508474576271,0.7017543859649122,0.025423728813559324,0.3333333333333333,0.00847457627118644,,0.45707070707070707,,0.5189122474747473,0.5524674418604651,0.5343618644067797,0.1900647948164147,0.19426048565121412,0.17137809187279152,0.3568904593639576,8.2038860103627,24.75,0.2864634546050475,25.0,42.0,,,40.0,,4.0,5.0,,16.0,15.0,19.0,11.0,3.0,12.0,15.0,10.0,8.0,1.0,10.0,,,0.1276595744680851,,0.05405405405405406,0.08064516129032258,0.7058823529411765,0.7,0.5952380952380952,0.16,,,,,,,,,,,2.0,,,,,True,
