EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg2Pct,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PtsUnassisted3s,Corner3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedCorner3,HeaveAttempts,on,Clear Path Fouls,3SecondViolations,3pt And 1 Free Throw Trips,BlockedArc3
1626173,1610612749,Rashad Vaughn,Rashad Vaughn,1626173,MIL,17384.0,290,-22,562,567,202.0,179.0,60.0,1129,5.0,18.0,1.0,1.0,5.0,4.0,8.0,10.0,22.0,6.0,21.0,1.0,4.0,9.0,6.0,28.0,1.0,1.0,2.0,14.0,19.0,48.0,12.0,49.0,8.0,82.0,577,3.0,1.0,2.0,2.0,5.0,7.0,15.0,6.0,23.0,7.0,39.0,32.0,6.0,36.0,28.0,6.0,4.0,1.0,9.0,2.0,11.0,1.0,1.0,5.0,2.0,2.0,24.0,3.0,9.0,17.0,26.0,3.0,29.0,2.0,9.0,5.0,4.0,7.0,1.0,4.0,3.0,3.0,1.0,10.0,4.0,10.0,18,1.0,7.0,1.0,10.0,1.0,3.0,1.0,8.0,4.0,1.0,3.0,8.0,4.0,39.0,202.0,2.0,0.8421052631578947,0.8421052631578947,1.0,0.24489795918367346,0.5,0.2608695652173913,0.24489795918367346,0.3958333333333333,0.4666666666666667,0.38144329896907214,0.3,0.42105263157894735,0.400990099009901,0.35714285714285715,0.4634146341463415,0.5051546391752577,0.02040816326530612,0.08333333333333333,0.16666666666666666,0.045454545454545456,0.03571428571428571,17.563291139240505,0.7,0.09042553191489362,0.016666666666666666,0.09473684210526316,0.09187279151943463,0.011450381679389313,0.02631578947368421,0.020833333333333332,0.08433734939759036,0.08771929824561403,0.10416666666666667,0.07575757575757576,0.13793103448275862,0.03278688524590164,0.5,0.18556701030927836,0.2777777777777778,0.3333333333333333,0.8,0.08247422680412371,0.5,0.5,0.75,0.2268041237113402,0.45454545454545453,0.47619047619047616,0.9,0.21649484536082475,0.2857142857142857,0.2857142857142857,1.0,0.28865979381443296,0.21428571428571427,0.2222222222222222,1.0,0.2,0.2,0.2,1.0,1.0,0.13157894736842105,0.2,0.23684210526315788,0.4444444444444444,0.3684210526315789,0.14285714285714285,0.6907216494845361,0.21428571428571427,0.5008359375,0.44526999999999994,0.4804418918918919,0.039603960396039604,0.058823529411764705,0.02,0.06097560975609756,0.47560975609756095,10.108333333333333,25.03877551020409,0.3594306049822064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
200779,1610612749,Steve Novak,Steve Novak,200779,MIL,197.0,3,-13,7,7,4.0,4.0,,14,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,17,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1,,1.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,14.285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,0.4932,,0.4932,,,,,,,25.0,0.5714285714285714,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
203101,1610612749,Miles Plumlee,Miles Plumlee,203101,MIL,52191.0,870,-101,1710,1714,530.0,468.0,199.0,3424,104.0,164.0,55.0,27.0,48.0,36.0,64.0,,5.0,,,,,,,,,,,,140.0,233.0,,,34.0,314.0,1820,62.0,,,5.0,69.0,37.0,66.0,,,19.0,93.0,210.0,70.0,,,,14.0,,14.0,2.0,16.0,1.0,1.0,4.0,4.0,6.0,34.0,78.0,52.0,72.0,138.0,94.0,232.0,10.0,21.0,15.0,6.0,18.0,2.0,12.0,22.0,6.0,1.0,40.0,12.0,39.0,73,6.0,54.0,9.0,59.0,,23.0,,50.0,41.0,2.0,7.0,50.0,27.0,93.0,527.0,4.0,0.75,0.8467741935483871,,,,,,0.6008583690987125,0.5606060606060606,0.6008583690987125,0.5161290322580645,0.5606060606060606,0.6015325670498084,0.5227272727272727,0.5602409638554217,,,0.060085836909871244,0.07926829268292683,,,15.483539094650205,0.45,0.14145383104125736,0.13,0.16828478964401294,0.15158924205378974,0.11601513240857503,0.18333333333333332,0.1111111111111111,0.1222707423580786,0.21804511278195488,0.10204081632653061,0.1643192488262911,0.17708333333333334,0.12658227848101267,0.54,0.703862660944206,0.6341463414634146,0.6887417218543046,0.7692307692307693,0.27467811158798283,0.5625,0.5714285714285714,0.6944444444444444,0.02145922746781116,,,,,,,,,,,,0.8870967741935484,,,,,0.7272727272727273,0.5625,,,,,0.703862660944206,,0.6035755364806867,0.640098305084746,0.5976924242424242,0.09090909090909091,0.09090909090909091,,0.2197452229299363,0.2961783439490446,2.952360515021459,,0.30994152046783624,6.0,29.0,32.0,32.0,14.0,2.0,14.0,3.0,6.0,3.0,6.0,2.0,5.0,2.0,1.0,1.0,3.0,8.0,11.0,2.0,2.0,0.5161290322580645,0.015625,0.25,0.03571428571428571,0.07253886010362694,0.07777777777777778,0.08208955223880597,0.05084745762711865,0.5272727272727272,0.27586206896551724,,,,,,,,,True,,,,
203487,1610612749,Michael Carter-Williams,Michael Carter-Williams,203487,MIL,8669.0,144,-22,292,294,134.0,117.0,40.0,586,14.0,25.0,4.0,7.0,11.0,6.0,19.0,5.0,11.0,2.0,4.0,,1.0,1.0,1.0,5.0,,,,1.0,25.0,55.0,3.0,9.0,18.0,77.0,315,6.0,,,1.0,5.0,9.0,19.0,1.0,2.0,9.0,30.0,16.0,34.0,6.0,5.0,1.0,5.0,,17.0,7.0,24.0,5.0,2.0,9.0,3.0,5.0,55.0,7.0,8.0,18.0,28.0,7.0,35.0,2.0,2.0,1.0,1.0,9.0,1.0,7.0,5.0,2.0,,14.0,5.0,6.0,13,1.0,20.0,,25.0,,9.0,,4.0,3.0,1.0,,4.0,,30.0,134.0,6.0,0.32,0.3333333333333333,0.6666666666666666,0.3333333333333333,,0.5,0.3333333333333333,0.45454545454545453,0.47368421052631576,0.4609375,0.3333333333333333,0.5,0.506578947368421,0.35714285714285715,0.5555555555555556,0.140625,,0.09090909090909091,0.2,,,26.392961876832842,0.6428571428571429,0.20930232558139536,0.058823529411764705,0.1568627450980392,0.1897810218978102,0.047619047619047616,0.046511627906976744,0.07894736842105263,0.22916666666666666,0.125,0.22727272727272727,0.1282051282051282,0.25,0.06451612903225806,,0.390625,0.56,0.7,0.21428571428571427,0.296875,0.3157894736842105,0.3157894736842105,0.5,0.171875,0.45454545454545453,0.45454545454545453,0.4,0.0625,0.5,0.5,1.0,0.078125,0.2,0.2,,0.6666666666666666,,,,,0.5238095238095238,0.6363636363636364,0.047619047619047616,1.0,0.047619047619047616,,0.53125,0.2,0.48362343750000003,0.5618833333333334,0.5154404761904763,0.125,0.14285714285714285,,0.06493506493506493,0.38961038961038963,7.1945454545454535,25.0,0.4589041095890411,3.0,2.0,2.0,2.0,,,2.0,3.0,,1.0,,,1.0,,3.0,,1.0,4.0,,,,0.3333333333333333,,0.16666666666666666,,,0.05263157894736842,,,0.5,,3.0,,,,,,,,True,,,,
203953,1610612749,Jabari Parker,Jabari Parker,203953,MIL,29059.0,484,-61,959,965,256.0,237.0,113.0,1924,62.0,102.0,13.0,17.0,25.0,17.0,38.0,16.0,64.0,3.0,6.0,,1.0,1.0,3.0,8.0,,,,2.0,95.0,204.0,6.0,14.0,38.0,246.0,1032,20.0,,,1.0,17.0,29.0,46.0,1.0,3.0,15.0,76.0,132.0,58.0,15.0,8.0,3.0,18.0,,26.0,5.0,31.0,4.0,1.0,20.0,4.0,2.0,67.0,11.0,22.0,36.0,65.0,18.0,83.0,1.0,12.0,8.0,4.0,20.0,6.0,12.0,12.0,8.0,,32.0,4.0,18.0,31,1.0,37.0,,52.0,,26.0,,3.0,2.0,,1.0,3.0,1.0,76.0,253.0,2.0,0.6947368421052632,0.7096774193548387,0.8333333333333334,0.42857142857142855,,0.3333333333333333,0.42857142857142855,0.46568627450980393,0.6304347826086957,0.47706422018348627,0.4,0.6224489795918368,0.5103734439834025,0.40476190476190477,0.6785714285714286,0.06422018348623854,,0.08823529411764706,0.14705882352941177,0.015625,,24.954296160877515,0.625,0.1258741258741259,0.031161473087818695,0.12359550561797752,0.125,0.0400890868596882,0.037037037037037035,0.028846153846153848,0.08064516129032258,0.17333333333333334,0.14942528735632185,0.13043478260869565,0.1111111111111111,0.010309278350515464,0.3333333333333333,0.46788990825688076,0.6078431372549019,0.7126436781609196,0.6774193548387096,0.1743119266055046,0.4473684210526316,0.4722222222222222,0.8235294117647058,0.29357798165137616,0.25,0.25396825396825395,0.625,0.027522935779816515,0.5,0.5,1.0,0.03669724770642202,0.375,0.375,0.6666666666666666,0.65,,,,,0.5102040816326531,0.68,0.02040816326530612,1.0,0.04081632653061224,,0.5321100917431193,0.375,0.5512084862385321,0.6052076923076923,0.5559724489795917,0.1092436974789916,0.11607142857142858,,0.06910569105691057,0.3089430894308943,7.821078431372546,24.62142857142857,0.2669447340980188,3.0,7.0,8.0,4.0,7.0,,7.0,1.0,4.0,2.0,1.0,,4.0,,,4.0,6.0,3.0,1.0,,1.0,0.4,0.05263157894736842,0.22580645161290322,,0.07291666666666667,0.02631578947368421,0.0625,0.09375,0.5384615384615384,0.14285714285714285,3.0,,,,,,,,True,,,,
203898,1610612749,Tyler Ennis,Tyler Ennis,203898,MIL,19949.0,332,9,652,650,208.0,163.0,73.0,1302,21.0,45.0,4.0,4.0,10.0,12.0,26.0,8.0,15.0,5.0,6.0,,1.0,1.0,5.0,14.0,1.0,1.0,2.0,4.0,41.0,86.0,10.0,20.0,14.0,126.0,648,6.0,1.0,1.0,1.0,12.0,7.0,15.0,3.0,5.0,9.0,32.0,26.0,56.0,30.0,14.0,5.0,12.0,,46.0,13.0,59.0,7.0,6.0,32.0,8.0,6.0,131.0,6.0,13.0,22.0,38.0,7.0,45.0,4.0,15.0,13.0,2.0,16.0,4.0,13.0,7.0,3.0,1.0,23.0,5.0,13.0,30,1.0,21.0,2.0,18.0,1.0,4.0,,,,,,,,30.0,207.0,3.0,0.3170731707317073,0.3333333333333333,1.0,0.5,1.0,0.6,0.5,0.47674418604651164,0.4666666666666667,0.5283018867924528,0.7857142857142857,0.575,0.5575221238938053,0.75,0.6153846153846154,0.18867924528301888,,0.13953488372093023,0.24444444444444444,,,18.579234972677593,0.6956521739130435,0.11518324607329843,0.027777777777777776,0.11016949152542373,0.11326860841423948,0.024305555555555556,0.010416666666666666,0.07017543859649122,0.16049382716049382,0.07407407407407407,0.08928571428571429,0.08,0.16279069767441862,0.09302325581395349,,0.42452830188679247,0.4666666666666667,0.6176470588235294,0.42857142857142855,0.24528301886792453,0.46153846153846156,0.48,0.25,0.14150943396226415,0.5333333333333333,0.5333333333333333,0.125,0.05660377358490566,0.8333333333333334,0.8333333333333334,1.0,0.1320754716981132,0.35714285714285715,0.35714285714285715,1.0,0.5714285714285714,,0.14285714285714285,1.0,1.0,0.5,0.4,0.05,1.0,0.2,0.5,0.6132075471698113,0.35714285714285715,0.514841037735849,0.5222666666666665,0.5842375,0.037383177570093455,0.04597701149425287,,0.09523809523809523,0.25396825396825395,6.116279069767442,25.505,0.31901840490797545,5.0,3.0,4.0,4.0,1.0,,3.0,1.0,,,,,1.0,,,,3.0,6.0,,,,0.6666666666666666,0.038461538461538464,0.15,,0.013888888888888888,0.015873015873015872,,0.05263157894736842,0.75,,,,,,,,,,True,,,,
203948,1610612749,Johnny O'Bryant III,Johnny O'Bryant III,203948,MIL,13382.0,223,-42,424,427,166.0,126.0,54.0,851,8.0,21.0,6.0,1.0,4.0,6.0,15.0,8.0,22.0,,,,,,,,,,,,22.0,58.0,,,3.0,47.0,470,10.0,,,2.0,8.0,9.0,22.0,,,1.0,19.0,30.0,14.0,,,,8.0,,6.0,2.0,8.0,2.0,,2.0,3.0,1.0,18.0,11.0,10.0,13.0,26.0,13.0,39.0,1.0,5.0,4.0,1.0,5.0,1.0,3.0,4.0,2.0,,9.0,4.0,10.0,21,,8.0,,8.0,,5.0,,2.0,2.0,,,2.0,,19.0,166.0,2.0,0.6818181818181818,0.7142857142857143,,,,,,0.3793103448275862,0.4090909090909091,0.3793103448275862,0.3,0.4090909090909091,0.38524590163934425,0.3333333333333333,0.41304347826086957,,,0.13793103448275862,0.3333333333333333,,,14.462809917355372,0.5555555555555556,0.11016949152542373,0.0718954248366013,0.1282051282051282,0.11734693877551021,0.06372549019607843,0.0847457627118644,0.1,0.07017543859649122,0.13043478260869565,0.15789473684210525,0.11764705882352941,0.14814814814814814,0.03571428571428571,,0.3620689655172414,0.38095238095238093,0.5714285714285714,0.75,0.25862068965517243,0.4,0.42857142857142855,0.6666666666666666,0.3793103448275862,0.36363636363636365,0.36363636363636365,0.625,,,,,,,,,0.6,,,,,0.18181818181818182,0.25,,,,,0.3620689655172414,,0.4509448275862068,0.4759,0.4173863636363636,0.08196721311475409,0.08196721311475409,,0.1702127659574468,0.40425531914893614,9.49655172413793,,0.3915094339622642,,1.0,3.0,2.0,2.0,,3.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,2.0,,,,,0.3,0.06666666666666667,0.2727272727272727,,0.0392156862745098,0.022727272727272728,0.05555555555555555,,0.16666666666666666,1.0,,,,,,,,,True,,,,
201564,1610612749,O.J. Mayo,O.J. Mayo,201564,MIL,13507.0,225,-19,439,438,50.0,73.0,47.0,877,,2.0,,,1.0,2.0,7.0,3.0,9.0,5.0,14.0,,,,9.0,23.0,2.0,4.0,,2.0,5.0,18.0,14.0,37.0,9.0,61.0,487,2.0,2.0,4.0,,10.0,,3.0,,2.0,,,2.0,8.0,42.0,23.0,9.0,2.0,1.0,18.0,2.0,20.0,2.0,,8.0,5.0,5.0,42.0,5.0,6.0,9.0,15.0,5.0,20.0,2.0,6.0,6.0,,5.0,6.0,5.0,11.0,,,16.0,1.0,14.0,37,4.0,10.0,1.0,10.0,1.0,2.0,1.0,3.0,2.0,1.0,,3.0,1.0,,50.0,2.0,0.2,0.2,1.0,0.3783783783783784,0.5,,0.3783783783783784,0.2777777777777778,,0.4727272727272727,0.8333333333333334,,0.5084745762711864,0.8333333333333334,,0.6727272727272727,0.02702702702702703,0.1111111111111111,1.0,,,14.940239043824702,0.3125,0.06569343065693431,0.029411764705882353,0.07317073170731707,0.0684931506849315,0.023696682464454975,0.01694915254237288,0.05172413793103448,0.018518518518518517,0.09375,0.09803921568627451,0.05084745762711865,0.13043478260869565,0.06060606060606061,0.3333333333333333,0.03636363636363636,,,,0.12727272727272726,0.2857142857142857,0.2857142857142857,,0.16363636363636364,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2545454545454545,0.35714285714285715,0.38461538461538464,1.0,0.41818181818181815,0.391304347826087,0.391304347826087,1.0,,,0.6666666666666666,0.5,1.0,0.2,,,,0.4,,0.7090909090909091,0.391304347826087,0.519587037037037,0.4784125,0.53684,0.05172413793103448,0.1,0.02631578947368421,0.16393442622950818,,13.327777777777778,24.602702702702697,0.11389521640091116,,,2.0,,,,,,1.0,,3.0,,1.0,,2.0,,,1.0,,,,1.0,,,,,0.018867924528301886,,,,,,0.07142857142857142,,,,,,,True,,,,
201573,1610612749,Jerryd Bayless,Jerryd Bayless,201573,MIL,15811.0,264,-38,520,516,214.0,166.0,60.0,1036,7.0,11.0,1.0,3.0,5.0,8.0,19.0,8.0,19.0,9.0,17.0,4.0,4.0,10.0,11.0,27.0,3.0,5.0,6.0,12.0,23.0,49.0,20.0,44.0,17.0,123.0,564,3.0,5.0,9.0,,21.0,7.0,17.0,10.0,22.0,7.0,51.0,12.0,34.0,42.0,27.0,11.0,3.0,,20.0,8.0,28.0,2.0,6.0,9.0,5.0,6.0,64.0,3.0,9.0,11.0,22.0,4.0,26.0,2.0,10.0,5.0,5.0,8.0,2.0,6.0,8.0,2.0,1.0,16.0,3.0,6.0,12,1.0,22.0,,20.0,1.0,8.0,,3.0,3.0,,,3.0,2.0,51.0,212.0,2.0,0.2608695652173913,0.2857142857142857,0.7,0.45454545454545453,0.5555555555555556,0.45454545454545453,0.45454545454545453,0.46938775510204084,0.4117647058823529,0.5698924731182796,0.875,0.5641025641025641,0.6029411764705882,0.875,0.5930232558139535,0.4731182795698925,,0.061224489795918366,0.09090909090909091,,,20.068027210884352,0.5,0.0738255033557047,0.017543859649122806,0.10227272727272728,0.08438818565400844,0.01282051282051282,,0.058823529411764705,0.02857142857142857,,0.21428571428571427,0.109375,0.08333333333333333,0.043478260869565216,0.6666666666666666,0.11827956989247312,0.6363636363636364,0.7,,0.20430107526881722,0.42105263157894735,0.47058823529411764,,0.20430107526881722,0.42105263157894735,0.42105263157894735,0.75,0.1827956989247312,0.5294117647058824,0.5294117647058824,1.0,0.2903225806451613,0.4074074074074074,0.4074074074074074,0.45454545454545453,0.08333333333333333,0.3333333333333333,0.4166666666666667,0.6,0.3333333333333333,0.1282051282051282,0.6,0.2564102564102564,0.4,0.3076923076923077,0.5,0.5913978494623656,0.4074074074074074,0.49105161290322574,0.5082388888888889,0.5367423076923077,0.08,0.14285714285714285,,0.17073170731707318,0.4146341463414634,10.832653061224493,24.53636363636364,0.4115384615384615,2.0,1.0,3.0,4.0,,1.0,2.0,,2.0,,,,1.0,,3.0,2.0,1.0,2.0,2.0,,,1.0,0.10526315789473684,0.09090909090909091,0.05555555555555555,,,,,1.0,,18.0,,2.0,0.5,1.0,,,,True,,,,
203507,1610612749,Giannis Antetokounmpo,Giannis Antetokounmpo,203507,MIL,31244.0,521,-38,1030,1031,292.0,272.0,121.0,2061,67.0,101.0,21.0,20.0,30.0,16.0,45.0,16.0,44.0,2.0,6.0,,,2.0,6.0,15.0,,1.0,3.0,3.0,99.0,190.0,8.0,21.0,50.0,272.0,1098,31.0,,1.0,5.0,37.0,28.0,54.0,3.0,5.0,16.0,81.0,86.0,112.0,12.0,15.0,6.0,11.0,,75.0,17.0,92.0,10.0,7.0,46.0,19.0,10.0,201.0,16.0,48.0,51.0,112.0,18.0,130.0,6.0,19.0,14.0,5.0,31.0,4.0,21.0,17.0,10.0,,48.0,11.0,13.0,38,4.0,72.0,2.0,77.0,,41.0,,15.0,13.0,,2.0,16.0,9.0,80.0,289.0,5.0,0.43434343434343436,0.4673913043478261,0.5,0.38095238095238093,,0.6,0.38095238095238093,0.5210526315789473,0.5185185185185185,0.5260663507109005,0.5,0.5508474576271186,0.5551020408163265,0.5285714285714286,0.5704225352112676,0.0995260663507109,,0.05789473684210526,0.0891089108910891,,,24.872665534804757,0.6458333333333334,0.17708333333333334,0.04371584699453552,0.24,0.2028688524590164,0.03397027600849257,0.02112676056338028,0.09259259259259259,0.1875,0.13253012048192772,0.2077922077922078,0.2462686567164179,0.22727272727272727,0.06593406593406594,0.5625,0.4786729857819905,0.6633663366336634,0.7282608695652174,0.44776119402985076,0.2132701421800948,0.35555555555555557,0.37209302325581395,0.375,0.20853080568720378,0.36363636363636365,0.36363636363636365,0.4375,0.02843601895734597,0.3333333333333333,0.3333333333333333,1.0,0.07109004739336493,0.4,0.4,0.3333333333333333,0.65625,,0.03125,,,0.5084745762711864,0.6666666666666666,0.03389830508474576,,0.05084745762711865,1.0,0.5781990521327014,0.4,0.5290436018957346,0.5470866666666667,0.5204525423728813,0.16872427983539096,0.18468468468468469,,0.13602941176470587,0.2977941176470588,6.81157894736842,25.185714285714283,0.283495145631068,1.0,14.0,16.0,14.0,,2.0,13.0,4.0,4.0,3.0,4.0,,2.0,,2.0,3.0,9.0,2.0,1.0,,2.0,0.5161290322580645,0.044444444444444446,0.52,0.047619047619047616,,0.02586206896551724,,,0.6666666666666666,0.2857142857142857,12.0,,,,,1.0,1.0,,True,,,,
